validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vnt_vrb,vis,teto,cobertura,tt,po,qnh,ur,chuva,pancada,trovoada,chuvisco,nevoa_umida,nevoa_seca,nevoeiro,vis_setor,vis_setor_dir
"['05:00', '19/07']",19/07 05:00,150,2,,NIL,6000,,,17,17,1016,100,,,,,,,,,
"['06:00', '19/07']",19/07 06:00,0,0,,NIL,7000,,,16,16,1016,100,,,,,,,,,
"['07:00', '19/07']",19/07 07:00,140,2,,NIL,7000,,,15,15,1016,100,,,,,,,,,
"['08:00', '19/07']",19/07 08:00,220,2,,NIL,9999,,,16,16,1016,100,,,,,,,,,
"['09:00', '19/07']",19/07 09:00,0,0,,NIL,9999,,,15,15,1016,100,,,,,,,,,
"['10:00', '19/07']",19/07 10:00,80,5,,NIL,9000,,,16,16,1017,100,,,,,,,,,
"['11:00', '19/07']",19/07 11:00,VRB,1,,NIL,9000,,,16,16,1017,100,,,,,,,,,
"['12:00', '19/07']",19/07 12:00,100,4,,NIL,7000,,,18,18,1018,100,,,,,,,,,
"['13:00', '19/07']",19/07 13:00,70,4,,NIL,9999,,,23,19,1018,78,,,,,,,,,
"['14:00', '19/07']",19/07 14:00,350,3,,200,9999,,,27,18,1017,58,,,,,,,,,
"['15:00', '19/07']",19/07 15:00,340,9,,NIL,9999,,,28,18,1017,55,,,,,,,,,
"['16:00', '19/07']",19/07 16:00,340,11,,NIL,9999,,,29,17,1015,48,,,,,,,,,
"['17:00', '19/07']",19/07 17:00,340,10,,NIL,9999,,,31,16,1014,40,,,,,,,,,
"['18:00', '19/07']",19/07 18:00,330,10,,NIL,9999,,,31,15,1014,38,,,,,,,,,
"['19:00', '19/07']",19/07 19:00,330,6,,NIL,9999,,,31,16,1014,40,,,,,,,,,
"['20:00', '19/07']",19/07 20:00,340,3,,NIL,9999,,,30,16,1014,43,,,,,,,,,
"['21:00', '19/07']",19/07 21:00,150,3,,125,9999,,,24,19,1014,74,,,,,,,,,
"['22:00', '19/07']",19/07 22:00,130,1,,NIL,9999,,,22,19,1014,83,,,,,,,,,
"['23:00', '19/07']",19/07 23:00,100,1,,NIL,9999,,,21,19,1014,88,,,,,,,,,
"['00:00', '20/07']",20/07 00:00,70,4,,NIL,9000,,,19,19,1014,100,,,,,,,,,
"['01:00', '20/07']",20/07 01:00,80,3,,NIL,9999,,,19,18,1014,94,,,,,,,,,
"['02:00', '20/07']",20/07 02:00,0,0,,NIL,9000,,,17,17,1015,100,,,,,,,,,
"['03:00', '20/07']",20/07 03:00,70,2,,NIL,8000,,,17,17,1015,100,,,,,,,,,
"['04:00', '20/07']",20/07 04:00,0,0,,NIL,8000,,,16,16,1015,100,,,,,,,,,
"['05:00', '20/07']",20/07 05:00,0,0,,NIL,9000,,,16,16,1015,100,,,,,,,,,
"['06:00', '20/07']",20/07 06:00,0,0,,NIL,9999,,,15,15,1016,100,,,,,,,,,
"['07:00', '20/07']",20/07 07:00,VRB,1,,NIL,9999,,,15,15,1016,100,,,,,,,,,
"['08:00', '20/07']",20/07 08:00,0,0,,NIL,9999,,,16,16,1016,100,,,,,,,,,
"['09:00', '20/07']",20/07 09:00,0,0,,NIL,9999,,,16,16,1016,100,,,,,,,,,
"['10:00', '20/07']",20/07 10:00,VRB,2,,NIL,9999,,,16,16,1016,100,,,,,,,,,
"['11:00', '20/07']",20/07 11:00,0,0,,NIL,9999,,,16,16,1016,100,,,,,,,,,
"['12:00', '20/07']",20/07 12:00,VRB,2,,NIL,9999,,,21,18,1017,83,,,,,,,,,
"['13:00', '20/07']",20/07 13:00,290,3,,140,9999,,,22,17,1017,73,,,,,,,,,
"['14:00', '20/07']",20/07 14:00,310,3,,310,9999,,,25,18,1017,65,,,,,,,,,
"['15:00', '20/07']",20/07 15:00,280,4,,275,9999,,,26,19,1016,65,,,,,,,,,
"['16:00', '20/07']",20/07 16:00,290,5,,290,9999,,,27,19,1015,62,,,,,,,,,
"['17:00', '20/07']",20/07 17:00,270,5,,280,9999,,,28,18,1014,55,,,,,,,,,
"['18:00', '20/07']",20/07 18:00,260,5,,NIL,9999,,,28,18,1014,55,,,,,,,,,
"['19:00', '20/07']",20/07 19:00,280,4,,290,9999,,,28,19,1014,58,,,,,,,,,
"['20:00', '20/07']",20/07 20:00,310,2,,NIL,9999,,,28,18,1014,55,,,,,,,,,
"['21:00', '20/07']",20/07 21:00,0,0,,NIL,9999,,,24,20,1014,78,,,,,,,,,
"['22:00', '20/07']",20/07 22:00,100,3,,NIL,9999,,,21,19,1014,88,,,,,,,,,
"['23:00', '20/07']",20/07 23:00,90,2,,NIL,9999,,,20,19,1014,94,,,,,,,,,
"['00:00', '21/07']",21/07 00:00,120,2,,NIL,9999,,,20,19,1014,94,,,,,,,,,
"['01:00', '21/07']",21/07 01:00,90,2,,NIL,9999,,,19,19,1014,100,,,,,NIL,,,,
"['01:48', '21/07']",21/07 01:48,80,2,,NIL,4000,,,19,18,1014,94,,,,,1,,,,
"['02:00', '21/07']",21/07 02:00,60,1,,NIL,4000,,,19,18,1014,94,,,,,1,,,,
"['03:00', '21/07']",21/07 03:00,90,2,,NIL,4000,,,17,17,1014,100,,,,,1,,,,
"['04:00', '21/07']",21/07 04:00,100,2,,NIL,4000,,,16,16,1014,100,,,,,1,,,,
"['05:00', '21/07']",21/07 05:00,60,2,,NIL,4000,,,17,17,1014,100,,,,,1,,,,
"['06:00', '21/07']",21/07 06:00,0,0,,NIL,4000,,,15,15,1014,100,,,,,1,,,,
"['07:00', '21/07']",21/07 07:00,0,0,,NIL,4000,,,15,15,1014,100,,,,,1,,,,
"['08:00', '21/07']",21/07 08:00,270,3,,NIL,9999,,,15,15,1014,100,,,,,NIL,,,,
"['09:00', '21/07']",21/07 09:00,0,0,,NIL,8000,,,15,15,1014,100,,,,,NIL,,,,
"['10:00', '21/07']",21/07 10:00,270,2,,NIL,9999,,,15,15,1015,100,,,,,NIL,,,,
"['11:00', '21/07']",21/07 11:00,250,2,,NIL,9999,,,16,16,1015,100,,,,,NIL,,,,
"['12:00', '21/07']",21/07 12:00,280,3,,280,9999,,,19,16,1015,83,,,,,NIL,,,,
"['13:00', '21/07']",21/07 13:00,330,3,,150,9999,,,22,16,1015,69,,,,,NIL,,,,
"['14:00', '21/07']",21/07 14:00,340,9,,NIL,9999,,,24,15,1015,57,,,,,NIL,,,,
"['15:00', '21/07']",21/07 15:00,350,5,,160,9999,,,25,17,1014,61,,,,,NIL,,,,
"['16:00', '21/07']",21/07 16:00,300,8,,NIL,9999,,,27,16,1013,51,,,,,NIL,,,,
"['17:00', '21/07']",21/07 17:00,320,9,,NIL,9999,,,28,16,1012,48,,,,,NIL,,,,
"['18:00', '21/07']",21/07 18:00,330,8,,330,9999,,,29,16,1012,45,,,,,NIL,,,,
"['19:00', '21/07']",21/07 19:00,340,7,,NIL,9999,,,29,16,1012,45,,,,,NIL,,,,
"['20:00', '21/07']",21/07 20:00,350,5,,NIL,9999,,,28,16,1012,48,,,,,NIL,,,,
"['21:00', '21/07']",21/07 21:00,10,4,,NIL,9999,,,28,16,1012,48,,,,,NIL,,,,
"['22:00', '21/07']",21/07 22:00,VRB,2,,NIL,9999,,,21,18,1012,83,,,,,NIL,,,,
"['23:00', '21/07']",21/07 23:00,90,2,,NIL,9999,,,21,18,1013,83,,,,,NIL,,,,
"['00:00', '22/07']",22/07 00:00,90,2,,NIL,9999,,,20,18,1013,88,,,,,NIL,,,,
"['01:00', '22/07']",22/07 01:00,VRB,1,,NIL,9999,,,18,17,1013,94,,,,,NIL,,,,
"['02:00', '22/07']",22/07 02:00,0,0,,NIL,7000,,,18,17,1014,94,,,,,NIL,,,,
"['03:00', '22/07']",22/07 03:00,VRB,1,,NIL,4000,,,17,17,1014,100,,,,,1,,,,
"['04:00', '22/07']",22/07 04:00,320,1,,NIL,4000,,,17,17,1014,100,,,,,1,,,,
"['05:00', '22/07']",22/07 05:00,0,0,,NIL,4000,,,16,16,1014,100,,,,,1,,,,
"['06:00', '22/07']",22/07 06:00,0,0,,NIL,4000,,,15,15,1014,100,,,,,1,,,,
"['07:00', '22/07']",22/07 07:00,240,3,,NIL,5000,,,15,15,1014,100,,,,,1,,,,
"['08:00', '22/07']",22/07 08:00,0,0,,NIL,9999,,,15,15,1013,100,,,,,NIL,,,,
"['09:00', '22/07']",22/07 09:00,190,2,,NIL,9999,,,15,15,1014,100,,,,,NIL,,,,
"['10:00', '22/07']",22/07 10:00,0,0,,NIL,9999,,,15,15,1014,100,,,,,NIL,,,,
"['11:00', '22/07']",22/07 11:00,VRB,2,,NIL,9999,,,16,16,1014,100,,,,,NIL,,,,
"['12:00', '22/07']",22/07 12:00,VRB,2,,NIL,9999,,,19,17,1014,88,,,,,NIL,,,,
"['13:00', '22/07']",22/07 13:00,VRB,2,,NIL,9999,,,23,15,1015,61,,,,,NIL,,,,
"['14:00', '22/07']",22/07 14:00,VRB,1,,NIL,9999,,,24,16,1015,61,,,,,NIL,,,,
"['15:00', '22/07']",22/07 15:00,VRB,2,,NIL,9999,,,27,17,1015,54,,,,,NIL,,,,
"['16:00', '22/07']",22/07 16:00,340,6,,165,9999,,,28,16,1014,48,,,,,NIL,,,,
"['17:00', '22/07']",22/07 17:00,330,4,,135,9999,,,29,16,1013,45,,,,,NIL,,,,
"['18:00', '22/07']",22/07 18:00,300,5,,275,9999,,,30,16,1013,43,,,,,NIL,,,,
"['19:00', '22/07']",22/07 19:00,290,3,,295,9999,,,30,16,1013,43,,,,,NIL,,,,
"['20:00', '22/07']",22/07 20:00,VRB,1,,NIL,9999,,,29,17,1013,48,,,,,NIL,,,,
"['21:00', '22/07']",22/07 21:00,VRB,2,,NIL,9999,,,24,19,1013,74,,,,,NIL,,,,
"['22:00', '22/07']",22/07 22:00,VRB,2,,NIL,9999,,,22,19,1014,83,,,,,NIL,,,,
"['23:00', '22/07']",22/07 23:00,90,4,,NIL,9000,,,21,19,1014,88,,,,,NIL,,,,
"['00:00', '23/07']",23/07 00:00,VRB,2,,NIL,9999,,,19,18,1014,94,,,,,NIL,,,,
"['01:00', '23/07']",23/07 01:00,0,0,,NIL,9000,,,19,18,1015,94,,,,,NIL,,,,
"['02:00', '23/07']",23/07 02:00,0,0,,NIL,7000,,,18,18,1015,100,,,,,NIL,,,,
"['03:00', '23/07']",23/07 03:00,VRB,1,,NIL,5000,,,18,18,1015,100,,,,,1,,,,
"['04:00', '23/07']",23/07 04:00,0,0,,NIL,5000,,,17,17,1015,100,,,,,1,,,,
"['05:00', '23/07']",23/07 05:00,VRB,2,,NIL,5000,,,16,16,1015,100,,,,,1,,,,
"['06:00', '23/07']",23/07 06:00,0,0,,NIL,6000,,,16,16,1015,100,,,,,NIL,,,,
"['07:00', '23/07']",23/07 07:00,0,0,,NIL,5000,,,16,16,1015,100,,,,,1,,,,
"['08:00', '23/07']",23/07 08:00,90,4,,NIL,6000,,,17,17,1015,100,,,,,NIL,,,,
"['09:00', '23/07']",23/07 09:00,VRB,2,,NIL,5000,,,16,16,1015,100,,,,,1,,,,
"['10:00', '23/07']",23/07 10:00,0,0,,NIL,7000,,,16,16,1015,100,,,,,NIL,,,,
"['11:00', '23/07']",23/07 11:00,100,2,,NIL,7000,,,17,17,1016,100,,,,,NIL,,,,
"['12:00', '23/07']",23/07 12:00,80,3,,NIL,7000,,,20,18,1016,88,,,,,NIL,,,,
"['13:00', '23/07']",23/07 13:00,90,5,,NIL,9999,,,23,16,1016,65,,,,,NIL,,,,
"['14:00', '23/07']",23/07 14:00,40,3,,205,9999,,,26,17,1016,58,,,,,NIL,,,,
"['15:00', '23/07']",23/07 15:00,30,6,,45,9999,,,28,15,1015,45,,,,,NIL,,,,
"['16:00', '23/07']",23/07 16:00,350,9,,175,9999,,,29,16,1014,45,,,,,NIL,,,,
"['17:00', '23/07']",23/07 17:00,350,10,,NIL,9999,,,30,14,1013,38,,,,,NIL,,,,
"['18:00', '23/07']",23/07 18:00,350,10,,170,9999,,,30,13,1012,35,,,,,NIL,,,,
"['19:00', '23/07']",23/07 19:00,360,9,,180,9999,,,29,14,1012,40,,,,,NIL,,,,
"['20:00', '23/07']",23/07 20:00,340,5,,NIL,9999,,,29,14,1012,40,,,,,NIL,,,,
"['21:00', '23/07']",23/07 21:00,0,0,,NIL,9999,,,25,17,1012,61,,,,,NIL,,,,
"['22:00', '23/07']",23/07 22:00,100,4,,NIL,9999,,,22,18,1012,78,,,,,NIL,,,,
"['23:00', '23/07']",23/07 23:00,80,4,,NIL,9000,,,22,17,1013,73,,,,,NIL,,,,
"['00:00', '24/07']",24/07 00:00,80,6,,NIL,9000,,,21,17,1013,78,,,,,NIL,,,,
"['01:00', '24/07']",24/07 01:00,90,4,,NIL,9999,NIL,NIL,19,17,1013,88,,,,,,,,,
"['02:00', '24/07']",24/07 02:00,80,3,,NIL,9999,NIL,NIL,19,17,1013,88,,,,,,,,,
"['03:00', '24/07']",24/07 03:00,70,2,,NIL,9000,NIL,NIL,18,17,1013,94,,,,,,,,,
"['04:00', '24/07']",24/07 04:00,0,0,,NIL,8000,NIL,NIL,17,17,1013,100,,,,,,,,,
"['05:00', '24/07']",24/07 05:00,VRB,2,,NIL,8000,NIL,NIL,17,17,1013,100,,,,,,,,,
"['06:00', '24/07']",24/07 06:00,80,3,,NIL,9000,NIL,NIL,17,16,1013,94,,,,,,,,,
"['07:00', '24/07']",24/07 07:00,80,3,,NIL,9999,NIL,NIL,17,16,1013,94,,,,,,,,,
"['08:00', '24/07']",24/07 08:00,100,3,,75,9999,NIL,NIL,17,15,1012,88,,,,,,,,,
"['09:00', '24/07']",24/07 09:00,80,3,,80,9999,NIL,NIL,17,15,1012,88,,,,,,,,,
"['10:00', '24/07']",24/07 10:00,80,3,,NIL,9999,NIL,NIL,16,15,1012,94,,,,,,,,,
"['11:00', '24/07']",24/07 11:00,0,0,,NIL,9999,NIL,NIL,17,15,1013,88,,,,,,,,,
"['12:00', '24/07']",24/07 12:00,VRB,2,,NIL,9999,NIL,NIL,20,17,1013,83,,,,,,,,,
"['13:00', '24/07']",24/07 13:00,100,5,,NIL,9999,NIL,NIL,23,16,1013,65,,,,,,,,,
"['14:00', '24/07']",24/07 14:00,70,4,,55,9999,NIL,NIL,26,16,1012,54,,,,,,,,,
"['15:00', '24/07']",24/07 15:00,320,7,,320,9999,NIL,2,27,16,1012,51,,,,,,,,,
"['16:00', '24/07']",24/07 16:00,270,6,,280,9999,NIL,NIL,28,17,1011,51,,,,,,,,,
"['17:00', '24/07']",24/07 17:00,280,4,,290,9999,NIL,NIL,29,16,1010,45,,,,,,,,,
"['18:00', '24/07']",24/07 18:00,270,4,,280,9999,NIL,NIL,28,17,1009,51,,,,,,,,,
"['19:00', '24/07']",24/07 19:00,220,5,,NIL,9999,NIL,NIL,28,17,1010,51,,,,,,,,,
"['20:00', '24/07']",24/07 20:00,170,11,,NIL,9999,NIL,NIL,20,17,1010,83,,,,,,,,,
"['21:00', '24/07']",24/07 21:00,180,12,,180,8000,NIL,3,17,16,1011,94,,,,,,,,,
"['21:45', '24/07']",24/07 21:45,190,8,,195,7000,800,5,16,16,1012,100,,,,,,,,,
"['22:00', '24/07']",24/07 22:00,190,9,,190,7000,800,5,16,15,1013,94,,,,,,,,,
"['23:00', '24/07']",24/07 23:00,190,11,,190,8000,800,8,15,14,1014,94,,,,,,,,,
"['00:00', '25/07']",25/07 00:00,190,8,,190,9000,800,8,15,14,1015,94,,,,,,,,,
"['01:00', '25/07']",25/07 01:00,170,9,NIL,170,9000,800,8,14,14,1015,100,NIL,,,NIL,NIL,,,,
"['02:00', '25/07']",25/07 02:00,170,7,NIL,175,6000,800,8,14,13,1016,94,NIL,,,NIL,NIL,,,,
"['03:00', '25/07']",25/07 03:00,160,8,NIL,160,8000,800,8,13,13,1015,100,NIL,,,NIL,NIL,,,,
"['04:00', '25/07']",25/07 04:00,200,7,NIL,200,8000,800,8,12,12,1015,100,NIL,,,NIL,NIL,,,,
"['05:00', '25/07']",25/07 05:00,220,6,NIL,220,6000,800,8,12,12,1016,100,NIL,,,1,NIL,,,,
"['06:00', '25/07']",25/07 06:00,230,8,NIL,230,6000,800,8,11,11,1016,100,1,,,NIL,NIL,,,,
"['07:00', '25/07']",25/07 07:00,230,7,NIL,NIL,5000,800,8,11,11,1017,100,1,,,NIL,1,,,,
"['08:00', '25/07']",25/07 08:00,260,4,NIL,260,5000,800,8,11,11,1017,100,1,,,NIL,1,,,,
"['08:43', '25/07']",25/07 08:43,270,8,NIL,NIL,5000,800,8,11,11,1017,100,1,,,NIL,1,,,,
"['09:00', '25/07']",25/07 09:00,270,7,NIL,NIL,7000,800,8,11,11,1018,100,1,,,NIL,NIL,,,,
"['10:00', '25/07']",25/07 10:00,270,12,NIL,NIL,5000,800,8,11,11,1020,100,1,,,NIL,1,,,,
"['11:00', '25/07']",25/07 11:00,260,15,25,NIL,5000,1100,8,10,10,1021,100,1,,,NIL,NIL,,,,
"['12:00', '25/07']",25/07 12:00,290,18,NIL,NIL,8000,1100,8,09,08,1023,93,1,,,NIL,NIL,,,,
"['13:00', '25/07']",25/07 13:00,280,14,NIL,NIL,9999,1500,5,09,08,1024,93,1,,,NIL,NIL,,,,
"['14:00', '25/07']",25/07 14:00,280,18,NIL,NIL,9999,1500,5,10,08,1025,87,NIL,,,NIL,NIL,,,,
"['15:00', '25/07']",25/07 15:00,290,16,NIL,NIL,9999,2500,5,11,07,1024,76,NIL,,,NIL,NIL,,,,
"['16:00', '25/07']",25/07 16:00,280,16,NIL,NIL,9999,3000,5,13,07,1023,67,NIL,,,NIL,NIL,,,,
"['17:00', '25/07']",25/07 17:00,270,18,NIL,NIL,9999,3700,5,13,06,1022,62,NIL,,,NIL,NIL,,,,
"['18:00', '25/07']",25/07 18:00,280,17,NIL,NIL,9999,NIL,2,14,06,1022,59,NIL,,,NIL,NIL,,,,
"['19:00', '25/07']",25/07 19:00,290,15,NIL,NIL,9999,NIL,2,14,06,1022,59,NIL,,,NIL,NIL,,,,
"['20:00', '25/07']",25/07 20:00,290,13,NIL,NIL,9999,NIL,NIL,14,05,1022,55,NIL,,,NIL,NIL,,,,
"['21:00', '25/07']",25/07 21:00,280,8,NIL,NIL,9999,NIL,NIL,12,06,1023,67,NIL,,,NIL,NIL,,,,
"['22:00', '25/07']",25/07 22:00,260,5,NIL,NIL,9999,NIL,NIL,12,07,1023,71,NIL,,,NIL,NIL,,,,
"['23:00', '25/07']",25/07 23:00,270,5,NIL,NIL,9999,NIL,NIL,11,07,1024,76,NIL,,,NIL,NIL,,,,
"['00:00', '26/07']",26/07 00:00,310,4,NIL,NIL,9999,NIL,NIL,11,07,1024,76,NIL,,,NIL,NIL,,,,
"['01:00', '26/07']",26/07 01:00,350,5,,NIL,9999,,,10,07,1025,82,,,,,,,,,
"['02:00', '26/07']",26/07 02:00,340,7,,NIL,9999,,,10,07,1025,82,,,,,,,,,
"['03:00', '26/07']",26/07 03:00,340,6,,160,9999,,,10,06,1025,76,,,,,,,,,
"['04:00', '26/07']",26/07 04:00,340,5,,NIL,9999,,,10,06,1024,76,,,,,,,,,
"['05:00', '26/07']",26/07 05:00,310,4,,NIL,9999,,,09,06,1024,81,,,,,,,,,
"['06:00', '26/07']",26/07 06:00,330,3,,165,9999,,,08,06,1024,87,,,,,,,,,
"['07:00', '26/07']",26/07 07:00,280,4,,NIL,9999,,,08,06,1025,87,,,,,,,,,
"['08:00', '26/07']",26/07 08:00,0,0,,NIL,9999,,,07,06,1025,93,,,,,,,,,
"['09:00', '26/07']",26/07 09:00,260,1,,NIL,9999,,,06,06,1025,100,,,,,,,,,
"['10:00', '26/07']",26/07 10:00,290,2,,NIL,9999,,,05,05,1025,100,,,,,,,,,
"['11:00', '26/07']",26/07 11:00,210,2,,NIL,9999,,,06,06,1026,100,,,,,,,,,
"['12:00', '26/07']",26/07 12:00,290,4,,NIL,9999,,,09,07,1026,87,,,,,,,,,
"['13:00', '26/07']",26/07 13:00,VRB,2,,NIL,9999,,,12,07,1026,71,,,,,,,,,
"['14:00', '26/07']",26/07 14:00,360,6,,190,9999,,,14,07,1025,63,,,,,,,,,
"['15:00', '26/07']",26/07 15:00,330,5,,165,9999,,,16,07,1024,55,,,,,,,,,
"['16:00', '26/07']",26/07 16:00,VRB,2,,NIL,9999,,,16,06,1023,51,,,,,,,,,
"['17:00', '26/07']",26/07 17:00,VRB,3,,NIL,9999,,,17,06,1021,48,,,,,,,,,
"['18:00', '26/07']",26/07 18:00,70,4,,70,9999,,,19,05,1020,40,,,,,,,,,
"['19:00', '26/07']",26/07 19:00,110,8,,105,9999,,,18,06,1020,45,,,,,,,,,
"['20:00', '26/07']",26/07 20:00,90,10,,NIL,9999,,,17,07,1019,52,,,,,,,,,
"['21:00', '26/07']",26/07 21:00,100,8,,NIL,9999,,,16,09,1019,63,,,,,,,,,
"['22:00', '26/07']",26/07 22:00,120,6,,NIL,9999,,,15,10,1019,72,,,,,,,,,
"['23:00', '26/07']",26/07 23:00,130,5,,NIL,9999,,,14,12,1019,88,,,,,,,,,
"['00:00', '27/07']",27/07 00:00,110,3,,NIL,9999,,,13,12,1018,94,,,,,,,,,
"['01:00', '27/07']",27/07 01:00,90,5,,NIL,9999,NIL,NIL,12,12,1018,100,NIL,,NIL,,NIL,,,,
"['02:00', '27/07']",27/07 02:00,60,5,,NIL,9999,NIL,NIL,12,11,1018,94,NIL,,NIL,,NIL,,,,
"['03:00', '27/07']",27/07 03:00,70,3,,NIL,9999,NIL,NIL,12,11,1017,94,NIL,,NIL,,NIL,,,,
"['04:00', '27/07']",27/07 04:00,80,1,,NIL,9999,NIL,NIL,11,11,1017,100,NIL,,NIL,,NIL,,,,
"['05:00', '27/07']",27/07 05:00,40,4,,NIL,7000,NIL,NIL,12,11,1017,94,NIL,,NIL,,NIL,,,,
"['06:00', '27/07']",27/07 06:00,0,0,,NIL,7000,NIL,3,11,11,1016,100,NIL,,NIL,,NIL,,,,
"['06:40', '27/07']",27/07 06:40,VRB,2,,NIL,4000,8000,5,11,11,1016,100,1,,NIL,,NIL,,,,
"['07:00', '27/07']",27/07 07:00,VRB,1,,NIL,5000,8300,5,11,11,1016,100,1,,NIL,,1,,,,
"['08:00', '27/07']",27/07 08:00,280,2,,NIL,6000,8000,5,11,11,1015,100,NIL,,NIL,,NIL,,,,
"['09:00', '27/07']",27/07 09:00,340,4,,NIL,6000,8000,5,12,12,1016,100,1,,1,,NIL,,,,
"['09:20', '27/07']",27/07 09:20,300,4,,310,4000,7000,5,12,12,1015,100,1,,1,,NIL,,,,
"['10:00', '27/07']",27/07 10:00,360,3,,200,4000,7000,8,12,12,1016,100,1,,1,,NIL,,,,
"['11:00', '27/07']",27/07 11:00,260,5,,245,3900,2500,8,12,12,1016,100,1,,1,,NIL,,,,
"['12:00', '27/07']",27/07 12:00,300,3,,125,4000,3000,8,12,12,1017,100,1,,1,,NIL,,,,
"['13:00', '27/07']",27/07 13:00,330,3,,115,4200,2500,8,13,13,1018,100,1,,1,,NIL,,,,
"['14:00', '27/07']",27/07 14:00,VRB,1,,NIL,4500,6000,8,14,14,1017,100,1,,1,,1,,,,
"['15:00', '27/07']",27/07 15:00,VRB,2,,NIL,4500,10000,8,15,15,1017,100,1,,NIL,,1,,,,
"['16:00', '27/07']",27/07 16:00,VRB,2,,NIL,8000,10000,5,17,17,1016,100,NIL,,NIL,,NIL,,,,
"['17:00', '27/07']",27/07 17:00,VRB,2,,NIL,9000,10000,5,20,17,1015,83,NIL,,NIL,,NIL,,,,
"['18:00', '27/07']",27/07 18:00,250,4,,235,9999,10000,5,21,16,1014,73,NIL,,NIL,,NIL,,,,
"['19:00', '27/07']",27/07 19:00,0,0,,NIL,9999,NIL,NIL,20,16,1013,78,NIL,,NIL,,NIL,,,,
"['20:00', '27/07']",27/07 20:00,170,2,,NIL,9000,NIL,NIL,20,16,1013,78,NIL,,NIL,,NIL,,,,
"['21:00', '27/07']",27/07 21:00,VRB,2,,NIL,9000,10000,8,20,17,1013,83,NIL,,NIL,,NIL,,,,
"['22:00', '27/07']",27/07 22:00,170,3,,NIL,8000,10000,8,18,17,1013,94,1,,NIL,,NIL,,,,
"['23:00', '27/07']",27/07 23:00,170,4,,NIL,8000,10000,8,18,18,1014,100,1,,NIL,,NIL,,,,
"['00:00', '28/07']",28/07 00:00,VRB,1,,NIL,8000,10000,5,18,18,1014,100,1,,NIL,,NIL,,,,
"['01:00', '28/07']",28/07 01:00,VRB,2,,NIL,5000,10000,8,17,17,1014,100,1,,NIL,,1,,,,
"['02:00', '28/07']",28/07 02:00,210,5,,195,5000,10000,8,16,16,1015,100,NIL,,NIL,,1,,,,
"['02:37', '28/07']",28/07 02:37,170,9,,165,4500,800,8,15,14,1014,94,1,,1,,NIL,,,,
"['02:49', '28/07']",28/07 02:49,210,10,,205,3800,900,8,13,13,1015,100,1,,1,,NIL,,,,
"['03:00', '28/07']",28/07 03:00,210,9,,190,3200,800,8,13,13,1016,100,1,,1,,NIL,,,,
"['03:36', '28/07']",28/07 03:36,200,9,,180,2000,900,8,13,13,1014,100,1,,1,,NIL,,,,
"['04:00', '28/07']",28/07 04:00,VRB,4,,NIL,2200,700,8,13,13,1015,100,1,,1,,NIL,,,,
"['05:00', '28/07']",28/07 05:00,130,6,,135,3400,800,8,13,13,1015,100,1,,1,,NIL,,,,
"['06:00', '28/07']",28/07 06:00,50,10,,45,3100,900,8,12,12,1014,100,1,,1,,NIL,,,,
"['07:00', '28/07']",28/07 07:00,130,5,,110,3500,1000,8,12,12,1016,100,1,,1,,NIL,,,,
"['08:00', '28/07']",28/07 08:00,50,4,,225,3800,1200,8,12,12,1017,100,1,,1,,NIL,,,,
"['09:00', '28/07']",28/07 09:00,10,3,,195,4000,1100,8,12,12,1017,100,1,,1,,NIL,,,,
"['10:00', '28/07']",28/07 10:00,VRB,2,,NIL,4500,1100,8,12,12,1018,100,1,,1,,NIL,,,,
"['11:00', '28/07']",28/07 11:00,VRB,1,,NIL,8000,900,8,12,12,1018,100,1,,NIL,,NIL,,,,
"['12:00', '28/07']",28/07 12:00,240,6,,NIL,8000,900,8,12,12,1021,100,1,,NIL,,NIL,,,,
"['13:00', '28/07']",28/07 13:00,230,4,,225,8000,900,8,12,12,1020,100,1,,NIL,,NIL,,,,
"['14:00', '28/07']",28/07 14:00,190,8,,195,8000,900,8,11,11,1020,100,NIL,,NIL,,NIL,,,,
"['15:00', '28/07']",28/07 15:00,210,9,,220,8000,900,8,11,10,1021,94,NIL,,NIL,,NIL,,,,
"['16:00', '28/07']",28/07 16:00,180,8,,175,8000,900,8,12,10,1019,88,NIL,,NIL,,NIL,,,,
"['16:20', '28/07']",28/07 16:20,200,5,,205,9999,3500,8,12,10,1020,88,NIL,,NIL,,NIL,,,,
"['17:00', '28/07']",28/07 17:00,200,5,,215,9999,1700,8,12,09,1020,82,NIL,,NIL,,NIL,,,,
"['18:00', '28/07']",28/07 18:00,190,5,,195,9999,1800,8,12,09,1020,82,NIL,,NIL,,NIL,,,,
"['19:00', '28/07']",28/07 19:00,200,5,,200,9999,3000,8,12,09,1020,82,NIL,,NIL,,NIL,,,,
"['20:00', '28/07']",28/07 20:00,170,6,,160,9999,3000,5,12,08,1021,76,NIL,,NIL,,NIL,,,,
"['21:00', '28/07']",28/07 21:00,160,5,,165,9999,3300,5,11,08,1022,82,NIL,,NIL,,NIL,,,,
"['22:00', '28/07']",28/07 22:00,170,4,,175,9999,3300,5,11,07,1023,76,NIL,,NIL,,NIL,,,,
"['23:00', '28/07']",28/07 23:00,180,5,,180,9999,3500,8,11,07,1024,76,NIL,,NIL,,NIL,,,,
