validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vnt_vrb,vis,teto,cobertura,tt,po,qnh,ur,chuva,pancada,trovoada,chuvisco,nevoa_umida,nevoa_seca,nevoeiro,vis_setor,vis_setor_dir
"['00:00', '10/07']",10/07 00:00,310,2,,,9999,NIL,NIL,09,08,1022,93,,,,,,,,,
"['01:00', '10/07']",10/07 01:00,20,3,,NIL,9999,,NIL,09,08,1022,93,,,,,,,,,
"['02:00', '10/07']",10/07 02:00,280,3,,NIL,9999,,NIL,08,08,1022,100,,,,,,,,,
"['03:00', '10/07']",10/07 03:00,270,2,,NIL,9999,,NIL,07,07,1022,100,,,,,,,,,
"['04:00', '10/07']",10/07 04:00,0,0,,NIL,9999,,NIL,07,07,1022,100,,,,,,,,,
"['05:00', '10/07']",10/07 05:00,VRB,2,,NIL,9999,,NIL,07,07,1021,100,,,,,,,,,
"['06:00', '10/07']",10/07 06:00,0,0,,NIL,9999,,NIL,06,06,1021,100,,,,,,,,,
"['07:00', '10/07']",10/07 07:00,0,0,,NIL,9999,,NIL,05,05,1020,100,,,,,,,,,
"['08:00', '10/07']",10/07 08:00,60,1,,NIL,6000,,NIL,05,05,1019,100,,,,,,,,,
"['09:00', '10/07']",10/07 09:00,VRB,1,,NIL,7000,,NIL,06,06,1019,100,,,,,,,,,
"['10:00', '10/07']",10/07 10:00,40,3,,NIL,9999,,NIL,06,06,1019,100,,,,,,,,,
"['11:00', '10/07']",10/07 11:00,90,8,,NIL,9999,,NIL,06,06,1019,100,,,,,,,,,
"['12:00', '10/07']",10/07 12:00,80,7,,NIL,9999,,2,09,08,1019,93,,,,,,,,,
"['13:00', '10/07']",10/07 13:00,100,7,,NIL,9999,,NIL,11,08,1019,82,,,,,,,,,
"['14:00', '10/07']",10/07 14:00,80,6,,NIL,9999,,NIL,14,09,1018,72,,,,,,,,,
"['15:00', '10/07']",10/07 15:00,80,8,,NIL,9999,,NIL,16,08,1017,59,,,,,,,,,
"['16:00', '10/07']",10/07 16:00,90,7,,NIL,9999,,NIL,18,08,1015,52,,,,,,,,,
"['17:00', '10/07']",10/07 17:00,100,4,,NIL,9999,,NIL,19,07,1014,46,,,,,,,,,
"['18:00', '10/07']",10/07 18:00,50,4,,NIL,9999,,NIL,20,08,1013,46,,,,,,,,,
"['19:00', '10/07']",10/07 19:00,240,4,,240,9999,,NIL,19,10,1013,56,,,,,,,,,
"['20:00', '10/07']",10/07 20:00,VRB,2,,NIL,9999,,NIL,19,09,1012,52,,,,,,,,,
"['21:00', '10/07']",10/07 21:00,VRB,1,,NIL,9999,,NIL,15,12,1012,82,,,,,,,,,
"['22:00', '10/07']",10/07 22:00,100,6,,NIL,9999,,NIL,15,12,1012,82,,,,,,,,,
"['23:00', '10/07']",10/07 23:00,VRB,2,,NIL,9999,,NIL,13,12,1012,94,,,,,,,,,
"['00:00', '11/07']",11/07 00:00,VRB,2,,NIL,9999,,NIL,12,12,1012,100,,,,,,,,,
"['01:00', '11/07']",11/07 01:00,70,3,NIL,NIL,9999,NIL,NIL,13,13,1012,100,NIL,,NIL,,NIL,,,,
"['02:00', '11/07']",11/07 02:00,VRB,2,NIL,NIL,7000,NIL,NIL,13,13,1012,100,NIL,,NIL,,NIL,,,,
"['03:00', '11/07']",11/07 03:00,110,3,NIL,120,7000,NIL,NIL,13,13,1012,100,NIL,,NIL,,NIL,,,,
"['04:00', '11/07']",11/07 04:00,VRB,1,NIL,NIL,6000,NIL,NIL,14,13,1011,94,NIL,,NIL,,NIL,,,,
"['05:00', '11/07']",11/07 05:00,70,2,NIL,NIL,5000,7000,5,13,13,1010,100,NIL,,1,,1,,,,
"['06:00', '11/07']",11/07 06:00,240,13,24,NIL,8000,7000,5,16,13,1012,82,NIL,,1,,NIL,,,,
"['06:36', '11/07']",11/07 06:36,220,8,NIL,NIL,9999,7000,5,17,12,1012,72,NIL,,1,,NIL,,,,
"['07:00', '11/07']",11/07 07:00,220,6,NIL,215,9999,7000,5,17,13,1012,77,NIL,,1,,NIL,,,,
"['08:00', '11/07']",11/07 08:00,210,7,NIL,210,9999,6000,8,16,13,1013,82,1,,NIL,,NIL,,,,
"['09:00', '11/07']",11/07 09:00,330,3,NIL,NIL,9999,5000,8,15,14,1013,94,1,,NIL,,NIL,,,,
"['10:00', '11/07']",11/07 10:00,VRB,2,NIL,NIL,7000,1800,8,14,14,1014,100,1,,NIL,,NIL,,,,
"['10:26', '11/07']",11/07 10:26,VRB,2,NIL,NIL,4000,1100,8,14,14,1015,100,1,,NIL,,NIL,,,,
"['11:00', '11/07']",11/07 11:00,0,0,NIL,NIL,4000,1100,8,14,14,1015,100,1,,NIL,,NIL,,,,
"['12:00', '11/07']",11/07 12:00,20,4,NIL,NIL,4000,1200,8,14,14,1015,100,1,,NIL,,1,,,,
"['13:00', '11/07']",11/07 13:00,VRB,2,NIL,NIL,4000,1100,8,14,14,1017,100,1,,NIL,,1,,,,
"['14:00', '11/07']",11/07 14:00,VRB,1,NIL,NIL,5000,800,8,14,14,1017,100,NIL,,NIL,,1,,,,
"['15:00', '11/07']",11/07 15:00,VRB,2,NIL,NIL,5000,700,8,14,14,1016,100,NIL,,NIL,,1,,,,
"['16:00', '11/07']",11/07 16:00,VRB,1,NIL,NIL,6000,700,8,15,14,1015,94,NIL,,NIL,,NIL,,,,
"['17:00', '11/07']",11/07 17:00,140,3,NIL,155,6000,900,8,15,15,1014,100,NIL,,NIL,,NIL,,,,
"['18:00', '11/07']",11/07 18:00,60,4,NIL,NIL,5000,900,8,15,15,1014,100,NIL,,NIL,,1,,,,
"['19:00', '11/07']",11/07 19:00,80,5,NIL,NIL,6000,1400,8,15,13,1014,88,NIL,,NIL,,NIL,,,,
"['20:00', '11/07']",11/07 20:00,110,4,NIL,NIL,7000,1400,8,15,13,1015,88,NIL,,NIL,,NIL,,,,
"['21:00', '11/07']",11/07 21:00,110,6,NIL,NIL,8000,1400,8,14,13,1013,94,NIL,,NIL,,NIL,,,,
"['22:00', '11/07']",11/07 22:00,40,5,NIL,220,9000,3300,8,14,13,1014,94,1,,NIL,,NIL,,,,
"['23:00', '11/07']",11/07 23:00,100,8,NIL,100,7000,8000,8,13,13,1012,100,1,,NIL,,NIL,,,,
"['00:00', '12/07']",12/07 00:00,90,8,NIL,NIL,8000,9000,5,13,12,1013,94,NIL,,NIL,,NIL,,,,
"['01:00', '12/07']",12/07 01:00,130,4,,120,8000,8000,5,12,12,1012,100,NIL,,NIL,NIL,NIL,,,,
"['02:00', '12/07']",12/07 02:00,110,8,,NIL,9999,9000,5,13,13,1012,100,NIL,,NIL,NIL,NIL,,,,
"['03:00', '12/07']",12/07 03:00,120,4,,140,5000,10000,8,13,13,1011,100,1,,NIL,NIL,NIL,,,,
"['04:00', '12/07']",12/07 04:00,110,8,,NIL,7000,700,8,13,13,1011,100,1,,NIL,NIL,NIL,,,,
"['05:00', '12/07']",12/07 05:00,130,5,,NIL,7000,600,8,13,13,1009,100,1,,NIL,NIL,NIL,,,,
"['05:11', '12/07']",12/07 05:11,140,7,,140,5000,500,8,13,13,1008,100,1,,1,NIL,NIL,,,,
"['06:00', '12/07']",12/07 06:00,140,4,,155,5000,600,8,13,13,1008,100,1,,1,NIL,NIL,,,,
"['07:00', '12/07']",12/07 07:00,270,3,,275,5000,600,8,13,13,1008,100,1,,1,NIL,NIL,,,,
"['08:00', '12/07']",12/07 08:00,VRB,3,,NIL,4000,600,8,13,13,1007,100,1,,1,NIL,NIL,,,,
"['08:19', '12/07']",12/07 08:19,10,3,,185,2000,400,8,13,13,1007,100,1,,1,NIL,NIL,,,,
"['09:00', '12/07']",12/07 09:00,340,4,,NIL,4000,400,8,13,13,1007,100,1,,1,NIL,NIL,,,,
"['10:00', '12/07']",12/07 10:00,280,4,,275,5000,400,8,13,13,1008,100,NIL,,1,NIL,1,,,,
"['11:00', '12/07']",12/07 11:00,220,5,,NIL,5000,700,8,13,13,1008,100,NIL,,NIL,NIL,1,,,,
"['12:00', '12/07']",12/07 12:00,230,5,,NIL,5000,400,8,13,13,1009,100,NIL,,NIL,NIL,1,,,,
"['13:00', '12/07']",12/07 13:00,240,4,,230,5000,400,8,14,14,1010,100,NIL,,NIL,NIL,1,,,,
"['14:00', '12/07']",12/07 14:00,230,6,,NIL,6000,400,8,15,15,1010,100,NIL,,NIL,NIL,NIL,,,,
"['15:00', '12/07']",12/07 15:00,260,3,,245,5000,400,8,15,15,1010,100,NIL,,NIL,NIL,1,,,,
"['16:00', '12/07']",12/07 16:00,210,6,,215,4000,500,8,14,14,1010,100,NIL,,NIL,NIL,1,,,,
"['17:00', '12/07']",12/07 17:00,VRB,2,,NIL,4000,600,8,15,14,1010,94,NIL,,NIL,NIL,1,,,,
"['18:00', '12/07']",12/07 18:00,250,4,,NIL,4000,600,8,15,14,1011,94,NIL,,NIL,NIL,1,,,,
"['19:00', '12/07']",12/07 19:00,230,4,,NIL,3000,500,8,14,14,1011,100,NIL,,NIL,NIL,1,,,,
"['20:00', '12/07']",12/07 20:00,200,2,,NIL,3000,500,8,14,14,1012,100,NIL,,NIL,NIL,1,,,,
"['21:00', '12/07']",12/07 21:00,110,2,,NIL,2500,500,8,14,14,1012,100,NIL,,NIL,NIL,1,,,,
"['22:00', '12/07']",12/07 22:00,0,0,,NIL,2500,500,8,14,14,1013,100,NIL,,NIL,NIL,1,,,,
"['23:00', '12/07']",12/07 23:00,VRB,2,,NIL,2000,500,8,14,14,1014,100,NIL,,NIL,1,NIL,,,,
"['00:00', '13/07']",13/07 00:00,VRB,2,,NIL,4000,700,8,14,14,1014,100,NIL,,NIL,NIL,1,,,,
"['01:00', '13/07']",13/07 01:00,VRB,2,,NIL,3000,400,8,14,14,1015,100,,,,,1,,NIL,NIL,NIL
"['02:00', '13/07']",13/07 02:00,50,4,,NIL,3000,400,8,13,13,1014,100,,,,,1,,NIL,NIL,NIL
"['03:00', '13/07']",13/07 03:00,80,1,,NIL,3000,400,8,13,13,1015,100,,,,,1,,NIL,NIL,NIL
"['04:00', '13/07']",13/07 04:00,VRB,2,,NIL,2000,200,8,13,13,1015,100,,,,,1,,1,NIL,NIL
"['05:00', '13/07']",13/07 05:00,VRB,2,,NIL,1000,200,8,12,12,1015,100,,,,,1,,1,NIL,NIL
"['05:05', '13/07']",13/07 05:05,VRB,2,,NIL,600,NIL,NIL,12,12,1015,100,,,,,NIL,,1,NIL,NIL
"['06:00', '13/07']",13/07 06:00,250,2,,NIL,100,NIL,NIL,13,13,1015,100,,,,,NIL,,1,NIL,NIL
"['06:37', '13/07']",13/07 06:37,VRB,2,,NIL,900,NIL,NIL,13,13,1015,100,,,,,NIL,,1,NIL,NIL
"['07:00', '13/07']",13/07 07:00,240,4,,NIL,4000,800,8,12,12,1015,100,,,,,1,,1,NIL,NIL
"['07:33', '13/07']",13/07 07:33,VRB,1,,NIL,700,700,8,11,11,1015,100,,,,,NIL,,1,NIL,NIL
"['07:46', '13/07']",13/07 07:46,240,3,,NIL,900,700,8,12,12,1015,100,,,,,NIL,,1,NIL,NIL
"['08:00', '13/07']",13/07 08:00,240,4,,NIL,4000,600,8,12,12,1015,100,,,,,1,,1,NIL,NIL
"['09:00', '13/07']",13/07 09:00,260,3,,NIL,4000,600,5,12,12,1016,100,,,,,1,,NIL,NIL,NIL
"['10:00', '13/07']",13/07 10:00,VRB,1,,NIL,2000,600,5,10,10,1017,100,,,,,1,,1,1000,180
"['10:13', '13/07']",13/07 10:13,VRB,2,,NIL,1000,600,5,11,11,1017,100,,,,,1,,1,NIL,NIL
"['11:00', '13/07']",13/07 11:00,VRB,2,,NIL,800,600,5,10,10,1017,100,,,,,NIL,,1,NIL,NIL
"['11:26', '13/07']",13/07 11:26,VRB,2,,NIL,3500,NIL,3,11,11,1018,100,,,,,1,,1,1500,90
"['12:00', '13/07']",13/07 12:00,VRB,1,,NIL,5000,NIL,2,11,11,1018,100,,,,,1,,NIL,NIL,NIL
"['13:00', '13/07']",13/07 13:00,180,6,,180,9999,NIL,2,13,05,1019,58,,,,,NIL,,NIL,NIL,NIL
"['14:00', '13/07']",13/07 14:00,180,6,,160,9999,NIL,NIL,14,02,1019,44,,,,,NIL,,NIL,NIL,NIL
"['15:00', '13/07']",13/07 15:00,230,5,,230,9999,NIL,NIL,15,03,1019,44,,,,,NIL,,NIL,NIL,NIL
"['16:00', '13/07']",13/07 16:00,220,5,,210,9999,NIL,NIL,15,04,1018,48,,,,,NIL,,NIL,NIL,NIL
"['17:00', '13/07']",13/07 17:00,230,3,,NIL,9999,NIL,NIL,16,06,1018,51,,,,,NIL,,NIL,NIL,NIL
"['18:00', '13/07']",13/07 18:00,280,5,,NIL,9999,NIL,NIL,16,07,1018,55,,,,,NIL,,NIL,NIL,NIL
"['19:00', '13/07']",13/07 19:00,310,6,,305,9999,NIL,NIL,16,07,1018,55,,,,,NIL,,NIL,NIL,NIL
"['20:00', '13/07']",13/07 20:00,290,6,,NIL,9999,NIL,NIL,15,08,1018,63,,,,,NIL,,NIL,NIL,NIL
"['21:00', '13/07']",13/07 21:00,310,3,,NIL,9999,NIL,NIL,14,08,1019,67,,,,,NIL,,NIL,NIL,NIL
"['22:00', '13/07']",13/07 22:00,310,5,,NIL,9999,NIL,NIL,14,09,1019,72,,,,,NIL,,NIL,NIL,NIL
"['23:00', '13/07']",13/07 23:00,270,6,,NIL,9999,NIL,NIL,12,09,1020,82,,,,,NIL,,NIL,NIL,NIL
"['00:00', '14/07']",14/07 00:00,270,7,,NIL,9999,NIL,NIL,12,09,1021,82,,,,,NIL,,NIL,NIL,NIL
"['01:00', '14/07']",14/07 01:00,240,9,,NIL,9999,,,12,04,1022,58,,,,,,,,,
"['02:00', '14/07']",14/07 02:00,250,9,,245,9999,,,12,04,1023,58,,,,,,,,,
"['03:00', '14/07']",14/07 03:00,260,6,,NIL,9999,,,11,04,1023,62,,,,,,,,,
"['04:00', '14/07']",14/07 04:00,230,6,,NIL,9999,,,11,03,1023,58,,,,,,,,,
"['05:00', '14/07']",14/07 05:00,230,8,,NIL,9999,,,10,09,1023,93,,,,,,,,,
"['06:00', '14/07']",14/07 06:00,250,5,,NIL,9999,,,09,03,1023,66,,,,,,,,,
"['07:00', '14/07']",14/07 07:00,270,4,,NIL,9999,,,07,03,1023,76,,,,,,,,,
"['08:00', '14/07']",14/07 08:00,270,6,,NIL,9999,,,06,03,1023,81,,,,,,,,,
"['09:00', '14/07']",14/07 09:00,260,4,,NIL,9999,,,07,03,1024,76,,,,,,,,,
"['10:00', '14/07']",14/07 10:00,260,4,,NIL,9999,,,06,02,1024,75,,,,,,,,,
"['11:00', '14/07']",14/07 11:00,250,4,,NIL,9999,,,07,04,1025,81,,,,,,,,,
"['12:00', '14/07']",14/07 12:00,270,10,,NIL,9999,,,08,03,1025,71,,,,,,,,,
"['13:00', '14/07']",14/07 13:00,270,10,,NIL,9999,,,10,04,1026,66,,,,,,,,,
"['14:00', '14/07']",14/07 14:00,300,12,,NIL,9999,,,10,04,1027,66,,,,,,,,,
"['15:00', '14/07']",14/07 15:00,280,3,,NIL,9999,,,11,03,1027,58,,,,,,,,,
"['16:00', '14/07']",14/07 16:00,290,15,,NIL,9999,,,11,04,1025,62,,,,,,,,,
"['17:00', '14/07']",14/07 17:00,300,14,,290,9999,,,12,01,1024,47,,,,,,,,,
"['18:00', '14/07']",14/07 18:00,280,13,,290,9999,,,12,02,1024,50,,,,,,,,,
"['19:00', '14/07']",14/07 19:00,290,13,,NIL,9999,,,12,02,1024,50,,,,,,,,,
"['20:00', '14/07']",14/07 20:00,290,12,,NIL,9999,,,12,02,1024,50,,,,,,,,,
"['21:00', '14/07']",14/07 21:00,270,9,,NIL,9999,,,10,02,1024,57,,,,,,,,,
"['22:00', '14/07']",14/07 22:00,270,5,,NIL,9999,,,09,03,1024,66,,,,,,,,,
"['23:00', '14/07']",14/07 23:00,250,4,,NIL,9999,,,09,03,1024,66,,,,,,,,,
"['00:00', '15/07']",15/07 00:00,230,5,,NIL,9999,,,08,04,1024,76,,,,,,,,,
"['01:00', '15/07']",15/07 01:00,350,3,,NIL,9999,,NIL,07,04,1025,81,,,,,,,,,
"['02:00', '15/07']",15/07 02:00,VRB,2,,NIL,9999,,NIL,06,04,1025,87,,,,,,,,,
"['03:00', '15/07']",15/07 03:00,330,2,,NIL,9999,,NIL,05,04,1025,93,,,,,,,,,
"['04:00', '15/07']",15/07 04:00,310,2,,NIL,9999,,NIL,04,04,1025,100,,,,,,,,,
"['05:00', '15/07']",15/07 05:00,330,1,,NIL,9999,,NIL,04,04,1025,100,,,,,,,,,
"['06:00', '15/07']",15/07 06:00,0,0,,NIL,9999,,NIL,04,04,1025,100,,,,,,,,,
"['07:00', '15/07']",15/07 07:00,VRB,2,,NIL,9999,,NIL,04,04,1025,100,,,,,,,,,
"['08:00', '15/07']",15/07 08:00,340,5,,NIL,9999,,NIL,05,05,1025,100,,,,,,,,,
"['09:00', '15/07']",15/07 09:00,0,0,,NIL,9999,,NIL,03,03,1025,100,,,,,,,,,
"['10:00', '15/07']",15/07 10:00,VRB,2,,NIL,9999,,NIL,02,02,1026,100,,,,,,,,,
"['11:00', '15/07']",15/07 11:00,330,2,,NIL,9999,,3,03,03,1026,100,,,,,,,,,
"['12:00', '15/07']",15/07 12:00,320,4,,NIL,7000,,3,06,05,1027,93,,,,,,,,,
"['13:00', '15/07']",15/07 13:00,320,5,,305,9999,,2,08,06,1027,87,,,,,,,,,
"['14:00', '15/07']",15/07 14:00,310,3,,305,9999,,NIL,09,05,1027,76,,,,,,,,,
"['15:00', '15/07']",15/07 15:00,310,3,,135,9999,,NIL,11,06,1027,71,,,,,,,,,
"['16:00', '15/07']",15/07 16:00,320,4,,310,9999,,NIL,13,05,1026,58,,,,,,,,,
"['17:00', '15/07']",15/07 17:00,VRB,5,,NIL,9999,,NIL,14,06,1025,59,,,,,,,,,
"['18:00', '15/07']",15/07 18:00,270,3,,280,9999,,NIL,14,06,1025,59,,,,,,,,,
"['19:00', '15/07']",15/07 19:00,VRB,2,,NIL,9999,,NIL,14,05,1025,55,,,,,,,,,
"['20:00', '15/07']",15/07 20:00,110,10,,NIL,9999,,NIL,14,05,1025,55,,,,,,,,,
"['21:00', '15/07']",15/07 21:00,130,7,,NIL,9999,,NIL,12,04,1025,58,,,,,,,,,
"['22:00', '15/07']",15/07 22:00,130,6,,NIL,9999,,NIL,10,03,1025,62,,,,,,,,,
"['23:00', '15/07']",15/07 23:00,130,6,,NIL,9999,,NIL,09,03,1025,66,,,,,,,,,
"['00:00', '16/07']",16/07 00:00,130,7,,NIL,9999,,NIL,10,05,1025,71,,,,,,,,,
"['01:00', '16/07']",16/07 01:00,110,7,,NIL,9999,NIL,NIL,09,06,1025,81,NIL,,,,NIL,,,,
"['02:00', '16/07']",16/07 02:00,120,8,,NIL,9999,NIL,NIL,09,06,1025,81,NIL,,,,NIL,,,,
"['03:00', '16/07']",16/07 03:00,120,8,,NIL,9999,NIL,NIL,09,06,1025,81,NIL,,,,NIL,,,,
"['04:00', '16/07']",16/07 04:00,120,10,,NIL,9999,NIL,NIL,09,07,1024,87,NIL,,,,NIL,,,,
"['05:00', '16/07']",16/07 05:00,110,7,,NIL,9999,NIL,NIL,09,07,1024,87,NIL,,,,NIL,,,,
"['06:00', '16/07']",16/07 06:00,140,6,,NIL,9999,NIL,NIL,09,07,1024,87,NIL,,,,NIL,,,,
"['07:00', '16/07']",16/07 07:00,90,7,,NIL,9999,NIL,NIL,10,08,1024,87,NIL,,,,NIL,,,,
"['08:00', '16/07']",16/07 08:00,110,9,,NIL,9999,NIL,NIL,10,08,1023,87,NIL,,,,NIL,,,,
"['09:00', '16/07']",16/07 09:00,90,11,,NIL,9999,NIL,NIL,10,08,1022,87,NIL,,,,NIL,,,,
"['10:00', '16/07']",16/07 10:00,90,9,,NIL,9999,NIL,NIL,09,08,1022,93,NIL,,,,NIL,,,,
"['11:00', '16/07']",16/07 11:00,110,5,,NIL,9999,NIL,NIL,10,08,1022,87,NIL,,,,NIL,,,,
"['12:00', '16/07']",16/07 12:00,120,8,,NIL,9999,NIL,NIL,11,08,1022,82,NIL,,,,NIL,,,,
"['13:00', '16/07']",16/07 13:00,200,4,,185,9999,10000,5,11,09,1024,87,NIL,,,,NIL,,,,
"['14:00', '16/07']",16/07 14:00,130,5,,130,9999,10000,8,12,09,1023,82,NIL,,,,NIL,,,,
"['15:00', '16/07']",16/07 15:00,60,5,,60,8000,8000,8,12,11,1024,94,1,,,,NIL,,,,
"['16:00', '16/07']",16/07 16:00,110,9,,NIL,8000,9000,8,12,11,1021,94,1,,,,NIL,,,,
"['17:00', '16/07']",16/07 17:00,120,10,,NIL,8000,8000,8,12,11,1020,94,1,,,,NIL,,,,
"['18:00', '16/07']",16/07 18:00,80,9,,NIL,4000,900,8,11,11,1021,100,1,,,,1,,,,
"['19:00', '16/07']",16/07 19:00,100,4,,NIL,4500,900,8,11,11,1021,100,1,,,,1,,,,
"['20:00', '16/07']",16/07 20:00,80,7,,NIL,4000,700,8,12,12,1020,100,1,,,,1,,,,
"['21:00', '16/07']",16/07 21:00,70,11,,NIL,4000,600,8,12,12,1019,100,1,,,,1,,,,
"['22:00', '16/07']",16/07 22:00,70,5,,NIL,4000,600,8,12,12,1019,100,1,,,,1,,,,
"['23:00', '16/07']",16/07 23:00,VRB,2,,NIL,4000,600,8,11,11,1019,100,1,,,,1,,,,
"['00:00', '17/07']",17/07 00:00,VRB,1,,NIL,4000,600,8,12,12,1018,100,1,,,,NIL,,,,
"['01:00', '17/07']",17/07 01:00,VRB,1,,NIL,4500,700,8,11,11,1018,100,,,,NIL,1,,,,
"['02:00', '17/07']",17/07 02:00,VRB,2,,NIL,4000,600,8,12,12,1019,100,,,,NIL,1,,,,
"['03:00', '17/07']",17/07 03:00,320,5,,NIL,3300,600,8,11,11,1019,100,,,,NIL,1,,,,
"['03:39', '17/07']",17/07 03:39,300,5,,NIL,3000,300,8,11,11,1019,100,,,,NIL,1,,,,
"['04:00', '17/07']",17/07 04:00,290,4,,NIL,3000,300,8,11,11,1019,100,,,,NIL,1,,,,
"['05:00', '17/07']",17/07 05:00,VRB,2,,NIL,3100,300,8,11,11,1019,100,,,,NIL,1,,,,
"['06:00', '17/07']",17/07 06:00,340,2,,NIL,3000,300,8,11,11,1019,100,,,,NIL,1,,,,
"['07:00', '17/07']",17/07 07:00,340,2,,NIL,2500,300,8,11,11,1019,100,,,,1,1,,,,
"['08:00', '17/07']",17/07 08:00,VRB,2,,NIL,2900,400,8,10,10,1019,100,,,,1,1,,,,
"['09:00', '17/07']",17/07 09:00,VRB,2,,NIL,3500,500,8,11,11,1020,100,,,,NIL,1,,,,
"['10:00', '17/07']",17/07 10:00,0,0,,NIL,3800,700,8,11,11,1020,100,,,,NIL,1,,,,
"['11:00', '17/07']",17/07 11:00,VRB,1,,NIL,3000,800,8,11,11,1021,100,,,,NIL,1,,,,
"['12:00', '17/07']",17/07 12:00,VRB,1,,NIL,3000,4000,8,12,12,1021,100,,,,NIL,1,,,,
"['13:00', '17/07']",17/07 13:00,40,3,,45,3500,3000,8,13,13,1021,100,,,,NIL,1,,,,
"['14:00', '17/07']",17/07 14:00,VRB,2,,NIL,4000,3500,8,14,13,1021,94,,,,NIL,1,,,,
"['15:00', '17/07']",17/07 15:00,90,4,,NIL,5000,3500,8,16,15,1020,94,,,,NIL,1,,,,
"['16:00', '17/07']",17/07 16:00,100,6,,NIL,9000,5000,5,17,16,1019,94,,,,NIL,NIL,,,,
"['17:00', '17/07']",17/07 17:00,90,9,,NIL,9999,4000,5,19,16,1018,83,,,,NIL,NIL,,,,
"['18:00', '17/07']",17/07 18:00,100,7,,NIL,9999,4500,8,19,17,1017,88,,,,NIL,NIL,,,,
"['19:00', '17/07']",17/07 19:00,100,6,,NIL,9999,NIL,2,20,17,1017,83,,,,NIL,NIL,,,,
"['20:00', '17/07']",17/07 20:00,110,3,,115,9999,NIL,NIL,20,18,1017,88,,,,NIL,NIL,,,,
"['21:00', '17/07']",17/07 21:00,300,3,,NIL,9999,NIL,NIL,17,16,1017,94,,,,NIL,NIL,,,,
"['22:00', '17/07']",17/07 22:00,120,5,,NIL,9999,NIL,NIL,18,17,1017,94,,,,NIL,NIL,,,,
"['23:00', '17/07']",17/07 23:00,90,6,,NIL,9999,NIL,NIL,17,16,1017,94,,,,NIL,NIL,,,,
"['00:00', '18/07']",18/07 00:00,100,3,,NIL,9999,NIL,NIL,16,16,1017,100,,,,NIL,NIL,,,,
"['01:00', '18/07']",18/07 01:00,100,2,,NIL,9999,,NIL,15,15,1017,100,,,,,NIL,,,,
"['02:00', '18/07']",18/07 02:00,90,3,,NIL,9999,,NIL,15,15,1017,100,,,,,NIL,,,,
"['03:00', '18/07']",18/07 03:00,50,3,,NIL,6000,,3,15,15,1017,100,,,,,NIL,,,,
"['04:00', '18/07']",18/07 04:00,70,3,,NIL,6000,,NIL,14,14,1016,100,,,,,NIL,,,,
"['05:00', '18/07']",18/07 05:00,80,3,,NIL,5000,,NIL,14,14,1015,100,,,,,1,,,,
"['06:00', '18/07']",18/07 06:00,70,3,,NIL,6000,,NIL,14,14,1015,100,,,,,NIL,,,,
"['07:00', '18/07']",18/07 07:00,VRB,2,,NIL,6000,,NIL,14,14,1016,100,,,,,NIL,,,,
"['08:00', '18/07']",18/07 08:00,0,0,,NIL,5000,,NIL,13,13,1016,100,,,,,1,,,,
"['09:00', '18/07']",18/07 09:00,0,0,,NIL,5000,,NIL,14,14,1016,100,,,,,1,,,,
"['10:00', '18/07']",18/07 10:00,0,0,,NIL,5000,,NIL,13,13,1017,100,,,,,1,,,,
"['11:00', '18/07']",18/07 11:00,80,3,,NIL,6000,,NIL,13,13,1018,100,,,,,NIL,,,,
"['12:00', '18/07']",18/07 12:00,VRB,2,,NIL,9000,,NIL,15,15,1018,100,,,,,NIL,,,,
"['13:00', '18/07']",18/07 13:00,VRB,2,,NIL,9999,,NIL,18,17,1018,94,,,,,NIL,,,,
"['14:00', '18/07']",18/07 14:00,VRB,1,,NIL,9999,,NIL,22,18,1017,78,,,,,NIL,,,,
"['15:00', '18/07']",18/07 15:00,330,6,,NIL,9999,,NIL,26,19,1016,65,,,,,NIL,,,,
"['16:00', '18/07']",18/07 16:00,330,5,,NIL,9999,,NIL,28,19,1015,58,,,,,NIL,,,,
"['17:00', '18/07']",18/07 17:00,280,5,,280,9999,,NIL,29,20,1015,58,,,,,NIL,,,,
"['18:00', '18/07']",18/07 18:00,260,4,,260,9999,,NIL,29,20,1015,58,,,,,NIL,,,,
"['19:00', '18/07']",18/07 19:00,240,3,,NIL,9999,,NIL,28,21,1014,66,,,,,NIL,,,,
"['20:00', '18/07']",18/07 20:00,VRB,1,,NIL,9999,,NIL,29,21,1014,62,,,,,NIL,,,,
"['21:00', '18/07']",18/07 21:00,120,3,,120,9999,,NIL,24,21,1015,83,,,,,NIL,,,,
"['22:00', '18/07']",18/07 22:00,140,2,,NIL,9999,,NIL,23,21,1015,89,,,,,NIL,,,,
"['23:00', '18/07']",18/07 23:00,100,2,,NIL,9000,,NIL,21,20,1015,94,,,,,NIL,,,,
"['00:00', '19/07']",19/07 00:00,80,4,,NIL,9000,,NIL,21,20,1015,94,,,,,NIL,,,,
"['01:00', '19/07']",19/07 01:00,80,3,,NIL,9000,,,20,20,1015,100,,,,,,,,,
"['02:00', '19/07']",19/07 02:00,90,3,,NIL,7000,,,18,18,1015,100,,,,,,,,,
"['03:00', '19/07']",19/07 03:00,70,1,,NIL,6000,,,18,18,1015,100,,,,,,,,,
"['04:00', '19/07']",19/07 04:00,0,0,,NIL,6000,,,18,18,1016,100,,,,,,,,,
