validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vnt_rajada,chuvisco,nevoa_umida,pancada,vis_setor,vis_setor_dir,nevoa_seca,nevoeiro
"['04:47', '27/06']",27/06 04:47,200,5,NIL,4400,1,NIL,300,8,15,14,1018,94,,,NIL,,,,,
"['04:56', '27/06']",27/06 04:56,210,6,210,NIL,1,NIL,300,5,15,14,1019,94,,,NIL,,,,,
"['05:00', '27/06']",27/06 05:00,210,6,NIL,4600,1,NIL,300,5,15,14,1019,94,,,NIL,,,,,
"['05:09', '27/06']",27/06 05:09,210,5,NIL,6000,1,NIL,300,8,15,14,1019,94,,,NIL,,,,,
"['05:30', '27/06']",27/06 05:30,180,4,170,NIL,1,NIL,500,8,15,14,1018,94,,,NIL,,,,,
"['05:33', '27/06']",27/06 05:33,170,4,160,NIL,1,NIL,300,8,15,14,1018,94,,,NIL,,,,,
"['05:45', '27/06']",27/06 05:45,140,7,NIL,7000,1,NIL,500,8,15,14,1018,94,,,NIL,,,,,
"['05:56', '27/06']",27/06 05:56,160,7,NIL,9999,1,NIL,500,8,15,14,1017,94,,,NIL,,,,,
"['06:00', '27/06']",27/06 06:00,160,7,NIL,9999,1,NIL,500,8,15,14,1017,94,,,NIL,,,,,
"['06:08', '27/06']",27/06 06:08,160,10,NIL,9999,1,NIL,600,8,15,14,1016,94,,,NIL,,,,,
"['06:13', '27/06']",27/06 06:13,160,10,NIL,9999,1,NIL,400,8,15,14,1016,94,,,NIL,,,,,
"['06:24', '27/06']",27/06 06:24,150,9,NIL,9000,NIL,NIL,500,8,15,14,1017,94,,,NIL,,,,,
"['06:28', '27/06']",27/06 06:28,160,8,NIL,8000,1,NIL,500,8,15,14,1017,94,,,NIL,,,,,
"['06:45', '27/06']",27/06 06:45,150,8,NIL,9999,1,NIL,500,8,15,14,1017,94,,,NIL,,,,,
"['07:00', '27/06']",27/06 07:00,170,7,NIL,9999,1,NIL,500,8,15,14,1017,94,,,NIL,,,,,
"['07:21', '27/06']",27/06 07:21,150,4,155,NIL,1,NIL,400,8,15,13,1017,88,,,NIL,,,,,
"['07:32', '27/06']",27/06 07:32,160,7,165,NIL,1,NIL,400,8,15,14,1017,94,,,1,,,,,
"['07:46', '27/06']",27/06 07:46,150,10,NIL,2700,1,NIL,300,8,15,14,1016,94,,,1,,,,,
"['07:57', '27/06']",27/06 07:57,160,10,NIL,4000,1,NIL,300,8,15,14,1016,94,,,1,,,,,
"['08:00', '27/06']",27/06 08:00,160,10,NIL,4000,1,NIL,300,8,15,14,1016,94,,,1,,,,,
"['08:16', '27/06']",27/06 08:16,140,8,NIL,6000,1,NIL,300,8,15,14,1016,94,,,NIL,,,,,
"['08:17', '27/06']",27/06 08:17,150,8,NIL,4200,1,NIL,300,8,15,14,1016,94,,,NIL,,,,,
"['08:34', '27/06']",27/06 08:34,250,7,245,NIL,1,NIL,300,8,15,14,1017,94,,,NIL,,,,,
"['08:41', '27/06']",27/06 08:41,230,7,235,NIL,1,NIL,300,8,15,14,1017,94,,,NIL,,,,,
"['08:53', '27/06']",27/06 08:53,190,9,185,NIL,1,NIL,500,8,15,13,1017,88,,,NIL,,,,,
"['09:00', '27/06']",27/06 09:00,190,8,190,2000,1,NIL,500,8,15,13,1017,88,,,1,,,,,
"['09:22', '27/06']",27/06 09:22,190,6,NIL,6000,1,NIL,500,8,15,14,1017,94,,,NIL,,,,,
"['10:00', '27/06']",27/06 10:00,180,7,NIL,9000,1,NIL,500,8,15,13,1018,88,,,NIL,,,,,
"['10:35', '27/06']",27/06 10:35,190,7,190,3000,1,NIL,500,8,15,13,1018,88,,,1,,,,,
"['11:00', '27/06']",27/06 11:00,190,10,NIL,5000,1,NIL,400,8,14,13,1019,94,,,1,,,,,
"['12:00', '27/06']",27/06 12:00,190,7,195,4000,1,NIL,600,8,14,13,1019,94,,,1,,,,,
"['13:00', '27/06']",27/06 13:00,230,5,250,4000,1,NIL,500,8,14,13,1021,94,,,1,,,,,
"['14:00', '27/06']",27/06 14:00,220,5,230,4000,1,NIL,700,8,14,13,1020,94,,,1,,,,,
"['15:00', '27/06']",27/06 15:00,200,6,200,6000,1,NIL,600,8,14,12,1020,88,,,NIL,,,,,
"['16:00', '27/06']",27/06 16:00,20,5,NIL,7000,1,NIL,4700,8,14,12,1019,88,,,NIL,,,,,
"['17:00', '27/06']",27/06 17:00,VRB,4,NIL,9999,NIL,NIL,3700,8,15,13,1017,88,,,NIL,,,,,
"['17:11', '27/06']",27/06 17:11,240,7,240,9999,NIL,NIL,900,8,15,12,1018,82,,,NIL,,,,,
"['17:31', '27/06']",27/06 17:31,210,4,210,9999,NIL,NIL,1500,8,15,12,1018,82,,,NIL,,,,,
"['18:00', '27/06']",27/06 18:00,230,3,205,9999,NIL,NIL,1500,8,15,12,1017,82,,,NIL,,,,,
"['19:00', '27/06']",27/06 19:00,260,4,260,9999,NIL,NIL,1500,5,15,12,1018,82,,,NIL,,,,,
"['20:00', '27/06']",27/06 20:00,220,6,NIL,9999,NIL,NIL,1300,8,15,12,1019,82,,,NIL,,,,,
"['21:00', '27/06']",27/06 21:00,220,6,NIL,9999,NIL,NIL,1300,8,14,12,1020,88,,,NIL,,,,,
"['21:25', '27/06']",27/06 21:25,210,4,NIL,9999,NIL,NIL,2700,8,14,11,1020,82,,,NIL,,,,,
"['22:00', '27/06']",27/06 22:00,VRB,4,NIL,9999,NIL,NIL,2700,8,14,12,1020,88,,,NIL,,,,,
"['23:00', '27/06']",27/06 23:00,210,6,NIL,9999,NIL,NIL,3300,8,14,11,1020,82,,,NIL,,,,,
"['23:38', '27/06']",27/06 23:38,230,5,NIL,9999,NIL,NIL,600,8,14,12,1021,88,,,NIL,,,,,
"['00:00', '28/06']",28/06 00:00,210,5,NIL,9999,NIL,NIL,500,8,14,12,1021,88,,,NIL,,,,,
"['01:00', '28/06']",28/06 01:00,250,4,NIL,9999,NIL,,500,8,13,12,1021,94,,NIL,NIL,,,,,
"['02:00', '28/06']",28/06 02:00,230,3,230,9999,NIL,,600,8,13,12,1022,94,,NIL,NIL,,,,,
"['02:01', '28/06']",28/06 02:01,240,4,NIL,9999,NIL,,500,8,13,12,1022,94,,NIL,NIL,,,,,
"['02:18', '28/06']",28/06 02:18,240,4,240,NIL,NIL,,400,8,13,12,1022,94,,1,NIL,,,,,
"['02:26', '28/06']",28/06 02:26,240,4,240,NIL,NIL,,300,8,13,12,1022,94,,1,NIL,,,,,
"['03:00', '28/06']",28/06 03:00,250,4,235,NIL,1,,400,5,13,12,1022,94,,NIL,NIL,,,,,
"['03:08', '28/06']",28/06 03:08,230,4,235,NIL,NIL,,500,5,13,12,1022,94,,NIL,NIL,,,,,
"['03:15', '28/06']",28/06 03:15,230,4,225,NIL,NIL,,400,5,13,12,1022,94,,NIL,NIL,,,,,
"['03:28', '28/06']",28/06 03:28,230,3,230,NIL,NIL,,500,8,13,12,1022,94,,NIL,NIL,,,,,
"['03:42', '28/06']",28/06 03:42,260,3,280,NIL,NIL,,600,8,13,12,1022,94,,NIL,NIL,,,,,
"['03:53', '28/06']",28/06 03:53,260,4,265,NIL,NIL,,500,8,13,12,1022,94,,NIL,NIL,,,,,
"['04:00', '28/06']",28/06 04:00,270,4,265,NIL,NIL,,500,8,13,12,1022,94,,NIL,NIL,,,,,
"['04:25', '28/06']",28/06 04:25,230,4,NIL,7000,1,,700,8,13,11,1022,88,,NIL,NIL,,,,,
"['04:34', '28/06']",28/06 04:34,240,4,NIL,9999,1,,600,8,13,11,1022,88,,NIL,NIL,,,,,
"['04:44', '28/06']",28/06 04:44,240,4,240,NIL,NIL,,400,8,13,11,1022,88,,NIL,NIL,,,,,
"['04:56', '28/06']",28/06 04:56,220,4,NIL,9999,NIL,,500,8,13,11,1022,88,,NIL,NIL,,,,,
"['04:58', '28/06']",28/06 04:58,220,4,NIL,9999,NIL,,300,8,13,11,1022,88,,NIL,NIL,,,,,
"['05:00', '28/06']",28/06 05:00,220,4,NIL,9999,NIL,,300,8,13,11,1022,88,,NIL,NIL,,,,,
"['05:20', '28/06']",28/06 05:20,200,5,NIL,9999,NIL,,500,8,13,11,1022,88,,NIL,NIL,,,,,
"['05:21', '28/06']",28/06 05:21,200,5,210,NIL,NIL,,300,8,13,11,1022,88,,NIL,NIL,,,,,
"['06:00', '28/06']",28/06 06:00,200,5,205,NIL,NIL,,300,8,13,11,1022,88,,NIL,NIL,,,,,
"['06:41', '28/06']",28/06 06:41,210,5,NIL,4600,NIL,,200,8,12,11,1022,94,,NIL,NIL,,,,,
"['06:49', '28/06']",28/06 06:49,210,5,NIL,6000,1,,100,8,12,11,1021,94,,NIL,NIL,,,,,
"['06:53', '28/06']",28/06 06:53,210,5,NIL,4500,NIL,,100,8,12,11,1022,94,,1,1,,,,,
"['07:00', '28/06']",28/06 07:00,210,5,NIL,4600,NIL,,100,8,12,11,1022,94,,1,1,,,,,
"['07:07', '28/06']",28/06 07:07,220,5,215,NIL,NIL,,100,8,12,11,1022,94,,1,1,,,,,
"['08:00', '28/06']",28/06 08:00,220,4,230,NIL,1,,100,8,12,11,1022,94,,NIL,1,,,,,
"['08:26', '28/06']",28/06 08:26,230,4,225,NIL,NIL,,100,8,12,11,1022,94,,NIL,NIL,,,,,
"['08:49', '28/06']",28/06 08:49,220,4,NIL,7000,NIL,,200,8,12,11,1022,94,,NIL,NIL,,,,,
"['08:50', '28/06']",28/06 08:50,220,4,NIL,8000,NIL,,100,8,12,11,1022,94,,NIL,NIL,,,,,
"['09:00', '28/06']",28/06 09:00,220,4,NIL,7000,NIL,,200,8,12,11,1023,94,,NIL,NIL,,,,,
"['09:30', '28/06']",28/06 09:30,220,5,NIL,4000,NIL,,100,8,12,11,1023,94,,NIL,1,,,,,
"['10:00', '28/06']",28/06 10:00,230,3,NIL,4000,NIL,,100,8,12,11,1023,94,,1,1,,,,,
"['11:00', '28/06']",28/06 11:00,230,4,230,2000,NIL,,200,8,12,11,1024,94,,1,1,,,,,
"['11:17', '28/06']",28/06 11:17,200,3,210,7000,NIL,,300,8,12,11,1024,94,,NIL,NIL,,,,,
"['12:00', '28/06']",28/06 12:00,200,3,185,9000,NIL,,500,8,13,12,1024,94,,NIL,NIL,,,,,
"['13:00', '28/06']",28/06 13:00,200,3,195,9999,NIL,,900,8,14,12,1025,88,,NIL,NIL,,,,,
"['14:00', '28/06']",28/06 14:00,190,6,NIL,9999,NIL,,900,8,15,12,1025,82,,NIL,NIL,,,,,
"['15:00', '28/06']",28/06 15:00,170,7,NIL,8000,NIL,,900,8,15,13,1025,88,,NIL,NIL,,,,,
"['16:00', '28/06']",28/06 16:00,150,7,NIL,9999,NIL,,1400,5,16,13,1024,82,,NIL,NIL,,,,,
"['17:00', '28/06']",28/06 17:00,150,9,NIL,9999,NIL,,1900,5,16,13,1023,82,,NIL,NIL,,,,,
"['18:00', '28/06']",28/06 18:00,160,11,NIL,9999,NIL,,1300,5,16,13,1024,82,,NIL,NIL,,,,,
"['19:00', '28/06']",28/06 19:00,170,11,NIL,9999,NIL,,700,8,15,13,1023,88,,NIL,NIL,,,,,
"['20:00', '28/06']",28/06 20:00,140,11,NIL,9999,NIL,,700,8,14,12,1024,88,,NIL,NIL,,,,,
"['20:32', '28/06']",28/06 20:32,160,10,NIL,3000,NIL,,400,8,14,12,1024,88,,1,1,,,,,
"['21:00', '28/06']",28/06 21:00,140,8,NIL,4000,NIL,,400,8,14,12,1024,88,,NIL,1,,,,,
"['22:00', '28/06']",28/06 22:00,150,7,NIL,9999,NIL,,500,8,14,12,1024,88,,NIL,NIL,,,,,
"['23:00', '28/06']",28/06 23:00,140,9,NIL,9999,NIL,,400,8,14,12,1025,88,,NIL,NIL,,,,,
"['00:00', '29/06']",29/06 00:00,130,7,NIL,4000,1,,400,8,14,12,1025,88,,NIL,NIL,,,,,
"['00:25', '29/06']",29/06 00:25,150,6,NIL,7000,NIL,,400,8,14,12,1025,88,,NIL,NIL,,,,,
"['01:00', '29/06']",29/06 01:00,150,7,NIL,9000,NIL,,400,8,13,12,1026,94,,,NIL,,,,,
"['02:00', '29/06']",29/06 02:00,160,8,NIL,9999,NIL,,400,8,13,12,1026,94,,,NIL,,,,,
"['02:08', '29/06']",29/06 02:08,160,8,NIL,9999,1,,600,8,13,12,1025,94,,,NIL,,,,,
"['02:15', '29/06']",29/06 02:15,160,8,NIL,9999,1,,600,8,13,12,1026,94,,,NIL,,,,,
"['02:16', '29/06']",29/06 02:16,160,8,NIL,9999,1,,500,8,13,12,1026,94,,,NIL,,,,,
"['02:40', '29/06']",29/06 02:40,150,9,NIL,9999,NIL,,500,8,13,12,1026,94,,,NIL,,,,,
"['02:42', '29/06']",29/06 02:42,150,8,NIL,9999,NIL,,400,8,13,12,1026,94,,,NIL,,,,,
"['03:00', '29/06']",29/06 03:00,160,9,NIL,9999,NIL,,400,8,13,12,1025,94,,,NIL,,,,,
"['03:43', '29/06']",29/06 03:43,160,9,NIL,9999,NIL,,600,8,13,12,1025,94,,,NIL,,,,,
"['04:00', '29/06']",29/06 04:00,150,9,150,NIL,NIL,,600,8,13,12,1025,94,,,NIL,,,,,
"['04:01', '29/06']",29/06 04:01,140,8,NIL,9999,NIL,,500,8,13,12,1025,94,,,NIL,,,,,
"['04:33', '29/06']",29/06 04:33,130,8,NIL,9999,NIL,,600,5,13,12,1025,94,,,NIL,,,,,
"['05:00', '29/06']",29/06 05:00,140,7,NIL,9999,NIL,,600,5,13,11,1025,88,,,NIL,,,,,
"['05:01', '29/06']",29/06 05:01,130,8,NIL,9999,NIL,,500,5,13,12,1025,94,,,NIL,,,,,
"['05:11', '29/06']",29/06 05:11,130,8,130,NIL,NIL,,400,5,13,12,1025,94,,,NIL,,,,,
"['06:00', '29/06']",29/06 06:00,130,7,120,NIL,NIL,,400,8,13,12,1025,94,,,NIL,,,,,
"['06:13', '29/06']",29/06 06:13,130,6,120,NIL,NIL,,500,8,13,12,1025,94,,,NIL,,,,,
"['06:52', '29/06']",29/06 06:52,120,6,125,NIL,1,,400,8,13,11,1025,88,,,NIL,,,,,
"['07:00', '29/06']",29/06 07:00,120,6,125,NIL,1,,400,8,13,11,1025,88,,,NIL,,,,,
"['07:33', '29/06']",29/06 07:33,130,6,NIL,9999,NIL,,700,8,13,11,1024,88,,,NIL,,,,,
"['08:00', '29/06']",29/06 08:00,130,7,120,NIL,NIL,,700,8,13,11,1024,88,,,NIL,,,,,
"['08:22', '29/06']",29/06 08:22,120,6,110,NIL,NIL,,700,5,14,12,1024,88,,,NIL,,,,,
"['09:00', '29/06']",29/06 09:00,120,6,NIL,9999,NIL,,700,8,14,12,1024,88,,,NIL,,,,,
"['10:00', '29/06']",29/06 10:00,110,6,NIL,9999,NIL,,700,5,13,11,1025,88,,,NIL,,,,,
"['11:00', '29/06']",29/06 11:00,110,6,NIL,9999,NIL,,NIL,3,14,12,1026,88,,,NIL,,,,,
"['12:00', '29/06']",29/06 12:00,100,7,NIL,9999,NIL,,NIL,3,15,12,1026,82,,,NIL,,,,,
"['13:00', '29/06']",29/06 13:00,80,8,NIL,9999,NIL,,NIL,3,16,12,1026,77,,,NIL,,,,,
"['14:00', '29/06']",29/06 14:00,80,10,NIL,9999,NIL,,1500,5,16,12,1025,77,,,NIL,,,,,
"['15:00', '29/06']",29/06 15:00,60,7,NIL,9999,NIL,,1700,5,18,12,1024,68,,,NIL,,,,,
"['16:00', '29/06']",29/06 16:00,80,7,NIL,9999,NIL,,NIL,2,19,12,1023,64,,,NIL,,,,,
"['17:00', '29/06']",29/06 17:00,70,6,NIL,9999,NIL,,NIL,NIL,19,12,1022,64,,,NIL,,,,,
"['18:00', '29/06']",29/06 18:00,70,5,NIL,9999,NIL,,NIL,NIL,20,12,1021,60,,,NIL,,,,,
"['19:00', '29/06']",29/06 19:00,100,5,NIL,9999,NIL,,NIL,NIL,19,12,1021,64,,,NIL,,,,,
"['20:00', '29/06']",29/06 20:00,100,5,NIL,9999,NIL,,NIL,NIL,19,12,1021,64,,,NIL,,,,,
"['21:00', '29/06']",29/06 21:00,150,8,NIL,9999,NIL,,NIL,NIL,16,14,1021,88,,,NIL,,,,,
"['22:00', '29/06']",29/06 22:00,150,6,NIL,9999,NIL,,NIL,NIL,15,13,1021,88,,,NIL,,,,,
"['23:00', '29/06']",29/06 23:00,150,6,NIL,9999,NIL,,NIL,3,15,13,1021,88,,,NIL,,,,,
"['23:15', '29/06']",29/06 23:15,170,7,NIL,5000,NIL,,400,5,15,13,1021,88,,,1,,,,,
"['00:00', '30/06']",30/06 00:00,150,6,NIL,6000,NIL,,500,5,15,13,1022,88,,,NIL,,,,,
"['01:00', '30/06']",30/06 01:00,110,4,NIL,9000,,,500,5,15,13,1022,88,NIL,,,,,,,
"['02:00', '30/06']",30/06 02:00,70,5,NIL,8000,,,600,5,15,13,1021,88,NIL,,,,,,,
"['02:01', '30/06']",30/06 02:01,70,4,60,9999,,,600,5,15,13,1021,88,NIL,,,,,,,
"['02:39', '30/06']",30/06 02:39,60,4,70,NIL,,,NIL,2,15,13,1020,88,NIL,,,,,,,
"['03:00', '30/06']",30/06 03:00,60,4,50,NIL,,,NIL,2,15,13,1020,88,NIL,,,,,,,
"['04:00', '30/06']",30/06 04:00,50,6,60,NIL,,,NIL,2,15,13,1020,88,NIL,,,,,,,
"['05:00', '30/06']",30/06 05:00,40,4,205,9999,,,NIL,NIL,15,13,1019,88,NIL,,,,,,,
"['06:00', '30/06']",30/06 06:00,70,5,70,9999,,,NIL,NIL,15,13,1018,88,NIL,,,,,,,
"['07:00', '30/06']",30/06 07:00,60,4,60,NIL,,,NIL,2,15,12,1018,82,NIL,,,,,,,
"['08:00', '30/06']",30/06 08:00,50,5,NIL,9999,,,NIL,2,14,12,1018,88,NIL,,,,,,,
"['08:31', '30/06']",30/06 08:31,50,7,NIL,9999,,,300,5,14,12,1017,88,NIL,,,,,,,
"['08:56', '30/06']",30/06 08:56,50,6,NIL,9999,,,NIL,3,14,12,1018,88,NIL,,,,,,,
"['09:00', '30/06']",30/06 09:00,40,4,NIL,9999,,,NIL,2,14,12,1018,88,NIL,,,,,,,
"['10:00', '30/06']",30/06 10:00,40,8,NIL,9999,,,NIL,NIL,14,12,1018,88,NIL,,,,,,,
"['11:00', '30/06']",30/06 11:00,120,7,NIL,9999,,,NIL,NIL,15,13,1018,88,NIL,,,,,,,
"['12:00', '30/06']",30/06 12:00,20,8,NIL,9999,,,NIL,NIL,17,13,1019,77,NIL,,,,,,,
"['13:00', '30/06']",30/06 13:00,10,12,NIL,9999,,,NIL,NIL,20,12,1019,60,NIL,,,,,,,
"['14:00', '30/06']",30/06 14:00,350,13,NIL,9999,,,NIL,NIL,22,12,1018,53,NIL,,,,,,,
"['15:00', '30/06']",30/06 15:00,360,15,NIL,9999,,,NIL,NIL,22,12,1017,53,NIL,,,,,,,
"['16:00', '30/06']",30/06 16:00,350,18,NIL,9999,,,NIL,2,23,12,1015,50,28,,,,,,,
"['17:00', '30/06']",30/06 17:00,350,18,NIL,9999,,,NIL,2,23,11,1013,47,28,,,,,,,
"['18:00', '30/06']",30/06 18:00,340,17,NIL,9999,,,NIL,NIL,24,11,1012,44,NIL,,,,,,,
"['19:00', '30/06']",30/06 19:00,340,18,NIL,9999,,,NIL,NIL,24,11,1011,44,31,,,,,,,
"['20:00', '30/06']",30/06 20:00,360,17,NIL,9999,,,NIL,NIL,24,11,1010,44,31,,,,,,,
"['21:00', '30/06']",30/06 21:00,340,13,NIL,9999,,,NIL,NIL,23,11,1012,47,NIL,,,,,,,
"['22:00', '30/06']",30/06 22:00,350,7,NIL,9999,,,NIL,NIL,22,10,1013,46,NIL,,,,,,,
"['23:00', '30/06']",30/06 23:00,360,10,NIL,9999,,,NIL,NIL,22,11,1013,50,NIL,,,,,,,
"['00:00', '01/07']",01/07 00:00,360,8,NIL,9999,,,NIL,NIL,22,11,1014,50,NIL,,,,,,,
"['01:00', '01/07']",01/07 01:00,10,10,NIL,9999,NIL,,NIL,NIL,21,11,1014,53,NIL,,,,,,,
"['02:00', '01/07']",01/07 02:00,360,11,NIL,9999,NIL,,NIL,NIL,21,11,1014,53,NIL,,,,,,,
"['02:03', '01/07']",01/07 02:03,350,10,NIL,9999,NIL,,NIL,NIL,21,11,1013,53,NIL,,,,,,,
"['02:52', '01/07']",01/07 02:52,290,7,285,NIL,1,,NIL,NIL,21,11,1014,53,NIL,,,,,,,
"['03:00', '01/07']",01/07 03:00,270,8,265,NIL,1,,NIL,NIL,20,13,1014,64,NIL,,,,,,,
"['04:00', '01/07']",01/07 04:00,320,5,320,9999,NIL,,NIL,NIL,19,13,1012,68,NIL,,,,,,,
"['05:00', '01/07']",01/07 05:00,340,12,170,9999,NIL,,NIL,NIL,20,11,1011,56,NIL,,,,,,,
"['05:50', '01/07']",01/07 05:50,340,19,160,NIL,NIL,,NIL,2,20,12,1011,60,31,,,,,,,
"['06:00', '01/07']",01/07 06:00,340,18,160,NIL,NIL,,NIL,2,20,12,1011,60,31,,,,,,,
"['06:03', '01/07']",01/07 06:03,340,16,NIL,9999,NIL,,NIL,NIL,20,12,1010,60,NIL,,,,,,,
"['06:12', '01/07']",01/07 06:12,340,16,160,9999,NIL,,NIL,NIL,20,12,1010,60,NIL,,,,,,,
"['06:13', '01/07']",01/07 06:13,350,16,NIL,9999,NIL,,NIL,NIL,20,12,1010,60,31,,,,,,,
"['06:45', '01/07']",01/07 06:45,330,18,NIL,9999,NIL,,NIL,NIL,20,11,1010,56,NIL,,,,,,,
"['06:56', '01/07']",01/07 06:56,320,17,NIL,9999,NIL,,NIL,NIL,20,11,1011,56,27,,,,,,,
"['07:00', '01/07']",01/07 07:00,320,17,NIL,9999,NIL,,NIL,NIL,20,11,1011,56,27,,,,,,,
"['07:02', '01/07']",01/07 07:02,320,17,NIL,9999,NIL,,NIL,NIL,20,11,1010,56,NIL,,,,,,,
"['07:13', '01/07']",01/07 07:13,330,16,NIL,9999,NIL,,NIL,NIL,19,11,1010,60,26,,,,,,,
"['07:14', '01/07']",01/07 07:14,330,17,NIL,9999,NIL,,NIL,NIL,19,11,1010,60,NIL,,,,,,,
"['07:16', '01/07']",01/07 07:16,330,16,NIL,9999,NIL,,NIL,NIL,19,11,1010,60,26,,,,,,,
"['07:21', '01/07']",01/07 07:21,330,17,325,9999,NIL,,NIL,NIL,19,11,1010,60,NIL,,,,,,,
"['07:33', '01/07']",01/07 07:33,330,15,NIL,9999,NIL,,NIL,NIL,19,11,1010,60,26,,,,,,,
"['07:43', '01/07']",01/07 07:43,330,16,NIL,9999,NIL,,NIL,NIL,19,11,1010,60,NIL,,,,,,,
"['08:00', '01/07']",01/07 08:00,340,16,NIL,9999,NIL,,NIL,NIL,19,11,1011,60,NIL,,,,,,,
"['09:00', '01/07']",01/07 09:00,310,11,NIL,9999,NIL,,NIL,NIL,18,12,1012,68,NIL,,,,,,,
"['09:08', '01/07']",01/07 09:08,330,15,NIL,5000,1,,NIL,NIL,17,12,1012,72,NIL,,,,,,,
"['10:00', '01/07']",01/07 10:00,340,12,NIL,9999,NIL,,NIL,3,17,13,1012,77,NIL,,,,,,,
"['11:00', '01/07']",01/07 11:00,320,7,NIL,9999,NIL,,NIL,3,17,13,1012,77,NIL,,,,,,,
"['12:00', '01/07']",01/07 12:00,330,12,NIL,9999,NIL,,NIL,2,18,13,1013,73,NIL,,,,,,,
"['13:00', '01/07']",01/07 13:00,320,16,NIL,9999,NIL,,8300,5,17,12,1014,72,NIL,,,,,,,
"['14:00', '01/07']",01/07 14:00,330,19,NIL,9999,NIL,,NIL,NIL,18,09,1014,56,NIL,,,,,,,
"['15:00', '01/07']",01/07 15:00,320,15,NIL,9999,NIL,,NIL,NIL,19,06,1013,43,NIL,,,,,,,
"['16:00', '01/07']",01/07 16:00,320,15,NIL,9999,NIL,,NIL,NIL,19,07,1012,46,NIL,,,,,,,
"['17:00', '01/07']",01/07 17:00,330,20,NIL,9999,NIL,,NIL,NIL,19,07,1012,46,NIL,,,,,,,
"['17:09', '01/07']",01/07 17:09,330,18,NIL,9999,NIL,,NIL,NIL,20,08,1012,46,28,,,,,,,
"['17:37', '01/07']",01/07 17:37,310,16,NIL,9999,NIL,,NIL,NIL,19,07,1012,46,NIL,,,,,,,
"['18:00', '01/07']",01/07 18:00,300,13,NIL,9999,NIL,,NIL,NIL,20,05,1013,37,NIL,,,,,,,
"['19:00', '01/07']",01/07 19:00,310,13,NIL,9999,NIL,,NIL,NIL,19,06,1013,43,NIL,,,,,,,
"['20:00', '01/07']",01/07 20:00,300,10,NIL,9999,NIL,,NIL,NIL,19,05,1014,40,NIL,,,,,,,
"['21:00', '01/07']",01/07 21:00,320,10,NIL,9999,NIL,,NIL,2,17,08,1015,55,NIL,,,,,,,
"['22:00', '01/07']",01/07 22:00,310,5,NIL,9999,NIL,,NIL,NIL,17,08,1015,55,NIL,,,,,,,
"['23:00', '01/07']",01/07 23:00,310,4,NIL,9999,NIL,,NIL,2,16,08,1016,59,NIL,,,,,,,
"['00:00', '02/07']",02/07 00:00,200,8,NIL,9999,NIL,,NIL,NIL,14,09,1016,72,NIL,,,,,,,
"['01:00', '02/07']",02/07 01:00,290,1,,9999,,,NIL,NIL,12,09,1017,82,,,,,,,,
"['02:00', '02/07']",02/07 02:00,170,6,,9999,,,NIL,NIL,12,08,1017,76,,,,,,,,
"['02:06', '02/07']",02/07 02:06,160,3,,9999,,,NIL,NIL,12,09,1017,82,,,,,,,,
"['03:00', '02/07']",02/07 03:00,VRB,2,,9999,,,NIL,NIL,13,09,1017,77,,,,,,,,
"['04:00', '02/07']",02/07 04:00,VRB,2,,9999,,,NIL,NIL,13,09,1017,77,,,,,,,,
"['05:00', '02/07']",02/07 05:00,290,2,,9999,,,NIL,NIL,11,08,1017,82,,,,,,,,
"['06:00', '02/07']",02/07 06:00,190,3,,9999,,,NIL,NIL,10,08,1017,87,,,,,,,,
"['07:00', '02/07']",02/07 07:00,170,4,,9999,,,NIL,NIL,10,08,1017,87,,,,,,,,
"['08:00', '02/07']",02/07 08:00,150,3,,9999,,,NIL,2,11,08,1017,82,,,,,,,,
"['08:18', '02/07']",02/07 08:18,180,4,,9999,,,1200,5,11,08,1017,82,,,,,,,,
"['08:40', '02/07']",02/07 08:40,170,5,,9999,,,1200,5,11,08,1017,82,,,,,,,,
"['08:51', '02/07']",02/07 08:51,190,5,,9999,,,2700,5,11,09,1017,87,,,,,,,,
"['09:00', '02/07']",02/07 09:00,180,6,,9999,,,NIL,2,11,08,1017,82,,,,,,,,
"['10:00', '02/07']",02/07 10:00,150,4,,9999,,,NIL,3,10,08,1018,87,,,,,,,,
"['11:00', '02/07']",02/07 11:00,160,4,,9999,,,NIL,3,11,09,1019,87,,,,,,,,
"['12:00', '02/07']",02/07 12:00,120,3,,9999,,,NIL,NIL,13,09,1019,77,,,,,,,,
"['13:00', '02/07']",02/07 13:00,220,3,,9999,,,3000,5,14,09,1020,72,,,,,,,,
"['14:00', '02/07']",02/07 14:00,30,4,,9999,,,NIL,3,16,08,1019,59,,,,,,,,
"['15:00', '02/07']",02/07 15:00,330,5,,9999,,,NIL,2,17,07,1019,52,,,,,,,,
"['16:00', '02/07']",02/07 16:00,300,6,,9999,,,NIL,NIL,18,06,1018,45,,,,,,,,
"['17:00', '02/07']",02/07 17:00,360,5,,9999,,,NIL,NIL,18,06,1017,45,,,,,,,,
"['18:00', '02/07']",02/07 18:00,310,4,,9999,,,NIL,NIL,19,06,1016,43,,,,,,,,
"['19:00', '02/07']",02/07 19:00,330,5,,9999,,,NIL,NIL,19,06,1016,43,,,,,,,,
