validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vnt_rajada,chuvisco,nevoa_umida,pancada,vis_setor,vis_setor_dir,nevoa_seca,nevoeiro
"['12:00', '19/02']",19/02 12:00,350,12,NIL,9999,NIL,NIL,NIL,NIL,27,20,1016,66,NIL,,NIL,,,,,
"['13:00', '19/02']",19/02 13:00,330,15,NIL,9999,NIL,NIL,NIL,2,27,19,1017,62,NIL,,NIL,,,,,
"['14:00', '19/02']",19/02 14:00,340,13,NIL,9999,NIL,NIL,NIL,NIL,28,19,1016,58,NIL,,NIL,,,,,
"['15:00', '19/02']",19/02 15:00,320,13,NIL,9999,NIL,NIL,3500,5,30,20,1016,55,NIL,,NIL,,,,,
"['16:00', '19/02']",19/02 16:00,300,11,NIL,9999,NIL,NIL,4000,5,30,19,1015,52,NIL,,NIL,,,,,
"['17:00', '19/02']",19/02 17:00,340,8,155,9999,NIL,NIL,NIL,3,31,19,1014,49,NIL,,NIL,,,,,
"['18:00', '19/02']",19/02 18:00,320,9,315,9999,NIL,NIL,NIL,3,31,19,1013,49,NIL,,NIL,,,,,
"['19:00', '19/02']",19/02 19:00,150,8,150,2000,1,1,8700,5,26,21,1013,74,20,,NIL,,,,,
"['19:12', '19/02']",19/02 19:12,110,15,NIL,800,1,1,1100,5,23,21,1013,89,NIL,,NIL,,,,,
"['19:33', '19/02']",19/02 19:33,40,14,NIL,2500,1,1,300,5,22,21,1014,94,NIL,,1,,,,,
"['19:48', '19/02']",19/02 19:48,30,9,200,5000,1,1,600,5,22,18,1013,78,NIL,,NIL,,,,,
"['20:00', '19/02']",19/02 20:00,10,3,175,7000,1,1,1500,5,23,18,1013,73,NIL,,NIL,,,,,
"['20:41', '19/02']",19/02 20:41,190,6,NIL,7000,NIL,1,10000,5,22,20,1014,88,NIL,,NIL,,,,,
"['21:00', '19/02']",19/02 21:00,210,3,245,9000,NIL,1,9300,5,23,20,1014,83,NIL,,NIL,,,,,
"['22:00', '19/02']",19/02 22:00,VRB,1,NIL,9000,NIL,NIL,4000,8,23,21,1015,89,NIL,,NIL,,,,,
"['23:00', '19/02']",19/02 23:00,320,5,305,9999,NIL,NIL,NIL,3,22,20,1015,88,NIL,,NIL,,,,,
"['00:00', '20/02']",20/02 00:00,20,4,NIL,9999,NIL,NIL,NIL,NIL,22,20,1015,88,NIL,,NIL,,,,,
"['01:00', '20/02']",20/02 01:00,40,6,NIL,9999,NIL,NIL,NIL,NIL,23,20,1015,83,,,,,,,,
"['02:00', '20/02']",20/02 02:00,40,3,225,9999,NIL,NIL,NIL,3,23,20,1016,83,,,,,,,,
"['02:01', '20/02']",20/02 02:01,40,3,40,9999,NIL,NIL,NIL,3,23,20,1015,83,,,,,,,,
"['03:00', '20/02']",20/02 03:00,50,3,NIL,9999,NIL,NIL,NIL,NIL,23,20,1015,83,,,,,,,,
"['04:00', '20/02']",20/02 04:00,50,3,NIL,9999,NIL,NIL,NIL,NIL,23,20,1015,83,,,,,,,,
"['05:00', '20/02']",20/02 05:00,20,2,NIL,9999,NIL,NIL,NIL,NIL,23,20,1014,83,,,,,,,,
"['06:00', '20/02']",20/02 06:00,310,4,NIL,9999,NIL,NIL,NIL,2,22,20,1014,88,,,,,,,,
"['07:00', '20/02']",20/02 07:00,310,3,NIL,9999,NIL,NIL,NIL,NIL,22,20,1014,88,,,,,,,,
"['08:00', '20/02']",20/02 08:00,10,3,200,9999,NIL,NIL,NIL,NIL,22,20,1014,88,,,,,,,,
"['09:00', '20/02']",20/02 09:00,320,3,NIL,9999,NIL,NIL,NIL,NIL,22,20,1014,88,,,,,,,,
"['10:00', '20/02']",20/02 10:00,310,4,NIL,9999,NIL,NIL,NIL,NIL,23,20,1015,83,,,,,,,,
"['11:00', '20/02']",20/02 11:00,320,6,NIL,9999,NIL,NIL,NIL,NIL,24,20,1015,78,,,,,,,,
"['12:00', '20/02']",20/02 12:00,330,8,145,9999,NIL,NIL,NIL,NIL,26,20,1016,70,,,,,,,,
"['13:00', '20/02']",20/02 13:00,340,8,170,9999,NIL,NIL,NIL,NIL,27,19,1016,62,,,,,,,,
"['14:00', '20/02']",20/02 14:00,320,8,310,9999,NIL,NIL,NIL,2,29,20,1016,58,,,,,,,,
"['15:00', '20/02']",20/02 15:00,310,11,NIL,9999,NIL,NIL,NIL,3,30,18,1015,49,,,,,,,,
"['16:00', '20/02']",20/02 16:00,10,9,NIL,9999,NIL,NIL,NIL,3,28,21,1015,66,,,,,,,,
"['17:00', '20/02']",20/02 17:00,300,11,NIL,9999,NIL,NIL,8300,5,30,19,1013,52,,,,,,,,
"['18:00', '20/02']",20/02 18:00,200,12,NIL,9999,1,NIL,3000,5,26,20,1013,70,,,,,,,,
"['19:00', '20/02']",20/02 19:00,180,7,NIL,9999,NIL,NIL,NIL,2,26,20,1012,70,,,,,,,,
"['20:00', '20/02']",20/02 20:00,150,6,NIL,9999,NIL,NIL,NIL,2,27,21,1012,70,,,,,,,,
"['21:00', '20/02']",20/02 21:00,160,7,NIL,9999,NIL,NIL,NIL,2,26,20,1013,70,,,,,,,,
"['22:00', '20/02']",20/02 22:00,80,7,NIL,9999,NIL,NIL,1800,5,25,20,1014,74,,,,,,,,
"['22:33', '20/02']",20/02 22:33,100,5,NIL,9999,NIL,1,10000,5,25,20,1015,74,,,,,,,,
"['23:00', '20/02']",20/02 23:00,100,3,NIL,9999,NIL,1,2300,5,25,20,1015,74,,,,,,,,
"['00:00', '21/02']",21/02 00:00,330,3,NIL,9999,NIL,NIL,4700,8,25,20,1016,74,,,,,,,,
"['01:00', '21/02']",21/02 01:00,320,6,NIL,9999,NIL,,5700,5,23,20,1016,83,,NIL,NIL,,,,,
"['02:00', '21/02']",21/02 02:00,310,5,NIL,9999,NIL,,10000,5,23,20,1016,83,,NIL,NIL,,,,,
"['02:01', '21/02']",21/02 02:01,320,4,NIL,9999,NIL,,NIL,NIL,23,20,1016,83,,NIL,NIL,,,,,
"['03:00', '21/02']",21/02 03:00,310,3,NIL,9999,NIL,,NIL,NIL,23,20,1015,83,,NIL,NIL,,,,,
"['04:00', '21/02']",21/02 04:00,310,5,NIL,9999,NIL,,NIL,2,23,20,1015,83,,NIL,NIL,,,,,
"['04:28', '21/02']",21/02 04:28,260,4,265,NIL,NIL,,1000,5,23,20,1015,83,,NIL,NIL,,,,,
"['04:30', '21/02']",21/02 04:30,270,3,265,NIL,NIL,,900,5,23,20,1015,83,,NIL,NIL,,,,,
"['05:00', '21/02']",21/02 05:00,270,4,NIL,9999,NIL,,1000,8,23,20,1015,83,,NIL,NIL,,,,,
"['05:02', '21/02']",21/02 05:02,280,4,280,NIL,NIL,,1100,8,23,20,1015,83,,NIL,NIL,,,,,
"['05:13', '21/02']",21/02 05:13,300,6,290,NIL,1,,1900,8,23,20,1015,83,,NIL,NIL,,,,,
"['05:44', '21/02']",21/02 05:44,230,4,215,NIL,NIL,,NIL,3,23,20,1014,83,,NIL,NIL,,,,,
"['06:00', '21/02']",21/02 06:00,210,4,210,NIL,NIL,,NIL,2,22,20,1014,88,,NIL,1,,,,,
"['06:38', '21/02']",21/02 06:38,200,4,NIL,3400,NIL,,900,5,22,20,1014,88,,NIL,1,,,,,
"['06:56', '21/02']",21/02 06:56,190,5,NIL,3300,NIL,,1800,8,22,20,1014,88,,NIL,1,,,,,
"['07:00', '21/02']",21/02 07:00,190,5,NIL,3300,NIL,,1800,8,22,20,1014,88,,NIL,1,,,,,
"['08:00', '21/02']",21/02 08:00,200,6,NIL,3300,NIL,,2500,5,22,20,1014,88,,NIL,1,,,,,
"['08:03', '21/02']",21/02 08:03,200,5,200,NIL,NIL,,800,5,22,20,1014,88,,NIL,1,,,,,
"['08:20', '21/02']",21/02 08:20,210,5,215,NIL,NIL,,800,5,22,20,1015,88,,NIL,1,,,,,
"['08:35', '21/02']",21/02 08:35,230,6,NIL,3400,NIL,,1400,8,22,20,1015,88,,NIL,1,,,,,
"['08:39', '21/02']",21/02 08:39,220,6,215,NIL,NIL,,700,8,22,20,1015,88,,NIL,1,,,,,
"['08:40', '21/02']",21/02 08:40,220,6,215,NIL,NIL,,700,8,22,20,1015,88,,NIL,1,,,,,
"['08:47', '21/02']",21/02 08:47,210,6,210,NIL,NIL,,900,8,22,20,1015,88,,NIL,1,,,,,
"['09:00', '21/02']",21/02 09:00,210,6,210,7000,NIL,,900,8,22,20,1015,88,,NIL,NIL,,,,,
"['10:00', '21/02']",21/02 10:00,220,6,220,7000,NIL,,900,8,23,20,1016,83,,NIL,NIL,,,,,
"['11:00', '21/02']",21/02 11:00,170,10,NIL,6000,1,,800,8,22,20,1017,88,,NIL,NIL,,,,,
"['11:36', '21/02']",21/02 11:36,150,9,NIL,8000,NIL,,900,8,22,20,1017,88,,NIL,NIL,,,,,
"['12:00', '21/02']",21/02 12:00,170,8,NIL,7000,NIL,,1000,8,21,19,1018,88,,NIL,NIL,,,,,
"['13:00', '21/02']",21/02 13:00,170,9,NIL,9000,NIL,,1100,8,22,19,1018,83,,NIL,NIL,,,,,
"['13:34', '21/02']",21/02 13:34,170,11,175,9000,NIL,,4700,5,23,18,1018,73,,NIL,NIL,,,,,
"['14:00', '21/02']",21/02 14:00,180,10,NIL,9000,NIL,,3300,5,23,18,1018,73,,NIL,NIL,,,,,
"['15:00', '21/02']",21/02 15:00,180,9,NIL,8000,NIL,,3000,8,22,18,1018,78,,NIL,NIL,,,,,
"['16:00', '21/02']",21/02 16:00,160,8,NIL,7000,NIL,,1700,8,21,18,1017,83,,NIL,NIL,,,,,
"['17:00', '21/02']",21/02 17:00,150,5,NIL,9999,NIL,,1600,8,22,18,1017,78,,NIL,NIL,,,,,
"['17:32', '21/02']",21/02 17:32,170,8,NIL,3000,NIL,,700,8,21,19,1017,88,,1,NIL,,,,,
"['18:00', '21/02']",21/02 18:00,160,5,NIL,9999,NIL,,1200,5,22,19,1016,83,,NIL,NIL,,,,,
"['19:00', '21/02']",21/02 19:00,130,7,NIL,9999,NIL,,1500,8,23,19,1016,78,,NIL,NIL,,,,,
"['20:00', '21/02']",21/02 20:00,160,9,NIL,9999,NIL,,2100,5,23,19,1016,78,,NIL,NIL,,,,,
"['21:00', '21/02']",21/02 21:00,130,7,NIL,9999,NIL,,NIL,3,23,18,1016,73,,NIL,NIL,,,,,
"['22:00', '21/02']",21/02 22:00,150,9,NIL,9999,NIL,,1900,5,22,18,1016,78,,NIL,NIL,,,,,
"['23:00', '21/02']",21/02 23:00,120,8,NIL,9999,NIL,,NIL,3,21,18,1017,83,,NIL,NIL,,,,,
"['00:00', '22/02']",22/02 00:00,90,5,NIL,9999,NIL,,NIL,3,21,18,1017,83,,NIL,NIL,,,,,
"['01:00', '22/02']",22/02 01:00,90,4,NIL,9999,,,NIL,2,21,18,1018,83,,NIL,NIL,,,,,
"['02:00', '22/02']",22/02 02:00,140,4,NIL,9999,,,1200,5,20,18,1018,88,,NIL,NIL,,,,,
"['02:01', '22/02']",22/02 02:01,150,5,NIL,9999,,,1200,5,21,18,1018,83,,NIL,NIL,,,,,
"['02:25', '22/02']",22/02 02:25,160,3,NIL,9999,,,1500,5,21,18,1017,83,,NIL,NIL,,,,,
"['03:00', '22/02']",22/02 03:00,130,3,NIL,9999,,,NIL,2,20,18,1017,88,,NIL,NIL,,,,,
"['04:00', '22/02']",22/02 04:00,80,3,70,NIL,,,NIL,2,21,18,1017,83,,NIL,NIL,,,,,
"['05:00', '22/02']",22/02 05:00,40,4,50,NIL,,,NIL,2,20,18,1016,88,,NIL,NIL,,,,,
"['06:00', '22/02']",22/02 06:00,VRB,1,NIL,9999,,,NIL,NIL,20,18,1015,88,,NIL,NIL,,,,,
"['07:00', '22/02']",22/02 07:00,160,4,NIL,9999,,,NIL,NIL,20,18,1015,88,,NIL,NIL,,,,,
"['08:00', '22/02']",22/02 08:00,190,5,NIL,9999,,,NIL,2,20,18,1016,88,,NIL,NIL,,,,,
"['08:35', '22/02']",22/02 08:35,230,7,235,NIL,,,600,5,20,18,1017,88,,NIL,NIL,,,,,
"['09:00', '22/02']",22/02 09:00,220,9,NIL,9999,,,700,8,20,18,1018,88,,NIL,NIL,,,,,
"['10:00', '22/02']",22/02 10:00,210,12,NIL,3000,,,700,8,19,17,1018,88,,1,1,,,,,
"['11:00', '22/02']",22/02 11:00,180,12,NIL,9999,,,800,5,18,16,1019,88,,NIL,NIL,,,,,
"['12:00', '22/02']",22/02 12:00,190,11,NIL,9999,,,800,8,18,16,1020,88,,NIL,NIL,,,,,
"['13:00', '22/02']",22/02 13:00,180,12,NIL,9999,,,800,8,18,16,1021,88,,NIL,NIL,,,,,
"['14:00', '22/02']",22/02 14:00,180,10,NIL,9999,,,800,8,18,15,1021,83,,NIL,NIL,,,,,
"['15:00', '22/02']",22/02 15:00,190,7,NIL,9999,,,800,8,18,16,1021,88,,NIL,NIL,,,,,
"['16:00', '22/02']",22/02 16:00,180,8,NIL,9999,,,1300,5,19,15,1020,78,,NIL,NIL,,,,,
"['17:00', '22/02']",22/02 17:00,160,8,160,9999,,,1100,8,19,16,1020,83,,NIL,NIL,,,,,
"['18:00', '22/02']",22/02 18:00,170,12,170,9999,,,1300,8,19,15,1019,78,,NIL,NIL,,,,,
"['19:00', '22/02']",22/02 19:00,160,12,NIL,9000,,,1100,8,18,15,1019,83,,NIL,NIL,,,,,
"['20:00', '22/02']",22/02 20:00,160,12,NIL,5000,,,1100,8,18,16,1019,88,,1,1,,,,,
"['20:40', '22/02']",22/02 20:40,160,13,NIL,9000,,,900,8,18,15,1020,83,,NIL,NIL,,,,,
"['21:00', '22/02']",22/02 21:00,160,11,NIL,5000,,,800,8,18,16,1020,88,,1,1,,,,,
"['21:15', '22/02']",22/02 21:15,150,10,NIL,5000,,,500,8,17,16,1020,94,,1,1,,,,,
"['21:38', '22/02']",22/02 21:38,160,10,NIL,6000,,,600,8,17,16,1020,94,,1,NIL,,,,,
"['22:00', '22/02']",22/02 22:00,170,14,NIL,7000,,,600,8,17,15,1020,88,,1,NIL,,,,,
"['23:00', '22/02']",22/02 23:00,150,10,NIL,3000,,,800,8,17,15,1021,88,,NIL,1,,,,,
"['23:35', '22/02']",22/02 23:35,150,10,NIL,5000,,,600,8,17,15,1022,88,,NIL,1,,,,,
"['00:00', '23/02']",23/02 00:00,160,13,NIL,7000,,,600,8,17,15,1022,88,,NIL,NIL,,,,,
"['01:00', '23/02']",23/02 01:00,150,8,NIL,5000,NIL,,600,8,17,15,1022,88,,1,1,,,,,
"['02:00', '23/02']",23/02 02:00,150,9,NIL,9000,NIL,,500,8,17,15,1022,88,,NIL,NIL,,,,,
"['02:01', '23/02']",23/02 02:01,150,9,NIL,9999,1,,700,8,17,15,1022,88,,NIL,NIL,,,,,
"['02:09', '23/02']",23/02 02:09,160,9,NIL,9999,1,,500,8,17,15,1022,88,,NIL,NIL,,,,,
"['02:28', '23/02']",23/02 02:28,150,9,NIL,9999,1,,600,8,17,15,1022,88,,NIL,NIL,,,,,
"['03:00', '23/02']",23/02 03:00,160,11,NIL,9999,1,,600,8,16,15,1021,94,,NIL,NIL,,,,,
"['03:10', '23/02']",23/02 03:10,170,13,NIL,9999,1,,500,8,16,15,1021,94,,NIL,NIL,,,,,
"['03:25', '23/02']",23/02 03:25,160,11,NIL,9999,1,,700,8,16,15,1021,94,,NIL,NIL,,,,,
"['04:00', '23/02']",23/02 04:00,160,9,NIL,9999,NIL,,700,8,16,14,1021,88,,NIL,NIL,,,,,
"['05:00', '23/02']",23/02 05:00,150,8,NIL,9999,1,,1000,8,16,14,1021,88,,NIL,NIL,,,,,
"['05:01', '23/02']",23/02 05:01,160,7,NIL,9999,1,,1700,8,16,14,1021,88,,NIL,NIL,,,,,
"['06:00', '23/02']",23/02 06:00,180,10,NIL,9999,NIL,,3300,8,16,14,1020,88,,NIL,NIL,,,,,
"['07:00', '23/02']",23/02 07:00,150,6,NIL,9999,NIL,,4200,8,16,14,1020,88,,NIL,NIL,,,,,
"['07:32', '23/02']",23/02 07:32,140,6,NIL,9999,NIL,,900,5,16,14,1020,88,,NIL,NIL,,,,,
"['07:47', '23/02']",23/02 07:47,140,5,140,NIL,NIL,,900,5,16,14,1020,88,,NIL,NIL,,,,,
"['08:00', '23/02']",23/02 08:00,120,4,130,NIL,NIL,,900,8,16,14,1021,88,,NIL,NIL,,,,,
"['08:05', '23/02']",23/02 08:05,140,5,140,NIL,NIL,,1200,8,16,14,1020,88,,NIL,NIL,,,,,
"['08:40', '23/02']",23/02 08:40,150,7,NIL,9999,NIL,,4100,5,16,14,1020,88,,NIL,NIL,,,,,
"['09:00', '23/02']",23/02 09:00,140,8,NIL,9999,NIL,,1300,5,16,14,1021,88,,NIL,NIL,,,,,
"['10:00', '23/02']",23/02 10:00,120,4,NIL,9999,NIL,,900,5,17,15,1022,88,,NIL,NIL,,,,,
"['11:00', '23/02']",23/02 11:00,130,7,NIL,9999,NIL,,1000,5,17,14,1022,83,,NIL,NIL,,,,,
"['12:00', '23/02']",23/02 12:00,120,7,NIL,9999,NIL,,1200,5,20,15,1022,73,,NIL,NIL,,,,,
"['12:37', '23/02']",23/02 12:37,120,7,NIL,9999,NIL,,2300,5,20,15,1022,73,,NIL,NIL,,,,,
"['13:00', '23/02']",23/02 13:00,150,7,NIL,9999,NIL,,2000,5,20,15,1023,73,,NIL,NIL,,,,,
"['14:00', '23/02']",23/02 14:00,130,7,NIL,9999,NIL,,2100,5,20,15,1023,73,,NIL,NIL,,,,,
"['15:00', '23/02']",23/02 15:00,160,9,NIL,9999,NIL,,2100,8,21,15,1022,69,,NIL,NIL,,,,,
"['16:00', '23/02']",23/02 16:00,150,10,NIL,9999,NIL,,2100,5,21,15,1022,69,,NIL,NIL,,,,,
"['17:00', '23/02']",23/02 17:00,170,12,NIL,9999,NIL,,2300,8,20,16,1021,78,,NIL,NIL,,,,,
"['18:00', '23/02']",23/02 18:00,150,12,NIL,9999,NIL,,1500,8,20,16,1021,78,,NIL,NIL,,,,,
"['19:00', '23/02']",23/02 19:00,150,12,NIL,9999,NIL,,1300,5,20,16,1021,78,,NIL,NIL,,,,,
"['20:00', '23/02']",23/02 20:00,170,12,NIL,9999,NIL,,1300,5,19,15,1020,78,,NIL,NIL,,,,,
"['21:00', '23/02']",23/02 21:00,160,13,NIL,9999,NIL,,1100,8,18,15,1020,83,,NIL,NIL,,,,,
"['22:00', '23/02']",23/02 22:00,150,10,NIL,9999,NIL,,1100,8,18,15,1020,83,,NIL,NIL,,,,,
"['22:33', '23/02']",23/02 22:33,130,8,NIL,9999,NIL,,3700,8,18,15,1020,83,,NIL,NIL,,,,,
"['23:00', '23/02']",23/02 23:00,130,9,NIL,9999,NIL,,3000,5,18,15,1021,83,,NIL,NIL,,,,,
"['00:00', '24/02']",24/02 00:00,130,8,NIL,9999,NIL,,1300,8,18,15,1021,83,,NIL,NIL,,,,,
"['01:00', '24/02']",24/02 01:00,120,7,NIL,9999,NIL,NIL,1100,8,18,16,1021,88,,,NIL,,,,,
"['02:00', '24/02']",24/02 02:00,110,7,NIL,9999,NIL,NIL,1300,8,18,15,1021,83,,,NIL,,,,,
"['02:01', '24/02']",24/02 02:01,110,6,NIL,9999,NIL,NIL,NIL,3,18,15,1021,83,,,NIL,,,,,
"['03:00', '24/02']",24/02 03:00,110,8,NIL,9999,NIL,NIL,2100,8,18,15,1020,83,,,NIL,,,,,
"['03:09', '24/02']",24/02 03:09,90,8,85,NIL,NIL,NIL,1300,8,18,15,1020,83,,,NIL,,,,,
"['03:46', '24/02']",24/02 03:46,100,5,95,NIL,NIL,NIL,1800,8,18,15,1019,83,,,NIL,,,,,
"['04:00', '24/02']",24/02 04:00,100,5,95,NIL,NIL,NIL,1800,8,18,15,1019,83,,,NIL,,,,,
"['04:19', '24/02']",24/02 04:19,110,7,NIL,9999,NIL,NIL,1400,8,18,15,1019,83,,,NIL,,,,,
"['05:00', '24/02']",24/02 05:00,90,5,80,NIL,NIL,NIL,1300,8,18,15,1019,83,,,NIL,,,,,
"['06:00', '24/02']",24/02 06:00,100,6,100,NIL,NIL,NIL,1100,8,18,15,1018,83,,,NIL,,,,,
"['07:00', '24/02']",24/02 07:00,80,6,80,NIL,NIL,NIL,1100,8,18,15,1018,83,,,NIL,,,,,
"['08:00', '24/02']",24/02 08:00,90,6,95,NIL,NIL,NIL,1200,8,18,15,1018,83,,,NIL,,,,,
"['09:00', '24/02']",24/02 09:00,100,6,NIL,9999,NIL,NIL,1100,5,18,15,1019,83,,,NIL,,,,,
"['10:00', '24/02']",24/02 10:00,70,7,NIL,9999,NIL,NIL,7000,5,18,15,1019,83,,,NIL,,,,,
"['11:00', '24/02']",24/02 11:00,70,5,NIL,9999,NIL,NIL,7000,5,19,15,1020,78,,,NIL,,,,,
"['12:00', '24/02']",24/02 12:00,70,6,NIL,9999,NIL,NIL,10000,5,21,16,1020,73,,,NIL,,,,,
"['13:00', '24/02']",24/02 13:00,80,6,NIL,9999,NIL,NIL,NIL,NIL,22,16,1020,69,,,NIL,,,,,
"['14:00', '24/02']",24/02 14:00,80,5,NIL,9999,NIL,NIL,NIL,NIL,23,17,1020,69,,,NIL,,,,,
"['15:00', '24/02']",24/02 15:00,60,4,NIL,9999,NIL,NIL,NIL,3,26,17,1019,58,,,NIL,,,,,
"['16:00', '24/02']",24/02 16:00,100,2,NIL,9999,NIL,NIL,3000,5,26,17,1018,58,,,NIL,,,,,
"['17:00', '24/02']",24/02 17:00,160,7,150,9000,NIL,NIL,3000,5,26,18,1017,61,,,NIL,,,,,
"['18:00', '24/02']",24/02 18:00,160,8,NIL,9000,NIL,NIL,2700,5,24,19,1017,74,,,NIL,,,,,
"['19:00', '24/02']",24/02 19:00,160,10,NIL,9000,NIL,NIL,NIL,3,25,19,1016,69,,,NIL,,,,,
"['20:00', '24/02']",24/02 20:00,140,7,NIL,7000,NIL,NIL,1900,8,22,18,1017,78,,,NIL,,,,,
"['20:43', '24/02']",24/02 20:43,100,5,105,4000,1,NIL,1300,8,21,19,1018,88,,,1,,,,,
"['21:00', '24/02']",24/02 21:00,60,5,50,2000,1,1,1000,8,20,18,1018,88,,,1,,,,,
"['21:12', '24/02']",24/02 21:12,150,5,NIL,6000,1,1,2700,8,20,19,1017,94,,,NIL,,,,,
"['22:00', '24/02']",24/02 22:00,160,4,NIL,5000,1,1,600,5,20,19,1017,94,,,1,,,,,
"['22:22', '24/02']",24/02 22:22,110,4,120,8000,1,NIL,900,5,20,19,1018,94,,,NIL,,,,,
"['23:00', '24/02']",24/02 23:00,150,4,NIL,9000,1,NIL,900,5,20,19,1018,94,,,NIL,,,,,
"['00:00', '25/02']",25/02 00:00,140,4,NIL,9999,NIL,NIL,700,8,20,19,1018,94,,,NIL,,,,,
"['01:00', '25/02']",25/02 01:00,50,6,45,9999,NIL,NIL,900,5,21,19,1019,88,NIL,,,,,,,
"['01:22', '25/02']",25/02 01:22,40,5,215,9999,NIL,NIL,NIL,3,21,19,1019,88,NIL,,,,,,,
"['02:00', '25/02']",25/02 02:00,60,7,NIL,9999,NIL,NIL,10000,5,20,18,1019,88,NIL,,,,,,,
"['02:01', '25/02']",25/02 02:01,50,6,NIL,9999,NIL,NIL,NIL,2,20,18,1018,88,NIL,,,,,,,
"['02:30', '25/02']",25/02 02:30,70,6,70,NIL,NIL,NIL,700,5,20,18,1018,88,NIL,,,,,,,
"['03:00', '25/02']",25/02 03:00,80,4,85,NIL,NIL,NIL,500,5,20,18,1018,88,NIL,,,,,,,
"['04:00', '25/02']",25/02 04:00,90,4,75,NIL,NIL,NIL,600,5,20,18,1018,88,NIL,,,,,,,
"['04:15', '25/02']",25/02 04:15,70,5,70,NIL,NIL,NIL,400,5,20,18,1017,88,NIL,,,,,,,
"['04:58', '25/02']",25/02 04:58,60,6,NIL,9999,NIL,NIL,500,8,20,18,1017,88,NIL,,,,,,,
"['05:00', '25/02']",25/02 05:00,60,6,NIL,9999,NIL,NIL,500,8,20,18,1017,88,NIL,,,,,,,
"['05:53', '25/02']",25/02 05:53,50,6,NIL,9999,NIL,NIL,300,8,20,18,1016,88,NIL,,,,,,,
"['06:00', '25/02']",25/02 06:00,50,6,NIL,9999,NIL,NIL,300,8,20,18,1016,88,NIL,,,,,,,
"['07:00', '25/02']",25/02 07:00,40,5,NIL,8000,NIL,NIL,200,8,20,18,1016,88,NIL,,,,,,,
"['08:00', '25/02']",25/02 08:00,40,6,NIL,8000,NIL,NIL,300,8,20,18,1016,88,NIL,,,,,,,
"['09:00', '25/02']",25/02 09:00,30,5,NIL,7000,NIL,NIL,400,8,19,18,1016,94,NIL,,,,,,,
"['10:00', '25/02']",25/02 10:00,40,5,215,9000,NIL,NIL,400,5,20,18,1017,88,NIL,,,,,,,
"['10:31', '25/02']",25/02 10:31,30,6,NIL,9999,NIL,NIL,NIL,3,20,19,1017,94,NIL,,,,,,,
"['11:00', '25/02']",25/02 11:00,30,4,NIL,9999,NIL,NIL,NIL,2,21,19,1018,88,NIL,,,,,,,
"['12:00', '25/02']",25/02 12:00,20,4,190,9999,NIL,NIL,NIL,NIL,23,19,1018,78,NIL,,,,,,,
"['13:00', '25/02']",25/02 13:00,340,9,150,9999,NIL,NIL,NIL,2,26,20,1018,70,NIL,,,,,,,
"['14:00', '25/02']",25/02 14:00,340,12,NIL,9999,NIL,NIL,2700,5,27,20,1017,66,NIL,,,,,,,
"['15:00', '25/02']",25/02 15:00,320,10,NIL,9999,NIL,NIL,NIL,3,28,20,1017,62,NIL,,,,,,,
"['16:00', '25/02']",25/02 16:00,330,9,160,9999,NIL,NIL,8000,5,28,19,1016,58,NIL,,,,,,,
"['17:00', '25/02']",25/02 17:00,340,9,NIL,9999,NIL,NIL,8300,5,29,19,1015,55,NIL,,,,,,,
"['18:00', '25/02']",25/02 18:00,320,9,NIL,9999,NIL,NIL,8300,5,28,20,1014,62,NIL,,,,,,,
"['19:00', '25/02']",25/02 19:00,170,10,NIL,9999,NIL,NIL,4000,5,26,21,1013,74,NIL,,,,,,,
"['20:00', '25/02']",25/02 20:00,170,10,NIL,9999,NIL,NIL,2100,5,24,21,1014,83,NIL,,,,,,,
"['21:00', '25/02']",25/02 21:00,160,7,NIL,9999,1,1,1000,8,23,21,1015,89,NIL,,,,,,,
"['21:10', '25/02']",25/02 21:10,20,15,NIL,1000,1,1,1000,5,21,19,1015,88,30,,,,,,,
"['21:26', '25/02']",25/02 21:26,180,3,NIL,9999,1,1,8300,5,20,19,1014,94,NIL,,,,,,,
"['22:00', '25/02']",25/02 22:00,VRB,1,NIL,9000,1,1,3300,5,21,20,1015,94,NIL,,,,,,,
"['23:00', '25/02']",25/02 23:00,70,3,NIL,9999,NIL,NIL,3300,5,21,19,1016,88,NIL,,,,,,,
"['00:00', '26/02']",26/02 00:00,110,7,NIL,9999,NIL,NIL,7700,5,22,20,1016,88,NIL,,,,,,,
"['01:00', '26/02']",26/02 01:00,80,6,NIL,9999,NIL,NIL,3300,8,22,20,1016,88,,NIL,NIL,,,,,
"['02:00', '26/02']",26/02 02:00,60,5,NIL,9999,NIL,NIL,900,5,22,20,1016,88,,NIL,NIL,,,,,
"['02:01', '26/02']",26/02 02:01,50,5,NIL,9999,NIL,NIL,900,5,22,19,1016,83,,NIL,NIL,,,,,
"['02:44', '26/02']",26/02 02:44,30,6,NIL,9999,1,NIL,3100,5,21,19,1016,88,,NIL,NIL,,,,,
"['02:45', '26/02']",26/02 02:45,30,6,NIL,9999,1,NIL,700,5,21,19,1016,88,,NIL,NIL,,,,,
"['02:54', '26/02']",26/02 02:54,20,8,205,NIL,1,NIL,700,8,21,19,1016,88,,NIL,NIL,,,,,
