validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,teto,cobertura,tt,po,qnh,ur,vnt_vrb,vis_setor,vis_setor_dir,chuva,trovoada,nevoa_umida,vnt_rajada,chuvisco,pancada,nevoeiro,nevoa_seca
"['08:00', '17/03']",17/03 08:00,330,8,9999,,2,25,23,1008,89,,,,,NIL,,,,,,
"['09:00', '17/03']",17/03 09:00,320,8,9999,,2,25,22,1009,83,,,,,NIL,,,,,,
"['10:00', '17/03']",17/03 10:00,320,8,9999,,2,25,23,1009,89,,,,,NIL,,,,,,
"['11:00', '17/03']",17/03 11:00,320,7,9999,,NIL,26,23,1010,84,,,,,NIL,,,,,,
"['12:00', '17/03']",17/03 12:00,350,12,9999,,NIL,27,23,1010,79,,,,,NIL,,,,,,
"['13:00', '17/03']",17/03 13:00,350,13,9999,,NIL,29,23,1010,70,,,,,NIL,,,,,,
"['14:00', '17/03']",17/03 14:00,360,13,9999,,NIL,28,23,1010,74,,,,,NIL,,,,,,
"['15:00', '17/03']",17/03 15:00,360,14,9999,,NIL,30,23,1009,66,,,,,NIL,,,,,,
"['16:00', '17/03']",17/03 16:00,360,15,9999,,NIL,30,22,1008,62,,,,,NIL,,,,,,
"['17:00', '17/03']",17/03 17:00,10,16,9999,,2,30,23,1007,66,,,,,NIL,,,,,,
"['18:00', '17/03']",17/03 18:00,20,13,9999,,3,29,24,1007,74,,,,,NIL,,,,,,
"['19:00', '17/03']",17/03 19:00,10,11,9999,,3,28,24,1006,79,,,,,NIL,,,,,,
"['20:00', '17/03']",17/03 20:00,20,11,9999,,3,28,24,1007,79,,,,,NIL,,,,,,
"['21:00', '17/03']",17/03 21:00,360,12,9999,,3,27,24,1007,84,,,,,NIL,,,,,,
"['22:00', '17/03']",17/03 22:00,360,11,9999,,3,27,24,1007,84,,,,,NIL,,,,,,
"['23:00', '17/03']",17/03 23:00,350,11,9999,,3,27,24,1008,84,,,,,NIL,,,,,,
"['00:00', '18/03']",18/03 00:00,360,10,9999,,3,27,24,1008,84,,,,,1,,,,,,
"['01:00', '18/03']",18/03 01:00,350,9,9999,NIL,3,26,24,1009,89,,,,,NIL,,,,,,
"['02:00', '18/03']",18/03 02:00,350,4,9999,NIL,3,26,23,1008,84,,,,,1,,,,,,
"['02:35', '18/03']",18/03 02:35,350,4,9999,NIL,3,26,23,1009,84,,,,,1,,,,,,
"['03:00', '18/03']",18/03 03:00,360,7,9999,9000,5,26,23,1009,84,,,,,1,,,,,,
"['04:00', '18/03']",18/03 04:00,350,7,9999,NIL,3,26,23,1009,84,,,,,NIL,,,,,,
"['05:00', '18/03']",18/03 05:00,230,1,9999,8000,5,25,23,1008,89,,,,,NIL,,,,,,
"['06:00', '18/03']",18/03 06:00,190,2,9999,3500,5,25,23,1008,89,,,,,NIL,,,,,,
"['07:00', '18/03']",18/03 07:00,90,5,9999,4000,5,25,23,1008,89,,,,,NIL,,,,,,
"['08:00', '18/03']",18/03 08:00,160,9,9999,8000,5,26,22,1009,79,,,,,NIL,,,,,,
"['09:00', '18/03']",18/03 09:00,160,9,9999,7000,5,26,22,1009,79,,,,,NIL,,,,,,
"['10:00', '18/03']",18/03 10:00,180,12,9999,6000,5,25,21,1010,79,,,,,NIL,,,,,,
"['11:00', '18/03']",18/03 11:00,170,10,9999,NIL,3,25,21,1011,79,,,,,NIL,,,,,,
"['12:00', '18/03']",18/03 12:00,180,14,9999,NIL,3,26,21,1011,74,,,,,NIL,,,,,,
"['13:00', '18/03']",18/03 13:00,180,8,9999,NIL,3,26,21,1012,74,,,,,NIL,,,,,,
"['14:00', '18/03']",18/03 14:00,180,13,9999,NIL,3,26,21,1012,74,,,,,NIL,,,,,,
"['15:00', '18/03']",18/03 15:00,190,13,9999,2500,5,26,21,1012,74,,,,,NIL,,,,,,
"['16:00', '18/03']",18/03 16:00,170,13,9999,2300,5,27,21,1012,70,,,,,NIL,,,,,,
"['17:00', '18/03']",18/03 17:00,180,12,9999,2000,5,27,21,1012,70,,,,,NIL,,,,,,
"['19:00', '18/03']",18/03 19:00,170,9,9999,4000,5,26,20,1012,70,,,,,NIL,,,,,,
"['20:00', '18/03']",18/03 20:00,170,9,9999,5000,5,25,20,1012,74,,,,,NIL,,,,,,
"['21:00', '18/03']",18/03 21:00,180,8,9999,3500,5,24,20,1013,78,,,,,NIL,,,,,,
"['22:00', '18/03']",18/03 22:00,170,9,9999,4000,5,24,20,1013,78,,,,,NIL,,,,,,
"['23:00', '18/03']",18/03 23:00,170,6,9999,4000,5,24,19,1014,74,,,,,NIL,,,,,,
"['00:00', '19/03']",19/03 00:00,170,8,9999,5000,5,24,19,1015,74,,,,,NIL,,,,,,
"['01:00', '19/03']",19/03 01:00,180,7,9999,NIL,3,24,19,1015,74,,,,,,,,,,,
"['02:00', '19/03']",19/03 02:00,190,5,9999,NIL,3,24,14,1015,54,,,,,,,,,,,
"['03:00', '19/03']",19/03 03:00,170,11,9999,3000,5,24,19,1015,74,,,,,,,,,,,
"['04:00', '19/03']",19/03 04:00,180,9,9999,NIL,3,23,19,1015,78,,,,,,,,,,,
"['05:00', '19/03']",19/03 05:00,190,9,9999,NIL,3,23,18,1015,73,,,,,,,,,,,
"['06:00', '19/03']",19/03 06:00,190,7,9999,NIL,3,23,18,1014,73,,,,,,,,,,,
"['07:00', '19/03']",19/03 07:00,190,8,9999,NIL,3,23,18,1014,73,,,,,,,,,,,
"['08:00', '19/03']",19/03 08:00,190,7,9999,NIL,3,22,18,1015,78,,,,,,,,,,,
"['09:00', '19/03']",19/03 09:00,200,7,9999,NIL,2,22,18,1015,78,,,,,,,,,,,
"['10:00', '19/03']",19/03 10:00,220,5,9999,NIL,3,22,19,1016,83,,,,,,,,,,,
"['11:00', '19/03']",19/03 11:00,180,7,9999,NIL,2,24,19,1017,74,,,,,,,,,,,
"['12:00', '19/03']",19/03 12:00,180,8,9999,3800,5,24,19,1017,74,,,,,,,,,,,
"['13:00', '19/03']",19/03 13:00,200,9,9999,NIL,3,26,21,1017,74,,,,,,,,,,,
"['14:00', '19/03']",19/03 14:00,190,10,9999,NIL,3,26,20,1017,70,,,,,,,,,,,
"['15:00', '19/03']",19/03 15:00,170,8,9999,NIL,3,26,21,1017,74,,,,,,,,,,,
"['16:00', '19/03']",19/03 16:00,140,9,9999,NIL,3,27,20,1016,66,,,,,,,,,,,
"['17:00', '19/03']",19/03 17:00,120,11,9999,NIL,3,26,19,1016,65,,,,,,,,,,,
"['18:00', '19/03']",19/03 18:00,130,12,9999,NIL,2,27,20,1015,66,,,,,,,,,,,
"['19:00', '19/03']",19/03 19:00,130,12,9999,NIL,3,26,21,1015,74,,,,,,,,,,,
"['20:00', '19/03']",19/03 20:00,120,10,9999,4300,5,26,20,1016,70,,,,,,,,,,,
"['21:00', '19/03']",19/03 21:00,120,9,9999,4000,5,25,19,1016,69,,,,,,,,,,,
"['22:00', '19/03']",19/03 22:00,120,8,9999,4500,5,24,19,1016,74,,,,,,,,,,,
"['23:00', '19/03']",19/03 23:00,120,9,9999,4500,5,24,19,1017,74,,,,,,,,,,,
"['00:00', '20/03']",20/03 00:00,120,8,9999,NIL,3,24,19,1017,74,,,,,,,,,,,
"['01:00', '20/03']",20/03 01:00,130,8,9999,NIL,3,24,19,1018,74,NIL,,,,,,,,,,
"['02:00', '20/03']",20/03 02:00,130,5,9999,4000,5,24,19,1018,74,NIL,,,,,,,,,,
"['03:00', '20/03']",20/03 03:00,0,0,9999,NIL,3,22,19,1018,83,NIL,,,,,,,,,,
"['04:00', '20/03']",20/03 04:00,220,2,9999,NIL,2,21,19,1018,88,NIL,,,,,,,,,,
"['05:00', '20/03']",20/03 05:00,140,2,9999,NIL,2,21,19,1017,88,NIL,,,,,,,,,,
"['06:00', '20/03']",20/03 06:00,260,6,9999,NIL,3,22,20,1017,88,NIL,,,,,,,,,,
"['07:00', '20/03']",20/03 07:00,250,4,9999,NIL,2,21,19,1017,88,NIL,,,,,,,,,,
"['08:00', '20/03']",20/03 08:00,270,6,9999,NIL,NIL,21,20,1017,94,NIL,,,,,,,,,,
"['09:00', '20/03']",20/03 09:00,270,6,9999,NIL,NIL,21,19,1017,88,NIL,,,,,,,,,,
"['10:00', '20/03']",20/03 10:00,270,5,9999,NIL,NIL,21,19,1018,88,NIL,,,,,,,,,,
"['11:00', '20/03']",20/03 11:00,280,6,9999,NIL,2,23,20,1019,83,NIL,,,,,,,,,,
"['12:00', '20/03']",20/03 12:00,280,6,9999,NIL,2,25,20,1019,74,NIL,,,,,,,,,,
"['13:00', '20/03']",20/03 13:00,300,4,9999,5000,5,26,21,1019,74,NIL,,,,,,,,,,
"['14:00', '20/03']",20/03 14:00,VRB,4,9999,NIL,3,27,21,1019,70,NIL,,,,,,,,,,
"['15:00', '20/03']",20/03 15:00,280,4,9999,4000,5,28,22,1018,70,275,,,,,,,,,,
"['16:00', '20/03']",20/03 16:00,VRB,4,9999,3000,5,28,22,1017,70,NIL,,,,,,,,,,
"['17:00', '20/03']",20/03 17:00,280,4,9999,2700,5,27,22,1017,74,280,,,,,,,,,,
"['18:00', '20/03']",20/03 18:00,320,4,9999,3000,5,28,22,1016,70,130,,,,,,,,,,
"['19:00', '20/03']",20/03 19:00,360,4,9999,NIL,3,29,23,1015,70,190,,,,,,,,,,
"['20:00', '20/03']",20/03 20:00,330,7,9999,2500,5,29,24,1015,74,NIL,,,,,,,,,,
"['21:00', '20/03']",20/03 21:00,20,5,9999,NIL,3,28,23,1015,74,185,,,,,,,,,,
"['22:00', '20/03']",20/03 22:00,10,8,9999,NIL,3,27,23,1015,79,NIL,,,,,,,,,,
"['23:00', '20/03']",20/03 23:00,10,6,9999,NIL,3,26,23,1016,84,180,,,,,,,,,,
"['00:00', '21/03']",21/03 00:00,360,6,9999,NIL,3,26,24,1016,89,NIL,,,,,,,,,,
"['01:00', '21/03']",21/03 01:00,10,6,9999,NIL,2,26,23,1016,84,,,,,,,NIL,,,,
"['02:00', '21/03']",21/03 02:00,310,9,9999,NIL,3,26,24,1017,89,,,,,,,NIL,,,,
"['03:00', '21/03']",21/03 03:00,320,5,9999,NIL,3,26,24,1017,89,,,,,,,NIL,,,,
"['04:00', '21/03']",21/03 04:00,290,6,9999,2200,5,25,23,1016,89,,,,,,,NIL,,,,
"['05:00', '21/03']",21/03 05:00,320,5,9999,4500,5,25,23,1016,89,,,,,,,NIL,,,,
"['06:00', '21/03']",21/03 06:00,350,6,9999,3000,5,26,23,1016,84,,,,,,,NIL,,,,
"['07:00', '21/03']",21/03 07:00,360,7,9999,3500,5,26,24,1015,89,,,,,,,NIL,,,,
"['08:00', '21/03']",21/03 08:00,350,8,9999,4000,5,26,24,1015,89,,,,,,,NIL,,,,
"['09:00', '21/03']",21/03 09:00,360,10,9999,NIL,3,25,24,1015,94,,,,,,,NIL,,,,
"['10:00', '21/03']",21/03 10:00,340,10,9999,NIL,3,25,24,1015,94,,,,,,,NIL,,,,
"['11:00', '21/03']",21/03 11:00,340,14,9999,NIL,3,27,24,1016,84,,,,,,,NIL,,,,
"['12:00', '21/03']",21/03 12:00,340,13,9999,NIL,3,27,23,1016,79,,,,,,,NIL,,,,
"['13:00', '21/03']",21/03 13:00,350,14,9999,NIL,3,29,24,1016,74,,,,,,,NIL,,,,
"['14:00', '21/03']",21/03 14:00,350,15,9999,NIL,3,29,23,1015,70,,,,,,,NIL,,,,
"['15:00', '21/03']",21/03 15:00,350,16,9999,10000,5,30,23,1015,66,,,,,,,NIL,,,,
"['16:00', '21/03']",21/03 16:00,360,11,9999,10000,5,30,23,1014,66,,,,,,,NIL,,,,
"['17:00', '21/03']",21/03 17:00,360,10,9999,10000,5,30,24,1013,70,,,,,,,NIL,,,,
"['18:00', '21/03']",21/03 18:00,350,8,9999,10000,5,30,24,1013,70,,,,,,,NIL,,,,
"['19:00', '21/03']",21/03 19:00,350,9,9999,10000,5,30,25,1012,75,,,,,,,NIL,,,,
"['20:00', '21/03']",21/03 20:00,350,8,9999,10000,5,29,25,1012,79,,,,,,,NIL,,,,
"['21:00', '21/03']",21/03 21:00,340,7,9999,10000,5,28,24,1013,79,,,,,,,NIL,,,,
"['22:00', '21/03']",21/03 22:00,250,2,9999,NIL,3,27,24,1014,84,,,,,,,NIL,,,,
"['23:00', '21/03']",21/03 23:00,130,6,9999,NIL,3,28,23,1015,74,,,,,,,NIL,,,,
"['00:00', '22/03']",22/03 00:00,170,9,9999,NIL,NIL,27,22,1015,74,,,,,,,19,,,,
"['01:00', '22/03']",22/03 01:00,170,8,9999,NIL,NIL,27,21,1015,70,175,,,NIL,,,,,,,
"['02:00', '22/03']",22/03 02:00,150,9,9999,NIL,NIL,27,21,1015,70,145,,,NIL,,,,,,,
"['03:00', '22/03']",22/03 03:00,170,9,9999,NIL,NIL,27,21,1015,70,NIL,,,NIL,,,,,,,
"['04:00', '22/03']",22/03 04:00,150,7,9999,NIL,NIL,27,21,1015,70,NIL,,,NIL,,,,,,,
"['05:00', '22/03']",22/03 05:00,130,9,9999,NIL,3,26,22,1015,79,NIL,,,NIL,,,,,,,
"['06:00', '22/03']",22/03 06:00,160,6,9999,2000,5,26,22,1015,79,NIL,,,NIL,,,,,,,
"['07:00', '22/03']",22/03 07:00,150,6,9999,10000,5,26,22,1014,79,NIL,,,NIL,,,,,,,
"['08:00', '22/03']",22/03 08:00,160,4,9999,10000,5,25,22,1014,83,NIL,,,NIL,,,,,,,
"['09:00', '22/03']",22/03 09:00,110,4,9999,NIL,3,25,22,1015,83,NIL,,,NIL,,,,,,,
"['10:00', '22/03']",22/03 10:00,170,6,9999,10000,5,26,22,1016,79,NIL,,,NIL,,,,,,,
"['11:00', '22/03']",22/03 11:00,180,5,9999,NIL,3,26,22,1017,79,NIL,,,NIL,,,,,,,
"['12:00', '22/03']",22/03 12:00,170,5,9999,4000,5,26,22,1017,79,NIL,,,NIL,,,,,,,
"['13:00', '22/03']",22/03 13:00,180,9,9999,4000,5,26,22,1017,79,NIL,,,NIL,,,,,,,
"['14:00', '22/03']",22/03 14:00,170,4,9999,4000,5,27,23,1017,79,NIL,,,NIL,,,,,,,
"['15:00', '22/03']",22/03 15:00,190,8,9999,5000,5,27,22,1016,74,NIL,,,NIL,,,,,,,
"['16:00', '22/03']",22/03 16:00,180,7,9999,3500,5,28,23,1016,74,NIL,,,NIL,,,,,,,
"['17:00', '22/03']",22/03 17:00,140,11,9999,3000,5,28,23,1015,74,NIL,,,NIL,,,,,,,
"['18:00', '22/03']",22/03 18:00,170,12,9999,2500,5,26,22,1015,79,NIL,,,NIL,,,,,,,
"['19:00', '22/03']",22/03 19:00,150,8,9999,2200,5,25,23,1015,89,NIL,,,1,,,,,,,
"['20:00', '22/03']",22/03 20:00,130,9,2000,1400,5,24,23,1015,94,NIL,,,1,,,,,,,
"['21:00', '22/03']",22/03 21:00,170,5,4000,1400,5,24,23,1016,94,NIL,,,1,,,,,,,
"['22:00', '22/03']",22/03 22:00,190,10,4000,1400,5,23,22,1017,94,NIL,,,1,,,,,,,
"['23:00', '22/03']",22/03 23:00,180,7,5000,1500,5,23,22,1017,94,NIL,,,1,,,,,,,
"['00:00', '23/03']",23/03 00:00,160,5,9999,1500,5,23,22,1018,94,NIL,,,1,,,,,,,
"['00:30', '23/03']",23/03 00:30,180,9,9999,1100,5,23,22,1018,94,NIL,,,1,,,,,,,
"['01:00', '23/03']",23/03 01:00,180,7,9999,1100,5,23,21,1018,89,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,
"['01:20', '23/03']",23/03 01:20,200,8,2500,1100,5,22,22,1018,100,NIL,NIL,NIL,1,NIL,1,NIL,,,,
"['02:00', '23/03']",23/03 02:00,200,9,9999,1200,5,23,22,1018,94,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,
"['03:00', '23/03']",23/03 03:00,190,4,9999,1400,5,23,22,1017,94,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,
"['04:00', '23/03']",23/03 04:00,200,9,9999,1400,5,22,21,1017,94,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,
"['05:00', '23/03']",23/03 05:00,210,7,9999,4000,5,22,21,1017,94,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,
"['06:00', '23/03']",23/03 06:00,220,4,9999,4000,5,22,21,1016,94,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,
"['07:00', '23/03']",23/03 07:00,220,2,9999,4000,5,22,21,1015,94,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,
"['08:00', '23/03']",23/03 08:00,190,1,9999,4000,5,23,21,1015,89,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,
"['09:00', '23/03']",23/03 09:00,0,0,9999,4500,5,23,21,1016,89,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,
"['10:00', '23/03']",23/03 10:00,0,0,9999,4500,5,23,22,1016,94,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,
"['11:00', '23/03']",23/03 11:00,240,4,9999,4500,5,24,22,1016,89,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,
"['12:00', '23/03']",23/03 12:00,280,3,9999,7000,5,24,22,1016,89,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,
"['13:00', '23/03']",23/03 13:00,290,4,9999,7000,5,26,22,1016,79,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,
"['14:00', '23/03']",23/03 14:00,310,4,9999,7000,5,27,22,1016,74,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,
"['15:00', '23/03']",23/03 15:00,350,5,9999,NIL,3,27,22,1015,74,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,
"['17:00', '23/03']",23/03 17:00,350,8,9999,3000,5,28,21,1013,66,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,
"['18:00', '23/03']",23/03 18:00,350,8,9999,NIL,2,28,22,1013,70,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,
"['19:00', '23/03']",23/03 19:00,360,9,9999,NIL,2,28,22,1013,70,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,,,
"['20:00', '23/03']",23/03 20:00,70,3,9999,3500,5,26,23,1014,84,65,NIL,NIL,NIL,NIL,NIL,NIL,,,,
"['20:15', '23/03']",23/03 20:15,160,4,9999,2500,5,24,22,1014,89,150,4500,135,1,1,NIL,NIL,,,,
"['20:20', '23/03']",23/03 20:20,190,11,4000,2500,5,24,22,1014,89,190,NIL,NIL,1,1,NIL,23,,,,
"['21:00', '23/03']",23/03 21:00,160,3,4800,4000,5,24,23,1014,94,170,NIL,NIL,1,1,NIL,NIL,,,,
"['22:00', '23/03']",23/03 22:00,260,5,8000,7000,5,24,23,1015,94,NIL,NIL,NIL,1,1,NIL,NIL,,,,
"['23:00', '23/03']",23/03 23:00,290,6,9999,2000,5,24,23,1015,94,NIL,NIL,NIL,1,1,NIL,NIL,,,,
"['01:00', '24/03']",24/03 01:00,290,3,9999,1400,5,24,23,1015,94,NIL,,,1,,,NIL,,,,
"['02:00', '24/03']",24/03 02:00,340,5,9999,1500,5,24,23,1015,94,NIL,,,1,,,NIL,,,,
"['03:00', '24/03']",24/03 03:00,360,4,9999,1500,5,24,23,1014,94,NIL,,,NIL,,,NIL,,,,
"['04:00', '24/03']",24/03 04:00,330,3,9999,1500,5,24,23,1014,94,NIL,,,NIL,,,NIL,,,,
"['05:00', '24/03']",24/03 05:00,320,5,9999,1500,5,24,22,1013,89,NIL,,,NIL,,,NIL,,,,
"['06:00', '24/03']",24/03 06:00,270,4,9999,2000,5,23,22,1013,94,NIL,,,NIL,,,NIL,,,,
"['07:00', '24/03']",24/03 07:00,250,4,9999,2000,5,23,22,1013,94,NIL,,,NIL,,,NIL,,,,
"['08:00', '24/03']",24/03 08:00,290,6,9999,2000,5,23,22,1014,94,NIL,,,NIL,,,NIL,,,,
"['09:00', '24/03']",24/03 09:00,90,3,9999,NIL,3,22,21,1014,94,NIL,,,NIL,,,NIL,,,,
"['10:00', '24/03']",24/03 10:00,130,2,9999,NIL,2,23,21,1014,89,NIL,,,NIL,,,NIL,,,,
"['11:00', '24/03']",24/03 11:00,220,5,9999,NIL,NIL,25,21,1016,79,230,,,NIL,,,NIL,,,,
"['12:00', '24/03']",24/03 12:00,250,6,9999,NIL,2,25,22,1016,83,NIL,,,NIL,,,NIL,,,,
"['13:00', '24/03']",24/03 13:00,260,5,9999,NIL,2,26,22,1017,79,NIL,,,NIL,,,NIL,,,,
"['14:00', '24/03']",24/03 14:00,240,6,9999,NIL,2,28,22,1016,70,NIL,,,NIL,,,NIL,,,,
"['15:00', '24/03']",24/03 15:00,200,10,9999,NIL,2,29,22,1016,66,NIL,,,NIL,,,NIL,,,,
"['16:00', '24/03']",24/03 16:00,190,14,9999,NIL,2,30,22,1015,62,NIL,,,NIL,,,NIL,,,,
"['17:00', '24/03']",24/03 17:00,170,11,9999,NIL,3,29,22,1015,66,NIL,,,NIL,,,NIL,,,,
"['18:00', '24/03']",24/03 18:00,180,13,9999,NIL,2,28,21,1014,66,NIL,,,NIL,,,23,,,,
"['19:00', '24/03']",24/03 19:00,170,15,9999,NIL,3,27,22,1014,74,NIL,,,NIL,,,NIL,,,,
"['20:00', '24/03']",24/03 20:00,160,9,9999,5000,5,25,22,1015,83,NIL,,,NIL,,,NIL,,,,
"['21:00', '24/03']",24/03 21:00,130,9,9999,5000,5,25,21,1015,79,NIL,,,NIL,,,NIL,,,,
"['22:00', '24/03']",24/03 22:00,190,8,9999,5000,5,25,22,1016,83,NIL,,,NIL,,,NIL,,,,
"['23:00', '24/03']",24/03 23:00,190,10,9999,3500,5,24,21,1017,83,NIL,,,NIL,,,NIL,,,,
"['00:00', '25/03']",25/03 00:00,180,8,9999,2700,5,24,21,1017,83,NIL,,,NIL,,,NIL,,,,
"['01:00', '25/03']",25/03 01:00,200,11,9999,2500,5,23,22,1018,94,NIL,NIL,NIL,NIL,,NIL,,,,,
"['02:00', '25/03']",25/03 02:00,190,11,9999,7000,5,23,21,1018,89,NIL,NIL,NIL,NIL,,NIL,,,,,
"['03:00', '25/03']",25/03 03:00,160,4,9999,7000,5,23,21,1018,89,NIL,NIL,NIL,NIL,,NIL,,,,,
"['04:00', '25/03']",25/03 04:00,190,7,9999,2000,5,23,21,1017,89,NIL,NIL,NIL,NIL,,NIL,,,,,
"['05:00', '25/03']",25/03 05:00,190,7,5000,2000,5,22,21,1017,94,NIL,NIL,NIL,1,,NIL,,,,,
"['06:00', '25/03']",25/03 06:00,180,8,9999,1500,5,22,22,1016,100,NIL,NIL,NIL,1,,NIL,,,,,
"['07:00', '25/03']",25/03 07:00,200,5,9999,2000,5,22,21,1016,94,NIL,NIL,NIL,NIL,,NIL,,,,,
"['08:00', '25/03']",25/03 08:00,190,7,9999,4000,5,22,21,1016,94,NIL,NIL,NIL,NIL,,NIL,,,,,
"['09:00', '25/03']",25/03 09:00,190,4,9999,3500,5,22,21,1016,94,NIL,NIL,NIL,NIL,,NIL,,,,,
"['10:00', '25/03']",25/03 10:00,190,3,9999,3000,5,23,21,1017,89,NIL,NIL,NIL,NIL,,NIL,,,,,
"['11:00', '25/03']",25/03 11:00,210,5,9999,3500,5,24,22,1018,89,NIL,NIL,NIL,NIL,,NIL,,,,,
"['12:00', '25/03']",25/03 12:00,260,4,8000,1700,5,23,22,1018,94,NIL,NIL,NIL,NIL,,NIL,,,,,
"['13:00', '25/03']",25/03 13:00,230,5,9999,3000,5,25,21,1018,79,NIL,4000,180,NIL,,NIL,,,,,
"['13:16', '25/03']",25/03 13:16,150,8,3500,3000,5,23,21,1018,89,NIL,NIL,NIL,1,,NIL,,,,,
"['14:00', '25/03']",25/03 14:00,260,4,4500,3000,5,24,22,1018,89,NIL,NIL,NIL,NIL,,1,,,,,
"['14:43', '25/03']",25/03 14:43,230,5,9999,4000,5,25,22,1018,83,NIL,NIL,NIL,NIL,,NIL,,,,,
"['15:00', '25/03']",25/03 15:00,260,3,9999,4000,5,26,21,1018,74,NIL,NIL,NIL,NIL,,NIL,,,,,
"['16:00', '25/03']",25/03 16:00,140,3,9999,NIL,3,27,22,1017,74,NIL,NIL,NIL,NIL,,NIL,,,,,
"['17:00', '25/03']",25/03 17:00,220,7,9999,NIL,3,28,22,1016,70,NIL,NIL,NIL,NIL,,NIL,,,,,
"['18:00', '25/03']",25/03 18:00,110,7,9999,NIL,3,28,22,1015,70,110,NIL,NIL,NIL,,NIL,,,,,
"['19:00', '25/03']",25/03 19:00,100,8,9999,NIL,3,27,21,1015,70,100,NIL,NIL,NIL,,NIL,,,,,
"['20:00', '25/03']",25/03 20:00,90,9,9999,NIL,3,27,22,1015,74,NIL,NIL,NIL,NIL,,NIL,,,,,
"['21:00', '25/03']",25/03 21:00,100,9,9999,NIL,3,25,22,1015,83,NIL,NIL,NIL,NIL,,NIL,,,,,
"['22:00', '25/03']",25/03 22:00,100,5,9999,NIL,3,25,22,1015,83,NIL,NIL,NIL,NIL,,NIL,,,,,
"['23:00', '25/03']",25/03 23:00,90,2,9999,NIL,3,25,22,1016,83,NIL,NIL,NIL,NIL,,NIL,,,,,
"['00:00', '26/03']",26/03 00:00,VRB,2,9999,NIL,3,25,22,1016,83,NIL,NIL,NIL,NIL,,NIL,,,,,
"['01:00', '26/03']",26/03 01:00,10,4,9999,3500,5,25,22,1016,83,,NIL,NIL,NIL,NIL,,NIL,,,,
"['02:00', '26/03']",26/03 02:00,10,3,9999,3500,5,25,22,1016,83,,NIL,NIL,NIL,NIL,,NIL,,,,
"['03:00', '26/03']",26/03 03:00,350,4,9999,3500,5,25,22,1016,83,,NIL,NIL,NIL,NIL,,NIL,,,,
"['04:00', '26/03']",26/03 04:00,10,6,9999,3500,5,25,23,1015,89,,NIL,NIL,NIL,NIL,,NIL,,,,
"['05:00', '26/03']",26/03 05:00,350,3,9999,3000,5,25,22,1015,83,,NIL,NIL,NIL,NIL,,NIL,,,,
"['06:00', '26/03']",26/03 06:00,20,6,9999,2700,5,24,22,1014,89,,NIL,NIL,NIL,NIL,,NIL,,,,
"['07:00', '26/03']",26/03 07:00,360,6,9999,2500,5,24,23,1014,94,,NIL,NIL,NIL,NIL,,NIL,,,,
"['08:00', '26/03']",26/03 08:00,360,7,9999,3000,5,25,22,1013,83,,NIL,NIL,NIL,NIL,,NIL,,,,
"['09:00', '26/03']",26/03 09:00,10,7,9999,NIL,3,24,22,1013,89,,NIL,NIL,NIL,NIL,,NIL,,,,
"['10:00', '26/03']",26/03 10:00,360,8,9999,3000,5,24,23,1013,94,,NIL,NIL,NIL,NIL,,NIL,,,,
"['11:00', '26/03']",26/03 11:00,350,10,9999,NIL,3,26,23,1014,84,,NIL,NIL,NIL,NIL,,NIL,,,,
"['12:00', '26/03']",26/03 12:00,340,13,9999,NIL,3,26,22,1014,79,,NIL,NIL,NIL,NIL,,NIL,,,,
"['13:00', '26/03']",26/03 13:00,350,13,9999,NIL,3,27,21,1014,70,,NIL,NIL,NIL,NIL,,NIL,,,,
"['14:00', '26/03']",26/03 14:00,350,13,9999,NIL,3,28,22,1013,70,,NIL,NIL,NIL,NIL,,NIL,,,,
"['15:00', '26/03']",26/03 15:00,360,14,9999,NIL,3,29,23,1013,70,,NIL,NIL,NIL,NIL,,NIL,,,,
"['16:00', '26/03']",26/03 16:00,360,13,9999,NIL,3,29,22,1011,66,,NIL,NIL,NIL,NIL,,NIL,,,,
"['17:00', '26/03']",26/03 17:00,360,12,9999,NIL,2,30,23,1010,66,,NIL,NIL,NIL,NIL,,NIL,,,,
"['18:00', '26/03']",26/03 18:00,350,10,9999,NIL,2,30,23,1010,66,,NIL,NIL,NIL,NIL,,NIL,,,,
