validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,teto,cobertura,tt,po,qnh,ur,vnt_vrb,vis_setor,vis_setor_dir,chuva,trovoada,nevoa_umida,vnt_rajada,chuvisco,pancada,nevoeiro,nevoa_seca
"['01:00', '26/05']",26/05 01:00,VRB,2,9999,,,13,11,1020,88,,,,,,,,,,,
"['02:00', '26/05']",26/05 02:00,VRB,2,9999,,,14,11,1020,82,,,,,,,,,,,
"['03:00', '26/05']",26/05 03:00,300,3,9999,,,13,11,1020,88,,,,,,,,,,,
"['04:00', '26/05']",26/05 04:00,290,6,9999,,,13,10,1019,82,,,,,,,,,,,
"['05:00', '26/05']",26/05 05:00,320,2,9999,,,13,10,1019,82,,,,,,,,,,,
"['06:00', '26/05']",26/05 06:00,320,2,9999,,,12,10,1018,88,,,,,,,,,,,
"['07:00', '26/05']",26/05 07:00,300,4,9999,,,12,10,1018,88,,,,,,,,,,,
"['08:00', '26/05']",26/05 08:00,300,1,9999,,,12,10,1017,88,,,,,,,,,,,
"['09:00', '26/05']",26/05 09:00,270,2,9999,,,11,10,1018,94,,,,,,,,,,,
"['10:00', '26/05']",26/05 10:00,VRB,1,9999,,,11,10,1018,94,,,,,,,,,,,
"['11:00', '26/05']",26/05 11:00,270,4,9999,,,13,10,1019,82,,,,,,,,,,,
"['12:00', '26/05']",26/05 12:00,280,3,9999,,,15,11,1020,77,,,,,,,,,,,
"['13:00', '26/05']",26/05 13:00,260,2,9999,,,17,11,1020,68,,,,,,,,,,,
"['14:00', '26/05']",26/05 14:00,210,2,9999,,,19,12,1020,64,,,,,,,,,,,
"['15:00', '26/05']",26/05 15:00,110,7,9999,,,21,14,1019,64,,,,,,,,,,,
"['16:00', '26/05']",26/05 16:00,110,9,9999,,,21,14,1019,64,,,,,,,,,,,
"['17:00', '26/05']",26/05 17:00,110,11,9999,,,21,11,1018,53,,,,,,,,,,,
"['18:00', '26/05']",26/05 18:00,110,9,9999,,,21,11,1018,53,,,,,,,,,,,
"['19:00', '26/05']",26/05 19:00,110,8,9999,,,20,11,1018,56,,,,,,,,,,,
"['20:00', '26/05']",26/05 20:00,120,7,9999,,,19,13,1018,68,,,,,,,,,,,
"['21:00', '26/05']",26/05 21:00,50,4,9999,,,18,14,1017,77,,,,,,,,,,,
"['22:00', '26/05']",26/05 22:00,140,3,9999,,,15,12,1018,82,,,,,,,,,,,
"['23:00', '26/05']",26/05 23:00,0,0,9999,,,14,12,1018,88,,,,,,,,,,,
"['00:00', '27/05']",27/05 00:00,280,5,9999,,,15,13,1018,88,,,,,,,,,,,
"['01:00', '27/05']",27/05 01:00,320,2,9999,,,13,11,1018,88,,,,,,,,,,,
"['02:00', '27/05']",27/05 02:00,290,3,9999,,,12,11,1018,94,,,,,,,,,,,
"['03:00', '27/05']",27/05 03:00,30,2,9999,,,13,11,1018,88,,,,,,,,,,,
"['04:00', '27/05']",27/05 04:00,280,5,9999,,,14,12,1017,88,,,,,,,,,,,
"['05:00', '27/05']",27/05 05:00,330,8,9999,,,15,13,1016,88,,,,,,,,,,,
"['06:00', '27/05']",27/05 06:00,320,7,9999,,,15,13,1015,88,,,,,,,,,,,
"['07:00', '27/05']",27/05 07:00,330,8,9999,,,15,13,1015,88,,,,,,,,,,,
"['08:00', '27/05']",27/05 08:00,250,4,9999,,,14,12,1014,88,,,,,,,,,,,
"['09:00', '27/05']",27/05 09:00,240,3,9999,,,13,12,1015,94,,,,,,,,,,,
"['10:00', '27/05']",27/05 10:00,230,4,9999,,,11,10,1015,94,,,,,,,,,,,
"['11:00', '27/05']",27/05 11:00,260,6,9999,,,15,11,1016,77,,,,,,,,,,,
"['12:00', '27/05']",27/05 12:00,250,2,9999,,,16,13,1016,82,,,,,,,,,,,
"['13:00', '27/05']",27/05 13:00,320,5,9999,,,18,14,1015,77,,,,,,,,,,,
"['14:00', '27/05']",27/05 14:00,310,3,9999,,,20,13,1015,64,,,,,,,,,,,
"['15:00', '27/05']",27/05 15:00,300,4,9999,,,21,13,1015,60,,,,,,,,,,,
"['16:00', '27/05']",27/05 16:00,250,1,9999,,,24,12,1013,47,,,,,,,,,,,
"['17:00', '27/05']",27/05 17:00,130,6,9999,,,24,13,1013,50,,,,,,,,,,,
"['18:00', '27/05']",27/05 18:00,120,10,9999,,,23,12,1013,50,,,,,,,,,,,
"['19:00', '27/05']",27/05 19:00,VRB,3,9999,,,22,11,1013,50,,,,,,,,,,,
"['20:00', '27/05']",27/05 20:00,90,8,9999,,,20,13,1013,64,,,,,,,,,,,
"['21:00', '27/05']",27/05 21:00,80,5,9999,,,18,14,1013,77,,,,,,,,,,,
"['22:00', '27/05']",27/05 22:00,220,2,9999,,,14,13,1014,94,,,,,,,,,,,
"['23:00', '27/05']",27/05 23:00,270,3,9999,,,15,14,1014,94,,,,,,,,,,,
"['00:00', '28/05']",28/05 00:00,VRB,1,9999,,,15,12,1014,82,,,,,,,,,,,
"['01:00', '28/05']",28/05 01:00,290,3,9999,NIL,NIL,15,11,1014,77,,,,,,,,,,,
"['02:00', '28/05']",28/05 02:00,260,1,9999,NIL,NIL,13,11,1013,88,,,,,,,,,,,
"['03:00', '28/05']",28/05 03:00,310,1,9999,NIL,NIL,14,11,1013,82,,,,,,,,,,,
"['04:00', '28/05']",28/05 04:00,190,1,9999,NIL,NIL,13,10,1013,82,,,,,,,,,,,
"['05:00', '28/05']",28/05 05:00,310,2,9999,NIL,NIL,12,10,1012,88,,,,,,,,,,,
"['06:00', '28/05']",28/05 06:00,120,1,9999,NIL,NIL,12,11,1012,94,,,,,,,,,,,
"['07:00', '28/05']",28/05 07:00,320,2,9999,NIL,NIL,12,11,1012,94,,,,,,,,,,,
"['08:00', '28/05']",28/05 08:00,330,4,9999,NIL,NIL,14,11,1011,82,,,,,,,,,,,
"['09:00', '28/05']",28/05 09:00,310,3,9999,NIL,NIL,14,12,1012,88,,,,,,,,,,,
"['10:00', '28/05']",28/05 10:00,280,3,9999,NIL,NIL,14,13,1012,94,,,,,,,,,,,
"['11:00', '28/05']",28/05 11:00,290,5,9999,NIL,NIL,16,13,1012,82,,,,,,,,,,,
"['12:00', '28/05']",28/05 12:00,290,5,9999,NIL,NIL,17,13,1012,77,,,,,,,,,,,
"['13:00', '28/05']",28/05 13:00,300,3,9999,NIL,NIL,19,14,1011,73,,,,,,,,,,,
"['14:00', '28/05']",28/05 14:00,320,4,9999,NIL,2,18,14,1011,77,,,,,,,,,,,
"['15:00', '28/05']",28/05 15:00,250,3,9999,NIL,2,18,14,1009,77,,,,,,,,,,,
"['16:00', '28/05']",28/05 16:00,340,7,9999,NIL,2,20,18,1007,88,,,,,,,,,,,
"['17:00', '28/05']",28/05 17:00,340,10,9999,NIL,3,21,18,1005,83,,,,,,,,,,,
"['18:00', '28/05']",28/05 18:00,350,10,9999,2000,5,21,18,1004,83,,,,,,,,,,,
"['19:00', '28/05']",28/05 19:00,340,9,9999,NIL,3,21,18,1004,83,,,,,,,,,,,
"['20:00', '28/05']",28/05 20:00,330,6,9999,NIL,2,21,18,1004,83,,,,,,,,,,,
"['21:00', '28/05']",28/05 21:00,360,7,9999,NIL,2,21,18,1004,83,,,,,,,,,,,
"['22:00', '28/05']",28/05 22:00,340,7,9999,NIL,2,21,18,1003,83,,,,,,,,,,,
"['23:00', '28/05']",28/05 23:00,340,14,9999,NIL,NIL,21,18,1003,83,,,,,,,,,,,
"['00:00', '29/05']",29/05 00:00,320,5,9999,NIL,2,20,18,1003,88,,,,,,,,,,,
"['01:00', '29/05']",29/05 01:00,350,2,9999,NIL,2,20,18,1004,88,NIL,,,NIL,NIL,,NIL,,,,
"['02:00', '29/05']",29/05 02:00,120,6,9999,8000,5,20,17,1004,83,NIL,,,NIL,NIL,,NIL,,,,
"['03:00', '29/05']",29/05 03:00,60,4,9999,6000,5,20,18,1004,88,NIL,,,NIL,NIL,,NIL,,,,
"['04:00', '29/05']",29/05 04:00,190,13,9999,6000,5,21,16,1006,73,NIL,,,NIL,NIL,,29,,,,
"['04:09', '29/05']",29/05 04:09,190,17,9999,3000,5,20,15,1006,73,NIL,,,1,1,,27,,,,
"['04:20', '29/05']",29/05 04:20,180,16,4500,3000,5,19,16,1006,83,NIL,,,1,1,,26,,,,
"['04:45', '29/05']",29/05 04:45,190,13,2500,3000,5,18,16,1008,88,NIL,,,1,1,,24,,,,
"['05:00', '29/05']",29/05 05:00,190,13,2700,3000,5,17,16,1009,94,NIL,,,1,1,,24,,,,
"['06:00', '29/05']",29/05 06:00,180,6,5000,5000,5,18,16,1008,88,NIL,,,1,1,,NIL,,,,
"['07:00', '29/05']",29/05 07:00,270,4,9999,6000,5,17,16,1007,94,NIL,,,1,1,,NIL,,,,
"['08:00', '29/05']",29/05 08:00,330,10,9999,4500,5,17,16,1005,94,NIL,,,1,NIL,,NIL,,,,
"['09:00', '29/05']",29/05 09:00,240,5,9999,6000,5,18,16,1005,88,NIL,,,1,NIL,,NIL,,,,
"['10:00', '29/05']",29/05 10:00,310,7,9999,6000,5,18,17,1006,94,NIL,,,NIL,NIL,,NIL,,,,
"['11:00', '29/05']",29/05 11:00,350,9,9999,6000,5,18,17,1006,94,NIL,,,NIL,NIL,,NIL,,,,
"['12:00', '29/05']",29/05 12:00,290,3,9999,NIL,NIL,18,17,1007,94,280,,,NIL,NIL,,NIL,,,,
"['13:00', '29/05']",29/05 13:00,VRB,2,9999,NIL,NIL,21,18,1008,83,NIL,,,NIL,NIL,,NIL,,,,
"['14:00', '29/05']",29/05 14:00,VRB,5,9999,NIL,NIL,23,16,1009,65,NIL,,,NIL,NIL,,NIL,,,,
"['15:00', '29/05']",29/05 15:00,150,8,9999,NIL,NIL,23,16,1009,65,NIL,,,NIL,NIL,,NIL,,,,
"['16:00', '29/05']",29/05 16:00,130,13,9999,NIL,3,23,18,1009,73,NIL,,,NIL,NIL,,NIL,,,,
"['17:00', '29/05']",29/05 17:00,150,10,9999,4000,5,23,17,1009,69,NIL,,,NIL,NIL,,NIL,,,,
"['18:00', '29/05']",29/05 18:00,140,10,9999,3000,5,21,16,1010,73,NIL,,,NIL,NIL,,NIL,,,,
"['19:00', '29/05']",29/05 19:00,140,10,9999,3500,5,21,16,1010,73,NIL,,,NIL,NIL,,NIL,,,,
"['20:00', '29/05']",29/05 20:00,120,7,9999,3500,5,20,15,1011,73,NIL,,,NIL,NIL,,NIL,,,,
"['21:00', '29/05']",29/05 21:00,80,4,9999,3500,5,19,16,1012,83,NIL,,,NIL,NIL,,NIL,,,,
"['22:00', '29/05']",29/05 22:00,VRB,2,9999,NIL,NIL,19,16,1013,83,NIL,,,NIL,NIL,,NIL,,,,
"['23:00', '29/05']",29/05 23:00,350,3,9999,NIL,NIL,17,15,1013,88,NIL,,,NIL,NIL,,NIL,,,,
"['00:00', '30/05']",30/05 00:00,130,3,9999,NIL,NIL,17,15,1014,88,140,,,NIL,NIL,,NIL,,,,
"['01:00', '30/05']",30/05 01:00,130,2,9999,NIL,NIL,17,16,1014,94,NIL,,,,,,,,,,
"['02:00', '30/05']",30/05 02:00,150,3,9999,NIL,NIL,17,16,1015,94,NIL,,,,,,,,,,
"['03:00', '30/05']",30/05 03:00,300,4,9999,NIL,NIL,17,16,1015,94,NIL,,,,,,,,,,
"['04:00', '30/05']",30/05 04:00,140,5,9999,NIL,NIL,16,15,1016,94,NIL,,,,,,,,,,
"['05:00', '30/05']",30/05 05:00,170,5,9999,NIL,NIL,18,14,1017,77,NIL,,,,,,,,,,
"['06:00', '30/05']",30/05 06:00,150,8,9999,NIL,NIL,17,13,1016,77,NIL,,,,,,,,,,
"['07:00', '30/05']",30/05 07:00,180,4,9999,NIL,NIL,17,13,1017,77,NIL,,,,,,,,,,
"['08:00', '30/05']",30/05 08:00,160,9,9999,NIL,NIL,17,11,1017,68,NIL,,,,,,,,,,
"['09:00', '30/05']",30/05 09:00,160,8,9999,NIL,3,17,11,1017,68,NIL,,,,,,,,,,
"['10:00', '30/05']",30/05 10:00,180,6,9999,4000,5,16,11,1018,72,NIL,,,,,,,,,,
"['11:00', '30/05']",30/05 11:00,160,5,9999,4000,5,16,10,1019,68,150,,,,,,,,,,
"['12:00', '30/05']",30/05 12:00,160,5,9999,3600,5,17,11,1020,68,155,,,,,,,,,,
"['13:00', '30/05']",30/05 13:00,VRB,3,9999,3600,5,17,11,1020,68,NIL,,,,,,,,,,
"['14:00', '30/05']",30/05 14:00,170,4,9999,6000,5,18,11,1020,64,195,,,,,,,,,,
"['15:00', '30/05']",30/05 15:00,140,8,9999,6000,5,18,12,1020,68,NIL,,,,,,,,,,
"['16:00', '30/05']",30/05 16:00,150,8,9999,4000,5,17,12,1020,72,NIL,,,,,,,,,,
"['17:00', '30/05']",30/05 17:00,140,6,9999,3500,5,17,12,1019,72,NIL,,,,,,,,,,
"['18:00', '30/05']",30/05 18:00,140,7,9999,2500,5,17,12,1019,72,NIL,,,,,,,,,,
"['19:00', '30/05']",30/05 19:00,150,6,9999,2500,5,17,11,1019,68,NIL,,,,,,,,,,
"['20:00', '30/05']",30/05 20:00,160,6,9999,2500,5,17,11,1020,68,NIL,,,,,,,,,,
"['21:00', '30/05']",30/05 21:00,170,6,9999,2500,5,16,11,1021,72,NIL,,,,,,,,,,
"['22:00', '30/05']",30/05 22:00,180,4,9999,2500,5,16,11,1021,72,NIL,,,,,,,,,,
"['23:00', '30/05']",30/05 23:00,180,6,9999,2500,5,16,11,1021,72,NIL,,,,,,,,,,
"['00:00', '31/05']",31/05 00:00,180,6,9999,2500,5,16,10,1021,68,NIL,,,,,,,,,,
"['01:00', '31/05']",31/05 01:00,200,5,9999,2600,5,15,10,1021,72,,,,,,,,,,,
"['02:00', '31/05']",31/05 02:00,150,3,9999,2600,5,15,10,1021,72,,,,,,,,,,,
"['03:00', '31/05']",31/05 03:00,210,3,9999,3000,5,15,11,1021,77,,,,,,,,,,,
"['04:00', '31/05']",31/05 04:00,180,3,9999,3000,5,15,10,1021,72,,,,,,,,,,,
"['05:00', '31/05']",31/05 05:00,VRB,1,9999,3000,5,16,10,1021,68,,,,,,,,,,,
"['06:00', '31/05']",31/05 06:00,200,2,9999,3000,5,15,12,1020,82,,,,,,,,,,,
"['07:00', '31/05']",31/05 07:00,220,3,9999,3000,5,15,11,1020,77,,,,,,,,,,,
"['08:00', '31/05']",31/05 08:00,200,2,9999,3000,5,15,11,1020,77,,,,,,,,,,,
"['09:00', '31/05']",31/05 09:00,0,0,9999,3000,5,15,10,1020,72,,,,,,,,,,,
"['10:00', '31/05']",31/05 10:00,0,0,9999,3000,5,15,12,1021,82,,,,,,,,,,,
"['11:00', '31/05']",31/05 11:00,290,2,9999,2500,5,16,11,1022,72,,,,,,,,,,,
"['12:00', '31/05']",31/05 12:00,260,3,9999,2500,5,16,12,1022,77,,,,,,,,,,,
"['13:00', '31/05']",31/05 13:00,290,4,9999,2500,5,17,12,1022,72,,,,,,,,,,,
"['14:00', '31/05']",31/05 14:00,220,3,9999,3000,5,17,11,1022,68,,,,,,,,,,,
"['15:00', '31/05']",31/05 15:00,20,2,9999,NIL,3,19,12,1021,64,,,,,,,,,,,
"['16:00', '31/05']",31/05 16:00,20,5,9999,NIL,3,19,13,1020,68,,,,,,,,,,,
"['17:00', '31/05']",31/05 17:00,350,8,9999,4000,5,19,13,1019,68,,,,,,,,,,,
"['18:00', '31/05']",31/05 18:00,360,4,9999,NIL,3,20,14,1019,68,,,,,,,,,,,
"['19:00', '31/05']",31/05 19:00,100,6,9999,NIL,3,19,14,1019,73,,,,,,,,,,,
"['20:00', '31/05']",31/05 20:00,150,5,9999,NIL,3,19,14,1018,73,,,,,,,,,,,
"['21:00', '31/05']",31/05 21:00,140,3,9999,NIL,3,18,15,1019,83,,,,,,,,,,,
"['22:00', '31/05']",31/05 22:00,340,3,9999,NIL,3,18,14,1018,77,,,,,,,,,,,
"['23:00', '31/05']",31/05 23:00,200,3,9999,NIL,3,15,14,1018,94,,,,,,,,,,,
"['00:00', '01/06']",01/06 00:00,320,2,9999,NIL,3,16,13,1018,82,,,,,,,,,,,
"['01:00', '01/06']",01/06 01:00,350,5,9999,NIL,3,16,15,1018,94,NIL,,,,,,,,,,
"['02:00', '01/06']",01/06 02:00,320,3,9999,NIL,3,15,13,1018,88,320,,,,,,,,,,
"['03:00', '01/06']",01/06 03:00,320,5,9999,NIL,3,16,15,1018,94,NIL,,,,,,,,,,
"['04:00', '01/06']",01/06 04:00,310,4,9999,NIL,3,15,14,1018,94,NIL,,,,,,,,,,
"['05:00', '01/06']",01/06 05:00,260,2,9999,NIL,2,13,12,1018,94,NIL,,,,,,,,,,
"['06:00', '01/06']",01/06 06:00,270,2,9999,NIL,3,13,12,1017,94,NIL,,,,,,,,,,
"['07:00', '01/06']",01/06 07:00,290,2,9999,NIL,3,12,12,1017,100,NIL,,,,,,,,,,
"['08:00', '01/06']",01/06 08:00,VRB,1,9999,800,5,13,11,1016,88,NIL,,,,,,,,,,
"['09:00', '01/06']",01/06 09:00,290,4,9999,700,5,14,13,1016,94,150,,,,,,,,,,
"['10:00', '01/06']",01/06 10:00,320,6,9999,NIL,2,13,12,1017,94,NIL,,,,,,,,,,
"['11:00', '01/06']",01/06 11:00,340,4,9999,NIL,NIL,15,13,1017,88,NIL,,,,,,,,,,
"['12:00', '01/06']",01/06 12:00,320,6,9999,NIL,NIL,16,14,1017,88,NIL,,,,,,,,,,
"['13:00', '01/06']",01/06 13:00,320,5,9999,NIL,NIL,17,14,1017,83,NIL,,,,,,,,,,
"['14:00', '01/06']",01/06 14:00,320,3,9999,NIL,NIL,19,13,1017,68,NIL,,,,,,,,,,
"['15:00', '01/06']",01/06 15:00,360,4,9999,NIL,NIL,21,12,1016,56,NIL,,,,,,,,,,
"['16:00', '01/06']",01/06 16:00,350,6,9999,NIL,NIL,22,13,1015,57,NIL,,,,,,,,,,
"['17:00', '01/06']",01/06 17:00,340,3,9999,NIL,NIL,23,13,1015,53,NIL,,,,,,,,,,
"['18:00', '01/06']",01/06 18:00,120,10,9999,NIL,NIL,22,15,1014,65,NIL,,,,,,,,,,
"['19:00', '01/06']",01/06 19:00,140,8,9999,NIL,NIL,21,16,1014,73,NIL,,,,,,,,,,
"['20:00', '01/06']",01/06 20:00,150,5,9999,NIL,NIL,20,16,1014,78,NIL,,,,,,,,,,
"['21:00', '01/06']",01/06 21:00,250,3,9999,7000,5,18,16,1014,88,245,,,,,,,,,,
"['22:00', '01/06']",01/06 22:00,250,4,9999,NIL,NIL,18,16,1014,88,230,,,,,,,,,,
"['23:00', '01/06']",01/06 23:00,360,4,9999,NIL,NIL,18,16,1014,88,170,,,,,,,,,,
"['00:00', '02/06']",02/06 00:00,290,6,9999,NIL,3,17,15,1015,88,NIL,,,,,,,,,,
"['01:00', '02/06']",02/06 01:00,330,6,9999,,,17,15,1014,88,NIL,,,,,,,,,,
"['02:00', '02/06']",02/06 02:00,330,9,9999,,,18,16,1014,88,NIL,,,,,,,,,,
"['03:00', '02/06']",02/06 03:00,330,8,9999,,,18,16,1014,88,NIL,,,,,,,,,,
"['04:00', '02/06']",02/06 04:00,310,10,9999,,,17,16,1014,94,NIL,,,,,,,,,,
"['05:00', '02/06']",02/06 05:00,320,7,9999,,,17,15,1013,88,NIL,,,,,,,,,,
"['06:00', '02/06']",02/06 06:00,330,11,9999,,,18,15,1013,83,NIL,,,,,,,,,,
"['07:00', '02/06']",02/06 07:00,290,8,9999,,,18,15,1013,83,NIL,,,,,,,,,,
"['08:00', '02/06']",02/06 08:00,330,7,9999,,,17,15,1013,88,NIL,,,,,,,,,,
"['09:00', '02/06']",02/06 09:00,360,7,9999,,,17,15,1013,88,NIL,,,,,,,,,,
"['10:00', '02/06']",02/06 10:00,340,4,9999,,,17,15,1014,88,NIL,,,,,,,,,,
"['11:00', '02/06']",02/06 11:00,320,9,9999,,,18,15,1014,83,NIL,,,,,,,,,,
"['12:00', '02/06']",02/06 12:00,340,8,9999,,,20,15,1014,73,NIL,,,,,,,,,,
"['13:00', '02/06']",02/06 13:00,340,12,9999,,,21,15,1014,69,NIL,,,,,,,,,,
"['14:00', '02/06']",02/06 14:00,340,14,9999,,,22,15,1013,65,NIL,,,,,,,,,,
"['15:00', '02/06']",02/06 15:00,350,13,9999,,,24,14,1012,54,NIL,,,,,,,,,,
"['16:00', '02/06']",02/06 16:00,350,8,9999,,,25,14,1012,50,NIL,,,,,,,,,,
"['17:00', '02/06']",02/06 17:00,330,10,9999,,,25,15,1011,54,320,,,,,,,,,,
"['18:00', '02/06']",02/06 18:00,360,9,9999,,,25,16,1011,57,NIL,,,,,,,,,,
"['19:00', '02/06']",02/06 19:00,360,7,9999,,,24,16,1011,61,NIL,,,,,,,,,,
"['20:00', '02/06']",02/06 20:00,350,7,9999,,,24,17,1011,65,NIL,,,,,,,,,,
"['21:00', '02/06']",02/06 21:00,340,11,9999,,,23,17,1012,69,NIL,,,,,,,,,,
"['22:00', '02/06']",02/06 22:00,310,9,9999,,,22,18,1012,78,NIL,,,,,,,,,,
"['23:00', '02/06']",02/06 23:00,320,7,9999,,,21,18,1013,83,NIL,,,,,,,,,,
"['00:00', '03/06']",03/06 00:00,200,3,9999,,,21,18,1014,83,225,,,,,,,,,,
"['01:00', '03/06']",03/06 01:00,30,3,9999,NIL,NIL,20,17,1014,83,195,,,,,,,,,,
"['02:00', '03/06']",03/06 02:00,160,5,9999,NIL,NIL,19,17,1015,88,170,,,,,,,,,,
"['03:00', '03/06']",03/06 03:00,120,4,9999,NIL,NIL,20,15,1015,73,NIL,,,,,,,,,,
"['04:00', '03/06']",03/06 04:00,110,5,9999,NIL,NIL,19,15,1016,78,NIL,,,,,,,,,,
"['05:00', '03/06']",03/06 05:00,90,5,9999,NIL,NIL,19,14,1016,73,95,,,,,,,,,,
"['06:00', '03/06']",03/06 06:00,170,6,9999,NIL,NIL,19,12,1016,64,175,,,,,,,,,,
"['07:00', '03/06']",03/06 07:00,170,5,9999,NIL,NIL,20,08,1016,46,NIL,,,,,,,,,,
"['08:00', '03/06']",03/06 08:00,VRB,2,9999,NIL,NIL,18,07,1016,49,NIL,,,,,,,,,,
"['09:00', '03/06']",03/06 09:00,VRB,2,9999,NIL,2,16,10,1016,68,NIL,,,,,,,,,,
"['10:00', '03/06']",03/06 10:00,240,2,9999,7000,5,16,14,1018,88,NIL,,,,,,,,,,
"['11:00', '03/06']",03/06 11:00,VRB,2,9999,3000,5,17,14,1019,83,NIL,,,,,,,,,,
"['12:00', '03/06']",03/06 12:00,VRB,2,9999,3000,5,20,13,1019,64,NIL,,,,,,,,,,
"['13:00', '03/06']",03/06 13:00,200,5,9999,4000,5,20,12,1020,60,200,,,,,,,,,,
"['14:00', '03/06']",03/06 14:00,250,6,9999,NIL,2,21,13,1020,60,NIL,,,,,,,,,,
"['15:00', '03/06']",03/06 15:00,VRB,3,9999,NIL,2,22,14,1019,60,NIL,,,,,,,,,,
"['16:00', '03/06']",03/06 16:00,110,8,9999,NIL,3,22,14,1019,60,NIL,,,,,,,,,,
"['17:00', '03/06']",03/06 17:00,110,8,9999,NIL,3,21,14,1019,64,NIL,,,,,,,,,,
"['18:00', '03/06']",03/06 18:00,110,8,9999,3600,5,21,14,1019,64,NIL,,,,,,,,,,
"['19:00', '03/06']",03/06 19:00,90,6,9999,3600,5,21,15,1019,69,NIL,,,,,,,,,,
"['20:00', '03/06']",03/06 20:00,110,6,9999,NIL,3,19,15,1019,78,NIL,,,,,,,,,,
"['21:00', '03/06']",03/06 21:00,100,6,9999,NIL,NIL,18,15,1020,83,NIL,,,,,,,,,,
"['22:00', '03/06']",03/06 22:00,90,4,9999,NIL,NIL,17,15,1020,88,NIL,,,,,,,,,,
"['23:00', '03/06']",03/06 23:00,110,3,9999,NIL,NIL,17,15,1021,88,NIL,,,,,,,,,,
"['00:00', '04/06']",04/06 00:00,130,2,9999,NIL,NIL,16,14,1021,88,NIL,,,,,,,,,,
"['01:00', '04/06']",04/06 01:00,0,0,9999,NIL,NIL,15,14,1021,94,,,,,,,,,,,
"['02:00', '04/06']",04/06 02:00,290,1,9999,3000,5,16,15,1021,94,,,,,,,,,,,
"['03:00', '04/06']",04/06 03:00,340,6,9999,3000,5,18,16,1021,88,,,,,,,,,,,
"['04:00', '04/06']",04/06 04:00,340,8,9999,3000,5,18,16,1021,88,,,,,,,,,,,
"['05:00', '04/06']",04/06 05:00,320,10,9999,3000,5,18,16,1020,88,,,,,,,,,,,
"['06:00', '04/06']",04/06 06:00,300,11,9999,3000,5,19,16,1020,83,,,,,,,,,,,
"['07:00', '04/06']",04/06 07:00,320,13,9999,3000,5,19,15,1020,78,,,,,,,,,,,
"['08:00', '04/06']",04/06 08:00,310,13,9999,3000,5,19,14,1020,73,,,,,,,,,,,
"['09:00', '04/06']",04/06 09:00,330,12,9999,NIL,3,19,15,1020,78,,,,,,,,,,,
"['10:00', '04/06']",04/06 10:00,330,10,9999,3000,5,19,15,1020,78,,,,,,,,,,,
"['11:00', '04/06']",04/06 11:00,320,12,9999,NIL,3,20,16,1021,78,,,,,,,,,,,
"['12:00', '04/06']",04/06 12:00,340,14,9999,NIL,NIL,21,16,1021,73,,,,,,,,,,,
"['13:00', '04/06']",04/06 13:00,340,15,9999,NIL,NIL,22,17,1021,73,,,,,,,,,,,
"['14:00', '04/06']",04/06 14:00,340,15,9999,NIL,NIL,23,16,1020,65,,,,,,,,,,,
"['15:00', '04/06']",04/06 15:00,350,16,9999,NIL,NIL,23,16,1020,65,,,,,,,,,,,
"['16:00', '04/06']",04/06 16:00,350,16,9999,NIL,NIL,24,16,1019,61,,,,,,,,,,,
"['17:00', '04/06']",04/06 17:00,350,15,9999,NIL,NIL,24,11,1018,44,,,,,,,,,,,
"['18:00', '04/06']",04/06 18:00,350,13,9999,NIL,NIL,24,17,1018,65,,,,,,,,,,,
"['19:00', '04/06']",04/06 19:00,360,11,9999,NIL,NIL,24,17,1017,65,,,,,,,,,,,
"['20:00', '04/06']",04/06 20:00,350,14,9999,NIL,NIL,23,17,1018,69,,,,,,,,,,,
"['21:00', '04/06']",04/06 21:00,100,9,9999,NIL,NIL,22,18,1018,78,,,,,,,,,,,
"['22:00', '04/06']",04/06 22:00,100,9,9999,NIL,NIL,21,18,1019,83,,,,,,,,,,,
"['23:00', '04/06']",04/06 23:00,350,9,9999,NIL,NIL,22,17,1019,73,,,,,,,,,,,
"['00:00', '05/06']",05/06 00:00,350,10,9999,NIL,NIL,21,18,1019,83,,,,,,,,,,,
"['01:00', '05/06']",05/06 01:00,350,11,9999,2300,5,21,19,1019,88,,,,,,,NIL,,,,
"['02:00', '05/06']",05/06 02:00,340,9,9999,2000,5,21,19,1019,88,,,,,,,NIL,,,,
"['03:00', '05/06']",05/06 03:00,330,9,9999,2500,5,21,19,1019,88,,,,,,,NIL,,,,
"['04:00', '05/06']",05/06 04:00,340,8,9999,500,5,21,19,1018,88,,,,,,,NIL,,,,
"['05:00', '05/06']",05/06 05:00,350,12,9999,2100,5,21,19,1018,88,,,,,,,NIL,,,,
"['06:00', '05/06']",05/06 06:00,360,7,9999,2500,5,21,19,1017,88,,,,,,,NIL,,,,
"['07:00', '05/06']",05/06 07:00,340,9,9999,2500,5,21,19,1017,88,,,,,,,NIL,,,,
"['08:00', '05/06']",05/06 08:00,340,10,9999,2500,5,22,20,1017,88,,,,,,,NIL,,,,
"['09:00', '05/06']",05/06 09:00,330,9,9999,3000,5,21,19,1017,88,,,,,,,NIL,,,,
"['10:00', '05/06']",05/06 10:00,350,10,9999,3000,5,21,19,1018,88,,,,,,,NIL,,,,
"['11:00', '05/06']",05/06 11:00,360,10,9999,NIL,3,22,19,1018,83,,,,,,,NIL,,,,
