validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,teto,cobertura,tt,po,qnh,ur,chuva,trovoada,vnt_rajada,vis_setor,vis_setor_dir,nevoa_umida,vnt_vrb,pancada,chuvisco,fumaca,nevoa_seca
"['06:00', '03/12']",03/12 06:00,320,3,9999,NIL,2,26,23,1007,84,NIL,,,,,,,,,,
"['07:00', '03/12']",03/12 07:00,320,2,9999,NIL,2,26,23,1007,84,NIL,,,,,,,,,,
"['08:00', '03/12']",03/12 08:00,180,2,9999,5000,5,26,24,1007,89,NIL,,,,,,,,,,
"['09:00', '03/12']",03/12 09:00,200,5,9999,4500,5,26,24,1008,89,NIL,,,,,,,,,,
"['10:00', '03/12']",03/12 10:00,330,3,9999,4000,5,26,24,1009,89,NIL,,,,,,,,,,
"['11:00', '03/12']",03/12 11:00,230,5,9999,3000,5,26,24,1010,89,NIL,,,,,,,,,,
"['12:00', '03/12']",03/12 12:00,210,7,9999,2500,5,25,23,1011,89,NIL,,,,,,,,,,
"['12:13', '03/12']",03/12 12:13,220,7,4000,2500,5,24,23,1011,94,1,,,,,,,,,,
"['13:00', '03/12']",03/12 13:00,240,7,9999,5000,5,25,24,1011,94,1,,,,,,,,,,
"['14:00', '03/12']",03/12 14:00,270,5,9999,6000,5,27,23,1011,79,NIL,,,,,,,,,,
"['15:00', '03/12']",03/12 15:00,340,2,9999,6000,5,28,24,1010,79,NIL,,,,,,,,,,
"['16:00', '03/12']",03/12 16:00,320,3,9999,NIL,3,30,25,1010,75,NIL,,,,,,,,,,
"['17:00', '03/12']",03/12 17:00,320,4,9999,NIL,3,31,25,1010,71,NIL,,,,,,,,,,
"['18:00', '03/12']",03/12 18:00,230,7,9999,NIL,3,32,24,1007,63,NIL,,,,,,,,,,
"['19:00', '03/12']",03/12 19:00,340,4,9999,NIL,3,31,24,1006,66,NIL,,,,,,,,,,
"['20:00', '03/12']",03/12 20:00,230,8,9999,2000,5,30,24,1006,70,NIL,,,,,,,,,,
"['21:00', '03/12']",03/12 21:00,160,2,9999,NIL,3,28,24,1006,79,NIL,,,,,,,,,,
"['22:00', '03/12']",03/12 22:00,90,2,9999,NIL,3,28,25,1006,84,NIL,,,,,,,,,,
"['23:00', '03/12']",03/12 23:00,110,3,9999,NIL,3,27,25,1007,89,NIL,,,,,,,,,,
"['00:00', '04/12']",04/12 00:00,290,2,9999,NIL,3,28,25,1007,84,NIL,,,,,,,,,,
"['01:00', '04/12']",04/12 01:00,0,0,9999,NIL,3,28,25,1008,84,,,,,,,,,,,
"['02:00', '04/12']",04/12 02:00,320,4,9999,NIL,3,27,25,1009,89,,,,,,,,,,,
"['03:00', '04/12']",04/12 03:00,310,4,9999,NIL,NIL,27,25,1009,89,,,,,,,,,,,
"['04:00', '04/12']",04/12 04:00,330,5,9999,NIL,NIL,27,24,1009,84,,,,,,,,,,,
"['05:00', '04/12']",04/12 05:00,310,5,9999,NIL,NIL,27,25,1008,89,,,,,,,,,,,
"['06:00', '04/12']",04/12 06:00,310,5,9999,NIL,NIL,27,24,1008,84,,,,,,,,,,,
"['07:00', '04/12']",04/12 07:00,310,5,9999,NIL,NIL,27,25,1008,89,,,,,,,,,,,
"['08:00', '04/12']",04/12 08:00,260,3,9999,NIL,NIL,27,24,1008,84,,,,,,,,,,,
"['09:00', '04/12']",04/12 09:00,330,2,9999,NIL,NIL,26,24,1009,89,,,,,,,,,,,
"['10:00', '04/12']",04/12 10:00,330,2,9999,NIL,NIL,26,25,1009,94,,,,,,,,,,,
"['11:00', '04/12']",04/12 11:00,330,3,9999,NIL,NIL,28,25,1010,84,,,,,,,,,,,
"['12:00', '04/12']",04/12 12:00,310,7,9999,NIL,2,30,24,1011,70,,,,,,,,,,,
"['13:00', '04/12']",04/12 13:00,300,7,9999,NIL,2,31,25,1011,71,,,,,,,,,,,
"['14:00', '04/12']",04/12 14:00,300,5,9999,NIL,3,32,25,1011,67,,,,,,,,,,,
"['15:00', '04/12']",04/12 15:00,310,4,9999,2500,5,32,24,1010,63,,,,,,,,,,,
"['16:00', '04/12']",04/12 16:00,50,2,9999,2500,5,33,23,1010,56,,,,,,,,,,,
"['17:00', '04/12']",04/12 17:00,310,6,9999,2500,5,34,22,1009,50,,,,,,,,,,,
"['18:00', '04/12']",04/12 18:00,300,10,9999,2500,5,31,25,1008,71,,,,,,,,,,,
"['19:00', '04/12']",04/12 19:00,280,7,9999,2500,5,32,24,1007,63,,,,,,,,,,,
"['20:00', '04/12']",04/12 20:00,260,6,9999,10000,5,32,24,1007,63,,,,,,,,,,,
"['21:00', '04/12']",04/12 21:00,170,8,9999,10000,5,30,26,1007,79,,,,,,,,,,,
"['22:00', '04/12']",04/12 22:00,170,3,9999,10000,5,29,26,1008,84,,,,,,,,,,,
"['23:00', '04/12']",04/12 23:00,150,1,9999,10000,5,28,26,1009,89,,,,,,,,,,,
"['00:00', '05/12']",05/12 00:00,120,1,9999,10000,5,28,25,1010,84,,,,,,,,,,,
"['01:00', '05/12']",05/12 01:00,110,5,9999,10000,5,28,26,1011,89,NIL,NIL,NIL,,,,,,,,
"['02:00', '05/12']",05/12 02:00,120,16,9999,10000,5,26,20,1013,70,NIL,NIL,NIL,,,,,,,,
"['03:00', '05/12']",05/12 03:00,100,5,9999,10000,5,24,20,1011,78,NIL,NIL,NIL,,,,,,,,
"['04:00', '05/12']",05/12 04:00,50,4,9999,10000,5,25,20,1011,74,NIL,NIL,NIL,,,,,,,,
"['05:00', '05/12']",05/12 05:00,310,5,9999,10000,5,25,20,1011,74,NIL,NIL,NIL,,,,,,,,
"['06:00', '05/12']",05/12 06:00,350,3,9999,10000,5,25,21,1010,79,NIL,NIL,NIL,,,,,,,,
"['07:00', '05/12']",05/12 07:00,220,2,9999,10000,5,25,21,1009,79,NIL,NIL,NIL,,,,,,,,
"['08:00', '05/12']",05/12 08:00,320,2,9999,10000,5,25,21,1010,79,NIL,NIL,NIL,,,,,,,,
"['09:00', '05/12']",05/12 09:00,320,2,9999,NIL,3,25,21,1010,79,NIL,NIL,NIL,,,,,,,,
"['10:00', '05/12']",05/12 10:00,330,3,9999,NIL,3,25,22,1011,83,NIL,NIL,NIL,,,,,,,,
"['11:00', '05/12']",05/12 11:00,290,4,9999,NIL,NIL,26,21,1012,74,NIL,NIL,NIL,,,,,,,,
"['12:00', '05/12']",05/12 12:00,0,0,9999,NIL,NIL,29,22,1012,66,NIL,NIL,NIL,,,,,,,,
"['13:00', '05/12']",05/12 13:00,340,2,9999,NIL,3,30,23,1013,66,NIL,NIL,NIL,,,,,,,,
"['14:00', '05/12']",05/12 14:00,70,2,9999,NIL,3,31,23,1013,63,NIL,NIL,NIL,,,,,,,,
"['15:00', '05/12']",05/12 15:00,300,3,9999,NIL,3,32,24,1012,63,NIL,NIL,NIL,,,,,,,,
"['16:00', '05/12']",05/12 16:00,310,6,9999,2000,5,33,24,1011,59,NIL,NIL,NIL,,,,,,,,
"['17:00', '05/12']",05/12 17:00,0,0,9999,2000,5,34,23,1010,53,NIL,NIL,NIL,,,,,,,,
"['18:00', '05/12']",05/12 18:00,350,21,9999,2000,5,27,22,1010,74,NIL,NIL,NIL,,,,,,,,
"['18:20', '05/12']",05/12 18:20,360,20,3000,1100,5,25,23,1011,89,1,1,32,,,,,,,,
"['19:00', '05/12']",05/12 19:00,30,5,3000,1300,5,24,24,1011,100,1,1,NIL,,,,,,,,
"['19:10', '05/12']",05/12 19:10,340,5,5000,1500,5,25,24,1009,94,1,1,NIL,,,,,,,,
"['20:00', '05/12']",05/12 20:00,330,5,9999,2000,5,25,24,1010,94,1,1,NIL,,,,,,,,
"['21:00', '05/12']",05/12 21:00,310,7,9999,10000,5,25,24,1009,94,1,NIL,NIL,,,,,,,,
"['22:00', '05/12']",05/12 22:00,260,5,9999,10000,5,25,24,1010,94,1,NIL,NIL,,,,,,,,
"['23:00', '05/12']",05/12 23:00,300,4,9999,10000,5,25,24,1011,94,NIL,NIL,NIL,,,,,,,,
"['00:00', '06/12']",06/12 00:00,280,4,9999,10000,5,25,23,1012,89,NIL,NIL,NIL,,,,,,,,
"['01:00', '06/12']",06/12 01:00,300,4,9999,10000,5,25,24,1012,94,,,,,,,,,,,
"['02:00', '06/12']",06/12 02:00,320,6,9999,10000,5,24,23,1014,94,,,,,,,,,,,
"['03:00', '06/12']",06/12 03:00,310,7,9999,10000,5,24,23,1013,94,,,,,,,,,,,
"['04:00', '06/12']",06/12 04:00,300,8,9999,NIL,NIL,24,23,1013,94,,,,,,,,,,,
"['05:00', '06/12']",06/12 05:00,230,7,9999,NIL,NIL,24,23,1013,94,,,,,,,,,,,
"['06:00', '06/12']",06/12 06:00,300,6,9999,NIL,NIL,24,23,1012,94,,,,,,,,,,,
"['07:00', '06/12']",06/12 07:00,300,5,9999,NIL,NIL,24,22,1012,89,,,,,,,,,,,
"['08:00', '06/12']",06/12 08:00,300,6,9999,NIL,NIL,23,22,1012,94,,,,,,,,,,,
"['09:00', '06/12']",06/12 09:00,0,0,9999,NIL,NIL,24,22,1012,89,,,,,,,,,,,
"['10:00', '06/12']",06/12 10:00,0,0,9999,NIL,NIL,24,23,1013,94,,,,,,,,,,,
"['11:00', '06/12']",06/12 11:00,330,2,9999,NIL,2,25,23,1014,89,,,,,,,,,,,
"['12:00', '06/12']",06/12 12:00,190,1,9999,1500,5,26,23,1014,84,,,,,,,,,,,
"['13:00', '06/12']",06/12 13:00,80,3,9999,NIL,3,27,23,1014,79,,,,,,,,,,,
"['14:00', '06/12']",06/12 14:00,20,2,9999,2000,5,29,23,1014,70,,,,,,,,,,,
"['15:00', '06/12']",06/12 15:00,50,4,9999,2000,5,30,23,1013,66,,,,,,,,,,,
"['16:00', '06/12']",06/12 16:00,140,4,9999,2000,5,31,23,1013,63,,,,,,,,,,,
"['17:00', '06/12']",06/12 17:00,160,5,9999,2000,5,32,23,1012,59,,,,,,,,,,,
"['18:00', '06/12']",06/12 18:00,160,5,9999,2000,5,32,22,1010,56,,,,,,,,,,,
"['19:00', '06/12']",06/12 19:00,160,5,9999,2000,5,33,22,1009,53,,,,,,,,,,,
"['20:00', '06/12']",06/12 20:00,170,5,9999,NIL,3,33,23,1008,56,,,,,,,,,,,
"['21:00', '06/12']",06/12 21:00,160,6,9999,NIL,3,33,23,1008,56,,,,,,,,,,,
"['22:00', '06/12']",06/12 22:00,160,4,9999,NIL,2,32,23,1008,59,,,,,,,,,,,
"['23:00', '06/12']",06/12 23:00,140,2,9999,NIL,2,30,24,1009,70,,,,,,,,,,,
"['00:00', '07/12']",07/12 00:00,0,0,9999,NIL,2,29,24,1010,74,,,,,,,,,,,
"['01:00', '07/12']",07/12 01:00,0,0,9999,NIL,NIL,29,23,1011,70,,,,,,,,,,,
"['02:00', '07/12']",07/12 02:00,0,0,9999,NIL,NIL,28,24,1011,79,,,,,,,,,,,
"['03:00', '07/12']",07/12 03:00,0,0,9999,NIL,NIL,28,25,1010,84,,,,,,,,,,,
"['04:00', '07/12']",07/12 04:00,360,1,9999,NIL,NIL,27,24,1010,84,,,,,,,,,,,
"['05:00', '07/12']",07/12 05:00,320,3,9999,NIL,NIL,27,24,1010,84,,,,,,,,,,,
"['06:00', '07/12']",07/12 06:00,300,5,9999,NIL,NIL,26,25,1010,94,,,,,,,,,,,
"['07:00', '07/12']",07/12 07:00,320,4,9999,NIL,NIL,26,25,1010,94,,,,,,,,,,,
"['08:00', '07/12']",07/12 08:00,320,4,9999,NIL,NIL,26,24,1010,89,,,,,,,,,,,
"['09:00', '07/12']",07/12 09:00,320,4,9999,NIL,NIL,25,24,1010,94,,,,,,,,,,,
"['10:00', '07/12']",07/12 10:00,310,6,9999,NIL,NIL,26,24,1010,89,,,,,,,,,,,
"['11:00', '07/12']",07/12 11:00,310,6,9999,NIL,NIL,27,24,1011,84,,,,,,,,,,,
"['12:00', '07/12']",07/12 12:00,320,6,9999,NIL,NIL,29,25,1011,79,,,,,,,,,,,
"['13:00', '07/12']",07/12 13:00,350,1,9999,NIL,2,31,25,1011,71,,,,,,,,,,,
"['14:00', '07/12']",07/12 14:00,140,6,9999,2000,5,32,25,1011,67,,,,,,,,,,,
"['15:00', '07/12']",07/12 15:00,190,5,9999,2000,5,33,24,1010,59,,,,,,,,,,,
"['16:00', '07/12']",07/12 16:00,210,7,9999,2000,5,34,24,1009,56,,,,,,,,,,,
"['17:00', '07/12']",07/12 17:00,150,8,9999,2000,5,35,24,1008,53,,,,,,,,,,,
"['18:00', '07/12']",07/12 18:00,190,6,9999,2000,5,35,23,1007,50,,,,,,,,,,,
"['19:00', '07/12']",07/12 19:00,180,6,9999,2000,5,35,22,1006,47,,,,,,,,,,,
"['20:00', '07/12']",07/12 20:00,310,12,9999,2000,5,32,24,1005,63,,,,,,,,,,,
"['21:00', '07/12']",07/12 21:00,300,9,9999,2000,5,32,24,1005,63,,,,,,,,,,,
"['22:00', '07/12']",07/12 22:00,360,6,9999,NIL,3,28,22,1006,70,,,,,,,,,,,
"['23:00', '07/12']",07/12 23:00,320,5,9999,NIL,3,29,20,1006,58,,,,,,,,,,,
"['00:00', '08/12']",08/12 00:00,330,4,9999,NIL,2,29,22,1007,66,,,,,,,,,,,
"['01:00', '08/12']",08/12 01:00,320,6,9999,NIL,3,28,22,1008,70,NIL,NIL,NIL,,,,,,,,
"['02:00', '08/12']",08/12 02:00,310,7,9999,NIL,3,28,22,1008,70,NIL,NIL,NIL,,,,,,,,
"['03:00', '08/12']",08/12 03:00,30,2,9999,NIL,3,27,23,1008,79,NIL,NIL,NIL,,,,,,,,
"['04:00', '08/12']",08/12 04:00,300,2,9999,NIL,3,28,23,1008,74,NIL,NIL,NIL,,,,,,,,
"['05:00', '08/12']",08/12 05:00,300,7,9999,NIL,3,27,22,1007,74,NIL,NIL,NIL,,,,,,,,
"['06:00', '08/12']",08/12 06:00,300,7,9999,NIL,3,26,22,1006,79,NIL,NIL,NIL,,,,,,,,
"['07:00', '08/12']",08/12 07:00,290,6,9999,NIL,NIL,27,22,1006,74,NIL,NIL,NIL,,,,,,,,
"['08:00', '08/12']",08/12 08:00,330,4,9999,NIL,NIL,25,22,1007,83,NIL,NIL,NIL,,,,,,,,
"['09:00', '08/12']",08/12 09:00,320,4,9999,NIL,NIL,25,24,1007,94,NIL,NIL,NIL,,,,,,,,
"['10:00', '08/12']",08/12 10:00,320,4,9999,NIL,NIL,26,24,1008,89,NIL,NIL,NIL,,,,,,,,
"['11:00', '08/12']",08/12 11:00,340,3,9999,NIL,NIL,28,24,1008,79,NIL,NIL,NIL,,,,,,,,
"['12:00', '08/12']",08/12 12:00,310,8,9999,NIL,NIL,30,24,1009,70,NIL,NIL,NIL,,,,,,,,
"['13:00', '08/12']",08/12 13:00,300,6,9999,NIL,NIL,31,24,1010,66,NIL,NIL,NIL,,,,,,,,
"['14:00', '08/12']",08/12 14:00,300,5,9999,NIL,2,32,23,1009,59,NIL,NIL,NIL,,,,,,,,
"['15:00', '08/12']",08/12 15:00,260,5,9999,NIL,3,34,24,1009,56,NIL,NIL,NIL,,,,,,,,
"['16:00', '08/12']",08/12 16:00,280,4,9999,2000,5,33,24,1009,59,NIL,NIL,NIL,,,,,,,,
"['17:00', '08/12']",08/12 17:00,330,6,9999,2000,5,34,22,1008,50,NIL,NIL,NIL,,,,,,,,
"['18:00', '08/12']",08/12 18:00,20,6,9999,2000,5,34,23,1007,53,NIL,NIL,NIL,,,,,,,,
"['19:00', '08/12']",08/12 19:00,150,12,3000,2000,5,25,23,1007,89,1,1,30,,,,,,,,
"['19:04', '08/12']",08/12 19:04,160,31,1000,2000,5,23,22,1009,94,1,1,47,,,,,,,,
"['19:15', '08/12']",08/12 19:15,40,15,2000,2000,5,23,21,1007,89,1,1,NIL,,,,,,,,
"['19:27', '08/12']",08/12 19:27,30,12,9999,2000,5,26,20,1006,70,1,1,NIL,,,,,,,,
"['20:00', '08/12']",08/12 20:00,340,6,9999,NIL,3,29,23,1005,70,1,1,NIL,,,,,,,,
"['21:00', '08/12']",08/12 21:00,0,0,9999,NIL,3,31,24,1006,66,NIL,NIL,NIL,,,,,,,,
"['22:00', '08/12']",08/12 22:00,100,6,9999,NIL,3,30,23,1007,66,NIL,NIL,NIL,,,,,,,,
"['23:00', '08/12']",08/12 23:00,50,2,9999,NIL,3,29,24,1007,74,NIL,NIL,NIL,,,,,,,,
"['00:00', '09/12']",09/12 00:00,50,2,9999,NIL,3,28,24,1007,79,NIL,NIL,NIL,,,,,,,,
"['01:00', '09/12']",09/12 01:00,60,1,9999,NIL,NIL,27,23,1008,79,,,,,,,,,,,
"['02:00', '09/12']",09/12 02:00,310,3,9999,NIL,NIL,27,25,1009,89,,,,,,,,,,,
"['03:00', '09/12']",09/12 03:00,300,5,9999,NIL,NIL,27,24,1009,84,,,,,,,,,,,
"['04:00', '09/12']",09/12 04:00,310,5,9999,NIL,NIL,27,24,1008,84,,,,,,,,,,,
"['05:00', '09/12']",09/12 05:00,130,3,9999,NIL,NIL,26,24,1008,89,,,,,,,,,,,
"['06:00', '09/12']",09/12 06:00,150,2,9999,NIL,3,26,23,1008,84,,,,,,,,,,,
"['07:00', '09/12']",09/12 07:00,0,0,9999,NIL,3,25,23,1008,89,,,,,,,,,,,
"['08:00', '09/12']",09/12 08:00,150,2,9999,NIL,3,25,24,1008,94,,,,,,,,,,,
"['09:00', '09/12']",09/12 09:00,250,1,9999,NIL,NIL,25,24,1009,94,,,,,,,,,,,
"['10:00', '09/12']",09/12 10:00,60,2,9999,NIL,NIL,26,24,1010,89,,,,,,,,,,,
"['11:00', '09/12']",09/12 11:00,0,0,9999,NIL,NIL,28,23,1010,74,,,,,,,,,,,
"['12:00', '09/12']",09/12 12:00,0,0,9999,NIL,NIL,30,24,1010,70,,,,,,,,,,,
"['13:00', '09/12']",09/12 13:00,50,5,9999,NIL,NIL,31,23,1010,63,,,,,,,,,,,
"['14:00', '09/12']",09/12 14:00,30,4,9999,NIL,2,32,24,1010,63,,,,,,,,,,,
"['15:00', '09/12']",09/12 15:00,30,4,9999,2000,5,33,24,1010,59,,,,,,,,,,,
"['16:00', '09/12']",09/12 16:00,20,2,9999,2000,5,34,23,1009,53,,,,,,,,,,,
"['17:00', '09/12']",09/12 17:00,30,3,9999,2000,5,33,22,1008,53,,,,,,,,,,,
"['18:00', '09/12']",09/12 18:00,130,4,9999,2000,5,35,22,1007,47,,,,,,,,,,,
"['19:00', '09/12']",09/12 19:00,120,6,9999,2000,5,34,21,1006,47,,,,,,,,,,,
"['20:00', '09/12']",09/12 20:00,130,6,9999,NIL,3,34,23,1005,53,,,,,,,,,,,
"['21:00', '09/12']",09/12 21:00,140,4,9999,NIL,3,34,22,1005,50,,,,,,,,,,,
"['22:00', '09/12']",09/12 22:00,110,1,9999,NIL,3,32,22,1006,56,,,,,,,,,,,
"['23:00', '09/12']",09/12 23:00,300,5,9999,NIL,3,31,24,1006,66,,,,,,,,,,,
"['00:00', '10/12']",10/12 00:00,300,9,9999,NIL,3,30,24,1007,70,,,,,,,,,,,
"['01:00', '10/12']",10/12 01:00,320,4,9999,NIL,3,29,24,1008,74,,,,,,,,,,,
"['02:00', '10/12']",10/12 02:00,310,4,9999,NIL,3,28,24,1008,79,,,,,,,,,,,
"['03:00', '10/12']",10/12 03:00,310,6,9999,NIL,3,28,24,1009,79,,,,,,,,,,,
"['04:00', '10/12']",10/12 04:00,310,5,9999,NIL,3,27,24,1008,84,,,,,,,,,,,
"['05:00', '10/12']",10/12 05:00,320,5,9999,NIL,3,27,24,1008,84,,,,,,,,,,,
"['06:00', '10/12']",10/12 06:00,340,6,9999,NIL,3,28,24,1008,79,,,,,,,,,,,
"['07:00', '10/12']",10/12 07:00,310,7,9999,NIL,3,26,23,1008,84,,,,,,,,,,,
"['08:00', '10/12']",10/12 08:00,320,5,9999,NIL,3,26,24,1008,89,,,,,,,,,,,
"['09:00', '10/12']",10/12 09:00,320,4,9999,NIL,NIL,26,24,1009,89,,,,,,,,,,,
"['10:00', '10/12']",10/12 10:00,320,5,9999,NIL,NIL,26,24,1009,89,,,,,,,,,,,
"['11:00', '10/12']",10/12 11:00,310,5,9999,NIL,NIL,27,24,1010,84,,,,,,,,,,,
"['12:00', '10/12']",10/12 12:00,320,4,9999,NIL,NIL,29,25,1010,79,,,,,,,,,,,
"['13:00', '10/12']",10/12 13:00,330,3,9999,NIL,2,30,25,1010,75,,,,,,,,,,,
"['14:00', '10/12']",10/12 14:00,310,6,9999,NIL,3,31,25,1009,71,,,,,,,,,,,
"['15:00', '10/12']",10/12 15:00,300,6,9999,2000,5,32,24,1009,63,,,,,,,,,,,
"['16:00', '10/12']",10/12 16:00,310,5,9999,2000,5,32,23,1008,59,,,,,,,,,,,
"['17:00', '10/12']",10/12 17:00,330,5,9999,2000,5,33,23,1007,56,,,,,,,,,,,
"['18:00', '10/12']",10/12 18:00,310,8,9999,2000,5,33,25,1006,63,,,,,,,,,,,
"['19:00', '10/12']",10/12 19:00,320,7,9999,NIL,3,33,23,1005,56,,,,,,,,,,,
"['20:00', '10/12']",10/12 20:00,310,7,9999,NIL,3,32,23,1005,59,,,,,,,,,,,
"['21:00', '10/12']",10/12 21:00,320,5,9999,NIL,2,32,23,1004,59,,,,,,,,,,,
"['22:00', '10/12']",10/12 22:00,320,4,9999,NIL,2,31,23,1004,63,,,,,,,,,,,
"['23:00', '10/12']",10/12 23:00,310,2,9999,NIL,NIL,30,23,1004,66,,,,,,,,,,,
"['00:00', '11/12']",11/12 00:00,340,3,9999,NIL,NIL,30,23,1005,66,,,,,,,,,,,
"['01:00', '11/12']",11/12 01:00,320,2,9999,NIL,NIL,29,23,1006,70,,,,,,,,,,,
"['02:00', '11/12']",11/12 02:00,310,4,9999,NIL,NIL,27,24,1006,84,,,,,,,,,,,
"['03:00', '11/12']",11/12 03:00,280,2,9999,NIL,NIL,27,23,1006,79,,,,,,,,,,,
"['04:00', '11/12']",11/12 04:00,310,6,9999,NIL,NIL,26,23,1006,84,,,,,,,,,,,
"['05:00', '11/12']",11/12 05:00,300,5,9999,NIL,NIL,26,23,1005,84,,,,,,,,,,,
"['06:00', '11/12']",11/12 06:00,310,5,9999,NIL,NIL,26,23,1005,84,,,,,,,,,,,
"['07:00', '11/12']",11/12 07:00,300,5,9999,NIL,NIL,25,23,1005,89,,,,,,,,,,,
"['08:00', '11/12']",11/12 08:00,330,7,9999,NIL,NIL,25,23,1005,89,,,,,,,,,,,
"['09:00', '11/12']",11/12 09:00,300,6,9999,NIL,NIL,25,23,1006,89,,,,,,,,,,,
"['10:00', '11/12']",11/12 10:00,340,6,9999,NIL,NIL,24,23,1007,94,,,,,,,,,,,
"['11:00', '11/12']",11/12 11:00,340,9,9999,NIL,NIL,27,23,1008,79,,,,,,,,,,,
"['12:00', '11/12']",11/12 12:00,320,9,9999,NIL,NIL,29,24,1008,74,,,,,,,,,,,
"['13:00', '11/12']",11/12 13:00,330,7,9999,NIL,NIL,30,25,1009,75,,,,,,,,,,,
"['14:00', '11/12']",11/12 14:00,310,9,9999,NIL,2,31,24,1008,66,,,,,,,,,,,
"['15:00', '11/12']",11/12 15:00,310,9,9999,NIL,3,31,24,1008,66,,,,,,,,,,,
"['16:00', '11/12']",11/12 16:00,310,7,9999,2000,5,33,22,1007,53,,,,,,,,,,,
"['17:00', '11/12']",11/12 17:00,30,3,9999,2000,5,34,23,1005,53,,,,,,,,,,,
"['18:00', '11/12']",11/12 18:00,360,5,9999,2000,5,33,23,1003,56,,,,,,,,,,,
"['19:00', '11/12']",11/12 19:00,320,8,9999,2000,5,32,22,1002,56,,,,,,,,,,,
"['20:00', '11/12']",11/12 20:00,320,9,9999,NIL,3,34,22,1002,50,,,,,,,,,,,
"['21:00', '11/12']",11/12 21:00,300,15,9999,NIL,2,30,23,1003,66,,,,,,,,,,,
"['22:00', '11/12']",11/12 22:00,310,10,9999,NIL,2,29,23,1003,70,,,,,,,,,,,
"['23:00', '11/12']",11/12 23:00,310,9,9999,NIL,2,28,23,1004,74,,,,,,,,,,,
"['00:00', '12/12']",12/12 00:00,310,9,9999,NIL,2,28,23,1005,74,,,,,,,,,,,
"['01:00', '12/12']",12/12 01:00,310,8,9999,NIL,2,27,23,1006,79,NIL,NIL,,,,,,,,,
"['02:00', '12/12']",12/12 02:00,320,8,9999,NIL,2,27,24,1006,84,NIL,NIL,,,,,,,,,
"['03:00', '12/12']",12/12 03:00,320,4,9999,NIL,2,27,23,1007,79,NIL,NIL,,,,,,,,,
"['04:00', '12/12']",12/12 04:00,310,6,9999,NIL,2,27,24,1006,84,NIL,NIL,,,,,,,,,
"['05:00', '12/12']",12/12 05:00,350,4,9999,NIL,2,27,24,1005,84,NIL,NIL,,,,,,,,,
"['06:00', '12/12']",12/12 06:00,330,3,9999,NIL,NIL,27,24,1005,84,NIL,NIL,,,,,,,,,
"['07:00', '12/12']",12/12 07:00,330,8,9999,NIL,NIL,27,23,1005,79,NIL,NIL,,,,,,,,,
"['08:00', '12/12']",12/12 08:00,300,7,9999,NIL,NIL,27,23,1005,79,NIL,NIL,,,,,,,,,
"['09:00', '12/12']",12/12 09:00,330,7,9999,NIL,NIL,25,23,1005,89,NIL,NIL,,,,,,,,,
"['10:00', '12/12']",12/12 10:00,340,6,9999,NIL,NIL,29,23,1006,70,NIL,NIL,,,,,,,,,
"['11:00', '12/12']",12/12 11:00,330,6,9999,NIL,NIL,27,23,1007,79,NIL,NIL,,,,,,,,,
"['12:00', '12/12']",12/12 12:00,340,7,9999,NIL,NIL,29,22,1007,66,NIL,NIL,,,,,,,,,
"['13:00', '12/12']",12/12 13:00,330,9,9999,NIL,NIL,30,24,1008,70,NIL,NIL,,,,,,,,,
"['14:00', '12/12']",12/12 14:00,330,10,9999,10000,5,30,23,1008,66,NIL,NIL,,,,,,,,,
"['15:00', '12/12']",12/12 15:00,310,11,9999,10000,5,31,24,1007,66,NIL,NIL,,,,,,,,,
"['15:31', '12/12']",12/12 15:31,20,11,4000,10000,5,26,24,1004,89,1,NIL,,,,,,,,,
"['16:00', '12/12']",12/12 16:00,290,11,9999,10000,5,32,23,1005,59,NIL,NIL,,,,,,,,,
"['17:00', '12/12']",12/12 17:00,320,8,9999,10000,5,33,24,1004,59,NIL,NIL,,,,,,,,,
"['18:00', '12/12']",12/12 18:00,310,11,9999,10000,5,33,22,1003,53,NIL,NIL,,,,,,,,,
"['19:00', '12/12']",12/12 19:00,290,11,9999,10000,5,34,22,1002,50,NIL,NIL,,,,,,,,,
"['20:00', '12/12']",12/12 20:00,20,10,9999,10000,5,26,24,1003,89,NIL,NIL,,,,,,,,,
"['21:00', '12/12']",12/12 21:00,360,7,9999,10000,5,26,24,1004,89,NIL,NIL,,,,,,,,,
"['22:00', '12/12']",12/12 22:00,340,13,9999,10000,5,26,23,1006,84,NIL,NIL,,,,,,,,,
"['22:16', '12/12']",12/12 22:16,310,15,9999,2000,5,25,23,1007,89,1,1,,,,,,,,,
"['22:20', '12/12']",12/12 22:20,310,16,3000,2000,5,24,23,1007,94,1,1,,,,,,,,,
"['22:33', '12/12']",12/12 22:33,310,12,5000,2000,5,24,23,1007,94,1,1,,,,,,,,,
"['23:00', '12/12']",12/12 23:00,320,10,8000,2000,5,24,23,1007,94,1,1,,,,,,,,,
"['00:00', '13/12']",13/12 00:00,330,8,9999,2000,5,24,23,1008,94,1,1,,,,,,,,,
"['01:00', '13/12']",13/12 01:00,320,5,9999,2000,5,24,23,1009,94,1,1,,,,,,,,,
"['02:00', '13/12']",13/12 02:00,340,4,9999,2000,5,24,23,1009,94,1,1,,,,,,,,,
"['03:00', '13/12']",13/12 03:00,330,6,9999,2000,5,24,23,1009,94,1,1,,,,,,,,,
