validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,vis_setor,vis_setor_dir,chuva,teto,cobertura,tt,po,qnh,ur,vnt_rajada,trovoada,pancada,nevoa_umida,chuvisco,nevoeiro,nevoa_seca,fumaca
"['09:00', '29/11']",29/11 09:00,80,8,NIL,9999,,,,NIL,NIL,18,15,1020,83,NIL,,,,,,,
"['10:00', '29/11']",29/11 10:00,70,10,NIL,9999,,,,NIL,NIL,20,15,1021,73,NIL,,,,,,,
"['11:00', '29/11']",29/11 11:00,60,13,NIL,9999,,,,NIL,2,22,16,1021,69,NIL,,,,,,,
"['12:00', '29/11']",29/11 12:00,70,12,NIL,9999,,,,NIL,3,24,16,1022,61,NIL,,,,,,,
"['13:00', '29/11']",29/11 13:00,70,9,70,9999,,,,2500,5,24,17,1022,65,NIL,,,,,,,
"['14:00', '29/11']",29/11 14:00,70,12,60,9999,,,,3000,5,26,16,1022,54,NIL,,,,,,,
"['15:00', '29/11']",29/11 15:00,80,12,80,9999,,,,4000,5,26,16,1021,54,NIL,,,,,,,
"['16:00', '29/11']",29/11 16:00,100,8,75,9999,,,,4000,5,28,16,1020,48,NIL,,,,,,,
"['17:00', '29/11']",29/11 17:00,70,9,60,9999,,,,4500,5,28,14,1019,42,NIL,,,,,,,
"['18:00', '29/11']",29/11 18:00,50,7,65,9999,,,,4500,5,28,15,1018,45,NIL,,,,,,,
"['19:00', '29/11']",29/11 19:00,60,10,NIL,9999,,,,NIL,3,27,15,1018,48,21,,,,,,,
"['20:00', '29/11']",29/11 20:00,90,11,NIL,9999,,,,NIL,3,28,14,1018,42,NIL,,,,,,,
"['21:00', '29/11']",29/11 21:00,90,11,NIL,9999,,,,NIL,3,27,15,1018,48,NIL,,,,,,,
"['22:00', '29/11']",29/11 22:00,100,8,NIL,9999,,,,NIL,2,26,15,1018,51,NIL,,,,,,,
"['23:00', '29/11']",29/11 23:00,100,8,120,9999,,,,NIL,NIL,24,15,1019,57,NIL,,,,,,,
"['00:00', '30/11']",30/11 00:00,100,7,NIL,9999,,,,NIL,NIL,23,15,1019,61,NIL,,,,,,,
"['01:00', '30/11']",30/11 01:00,90,6,NIL,9999,,,,NIL,NIL,23,15,1020,61,,,,,,,,
"['02:00', '30/11']",30/11 02:00,90,5,NIL,9999,,,,NIL,NIL,22,15,1020,65,,,,,,,,
"['03:00', '30/11']",30/11 03:00,100,6,NIL,9999,,,,NIL,2,21,15,1020,69,,,,,,,,
"['04:00', '30/11']",30/11 04:00,80,4,NIL,9999,,,,NIL,NIL,21,15,1019,69,,,,,,,,
"['05:00', '30/11']",30/11 05:00,40,1,NIL,9999,,,,NIL,NIL,20,15,1018,73,,,,,,,,
"['06:00', '30/11']",30/11 06:00,20,1,NIL,9999,,,,NIL,NIL,19,15,1018,78,,,,,,,,
"['07:00', '30/11']",30/11 07:00,270,2,NIL,9999,,,,NIL,NIL,17,14,1018,83,,,,,,,,
"['08:00', '30/11']",30/11 08:00,0,0,NIL,9999,,,,NIL,NIL,17,14,1018,83,,,,,,,,
"['09:00', '30/11']",30/11 09:00,170,1,NIL,9999,,,,NIL,NIL,17,14,1019,83,,,,,,,,
"['10:00', '30/11']",30/11 10:00,VRB,1,NIL,9999,,,,NIL,NIL,20,15,1020,73,,,,,,,,
"['11:00', '30/11']",30/11 11:00,60,6,55,9999,,,,NIL,NIL,23,16,1021,65,,,,,,,,
"['12:00', '30/11']",30/11 12:00,70,12,60,9999,,,,NIL,2,24,16,1021,61,,,,,,,,
"['13:00', '30/11']",30/11 13:00,30,8,215,9999,,,,NIL,3,25,16,1021,57,,,,,,,,
"['14:00', '30/11']",30/11 14:00,50,11,50,9999,,,,NIL,3,27,14,1021,45,,,,,,,,
"['15:00', '30/11']",30/11 15:00,60,10,55,9999,,,,NIL,3,28,14,1020,42,,,,,,,,
"['16:00', '30/11']",30/11 16:00,60,7,235,9999,,,,NIL,3,28,14,1020,42,,,,,,,,
"['17:00', '30/11']",30/11 17:00,VRB,5,NIL,9999,,,,NIL,3,29,13,1019,37,,,,,,,,
"['18:00', '30/11']",30/11 18:00,60,9,55,9999,,,,NIL,3,28,13,1018,40,,,,,,,,
"['19:00', '30/11']",30/11 19:00,60,8,60,9999,,,,NIL,3,29,14,1017,40,,,,,,,,
"['20:00', '30/11']",30/11 20:00,90,6,100,9999,,,,8000,5,28,14,1017,42,,,,,,,,
"['21:00', '30/11']",30/11 21:00,90,7,NIL,9999,,,,NIL,3,28,15,1017,45,,,,,,,,
"['22:00', '30/11']",30/11 22:00,60,5,NIL,9999,,,,NIL,2,26,15,1017,51,,,,,,,,
"['23:00', '30/11']",30/11 23:00,60,5,NIL,9999,,,,NIL,2,25,16,1018,57,,,,,,,,
"['00:00', '01/12']",01/12 00:00,90,4,135,9999,,,,NIL,2,25,16,1018,57,,,,,,,,
"['01:00', '01/12']",01/12 01:00,VRB,1,NIL,9999,,,,NIL,2,23,16,1019,65,,,,,,,,
"['02:00', '01/12']",01/12 02:00,VRB,2,NIL,9999,,,,NIL,NIL,22,16,1019,69,,,,,,,,
"['03:00', '01/12']",01/12 03:00,200,3,NIL,9999,,,,NIL,NIL,21,16,1019,73,,,,,,,,
"['04:00', '01/12']",01/12 04:00,270,2,NIL,9999,,,,NIL,NIL,20,16,1018,78,,,,,,,,
"['05:00', '01/12']",01/12 05:00,0,0,NIL,9999,,,,NIL,NIL,19,16,1018,83,,,,,,,,
"['06:00', '01/12']",01/12 06:00,0,0,NIL,9999,,,,NIL,NIL,19,16,1017,83,,,,,,,,
"['07:00', '01/12']",01/12 07:00,210,2,NIL,9999,,,,NIL,NIL,18,15,1017,83,,,,,,,,
"['08:00', '01/12']",01/12 08:00,0,0,NIL,9999,,,,NIL,NIL,17,15,1018,88,,,,,,,,
"['09:00', '01/12']",01/12 09:00,260,2,NIL,9999,,,,NIL,NIL,17,15,1019,88,,,,,,,,
"['10:00', '01/12']",01/12 10:00,0,0,NIL,9999,,,,NIL,NIL,20,16,1019,78,,,,,,,,
"['11:00', '01/12']",01/12 11:00,320,2,NIL,9999,,,,NIL,NIL,24,17,1019,65,,,,,,,,
"['12:00', '01/12']",01/12 12:00,50,7,NIL,9999,,,,NIL,NIL,26,17,1020,58,,,,,,,,
"['13:00', '01/12']",01/12 13:00,40,8,NIL,9999,,,,NIL,2,27,16,1020,51,,,,,,,,
"['14:00', '01/12']",01/12 14:00,70,5,NIL,9999,,,,NIL,3,29,14,1020,40,,,,,,,,
"['15:00', '01/12']",01/12 15:00,80,4,NIL,9999,,,,4000,5,29,15,1019,43,,,,,,,,
"['16:00', '01/12']",01/12 16:00,30,7,NIL,9999,,,,4000,5,30,15,1018,40,,,,,,,,
"['17:00', '01/12']",01/12 17:00,60,7,NIL,9999,,,,4000,5,30,14,1017,38,,,,,,,,
"['18:00', '01/12']",01/12 18:00,70,5,90,9999,,,,4500,5,30,14,1016,38,,,,,,,,
"['19:00', '01/12']",01/12 19:00,70,5,255,9999,,,,NIL,3,31,14,1016,36,,,,,,,,
"['20:00', '01/12']",01/12 20:00,70,5,95,9999,,,,NIL,3,31,13,1015,33,,,,,,,,
"['21:00', '01/12']",01/12 21:00,80,6,85,9999,,,,NIL,2,30,13,1015,35,,,,,,,,
"['22:00', '01/12']",01/12 22:00,60,7,NIL,9999,,,,NIL,NIL,28,14,1015,42,,,,,,,,
"['23:00', '01/12']",01/12 23:00,60,5,NIL,9999,,,,NIL,NIL,27,15,1016,48,,,,,,,,
"['00:00', '02/12']",02/12 00:00,50,5,NIL,9999,,,,NIL,NIL,26,16,1016,54,,,,,,,,
"['01:00', '02/12']",02/12 01:00,VRB,1,NIL,9999,,,,NIL,NIL,25,16,1017,57,,,,,,,,
"['02:00', '02/12']",02/12 02:00,180,4,NIL,9999,,,,NIL,NIL,24,16,1017,61,,,,,,,,
"['03:00', '02/12']",02/12 03:00,VRB,2,NIL,9999,,,,NIL,NIL,22,16,1017,69,,,,,,,,
"['04:00', '02/12']",02/12 04:00,160,2,NIL,9999,,,,NIL,NIL,22,16,1016,69,,,,,,,,
"['05:00', '02/12']",02/12 05:00,0,0,NIL,9999,,,,NIL,NIL,20,16,1016,78,,,,,,,,
"['06:00', '02/12']",02/12 06:00,VRB,1,NIL,9999,,,,NIL,NIL,19,15,1016,78,,,,,,,,
"['07:00', '02/12']",02/12 07:00,270,3,NIL,9999,,,,NIL,2,18,16,1016,88,,,,,,,,
"['08:00', '02/12']",02/12 08:00,130,4,130,9999,,,,NIL,2,20,15,1016,73,,,,,,,,
"['09:00', '02/12']",02/12 09:00,VRB,2,NIL,9999,,,,NIL,NIL,19,16,1017,83,,,,,,,,
"['10:00', '02/12']",02/12 10:00,110,1,NIL,9999,,,,NIL,NIL,23,16,1017,65,,,,,,,,
"['11:00', '02/12']",02/12 11:00,0,0,NIL,9999,,,,NIL,NIL,25,17,1018,61,,,,,,,,
"['12:00', '02/12']",02/12 12:00,250,3,NIL,9999,,,,NIL,NIL,27,17,1019,54,,,,,,,,
"['13:00', '02/12']",02/12 13:00,10,4,NIL,9999,,,,NIL,NIL,29,16,1019,45,,,,,,,,
"['14:00', '02/12']",02/12 14:00,260,6,NIL,9999,,,,NIL,3,29,16,1019,45,,,,,,,,
"['15:00', '02/12']",02/12 15:00,300,4,NIL,9999,,,,NIL,3,30,16,1018,43,,,,,,,,
"['16:00', '02/12']",02/12 16:00,310,6,NIL,9999,,,,4000,5,30,16,1017,43,,,,,,,,
"['17:00', '02/12']",02/12 17:00,280,4,NIL,9999,,,,NIL,3,31,16,1016,40,,,,,,,,
"['18:00', '02/12']",02/12 18:00,340,5,NIL,9999,,,,NIL,3,30,14,1015,38,,,,,,,,
"['19:00', '02/12']",02/12 19:00,VRB,4,NIL,9999,,,,NIL,3,30,14,1015,38,,,,,,,,
"['20:00', '02/12']",02/12 20:00,20,6,NIL,9999,,,,NIL,3,30,14,1014,38,,,,,,,,
"['21:00', '02/12']",02/12 21:00,60,5,NIL,9999,,,,NIL,3,30,14,1015,38,,,,,,,,
"['22:00', '02/12']",02/12 22:00,30,7,NIL,9999,,,,NIL,3,29,14,1015,40,,,,,,,,
"['23:00', '02/12']",02/12 23:00,290,3,305,9999,,,,NIL,3,26,16,1016,54,,,,,,,,
"['00:00', '03/12']",03/12 00:00,VRB,1,NIL,9999,,,,NIL,3,26,14,1016,48,,,,,,,,
"['01:00', '03/12']",03/12 01:00,360,3,NIL,9999,,,,NIL,2,25,15,1017,54,NIL,,,,,,,
"['02:00', '03/12']",03/12 02:00,250,3,NIL,9999,,,,NIL,NIL,24,16,1017,61,NIL,,,,,,,
"['03:00', '03/12']",03/12 03:00,180,3,NIL,9999,,,,NIL,NIL,22,17,1017,73,NIL,,,,,,,
"['04:00', '03/12']",03/12 04:00,320,1,NIL,9999,,,,NIL,NIL,18,16,1016,88,NIL,,,,,,,
"['05:00', '03/12']",03/12 05:00,0,0,NIL,9999,,,,NIL,NIL,21,17,1016,78,NIL,,,,,,,
"['06:00', '03/12']",03/12 06:00,70,2,NIL,9999,,,,NIL,NIL,21,16,1016,73,NIL,,,,,,,
"['07:00', '03/12']",03/12 07:00,160,1,NIL,9999,,,,NIL,NIL,20,16,1016,78,NIL,,,,,,,
"['08:00', '03/12']",03/12 08:00,270,1,NIL,9999,,,,NIL,NIL,18,16,1016,88,NIL,,,,,,,
"['09:00', '03/12']",03/12 09:00,180,1,NIL,9999,,,,NIL,NIL,19,15,1017,78,NIL,,,,,,,
"['10:00', '03/12']",03/12 10:00,330,1,NIL,9999,,,,NIL,NIL,21,16,1017,73,NIL,,,,,,,
"['11:00', '03/12']",03/12 11:00,320,2,NIL,9999,,,,NIL,NIL,24,17,1018,65,NIL,,,,,,,
"['12:00', '03/12']",03/12 12:00,360,3,NIL,9999,,,,NIL,NIL,28,16,1018,48,NIL,,,,,,,
"['13:00', '03/12']",03/12 13:00,80,5,NIL,9999,,,,NIL,2,29,16,1018,45,NIL,,,,,,,
"['14:00', '03/12']",03/12 14:00,350,8,NIL,9999,,,,4000,5,30,14,1018,38,NIL,,,,,,,
"['15:00', '03/12']",03/12 15:00,320,8,NIL,9999,,,,NIL,3,30,13,1017,35,NIL,,,,,,,
"['16:00', '03/12']",03/12 16:00,310,9,NIL,9999,,,,4000,5,31,14,1017,36,NIL,,,,,,,
"['17:00', '03/12']",03/12 17:00,290,11,NIL,9999,,,,NIL,3,32,13,1016,32,NIL,,,,,,,
"['18:00', '03/12']",03/12 18:00,310,9,310,9999,,,,NIL,3,32,14,1015,34,NIL,,,,,,,
"['19:00', '03/12']",03/12 19:00,280,9,285,9999,,,,NIL,3,32,13,1014,32,NIL,,,,,,,
"['20:00', '03/12']",03/12 20:00,280,11,280,9999,,,,NIL,3,32,12,1014,30,28,,,,,,,
"['21:00', '03/12']",03/12 21:00,290,8,NIL,9999,,,,NIL,2,30,12,1014,33,NIL,,,,,,,
"['22:00', '03/12']",03/12 22:00,280,4,NIL,9999,,,,NIL,2,28,13,1015,40,NIL,,,,,,,
"['23:00', '03/12']",03/12 23:00,260,3,NIL,9999,,,,NIL,2,27,14,1017,45,NIL,,,,,,,
"['00:00', '04/12']",04/12 00:00,230,2,NIL,9999,,,,NIL,2,27,14,1018,45,NIL,,,,,,,
"['01:00', '04/12']",04/12 01:00,VRB,1,NIL,9999,,,,NIL,2,26,15,1018,51,NIL,,,,,,,
"['02:00', '04/12']",04/12 02:00,190,2,NIL,9999,,,,NIL,NIL,25,15,1019,54,NIL,,,,,,,
"['03:00', '04/12']",04/12 03:00,VRB,1,NIL,9999,,,,NIL,NIL,23,16,1018,65,NIL,,,,,,,
"['04:00', '04/12']",04/12 04:00,180,3,NIL,9999,,,,NIL,NIL,23,15,1018,61,NIL,,,,,,,
"['05:00', '04/12']",04/12 05:00,VRB,2,NIL,9999,,,,NIL,NIL,21,16,1018,73,NIL,,,,,,,
"['06:00', '04/12']",04/12 06:00,310,1,NIL,9999,,,,NIL,2,21,16,1018,73,NIL,,,,,,,
"['07:00', '04/12']",04/12 07:00,60,2,NIL,9999,,,,NIL,2,21,16,1018,73,NIL,,,,,,,
"['08:00', '04/12']",04/12 08:00,VRB,2,NIL,9999,,,,NIL,2,21,16,1018,73,NIL,,,,,,,
"['09:00', '04/12']",04/12 09:00,130,3,120,9999,,,,NIL,NIL,21,17,1019,78,NIL,,,,,,,
"['10:00', '04/12']",04/12 10:00,VRB,2,NIL,9999,,,,NIL,NIL,22,17,1020,73,NIL,,,,,,,
"['11:00', '04/12']",04/12 11:00,80,5,85,9999,,,,NIL,NIL,24,18,1021,69,NIL,,,,,,,
"['12:00', '04/12']",04/12 12:00,60,10,NIL,9999,,,,NIL,NIL,25,18,1021,65,NIL,,,,,,,
"['13:00', '04/12']",04/12 13:00,50,8,55,9999,,,,NIL,2,27,18,1021,58,NIL,,,,,,,
"['14:00', '04/12']",04/12 14:00,60,8,60,9999,,,,NIL,2,28,18,1021,55,NIL,,,,,,,
"['15:00', '04/12']",04/12 15:00,50,6,225,9999,,,,NIL,3,29,17,1020,48,NIL,,,,,,,
"['16:00', '04/12']",04/12 16:00,90,6,95,9999,,,,4000,5,30,17,1019,46,NIL,,,,,,,
"['17:00', '04/12']",04/12 17:00,VRB,7,NIL,9999,,,,4000,5,30,18,1017,49,NIL,,,,,,,
"['18:00', '04/12']",04/12 18:00,270,14,NIL,9999,,,,4000,5,28,16,1017,48,NIL,,,,,,,
"['19:00', '04/12']",04/12 19:00,300,5,305,9999,,,,NIL,3,30,16,1015,43,NIL,,,,,,,
"['20:00', '04/12']",04/12 20:00,210,10,180,9999,,,,NIL,3,29,18,1015,52,21,,,,,,,
"['21:00', '04/12']",04/12 21:00,80,6,185,9999,,,,NIL,3,27,18,1016,58,NIL,,,,,,,
"['22:00', '04/12']",04/12 22:00,30,6,200,9999,,,,NIL,3,26,18,1017,61,NIL,,,,,,,
"['23:00', '04/12']",04/12 23:00,VRB,2,NIL,9999,,,,NIL,3,26,18,1018,61,NIL,,,,,,,
"['00:00', '05/12']",05/12 00:00,VRB,2,NIL,9999,,,,NIL,2,25,17,1018,61,NIL,,,,,,,
"['01:00', '05/12']",05/12 01:00,VRB,2,NIL,9999,NIL,NIL,NIL,NIL,2,24,17,1019,65,NIL,NIL,NIL,,,,,
"['02:00', '05/12']",05/12 02:00,260,2,NIL,9999,NIL,NIL,NIL,NIL,2,23,18,1019,73,NIL,NIL,NIL,,,,,
"['03:00', '05/12']",05/12 03:00,120,1,NIL,9999,NIL,NIL,NIL,NIL,NIL,23,18,1019,73,NIL,NIL,NIL,,,,,
"['04:00', '05/12']",05/12 04:00,200,3,NIL,9999,NIL,NIL,NIL,NIL,NIL,22,18,1018,78,NIL,NIL,NIL,,,,,
"['05:00', '05/12']",05/12 05:00,220,4,NIL,9999,NIL,NIL,NIL,NIL,NIL,22,17,1018,73,NIL,NIL,NIL,,,,,
"['06:00', '05/12']",05/12 06:00,210,3,NIL,9999,NIL,NIL,NIL,NIL,NIL,23,18,1018,73,NIL,NIL,NIL,,,,,
"['07:00', '05/12']",05/12 07:00,80,3,NIL,9999,NIL,NIL,NIL,NIL,NIL,21,18,1017,83,NIL,NIL,NIL,,,,,
"['08:00', '05/12']",05/12 08:00,250,2,NIL,9999,NIL,NIL,NIL,NIL,NIL,21,18,1018,83,NIL,NIL,NIL,,,,,
"['09:00', '05/12']",05/12 09:00,VRB,1,NIL,9999,NIL,NIL,NIL,NIL,NIL,20,18,1018,88,NIL,NIL,NIL,,,,,
"['10:00', '05/12']",05/12 10:00,280,1,NIL,9999,NIL,NIL,NIL,NIL,NIL,24,19,1019,74,NIL,NIL,NIL,,,,,
"['11:00', '05/12']",05/12 11:00,170,5,NIL,9999,NIL,NIL,NIL,NIL,NIL,25,19,1020,69,NIL,NIL,NIL,,,,,
"['12:00', '05/12']",05/12 12:00,190,5,NIL,9999,NIL,NIL,NIL,NIL,NIL,27,19,1020,62,NIL,NIL,NIL,,,,,
"['13:00', '05/12']",05/12 13:00,70,3,NIL,9999,NIL,NIL,NIL,NIL,3,28,18,1020,55,NIL,NIL,NIL,,,,,
"['14:00', '05/12']",05/12 14:00,130,7,NIL,9999,NIL,NIL,NIL,4000,5,28,19,1020,58,NIL,NIL,NIL,,,,,
"['15:00', '05/12']",05/12 15:00,70,5,NIL,9999,NIL,NIL,NIL,3000,5,29,18,1019,52,NIL,NIL,NIL,,,,,
"['15:30', '05/12']",05/12 15:30,100,21,NIL,9999,4000,315,1,3000,5,25,18,1019,65,31,1,1,,,,,
"['16:00', '05/12']",05/12 16:00,120,7,NIL,9999,4000,270,1,3000,5,24,18,1019,69,NIL,1,NIL,,,,,
"['16:25', '05/12']",05/12 16:25,270,12,NIL,9999,NIL,NIL,NIL,3000,5,22,17,1019,73,NIL,1,NIL,,,,,
"['17:00', '05/12']",05/12 17:00,260,7,NIL,9999,NIL,NIL,NIL,3000,5,24,19,1018,74,NIL,NIL,NIL,,,,,
"['18:00', '05/12']",05/12 18:00,VRB,4,NIL,9999,NIL,NIL,NIL,NIL,3,28,17,1017,51,NIL,NIL,NIL,,,,,
"['19:00', '05/12']",05/12 19:00,250,6,260,9999,NIL,NIL,NIL,NIL,3,27,19,1017,62,NIL,NIL,NIL,,,,,
"['20:00', '05/12']",05/12 20:00,170,7,180,9999,NIL,NIL,1,10000,5,26,20,1016,70,NIL,NIL,NIL,,,,,
"['21:00', '05/12']",05/12 21:00,140,4,140,9999,NIL,NIL,NIL,10000,5,24,20,1016,78,NIL,NIL,NIL,,,,,
"['22:00', '05/12']",05/12 22:00,VRB,2,NIL,9999,NIL,NIL,NIL,10000,5,23,20,1017,83,NIL,NIL,NIL,,,,,
"['23:00', '05/12']",05/12 23:00,250,3,240,9999,NIL,NIL,NIL,10000,5,23,19,1018,78,NIL,NIL,NIL,,,,,
"['00:00', '06/12']",06/12 00:00,VRB,2,NIL,9999,NIL,NIL,NIL,NIL,3,23,20,1018,83,NIL,NIL,NIL,,,,,
"['01:00', '06/12']",06/12 01:00,60,2,NIL,9999,NIL,NIL,NIL,NIL,3,23,20,1018,83,,NIL,,,,,,
"['02:00', '06/12']",06/12 02:00,VRB,1,NIL,9999,NIL,NIL,NIL,10000,5,23,20,1018,83,,NIL,,,,,,
"['02:35', '06/12']",06/12 02:35,70,15,NIL,4000,NIL,NIL,1,1000,5,22,18,1019,78,,1,,,,,,
"['03:00', '06/12']",06/12 03:00,70,12,NIL,2000,NIL,NIL,1,1000,5,20,19,1019,94,,1,,,,,,
"['03:25', '06/12']",06/12 03:25,130,6,140,9000,NIL,NIL,1,3000,5,20,18,1019,88,,1,,,,,,
"['04:00', '06/12']",06/12 04:00,140,3,135,9999,NIL,NIL,1,1000,8,20,19,1019,94,,1,,,,,,
"['04:40', '06/12']",06/12 04:40,250,3,245,5000,NIL,NIL,1,1000,8,20,19,1018,94,,1,,,,,,
"['05:00', '06/12']",06/12 05:00,240,4,230,5000,NIL,NIL,1,1000,8,20,19,1018,94,,1,,,,,,
"['05:20', '06/12']",06/12 05:20,200,7,NIL,6000,NIL,NIL,1,4000,8,20,19,1018,94,,NIL,,,,,,
"['06:00', '06/12']",06/12 06:00,230,6,NIL,9000,NIL,NIL,1,9000,5,19,18,1017,94,,NIL,,,,,,
"['07:00', '06/12']",06/12 07:00,210,5,NIL,9999,NIL,NIL,NIL,9000,5,20,18,1017,88,,NIL,,,,,,
"['08:00', '06/12']",06/12 08:00,190,4,NIL,9999,NIL,NIL,NIL,10000,5,20,19,1017,94,,NIL,,,,,,
"['09:00', '06/12']",06/12 09:00,150,5,NIL,9999,NIL,NIL,NIL,10000,5,20,18,1017,88,,NIL,,,,,,
"['09:10', '06/12']",06/12 09:10,140,7,135,9999,NIL,NIL,NIL,500,5,20,18,1017,88,,NIL,,,,,,
"['10:00', '06/12']",06/12 10:00,130,5,125,9999,NIL,NIL,NIL,600,5,20,18,1017,88,,NIL,,,,,,
"['11:00', '06/12']",06/12 11:00,VRB,2,NIL,9999,NIL,NIL,NIL,10000,5,21,18,1018,83,,NIL,,,,,,
"['12:00', '06/12']",06/12 12:00,VRB,2,NIL,9999,NIL,NIL,NIL,10000,5,22,19,1018,83,,NIL,,,,,,
"['13:00', '06/12']",06/12 13:00,VRB,3,NIL,9999,NIL,NIL,NIL,NIL,3,24,19,1018,74,,NIL,,,,,,
"['14:00', '06/12']",06/12 14:00,50,7,60,9999,NIL,NIL,NIL,NIL,2,26,18,1018,61,,NIL,,,,,,
"['15:00', '06/12']",06/12 15:00,VRB,3,NIL,9999,NIL,NIL,NIL,4000,5,28,18,1017,55,,NIL,,,,,,
"['15:40', '06/12']",06/12 15:40,360,7,NIL,9999,NIL,NIL,NIL,4000,5,28,18,1016,55,,1,,,,,,
"['16:00', '06/12']",06/12 16:00,10,8,190,9999,4000,45,NIL,4000,5,28,18,1016,55,,1,,,,,,
"['16:15', '06/12']",06/12 16:15,60,12,NIL,4000,NIL,NIL,NIL,4000,5,25,19,1016,69,,1,,,,,,
"['17:00', '06/12']",06/12 17:00,60,12,NIL,9999,4000,45,NIL,4000,5,23,18,1016,73,,1,,,,,,
"['18:00', '06/12']",06/12 18:00,160,5,NIL,9999,NIL,NIL,NIL,4000,5,24,18,1016,69,,1,,,,,,
"['19:00', '06/12']",06/12 19:00,250,2,NIL,9999,NIL,NIL,NIL,4000,5,23,19,1015,78,,1,,,,,,
"['20:00', '06/12']",06/12 20:00,70,7,NIL,9999,NIL,NIL,NIL,4000,5,23,18,1015,73,,NIL,,,,,,
"['22:00', '06/12']",06/12 22:00,20,2,NIL,9999,NIL,NIL,NIL,3000,5,23,19,1016,78,,NIL,,,,,,
"['23:00', '06/12']",06/12 23:00,350,2,NIL,9999,NIL,NIL,NIL,3000,5,23,19,1017,78,,NIL,,,,,,
"['00:00', '07/12']",07/12 00:00,320,5,NIL,9999,NIL,NIL,NIL,3000,5,22,19,1017,83,,NIL,,,,,,
"['01:00', '07/12']",07/12 01:00,300,3,NIL,9999,NIL,NIL,NIL,3000,5,22,19,1018,83,,,,,,,,
"['02:00', '07/12']",07/12 02:00,350,2,NIL,9999,NIL,NIL,NIL,NIL,3,22,19,1018,83,,,,,,,,
"['03:00', '07/12']",07/12 03:00,20,5,200,9999,NIL,NIL,NIL,8000,5,22,18,1018,78,,,,,,,,
"['04:00', '07/12']",07/12 04:00,10,6,180,7000,NIL,NIL,1,8000,5,20,19,1017,94,,,,,,,,
"['05:00', '07/12']",07/12 05:00,250,6,NIL,9999,NIL,NIL,NIL,10000,5,20,19,1016,94,,,,,,,,
"['06:00', '07/12']",07/12 06:00,VRB,2,NIL,9999,NIL,NIL,NIL,10000,5,20,19,1016,94,,,,,,,,
"['07:00', '07/12']",07/12 07:00,80,4,NIL,9999,NIL,NIL,1,10000,5,20,19,1017,94,,,,,,,,
"['08:00', '07/12']",07/12 08:00,0,0,NIL,9999,NIL,NIL,NIL,10000,5,20,19,1017,94,,,,,,,,
"['09:00', '07/12']",07/12 09:00,VRB,2,NIL,9999,NIL,NIL,NIL,10000,5,20,19,1018,94,,,,,,,,
"['10:00', '07/12']",07/12 10:00,180,2,NIL,9999,NIL,NIL,NIL,8000,5,21,19,1019,88,,,,,,,,
"['11:00', '07/12']",07/12 11:00,250,3,265,9999,NIL,NIL,NIL,1000,5,22,19,1019,83,,,,,,,,
"['12:00', '07/12']",07/12 12:00,250,5,NIL,9999,NIL,NIL,NIL,1000,5,23,19,1020,78,,,,,,,,
"['13:00', '07/12']",07/12 13:00,280,6,285,9999,NIL,NIL,NIL,1800,5,24,18,1020,69,,,,,,,,
"['14:00', '07/12']",07/12 14:00,270,4,NIL,9999,NIL,NIL,NIL,2300,5,25,19,1020,69,,,,,,,,
"['15:00', '07/12']",07/12 15:00,290,7,NIL,9999,NIL,NIL,NIL,3000,5,26,17,1019,58,,,,,,,,
"['16:00', '07/12']",07/12 16:00,50,9,NIL,9999,NIL,NIL,NIL,10000,5,24,20,1018,78,,,,,,,,
"['17:00', '07/12']",07/12 17:00,60,4,NIL,9999,3000,225,NIL,8000,5,25,18,1017,65,,,,,,,,
"['18:00', '07/12']",07/12 18:00,270,3,250,9999,NIL,NIL,NIL,9000,5,26,18,1016,61,,,,,,,,
"['19:00', '07/12']",07/12 19:00,320,6,320,9999,NIL,NIL,NIL,9000,5,28,17,1015,51,,,,,,,,
"['20:00', '07/12']",07/12 20:00,40,7,45,9999,NIL,NIL,NIL,NIL,3,26,20,1015,70,,,,,,,,
"['21:00', '07/12']",07/12 21:00,70,9,NIL,9999,NIL,NIL,NIL,NIL,3,26,20,1015,70,,,,,,,,
"['22:00', '07/12']",07/12 22:00,80,6,75,9999,NIL,NIL,NIL,10000,5,25,20,1016,74,,,,,,,,
"['23:00', '07/12']",07/12 23:00,80,5,NIL,9999,NIL,NIL,NIL,NIL,3,23,20,1017,83,,,,,,,,
"['00:00', '08/12']",08/12 00:00,VRB,2,NIL,9999,NIL,NIL,NIL,NIL,2,23,20,1018,83,,,,,,,,
"['01:00', '08/12']",08/12 01:00,270,3,NIL,9999,NIL,NIL,,NIL,NIL,22,20,1018,88,NIL,NIL,,,,,,
"['02:00', '08/12']",08/12 02:00,200,3,205,9999,NIL,NIL,,NIL,NIL,22,19,1018,83,NIL,NIL,,,,,,
"['03:00', '08/12']",08/12 03:00,80,3,NIL,9999,NIL,NIL,,NIL,NIL,21,19,1018,88,NIL,NIL,,,,,,
"['04:00', '08/12']",08/12 04:00,VRB,2,NIL,9999,NIL,NIL,,NIL,3,21,19,1018,88,NIL,NIL,,,,,,
"['05:00', '08/12']",08/12 05:00,210,4,225,9999,NIL,NIL,,NIL,3,21,19,1017,88,NIL,NIL,,,,,,
