validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,cobertura,tt,po,qnh,ur,teto,chuva,pancada,nevoa_umida,vis_setor,vis_setor_dir,trovoada,vnt_rajada,nevoa_seca,chuvisco
"['06:00', '10/07']",10/07 06:00,190,3,NIL,9999,5,22,20,1014,88,2000,NIL,NIL,NIL,,,,,,
"['07:00', '10/07']",10/07 07:00,210,3,NIL,8000,5,22,20,1014,88,1700,NIL,NIL,NIL,,,,,,
"['08:00', '10/07']",10/07 08:00,190,3,NIL,8000,5,22,20,1014,88,2000,NIL,NIL,NIL,,,,,,
"['09:00', '10/07']",10/07 09:00,210,2,NIL,8000,5,22,20,1015,88,2000,NIL,NIL,NIL,,,,,,
"['10:00', '10/07']",10/07 10:00,250,2,NIL,9999,5,22,20,1015,88,5000,NIL,NIL,NIL,,,,,,
"['11:00', '10/07']",10/07 11:00,210,3,NIL,9999,5,24,21,1016,83,6000,NIL,NIL,NIL,,,,,,
"['12:00', '10/07']",10/07 12:00,140,3,NIL,9999,5,26,21,1016,74,2000,NIL,NIL,NIL,,,,,,
"['13:00', '10/07']",10/07 13:00,110,10,NIL,9999,3,25,20,1016,74,NIL,NIL,NIL,NIL,,,,,,
"['14:00', '10/07']",10/07 14:00,140,8,NIL,9999,3,26,21,1016,74,NIL,NIL,NIL,NIL,,,,,,
"['15:00', '10/07']",10/07 15:00,130,9,NIL,9999,3,27,21,1015,70,NIL,NIL,NIL,NIL,,,,,,
"['16:00', '10/07']",10/07 16:00,100,8,NIL,9999,3,27,20,1015,66,NIL,NIL,NIL,NIL,,,,,,
"['17:00', '10/07']",10/07 17:00,110,7,NIL,9999,3,27,20,1014,66,NIL,NIL,NIL,NIL,,,,,,
"['18:00', '10/07']",10/07 18:00,130,8,120,9999,3,26,20,1014,70,NIL,NIL,NIL,NIL,,,,,,
"['19:00', '10/07']",10/07 19:00,130,10,NIL,5000,5,22,20,1014,88,1800,1,1,1,,,,,,
"['20:00', '10/07']",10/07 20:00,110,7,95,9999,3,24,20,1014,78,NIL,NIL,NIL,NIL,,,,,,
"['21:00', '10/07']",10/07 21:00,120,3,115,9999,5,24,20,1014,78,5000,NIL,NIL,NIL,,,,,,
"['22:00', '10/07']",10/07 22:00,180,3,NIL,9999,3,24,21,1015,83,NIL,NIL,NIL,NIL,,,,,,
"['23:00', '10/07']",10/07 23:00,150,6,NIL,9999,3,24,21,1015,83,NIL,NIL,NIL,NIL,,,,,,
"['00:00', '11/07']",11/07 00:00,140,8,NIL,9999,3,24,21,1016,83,NIL,NIL,NIL,NIL,,,,,,
"['01:00', '11/07']",11/07 01:00,140,6,NIL,9999,5,24,20,1016,78,4000,NIL,,NIL,,,,,,
"['02:00', '11/07']",11/07 02:00,140,7,NIL,9999,5,24,20,1016,78,3800,NIL,,NIL,,,,,,
"['03:00', '11/07']",11/07 03:00,120,3,NIL,9999,5,24,20,1016,78,3800,NIL,,NIL,,,,,,
"['04:00', '11/07']",11/07 04:00,190,4,NIL,9999,5,23,20,1015,83,3800,NIL,,NIL,,,,,,
"['05:00', '11/07']",11/07 05:00,150,9,NIL,9999,3,24,19,1015,74,NIL,NIL,,NIL,,,,,,
"['06:00', '11/07']",11/07 06:00,150,9,NIL,9999,3,24,19,1014,74,NIL,NIL,,NIL,,,,,,
"['07:00', '11/07']",11/07 07:00,150,8,NIL,9999,3,23,19,1014,78,NIL,NIL,,NIL,,,,,,
"['08:00', '11/07']",11/07 08:00,140,9,NIL,9999,5,24,19,1015,74,2000,NIL,,NIL,,,,,,
"['09:00', '11/07']",11/07 09:00,150,9,NIL,9999,3,24,19,1015,74,NIL,NIL,,NIL,,,,,,
"['10:00', '11/07']",11/07 10:00,140,10,NIL,9999,3,25,19,1016,69,NIL,NIL,,NIL,,,,,,
"['11:00', '11/07']",11/07 11:00,130,8,NIL,9999,3,26,19,1017,65,NIL,NIL,,NIL,,,,,,
"['12:00', '11/07']",11/07 12:00,140,10,NIL,9999,3,26,20,1017,70,NIL,NIL,,NIL,,,,,,
"['13:00', '11/07']",11/07 13:00,150,10,NIL,9999,3,27,20,1017,66,NIL,NIL,,NIL,,,,,,
"['14:00', '11/07']",11/07 14:00,130,9,135,9000,3,27,20,1017,66,NIL,NIL,,NIL,,,,,,
"['15:00', '11/07']",11/07 15:00,150,11,NIL,9000,3,27,20,1016,66,NIL,NIL,,NIL,,,,,,
"['16:00', '11/07']",11/07 16:00,140,10,150,9999,3,26,21,1016,74,NIL,NIL,,NIL,,,,,,
"['17:00', '11/07']",11/07 17:00,160,12,NIL,9999,3,27,20,1015,66,NIL,NIL,,NIL,,,,,,
"['18:00', '11/07']",11/07 18:00,150,9,NIL,9999,3,26,20,1015,70,NIL,NIL,,NIL,,,,,,
"['19:00', '11/07']",11/07 19:00,170,11,NIL,9999,3,26,19,1015,65,NIL,NIL,,NIL,,,,,,
"['20:00', '11/07']",11/07 20:00,160,11,NIL,8000,5,25,20,1015,74,2400,NIL,,NIL,,,,,,
"['21:00', '11/07']",11/07 21:00,100,8,NIL,9000,5,24,20,1015,78,5000,NIL,,NIL,,,,,,
"['22:00', '11/07']",11/07 22:00,120,11,NIL,5000,8,22,20,1016,88,1400,1,,1,,,,,,
"['23:00', '11/07']",11/07 23:00,130,11,NIL,5000,5,22,20,1016,88,2000,1,,1,,,,,,
"['23:27', '11/07']",11/07 23:27,100,8,NIL,4000,5,22,20,1016,88,800,1,,1,,,,,,
"['00:00', '12/07']",12/07 00:00,80,6,NIL,4000,5,22,20,1016,88,1500,1,,1,,,,,,
"['01:00', '12/07']",12/07 01:00,200,3,,9999,5,23,21,1016,89,2000,,,,,,,,,
"['02:00', '12/07']",12/07 02:00,140,10,,9999,5,24,20,1016,78,2000,,,,,,,,,
"['03:00', '12/07']",12/07 03:00,140,9,,9999,3,24,20,1016,78,NIL,,,,,,,,,
"['04:00', '12/07']",12/07 04:00,140,10,,9999,5,24,20,1015,78,2000,,,,,,,,,
"['05:00', '12/07']",12/07 05:00,120,12,,8000,5,23,19,1015,78,2000,,,,,,,,,
"['06:00', '12/07']",12/07 06:00,150,10,,9999,3,24,20,1014,78,NIL,,,,,,,,,
"['07:00', '12/07']",12/07 07:00,130,11,,8000,5,24,19,1014,74,1800,,,,,,,,,
"['08:00', '12/07']",12/07 08:00,130,6,,9999,3,24,20,1014,78,NIL,,,,,,,,,
"['09:00', '12/07']",12/07 09:00,160,10,,9999,3,23,19,1015,78,NIL,,,,,,,,,
"['10:00', '12/07']",12/07 10:00,150,9,,9999,3,24,19,1015,74,NIL,,,,,,,,,
"['11:00', '12/07']",12/07 11:00,130,11,,9999,3,26,21,1016,74,NIL,,,,,,,,,
"['12:00', '12/07']",12/07 12:00,130,12,,9999,3,27,20,1016,66,NIL,,,,,,,,,
"['13:00', '12/07']",12/07 13:00,140,14,,9999,5,27,20,1017,66,2100,,,,,,,,,
"['14:00', '12/07']",12/07 14:00,150,13,,9999,3,27,20,1017,66,NIL,,,,,,,,,
"['15:00', '12/07']",12/07 15:00,150,15,,9999,3,27,19,1016,62,NIL,,,,,,,,,
"['16:00', '12/07']",12/07 16:00,130,11,,9999,3,27,20,1016,66,NIL,,,,,,,,,
"['17:00', '12/07']",12/07 17:00,140,12,,9999,3,27,20,1015,66,NIL,,,,,,,,,
"['18:00', '12/07']",12/07 18:00,150,14,,9999,3,26,20,1015,70,NIL,,,,,,,,,
"['19:00', '12/07']",12/07 19:00,150,12,,9999,3,26,20,1015,70,NIL,,,,,,,,,
"['20:00', '12/07']",12/07 20:00,140,10,,9999,5,25,19,1016,69,2500,,,,,,,,,
"['21:00', '12/07']",12/07 21:00,130,4,,9999,3,24,18,1016,69,NIL,,,,,,,,,
"['22:00', '12/07']",12/07 22:00,140,8,,9999,5,24,19,1016,74,8000,,,,,,,,,
"['23:00', '12/07']",12/07 23:00,150,8,,9999,3,24,19,1017,74,NIL,,,,,,,,,
"['00:00', '13/07']",13/07 00:00,210,6,,9999,5,23,19,1017,78,2500,,,,,,,,,
"['01:00', '13/07']",13/07 01:00,210,5,,9999,3,23,19,1018,78,NIL,,,,,,,,,
"['02:00', '13/07']",13/07 02:00,210,4,,9999,3,23,19,1018,78,NIL,,,,,,,,,
"['03:00', '13/07']",13/07 03:00,210,5,,9999,3,22,19,1017,83,NIL,,,,,,,,,
"['04:00', '13/07']",13/07 04:00,VRB,2,,9999,5,22,19,1017,83,2200,,,,,,,,,
"['05:00', '13/07']",13/07 05:00,210,3,,9999,5,21,19,1016,88,7000,,,,,,,,,
"['06:00', '13/07']",13/07 06:00,180,3,,9999,5,21,19,1016,88,7000,,,,,,,,,
"['07:00', '13/07']",13/07 07:00,100,6,,9999,3,22,19,1016,83,NIL,,,,,,,,,
"['08:00', '13/07']",13/07 08:00,220,5,,9999,3,21,19,1016,88,NIL,,,,,,,,,
"['09:00', '13/07']",13/07 09:00,210,3,,9999,3,21,19,1017,88,NIL,,,,,,,,,
"['10:00', '13/07']",13/07 10:00,180,5,,9999,5,22,19,1017,83,6000,,,,,,,,,
"['11:00', '13/07']",13/07 11:00,180,4,,9999,5,23,20,1017,83,5000,,,,,,,,,
"['12:00', '13/07']",13/07 12:00,200,7,,9999,3,25,20,1017,74,NIL,,,,,,,,,
"['13:00', '13/07']",13/07 13:00,160,10,,9999,3,26,20,1017,70,NIL,,,,,,,,,
"['14:00', '13/07']",13/07 14:00,150,13,,9999,5,26,20,1017,70,2200,,,,,,,,,
"['15:00', '13/07']",13/07 15:00,150,11,,9999,5,26,19,1017,65,2500,,,,,,,,,
"['16:00', '13/07']",13/07 16:00,160,12,,9999,3,26,19,1016,65,NIL,,,,,,,,,
"['17:00', '13/07']",13/07 17:00,150,11,,9999,3,26,19,1015,65,NIL,,,,,,,,,
"['18:00', '13/07']",13/07 18:00,150,13,,9999,3,26,19,1015,65,NIL,,,,,,,,,
"['19:00', '13/07']",13/07 19:00,160,12,,9999,3,25,19,1015,69,NIL,,,,,,,,,
"['20:00', '13/07']",13/07 20:00,160,12,,9999,2,25,19,1015,69,NIL,,,,,,,,,
"['21:00', '13/07']",13/07 21:00,170,11,,9999,2,25,18,1016,65,NIL,,,,,,,,,
"['22:00', '13/07']",13/07 22:00,170,11,,9999,3,25,19,1016,69,NIL,,,,,,,,,
"['23:00', '13/07']",13/07 23:00,170,9,,9999,3,24,19,1017,74,NIL,,,,,,,,,
"['00:00', '14/07']",14/07 00:00,200,5,,9999,3,24,19,1017,74,NIL,,,,,,,,,
"['01:00', '14/07']",14/07 01:00,200,5,NIL,9999,3,23,19,1017,78,NIL,NIL,,,,,,NIL,,
"['02:00', '14/07']",14/07 02:00,210,6,NIL,9999,5,23,19,1017,78,2500,NIL,,,,,,NIL,,
"['03:00', '14/07']",14/07 03:00,210,5,NIL,9999,5,22,19,1017,83,2500,NIL,,,,,,NIL,,
"['04:00', '14/07']",14/07 04:00,220,4,NIL,9999,5,22,19,1016,83,2500,NIL,,,,,,NIL,,
"['05:00', '14/07']",14/07 05:00,210,5,NIL,9999,3,21,19,1016,88,NIL,NIL,,,,,,NIL,,
"['06:00', '14/07']",14/07 06:00,190,4,NIL,9999,3,21,18,1015,83,NIL,NIL,,,,,,NIL,,
"['07:00', '14/07']",14/07 07:00,190,5,NIL,9999,5,22,19,1015,83,2200,NIL,,,,,,NIL,,
"['08:00', '14/07']",14/07 08:00,210,6,NIL,9999,5,22,19,1015,83,2000,NIL,,,,,,NIL,,
"['09:00', '14/07']",14/07 09:00,210,4,NIL,9999,3,22,20,1016,88,NIL,NIL,,,,,,NIL,,
"['10:00', '14/07']",14/07 10:00,180,6,170,9999,3,24,21,1016,83,NIL,NIL,,,,,,NIL,,
"['11:00', '14/07']",14/07 11:00,150,11,NIL,9999,3,26,21,1016,74,NIL,NIL,,,,,,NIL,,
"['12:00', '14/07']",14/07 12:00,150,14,NIL,9999,3,26,21,1016,74,NIL,NIL,,,,,,NIL,,
"['13:00', '14/07']",14/07 13:00,150,12,NIL,9999,2,27,21,1017,70,NIL,NIL,,,,,,NIL,,
"['14:00', '14/07']",14/07 14:00,140,12,NIL,9999,5,27,20,1016,66,2500,NIL,,,,,,NIL,,
"['15:00', '14/07']",14/07 15:00,150,12,NIL,9999,3,26,21,1015,74,NIL,NIL,,,,,,NIL,,
"['16:00', '14/07']",14/07 16:00,150,13,NIL,9999,5,26,21,1015,74,2300,NIL,,,,,,NIL,,
"['17:00', '14/07']",14/07 17:00,150,13,NIL,9999,3,27,20,1014,66,NIL,NIL,,,,,,NIL,,
"['18:00', '14/07']",14/07 18:00,150,9,NIL,9999,5,25,22,1014,83,5000,NIL,,,,,,NIL,,
"['19:00', '14/07']",14/07 19:00,160,13,NIL,9999,5,24,21,1014,83,5000,NIL,,,,,,NIL,,
"['20:00', '14/07']",14/07 20:00,170,8,NIL,8000,5,24,21,1014,83,1500,NIL,,,,,,NIL,,
"['21:00', '14/07']",14/07 21:00,110,12,NIL,9999,5,22,20,1015,88,1900,1,,,,,,22,,
"['22:00', '14/07']",14/07 22:00,210,4,NIL,8000,5,23,21,1015,89,1900,1,,,,,,NIL,,
"['23:00', '14/07']",14/07 23:00,150,9,NIL,9999,5,24,21,1015,83,6000,NIL,,,,,,NIL,,
"['00:00', '15/07']",15/07 00:00,170,11,NIL,9999,5,23,21,1015,89,7000,NIL,,,,,,NIL,,
"['01:00', '15/07']",15/07 01:00,130,9,NIL,8000,5,22,20,1015,88,5000,NIL,,,,,,,,
"['02:00', '15/07']",15/07 02:00,160,8,NIL,9999,5,23,21,1015,89,6000,NIL,,,,,,,,
"['03:00', '15/07']",15/07 03:00,110,5,90,8000,8,22,20,1015,88,1500,NIL,,,,,,,,
"['04:00', '15/07']",15/07 04:00,140,11,NIL,8000,5,24,20,1015,78,1900,NIL,,,,,,,,
"['05:00', '15/07']",15/07 05:00,140,9,NIL,9999,5,24,20,1014,78,2000,NIL,,,,,,,,
"['06:00', '15/07']",15/07 06:00,150,9,NIL,9999,5,24,20,1014,78,2000,NIL,,,,,,,,
"['07:00', '15/07']",15/07 07:00,150,10,NIL,9999,3,23,20,1014,83,NIL,NIL,,,,,,,,
"['08:00', '15/07']",15/07 08:00,150,10,NIL,9999,5,24,20,1014,78,5000,NIL,,,,,,,,
"['09:00', '15/07']",15/07 09:00,150,9,155,9999,5,23,20,1015,83,1800,NIL,,,,,,,,
"['10:00', '15/07']",15/07 10:00,150,13,NIL,9999,3,24,20,1015,78,NIL,NIL,,,,,,,,
"['11:00', '15/07']",15/07 11:00,150,11,NIL,9999,3,25,21,1016,79,NIL,NIL,,,,,,,,
"['12:00', '15/07']",15/07 12:00,150,13,NIL,9999,5,25,20,1016,74,2000,NIL,,,,,,,,
"['13:00', '15/07']",15/07 13:00,160,14,NIL,9999,5,26,20,1016,70,2200,NIL,,,,,,,,
"['14:00', '15/07']",15/07 14:00,150,14,NIL,9999,5,27,21,1016,70,2000,NIL,,,,,,,,
"['15:00', '15/07']",15/07 15:00,150,15,NIL,9999,3,26,20,1015,70,NIL,NIL,,,,,,,,
"['16:00', '15/07']",15/07 16:00,150,14,NIL,9999,3,26,20,1015,70,NIL,NIL,,,,,,,,
"['17:00', '15/07']",15/07 17:00,150,15,NIL,9999,3,26,20,1014,70,NIL,NIL,,,,,,,,
"['18:00', '15/07']",15/07 18:00,150,14,NIL,9999,3,26,20,1014,70,NIL,NIL,,,,,,,,
"['19:00', '15/07']",15/07 19:00,160,15,NIL,9999,3,25,20,1014,74,NIL,NIL,,,,,,,,
"['20:00', '15/07']",15/07 20:00,160,12,NIL,9999,3,25,20,1014,74,NIL,NIL,,,,,,,,
"['21:00', '15/07']",15/07 21:00,170,11,NIL,9999,3,24,20,1015,78,NIL,NIL,,,,,,,,
"['22:00', '15/07']",15/07 22:00,180,10,NIL,9999,3,24,20,1015,78,NIL,NIL,,,,,,,,
"['23:00', '15/07']",15/07 23:00,190,7,190,9999,3,24,20,1015,78,NIL,NIL,,,,,,,,
"['00:00', '16/07']",16/07 00:00,190,7,NIL,9999,5,23,21,1015,89,1900,1,,,,,,,,
"['01:00', '16/07']",16/07 01:00,220,7,NIL,7000,8,22,21,1016,94,1900,1,,NIL,,,,,,
"['02:00', '16/07']",16/07 02:00,220,5,NIL,9999,5,22,20,1015,88,1900,1,,NIL,,,,,,
"['03:00', '16/07']",16/07 03:00,230,3,NIL,9999,5,22,20,1015,88,2000,NIL,,NIL,,,,,,
"['04:00', '16/07']",16/07 04:00,190,4,NIL,9999,5,22,20,1014,88,2000,NIL,,NIL,,,,,,
"['05:00', '16/07']",16/07 05:00,220,3,NIL,9999,5,22,20,1014,88,2000,NIL,,NIL,,,,,,
"['06:00', '16/07']",16/07 06:00,220,4,NIL,9999,5,22,20,1014,88,2000,NIL,,NIL,,,,,,
"['07:00', '16/07']",16/07 07:00,210,3,NIL,9999,5,22,21,1014,94,2000,NIL,,NIL,,,,,,
"['08:00', '16/07']",16/07 08:00,140,7,NIL,9999,5,22,21,1014,94,1900,NIL,,NIL,,,,,,
"['09:00', '16/07']",16/07 09:00,190,4,NIL,9999,5,22,20,1015,88,2000,NIL,,NIL,,,,,,
"['10:00', '16/07']",16/07 10:00,220,5,NIL,9999,5,22,21,1015,94,2000,NIL,,NIL,,,,,,
"['11:00', '16/07']",16/07 11:00,170,9,NIL,9999,5,23,21,1016,89,1700,NIL,,NIL,,,,,,
"['12:00', '16/07']",16/07 12:00,190,6,NIL,9999,5,23,21,1016,89,4000,NIL,,NIL,,,,,,
"['13:00', '16/07']",16/07 13:00,180,8,185,9999,5,24,21,1016,83,5000,NIL,,NIL,,,,,,
"['14:00', '16/07']",16/07 14:00,150,11,NIL,9000,5,24,21,1016,83,1500,NIL,,NIL,,,,,,
"['15:00', '16/07']",16/07 15:00,90,8,85,4000,5,23,20,1016,83,800,1,,1,,,,,,
"['16:00', '16/07']",16/07 16:00,100,5,80,5000,8,23,21,1015,89,1500,1,,1,,,,,,
"['17:00', '16/07']",16/07 17:00,VRB,1,NIL,5000,8,23,21,1014,89,5000,1,,1,,,,,,
"['18:00', '16/07']",16/07 18:00,0,0,NIL,8000,5,23,20,1014,83,5000,NIL,,NIL,,,,,,
"['19:00', '16/07']",16/07 19:00,150,3,NIL,9999,5,24,21,1014,83,5000,NIL,,NIL,,,,,,
"['20:00', '16/07']",16/07 20:00,180,5,NIL,9999,5,24,20,1014,78,5000,NIL,,NIL,,,,,,
"['21:00', '16/07']",16/07 21:00,180,6,NIL,9999,5,24,20,1015,78,5000,NIL,,NIL,,,,,,
"['22:00', '16/07']",16/07 22:00,190,4,NIL,9999,3,23,21,1015,89,NIL,NIL,,NIL,,,,,,
"['23:00', '16/07']",16/07 23:00,200,4,NIL,9999,3,23,21,1016,89,NIL,NIL,,NIL,,,,,,
"['00:00', '17/07']",17/07 00:00,210,5,NIL,9999,3,23,20,1016,83,NIL,NIL,,NIL,,,,,,
"['01:00', '17/07']",17/07 01:00,210,5,NIL,9999,5,23,21,1016,89,6000,NIL,,NIL,,,,,,
"['02:00', '17/07']",17/07 02:00,220,5,215,9999,5,22,20,1016,88,5000,NIL,,NIL,,,,,,
"['03:00', '17/07']",17/07 03:00,200,6,NIL,9999,5,22,20,1016,88,5000,NIL,,NIL,,,,,,
"['04:00', '17/07']",17/07 04:00,200,6,NIL,5000,5,22,20,1015,88,5000,1,,1,,,,,,
"['05:00', '17/07']",17/07 05:00,210,5,205,9999,5,22,20,1015,88,4500,NIL,,NIL,,,,,,
"['06:00', '17/07']",17/07 06:00,210,5,NIL,9999,5,22,20,1015,88,5000,NIL,,NIL,,,,,,
"['07:00', '17/07']",17/07 07:00,200,6,NIL,9999,5,22,20,1015,88,4000,NIL,,NIL,,,,,,
"['08:00', '17/07']",17/07 08:00,210,6,NIL,6000,5,22,20,1015,88,4000,1,,NIL,,,,,,
"['09:00', '17/07']",17/07 09:00,180,7,NIL,4000,5,21,20,1015,94,1400,1,,1,,,,,,
"['10:00', '17/07']",17/07 10:00,210,7,NIL,4000,5,21,20,1016,94,1400,1,,1,,,,,,
"['11:00', '17/07']",17/07 11:00,180,9,NIL,4000,5,22,20,1017,88,900,1,,1,,,,,,
"['12:00', '17/07']",17/07 12:00,190,8,NIL,5000,5,23,21,1017,89,1500,NIL,,1,,,,,,
"['13:00', '17/07']",17/07 13:00,150,11,NIL,8000,5,23,20,1017,83,1500,NIL,,NIL,,,,,,
"['13:29', '17/07']",17/07 13:29,140,11,NIL,3500,5,22,20,1017,88,1000,1,,1,,,,,,
"['14:00', '17/07']",17/07 14:00,170,9,NIL,4000,5,22,21,1017,94,1000,1,,1,,,,,,
"['15:00', '17/07']",17/07 15:00,140,11,NIL,4000,5,22,20,1016,88,1200,1,,1,,,,,,
"['16:00', '17/07']",17/07 16:00,160,10,NIL,4500,5,23,21,1015,89,1300,1,,1,,,,,,
"['17:00', '17/07']",17/07 17:00,230,7,NIL,9999,5,23,21,1015,89,4000,NIL,,NIL,,,,,,
"['18:00', '17/07']",17/07 18:00,230,6,NIL,9999,5,24,21,1014,83,4000,NIL,,NIL,,,,,,
"['19:00', '17/07']",17/07 19:00,200,4,NIL,9999,5,24,20,1014,78,4500,NIL,,NIL,,,,,,
"['20:00', '17/07']",17/07 20:00,220,2,NIL,9999,5,24,19,1015,74,5000,NIL,,NIL,,,,,,
"['21:00', '17/07']",17/07 21:00,260,2,NIL,9999,5,23,20,1015,83,6000,NIL,,NIL,,,,,,
"['22:00', '17/07']",17/07 22:00,240,2,NIL,9999,5,23,20,1016,83,2300,NIL,,NIL,,,,,,
"['23:00', '17/07']",17/07 23:00,0,0,NIL,9999,5,23,20,1016,83,6000,NIL,,NIL,,,,,,
"['00:00', '18/07']",18/07 00:00,220,2,NIL,9999,5,23,20,1017,83,2000,NIL,,NIL,,,,,,
"['01:00', '18/07']",18/07 01:00,190,5,,9999,3,22,20,1017,88,NIL,NIL,,NIL,,,,,,
"['02:00', '18/07']",18/07 02:00,200,5,,9999,3,22,20,1017,88,NIL,NIL,,NIL,,,,,,
"['03:00', '18/07']",18/07 03:00,180,7,,5000,5,21,19,1017,88,1500,1,,1,,,,,,
"['04:00', '18/07']",18/07 04:00,220,5,,9999,3,21,20,1016,94,NIL,NIL,,NIL,,,,,,
"['05:00', '18/07']",18/07 05:00,200,4,,9999,3,21,19,1015,88,NIL,NIL,,NIL,,,,,,
"['06:00', '18/07']",18/07 06:00,190,4,,9999,3,21,19,1015,88,NIL,NIL,,NIL,,,,,,
"['07:00', '18/07']",18/07 07:00,220,4,,9999,3,21,19,1015,88,NIL,NIL,,NIL,,,,,,
"['08:00', '18/07']",18/07 08:00,190,3,,9999,3,21,19,1015,88,NIL,NIL,,NIL,,,,,,
"['09:00', '18/07']",18/07 09:00,190,2,,9999,5,21,19,1016,88,6000,NIL,,NIL,,,,,,
"['10:00', '18/07']",18/07 10:00,220,4,,9999,3,23,19,1016,78,NIL,NIL,,NIL,,,,,,
"['11:00', '18/07']",18/07 11:00,200,7,,9999,5,24,20,1017,78,7000,NIL,,NIL,,,,,,
"['12:00', '18/07']",18/07 12:00,190,11,,9999,3,25,21,1017,79,NIL,NIL,,NIL,,,,,,
"['13:00', '18/07']",18/07 13:00,160,13,,9999,3,27,21,1017,70,NIL,NIL,,NIL,,,,,,
"['14:00', '18/07']",18/07 14:00,160,14,,9999,3,27,20,1016,66,NIL,NIL,,NIL,,,,,,
"['15:00', '18/07']",18/07 15:00,160,14,,9999,3,27,21,1016,70,NIL,NIL,,NIL,,,,,,
"['16:00', '18/07']",18/07 16:00,160,14,,9999,5,27,20,1015,66,2200,NIL,,NIL,,,,,,
"['17:00', '18/07']",18/07 17:00,160,14,,9999,2,27,20,1014,66,NIL,NIL,,NIL,,,,,,
"['18:00', '18/07']",18/07 18:00,170,14,,9999,2,26,20,1014,70,NIL,NIL,,NIL,,,,,,
"['19:00', '18/07']",18/07 19:00,170,14,,9999,2,26,20,1014,70,NIL,NIL,,NIL,,,,,,
"['20:00', '18/07']",18/07 20:00,160,13,,9999,2,25,20,1014,74,NIL,NIL,,NIL,,,,,,
"['21:00', '18/07']",18/07 21:00,180,11,,9999,2,25,20,1016,74,NIL,NIL,,NIL,,,,,,
"['22:00', '18/07']",18/07 22:00,190,6,,9999,3,24,20,1015,78,NIL,NIL,,NIL,,,,,,
"['23:00', '18/07']",18/07 23:00,190,5,,9999,2,24,20,1016,78,NIL,NIL,,NIL,,,,,,
"['00:00', '19/07']",19/07 00:00,210,5,,9999,3,23,20,1016,83,NIL,NIL,,NIL,,,,,,
"['01:00', '19/07']",19/07 01:00,210,4,NIL,9999,3,23,20,1016,83,NIL,NIL,,NIL,,,,,,
"['02:00', '19/07']",19/07 02:00,240,3,NIL,9999,3,22,20,1016,88,NIL,NIL,,NIL,,,,,,
"['03:00', '19/07']",19/07 03:00,230,4,NIL,9999,2,22,20,1016,88,NIL,NIL,,NIL,,,,,,
"['04:00', '19/07']",19/07 04:00,230,5,NIL,9999,NIL,22,20,1015,88,NIL,NIL,,NIL,,,,,,
"['05:00', '19/07']",19/07 05:00,VRB,2,NIL,9999,NIL,21,19,1014,88,NIL,NIL,,NIL,,,,,,
"['06:00', '19/07']",19/07 06:00,230,5,NIL,9999,NIL,21,19,1014,88,NIL,NIL,,NIL,,,,,,
"['07:00', '19/07']",19/07 07:00,200,5,NIL,9999,5,22,19,1014,83,1800,NIL,,NIL,,,,,,
"['08:00', '19/07']",19/07 08:00,210,5,NIL,9999,3,21,19,1015,88,NIL,NIL,,NIL,,,,,,
"['08:37', '19/07']",19/07 08:37,210,5,NIL,4000,5,21,20,1015,94,1400,1,,1,,,,,,
"['09:00', '19/07']",19/07 09:00,210,6,NIL,4000,5,21,20,1015,94,1500,1,,1,,,,,,
"['09:35', '19/07']",19/07 09:35,210,6,NIL,6000,5,21,20,1015,94,1100,NIL,,NIL,,,,,,
"['10:00', '19/07']",19/07 10:00,210,7,NIL,3500,5,21,20,1016,94,1100,1,,1,,,,,,
"['11:00', '19/07']",19/07 11:00,210,7,NIL,5000,5,22,20,1016,88,1500,1,,NIL,,,,,,
"['11:13', '19/07']",19/07 11:13,VRB,2,NIL,3000,8,22,20,1017,88,1000,1,,NIL,,,,,,
"['12:00', '19/07']",19/07 12:00,190,2,NIL,3500,8,22,21,1017,94,1000,1,,NIL,,,,,,
"['12:25', '19/07']",19/07 12:25,190,4,NIL,5000,8,23,21,1016,89,1500,1,,NIL,,,,,,
"['13:00', '19/07']",19/07 13:00,180,14,NIL,8000,8,23,21,1016,89,2500,NIL,,NIL,,,,,,
"['14:00', '19/07']",19/07 14:00,160,5,NIL,8000,5,24,21,1016,83,1700,NIL,,NIL,,,,,,
"['15:00', '19/07']",19/07 15:00,140,10,140,4000,8,23,21,1015,89,600,1,,NIL,,,,,,
"['16:00', '19/07']",19/07 16:00,160,11,NIL,4000,8,23,21,1014,89,1200,1,,NIL,,,,,,
"['16:24', '19/07']",19/07 16:24,150,6,NIL,8000,8,23,21,1014,89,1800,NIL,,NIL,,,,,,
"['17:00', '19/07']",19/07 17:00,60,3,NIL,5000,8,24,21,1014,83,2000,1,,NIL,,,,,,
"['18:00', '19/07']",19/07 18:00,270,2,NIL,9999,5,24,20,1014,78,5000,NIL,,NIL,,,,,,
"['19:00', '19/07']",19/07 19:00,130,2,NIL,9999,5,25,21,1014,79,5000,NIL,,NIL,,,,,,
"['20:00', '19/07']",19/07 20:00,110,5,NIL,9999,5,25,20,1014,74,4000,NIL,,NIL,,,,,,
"['20:30', '19/07']",19/07 20:30,120,10,NIL,4000,5,23,20,1015,83,1200,1,,1,,,,,,
"['21:00', '19/07']",19/07 21:00,80,4,NIL,9999,5,23,20,1014,83,4500,NIL,,NIL,,,,,,
