validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,chuva,teto,cobertura,tt,po,qnh,ur,vnt_vrb,pancada,trovoada,nevoa_umida,vnt_rajada,vis_setor,vis_setor_dir,chuvisco
"['05:00', '10/12']",10/12 05:00,80,7,9999,,2300,5,25,20,1013,74,NIL,,,,,,,
"['06:00', '10/12']",10/12 06:00,80,5,9999,,2000,5,25,21,1013,79,85,,,,,,,
"['07:00', '10/12']",10/12 07:00,80,5,9999,,NIL,3,25,20,1013,74,80,,,,,,,
"['08:00', '10/12']",10/12 08:00,90,7,9999,,NIL,3,25,20,1013,74,80,,,,,,,
"['09:00', '10/12']",10/12 09:00,60,5,9999,,2500,5,25,20,1014,74,65,,,,,,,
"['10:00', '10/12']",10/12 10:00,90,7,9999,,2000,5,27,20,1014,66,NIL,,,,,,,
"['11:00', '10/12']",10/12 11:00,80,6,9999,,2000,5,27,20,1015,66,NIL,,,,,,,
"['12:00', '10/12']",10/12 12:00,80,7,9999,,NIL,3,29,20,1015,58,NIL,,,,,,,
"['13:00', '10/12']",10/12 13:00,90,7,9999,,2000,5,29,20,1015,58,NIL,,,,,,,
"['14:00', '10/12']",10/12 14:00,100,9,9999,,2000,5,28,21,1014,66,NIL,,,,,,,
"['15:00', '10/12']",10/12 15:00,100,10,9999,,2000,5,28,20,1014,62,NIL,,,,,,,
"['16:00', '10/12']",10/12 16:00,90,10,9999,,NIL,3,28,20,1013,62,NIL,,,,,,,
"['17:00', '10/12']",10/12 17:00,130,9,9999,,NIL,3,29,20,1013,58,NIL,,,,,,,
"['18:00', '10/12']",10/12 18:00,120,10,9999,,NIL,3,28,19,1013,58,NIL,,,,,,,
"['19:00', '10/12']",10/12 19:00,130,11,9999,,NIL,3,27,20,1013,66,NIL,,,,,,,
"['20:00', '10/12']",10/12 20:00,100,6,9999,,NIL,3,27,20,1013,66,NIL,,,,,,,
"['21:00', '10/12']",10/12 21:00,100,7,9999,,NIL,3,27,19,1013,62,NIL,,,,,,,
"['22:00', '10/12']",10/12 22:00,110,7,9999,,NIL,3,26,19,1014,65,NIL,,,,,,,
"['23:00', '10/12']",10/12 23:00,100,7,9999,,NIL,2,26,20,1014,70,NIL,,,,,,,
"['00:00', '11/12']",11/12 00:00,110,7,9999,,NIL,3,26,20,1014,70,NIL,,,,,,,
"['01:00', '11/12']",11/12 01:00,100,6,9999,,NIL,3,26,20,1014,70,95,,,,,,,
"['02:00', '11/12']",11/12 02:00,110,8,9999,,NIL,3,26,20,1014,70,105,,,,,,,
"['03:00', '11/12']",11/12 03:00,120,8,9999,,NIL,3,26,19,1014,65,115,,,,,,,
"['04:00', '11/12']",11/12 04:00,130,7,9999,,NIL,3,25,19,1013,69,NIL,,,,,,,
"['05:00', '11/12']",11/12 05:00,120,9,9999,,NIL,3,25,19,1013,69,NIL,,,,,,,
"['06:00', '11/12']",11/12 06:00,110,7,9999,,NIL,3,25,19,1013,69,100,,,,,,,
"['07:00', '11/12']",11/12 07:00,120,8,9999,,NIL,3,25,19,1013,69,NIL,,,,,,,
"['08:00', '11/12']",11/12 08:00,120,8,9999,,2300,5,25,19,1014,69,115,,,,,,,
"['09:00', '11/12']",11/12 09:00,130,9,9999,,NIL,3,26,19,1014,65,135,,,,,,,
"['10:00', '11/12']",11/12 10:00,140,10,9999,,2500,5,26,19,1015,65,NIL,,,,,,,
"['11:00', '11/12']",11/12 11:00,130,12,9999,,NIL,3,28,18,1015,55,NIL,,,,,,,
"['12:00', '11/12']",11/12 12:00,130,10,9999,,NIL,3,28,18,1015,55,NIL,,,,,,,
"['13:00', '11/12']",11/12 13:00,130,12,9999,,NIL,3,28,19,1015,58,135,,,,,,,
"['14:00', '11/12']",11/12 14:00,130,12,9999,,NIL,2,29,19,1015,55,NIL,,,,,,,
"['15:00', '11/12']",11/12 15:00,120,11,9999,,NIL,2,28,18,1014,55,120,,,,,,,
"['16:00', '11/12']",11/12 16:00,110,10,9999,,NIL,2,29,19,1013,55,NIL,,,,,,,
"['17:00', '11/12']",11/12 17:00,120,10,9999,,NIL,3,28,19,1012,58,NIL,,,,,,,
"['18:00', '11/12']",11/12 18:00,130,10,9999,,NIL,2,28,18,1012,55,NIL,,,,,,,
"['19:00', '11/12']",11/12 19:00,140,12,9999,,NIL,2,27,18,1012,58,NIL,,,,,,,
"['20:00', '11/12']",11/12 20:00,140,8,9999,,NIL,2,26,18,1012,61,NIL,,,,,,,
"['21:00', '11/12']",11/12 21:00,120,7,9999,,NIL,3,26,19,1013,65,NIL,,,,,,,
"['22:00', '11/12']",11/12 22:00,130,8,9999,,NIL,3,26,18,1013,61,NIL,,,,,,,
"['23:00', '11/12']",11/12 23:00,110,7,9999,,NIL,2,26,18,1014,61,NIL,,,,,,,
"['00:00', '12/12']",12/12 00:00,130,8,9999,,NIL,3,26,19,1014,65,NIL,,,,,,,
"['01:00', '12/12']",12/12 01:00,110,7,9999,,NIL,3,26,19,1014,65,105,,,,,,,
"['02:00', '12/12']",12/12 02:00,130,8,9999,,NIL,3,25,19,1013,69,NIL,,,,,,,
"['03:00', '12/12']",12/12 03:00,120,8,9999,,NIL,3,26,19,1012,65,NIL,,,,,,,
"['04:00', '12/12']",12/12 04:00,120,6,9999,,NIL,3,26,20,1012,70,NIL,,,,,,,
"['05:00', '12/12']",12/12 05:00,130,7,9999,,2000,5,25,20,1012,74,NIL,,,,,,,
"['06:00', '12/12']",12/12 06:00,110,5,9999,,2000,5,25,21,1012,79,NIL,,,,,,,
"['07:00', '12/12']",12/12 07:00,110,5,9000,,2000,5,24,21,1012,83,NIL,,,,,,,
"['08:00', '12/12']",12/12 08:00,170,1,9999,,2000,5,24,21,1013,83,NIL,,,,,,,
"['10:00', '12/12']",12/12 10:00,110,9,9999,,6000,5,26,20,1014,70,NIL,,,,,,,
"['11:00', '12/12']",12/12 11:00,130,10,9999,,2500,5,27,20,1015,66,NIL,,,,,,,
"['12:00', '12/12']",12/12 12:00,110,11,9999,,6000,5,28,20,1015,62,105,,,,,,,
"['13:00', '12/12']",12/12 13:00,100,10,9999,,NIL,3,28,19,1015,58,115,,,,,,,
"['14:00', '12/12']",12/12 14:00,120,11,9999,,NIL,3,29,19,1015,55,125,,,,,,,
"['15:00', '12/12']",12/12 15:00,130,11,9999,,NIL,2,29,19,1014,55,130,,,,,,,
"['16:00', '12/12']",12/12 16:00,130,10,9999,,NIL,3,29,20,1013,58,135,,,,,,,
"['17:00', '12/12']",12/12 17:00,100,10,9999,,NIL,3,28,20,1013,62,105,,,,,,,
"['18:00', '12/12']",12/12 18:00,110,10,9999,,NIL,3,28,19,1012,58,NIL,,,,,,,
"['19:00', '12/12']",12/12 19:00,110,9,9999,,NIL,3,28,20,1012,62,NIL,,,,,,,
"['20:00', '12/12']",12/12 20:00,130,11,9999,,NIL,3,27,19,1012,62,NIL,,,,,,,
"['21:00', '12/12']",12/12 21:00,130,9,9999,,NIL,3,26,19,1013,65,NIL,,,,,,,
"['22:00', '12/12']",12/12 22:00,140,10,9999,,NIL,NIL,26,19,1014,65,NIL,,,,,,,
"['23:00', '12/12']",12/12 23:00,130,9,9999,,NIL,2,26,20,1014,70,NIL,,,,,,,
"['00:00', '13/12']",13/12 00:00,140,11,9999,,4500,5,26,19,1014,65,NIL,,,,,,,
"['01:00', '13/12']",13/12 01:00,140,10,9999,,4500,5,26,20,1014,70,NIL,,,,,,,
"['02:00', '13/12']",13/12 02:00,130,9,9999,,5000,5,26,19,1014,65,NIL,,,,,,,
"['03:00', '13/12']",13/12 03:00,140,10,9999,,5000,5,25,19,1013,69,NIL,,,,,,,
"['04:00', '13/12']",13/12 04:00,140,8,9999,,5000,5,25,20,1012,74,NIL,,,,,,,
"['05:00', '13/12']",13/12 05:00,130,8,9999,,5000,5,25,20,1012,74,NIL,,,,,,,
"['06:00', '13/12']",13/12 06:00,130,6,9999,,2000,5,25,20,1012,74,NIL,,,,,,,
"['07:00', '13/12']",13/12 07:00,110,7,9999,,5000,5,24,20,1012,78,NIL,,,,,,,
"['08:00', '13/12']",13/12 08:00,120,5,9999,,4500,5,25,20,1012,74,NIL,,,,,,,
"['09:00', '13/12']",13/12 09:00,140,10,9999,,4500,5,25,20,1013,74,NIL,,,,,,,
"['10:00', '13/12']",13/12 10:00,150,10,9999,,4500,5,26,21,1013,74,NIL,,,,,,,
"['11:00', '13/12']",13/12 11:00,140,12,9999,,5000,5,26,21,1014,74,NIL,,,,,,,
"['12:00', '13/12']",13/12 12:00,130,11,9999,,2000,5,27,22,1014,74,135,,,,,,,
"['13:00', '13/12']",13/12 13:00,120,11,9999,,2300,5,29,21,1014,62,120,,,,,,,
"['14:00', '13/12']",13/12 14:00,140,13,9999,,2000,5,28,21,1014,66,140,,,,,,,
"['15:00', '13/12']",13/12 15:00,130,14,9999,,NIL,3,28,20,1014,62,140,,,,,,,
"['16:00', '13/12']",13/12 16:00,130,12,9999,,NIL,3,28,21,1013,66,140,,,,,,,
"['17:00', '13/12']",13/12 17:00,140,13,9999,,NIL,3,28,20,1013,62,140,,,,,,,
"['18:00', '13/12']",13/12 18:00,140,12,9999,,6000,5,27,20,1012,66,NIL,,,,,,,
"['19:00', '13/12']",13/12 19:00,130,11,9999,,6000,5,27,19,1012,62,NIL,,,,,,,
"['20:00', '13/12']",13/12 20:00,140,12,9999,,6000,5,27,20,1013,66,NIL,,,,,,,
"['21:00', '13/12']",13/12 21:00,140,10,9999,,5500,5,27,20,1013,66,125,,,,,,,
"['22:00', '13/12']",13/12 22:00,140,11,9000,,NIL,3,26,20,1014,70,NIL,,,,,,,
"['23:00', '13/12']",13/12 23:00,140,10,9999,,NIL,3,26,20,1015,70,NIL,,,,,,,
"['00:00', '14/12']",14/12 00:00,130,11,9999,,NIL,3,26,20,1015,70,NIL,,,,,,,
"['01:00', '14/12']",14/12 01:00,130,10,9999,,NIL,3,26,20,1015,70,NIL,,,,,,,
"['02:00', '14/12']",14/12 02:00,120,10,9999,,NIL,3,26,20,1014,70,NIL,,,,,,,
"['03:00', '14/12']",14/12 03:00,120,9,9999,,NIL,3,26,20,1014,70,NIL,,,,,,,
"['04:00', '14/12']",14/12 04:00,130,10,9999,,NIL,3,26,20,1013,70,NIL,,,,,,,
"['05:00', '14/12']",14/12 05:00,130,9,9999,,NIL,3,26,19,1013,65,NIL,,,,,,,
"['06:00', '14/12']",14/12 06:00,130,7,9999,,NIL,3,26,19,1012,65,NIL,,,,,,,
"['07:00', '14/12']",14/12 07:00,120,7,9999,,NIL,3,26,19,1012,65,NIL,,,,,,,
"['08:00', '14/12']",14/12 08:00,110,6,9999,,NIL,3,25,19,1013,69,NIL,,,,,,,
"['09:00', '14/12']",14/12 09:00,130,8,9999,,NIL,3,26,20,1013,70,NIL,,,,,,,
"['10:00', '14/12']",14/12 10:00,140,8,9999,,NIL,3,27,20,1013,66,130,,,,,,,
"['11:00', '14/12']",14/12 11:00,120,9,9999,,NIL,3,27,20,1013,66,NIL,,,,,,,
"['12:00', '14/12']",14/12 12:00,130,10,9999,,NIL,3,27,20,1013,66,NIL,,,,,,,
"['13:00', '14/12']",14/12 13:00,140,9,9999,,NIL,3,28,20,1013,62,NIL,,,,,,,
"['14:00', '14/12']",14/12 14:00,130,10,9999,,NIL,3,28,20,1013,62,NIL,,,,,,,
"['15:00', '14/12']",14/12 15:00,140,11,9999,,NIL,3,29,21,1012,62,NIL,,,,,,,
"['16:00', '14/12']",14/12 16:00,140,12,9999,,NIL,3,29,20,1011,58,NIL,,,,,,,
"['17:00', '14/12']",14/12 17:00,120,8,9999,,NIL,3,29,19,1010,55,NIL,,,,,,,
"['18:00', '14/12']",14/12 18:00,140,12,9999,,NIL,3,28,20,1010,62,140,,,,,,,
"['19:00', '14/12']",14/12 19:00,140,12,9999,,NIL,3,27,20,1010,66,NIL,,,,,,,
"['20:00', '14/12']",14/12 20:00,140,11,9999,,NIL,3,26,20,1010,70,NIL,,,,,,,
"['21:00', '14/12']",14/12 21:00,140,9,9999,,NIL,3,26,20,1011,70,NIL,,,,,,,
"['22:00', '14/12']",14/12 22:00,140,11,9999,,NIL,3,26,20,1012,70,NIL,,,,,,,
"['23:00', '14/12']",14/12 23:00,130,10,9999,,NIL,3,26,20,1012,70,NIL,,,,,,,
"['00:00', '15/12']",15/12 00:00,140,9,9999,,2300,5,26,20,1013,70,NIL,,,,,,,
"['01:00', '15/12']",15/12 01:00,140,8,9999,,2300,5,26,20,1013,70,135,,,,,,,
"['02:00', '15/12']",15/12 02:00,150,11,9999,,2000,5,25,20,1013,74,140,,,,,,,
"['03:00', '15/12']",15/12 03:00,140,9,9999,,2500,5,25,20,1012,74,NIL,,,,,,,
"['04:00', '15/12']",15/12 04:00,120,4,8000,,1600,5,24,21,1012,83,125,,,,,,,
"['05:00', '15/12']",15/12 05:00,120,7,9999,,2300,5,24,21,1011,83,NIL,,,,,,,
"['06:00', '15/12']",15/12 06:00,120,8,9999,,1500,5,24,21,1011,83,NIL,,,,,,,
"['07:00', '15/12']",15/12 07:00,140,7,9999,,1600,5,24,21,1011,83,NIL,,,,,,,
"['09:00', '15/12']",15/12 09:00,110,7,9999,,NIL,3,24,21,1012,83,110,,,,,,,
"['10:00', '15/12']",15/12 10:00,110,8,9999,,2500,5,25,21,1012,79,100,,,,,,,
"['11:00', '15/12']",15/12 11:00,100,7,9999,,1500,5,26,21,1012,74,NIL,,,,,,,
"['12:00', '15/12']",15/12 12:00,110,7,9999,,1900,5,27,22,1013,74,NIL,,,,,,,
"['13:00', '15/12']",15/12 13:00,80,7,9999,,NIL,3,28,20,1013,62,NIL,,,,,,,
"['14:00', '15/12']",15/12 14:00,100,8,9999,,NIL,3,28,20,1012,62,NIL,,,,,,,
"['15:00', '15/12']",15/12 15:00,120,9,9999,,NIL,3,28,21,1012,66,NIL,,,,,,,
"['16:00', '15/12']",15/12 16:00,120,9,9999,,NIL,3,28,21,1011,66,NIL,,,,,,,
"['17:00', '15/12']",15/12 17:00,130,10,9999,,NIL,3,28,21,1011,66,NIL,,,,,,,
"['18:00', '15/12']",15/12 18:00,100,9,9999,,NIL,3,28,21,1010,66,NIL,,,,,,,
"['19:00', '15/12']",15/12 19:00,110,9,9999,,NIL,3,28,21,1009,66,NIL,,,,,,,
"['20:00', '15/12']",15/12 20:00,100,8,9999,,NIL,3,27,21,1010,70,NIL,,,,,,,
"['21:00', '15/12']",15/12 21:00,110,8,9999,,NIL,3,27,21,1010,70,NIL,,,,,,,
"['22:00', '15/12']",15/12 22:00,100,7,9999,,NIL,3,27,21,1011,70,NIL,,,,,,,
"['23:00', '15/12']",15/12 23:00,100,7,9999,,NIL,3,26,20,1011,70,NIL,,,,,,,
"['00:00', '16/12']",16/12 00:00,100,7,9999,,NIL,3,27,21,1012,70,NIL,,,,,,,
"['01:00', '16/12']",16/12 01:00,90,8,9999,,NIL,3,26,20,1012,70,95,,,,,,,
"['02:00', '16/12']",16/12 02:00,80,8,9999,,NIL,3,26,20,1012,70,NIL,,,,,,,
"['03:00', '16/12']",16/12 03:00,80,6,9999,,NIL,3,26,20,1011,70,80,,,,,,,
"['04:00', '16/12']",16/12 04:00,70,5,9999,,NIL,3,26,20,1011,70,75,,,,,,,
"['05:00', '16/12']",16/12 05:00,60,6,9999,,NIL,3,26,20,1010,70,55,,,,,,,
"['06:00', '16/12']",16/12 06:00,60,7,9000,,NIL,3,26,20,1010,70,NIL,,,,,,,
"['07:00', '16/12']",16/12 07:00,60,7,9999,,NIL,3,26,20,1010,70,50,,,,,,,
"['08:00', '16/12']",16/12 08:00,70,7,9000,,NIL,3,26,20,1011,70,NIL,,,,,,,
"['09:00', '16/12']",16/12 09:00,60,4,9999,,5500,5,26,20,1012,70,55,,,,,,,
"['10:00', '16/12']",16/12 10:00,60,6,9999,,NIL,3,27,20,1012,66,65,,,,,,,
"['11:00', '16/12']",16/12 11:00,60,8,9999,,NIL,3,28,19,1013,58,NIL,,,,,,,
"['12:00', '16/12']",16/12 12:00,VRB,8,9999,,NIL,3,28,20,1013,62,NIL,,,,,,,
"['13:00', '16/12']",16/12 13:00,70,8,9999,,NIL,3,29,20,1013,58,75,,,,,,,
"['14:00', '16/12']",16/12 14:00,70,9,9999,,NIL,3,28,20,1013,62,70,,,,,,,
"['15:00', '16/12']",16/12 15:00,70,7,9999,,NIL,3,29,20,1012,58,75,,,,,,,
"['16:00', '16/12']",16/12 16:00,60,9,9999,,NIL,3,29,21,1012,62,65,,,,,,,
"['17:00', '16/12']",16/12 17:00,100,10,9999,,2000,5,28,21,1011,66,NIL,,,,,,,
"['18:00', '16/12']",16/12 18:00,100,10,9999,,2000,5,28,21,1011,66,NIL,,,,,,,
"['19:00', '16/12']",16/12 19:00,90,10,9999,,2000,5,28,21,1011,66,NIL,,,,,,,
"['20:00', '16/12']",16/12 20:00,80,9,9999,,2000,5,27,21,1011,70,NIL,,,,,,,
"['21:00', '16/12']",16/12 21:00,90,8,9999,,2000,5,27,21,1011,70,NIL,,,,,,,
"['22:00', '16/12']",16/12 22:00,80,7,9999,,2000,5,26,21,1012,74,NIL,,,,,,,
"['23:00', '16/12']",16/12 23:00,90,8,9999,,2000,5,26,21,1013,74,NIL,,,,,,,
"['00:00', '17/12']",17/12 00:00,80,7,9999,,2000,5,26,20,1013,70,NIL,,,,,,,
"['01:00', '17/12']",17/12 01:00,80,6,9999,,NIL,3,26,20,1013,70,NIL,,,,,,,
"['02:00', '17/12']",17/12 02:00,80,4,9999,,NIL,3,26,20,1013,70,NIL,,,,,,,
"['03:00', '17/12']",17/12 03:00,80,5,9999,,NIL,3,26,20,1012,70,NIL,,,,,,,
"['04:00', '17/12']",17/12 04:00,50,5,9999,,NIL,3,26,20,1012,70,NIL,,,,,,,
"['05:00', '17/12']",17/12 05:00,70,6,9999,,NIL,3,26,20,1012,70,NIL,,,,,,,
"['06:00', '17/12']",17/12 06:00,60,4,9999,,NIL,3,26,20,1012,70,NIL,,,,,,,
"['07:00', '17/12']",17/12 07:00,60,5,9999,,NIL,3,26,20,1012,70,NIL,,,,,,,
"['08:00', '17/12']",17/12 08:00,60,5,9999,,NIL,3,26,20,1013,70,NIL,,,,,,,
"['09:00', '17/12']",17/12 09:00,60,5,9999,,NIL,3,26,20,1013,70,NIL,,,,,,,
"['10:00', '17/12']",17/12 10:00,70,6,9999,,NIL,3,27,21,1013,70,NIL,,,,,,,
"['11:00', '17/12']",17/12 11:00,70,8,9999,,NIL,3,28,21,1014,66,60,,,,,,,
"['12:00', '17/12']",17/12 12:00,80,8,9999,,NIL,3,28,21,1014,66,80,,,,,,,
"['13:00', '17/12']",17/12 13:00,90,10,9999,,2500,5,28,20,1014,62,95,,,,,,,
"['14:00', '17/12']",17/12 14:00,90,9,9999,,NIL,3,29,21,1014,62,80,,,,,,,
"['15:00', '17/12']",17/12 15:00,80,9,9999,,NIL,3,29,21,1013,62,75,,,,,,,
"['16:00', '17/12']",17/12 16:00,70,10,9999,,NIL,3,29,21,1013,62,90,,,,,,,
"['17:00', '17/12']",17/12 17:00,100,9,9999,,NIL,2,29,21,1013,62,240,,,,,,,
"['18:00', '17/12']",17/12 18:00,110,10,9999,,NIL,3,28,21,1012,66,NIL,,,,,,,
"['19:00', '17/12']",17/12 19:00,70,9,9999,,NIL,3,27,21,1012,70,NIL,,,,,,,
"['20:00', '17/12']",17/12 20:00,80,7,9999,,NIL,3,27,20,1012,66,NIL,,,,,,,
"['21:00', '17/12']",17/12 21:00,90,8,9999,,NIL,3,27,20,1012,66,NIL,,,,,,,
"['22:00', '17/12']",17/12 22:00,90,8,9999,,NIL,3,26,20,1013,70,NIL,,,,,,,
"['23:00', '17/12']",17/12 23:00,70,7,9999,,2200,5,26,21,1013,74,225,,,,,,,
"['00:00', '18/12']",18/12 00:00,60,6,9999,,2000,5,26,21,1014,74,NIL,,,,,,,
"['01:00', '18/12']",18/12 01:00,80,8,9999,,2000,5,26,21,1013,74,NIL,,,,,,,
"['02:00', '18/12']",18/12 02:00,70,7,9999,,1900,5,26,21,1013,74,NIL,,,,,,,
"['03:00', '18/12']",18/12 03:00,70,6,9999,,1900,5,26,21,1012,74,NIL,,,,,,,
"['04:00', '18/12']",18/12 04:00,60,7,9999,,2000,5,26,20,1011,70,NIL,,,,,,,
"['05:00', '18/12']",18/12 05:00,70,7,9999,,2000,5,26,20,1011,70,NIL,,,,,,,
"['06:00', '18/12']",18/12 06:00,70,5,9999,,2000,5,26,20,1011,70,NIL,,,,,,,
"['07:00', '18/12']",18/12 07:00,70,7,9999,,2000,5,26,20,1011,70,NIL,,,,,,,
"['08:00', '18/12']",18/12 08:00,70,8,9999,,2000,5,26,20,1012,70,NIL,,,,,,,
"['09:00', '18/12']",18/12 09:00,80,7,9999,,2000,5,26,20,1012,70,NIL,,,,,,,
"['10:00', '18/12']",18/12 10:00,60,8,9999,,2000,5,27,20,1013,66,NIL,,,,,,,
"['11:00', '18/12']",18/12 11:00,100,10,9999,,NIL,3,28,20,1013,62,95,,,,,,,
"['12:00', '18/12']",18/12 12:00,70,8,9999,,NIL,3,29,20,1013,58,75,,,,,,,
"['13:00', '18/12']",18/12 13:00,60,9,9999,,NIL,3,28,20,1013,62,65,,,,,,,
"['14:00', '18/12']",18/12 14:00,70,9,9999,,NIL,3,29,21,1013,62,75,,,,,,,
"['15:00', '18/12']",18/12 15:00,80,10,9999,,NIL,3,29,20,1013,58,70,,,,,,,
"['16:00', '18/12']",18/12 16:00,70,10,9999,,NIL,3,29,19,1012,55,60,,,,,,,
"['17:00', '18/12']",18/12 17:00,60,10,9999,,NIL,3,29,19,1011,55,75,,,,,,,
"['18:00', '18/12']",18/12 18:00,70,8,9999,,NIL,2,28,20,1011,62,65,,,,,,,
"['19:00', '18/12']",18/12 19:00,50,8,9999,,NIL,2,28,19,1010,58,65,,,,,,,
"['20:00', '18/12']",18/12 20:00,70,8,9999,,NIL,2,27,19,1010,62,70,,,,,,,
"['21:00', '18/12']",18/12 21:00,60,7,9999,,NIL,3,27,19,1011,62,55,,,,,,,
"['22:00', '18/12']",18/12 22:00,60,6,9999,,NIL,3,26,20,1011,70,NIL,,,,,,,
"['23:00', '18/12']",18/12 23:00,70,7,9999,,NIL,3,26,20,1012,70,70,,,,,,,
"['00:00', '19/12']",19/12 00:00,80,6,9999,,NIL,3,26,21,1012,74,75,,,,,,,
"['01:00', '19/12']",19/12 01:00,40,5,9999,,NIL,3,26,21,1012,74,215,,,,,,,
"['02:00', '19/12']",19/12 02:00,60,6,9999,,NIL,3,26,20,1012,70,55,,,,,,,
"['03:00', '19/12']",19/12 03:00,60,7,9999,,2100,5,26,20,1011,70,NIL,,,,,,,
"['04:00', '19/12']",19/12 04:00,70,8,9999,,2200,5,25,20,1011,74,80,,,,,,,
"['05:00', '19/12']",19/12 05:00,60,6,9999,,NIL,3,25,20,1011,74,55,,,,,,,
"['06:00', '19/12']",19/12 06:00,70,7,9999,,2500,5,25,19,1010,69,NIL,,,,,,,
"['07:00', '19/12']",19/12 07:00,70,7,9999,,NIL,3,25,19,1010,69,NIL,,,,,,,
"['08:00', '19/12']",19/12 08:00,60,6,9999,,NIL,3,26,20,1011,70,NIL,,,,,,,
"['09:00', '19/12']",19/12 09:00,70,6,9999,,NIL,3,26,20,1012,70,70,,,,,,,
"['10:00', '19/12']",19/12 10:00,90,10,9999,,NIL,3,27,19,1012,62,NIL,,,,,,,
"['11:00', '19/12']",19/12 11:00,70,8,9999,,NIL,3,27,20,1012,66,NIL,,,,,,,
"['12:00', '19/12']",19/12 12:00,80,9,9999,,NIL,3,28,19,1013,58,NIL,,,,,,,
"['13:00', '19/12']",19/12 13:00,90,9,9999,,NIL,3,28,19,1012,58,NIL,,,,,,,
"['14:00', '19/12']",19/12 14:00,70,8,9999,,NIL,3,29,20,1012,58,NIL,,,,,,,
"['15:00', '19/12']",19/12 15:00,60,9,9999,,NIL,3,28,20,1012,62,NIL,,,,,,,
"['16:00', '19/12']",19/12 16:00,70,8,9999,,NIL,3,29,19,1011,55,NIL,,,,,,,
"['17:00', '19/12']",19/12 17:00,70,8,9999,,NIL,3,29,19,1010,55,NIL,,,,,,,
"['18:00', '19/12']",19/12 18:00,60,8,9999,,NIL,3,28,20,1010,62,70,,,,,,,
"['19:00', '19/12']",19/12 19:00,50,8,9999,,NIL,3,28,19,1010,58,NIL,,,,,,,
"['20:00', '19/12']",19/12 20:00,60,8,9999,,NIL,3,27,19,1010,62,NIL,,,,,,,
"['21:00', '19/12']",19/12 21:00,60,6,9999,,NIL,3,27,20,1010,66,235,,,,,,,
"['22:00', '19/12']",19/12 22:00,80,7,9999,,NIL,3,26,20,1011,70,75,,,,,,,
"['23:00', '19/12']",19/12 23:00,60,7,9999,,NIL,3,26,20,1011,70,NIL,,,,,,,
"['00:00', '20/12']",20/12 00:00,60,7,9999,,NIL,3,26,20,1011,70,55,,,,,,,
"['01:00', '20/12']",20/12 01:00,60,8,9999,,2500,5,26,20,1012,70,NIL,,,,,,,
"['02:00', '20/12']",20/12 02:00,50,5,8000,,2300,5,26,20,1011,70,NIL,,,,,,,
"['03:00', '20/12']",20/12 03:00,80,7,8000,,2300,5,25,21,1011,79,85,,,,,,,
"['04:00', '20/12']",20/12 04:00,60,6,9999,,5000,5,25,21,1010,79,60,,,,,,,
"['05:00', '20/12']",20/12 05:00,80,7,9999,,2000,5,25,20,1010,74,70,,,,,,,
"['06:00', '20/12']",20/12 06:00,70,7,9999,,NIL,3,25,20,1010,74,80,,,,,,,
"['07:00', '20/12']",20/12 07:00,80,9,9999,,NIL,3,26,19,1011,65,90,,,,,,,
"['08:00', '20/12']",20/12 08:00,80,6,9999,,NIL,3,25,19,1011,69,75,,,,,,,
"['09:00', '20/12']",20/12 09:00,90,6,9999,,2500,5,26,20,1012,70,85,,,,,,,
"['10:00', '20/12']",20/12 10:00,70,7,9999,,2500,5,26,19,1012,65,NIL,,,,,,,
"['11:00', '20/12']",20/12 11:00,100,9,9999,,NIL,3,28,20,1013,62,NIL,,,,,,,
"['12:00', '20/12']",20/12 12:00,80,7,9999,,NIL,3,28,20,1013,62,NIL,,,,,,,
"['13:00', '20/12']",20/12 13:00,90,10,9999,,NIL,3,28,19,1013,58,NIL,,,,,,,
"['14:00', '20/12']",20/12 14:00,90,9,9999,,2500,5,28,20,1013,62,NIL,,,,,,,
"['15:00', '20/12']",20/12 15:00,90,9,9999,,2500,5,28,21,1012,66,NIL,,,,,,,
"['16:00', '20/12']",20/12 16:00,90,11,9999,,NIL,3,29,19,1012,55,NIL,,,,,,,
"['17:00', '20/12']",20/12 17:00,90,11,9999,,2500,5,28,20,1011,62,NIL,,,,,,,
"['18:00', '20/12']",20/12 18:00,90,9,9999,,NIL,3,29,20,1011,58,NIL,,,,,,,
"['19:00', '20/12']",20/12 19:00,100,10,9999,,NIL,3,28,19,1011,58,NIL,,,,,,,
"['20:00', '20/12']",20/12 20:00,90,8,9999,,NIL,3,27,19,1011,62,NIL,,,,,,,
"['21:00', '20/12']",20/12 21:00,80,6,9999,,NIL,3,27,19,1011,62,NIL,,,,,,,
"['22:00', '20/12']",20/12 22:00,90,7,9999,,NIL,3,26,19,1012,65,NIL,,,,,,,
"['23:00', '20/12']",20/12 23:00,90,6,9999,,NIL,3,26,20,1012,70,NIL,,,,,,,
"['00:00', '21/12']",21/12 00:00,60,6,9999,,2000,5,26,19,1013,65,NIL,,,,,,,
"['01:00', '21/12']",21/12 01:00,60,5,9999,,2000,5,26,20,1013,70,NIL,,,,,,,
"['02:00', '21/12']",21/12 02:00,80,8,9999,,NIL,3,26,19,1012,65,NIL,,,,,,,
"['03:00', '21/12']",21/12 03:00,80,8,9999,,NIL,3,26,19,1012,65,NIL,,,,,,,
