validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vnt_rajada,nevoeiro,nevoa_umida,chuvisco,pancada,vis_setor,vis_setor_dir,vnt_vrb
"['17:46', '15/10']",15/10 17:46,200,12,4000,1,1,4000,5,24,18,1016,69,NIL,,,,,,,
"['18:00', '15/10']",15/10 18:00,190,14,4000,1,1,4000,5,23,18,1016,73,24,,,,,,,
"['18:20', '15/10']",15/10 18:20,140,7,9000,NIL,1,4000,5,24,16,1015,61,NIL,,,,,,,
"['18:31', '15/10']",15/10 18:31,140,6,9000,NIL,1,4000,5,25,17,1015,61,NIL,,,,,,,
"['19:00', '15/10']",15/10 19:00,340,5,9999,NIL,1,10000,5,25,17,1015,61,NIL,,,,,,,
"['20:00', '15/10']",15/10 20:00,50,6,9999,NIL,1,NIL,3,25,18,1016,65,NIL,,,,,,,
"['21:00', '15/10']",15/10 21:00,360,7,9999,NIL,NIL,10000,5,24,17,1016,65,NIL,,,,,,,
"['22:00', '15/10']",15/10 22:00,90,4,9999,NIL,NIL,10000,5,23,18,1017,73,NIL,,,,,,,
"['23:00', '15/10']",15/10 23:00,130,6,9999,NIL,NIL,10000,5,22,18,1018,78,NIL,,,,,,,
"['00:00', '16/10']",16/10 00:00,80,15,9999,NIL,NIL,10000,5,22,17,1019,73,NIL,,,,,,,
"['01:00', '16/10']",16/10 01:00,90,13,9999,NIL,NIL,10000,5,22,18,1020,78,,,,,,,,
"['02:00', '16/10']",16/10 02:00,100,9,9999,NIL,NIL,10000,5,21,18,1020,83,,,,,,,,
"['03:00', '16/10']",16/10 03:00,130,5,9999,NIL,NIL,NIL,NIL,20,18,1019,88,,,,,,,,
"['04:00', '16/10']",16/10 04:00,120,8,9999,NIL,NIL,NIL,NIL,21,18,1019,83,,,,,,,,
"['05:00', '16/10']",16/10 05:00,90,11,9999,NIL,NIL,NIL,NIL,21,17,1018,78,,,,,,,,
"['06:00', '16/10']",16/10 06:00,100,15,9999,NIL,NIL,NIL,NIL,20,16,1018,78,,,,,,,,
"['07:00', '16/10']",16/10 07:00,100,11,9999,NIL,NIL,NIL,NIL,20,16,1018,78,,,,,,,,
"['08:00', '16/10']",16/10 08:00,100,11,9999,NIL,NIL,NIL,NIL,20,16,1018,78,,,,,,,,
"['09:00', '16/10']",16/10 09:00,100,11,9999,NIL,NIL,10000,5,20,16,1019,78,,,,,,,,
"['10:00', '16/10']",16/10 10:00,100,13,9999,NIL,NIL,10000,5,20,17,1020,83,,,,,,,,
"['11:00', '16/10']",16/10 11:00,90,13,9999,NIL,NIL,10000,5,20,17,1020,83,,,,,,,,
"['12:00', '16/10']",16/10 12:00,100,14,9999,NIL,NIL,10000,5,21,17,1021,78,,,,,,,,
"['13:00', '16/10']",16/10 13:00,110,11,9999,NIL,NIL,10000,5,22,17,1021,73,,,,,,,,
"['14:00', '16/10']",16/10 14:00,110,9,9999,NIL,NIL,10000,5,22,17,1021,73,,,,,,,,
"['15:00', '16/10']",16/10 15:00,110,9,9999,NIL,NIL,9000,5,22,17,1021,73,,,,,,,,
"['16:00', '16/10']",16/10 16:00,100,7,9999,NIL,NIL,10000,5,23,18,1019,73,,,,,,,,
"['17:00', '16/10']",16/10 17:00,120,10,9999,NIL,NIL,NIL,3,25,18,1018,65,,,,,,,,
"['18:00', '16/10']",16/10 18:00,150,9,9999,NIL,NIL,3000,5,25,18,1018,65,,,,,,,,
"['19:00', '16/10']",16/10 19:00,90,11,9999,NIL,NIL,NIL,3,25,18,1017,65,,,,,,,,
"['20:00', '16/10']",16/10 20:00,90,15,9999,NIL,NIL,3000,5,23,18,1018,73,,,,,,,,
"['21:00', '16/10']",16/10 21:00,90,16,9999,NIL,NIL,10000,5,21,17,1019,78,,,,,,,,
"['22:00', '16/10']",16/10 22:00,80,15,9999,NIL,NIL,10000,5,20,17,1019,83,,,,,,,,
"['23:00', '16/10']",16/10 23:00,90,11,9999,NIL,NIL,3600,5,20,16,1020,78,,,,,,,,
"['23:40', '16/10']",16/10 23:40,90,12,9999,1,1,3500,5,19,17,1021,88,,,,,,,,
"['00:00', '17/10']",17/10 00:00,80,8,9999,1,1,3500,5,19,17,1022,88,,,,,,,,
"['01:00', '17/10']",17/10 01:00,80,7,8000,1,1,3000,8,19,16,1022,83,,,,,,,,
"['01:20', '17/10']",17/10 01:20,20,7,9999,1,NIL,3000,8,18,17,1022,94,,,,,,,,
"['02:00', '17/10']",17/10 02:00,50,10,9999,1,NIL,3000,8,18,17,1021,94,,,,,,,,
"['03:00', '17/10']",17/10 03:00,130,8,9999,1,NIL,10000,8,17,16,1021,94,,,,,,,,
"['04:00', '17/10']",17/10 04:00,130,8,9999,NIL,NIL,10000,5,17,17,1020,100,,,,,,,,
"['05:00', '17/10']",17/10 05:00,120,8,9999,NIL,NIL,10000,5,17,17,1019,100,,,,,,,,
"['06:00', '17/10']",17/10 06:00,110,9,9999,NIL,NIL,10000,5,17,16,1019,94,,,,,,,,
"['07:00', '17/10']",17/10 07:00,110,8,9999,NIL,NIL,10000,5,17,15,1019,88,,,,,,,,
"['08:00', '17/10']",17/10 08:00,110,9,9999,NIL,NIL,10000,5,17,15,1019,88,,,,,,,,
"['09:00', '17/10']",17/10 09:00,120,10,9999,NIL,NIL,10000,5,17,15,1019,88,,,,,,,,
"['10:00', '17/10']",17/10 10:00,100,15,9999,NIL,NIL,10000,5,17,15,1020,88,,,,,,,,
"['11:00', '17/10']",17/10 11:00,100,12,9999,NIL,NIL,10000,5,18,15,1020,83,,,,,,,,
"['12:00', '17/10']",17/10 12:00,100,10,9999,NIL,NIL,10000,5,19,16,1021,83,,,,,,,,
"['13:00', '17/10']",17/10 13:00,90,13,9999,NIL,NIL,10000,5,20,16,1021,78,,,,,,,,
"['14:00', '17/10']",17/10 14:00,90,10,9999,NIL,NIL,2000,5,22,16,1021,69,,,,,,,,
"['15:00', '17/10']",17/10 15:00,100,9,9999,NIL,NIL,2500,5,23,16,1020,65,,,,,,,,
"['16:00', '17/10']",17/10 16:00,110,10,9999,NIL,NIL,3000,5,23,16,1019,65,,,,,,,,
"['17:00', '17/10']",17/10 17:00,110,13,9999,NIL,NIL,2500,5,22,16,1019,69,,,,,,,,
"['18:00', '17/10']",17/10 18:00,110,11,9999,NIL,NIL,3000,5,22,16,1018,69,,,,,,,,
"['19:00', '17/10']",17/10 19:00,100,12,9999,NIL,NIL,4000,5,22,16,1018,69,,,,,,,,
"['20:00', '17/10']",17/10 20:00,100,10,9999,NIL,NIL,2500,5,20,16,1018,78,,,,,,,,
"['21:00', '17/10']",17/10 21:00,100,11,9999,NIL,NIL,2500,5,19,16,1019,83,,,,,,,,
"['22:00', '17/10']",17/10 22:00,80,12,9999,NIL,NIL,3000,5,18,16,1019,88,,,,,,,,
"['23:00', '17/10']",17/10 23:00,90,11,9999,NIL,NIL,3500,5,18,15,1020,83,,,,,,,,
"['00:00', '18/10']",18/10 00:00,110,10,9999,NIL,NIL,NIL,3,17,15,1021,88,,,,,,,,
"['01:00', '18/10']",18/10 01:00,100,12,9999,,,NIL,2,17,15,1021,88,,,,,,,,
"['02:00', '18/10']",18/10 02:00,90,11,9999,,,NIL,3,17,15,1021,88,,,,,,,,
"['03:00', '18/10']",18/10 03:00,100,9,9999,,,NIL,3,17,14,1020,83,,,,,,,,
"['04:00', '18/10']",18/10 04:00,90,12,9999,,,NIL,2,17,15,1019,88,,,,,,,,
"['05:00', '18/10']",18/10 05:00,100,12,9999,,,NIL,2,17,14,1019,83,,,,,,,,
"['06:00', '18/10']",18/10 06:00,110,11,9999,,,NIL,2,17,14,1019,83,,,,,,,,
"['07:00', '18/10']",18/10 07:00,90,10,9999,,,NIL,2,16,15,1019,94,,,,,,,,
"['08:00', '18/10']",18/10 08:00,100,11,9999,,,NIL,3,16,15,1019,94,,,,,,,,
"['09:00', '18/10']",18/10 09:00,100,8,9999,,,NIL,2,16,14,1018,88,,,,,,,,
"['10:00', '18/10']",18/10 10:00,110,10,9999,,,10000,5,17,14,1019,83,,,,,,,,
"['11:00', '18/10']",18/10 11:00,100,10,9999,,,NIL,3,18,14,1020,77,,,,,,,,
"['12:00', '18/10']",18/10 12:00,110,10,9999,,,NIL,3,20,15,1020,73,,,,,,,,
"['13:00', '18/10']",18/10 13:00,110,5,9999,,,2300,5,21,15,1020,69,,,,,,,,
"['14:00', '18/10']",18/10 14:00,110,6,9999,,,2700,5,22,15,1019,65,,,,,,,,
"['15:00', '18/10']",18/10 15:00,90,6,9999,,,3000,5,23,15,1018,61,,,,,,,,
"['16:00', '18/10']",18/10 16:00,90,8,9999,,,3500,5,24,16,1018,61,,,,,,,,
"['17:00', '18/10']",18/10 17:00,90,11,9999,,,3500,5,23,16,1017,65,,,,,,,,
"['18:00', '18/10']",18/10 18:00,100,12,9999,,,4000,5,23,15,1017,61,,,,,,,,
"['19:00', '18/10']",18/10 19:00,90,13,9999,,,4000,5,22,15,1017,65,,,,,,,,
"['20:00', '18/10']",18/10 20:00,80,15,9999,,,4000,5,21,14,1017,64,,,,,,,,
"['21:00', '18/10']",18/10 21:00,80,13,9999,,,4000,5,20,15,1017,73,,,,,,,,
"['22:00', '18/10']",18/10 22:00,80,11,9999,,,NIL,3,20,15,1018,73,,,,,,,,
"['23:00', '18/10']",18/10 23:00,90,12,9999,,,10000,5,19,15,1018,78,,,,,,,,
"['00:00', '19/10']",19/10 00:00,90,11,9999,,,10000,5,19,15,1018,78,,,,,,,,
"['01:00', '19/10']",19/10 01:00,90,11,9999,,,NIL,NIL,19,15,1019,78,,,,,,,,
"['02:00', '19/10']",19/10 02:00,90,9,9999,,,NIL,NIL,18,15,1018,83,,,,,,,,
"['03:00', '19/10']",19/10 03:00,100,9,9999,,,10000,5,18,15,1018,83,,,,,,,,
"['04:00', '19/10']",19/10 04:00,100,9,9999,,,10000,5,18,15,1018,83,,,,,,,,
"['05:00', '19/10']",19/10 05:00,100,10,9999,,,10000,5,17,15,1017,88,,,,,,,,
"['06:00', '19/10']",19/10 06:00,100,9,9999,,,10000,5,17,15,1017,88,,,,,,,,
"['07:00', '19/10']",19/10 07:00,90,8,9999,,,NIL,3,17,15,1017,88,,,,,,,,
"['08:00', '19/10']",19/10 08:00,90,9,9999,,,NIL,3,17,15,1017,88,,,,,,,,
"['09:00', '19/10']",19/10 09:00,100,7,9999,,,NIL,3,17,14,1018,83,,,,,,,,
"['10:00', '19/10']",19/10 10:00,90,6,9999,,,NIL,3,17,14,1019,83,,,,,,,,
"['11:00', '19/10']",19/10 11:00,80,6,9999,,,NIL,3,19,14,1020,73,,,,,,,,
"['12:00', '19/10']",19/10 12:00,20,12,9999,,,10000,5,20,14,1020,68,,,,,,,,
"['13:00', '19/10']",19/10 13:00,20,11,9999,,,10000,5,21,13,1020,60,,,,,,,,
"['14:00', '19/10']",19/10 14:00,30,9,9999,,,3700,5,21,14,1020,64,,,,,,,,
"['15:00', '19/10']",19/10 15:00,10,8,9999,,,3700,5,20,15,1020,73,,,,,,,,
"['16:00', '19/10']",19/10 16:00,10,7,9999,,,3600,5,20,15,1020,73,,,,,,,,
"['17:00', '19/10']",19/10 17:00,10,7,9999,,,3500,5,20,15,1020,73,,,,,,,,
"['18:00', '19/10']",19/10 18:00,10,8,9999,,,7000,5,20,15,1019,73,,,,,,,,
"['19:00', '19/10']",19/10 19:00,20,7,9999,,,8000,5,20,16,1019,78,,,,,,,,
"['20:00', '19/10']",19/10 20:00,20,6,9999,,,10000,5,19,16,1019,83,,,,,,,,
"['21:00', '19/10']",19/10 21:00,40,5,9999,,,10000,5,18,16,1019,88,,,,,,,,
"['22:00', '19/10']",19/10 22:00,30,4,9999,,,10000,5,18,16,1020,88,,,,,,,,
"['23:00', '19/10']",19/10 23:00,140,2,9999,,,10000,5,18,16,1020,88,,,,,,,,
"['00:00', '20/10']",20/10 00:00,210,2,9999,,,10000,5,18,15,1021,83,,,,,,,,
"['01:00', '20/10']",20/10 01:00,90,6,9999,NIL,,10000,5,18,15,1021,83,,,,,,,,NIL
"['02:00', '20/10']",20/10 02:00,100,5,9999,NIL,,10000,5,18,15,1021,83,,,,,,,,NIL
"['03:00', '20/10']",20/10 03:00,90,5,9999,NIL,,10000,5,18,15,1020,83,,,,,,,,NIL
"['04:00', '20/10']",20/10 04:00,80,4,9999,NIL,,10000,5,18,16,1019,88,,,,,,,,NIL
"['05:00', '20/10']",20/10 05:00,130,5,9999,NIL,,10000,5,17,16,1019,94,,,,,,,,NIL
"['06:00', '20/10']",20/10 06:00,140,4,9999,NIL,,10000,5,17,16,1019,94,,,,,,,,NIL
"['07:00', '20/10']",20/10 07:00,130,4,9999,NIL,,10000,5,17,16,1019,94,,,,,,,,NIL
"['08:00', '20/10']",20/10 08:00,90,3,9999,NIL,,10000,5,17,16,1019,94,,,,,,,,NIL
"['09:00', '20/10']",20/10 09:00,180,1,9999,NIL,,NIL,NIL,17,16,1020,94,,,,,,,,NIL
"['10:00', '20/10']",20/10 10:00,160,2,9999,NIL,,8000,5,17,16,1021,94,,,,,,,,NIL
"['11:00', '20/10']",20/10 11:00,60,4,9999,NIL,,10000,5,19,16,1021,83,,,,,,,,50
"['12:00', '20/10']",20/10 12:00,40,7,9999,NIL,,9000,5,20,17,1022,83,,,,,,,,215
"['13:00', '20/10']",20/10 13:00,30,7,9999,NIL,,10000,5,20,17,1022,83,,,,,,,,NIL
"['14:00', '20/10']",20/10 14:00,10,7,9999,NIL,,10000,8,20,17,1021,83,,,,,,,,NIL
"['15:00', '20/10']",20/10 15:00,30,6,9999,NIL,,10000,8,20,17,1021,83,,,,,,,,205
"['16:00', '20/10']",20/10 16:00,30,5,7000,1,,10000,8,20,17,1021,83,,,,,,,,NIL
"['17:00', '20/10']",20/10 17:00,20,6,7000,1,,1400,8,19,17,1020,88,,,,,,,,NIL
"['17:20', '20/10']",20/10 17:20,20,3,4000,1,,1000,8,19,18,1020,94,,,,,,,,NIL
"['17:37', '20/10']",20/10 17:37,20,3,4000,1,,900,8,19,18,1020,94,,,,,,,,NIL
"['18:00', '20/10']",20/10 18:00,360,4,4000,1,,900,8,19,18,1020,94,,,,,,,,NIL
"['19:00', '20/10']",20/10 19:00,20,3,9000,1,,1200,8,18,17,1020,94,,,,,,,,NIL
"['20:00', '20/10']",20/10 20:00,50,3,9000,1,,4000,8,18,17,1020,94,,,,,,,,NIL
"['20:37', '20/10']",20/10 20:37,60,4,4000,1,,4000,8,18,17,1020,94,,,,,,,,NIL
"['21:00', '20/10']",20/10 21:00,60,5,4000,1,,7000,8,18,17,1020,94,,,,,,,,NIL
"['22:00', '20/10']",20/10 22:00,60,3,9999,1,,7000,8,18,17,1020,94,,,,,,,,NIL
"['23:00', '20/10']",20/10 23:00,130,3,9999,1,,7000,8,17,17,1021,100,,,,,,,,NIL
"['00:00', '21/10']",21/10 00:00,70,4,9999,1,,7000,8,18,17,1021,94,,,,,,,,NIL
"['01:00', '21/10']",21/10 01:00,80,4,9999,1,,7000,5,18,17,1022,94,,NIL,NIL,,,,,NIL
"['02:00', '21/10']",21/10 02:00,30,3,9999,1,,8000,8,18,17,1021,94,,NIL,NIL,,,,,NIL
"['02:10', '21/10']",21/10 02:10,360,1,2000,1,,8000,8,18,17,1021,94,,NIL,1,,,,,NIL
"['03:00', '21/10']",21/10 03:00,360,3,4000,1,,8000,8,18,17,1021,94,,NIL,1,,,,,NIL
"['04:00', '21/10']",21/10 04:00,100,2,3000,1,,400,8,18,17,1020,94,,NIL,1,,,,,NIL
"['05:00', '21/10']",21/10 05:00,60,2,3000,1,,300,8,18,17,1020,94,,NIL,1,,,,,NIL
"['06:00', '21/10']",21/10 06:00,140,4,2000,1,,300,8,17,17,1019,100,,NIL,1,,,,,NIL
"['07:00', '21/10']",21/10 07:00,140,3,3000,1,,300,5,17,17,1019,100,,NIL,1,,,,,NIL
"['08:00', '21/10']",21/10 08:00,130,4,3000,1,,4000,5,17,17,1020,100,,NIL,1,,,,,NIL
"['09:00', '21/10']",21/10 09:00,140,3,4000,NIL,,7000,5,17,17,1020,100,,1,NIL,,,,,NIL
"['10:00', '21/10']",21/10 10:00,140,2,4000,NIL,,10000,5,17,17,1021,100,,1,1,,,,,NIL
"['11:00', '21/10']",21/10 11:00,140,4,4000,1,,2500,8,18,18,1022,100,,NIL,NIL,,,,,NIL
"['12:00', '21/10']",21/10 12:00,130,7,9999,NIL,,500,5,20,18,1022,88,,NIL,NIL,,,,,NIL
"['13:00', '21/10']",21/10 13:00,90,5,9999,NIL,,1100,5,22,18,1022,78,,NIL,NIL,,,,,NIL
"['14:00', '21/10']",21/10 14:00,150,5,9999,NIL,,3000,5,22,18,1021,78,,NIL,NIL,,,,,NIL
"['15:00', '21/10']",21/10 15:00,160,7,9999,NIL,,3500,5,22,19,1021,83,,NIL,NIL,,,,,NIL
"['16:00', '21/10']",21/10 16:00,150,9,9999,NIL,,3500,5,23,18,1020,73,,NIL,NIL,,,,,NIL
"['17:00', '21/10']",21/10 17:00,170,5,9999,NIL,,3500,5,23,18,1019,73,,NIL,NIL,,,,,NIL
"['18:00', '21/10']",21/10 18:00,180,5,9999,NIL,,8000,5,23,18,1019,73,,NIL,NIL,,,,,160
"['19:00', '21/10']",21/10 19:00,140,3,9999,NIL,,8000,5,24,18,1018,69,,NIL,NIL,,,,,NIL
"['20:00', '21/10']",21/10 20:00,100,6,9999,NIL,,NIL,3,23,18,1018,73,,NIL,NIL,,,,,NIL
"['21:00', '21/10']",21/10 21:00,70,9,9999,NIL,,NIL,3,22,18,1019,78,,NIL,NIL,,,,,NIL
"['22:00', '21/10']",21/10 22:00,70,8,9999,NIL,,NIL,NIL,21,18,1019,83,,NIL,NIL,,,,,NIL
"['23:00', '21/10']",21/10 23:00,100,7,9999,NIL,,NIL,NIL,21,17,1019,78,,NIL,NIL,,,,,NIL
"['00:00', '22/10']",22/10 00:00,100,10,9999,NIL,,NIL,NIL,20,18,1020,88,,NIL,NIL,,,,,NIL
"['01:00', '22/10']",22/10 01:00,110,10,9999,,,NIL,NIL,20,17,1020,83,,,,,,,,NIL
"['02:00', '22/10']",22/10 02:00,120,6,9999,,,NIL,NIL,19,18,1020,94,,,,,,,,NIL
"['03:00', '22/10']",22/10 03:00,110,5,9999,,,NIL,NIL,19,18,1020,94,,,,,,,,NIL
"['04:00', '22/10']",22/10 04:00,110,10,9999,,,NIL,NIL,19,18,1019,94,,,,,,,,NIL
"['05:00', '22/10']",22/10 05:00,100,9,9999,,,NIL,NIL,19,18,1019,94,,,,,,,,NIL
"['06:00', '22/10']",22/10 06:00,130,9,9999,,,NIL,NIL,19,18,1019,94,,,,,,,,NIL
"['07:00', '22/10']",22/10 07:00,120,11,9999,,,NIL,3,19,17,1019,88,,,,,,,,NIL
"['08:00', '22/10']",22/10 08:00,120,12,9999,,,7000,5,19,17,1019,88,,,,,,,,NIL
"['09:00', '22/10']",22/10 09:00,100,12,9999,,,2500,5,19,18,1020,94,,,,,,,,NIL
"['10:00', '22/10']",22/10 10:00,80,9,9999,,,2000,5,20,17,1021,83,,,,,,,,NIL
"['11:00', '22/10']",22/10 11:00,90,10,9999,,,7000,5,20,17,1021,83,,,,,,,,NIL
"['12:00', '22/10']",22/10 12:00,80,11,9999,,,7000,5,21,17,1021,78,,,,,,,,NIL
"['13:00', '22/10']",22/10 13:00,90,12,9999,,,7300,5,22,17,1021,73,,,,,,,,NIL
"['14:00', '22/10']",22/10 14:00,100,16,9999,,,2300,5,24,17,1021,65,,,,,,,,NIL
"['15:00', '22/10']",22/10 15:00,90,14,9999,,,2500,5,25,18,1020,65,,,,,,,,NIL
"['16:00', '22/10']",22/10 16:00,110,11,9999,,,3000,5,24,17,1019,65,,,,,,,,105
"['17:00', '22/10']",22/10 17:00,70,11,9999,,,3000,5,24,17,1019,65,,,,,,,,NIL
"['18:00', '22/10']",22/10 18:00,50,8,9999,,,4000,5,24,17,1018,65,,,,,,,,NIL
"['19:00', '22/10']",22/10 19:00,70,8,9999,,,3300,5,24,17,1018,65,,,,,,,,NIL
"['20:00', '22/10']",22/10 20:00,80,9,9999,,,4000,5,23,16,1018,65,,,,,,,,NIL
"['21:00', '22/10']",22/10 21:00,80,8,9999,,,7000,5,23,17,1018,69,,,,,,,,NIL
"['22:00', '22/10']",22/10 22:00,100,9,9999,,,7000,5,22,17,1019,73,,,,,,,,NIL
"['23:00', '22/10']",22/10 23:00,90,12,9999,,,7000,5,21,17,1020,78,,,,,,,,NIL
"['00:00', '23/10']",23/10 00:00,120,12,9999,,,8000,5,21,17,1020,78,,,,,,,,NIL
"['01:00', '23/10']",23/10 01:00,100,13,9999,,,9000,5,20,17,1021,83,,,,NIL,,,,NIL
"['02:00', '23/10']",23/10 02:00,110,14,9999,,,3000,5,19,17,1021,88,,,,NIL,,,,NIL
"['03:00', '23/10']",23/10 03:00,100,14,9999,,,3000,5,19,17,1021,88,,,,NIL,,,,NIL
"['04:00', '23/10']",23/10 04:00,110,11,9999,,,3000,5,18,17,1020,94,,,,NIL,,,,NIL
"['05:00', '23/10']",23/10 05:00,100,13,9999,,,3000,5,18,17,1020,94,,,,NIL,,,,NIL
"['06:00', '23/10']",23/10 06:00,90,15,9999,,,3000,5,18,15,1019,83,,,,NIL,,,,NIL
"['07:00', '23/10']",23/10 07:00,90,13,9999,,,3000,5,17,15,1020,88,,,,NIL,,,,NIL
"['08:00', '23/10']",23/10 08:00,100,10,9999,,,3000,5,17,15,1021,88,,,,NIL,,,,NIL
"['09:00', '23/10']",23/10 09:00,120,10,9999,,,8000,5,17,15,1021,88,,,,NIL,,,,NIL
"['10:00', '23/10']",23/10 10:00,110,12,9999,,,4000,5,17,15,1022,88,,,,1,,,,NIL
"['11:00', '23/10']",23/10 11:00,90,17,9999,,,4500,5,18,15,1022,83,,,,NIL,,,,NIL
"['12:00', '23/10']",23/10 12:00,90,14,9999,,,4500,5,19,15,1022,78,,,,NIL,,,,NIL
"['13:00', '23/10']",23/10 13:00,100,13,9999,,,2500,5,21,15,1022,69,,,,NIL,,,,NIL
"['14:00', '23/10']",23/10 14:00,90,12,9999,,,2500,5,22,15,1021,65,,,,NIL,,,,NIL
"['15:00', '23/10']",23/10 15:00,90,9,9999,,,3000,5,23,15,1020,61,,,,NIL,,,,NIL
"['16:00', '23/10']",23/10 16:00,50,6,9999,,,3300,5,23,15,1019,61,,,,NIL,,,,NIL
"['17:00', '23/10']",23/10 17:00,80,9,9999,,,3300,5,22,15,1019,65,,,,NIL,,,,75
"['18:00', '23/10']",23/10 18:00,70,11,9999,,,NIL,3,22,16,1018,69,,,,NIL,,,,NIL
"['19:00', '23/10']",23/10 19:00,70,11,9999,,,4500,5,22,15,1018,65,,,,NIL,,,,70
"['20:00', '23/10']",23/10 20:00,90,11,9999,,,3000,5,21,15,1018,69,,,,NIL,,,,NIL
"['21:00', '23/10']",23/10 21:00,90,13,9999,,,9000,5,20,15,1018,73,,,,NIL,,,,NIL
"['22:00', '23/10']",23/10 22:00,100,11,9999,,,NIL,3,19,15,1018,78,,,,NIL,,,,NIL
"['23:00', '23/10']",23/10 23:00,100,8,9999,,,10000,5,19,15,1019,78,,,,NIL,,,,NIL
"['00:00', '24/10']",24/10 00:00,100,10,9999,,,5000,5,19,15,1019,78,,,,NIL,,,,NIL
"['01:00', '24/10']",24/10 01:00,90,10,9999,NIL,,5000,5,19,15,1020,78,,,NIL,NIL,,,,
"['02:00', '24/10']",24/10 02:00,80,9,9999,NIL,,5000,5,19,15,1020,78,,,NIL,NIL,,,,
"['03:00', '24/10']",24/10 03:00,90,9,9999,NIL,,5000,5,18,15,1020,83,,,NIL,NIL,,,,
"['04:00', '24/10']",24/10 04:00,90,9,9999,NIL,,5000,5,18,15,1018,83,,,NIL,NIL,,,,
"['05:00', '24/10']",24/10 05:00,90,9,9999,NIL,,5000,5,18,15,1018,83,,,NIL,NIL,,,,
"['06:00', '24/10']",24/10 06:00,90,11,9999,NIL,,5000,5,18,15,1017,83,,,NIL,NIL,,,,
"['07:00', '24/10']",24/10 07:00,100,10,9999,NIL,,5000,5,18,15,1017,83,,,NIL,NIL,,,,
"['08:00', '24/10']",24/10 08:00,110,4,9999,NIL,,5000,5,18,16,1017,88,,,NIL,NIL,,,,
"['09:00', '24/10']",24/10 09:00,110,5,9999,NIL,,5000,5,18,16,1018,88,,,NIL,NIL,,,,
"['10:00', '24/10']",24/10 10:00,110,5,9999,NIL,,5000,5,19,16,1019,83,,,NIL,NIL,,,,
"['11:00', '24/10']",24/10 11:00,140,5,9999,NIL,,3500,5,19,16,1019,83,,,NIL,NIL,,,,
"['12:00', '24/10']",24/10 12:00,90,8,9999,NIL,,3500,5,20,16,1019,78,,,NIL,NIL,,,,
"['13:00', '24/10']",24/10 13:00,70,7,9999,NIL,,3500,5,20,16,1019,78,,,NIL,NIL,,,,
"['14:00', '24/10']",24/10 14:00,40,4,4000,1,,3000,5,19,17,1018,88,,,NIL,NIL,,,,
"['14:34', '24/10']",24/10 14:34,20,4,3000,1,,500,5,18,17,1018,94,,,NIL,NIL,,,,
"['15:00', '24/10']",24/10 15:00,50,3,3000,1,,400,8,18,18,1018,100,,,NIL,NIL,,,,
"['16:00', '24/10']",24/10 16:00,20,5,3000,1,,500,8,18,18,1017,100,,,NIL,NIL,,,,
"['17:00', '24/10']",24/10 17:00,30,5,4000,1,,600,8,18,18,1017,100,,,NIL,NIL,,,,
"['18:00', '24/10']",24/10 18:00,40,5,4000,1,,600,5,18,18,1016,100,,,NIL,NIL,,,,
"['19:00', '24/10']",24/10 19:00,50,5,4000,1,,500,8,18,18,1015,100,,,NIL,NIL,,,,
"['20:00', '24/10']",24/10 20:00,30,7,4000,NIL,,500,5,18,18,0101,100,,,1,1,,,,
"['21:00', '24/10']",24/10 21:00,70,4,6000,NIL,,8000,5,18,18,1016,100,,,NIL,NIL,,,,
"['21:46', '24/10']",24/10 21:46,90,4,2500,NIL,,8000,5,18,18,1016,100,,,1,1,,,,
"['22:00', '24/10']",24/10 22:00,130,3,3000,NIL,,9000,5,18,18,1016,100,,,1,1,,,,
"['22:40', '24/10']",24/10 22:40,140,2,7000,NIL,,8000,5,18,18,1016,100,,,NIL,NIL,,,,
"['23:00', '24/10']",24/10 23:00,110,4,7000,1,,8000,5,18,18,1016,100,,,NIL,NIL,,,,
"['00:00', '25/10']",25/10 00:00,140,2,8000,NIL,,8000,5,18,18,1016,100,,,NIL,NIL,,,,
"['00:32', '25/10']",25/10 00:32,160,3,3000,NIL,,8000,5,18,18,1016,100,,,1,NIL,,,,
"['01:00', '25/10']",25/10 01:00,130,2,8000,NIL,NIL,8000,5,18,18,1016,100,NIL,NIL,NIL,NIL,,NIL,NIL,
"['02:00', '25/10']",25/10 02:00,170,1,6000,NIL,NIL,8000,5,18,18,1016,100,NIL,NIL,NIL,NIL,,NIL,NIL,
"['03:00', '25/10']",25/10 03:00,160,2,9999,NIL,NIL,10000,5,18,18,1015,100,NIL,NIL,NIL,NIL,,NIL,NIL,
"['04:00', '25/10']",25/10 04:00,300,2,9999,NIL,NIL,10000,5,18,18,1014,100,NIL,NIL,NIL,NIL,,NIL,NIL,
"['04:18', '25/10']",25/10 04:18,0,0,2000,NIL,NIL,8000,5,18,18,1014,100,NIL,NIL,1,NIL,,NIL,NIL,
"['05:00', '25/10']",25/10 05:00,30,1,8000,NIL,NIL,10000,5,18,18,1013,100,NIL,NIL,NIL,NIL,,NIL,NIL,
"['06:00', '25/10']",25/10 06:00,140,2,4000,NIL,NIL,10000,5,18,18,1013,100,NIL,1,NIL,NIL,,NIL,NIL,
"['07:00', '25/10']",25/10 07:00,40,4,9999,1,NIL,10000,5,18,18,1013,100,NIL,NIL,NIL,NIL,,NIL,NIL,
