validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,cobertura,tt,po,qnh,ur,vis_setor,vis_setor_dir,chuva,teto,trovoada,nevoa_umida,vnt_vrb,pancada,nevoa_seca,chuvisco,vnt_rajada,nevoeiro
"['02:00', '30/06']",30/06 02:00,120,4,9999,NIL,19,15,1020,78,,,,,,,,,,,,
"['03:00', '30/06']",30/06 03:00,70,2,9999,NIL,18,15,1019,83,,,,,,,,,,,,
"['04:00', '30/06']",30/06 04:00,170,4,9999,NIL,17,15,1019,88,,,,,,,,,,,,
"['05:00', '30/06']",30/06 05:00,150,2,9999,NIL,17,14,1018,83,,,,,,,,,,,,
"['06:00', '30/06']",30/06 06:00,110,2,9999,NIL,17,14,1018,83,,,,,,,,,,,,
"['07:00', '30/06']",30/06 07:00,50,2,9999,NIL,17,15,1017,88,,,,,,,,,,,,
"['08:00', '30/06']",30/06 08:00,30,2,9999,NIL,16,15,1017,94,,,,,,,,,,,,
"['09:00', '30/06']",30/06 09:00,220,2,9999,2,16,14,1017,88,,,,,,,,,,,,
"['10:00', '30/06']",30/06 10:00,130,2,9999,3,16,15,1018,94,,,,,,,,,,,,
"['11:00', '30/06']",30/06 11:00,100,4,9999,NIL,19,16,1018,83,,,,,,,,,,,,
"['12:00', '30/06']",30/06 12:00,80,6,9999,2,21,16,1018,73,,,,,,,,,,,,
"['13:00', '30/06']",30/06 13:00,90,4,9999,NIL,22,16,1017,69,,,,,,,,,,,,
"['14:00', '30/06']",30/06 14:00,360,5,9999,2,21,16,1016,73,,,,,,,,,,,,
"['15:00', '30/06']",30/06 15:00,50,5,9999,2,26,15,1015,51,,,,,,,,,,,,
"['16:00', '30/06']",30/06 16:00,80,7,9999,2,27,14,1013,45,,,,,,,,,,,,
"['17:00', '30/06']",30/06 17:00,50,9,9999,2,28,14,1011,42,,,,,,,,,,,,
"['18:00', '30/06']",30/06 18:00,60,8,9999,2,28,15,1011,45,,,,,,,,,,,,
"['19:00', '30/06']",30/06 19:00,50,6,9999,2,28,16,1010,48,,,,,,,,,,,,
"['20:00', '30/06']",30/06 20:00,30,10,9999,2,26,16,1009,54,,,,,,,,,,,,
"['21:00', '30/06']",30/06 21:00,20,10,9999,2,26,15,1009,51,,,,,,,,,,,,
"['22:00', '30/06']",30/06 22:00,30,10,9999,2,26,16,1009,54,,,,,,,,,,,,
"['23:00', '30/06']",30/06 23:00,10,11,9999,2,26,16,1010,54,,,,,,,,,,,,
"['00:00', '01/07']",01/07 00:00,10,9,9999,2,26,16,1011,54,,,,,,,,,,,,
"['01:00', '01/07']",01/07 01:00,30,9,9999,NIL,25,17,1011,61,,,,NIL,,,,,,,,
"['02:00', '01/07']",01/07 02:00,50,13,9999,NIL,24,18,1010,69,,,,NIL,,,,,,,,
"['03:00', '01/07']",01/07 03:00,20,12,9999,2,25,17,1009,61,,,,NIL,,,,,,,,
"['04:00', '01/07']",01/07 04:00,360,8,9999,2,25,16,1009,57,,,,NIL,,,,,,,,
"['05:00', '01/07']",01/07 05:00,240,13,9999,NIL,26,15,1009,51,,,,NIL,,,,,,,,
"['06:00', '01/07']",01/07 06:00,270,15,9999,2,25,15,1009,54,,,,NIL,,,,,,,,
"['07:00', '01/07']",01/07 07:00,240,11,9999,NIL,22,17,1008,73,,,,NIL,,,,,,,,
"['08:00', '01/07']",01/07 08:00,280,8,9999,2,21,17,1008,78,,,,NIL,,,,,,,,
"['09:00', '01/07']",01/07 09:00,300,3,9999,2,20,17,1007,83,,,,NIL,,,,,,,,
"['10:00', '01/07']",01/07 10:00,120,2,9999,5,21,16,1007,73,,,,5000,,,,,,,,
"['11:00', '01/07']",01/07 11:00,150,6,9999,5,24,17,1007,65,,,,7000,,,,,,,,
"['12:00', '01/07']",01/07 12:00,100,4,9999,5,27,15,1007,48,,,,9000,,,,,,,,
"['13:00', '01/07']",01/07 13:00,310,12,9999,5,28,14,1007,42,,,,10000,,,,,,,,
"['14:00', '01/07']",01/07 14:00,290,10,9999,5,28,14,1008,42,,,,10000,,,,,,,,
"['15:00', '01/07']",01/07 15:00,320,14,9999,5,28,15,1007,45,,,,10000,,,,,,,,
"['16:00', '01/07']",01/07 16:00,310,12,9999,NIL,29,15,1006,43,,,,NIL,,,,,,,,
"['17:00', '01/07']",01/07 17:00,310,11,9999,NIL,30,15,1006,40,,,,NIL,,,,,,,,
"['18:00', '01/07']",01/07 18:00,320,13,9999,2,29,16,1006,45,,,,NIL,,,,,,,,
"['19:00', '01/07']",01/07 19:00,350,7,9999,5,28,16,1006,48,,,,10000,,,,,,,,
"['20:00', '01/07']",01/07 20:00,270,7,9999,5,28,16,1008,48,,,,10000,,,,,,,,
"['21:00', '01/07']",01/07 21:00,200,15,9999,5,24,15,1010,57,,,,10000,,,,,,,,
"['22:00', '01/07']",01/07 22:00,230,15,9999,5,23,14,1011,57,,,,10000,,,,,,,,
"['23:00', '01/07']",01/07 23:00,230,10,9999,3,23,12,1012,50,,,,NIL,,,,,,,,
"['00:00', '02/07']",02/07 00:00,230,10,9999,5,22,13,1013,57,,,,5000,,,,,,,,
"['01:00', '02/07']",02/07 01:00,230,8,9999,5,22,13,1013,57,,,,5000,,,,,,,,
"['02:00', '02/07']",02/07 02:00,240,7,9999,5,22,13,1014,57,,,,6000,,,,,,,,
"['03:00', '02/07']",02/07 03:00,230,7,9999,5,22,13,1014,57,,,,6000,,,,,,,,
"['04:00', '02/07']",02/07 04:00,220,10,9999,5,22,14,1014,60,,,,6000,,,,,,,,
"['05:00', '02/07']",02/07 05:00,220,10,9999,5,22,14,1014,60,,,,6000,,,,,,,,
"['06:00', '02/07']",02/07 06:00,210,8,9999,5,21,13,1014,60,,,,5000,,,,,,,,
"['07:00', '02/07']",02/07 07:00,230,6,9999,5,21,13,1014,60,,,,4000,,,,,,,,
"['08:00', '02/07']",02/07 08:00,200,8,9999,5,20,13,1014,64,,,,4000,,,,,,,,
"['09:00', '02/07']",02/07 09:00,240,4,9999,5,20,13,1014,64,,,,4000,,,,,,,,
"['10:00', '02/07']",02/07 10:00,270,4,9999,5,20,14,1015,68,,,,4000,,,,,,,,
"['11:00', '02/07']",02/07 11:00,320,4,9999,5,20,14,1016,68,,,,4000,,,,,,,,
"['12:00', '02/07']",02/07 12:00,340,3,9999,5,21,15,1016,69,,,,4500,,,,,,,,
"['13:00', '02/07']",02/07 13:00,360,3,9999,5,22,14,1016,60,,,,4500,,,,,,,,
"['14:00', '02/07']",02/07 14:00,300,2,9999,5,22,13,1016,57,,,,4500,,,,,,,,
"['15:00', '02/07']",02/07 15:00,20,4,9999,5,23,14,1015,57,,,,5000,,,,,,,,
"['16:00', '02/07']",02/07 16:00,130,6,9999,5,22,14,1015,60,,,,4500,,,,,,,,
"['17:00', '02/07']",02/07 17:00,100,8,9999,5,23,13,1014,53,,,,4000,,,,,,,,
"['18:00', '02/07']",02/07 18:00,110,9,9999,5,23,14,1014,57,,,,4000,,,,,,,,
"['19:00', '02/07']",02/07 19:00,120,6,9999,5,22,14,1015,60,,,,4500,,,,,,,,
"['20:00', '02/07']",02/07 20:00,120,6,9999,5,21,13,1015,60,,,,4000,,,,,,,,
"['21:00', '02/07']",02/07 21:00,130,4,9999,5,21,13,1016,60,,,,4500,,,,,,,,
"['22:00', '02/07']",02/07 22:00,140,5,9999,5,21,13,1016,60,,,,4500,,,,,,,,
"['23:00', '02/07']",02/07 23:00,120,6,9999,5,21,14,1016,64,,,,4000,,,,,,,,
"['00:00', '03/07']",03/07 00:00,140,6,9999,5,21,14,1016,64,,,,4000,,,,,,,,
"['01:00', '03/07']",03/07 01:00,70,2,9999,8,20,14,1017,68,,,,4000,,,NIL,,,,,
"['02:00', '03/07']",03/07 02:00,100,2,9999,8,20,14,1017,68,,,,3000,,,NIL,,,,,
"['03:00', '03/07']",03/07 03:00,130,4,9999,8,20,15,1017,73,,,,3000,,,NIL,,,,,
"['04:00', '03/07']",03/07 04:00,210,4,9999,8,19,15,1017,78,,,,2500,,,NIL,,,,,
"['05:00', '03/07']",03/07 05:00,300,2,9999,8,19,15,1016,78,,,,2500,,,NIL,,,,,
"['06:00', '03/07']",03/07 06:00,280,3,9999,8,19,15,1016,78,,,,2500,,,NIL,,,,,
"['07:00', '03/07']",03/07 07:00,250,2,9999,8,19,15,1016,78,,,,2500,,,NIL,,,,,
"['08:00', '03/07']",03/07 08:00,320,2,9999,8,19,15,1015,78,,,,3000,,,NIL,,,,,
"['09:00', '03/07']",03/07 09:00,340,3,9999,5,19,15,1016,78,,,,3000,,,NIL,,,,,
"['10:00', '03/07']",03/07 10:00,300,3,9999,8,19,16,1016,83,,,,4000,,,NIL,,,,,
"['11:00', '03/07']",03/07 11:00,300,9,9999,5,20,16,1017,78,,,,4000,,,NIL,,,,,
"['12:00', '03/07']",03/07 12:00,310,5,9999,5,21,15,1018,69,,,,5500,,,NIL,,,,,
"['13:00', '03/07']",03/07 13:00,300,5,9999,5,22,15,1018,65,,,,3500,,,290,,,,,
"['14:00', '03/07']",03/07 14:00,30,4,9999,5,21,15,1017,69,,,,3500,,,215,,,,,
"['15:00', '03/07']",03/07 15:00,VRB,4,9999,5,22,14,1017,60,,,,3500,,,NIL,,,,,
"['16:00', '03/07']",03/07 16:00,360,7,9999,5,22,14,1016,60,,,,4000,,,170,,,,,
"['17:00', '03/07']",03/07 17:00,160,6,9999,8,22,15,1016,65,,,,3000,,,145,,,,,
"['18:00', '03/07']",03/07 18:00,210,9,9999,5,22,15,1016,65,,,,4000,,,200,,,,,
"['19:00', '03/07']",03/07 19:00,220,12,9999,8,22,14,1017,60,,,,4000,,,210,,,,,
"['20:00', '03/07']",03/07 20:00,210,8,9999,5,21,14,1018,64,,,,4000,,,NIL,,,,,
"['21:00', '03/07']",03/07 21:00,220,7,9999,5,21,15,1018,69,,,,5000,,,220,,,,,
"['22:00', '03/07']",03/07 22:00,220,3,9999,5,21,14,1019,64,,,,7000,,,195,,,,,
"['23:00', '03/07']",03/07 23:00,80,3,9999,5,20,15,1019,73,,,,7000,,,NIL,,,,,
"['00:00', '04/07']",04/07 00:00,120,5,9999,8,20,16,1020,78,,,,3000,,,NIL,,,,,
"['01:00', '04/07']",04/07 01:00,130,8,8000,8,19,16,1020,83,,,,2500,,,,,,,,
"['02:00', '04/07']",04/07 02:00,130,5,8000,8,19,16,1020,83,,,,2500,,,,,,,,
"['03:00', '04/07']",04/07 03:00,160,4,8000,8,19,15,1020,78,,,,2000,,,,,,,,
"['04:00', '04/07']",04/07 04:00,200,2,9000,8,19,15,1020,78,,,,7000,,,,,,,,
"['05:00', '04/07']",04/07 05:00,VRB,2,9000,8,18,16,1020,88,,,,7000,,,,,,,,
"['06:00', '04/07']",04/07 06:00,350,4,8000,8,19,16,1020,83,,,,6000,,,,,,,,
"['07:00', '04/07']",04/07 07:00,320,7,8000,8,18,16,1020,88,,,,1500,,,,,,,,
"['08:00', '04/07']",04/07 08:00,330,4,8000,8,18,16,1020,88,,,,1500,,,,,,,,
"['09:00', '04/07']",04/07 09:00,340,3,8000,8,18,16,1020,88,,,,3000,,,,,,,,
"['10:00', '04/07']",04/07 10:00,50,6,9999,8,18,16,1020,88,,,,4000,,,,,,,,
"['11:00', '04/07']",04/07 11:00,50,3,9999,5,19,16,1021,83,,,,3000,,,,,,,,
"['12:00', '04/07']",04/07 12:00,110,3,9999,5,20,16,1021,78,,,,3700,,,,,,,,
"['13:00', '04/07']",04/07 13:00,50,8,9999,5,22,15,1021,65,,,,4000,,,,,,,,
"['14:00', '04/07']",04/07 14:00,60,4,9999,5,22,16,1021,69,,,,4000,,,,,,,,
"['15:00', '04/07']",04/07 15:00,120,7,9999,5,21,16,1020,73,,,,4000,,,,,,,,
"['16:00', '04/07']",04/07 16:00,80,7,9999,5,22,16,1019,69,,,,4000,,,,,,,,
"['17:00', '04/07']",04/07 17:00,120,10,9999,5,22,16,1018,69,,,,3700,,,,,,,,
"['18:00', '04/07']",04/07 18:00,120,11,9999,5,23,15,1018,61,,,,3300,,,,,,,,
"['19:00', '04/07']",04/07 19:00,100,13,9999,3,23,16,1018,65,,,,NIL,,,,,,,,
"['20:00', '04/07']",04/07 20:00,90,10,9999,3,22,16,1018,69,,,,NIL,,,,,,,,
"['21:00', '04/07']",04/07 21:00,90,9,9999,2,21,16,1018,73,,,,NIL,,,,,,,,
"['22:00', '04/07']",04/07 22:00,90,10,9999,2,20,16,1018,78,,,,NIL,,,,,,,,
"['23:00', '04/07']",04/07 23:00,90,10,9999,NIL,20,16,1019,78,,,,NIL,,,,,,,,
"['00:00', '05/07']",05/07 00:00,130,9,9999,NIL,19,16,1019,83,,,,NIL,,,,,,,,
"['01:00', '05/07']",05/07 01:00,130,8,9999,NIL,19,16,1019,83,,,,,,NIL,NIL,,,,,
"['02:00', '05/07']",05/07 02:00,100,6,9999,NIL,19,16,1020,83,,,,,,NIL,NIL,,,,,
"['03:00', '05/07']",05/07 03:00,100,6,9999,NIL,19,16,1020,83,,,,,,NIL,NIL,,,,,
"['04:00', '05/07']",05/07 04:00,100,7,9999,2,18,16,1019,88,,,,,,NIL,NIL,,,,,
"['05:00', '05/07']",05/07 05:00,50,5,9999,2,17,16,1019,94,,,,,,NIL,NIL,,,,,
"['06:00', '05/07']",05/07 06:00,120,5,9999,NIL,16,15,1019,94,,,,,,NIL,NIL,,,,,
"['07:00', '05/07']",05/07 07:00,360,3,8000,NIL,17,16,1019,94,,,,,,NIL,185,,,,,
"['08:00', '05/07']",05/07 08:00,330,4,7000,NIL,17,16,1019,94,,,,,,NIL,NIL,,,,,
"['09:00', '05/07']",05/07 09:00,330,3,8000,2,16,15,1019,94,,,,,,NIL,NIL,,,,,
"['10:00', '05/07']",05/07 10:00,VRB,2,5000,NIL,16,14,1020,88,,,,,,1,NIL,,,,,
"['11:00', '05/07']",05/07 11:00,40,2,4000,NIL,19,17,1020,88,,,,,,1,NIL,,,,,
"['12:00', '05/07']",05/07 12:00,40,3,5000,NIL,20,17,1020,83,,,,,,1,NIL,,,,,
"['13:00', '05/07']",05/07 13:00,20,5,8000,NIL,21,18,1020,83,,,,,,NIL,NIL,,,,,
"['14:00', '05/07']",05/07 14:00,30,4,9999,NIL,23,17,1019,69,,,,,,NIL,NIL,,,,,
"['15:00', '05/07']",05/07 15:00,30,5,9999,NIL,24,17,1018,65,,,,,,NIL,NIL,,,,,
"['16:00', '05/07']",05/07 16:00,70,2,9999,NIL,27,17,1017,54,,,,,,NIL,NIL,,,,,
"['17:00', '05/07']",05/07 17:00,30,3,9999,NIL,27,17,1016,54,,,,,,NIL,NIL,,,,,
"['18:00', '05/07']",05/07 18:00,50,5,9999,NIL,28,16,1016,48,,,,,,NIL,NIL,,,,,
"['19:00', '05/07']",05/07 19:00,50,3,9999,NIL,28,16,1015,48,,,,,,NIL,NIL,,,,,
"['20:00', '05/07']",05/07 20:00,60,3,9999,NIL,26,16,1015,54,,,,,,NIL,NIL,,,,,
"['21:00', '05/07']",05/07 21:00,70,2,9999,NIL,23,16,1015,65,,,,,,NIL,NIL,,,,,
"['22:00', '05/07']",05/07 22:00,90,3,9999,NIL,23,17,1015,69,,,,,,NIL,NIL,,,,,
"['23:00', '05/07']",05/07 23:00,190,2,9999,NIL,22,16,1016,69,,,,,,NIL,NIL,,,,,
"['00:00', '06/07']",06/07 00:00,70,4,9999,NIL,20,16,1016,78,,,,,,NIL,NIL,,,,,
"['01:00', '06/07']",06/07 01:00,100,3,9999,,19,17,1016,88,,,,,,,,,,,,
"['02:00', '06/07']",06/07 02:00,120,3,9999,,20,17,1016,83,,,,,,,,,,,,
"['03:00', '06/07']",06/07 03:00,40,2,9999,,19,17,1016,88,,,,,,,,,,,,
"['04:00', '06/07']",06/07 04:00,80,3,9999,,18,16,1016,88,,,,,,,,,,,,
"['05:00', '06/07']",06/07 05:00,0,0,9999,,18,16,1015,88,,,,,,,,,,,,
"['06:00', '06/07']",06/07 06:00,80,2,9999,,18,16,1014,88,,,,,,,,,,,,
"['07:00', '06/07']",06/07 07:00,40,2,9999,,17,16,1014,94,,,,,,,,,,,,
"['08:00', '06/07']",06/07 08:00,0,0,9999,,17,16,1014,94,,,,,,,,,,,,
"['09:00', '06/07']",06/07 09:00,20,3,9999,,17,15,1015,88,,,,,,,,,,,,
"['10:00', '06/07']",06/07 10:00,10,4,9999,,18,16,1015,88,,,,,,,,,,,,
"['11:00', '06/07']",06/07 11:00,10,4,9999,,20,16,1016,78,,,,,,,,,,,,
"['12:00', '06/07']",06/07 12:00,350,4,9999,,22,17,1016,73,,,,,,,,,,,,
"['13:00', '06/07']",06/07 13:00,30,3,9999,,25,17,1016,61,,,,,,,,,,,,
"['14:00', '06/07']",06/07 14:00,20,5,9999,,27,17,1016,54,,,,,,,,,,,,
"['15:00', '06/07']",06/07 15:00,360,2,9999,,30,16,1015,43,,,,,,,,,,,,
"['16:00', '06/07']",06/07 16:00,360,3,9999,,31,16,1015,40,,,,,,,,,,,,
"['17:00', '06/07']",06/07 17:00,140,10,9999,,29,16,1014,45,,,,,,,,,,,,
"['18:00', '06/07']",06/07 18:00,240,9,9999,,31,15,1014,38,,,,,,,,,,,,
"['19:00', '06/07']",06/07 19:00,220,13,9999,,29,14,1015,40,,,,,,,,,,,,
"['20:00', '06/07']",06/07 20:00,210,11,9999,,27,15,1016,48,,,,,,,,,,,,
"['21:00', '06/07']",06/07 21:00,250,9,9999,,25,17,1016,61,,,,,,,,,,,,
"['22:00', '06/07']",06/07 22:00,270,8,9999,,24,18,1017,69,,,,,,,,,,,,
"['23:00', '06/07']",06/07 23:00,280,7,9999,,23,19,1017,78,,,,,,,,,,,,
"['00:00', '07/07']",07/07 00:00,240,7,9999,,23,19,1018,78,,,,,,,,,,,,
"['01:00', '07/07']",07/07 01:00,260,7,9999,NIL,23,19,1019,78,,,,NIL,,NIL,,,,,,
"['02:00', '07/07']",07/07 02:00,250,4,9999,NIL,22,19,1019,83,,,,NIL,,NIL,,,,,,
"['03:00', '07/07']",07/07 03:00,310,5,9999,NIL,22,19,1018,83,,,,NIL,,NIL,,,,,,
"['04:00', '07/07']",07/07 04:00,270,4,9999,NIL,21,19,1018,88,,,,NIL,,NIL,,,,,,
"['05:00', '07/07']",07/07 05:00,270,3,9000,2,21,19,1018,88,,,,NIL,,NIL,,,,,,
"['06:00', '07/07']",07/07 06:00,330,4,8000,2,20,19,1018,94,,,,NIL,,NIL,,,,,,
"['07:00', '07/07']",07/07 07:00,30,3,5000,5,20,18,1018,88,,,,2000,,1,,,,,,
"['08:00', '07/07']",07/07 08:00,10,5,8000,5,20,18,1018,88,,,,2000,,NIL,,,,,,
"['09:00', '07/07']",07/07 09:00,360,2,8000,5,20,18,1018,88,,,,1000,,NIL,,,,,,
"['10:00', '07/07']",07/07 10:00,130,2,5000,5,19,18,1018,94,,,,1100,,1,,,,,,
"['11:00', '07/07']",07/07 11:00,70,2,5000,5,21,18,1018,83,,,,1000,,1,,,,,,
"['12:00', '07/07']",07/07 12:00,130,2,6000,3,23,19,1018,78,,,,NIL,,NIL,,,,,,
"['13:00', '07/07']",07/07 13:00,350,3,6000,3,23,19,1018,78,,,,NIL,,NIL,,,,,,
"['14:00', '07/07']",07/07 14:00,140,3,7000,2,24,19,1018,74,,,,NIL,,NIL,,,,,,
"['15:00', '07/07']",07/07 15:00,360,6,9000,NIL,25,19,1016,69,,,,NIL,,NIL,,,,,,
"['16:00', '07/07']",07/07 16:00,20,7,9999,NIL,25,18,1015,65,,,,NIL,,NIL,,,,,,
"['17:00', '07/07']",07/07 17:00,20,5,9999,NIL,27,17,1014,54,,,,NIL,,NIL,,,,,,
"['18:00', '07/07']",07/07 18:00,50,5,9999,NIL,27,19,1013,62,,,,NIL,,NIL,,,,,,
"['19:00', '07/07']",07/07 19:00,130,7,9999,NIL,26,19,1013,65,,,,NIL,,NIL,,,,,,
"['20:00', '07/07']",07/07 20:00,140,6,9999,NIL,25,20,1012,74,,,,NIL,,NIL,,,,,,
"['21:00', '07/07']",07/07 21:00,140,7,9999,NIL,23,20,1013,83,,,,NIL,,NIL,,,,,,
"['22:00', '07/07']",07/07 22:00,140,6,9999,NIL,23,20,1013,83,,,,NIL,,NIL,,,,,,
"['23:00', '07/07']",07/07 23:00,120,4,9999,NIL,22,20,1013,88,,,,NIL,,NIL,,,,,,
"['00:00', '08/07']",08/07 00:00,120,2,9999,NIL,21,19,1014,88,,,,NIL,,NIL,,,,,,
"['01:00', '08/07']",08/07 01:00,120,2,9999,,21,19,1014,88,,,,,,,,,,,,
"['02:00', '08/07']",08/07 02:00,100,2,9999,,19,18,1013,94,,,,,,,,,,,,
"['03:00', '08/07']",08/07 03:00,120,2,9999,,20,18,1013,88,,,,,,,,,,,,
"['04:00', '08/07']",08/07 04:00,220,2,9999,,19,17,1013,88,,,,,,,,,,,,
"['05:00', '08/07']",08/07 05:00,240,2,9999,,18,17,1013,94,,,,,,,,,,,,
"['06:00', '08/07']",08/07 06:00,50,3,9999,,18,17,1013,94,,,,,,,,,,,,
"['07:00', '08/07']",08/07 07:00,350,2,9999,,18,16,1012,88,,,,,,,,,,,,
"['08:00', '08/07']",08/07 08:00,210,2,9999,,17,16,1012,94,,,,,,,,,,,,
"['09:00', '08/07']",08/07 09:00,60,4,9999,,16,15,1012,94,,,,,,,,,,,,
"['10:00', '08/07']",08/07 10:00,180,2,9999,,18,17,1012,94,,,,,,,,,,,,
"['11:00', '08/07']",08/07 11:00,310,2,9999,,22,19,1013,83,,,,,,,,,,,,
"['12:00', '08/07']",08/07 12:00,310,3,9999,,25,15,1013,54,,,,,,,,,,,,
"['13:00', '08/07']",08/07 13:00,320,4,9999,,29,12,1013,35,,,,,,,,,,,,
"['14:00', '08/07']",08/07 14:00,330,12,9999,,30,10,1012,29,,,,,,,,,,,,
"['15:00', '08/07']",08/07 15:00,330,10,9999,,31,10,1012,27,,,,,,,,,,,,
"['16:00', '08/07']",08/07 16:00,320,13,9999,,31,10,1011,27,,,,,,,,,,,,
"['17:00', '08/07']",08/07 17:00,350,7,9999,,32,11,1010,28,,,,,,,,,,,,
"['18:00', '08/07']",08/07 18:00,340,7,9999,,32,11,1010,28,,,,,,,,,,,,
"['19:00', '08/07']",08/07 19:00,70,11,9999,,31,10,1010,27,,,,,,,,,,,,
"['20:00', '08/07']",08/07 20:00,70,8,9999,,29,11,1010,33,,,,,,,,,,,,
"['21:00', '08/07']",08/07 21:00,140,6,9999,,26,15,1011,51,,,,,,,,,,,,
"['22:00', '08/07']",08/07 22:00,160,5,9999,,25,15,1011,54,,,,,,,,,,,,
"['23:00', '08/07']",08/07 23:00,150,6,9999,,24,16,1012,61,,,,,,,,,,,,
"['00:00', '09/07']",09/07 00:00,120,4,9999,,23,15,1012,61,,,,,,,,,,,,
"['01:00', '09/07']",09/07 01:00,340,3,9999,NIL,21,17,1013,78,,,,NIL,,,NIL,,,,,
"['02:00', '09/07']",09/07 02:00,90,2,9999,NIL,20,16,1013,78,,,,NIL,,,NIL,,,,,
"['03:00', '09/07']",09/07 03:00,100,2,9999,NIL,19,16,1013,83,,,,NIL,,,NIL,,,,,
"['04:00', '09/07']",09/07 04:00,50,2,9999,NIL,19,16,1013,83,,,,NIL,,,NIL,,,,,
"['05:00', '09/07']",09/07 05:00,70,2,9999,NIL,18,15,1013,83,,,,NIL,,,NIL,,,,,
"['06:00', '09/07']",09/07 06:00,80,3,9999,NIL,18,16,1013,88,,,,NIL,,,NIL,,,,,
"['07:00', '09/07']",09/07 07:00,360,2,9999,NIL,18,16,1013,88,,,,NIL,,,NIL,,,,,
"['08:00', '09/07']",09/07 08:00,50,4,9999,NIL,18,16,1013,88,,,,NIL,,,NIL,,,,,
"['09:00', '09/07']",09/07 09:00,VRB,2,7000,NIL,18,15,1013,83,,,,NIL,,,NIL,,,,,
"['10:00', '09/07']",09/07 10:00,250,4,8000,NIL,18,16,1015,88,,,,NIL,,,NIL,,,,,
"['11:00', '09/07']",09/07 11:00,270,9,9999,NIL,24,15,1016,57,,,,NIL,,,NIL,,,,,
"['12:00', '09/07']",09/07 12:00,260,14,9999,NIL,27,16,1017,51,,,,NIL,,,NIL,,,,,
"['13:00', '09/07']",09/07 13:00,250,11,9999,2,28,17,1018,51,,,,NIL,,,240,,,,,
"['14:00', '09/07']",09/07 14:00,200,9,9999,3,28,17,1018,51,,,,NIL,,,210,,,,,
"['15:00', '09/07']",09/07 15:00,210,13,9999,2,27,18,1018,58,,,,NIL,,,210,,,,,
"['16:00', '09/07']",09/07 16:00,210,18,9999,3,26,18,1018,61,,,,NIL,,,NIL,,,,,
"['17:00', '09/07']",09/07 17:00,220,19,9999,5,24,17,1018,65,,,,10000,,,NIL,,,,,
"['18:00', '09/07']",09/07 18:00,220,14,9999,5,23,16,1019,65,,,,4000,,,NIL,,,,,
"['19:00', '09/07']",09/07 19:00,220,13,9999,5,23,16,1019,65,,,,4000,,,NIL,,,,,
"['20:00', '09/07']",09/07 20:00,230,10,9999,8,22,16,1020,69,,,,3500,,,NIL,,,,,
"['21:00', '09/07']",09/07 21:00,230,6,9999,5,22,16,1020,69,,,,3000,,,NIL,,,,,
"['22:00', '09/07']",09/07 22:00,240,6,9999,5,22,16,1020,69,,,,3000,,,NIL,,,,,
"['23:00', '09/07']",09/07 23:00,220,8,9999,5,22,16,1020,69,,,,3000,,,NIL,,,,,
"['00:00', '10/07']",10/07 00:00,220,6,9999,5,22,16,1021,69,,,,3000,,,NIL,,,,,
"['01:00', '10/07']",10/07 01:00,240,7,9999,5,21,16,1021,73,,,,3000,,,,,,,,
"['02:00', '10/07']",10/07 02:00,210,4,9999,5,21,16,1022,73,,,,3000,,,,,,,,
"['03:00', '10/07']",10/07 03:00,230,4,9999,5,20,16,1022,78,,,,3000,,,,,,,,
"['04:00', '10/07']",10/07 04:00,200,4,9999,5,20,16,1022,78,,,,4000,,,,,,,,
"['05:00', '10/07']",10/07 05:00,210,6,9999,5,20,16,1021,78,,,,4000,,,,,,,,
"['06:00', '10/07']",10/07 06:00,270,2,9999,5,18,15,1021,83,,,,3000,,,,,,,,
"['07:00', '10/07']",10/07 07:00,260,2,9999,5,18,15,1021,83,,,,4000,,,,,,,,
"['08:00', '10/07']",10/07 08:00,200,3,9999,5,18,15,1021,83,,,,4000,,,,,,,,
"['09:00', '10/07']",10/07 09:00,230,2,9999,5,19,15,1022,78,,,,4000,,,,,,,,
"['10:00', '10/07']",10/07 10:00,350,2,9999,5,19,16,1022,83,,,,5500,,,,,,,,
"['11:00', '10/07']",10/07 11:00,340,6,8000,5,20,17,1022,83,,,,4700,,,,,,,,
"['12:00', '10/07']",10/07 12:00,330,5,8000,5,20,16,1023,78,,,,4700,,,,,,,,
"['13:00', '10/07']",10/07 13:00,350,4,9000,5,21,16,1023,73,,,,4000,,,,,,,,
"['14:00', '10/07']",10/07 14:00,360,5,9999,5,21,16,1023,73,,,,4000,,,,,,,,
"['15:00', '10/07']",10/07 15:00,10,5,9999,5,23,15,1022,61,,,,5000,,,,,,,,
"['16:00', '10/07']",10/07 16:00,30,7,9999,5,23,15,1021,61,,,,4700,,,,,,,,
"['17:00', '10/07']",10/07 17:00,40,10,9999,5,23,14,1021,57,,,,4000,,,,,,,,
"['18:00', '10/07']",10/07 18:00,130,9,9999,5,23,15,1020,61,,,,4000,,,,,,,,
"['19:00', '10/07']",10/07 19:00,130,8,9999,5,22,14,1020,60,,,,3300,,,,,,,,
"['20:00', '10/07']",10/07 20:00,110,8,9999,5,22,15,1020,65,,,,4000,,,,,,,,
"['21:00', '10/07']",10/07 21:00,120,9,9999,5,22,15,1020,65,,,,4000,,,,,,,,
"['22:00', '10/07']",10/07 22:00,110,9,9999,5,21,15,1021,69,,,,3300,,,,,,,,
