validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,cobertura,tt,po,qnh,ur,vis_setor,vis_setor_dir,chuva,teto,trovoada,nevoa_umida,vnt_vrb,pancada,nevoa_seca,chuvisco,vnt_rajada,nevoeiro
"['23:00', '10/07']",10/07 23:00,100,10,9999,3,20,14,1021,68,,,,NIL,,,,,,,,
"['00:00', '11/07']",11/07 00:00,80,11,9999,NIL,20,14,1021,68,,,,NIL,,,,,,,,
"['01:00', '11/07']",11/07 01:00,70,9,9999,,19,14,1021,73,,,,,,NIL,NIL,,,,,
"['02:00', '11/07']",11/07 02:00,110,8,9999,,19,14,1021,73,,,,,,NIL,NIL,,,,,
"['03:00', '11/07']",11/07 03:00,100,6,9999,,18,14,1021,77,,,,,,NIL,NIL,,,,,
"['04:00', '11/07']",11/07 04:00,100,4,9999,,18,14,1020,77,,,,,,NIL,NIL,,,,,
"['05:00', '11/07']",11/07 05:00,50,3,9999,,17,14,1020,83,,,,,,NIL,210,,,,,
"['06:00', '11/07']",11/07 06:00,300,2,9999,,16,13,1019,82,,,,,,NIL,NIL,,,,,
"['07:00', '11/07']",11/07 07:00,220,3,9999,,16,14,1019,88,,,,,,NIL,NIL,,,,,
"['08:00', '11/07']",11/07 08:00,0,0,9999,,15,13,1019,88,,,,,,NIL,NIL,,,,,
"['09:00', '11/07']",11/07 09:00,350,3,9999,,16,15,1019,94,,,,,,NIL,NIL,,,,,
"['10:00', '11/07']",11/07 10:00,10,3,7000,,16,14,1019,88,,,,,,NIL,180,,,,,
"['11:00', '11/07']",11/07 11:00,360,4,5000,,18,16,1020,88,,,,,,1,NIL,,,,,
"['12:00', '11/07']",11/07 12:00,40,4,9000,,20,16,1020,78,,,,,,NIL,NIL,,,,,
"['13:00', '11/07']",11/07 13:00,30,3,9999,,22,16,1020,69,,,,,,NIL,NIL,,,,,
"['14:00', '11/07']",11/07 14:00,50,5,9999,,24,16,1019,61,,,,,,NIL,NIL,,,,,
"['15:00', '11/07']",11/07 15:00,10,4,9999,,27,16,1018,51,,,,,,NIL,NIL,,,,,
"['16:00', '11/07']",11/07 16:00,50,6,9999,,27,16,1017,51,,,,,,NIL,NIL,,,,,
"['17:00', '11/07']",11/07 17:00,80,8,9999,,28,15,1015,45,,,,,,NIL,NIL,,,,,
"['18:00', '11/07']",11/07 18:00,70,5,9999,,28,15,1015,45,,,,,,NIL,NIL,,,,,
"['19:00', '11/07']",11/07 19:00,60,6,9999,,28,15,1015,45,,,,,,NIL,NIL,,,,,
"['20:00', '11/07']",11/07 20:00,30,4,9999,,27,16,1015,51,,,,,,NIL,NIL,,,,,
"['21:00', '11/07']",11/07 21:00,50,5,9999,,24,17,1015,65,,,,,,NIL,NIL,,,,,
"['22:00', '11/07']",11/07 22:00,10,6,9999,,25,17,1015,61,,,,,,NIL,NIL,,,,,
"['23:00', '11/07']",11/07 23:00,60,3,9999,,22,16,1015,69,,,,,,NIL,NIL,,,,,
"['00:00', '12/07']",12/07 00:00,150,3,9999,,21,18,1016,83,,,,,,NIL,NIL,,,,,
"['01:00', '12/07']",12/07 01:00,140,5,9999,,20,18,1015,88,,,,,,,,,,,,
"['02:00', '12/07']",12/07 02:00,170,3,9999,,20,17,1015,83,,,,,,,,,,,,
"['03:00', '12/07']",12/07 03:00,100,2,9999,,19,16,1015,83,,,,,,,,,,,,
"['04:00', '12/07']",12/07 04:00,180,2,9999,,19,16,1015,83,,,,,,,,,,,,
"['05:00', '12/07']",12/07 05:00,110,2,9999,,19,16,1014,83,,,,,,,,,,,,
"['06:00', '12/07']",12/07 06:00,VRB,3,9999,,19,16,1014,83,,,,,,,,,,,,
"['07:00', '12/07']",12/07 07:00,320,2,9999,,18,16,1013,88,,,,,,,,,,,,
"['08:00', '12/07']",12/07 08:00,350,2,9999,,18,15,1014,83,,,,,,,,,,,,
"['09:00', '12/07']",12/07 09:00,0,0,9999,,17,15,1014,88,,,,,,,,,,,,
"['10:00', '12/07']",12/07 10:00,110,3,9999,,18,15,1014,83,,,,,,,,,,,,
"['11:00', '12/07']",12/07 11:00,60,2,9999,,23,17,1014,69,,,,,,,,,,,,
"['12:00', '12/07']",12/07 12:00,160,3,9999,,25,16,1015,57,,,,,,,,,,,,
"['13:00', '12/07']",12/07 13:00,320,4,9999,,28,14,1015,42,,,,,,,,,,,,
"['14:00', '12/07']",12/07 14:00,330,4,9999,,29,14,1014,40,,,,,,,,,,,,
"['15:00', '12/07']",12/07 15:00,320,12,9999,,31,13,1013,33,,,,,,,,,,,,
"['16:00', '12/07']",12/07 16:00,310,12,9999,,31,13,1012,33,,,,,,,,,,,,
"['17:00', '12/07']",12/07 17:00,320,12,9999,,31,14,1012,36,,,,,,,,,,,,
"['18:00', '12/07']",12/07 18:00,320,9,9999,,31,14,1012,36,,,,,,,,,,,,
"['19:00', '12/07']",12/07 19:00,330,7,9999,,31,16,1012,40,,,,,,,,,,,,
"['20:00', '12/07']",12/07 20:00,30,2,9999,,29,17,1012,48,,,,,,,,,,,,
"['21:00', '12/07']",12/07 21:00,70,4,9999,,26,17,1012,58,,,,,,,,,,,,
"['22:00', '12/07']",12/07 22:00,20,2,9999,,25,18,1013,65,,,,,,,,,,,,
"['23:00', '12/07']",12/07 23:00,VRB,2,9999,,24,17,1013,65,,,,,,,,,,,,
"['00:00', '13/07']",13/07 00:00,140,3,9999,,21,17,1014,78,,,,,,,,,,,,
"['01:00', '13/07']",13/07 01:00,250,2,9999,NIL,21,16,1014,73,,,,,,,,,,,,
"['02:00', '13/07']",13/07 02:00,VRB,2,9999,NIL,20,17,1014,83,,,,,,,,,,,,
"['03:00', '13/07']",13/07 03:00,VRB,2,9999,NIL,20,17,1014,83,,,,,,,,,,,,
"['04:00', '13/07']",13/07 04:00,60,2,9999,NIL,19,16,1013,83,,,,,,,,,,,,
"['05:00', '13/07']",13/07 05:00,300,2,9999,NIL,20,17,1013,83,,,,,,,,,,,,
"['06:00', '13/07']",13/07 06:00,60,4,9999,NIL,19,16,1013,83,,,,,,,,,,,,
"['07:00', '13/07']",13/07 07:00,80,4,9999,NIL,19,18,1013,94,,,,,,,,,,,,
"['08:00', '13/07']",13/07 08:00,50,2,9999,NIL,20,17,1013,83,,,,,,,,,,,,
"['09:00', '13/07']",13/07 09:00,60,3,9999,NIL,19,17,1013,88,,,,,,,,,,,,
"['10:00', '13/07']",13/07 10:00,60,3,9999,NIL,18,16,1014,88,,,,,,,,,,,,
"['11:00', '13/07']",13/07 11:00,70,3,9999,NIL,21,17,1015,78,,,,,,,,,,,,
"['12:00', '13/07']",13/07 12:00,30,3,9999,NIL,23,17,1016,69,,,,,,,,,,,,
"['13:00', '13/07']",13/07 13:00,340,2,9999,NIL,27,16,1016,51,,,,,,,,,,,,
"['14:00', '13/07']",13/07 14:00,20,4,9999,NIL,29,16,1015,45,,,,,,,,,,,,
"['15:00', '13/07']",13/07 15:00,350,4,9999,NIL,30,16,1015,43,,,,,,,,,,,,
"['16:00', '13/07']",13/07 16:00,30,6,9999,NIL,32,17,1014,41,,,,,,,,,,,,
"['17:00', '13/07']",13/07 17:00,60,7,9999,NIL,32,17,1013,41,,,,,,,,,,,,
"['18:00', '13/07']",13/07 18:00,140,10,9999,2,30,16,1013,43,,,,,,,,,,,,
"['19:00', '13/07']",13/07 19:00,130,9,9999,2,30,15,1013,40,,,,,,,,,,,,
"['20:00', '13/07']",13/07 20:00,130,7,9999,2,28,16,1014,48,,,,,,,,,,,,
"['21:00', '13/07']",13/07 21:00,140,5,9999,NIL,26,16,1014,54,,,,,,,,,,,,
"['22:00', '13/07']",13/07 22:00,50,3,9999,NIL,25,18,1015,65,,,,,,,,,,,,
"['23:00', '13/07']",13/07 23:00,0,0,9999,NIL,25,17,1015,61,,,,,,,,,,,,
"['00:00', '14/07']",14/07 00:00,250,2,9999,NIL,24,17,1016,65,,,,,,,,,,,,
"['01:00', '14/07']",14/07 01:00,300,3,9999,NIL,22,18,1015,78,NIL,NIL,NIL,NIL,,NIL,,,,,,
"['02:00', '14/07']",14/07 02:00,320,2,9999,2,22,18,1015,78,NIL,NIL,NIL,NIL,,NIL,,,,,,
"['03:00', '14/07']",14/07 03:00,40,4,9999,3,21,18,1015,83,NIL,NIL,NIL,NIL,,NIL,,,,,,
"['04:00', '14/07']",14/07 04:00,350,5,9999,2,22,18,1015,78,NIL,NIL,NIL,NIL,,NIL,,,,,,
"['05:00', '14/07']",14/07 05:00,200,4,9999,NIL,20,18,1014,88,NIL,NIL,NIL,NIL,,NIL,,,,,,
"['06:00', '14/07']",14/07 06:00,120,3,9999,NIL,20,18,1014,88,NIL,NIL,NIL,NIL,,NIL,,,,,,
"['07:00', '14/07']",14/07 07:00,140,2,9999,NIL,19,18,1014,94,NIL,NIL,NIL,NIL,,NIL,,,,,,
"['08:00', '14/07']",14/07 08:00,0,0,6000,NIL,19,18,1015,94,NIL,NIL,NIL,NIL,,NIL,,,,,,
"['09:00', '14/07']",14/07 09:00,240,8,9999,NIL,22,19,1016,83,NIL,NIL,NIL,NIL,,NIL,,,,,,
"['10:00', '14/07']",14/07 10:00,250,8,9999,2,22,19,1017,83,NIL,NIL,NIL,NIL,,NIL,,,,,,
"['11:00', '14/07']",14/07 11:00,230,10,9000,5,23,19,1019,78,NIL,NIL,NIL,3000,,NIL,,,,,,
"['12:00', '14/07']",14/07 12:00,170,3,9999,5,24,19,1019,74,NIL,NIL,NIL,2500,,NIL,,,,,,
"['13:00', '14/07']",14/07 13:00,350,4,9999,5,24,19,1020,74,NIL,NIL,NIL,4500,,NIL,,,,,,
"['14:00', '14/07']",14/07 14:00,20,5,9999,5,24,20,1019,78,4500,225,NIL,4000,,NIL,,,,,,
"['14:12', '14/07']",14/07 14:12,290,5,1500,8,23,20,1019,83,NIL,NIL,1,2000,,1,,,,,,
"['14:27', '14/07']",14/07 14:27,250,6,6000,8,23,21,1019,89,NIL,NIL,1,1500,,NIL,,,,,,
"['15:00', '14/07']",14/07 15:00,230,6,6000,5,23,21,1019,89,NIL,NIL,NIL,4500,,NIL,,,,,,
"['15:36', '14/07']",14/07 15:36,140,4,2300,5,22,21,1019,94,NIL,NIL,1,2200,,1,,,,,,
"['16:00', '14/07']",14/07 16:00,160,5,6000,5,21,20,1018,94,NIL,NIL,NIL,1700,,NIL,,,,,,
"['17:00', '14/07']",14/07 17:00,140,8,9999,5,21,19,1018,88,NIL,NIL,NIL,2500,,NIL,,,,,,
"['18:00', '14/07']",14/07 18:00,130,8,9999,5,21,19,1018,88,NIL,NIL,NIL,2200,,NIL,,,,,,
"['19:00', '14/07']",14/07 19:00,140,8,9999,8,21,19,1018,88,NIL,NIL,1,2500,,NIL,,,,,,
"['20:00', '14/07']",14/07 20:00,190,3,8000,8,20,19,1019,94,NIL,NIL,1,1500,,NIL,,,,,,
"['21:00', '14/07']",14/07 21:00,150,2,9999,5,21,18,1020,83,NIL,NIL,NIL,3000,,NIL,,,,,,
"['22:00', '14/07']",14/07 22:00,100,3,9000,8,20,19,1020,94,NIL,NIL,NIL,1000,,NIL,,,,,,
"['23:00', '14/07']",14/07 23:00,140,5,4000,8,20,18,1021,88,NIL,NIL,1,1000,,1,,,,,,
"['00:00', '15/07']",15/07 00:00,140,7,5000,8,20,18,1021,88,NIL,NIL,1,1600,,1,,,,,,
"['01:00', '15/07']",15/07 01:00,130,5,6000,8,20,18,1022,88,,,1,2000,,NIL,NIL,,,NIL,,
"['02:00', '15/07']",15/07 02:00,130,6,6000,8,20,18,1022,88,,,NIL,2000,,NIL,NIL,,,NIL,,
"['03:00', '15/07']",15/07 03:00,130,7,7000,8,19,17,1022,88,,,NIL,2000,,NIL,NIL,,,NIL,,
"['04:00', '15/07']",15/07 04:00,130,6,8000,8,19,17,1021,88,,,NIL,2500,,NIL,NIL,,,NIL,,
"['05:00', '15/07']",15/07 05:00,140,5,8000,8,19,17,1021,88,,,NIL,1800,,NIL,NIL,,,NIL,,
"['06:00', '15/07']",15/07 06:00,230,2,4000,5,19,18,1021,94,,,1,1600,,1,NIL,,,NIL,,
"['07:00', '15/07']",15/07 07:00,0,0,5000,8,19,17,1021,88,,,1,500,,1,NIL,,,NIL,,
"['08:00', '15/07']",15/07 08:00,60,2,6000,5,19,17,1021,88,,,NIL,1400,,NIL,NIL,,,NIL,,
"['09:00', '15/07']",15/07 09:00,80,2,4000,8,18,17,1022,94,,,1,1400,,1,NIL,,,NIL,,
"['10:00', '15/07']",15/07 10:00,110,3,4000,8,18,17,1022,94,,,1,700,,1,NIL,,,NIL,,
"['11:00', '15/07']",15/07 11:00,130,8,3000,8,19,18,1023,94,,,NIL,400,,1,120,,,1,,
"['12:00', '15/07']",15/07 12:00,140,9,3000,8,19,17,1023,88,,,NIL,800,,1,NIL,,,1,,
"['12:26', '15/07']",15/07 12:26,130,10,6000,8,19,18,1023,94,,,NIL,800,,NIL,NIL,,,1,,
"['13:00', '15/07']",15/07 13:00,140,10,6000,8,19,17,1023,88,,,NIL,2500,,NIL,NIL,,,1,,
"['14:00', '15/07']",15/07 14:00,150,10,9999,8,19,17,1023,88,,,NIL,3000,,NIL,NIL,,,NIL,,
"['15:00', '15/07']",15/07 15:00,140,10,9999,8,19,16,1023,83,,,NIL,2000,,NIL,NIL,,,NIL,,
"['16:00', '15/07']",15/07 16:00,140,9,9999,8,19,16,1022,83,,,NIL,2000,,NIL,NIL,,,NIL,,
"['17:00', '15/07']",15/07 17:00,130,10,9999,8,19,16,1022,83,,,NIL,3000,,NIL,NIL,,,NIL,,
"['18:00', '15/07']",15/07 18:00,150,7,9999,8,20,15,1022,73,,,NIL,3000,,NIL,150,,,NIL,,
"['19:00', '15/07']",15/07 19:00,VRB,5,9999,8,20,15,1023,73,,,NIL,2000,,NIL,NIL,,,NIL,,
"['20:00', '15/07']",15/07 20:00,150,6,9999,8,19,14,1023,73,,,NIL,3000,,NIL,145,,,NIL,,
"['21:00', '15/07']",15/07 21:00,160,6,9999,8,19,14,1024,73,,,NIL,3000,,NIL,170,,,NIL,,
"['22:00', '15/07']",15/07 22:00,70,3,9999,8,19,14,1025,73,,,NIL,3000,,NIL,80,,,NIL,,
"['23:00', '15/07']",15/07 23:00,300,4,9999,5,18,16,1025,88,,,NIL,2500,,NIL,NIL,,,NIL,,
"['00:00', '16/07']",16/07 00:00,360,7,9999,5,18,16,1025,88,,,NIL,2500,,NIL,NIL,,,NIL,,
"['01:00', '16/07']",16/07 01:00,300,3,8000,5,18,16,1026,88,,,1,2000,,,,,,,,
"['02:00', '16/07']",16/07 02:00,250,2,6000,8,18,16,1025,88,,,1,1500,,,,,,,,
"['03:00', '16/07']",16/07 03:00,240,2,8000,8,17,16,1025,94,,,1,1500,,,,,,,,
"['04:00', '16/07']",16/07 04:00,240,4,9999,8,17,16,1025,94,,,NIL,3000,,,,,,,,
"['05:00', '16/07']",16/07 05:00,180,4,9999,5,17,16,1024,94,,,NIL,2000,,,,,,,,
"['06:00', '16/07']",16/07 06:00,160,2,9999,8,18,16,1024,88,,,NIL,4000,,,,,,,,
"['07:00', '16/07']",16/07 07:00,100,2,9999,8,18,16,1024,88,,,NIL,4500,,,,,,,,
"['08:00', '16/07']",16/07 08:00,100,2,9999,8,18,16,1024,88,,,NIL,2500,,,,,,,,
"['09:00', '16/07']",16/07 09:00,80,2,9999,8,18,16,1024,88,,,NIL,3000,,,,,,,,
"['10:00', '16/07']",16/07 10:00,60,2,9999,5,18,16,1025,88,,,NIL,3000,,,,,,,,
"['11:00', '16/07']",16/07 11:00,350,5,9000,5,18,16,1026,88,,,NIL,2700,,,,,,,,
"['12:00', '16/07']",16/07 12:00,30,6,9999,5,19,16,1026,83,,,NIL,3300,,,,,,,,
"['13:00', '16/07']",16/07 13:00,320,2,9999,5,19,16,1026,83,,,NIL,4000,,,,,,,,
"['14:00', '16/07']",16/07 14:00,30,3,9999,5,20,16,1025,78,,,NIL,4000,,,,,,,,
"['15:00', '16/07']",16/07 15:00,VRB,3,9999,5,21,16,1025,73,,,NIL,4000,,,,,,,,
"['16:00', '16/07']",16/07 16:00,100,4,9999,8,21,15,1024,69,,,NIL,2100,,,,,,,,
"['17:00', '16/07']",16/07 17:00,120,8,9999,5,21,15,1023,69,,,NIL,5000,,,,,,,,
"['18:00', '16/07']",16/07 18:00,120,5,9999,5,21,15,1022,69,,,NIL,3300,,,,,,,,
"['19:00', '16/07']",16/07 19:00,130,6,9999,5,22,16,1022,69,,,NIL,3300,,,,,,,,
"['20:00', '16/07']",16/07 20:00,120,8,9999,5,21,16,1022,73,,,NIL,2300,,,,,,,,
"['21:00', '16/07']",16/07 21:00,100,7,9999,5,20,15,1021,73,,,NIL,2300,,,,,,,,
"['22:00', '16/07']",16/07 22:00,110,7,9999,5,19,14,1022,73,,,NIL,2300,,,,,,,,
"['23:00', '16/07']",16/07 23:00,90,8,9999,3,19,14,1022,73,,,NIL,NIL,,,,,,,,
"['00:00', '17/07']",17/07 00:00,60,10,9999,2,18,15,1021,83,,,NIL,NIL,,,,,,,,
"['01:00', '17/07']",17/07 01:00,130,9,9999,NIL,18,14,1021,77,,,,NIL,,,NIL,,,,,
"['02:00', '17/07']",17/07 02:00,120,8,9999,NIL,18,14,1022,77,,,,NIL,,,NIL,,,,,
"['03:00', '17/07']",17/07 03:00,50,5,9999,2,17,14,1022,83,,,,NIL,,,NIL,,,,,
"['04:00', '17/07']",17/07 04:00,60,3,9999,2,17,14,1022,83,,,,NIL,,,NIL,,,,,
"['05:00', '17/07']",17/07 05:00,VRB,2,9999,NIL,17,15,1022,88,,,,NIL,,,NIL,,,,,
"['06:00', '17/07']",17/07 06:00,270,3,9999,NIL,16,14,1021,88,,,,NIL,,,115,,,,,
"['07:00', '17/07']",17/07 07:00,110,5,9999,2,15,14,1021,94,,,,NIL,,,NIL,,,,,
"['08:00', '17/07']",17/07 08:00,60,4,9999,2,15,13,1021,88,,,,NIL,,,NIL,,,,,
"['09:00', '17/07']",17/07 09:00,VRB,1,8000,NIL,15,14,1021,94,,,,NIL,,,NIL,,,,,
"['10:00', '17/07']",17/07 10:00,160,2,8000,2,15,14,1022,94,,,,NIL,,,NIL,,,,,
"['11:00', '17/07']",17/07 11:00,120,2,9000,2,18,16,1022,88,,,,NIL,,,NIL,,,,,
"['12:00', '17/07']",17/07 12:00,360,5,9999,2,18,16,1022,88,,,,NIL,,,NIL,,,,,
"['13:00', '17/07']",17/07 13:00,190,3,9999,2,21,16,1022,73,,,,NIL,,,NIL,,,,,
"['14:00', '17/07']",17/07 14:00,170,6,9999,3,22,16,1022,69,,,,NIL,,,NIL,,,,,
"['15:00', '17/07']",17/07 15:00,70,5,9999,2,24,17,1021,65,,,,NIL,,,NIL,,,,,
"['16:00', '17/07']",17/07 16:00,40,6,9999,NIL,24,16,1021,61,,,,NIL,,,NIL,,,,,
"['17:00', '17/07']",17/07 17:00,30,6,9999,NIL,24,15,1020,57,,,,NIL,,,NIL,,,,,
"['18:00', '17/07']",17/07 18:00,60,5,9999,NIL,25,16,1019,57,,,,NIL,,,NIL,,,,,
"['19:00', '17/07']",17/07 19:00,80,5,9999,NIL,25,15,1019,54,,,,NIL,,,NIL,,,,,
"['20:00', '17/07']",17/07 20:00,140,8,9999,NIL,23,17,1020,69,,,,NIL,,,NIL,,,,,
"['21:00', '17/07']",17/07 21:00,150,6,9999,2,22,18,1020,78,,,,NIL,,,NIL,,,,,
"['22:00', '17/07']",17/07 22:00,150,7,9999,5,22,18,1021,78,,,,5000,,,NIL,,,,,
"['23:00', '17/07']",17/07 23:00,140,6,9999,5,22,19,1022,83,,,,8300,,,NIL,,,,,
"['00:00', '18/07']",18/07 00:00,80,7,9999,5,21,17,1022,78,,,,8300,,,NIL,,,,,
"['01:00', '18/07']",18/07 01:00,90,6,9999,3,20,17,1022,83,,,,NIL,,,,,,,,
"['02:00', '18/07']",18/07 02:00,120,6,9999,3,20,17,1022,83,,,,NIL,,,,,,,,
"['03:00', '18/07']",18/07 03:00,70,5,9999,2,19,17,1022,88,,,,NIL,,,,,,,,
"['04:00', '18/07']",18/07 04:00,110,5,9999,2,19,17,1021,88,,,,NIL,,,,,,,,
"['05:00', '18/07']",18/07 05:00,60,4,9999,2,19,17,1021,88,,,,NIL,,,,,,,,
"['06:00', '18/07']",18/07 06:00,110,3,9999,2,18,16,1021,88,,,,NIL,,,,,,,,
"['07:00', '18/07']",18/07 07:00,100,3,9999,2,18,16,1021,88,,,,NIL,,,,,,,,
"['08:00', '18/07']",18/07 08:00,140,3,9999,2,17,16,1021,94,,,,NIL,,,,,,,,
"['09:00', '18/07']",18/07 09:00,130,3,9999,5,19,18,1022,94,,,,1300,,,,,,,,
"['10:00', '18/07']",18/07 10:00,110,5,9999,5,19,17,1022,88,,,,1700,,,,,,,,
"['11:00', '18/07']",18/07 11:00,60,4,9999,8,20,17,1023,83,,,,1600,,,,,,,,
"['11:29', '18/07']",18/07 11:29,100,4,9999,5,20,17,1023,83,,,,1100,,,,,,,,
"['12:00', '18/07']",18/07 12:00,100,2,9999,5,21,18,1024,83,,,,1600,,,,,,,,
"['13:00', '18/07']",18/07 13:00,340,4,9999,3,22,17,1025,73,,,,NIL,,,,,,,,
"['14:00', '18/07']",18/07 14:00,170,4,9999,2,23,17,1024,69,,,,NIL,,,,,,,,
"['15:00', '18/07']",18/07 15:00,10,6,9999,2,24,17,1024,65,,,,NIL,,,,,,,,
"['16:00', '18/07']",18/07 16:00,20,6,9999,2,25,16,1022,57,,,,NIL,,,,,,,,
"['17:00', '18/07']",18/07 17:00,10,4,9999,2,25,16,1021,57,,,,NIL,,,,,,,,
"['18:00', '18/07']",18/07 18:00,50,5,9999,2,26,16,1021,54,,,,NIL,,,,,,,,
"['19:00', '18/07']",18/07 19:00,70,5,9999,NIL,26,14,1021,48,,,,NIL,,,,,,,,
"['20:00', '18/07']",18/07 20:00,120,5,9999,5,24,17,1021,65,,,,10000,,,,,,,,
"['21:00', '18/07']",18/07 21:00,120,5,9999,3,23,18,1021,73,,,,NIL,,,,,,,,
"['22:00', '18/07']",18/07 22:00,100,7,9999,NIL,22,17,1021,73,,,,NIL,,,,,,,,
"['23:00', '18/07']",18/07 23:00,110,7,9999,NIL,21,16,1022,73,,,,NIL,,,,,,,,
"['00:00', '19/07']",19/07 00:00,100,6,9999,NIL,20,16,1022,78,,,,NIL,,,,,,,,
"['01:00', '19/07']",19/07 01:00,100,6,9999,,20,17,1023,83,,,,,,,NIL,,,,,
"['02:00', '19/07']",19/07 02:00,100,4,9999,,19,16,1023,83,,,,,,,NIL,,,,,
"['03:00', '19/07']",19/07 03:00,100,3,9999,,19,16,1022,83,,,,,,,NIL,,,,,
"['04:00', '19/07']",19/07 04:00,90,4,9999,,19,16,1022,83,,,,,,,NIL,,,,,
"['05:00', '19/07']",19/07 05:00,110,3,9999,,18,16,1022,88,,,,,,,NIL,,,,,
"['06:00', '19/07']",19/07 06:00,140,2,9999,,17,15,1021,88,,,,,,,NIL,,,,,
"['07:00', '19/07']",19/07 07:00,110,4,9999,,17,15,1021,88,,,,,,,NIL,,,,,
"['08:00', '19/07']",19/07 08:00,60,2,9999,,17,15,1021,88,,,,,,,NIL,,,,,
"['09:00', '19/07']",19/07 09:00,50,3,9999,,17,16,1021,94,,,,,,,NIL,,,,,
"['10:00', '19/07']",19/07 10:00,230,3,9999,,16,15,1022,94,,,,,,,NIL,,,,,
"['11:00', '19/07']",19/07 11:00,80,4,9999,,19,17,1022,88,,,,,,,NIL,,,,,
"['12:00', '19/07']",19/07 12:00,150,3,9999,,21,16,1023,73,,,,,,,NIL,,,,,
"['13:00', '19/07']",19/07 13:00,360,2,9999,,22,16,1023,69,,,,,,,NIL,,,,,
"['14:00', '19/07']",19/07 14:00,140,3,9999,,24,15,1023,57,,,,,,,NIL,,,,,
"['15:00', '19/07']",19/07 15:00,360,2,9999,,27,14,1022,45,,,,,,,NIL,,,,,
"['16:00', '19/07']",19/07 16:00,30,3,9999,,27,14,1021,45,,,,,,,NIL,,,,,
"['17:00', '19/07']",19/07 17:00,360,4,9999,,27,15,1020,48,,,,,,,180,,,,,
"['18:00', '19/07']",19/07 18:00,VRB,6,9999,,27,14,1019,45,,,,,,,NIL,,,,,
"['19:00', '19/07']",19/07 19:00,130,5,9999,,27,14,1019,45,,,,,,,140,,,,,
"['20:00', '19/07']",19/07 20:00,130,9,9999,,25,15,1019,54,,,,,,,NIL,,,,,
"['21:00', '19/07']",19/07 21:00,140,11,9999,,23,17,1019,69,,,,,,,NIL,,,,,
"['22:00', '19/07']",19/07 22:00,130,7,9999,,22,17,1020,73,,,,,,,NIL,,,,,
"['23:00', '19/07']",19/07 23:00,70,7,9999,,22,17,1020,73,,,,,,,85,,,,,
"['00:00', '20/07']",20/07 00:00,90,6,9999,,21,17,1020,78,,,,,,,100,,,,,
"['01:00', '20/07']",20/07 01:00,100,5,9999,,20,17,1021,83,,,,,,,75,,,,,
"['02:00', '20/07']",20/07 02:00,70,2,9999,,19,17,1021,88,,,,,,,NIL,,,,,
"['03:00', '20/07']",20/07 03:00,100,3,9999,,19,17,1021,88,,,,,,,NIL,,,,,
"['04:00', '20/07']",20/07 04:00,130,2,9999,,18,16,1021,88,,,,,,,NIL,,,,,
"['05:00', '20/07']",20/07 05:00,80,3,9999,,18,16,1021,88,,,,,,,NIL,,,,,
"['06:00', '20/07']",20/07 06:00,VRB,2,9999,,17,15,1020,88,,,,,,,NIL,,,,,
"['07:00', '20/07']",20/07 07:00,50,2,9999,,17,15,1020,88,,,,,,,NIL,,,,,
"['08:00', '20/07']",20/07 08:00,VRB,2,9999,,16,14,1020,88,,,,,,,NIL,,,,,
"['09:00', '20/07']",20/07 09:00,VRB,2,9999,,15,13,1020,88,,,,,,,NIL,,,,,
"['10:00', '20/07']",20/07 10:00,10,2,8000,,16,14,1021,88,,,,,,,NIL,,,,,
"['11:00', '20/07']",20/07 11:00,80,4,7000,,19,17,1021,88,,,,,,,75,,,,,
"['12:00', '20/07']",20/07 12:00,VRB,4,9999,,21,18,1021,83,,,,,,,NIL,,,,,
"['13:00', '20/07']",20/07 13:00,360,5,9999,,22,18,1021,78,,,,,,,180,,,,,
"['14:00', '20/07']",20/07 14:00,VRB,3,9999,,24,17,1021,65,,,,,,,NIL,,,,,
"['15:00', '20/07']",20/07 15:00,VRB,5,9999,,27,17,1020,54,,,,,,,NIL,,,,,
"['16:00', '20/07']",20/07 16:00,10,6,9999,,27,15,1018,48,,,,,,,190,,,,,
"['17:00', '20/07']",20/07 17:00,150,4,9999,,29,12,1018,35,,,,,,,NIL,,,,,
"['18:00', '20/07']",20/07 18:00,140,6,9999,,28,14,1017,42,,,,,,,NIL,,,,,
"['19:00', '20/07']",20/07 19:00,120,10,9999,,27,15,1017,48,,,,,,,NIL,,,,,
"['20:00', '20/07']",20/07 20:00,130,11,9999,,26,14,1017,48,,,,,,,NIL,,,,,
"['21:00', '20/07']",20/07 21:00,160,6,9999,,25,14,1018,50,,,,,,,NIL,,,,,
"['22:00', '20/07']",20/07 22:00,160,4,9999,,24,14,1018,54,,,,,,,NIL,,,,,
"['23:00', '20/07']",20/07 23:00,300,4,9999,,22,17,1019,73,,,,,,,NIL,,,,,
"['00:00', '21/07']",21/07 00:00,330,2,9999,,21,16,1019,73,,,,,,,NIL,,,,,
"['01:00', '21/07']",21/07 01:00,360,2,9999,NIL,21,17,1019,78,,,,,,,NIL,,,,,
"['02:00', '21/07']",21/07 02:00,0,0,9999,NIL,20,17,1019,83,,,,,,,NIL,,,,,
"['03:00', '21/07']",21/07 03:00,300,2,9999,NIL,19,17,1019,88,,,,,,,NIL,,,,,
"['04:00', '21/07']",21/07 04:00,340,4,8000,NIL,20,18,1019,88,,,,,,,NIL,,,,,
