validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vnt_rajada,vis_setor,vis_setor_dir,nevoa_umida,nevoeiro,pancada,nevoa_seca,chuvisco,fumaca
"['00:00', '25/08']",25/08 00:00,130,14,,9999,,,,,14,09,1021,72,NIL,,,,,,,,
"['01:00', '25/08']",25/08 01:00,130,13,NIL,9999,,,,NIL,14,09,1021,72,,,,,,,,,
"['02:00', '25/08']",25/08 02:00,130,13,NIL,9999,,,,NIL,13,08,1021,72,,,,,,,,,
"['03:00', '25/08']",25/08 03:00,120,14,NIL,9999,,,,NIL,13,08,1021,72,,,,,,,,,
"['04:00', '25/08']",25/08 04:00,120,14,NIL,9999,,,,NIL,13,08,1021,72,,,,,,,,,
"['05:00', '25/08']",25/08 05:00,120,15,NIL,9999,,,,NIL,12,08,1020,76,,,,,,,,,
"['06:00', '25/08']",25/08 06:00,120,15,NIL,9999,,,,NIL,12,08,1020,76,,,,,,,,,
"['07:00', '25/08']",25/08 07:00,120,15,NIL,9999,,,,NIL,11,08,1020,82,,,,,,,,,
"['08:00', '25/08']",25/08 08:00,120,13,NIL,9999,,,,NIL,11,07,1020,76,,,,,,,,,
"['09:00', '25/08']",25/08 09:00,130,10,NIL,9999,,,,NIL,11,07,1021,76,,,,,,,,,
"['10:00', '25/08']",25/08 10:00,140,12,NIL,9999,,,,NIL,10,07,1022,82,,,,,,,,,
"['11:00', '25/08']",25/08 11:00,130,13,NIL,9999,,,,NIL,13,08,1022,72,,,,,,,,,
"['12:00', '25/08']",25/08 12:00,130,14,NIL,9999,,,,2,15,09,1023,67,,,,,,,,,
"['13:00', '25/08']",25/08 13:00,130,15,NIL,9999,,,,2,17,09,1024,59,,,,,,,,,
"['14:00', '25/08']",25/08 14:00,130,15,NIL,9999,,,,2,19,09,1023,52,,,,,,,,,
"['15:00', '25/08']",25/08 15:00,130,15,NIL,9999,,,,2,20,07,1023,43,,,,,,,,,
"['16:00', '25/08']",25/08 16:00,140,11,135,9999,,,,2,21,07,1022,40,,,,,,,,,
"['17:00', '25/08']",25/08 17:00,140,13,135,9999,,,,NIL,22,06,1021,35,,,,,,,,,
"['18:00', '25/08']",25/08 18:00,150,11,140,9999,,,,NIL,23,07,1020,36,,,,,,,,,
"['19:00', '25/08']",25/08 19:00,140,12,NIL,9999,,,,NIL,22,07,1019,38,,,,,,,,,
"['20:00', '25/08']",25/08 20:00,130,12,NIL,9999,,,,NIL,22,07,1019,38,,,,,,,,,
"['21:00', '25/08']",25/08 21:00,150,10,NIL,9999,,,,NIL,20,08,1019,46,,,,,,,,,
"['22:00', '25/08']",25/08 22:00,150,12,NIL,9999,,,,NIL,18,08,1019,52,,,,,,,,,
"['23:00', '25/08']",25/08 23:00,140,13,NIL,9999,,,,NIL,16,09,1020,63,,,,,,,,,
"['00:00', '26/08']",26/08 00:00,140,12,NIL,9999,,,,NIL,14,09,1020,72,,,,,,,,,
"['01:00', '26/08']",26/08 01:00,130,15,NIL,9999,,,,,13,08,1020,72,,,,,,,,,
"['02:00', '26/08']",26/08 02:00,130,17,NIL,9999,,,,,12,08,1020,76,,,,,,,,,
"['03:00', '26/08']",26/08 03:00,130,15,NIL,9999,,,,,12,08,1020,76,,,,,,,,,
"['04:00', '26/08']",26/08 04:00,130,16,NIL,9999,,,,,12,08,1020,76,,,,,,,,,
"['05:00', '26/08']",26/08 05:00,120,10,NIL,9999,,,,,11,08,1020,82,,,,,,,,,
"['06:00', '26/08']",26/08 06:00,120,16,NIL,9999,,,,,11,07,1019,76,,,,,,,,,
"['07:00', '26/08']",26/08 07:00,130,15,NIL,9999,,,,,10,07,1019,82,,,,,,,,,
"['08:00', '26/08']",26/08 08:00,130,15,NIL,9999,,,,,10,07,1020,82,,,,,,,,,
"['09:00', '26/08']",26/08 09:00,130,14,NIL,9999,,,,,10,07,1020,82,,,,,,,,,
"['10:00', '26/08']",26/08 10:00,130,15,NIL,9999,,,,,10,07,1021,82,,,,,,,,,
"['11:00', '26/08']",26/08 11:00,120,16,NIL,9999,,,,,12,07,1021,71,,,,,,,,,
"['12:00', '26/08']",26/08 12:00,120,14,NIL,9999,,,,,15,07,1022,59,,,,,,,,,
"['13:00', '26/08']",26/08 13:00,100,7,NIL,9999,,,,,18,07,1022,49,,,,,,,,,
"['14:00', '26/08']",26/08 14:00,VRB,5,NIL,9999,,,,,20,06,1021,40,,,,,,,,,
"['15:00', '26/08']",26/08 15:00,VRB,4,NIL,9999,,,,,22,03,1021,29,,,,,,,,,
"['16:00', '26/08']",26/08 16:00,VRB,4,NIL,9999,,,,,24,02,1020,24,,,,,,,,,
"['17:00', '26/08']",26/08 17:00,0,0,NIL,9999,,,,,25,01,1019,21,,,,,,,,,
"['18:00', '26/08']",26/08 18:00,160,8,NIL,9999,,,,,26,01,1018,20,,,,,,,,,
"['19:00', '26/08']",26/08 19:00,130,9,140,9999,,,,,26,02,1017,21,,,,,,,,,
"['20:00', '26/08']",26/08 20:00,130,9,NIL,9999,,,,,25,03,1017,24,,,,,,,,,
"['21:00', '26/08']",26/08 21:00,140,10,NIL,9999,,,,,22,04,1017,31,,,,,,,,,
"['22:00', '26/08']",26/08 22:00,150,7,NIL,9999,,,,,20,05,1018,37,,,,,,,,,
"['23:00', '26/08']",26/08 23:00,130,8,NIL,9999,,,,,18,07,1018,49,,,,,,,,,
"['00:00', '27/08']",27/08 00:00,130,10,NIL,9999,,,,,17,10,1019,63,,,,,,,,,
"['01:00', '27/08']",27/08 01:00,120,12,NIL,9999,,,,,16,11,1019,72,,NIL,NIL,,,,,,
"['02:00', '27/08']",27/08 02:00,130,13,NIL,9999,,,,,15,11,1019,77,,NIL,NIL,,,,,,
"['03:00', '27/08']",27/08 03:00,130,12,NIL,9999,,,,,15,11,1019,77,,NIL,NIL,,,,,,
"['04:00', '27/08']",27/08 04:00,130,14,NIL,9999,,,,,14,11,1019,82,,NIL,NIL,,,,,,
"['05:00', '27/08']",27/08 05:00,120,12,NIL,9999,,,,,14,11,1019,82,,NIL,NIL,,,,,,
"['06:00', '27/08']",27/08 06:00,120,9,NIL,9999,,,,,14,10,1019,77,,NIL,NIL,,,,,,
"['07:00', '27/08']",27/08 07:00,120,9,NIL,9999,,,,,14,10,1019,77,,NIL,NIL,,,,,,
"['08:00', '27/08']",27/08 08:00,120,5,NIL,9999,,,,,13,10,1019,82,,NIL,NIL,,,,,,
"['09:00', '27/08']",27/08 09:00,120,7,NIL,9999,,,,,13,10,1020,82,,NIL,NIL,,,,,,
"['10:00', '27/08']",27/08 10:00,120,6,NIL,9000,,,,,13,10,1021,82,,4400,90,,,,,,
"['11:00', '27/08']",27/08 11:00,130,7,NIL,9999,,,,,15,11,1021,77,,NIL,NIL,,,,,,
"['12:00', '27/08']",27/08 12:00,110,4,NIL,9999,,,,,18,10,1022,60,,NIL,NIL,,,,,,
"['13:00', '27/08']",27/08 13:00,350,2,NIL,9999,,,,,21,09,1022,46,,NIL,NIL,,,,,,
"['14:00', '27/08']",27/08 14:00,40,2,NIL,9999,,,,,23,09,1022,41,,NIL,NIL,,,,,,
"['15:00', '27/08']",27/08 15:00,VRB,3,NIL,9999,,,,,25,08,1021,34,,NIL,NIL,,,,,,
"['16:00', '27/08']",27/08 16:00,210,5,225,9999,,,,,26,07,1020,30,,NIL,NIL,,,,,,
"['17:00', '27/08']",27/08 17:00,260,3,255,9999,,,,,27,06,1019,26,,NIL,NIL,,,,,,
"['18:00', '27/08']",27/08 18:00,250,6,230,9999,,,,,28,06,1018,25,,NIL,NIL,,,,,,
"['19:00', '27/08']",27/08 19:00,240,4,235,9999,,,,,28,06,1018,25,,NIL,NIL,,,,,,
"['20:00', '27/08']",27/08 20:00,240,5,235,9999,,,,,28,05,1018,23,,NIL,NIL,,,,,,
"['21:00', '27/08']",27/08 21:00,240,7,NIL,9999,,,,,26,07,1018,30,,NIL,NIL,,,,,,
"['22:00', '27/08']",27/08 22:00,210,5,225,9999,,,,,25,07,1018,32,,NIL,NIL,,,,,,
"['23:00', '27/08']",27/08 23:00,130,6,NIL,9999,,,,,21,10,1019,49,,NIL,NIL,,,,,,
"['00:00', '28/08']",28/08 00:00,150,7,NIL,9999,,,,,22,09,1019,43,,NIL,NIL,,,,,,
"['01:00', '28/08']",28/08 01:00,130,7,NIL,9999,,,,,20,10,1019,53,,,,,,,,,
"['02:00', '28/08']",28/08 02:00,120,9,NIL,9999,,,,,19,12,1019,64,,,,,,,,,
"['03:00', '28/08']",28/08 03:00,120,10,NIL,9999,,,,,18,12,1019,68,,,,,,,,,
"['04:00', '28/08']",28/08 04:00,120,10,NIL,9999,,,,,18,13,1019,73,,,,,,,,,
"['05:00', '28/08']",28/08 05:00,120,11,NIL,9999,,,,,18,13,1018,73,,,,,,,,,
"['06:00', '28/08']",28/08 06:00,120,10,NIL,9999,,,,,17,13,1018,77,,,,,,,,,
"['07:00', '28/08']",28/08 07:00,100,6,NIL,9999,,,,,16,12,1018,77,,,,,,,,,
"['08:00', '28/08']",28/08 08:00,120,6,NIL,9999,,,,,15,12,1018,82,,,,,,,,,
"['09:00', '28/08']",28/08 09:00,110,5,NIL,9999,,,,,15,11,1019,77,,,,,,,,,
"['10:00', '28/08']",28/08 10:00,110,6,NIL,9999,,,,,15,11,1020,77,,,,,,,,,
"['11:00', '28/08']",28/08 11:00,110,4,NIL,9999,,,,,17,12,1020,72,,,,,,,,,
"['12:00', '28/08']",28/08 12:00,VRB,2,NIL,9999,,,,,21,12,1020,56,,,,,,,,,
"['13:00', '28/08']",28/08 13:00,10,5,175,9999,,,,,23,11,1021,47,,,,,,,,,
"['14:00', '28/08']",28/08 14:00,360,5,NIL,9999,,,,,26,11,1020,39,,,,,,,,,
"['15:00', '28/08']",28/08 15:00,20,6,220,9999,,,,,27,09,1019,32,,,,,,,,,
"['16:00', '28/08']",28/08 16:00,20,7,205,9999,,,,,29,09,1018,29,,,,,,,,,
"['17:00', '28/08']",28/08 17:00,320,8,165,9999,,,,,29,08,1017,27,,,,,,,,,
"['18:00', '28/08']",28/08 18:00,VRB,2,NIL,9999,,,,,30,08,1017,25,,,,,,,,,
"['19:00', '28/08']",28/08 19:00,VRB,3,NIL,9999,,,,,30,07,1016,24,,,,,,,,,
"['20:00', '28/08']",28/08 20:00,210,4,210,9999,,,,,30,08,1016,25,,,,,,,,,
"['21:00', '28/08']",28/08 21:00,260,5,245,9999,,,,,28,08,1016,28,,,,,,,,,
"['22:00', '28/08']",28/08 22:00,220,6,NIL,9999,,,,,27,09,1017,32,,,,,,,,,
"['23:00', '28/08']",28/08 23:00,180,5,NIL,9999,,,,,25,10,1017,39,,,,,,,,,
"['00:00', '29/08']",29/08 00:00,140,6,NIL,9999,,,,,22,11,1017,50,,,,,,,,,
"['01:00', '29/08']",29/08 01:00,110,9,NIL,9999,,,,,22,12,1017,53,,,,,,,,,
"['02:00', '29/08']",29/08 02:00,120,8,NIL,9999,,,,,21,13,1018,60,,,,,,,,,
"['03:00', '29/08']",29/08 03:00,120,8,NIL,9999,,,,,20,13,1018,64,,,,,,,,,
"['04:00', '29/08']",29/08 04:00,120,9,NIL,9999,,,,,20,13,1017,64,,,,,,,,,
"['05:00', '29/08']",29/08 05:00,110,6,NIL,9999,,,,,19,13,1017,68,,,,,,,,,
"['06:00', '29/08']",29/08 06:00,120,7,NIL,9999,,,,,18,12,1016,68,,,,,,,,,
"['07:00', '29/08']",29/08 07:00,110,6,NIL,9999,,,,,17,12,1016,72,,,,,,,,,
"['08:00', '29/08']",29/08 08:00,110,5,NIL,9999,,,,,16,12,1016,77,,,,,,,,,
"['09:00', '29/08']",29/08 09:00,130,7,NIL,9999,,,,,16,11,1017,72,,,,,,,,,
"['10:00', '29/08']",29/08 10:00,110,6,NIL,9999,,,,,17,11,1018,68,,,,,,,,,
"['11:00', '29/08']",29/08 11:00,110,4,NIL,9000,,,,,19,12,1018,64,,,,,,,,,
"['12:00', '29/08']",29/08 12:00,50,6,220,9999,,,,,23,12,1019,50,,,,,,,,,
"['13:00', '29/08']",29/08 13:00,20,10,NIL,9999,,,,,25,11,1019,41,,,,,,,,,
"['14:00', '29/08']",29/08 14:00,20,11,NIL,9999,,,,,26,10,1018,37,,,,,,,,,
"['15:00', '29/08']",29/08 15:00,30,9,NIL,9999,,,,,28,09,1017,30,,,,,,,,,
"['16:00', '29/08']",29/08 16:00,30,7,215,9999,,,,,29,09,1016,29,,,,,,,,,
"['17:00', '29/08']",29/08 17:00,30,6,200,9999,,,,,30,08,1015,25,,,,,,,,,
"['18:00', '29/08']",29/08 18:00,350,4,165,9999,,,,,30,09,1015,27,,,,,,,,,
"['19:00', '29/08']",29/08 19:00,VRB,8,NIL,9999,,,,,30,08,1015,25,,,,,,,,,
"['20:00', '29/08']",29/08 20:00,320,3,115,9999,,,,,30,08,1015,25,,,,,,,,,
"['21:00', '29/08']",29/08 21:00,270,3,NIL,9999,,,,,29,09,1015,29,,,,,,,,,
"['22:00', '29/08']",29/08 22:00,150,3,NIL,9999,,,,,26,10,1015,37,,,,,,,,,
"['23:00', '29/08']",29/08 23:00,140,3,NIL,9999,,,,,26,10,1016,37,,,,,,,,,
"['00:00', '30/08']",30/08 00:00,120,6,NIL,9999,,,,,23,11,1016,47,,,,,,,,,
"['01:00', '30/08']",30/08 01:00,110,7,NIL,9999,,,,,22,11,1016,50,,,,,,,,,
"['02:00', '30/08']",30/08 02:00,100,5,NIL,9999,,,,,21,12,1016,56,,,,,,,,,
"['03:00', '30/08']",30/08 03:00,130,5,NIL,9999,,,,,19,12,1016,64,,,,,,,,,
"['04:00', '30/08']",30/08 04:00,130,6,NIL,9999,,,,,19,12,1016,64,,,,,,,,,
"['05:00', '30/08']",30/08 05:00,110,4,NIL,9999,,,,,18,12,1016,68,,,,,,,,,
"['06:00', '30/08']",30/08 06:00,110,7,NIL,9999,,,,,18,12,1016,68,,,,,,,,,
"['07:00', '30/08']",30/08 07:00,110,7,NIL,9999,,,,,17,12,1016,72,,,,,,,,,
"['08:00', '30/08']",30/08 08:00,120,8,NIL,9999,,,,,17,12,1016,72,,,,,,,,,
"['09:00', '30/08']",30/08 09:00,120,7,NIL,9999,,,,,16,12,1017,77,,,,,,,,,
"['10:00', '30/08']",30/08 10:00,120,7,NIL,9999,,,,,17,11,1018,68,,,,,,,,,
"['11:00', '30/08']",30/08 11:00,120,6,NIL,9999,,,,,19,12,1018,64,,,,,,,,,
"['12:00', '30/08']",30/08 12:00,90,3,NIL,9999,,,,,23,12,1019,50,,,,,,,,,
"['13:00', '30/08']",30/08 13:00,10,7,190,9999,,,,,26,11,1019,39,,,,,,,,,
"['14:00', '30/08']",30/08 14:00,20,11,NIL,9999,,,,,27,09,1019,32,,,,,,,,,
"['15:00', '30/08']",30/08 15:00,10,9,NIL,9999,,,,,30,09,1018,27,,,,,,,,,
"['16:00', '30/08']",30/08 16:00,340,7,150,9999,,,,,30,08,1017,25,,,,,,,,,
"['17:00', '30/08']",30/08 17:00,VRB,4,NIL,9999,,,,,31,08,1017,24,,,,,,,,,
"['18:00', '30/08']",30/08 18:00,260,4,245,9999,,,,,32,07,1016,21,,,,,,,,,
"['19:00', '30/08']",30/08 19:00,310,6,NIL,9999,,,,,32,07,1016,21,,,,,,,,,
"['20:00', '30/08']",30/08 20:00,250,4,235,9999,,,,,31,07,1016,22,,,,,,,,,
"['21:00', '30/08']",30/08 21:00,210,7,NIL,9999,,,,,29,09,1017,29,,,,,,,,,
"['22:00', '30/08']",30/08 22:00,190,7,NIL,9999,,,,,28,08,1017,28,,,,,,,,,
"['23:00', '30/08']",30/08 23:00,160,6,NIL,9999,,,,,26,09,1018,34,,,,,,,,,
"['00:00', '31/08']",31/08 00:00,120,6,NIL,9999,,,,,23,11,1018,47,,,,,,,,,
"['01:00', '31/08']",31/08 01:00,120,10,,9999,,,,NIL,23,11,1019,47,,,,,,,NIL,,
"['02:00', '31/08']",31/08 02:00,120,12,,9999,,,,NIL,23,12,1019,50,,,,,,,NIL,,
"['03:00', '31/08']",31/08 03:00,120,17,,9999,,,,NIL,21,15,1019,69,,,,,,,NIL,,
"['04:00', '31/08']",31/08 04:00,130,18,,9999,,,,NIL,19,15,1019,78,,,,,,,NIL,,
"['05:00', '31/08']",31/08 05:00,140,15,,9999,,,,NIL,19,14,1020,73,,,,,,,NIL,,
"['06:00', '31/08']",31/08 06:00,130,14,,9999,,,,NIL,18,14,1020,77,,,,,,,NIL,,
"['07:00', '31/08']",31/08 07:00,130,13,,9999,,,,NIL,17,14,1020,83,,,,,,,NIL,,
"['08:00', '31/08']",31/08 08:00,130,13,,9999,,,,NIL,17,14,1020,83,,,,,,,NIL,,
"['09:00', '31/08']",31/08 09:00,130,14,,9999,,,,NIL,17,14,1020,83,,,,,,,NIL,,
"['10:00', '31/08']",31/08 10:00,130,14,,9999,,,,NIL,18,14,1022,77,,,,,,,NIL,,
"['11:00', '31/08']",31/08 11:00,120,14,,9999,,,,NIL,19,14,1023,73,,,,,,,NIL,,
"['12:00', '31/08']",31/08 12:00,120,16,,9999,,,,NIL,21,14,1023,64,,,,,,,NIL,,
"['13:00', '31/08']",31/08 13:00,120,14,,9999,,,,NIL,23,14,1024,57,,,,,,,NIL,,
"['14:00', '31/08']",31/08 14:00,110,9,,9999,,,,NIL,25,14,1023,50,,,,,,,NIL,,
"['15:00', '31/08']",31/08 15:00,140,10,,9999,,,,NIL,26,14,1023,48,,,,,,,NIL,,
"['16:00', '31/08']",31/08 16:00,150,8,,9999,,,,NIL,28,14,1022,42,,,,,,,NIL,,
"['17:00', '31/08']",31/08 17:00,120,6,,9999,,,,2,29,12,1021,35,,,,,,,NIL,,
"['18:00', '31/08']",31/08 18:00,150,11,,9999,,,,2,30,13,1020,35,,,,,,,NIL,,
"['19:00', '31/08']",31/08 19:00,130,14,,9999,,,,NIL,29,14,1020,40,,,,,,,NIL,,
"['20:00', '31/08']",31/08 20:00,140,16,,9999,,,,NIL,27,15,1020,48,,,,,,,NIL,,
"['21:00', '31/08']",31/08 21:00,140,20,,5000,,,,NIL,24,15,1021,57,,,,,,,1,,
"['22:00', '31/08']",31/08 22:00,140,19,,9999,,,,NIL,21,15,1022,69,,,,,,,NIL,,
"['23:00', '31/08']",31/08 23:00,140,19,,9999,,,,NIL,21,15,1023,69,,,,,,,NIL,,
"['00:00', '01/09']",01/09 00:00,140,18,,9999,,,,NIL,20,15,1023,73,,,,,,,NIL,,
"['01:00', '01/09']",01/09 01:00,130,21,,9999,,,,NIL,20,15,1024,73,NIL,,,,,,,,
"['02:00', '01/09']",01/09 02:00,130,21,,9999,,,,NIL,20,15,1024,73,31,,,,,,,,
"['03:00', '01/09']",01/09 03:00,120,15,,9999,,,,NIL,20,15,1024,73,NIL,,,,,,,,
"['04:00', '01/09']",01/09 04:00,130,12,,9999,,,,NIL,19,15,1024,78,NIL,,,,,,,,
"['05:00', '01/09']",01/09 05:00,130,12,,9999,,,,NIL,19,15,1023,78,NIL,,,,,,,,
"['06:00', '01/09']",01/09 06:00,120,11,,9999,,,,NIL,19,15,1023,78,NIL,,,,,,,,
"['07:00', '01/09']",01/09 07:00,130,9,,9999,,,,NIL,19,15,1023,78,NIL,,,,,,,,
"['08:00', '01/09']",01/09 08:00,120,10,,9999,,,,NIL,18,15,1023,83,NIL,,,,,,,,
"['09:00', '01/09']",01/09 09:00,120,11,,9000,,,,NIL,18,14,1023,77,NIL,,,,,,,,
"['10:00', '01/09']",01/09 10:00,130,11,,9000,,,,NIL,18,14,1024,77,NIL,,,,,,,,
"['11:00', '01/09']",01/09 11:00,130,15,,9999,,,,NIL,20,14,1025,68,NIL,,,,,,,,
"['12:00', '01/09']",01/09 12:00,120,14,,9999,,,,NIL,21,14,1025,64,NIL,,,,,,,,
"['13:00', '01/09']",01/09 13:00,120,13,,9999,,,,NIL,23,14,1026,57,NIL,,,,,,,,
"['14:00', '01/09']",01/09 14:00,130,13,,9999,,,,NIL,25,14,1025,50,NIL,,,,,,,,
"['15:00', '01/09']",01/09 15:00,140,15,,9999,,,,NIL,26,14,1025,48,NIL,,,,,,,,
"['16:00', '01/09']",01/09 16:00,140,13,,9999,,,,2,27,14,1024,45,NIL,,,,,,,,
"['17:00', '01/09']",01/09 17:00,130,13,,9999,,,,2,27,14,1022,45,NIL,,,,,,,,
"['18:00', '01/09']",01/09 18:00,150,16,,9999,,,,2,27,14,1022,45,NIL,,,,,,,,
"['19:00', '01/09']",01/09 19:00,130,14,,9999,,,,NIL,27,14,1021,45,NIL,,,,,,,,
"['20:00', '01/09']",01/09 20:00,140,17,,9999,,,,NIL,25,14,1022,50,NIL,,,,,,,,
"['21:00', '01/09']",01/09 21:00,140,17,,9999,,,,NIL,23,15,1022,61,NIL,,,,,,,,
"['22:00', '01/09']",01/09 22:00,140,16,,9999,,,,NIL,21,14,1022,64,NIL,,,,,,,,
"['23:00', '01/09']",01/09 23:00,130,18,,9999,,,,NIL,20,14,1023,68,NIL,,,,,,,,
"['23:17', '01/09']",01/09 23:17,130,17,,9999,,,,NIL,19,14,1023,73,27,,,,,,,,
"['00:00', '02/09']",02/09 00:00,130,16,,9999,,,,NIL,19,14,1023,73,NIL,,,,,,,,
"['01:00', '02/09']",02/09 01:00,130,17,NIL,9999,,,,NIL,19,14,1023,73,,,,,,,,,
"['02:00', '02/09']",02/09 02:00,120,14,NIL,9999,,,,NIL,19,14,1023,73,,,,,,,,,
"['03:00', '02/09']",02/09 03:00,120,14,NIL,9999,,,,NIL,18,14,1024,77,,,,,,,,,
"['04:00', '02/09']",02/09 04:00,120,13,NIL,9999,,,,NIL,18,14,1023,77,,,,,,,,,
"['05:00', '02/09']",02/09 05:00,120,12,NIL,9999,,,,NIL,18,14,1022,77,,,,,,,,,
"['06:00', '02/09']",02/09 06:00,120,12,NIL,9999,,,,NIL,18,14,1022,77,,,,,,,,,
"['07:00', '02/09']",02/09 07:00,120,9,NIL,9999,,,,NIL,17,14,1022,83,,,,,,,,,
"['08:00', '02/09']",02/09 08:00,120,8,NIL,9999,,,,NIL,17,14,1022,83,,,,,,,,,
"['09:00', '02/09']",02/09 09:00,130,9,NIL,9999,,,,NIL,17,14,1023,83,,,,,,,,,
"['10:00', '02/09']",02/09 10:00,130,9,NIL,9999,,,,NIL,17,14,1023,83,,,,,,,,,
"['11:00', '02/09']",02/09 11:00,120,13,NIL,9999,,,,NIL,19,14,1024,73,,,,,,,,,
"['12:00', '02/09']",02/09 12:00,120,18,NIL,9999,,,,NIL,21,13,1024,60,,,,,,,,,
"['13:00', '02/09']",02/09 13:00,120,11,NIL,9999,,,,NIL,23,14,1024,57,,,,,,,,,
"['14:00', '02/09']",02/09 14:00,100,9,95,9999,,,,NIL,25,13,1024,47,,,,,,,,,
"['15:00', '02/09']",02/09 15:00,120,9,110,9999,,,,2,26,12,1022,42,,,,,,,,,
"['16:00', '02/09']",02/09 16:00,130,9,95,9999,,,,2,27,11,1021,37,,,,,,,,,
"['17:00', '02/09']",02/09 17:00,110,6,110,9999,,,,3,27,10,1019,34,,,,,,,,,
"['18:00', '02/09']",02/09 18:00,140,7,135,9999,,,,2,28,11,1019,35,,,,,,,,,
"['19:00', '02/09']",02/09 19:00,140,6,145,9999,,,,2,28,10,1018,32,,,,,,,,,
"['20:00', '02/09']",02/09 20:00,150,7,160,9999,,,,2,28,10,1017,32,,,,,,,,,
"['21:00', '02/09']",02/09 21:00,150,9,NIL,9999,,,,2,26,11,1018,39,,,,,,,,,
"['22:00', '02/09']",02/09 22:00,160,8,NIL,9999,,,,2,25,12,1018,44,,,,,,,,,
"['23:00', '02/09']",02/09 23:00,130,12,NIL,9999,,,,NIL,23,15,1018,61,,,,,,,,,
"['00:00', '03/09']",03/09 00:00,120,11,NIL,9999,,,,NIL,22,16,1018,69,,,,,,,,,
"['01:00', '03/09']",03/09 01:00,120,12,NIL,9999,,,,,21,16,1019,73,,,,,,,,,
"['02:00', '03/09']",03/09 02:00,120,10,NIL,9999,,,,,20,16,1019,78,,,,,,,,,
"['03:00', '03/09']",03/09 03:00,120,8,NIL,9999,,,,,19,16,1019,83,,,,,,,,,
"['04:00', '03/09']",03/09 04:00,120,9,NIL,9999,,,,,19,16,1019,83,,,,,,,,,
"['05:00', '03/09']",03/09 05:00,110,5,NIL,9999,,,,,19,15,1019,78,,,,,,,,,
"['06:00', '03/09']",03/09 06:00,120,5,NIL,9999,,,,,18,15,1018,83,,,,,,,,,
"['07:00', '03/09']",03/09 07:00,120,5,NIL,9999,,,,,17,15,1018,88,,,,,,,,,
"['08:00', '03/09']",03/09 08:00,120,5,NIL,9999,,,,,17,15,1018,88,,,,,,,,,
"['09:00', '03/09']",03/09 09:00,110,5,NIL,9999,,,,,17,14,1019,83,,,,,,,,,
"['10:00', '03/09']",03/09 10:00,110,4,NIL,9999,,,,,17,14,1019,83,,,,,,,,,
"['11:00', '03/09']",03/09 11:00,80,4,NIL,9000,,,,,21,13,1019,60,,,,,,,,,
"['12:00', '03/09']",03/09 12:00,40,10,NIL,9999,,,,,24,11,1020,44,,,,,,,,,
"['13:00', '03/09']",03/09 13:00,20,12,NIL,9999,,,,,26,10,1019,37,,,,,,,,,
"['14:00', '03/09']",03/09 14:00,20,12,NIL,9999,,,,,27,09,1019,32,,,,,,,,,
"['15:00', '03/09']",03/09 15:00,30,10,NIL,9999,,,,,28,08,1018,28,,,,,,,,,
"['16:00', '03/09']",03/09 16:00,350,8,165,9999,,,,,29,07,1017,25,,,,,,,,,
"['17:00', '03/09']",03/09 17:00,310,8,315,9999,,,,,30,06,1016,22,,,,,,,,,
"['18:00', '03/09']",03/09 18:00,310,8,300,9999,,,,,30,06,1015,22,,,,,,,,,
"['19:00', '03/09']",03/09 19:00,340,9,165,9999,,,,,30,06,1015,22,,,,,,,,,
"['20:00', '03/09']",03/09 20:00,310,4,140,9999,,,,,30,06,1015,22,,,,,,,,,
"['21:00', '03/09']",03/09 21:00,280,5,300,9999,,,,,28,07,1015,27,,,,,,,,,
"['22:00', '03/09']",03/09 22:00,290,3,NIL,9999,,,,,28,06,1016,25,,,,,,,,,
"['23:00', '03/09']",03/09 23:00,100,5,NIL,9999,,,,,25,08,1016,34,,,,,,,,,
"['00:00', '04/09']",04/09 00:00,120,4,NIL,9999,,,,,24,09,1017,38,,,,,,,,,
"['01:00', '04/09']",04/09 01:00,120,5,NIL,9999,,,,NIL,22,10,1017,46,,,,,,,,,
"['02:00', '04/09']",04/09 02:00,120,7,NIL,9999,,,,NIL,22,10,1017,46,,,,,,,,,
"['03:00', '04/09']",04/09 03:00,110,7,NIL,9999,,,,NIL,20,10,1017,53,,,,,,,,,
"['04:00', '04/09']",04/09 04:00,80,5,NIL,9999,,,,NIL,21,10,1018,49,,,,,,,,,
"['05:00', '04/09']",04/09 05:00,70,4,NIL,9999,,,,NIL,21,09,1018,46,,,,,,,,,
"['06:00', '04/09']",04/09 06:00,90,5,NIL,9999,,,,NIL,18,11,1017,64,,,,,,,,,
"['07:00', '04/09']",04/09 07:00,110,6,NIL,9999,,,,NIL,17,11,1018,68,,,,,,,,,
"['08:00', '04/09']",04/09 08:00,110,7,NIL,9999,,,,NIL,17,10,1018,63,,,,,,,,,
"['09:00', '04/09']",04/09 09:00,110,6,NIL,9999,,,,NIL,17,11,1019,68,,,,,,,,,
"['10:00', '04/09']",04/09 10:00,110,7,NIL,9999,,,,NIL,17,11,1019,68,,,,,,,,,
"['11:00', '04/09']",04/09 11:00,110,5,NIL,9999,,,,NIL,20,11,1020,56,,,,,,,,,
"['12:00', '04/09']",04/09 12:00,60,3,65,9999,,,,NIL,24,11,1021,44,,,,,,,,,
