validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,cobertura,tt,po,qnh,ur,vnt_vrb,teto,chuva,nevoa_umida,vnt_rajada,pancada,trovoada,vis_setor,vis_setor_dir,nevoeiro
"['00:00', '11/10']",11/10 00:00,80,9,9999,2,25,20,1014,74,,,,,,,,,,
"['01:00', '11/10']",11/10 01:00,90,9,9999,2,25,20,1014,74,,NIL,,,,,,,,
"['02:00', '11/10']",11/10 02:00,90,8,9999,2,25,20,1014,74,,NIL,,,,,,,,
"['03:00', '11/10']",11/10 03:00,100,7,9999,2,25,19,1014,69,,NIL,,,,,,,,
"['04:00', '11/10']",11/10 04:00,90,7,9999,3,25,20,1013,74,,NIL,,,,,,,,
"['05:00', '11/10']",11/10 05:00,90,7,9999,2,25,19,1013,69,,NIL,,,,,,,,
"['06:00', '11/10']",11/10 06:00,80,7,9999,2,24,19,1013,74,,NIL,,,,,,,,
"['07:00', '11/10']",11/10 07:00,60,8,9999,2,24,19,1012,74,,NIL,,,,,,,,
"['08:00', '11/10']",11/10 08:00,10,3,9999,2,24,19,1014,74,,NIL,,,,,,,,
"['09:00', '11/10']",11/10 09:00,290,2,9999,2,24,19,1015,74,,NIL,,,,,,,,
"['10:00', '11/10']",11/10 10:00,80,8,9999,3,27,19,1015,62,,NIL,,,,,,,,
"['11:00', '11/10']",11/10 11:00,10,5,9999,3,27,20,1015,66,,NIL,,,,,,,,
"['12:00', '11/10']",11/10 12:00,90,9,9999,3,27,20,1016,66,,NIL,,,,,,,,
"['13:00', '11/10']",11/10 13:00,90,8,9999,3,28,20,1016,62,,NIL,,,,,,,,
"['14:00', '11/10']",11/10 14:00,90,11,9999,3,28,21,1015,66,,NIL,,,,,,,,
"['15:00', '11/10']",11/10 15:00,100,11,9999,3,29,21,1014,62,,NIL,,,,,,,,
"['16:00', '11/10']",11/10 16:00,100,12,9999,3,28,21,1013,66,,NIL,,,,,,,,
"['17:00', '11/10']",11/10 17:00,100,11,9999,3,28,21,1012,66,,NIL,,,,,,,,
"['18:00', '11/10']",11/10 18:00,100,10,9999,5,27,21,1012,70,,2000,,,,,,,,
"['19:00', '11/10']",11/10 19:00,110,10,9999,5,27,21,1012,70,,2000,,,,,,,,
"['20:00', '11/10']",11/10 20:00,110,12,9999,5,27,21,1012,70,,2000,,,,,,,,
"['21:00', '11/10']",11/10 21:00,110,8,9999,3,27,21,1013,70,,NIL,,,,,,,,
"['22:00', '11/10']",11/10 22:00,100,10,9999,2,27,22,1013,74,,NIL,,,,,,,,
"['23:00', '11/10']",11/10 23:00,80,12,9999,2,26,22,1013,79,,NIL,,,,,,,,
"['00:00', '12/10']",12/10 00:00,80,13,9999,5,26,22,1014,79,,2000,,,,,,,,
"['01:00', '12/10']",12/10 01:00,80,13,9999,3,26,22,1014,79,NIL,NIL,,,,,,,,
"['02:00', '12/10']",12/10 02:00,70,14,9999,3,26,21,1013,74,NIL,NIL,,,,,,,,
"['03:00', '12/10']",12/10 03:00,70,14,9999,3,26,22,1012,79,NIL,NIL,,,,,,,,
"['04:00', '12/10']",12/10 04:00,60,14,9999,3,26,22,1012,79,NIL,NIL,,,,,,,,
"['05:00', '12/10']",12/10 05:00,50,10,9999,2,26,21,1012,74,NIL,NIL,,,,,,,,
"['06:00', '12/10']",12/10 06:00,60,9,9999,3,26,21,1012,74,NIL,NIL,,,,,,,,
"['07:00', '12/10']",12/10 07:00,50,9,9999,3,26,21,1012,74,NIL,NIL,,,,,,,,
"['08:00', '12/10']",12/10 08:00,340,4,9999,3,25,21,1013,79,NIL,NIL,,,,,,,,
"['09:00', '12/10']",12/10 09:00,30,7,9999,5,25,21,1013,79,NIL,6000,,,,,,,,
"['10:00', '12/10']",12/10 10:00,10,4,9999,5,26,22,1014,79,NIL,1700,,,,,,,,
"['11:00', '12/10']",12/10 11:00,20,8,9999,5,26,21,1014,74,200,6000,,,,,,,,
"['12:00', '12/10']",12/10 12:00,50,11,9999,5,27,21,1015,70,NIL,6000,,,,,,,,
"['13:00', '12/10']",12/10 13:00,30,11,9999,5,28,21,1015,66,NIL,6000,,,,,,,,
"['14:00', '12/10']",12/10 14:00,60,15,9999,5,30,21,1014,59,NIL,6000,,,,,,,,
"['15:00', '12/10']",12/10 15:00,70,18,9999,5,29,20,1013,58,NIL,6000,,,,,,,,
"['16:00', '12/10']",12/10 16:00,70,17,9999,3,30,21,1012,59,NIL,NIL,,,,,,,,
"['17:00', '12/10']",12/10 17:00,70,20,9999,2,29,21,1011,62,NIL,NIL,,,,,,,,
"['18:00', '12/10']",12/10 18:00,60,19,9999,2,29,20,1010,58,NIL,NIL,,,,,,,,
"['19:00', '12/10']",12/10 19:00,60,17,9999,5,28,21,1010,66,NIL,10000,,,,,,,,
"['20:00', '12/10']",12/10 20:00,60,15,9999,NIL,27,21,1011,70,NIL,NIL,,,,,,,,
"['21:00', '12/10']",12/10 21:00,60,13,9999,NIL,27,22,1012,74,NIL,NIL,,,,,,,,
"['22:00', '12/10']",12/10 22:00,60,15,9999,NIL,26,21,1012,74,NIL,NIL,,,,,,,,
"['23:00', '12/10']",12/10 23:00,50,11,9999,NIL,26,21,1013,74,NIL,NIL,,,,,,,,
"['00:00', '13/10']",13/10 00:00,50,12,9999,NIL,26,21,1013,74,NIL,NIL,,,,,,,,
"['01:00', '13/10']",13/10 01:00,60,13,9999,5,26,21,1014,74,NIL,10000,,,,,,,,
"['02:00', '13/10']",13/10 02:00,60,11,9999,3,26,21,1014,74,NIL,NIL,,,,,,,,
"['03:00', '13/10']",13/10 03:00,60,13,9999,3,26,21,1013,74,NIL,NIL,,,,,,,,
"['04:00', '13/10']",13/10 04:00,70,15,9999,3,26,20,1012,70,NIL,NIL,,,,,,,,
"['05:00', '13/10']",13/10 05:00,60,12,9999,3,26,20,1012,70,NIL,NIL,,,,,,,,
"['06:00', '13/10']",13/10 06:00,60,10,9999,3,26,20,1012,70,NIL,NIL,,,,,,,,
"['07:00', '13/10']",13/10 07:00,50,9,9999,3,26,20,1013,70,NIL,NIL,,,,,,,,
"['08:00', '13/10']",13/10 08:00,10,3,9999,3,25,19,1013,69,NIL,NIL,,,,,,,,
"['09:00', '13/10']",13/10 09:00,350,2,9999,3,26,20,1014,70,NIL,NIL,,,,,,,,
"['10:00', '13/10']",13/10 10:00,50,8,9999,3,27,20,1014,66,220,NIL,,,,,,,,
"['11:00', '13/10']",13/10 11:00,60,16,9999,5,27,19,1014,62,NIL,10000,,,,,,,,
"['12:00', '13/10']",13/10 12:00,70,15,9999,5,28,20,1014,62,NIL,10000,,,,,,,,
"['13:00', '13/10']",13/10 13:00,70,16,9999,5,28,20,1014,62,NIL,10000,,,,,,,,
"['14:00', '13/10']",13/10 14:00,70,17,9999,5,30,20,1014,55,NIL,10000,,,,,,,,
"['15:00', '13/10']",13/10 15:00,70,15,9999,5,29,20,1013,58,NIL,10000,,,,,,,,
"['16:00', '13/10']",13/10 16:00,80,14,9999,5,28,21,1013,66,NIL,10000,,,,,,,,
"['17:00', '13/10']",13/10 17:00,90,16,9999,5,28,21,1012,66,NIL,10000,,,,,,,,
"['18:00', '13/10']",13/10 18:00,90,12,9999,5,27,21,1012,70,NIL,10000,,,,,,,,
"['19:00', '13/10']",13/10 19:00,100,10,9999,5,27,21,1012,70,NIL,10000,,,,,,,,
"['20:00', '13/10']",13/10 20:00,90,9,9999,5,27,22,1012,74,NIL,10000,,,,,,,,
"['21:00', '13/10']",13/10 21:00,90,7,9999,5,26,22,1013,79,NIL,10000,,,,,,,,
"['22:00', '13/10']",13/10 22:00,100,6,9999,5,26,22,1014,79,NIL,7000,,,,,,,,
"['23:00', '13/10']",13/10 23:00,90,9,9999,5,26,22,1014,79,NIL,10000,,,,,,,,
"['00:00', '14/10']",14/10 00:00,60,6,9999,5,26,22,1015,79,NIL,10000,,,,,,,,
"['01:00', '14/10']",14/10 01:00,80,8,9999,5,26,22,1015,79,NIL,10000,,,,,,,,
"['02:00', '14/10']",14/10 02:00,50,10,9999,5,26,22,1014,79,50,10000,,,,,,,,
"['03:00', '14/10']",14/10 03:00,60,10,9999,5,26,21,1014,74,NIL,10000,,,,,,,,
"['04:00', '14/10']",14/10 04:00,70,8,9999,3,26,21,1013,74,NIL,NIL,,,,,,,,
"['05:00', '14/10']",14/10 05:00,80,8,9999,5,26,21,1013,74,NIL,2000,,,,,,,,
"['06:00', '14/10']",14/10 06:00,70,8,9999,5,26,22,1012,79,NIL,2000,,,,,,,,
"['07:00', '14/10']",14/10 07:00,70,8,9999,5,26,21,1013,74,NIL,2000,,,,,,,,
"['08:00', '14/10']",14/10 08:00,80,9,9999,3,26,21,1013,74,NIL,NIL,,,,,,,,
"['09:00', '14/10']",14/10 09:00,70,9,9999,5,26,22,1014,79,NIL,7000,,,,,,,,
"['10:00', '14/10']",14/10 10:00,60,9,9999,5,27,22,1014,74,NIL,7000,,,,,,,,
"['11:00', '14/10']",14/10 11:00,70,11,9999,3,29,22,1015,66,NIL,NIL,,,,,,,,
"['12:00', '14/10']",14/10 12:00,80,12,9999,3,28,22,1015,70,NIL,NIL,,,,,,,,
"['13:00', '14/10']",14/10 13:00,90,13,9999,3,29,22,1015,66,NIL,NIL,,,,,,,,
"['14:00', '14/10']",14/10 14:00,100,12,9999,3,29,22,1015,66,NIL,NIL,,,,,,,,
"['15:00', '14/10']",14/10 15:00,90,12,9999,3,29,22,1014,66,NIL,NIL,,,,,,,,
"['16:00', '14/10']",14/10 16:00,100,13,9999,3,28,23,1013,74,NIL,NIL,,,,,,,,
"['17:00', '14/10']",14/10 17:00,100,13,9999,3,29,23,1012,70,NIL,NIL,,,,,,,,
"['18:00', '14/10']",14/10 18:00,90,14,9999,5,28,22,1012,70,NIL,10000,,,,,,,,
"['19:00', '14/10']",14/10 19:00,100,13,9999,5,28,22,1012,70,NIL,10000,,,,,,,,
"['20:00', '14/10']",14/10 20:00,90,13,9999,3,27,22,1012,74,NIL,NIL,,,,,,,,
"['21:00', '14/10']",14/10 21:00,80,12,9999,3,27,22,1012,74,NIL,NIL,,,,,,,,
"['22:00', '14/10']",14/10 22:00,80,13,9999,5,26,22,1013,79,NIL,10000,,,,,,,,
"['23:00', '14/10']",14/10 23:00,80,12,9999,5,26,22,1014,79,NIL,10000,,,,,,,,
"['00:00', '15/10']",15/10 00:00,80,10,9999,5,27,23,1014,79,NIL,1600,,,,,,,,
"['01:00', '15/10']",15/10 01:00,80,9,9999,3,26,22,1015,79,,NIL,,,,,,,,
"['02:00', '15/10']",15/10 02:00,80,9,9999,3,26,22,1014,79,,NIL,,,,,,,,
"['03:00', '15/10']",15/10 03:00,90,10,9999,5,26,22,1014,79,,6000,,,,,,,,
"['04:00', '15/10']",15/10 04:00,80,8,9999,5,26,22,1014,79,,6000,,,,,,,,
"['05:00', '15/10']",15/10 05:00,80,8,9999,5,26,22,1015,79,,2000,,,,,,,,
"['06:00', '15/10']",15/10 06:00,70,8,9999,3,26,22,1014,79,,NIL,,,,,,,,
"['07:00', '15/10']",15/10 07:00,70,9,9999,3,26,20,1014,70,,NIL,,,,,,,,
"['08:00', '15/10']",15/10 08:00,80,10,9999,3,26,22,1015,79,,NIL,,,,,,,,
"['09:00', '15/10']",15/10 09:00,60,8,9999,3,26,22,1015,79,,NIL,,,,,,,,
"['10:00', '15/10']",15/10 10:00,60,11,9999,3,27,22,1016,74,,NIL,,,,,,,,
"['11:00', '15/10']",15/10 11:00,70,13,9999,3,28,22,1017,70,,NIL,,,,,,,,
"['12:00', '15/10']",15/10 12:00,70,13,9999,3,29,22,1017,66,,NIL,,,,,,,,
"['13:00', '15/10']",15/10 13:00,80,14,9999,3,29,22,1017,66,,NIL,,,,,,,,
"['14:00', '15/10']",15/10 14:00,80,14,9999,3,29,22,1016,66,,NIL,,,,,,,,
"['15:00', '15/10']",15/10 15:00,80,14,9999,3,29,22,1015,66,,NIL,,,,,,,,
"['16:00', '15/10']",15/10 16:00,80,14,9999,3,29,22,1014,66,,NIL,,,,,,,,
"['17:00', '15/10']",15/10 17:00,90,14,9999,3,28,21,1014,66,,NIL,,,,,,,,
"['18:00', '15/10']",15/10 18:00,90,13,9999,2,28,21,1013,66,,NIL,,,,,,,,
"['19:00', '15/10']",15/10 19:00,90,13,9999,3,28,21,1013,66,,NIL,,,,,,,,
"['20:00', '15/10']",15/10 20:00,80,13,9999,2,27,21,1014,70,,NIL,,,,,,,,
"['21:00', '15/10']",15/10 21:00,70,12,9999,2,26,21,1014,74,,NIL,,,,,,,,
"['22:00', '15/10']",15/10 22:00,80,13,9999,2,26,21,1014,74,,NIL,,,,,,,,
"['23:00', '15/10']",15/10 23:00,80,10,9999,2,26,22,1015,79,,NIL,,,,,,,,
"['00:00', '16/10']",16/10 00:00,80,8,9999,3,26,22,1016,79,,NIL,,,,,,,,
"['01:00', '16/10']",16/10 01:00,90,8,9999,3,26,22,1017,79,NIL,NIL,,,,,,,,
"['02:00', '16/10']",16/10 02:00,90,10,9999,3,26,22,1016,79,NIL,NIL,,,,,,,,
"['03:00', '16/10']",16/10 03:00,90,10,9999,2,26,22,1015,79,NIL,NIL,,,,,,,,
"['04:00', '16/10']",16/10 04:00,80,11,9999,3,26,22,1015,79,NIL,NIL,,,,,,,,
"['05:00', '16/10']",16/10 05:00,70,10,9999,2,26,21,1014,74,NIL,NIL,,,,,,,,
"['06:00', '16/10']",16/10 06:00,60,6,9999,2,25,22,1014,83,NIL,NIL,,,,,,,,
"['07:00', '16/10']",16/10 07:00,80,6,9999,3,25,22,1015,83,NIL,NIL,,,,,,,,
"['08:00', '16/10']",16/10 08:00,80,7,9999,3,25,21,1016,79,NIL,NIL,,,,,,,,
"['09:00', '16/10']",16/10 09:00,80,7,9999,3,26,22,1016,79,NIL,NIL,,,,,,,,
"['10:00', '16/10']",16/10 10:00,100,4,9999,2,27,22,1017,74,NIL,NIL,,,,,,,,
"['11:00', '16/10']",16/10 11:00,110,8,9999,3,28,22,1017,70,110,NIL,,,,,,,,
"['12:00', '16/10']",16/10 12:00,140,8,9999,3,28,22,1018,70,125,NIL,,,,,,,,
"['13:00', '16/10']",16/10 13:00,140,5,9999,3,27,22,1017,74,160,NIL,,,,,,,,
"['14:00', '16/10']",16/10 14:00,110,13,9999,5,28,21,1017,66,NIL,6000,,,,,,,,
"['15:00', '16/10']",16/10 15:00,100,8,9999,5,28,21,1016,66,NIL,7000,,,,,,,,
"['16:00', '16/10']",16/10 16:00,100,9,9999,5,28,22,1015,70,NIL,7000,,,,,,,,
"['17:00', '16/10']",16/10 17:00,90,12,9999,3,29,21,1015,62,NIL,NIL,,,,,,,,
"['18:00', '16/10']",16/10 18:00,90,12,9999,3,28,21,1014,66,NIL,NIL,,,,,,,,
"['19:00', '16/10']",16/10 19:00,90,12,9999,3,28,21,1014,66,NIL,NIL,,,,,,,,
"['20:00', '16/10']",16/10 20:00,90,10,9999,3,27,21,1014,70,NIL,NIL,,,,,,,,
"['21:00', '16/10']",16/10 21:00,90,9,9999,3,27,21,1015,70,NIL,NIL,,,,,,,,
"['22:00', '16/10']",16/10 22:00,90,8,9999,5,26,21,1015,74,NIL,1900,,,,,,,,
"['23:00', '16/10']",16/10 23:00,90,9,9999,3,26,21,1015,74,NIL,NIL,,,,,,,,
"['00:00', '17/10']",17/10 00:00,90,8,9999,3,26,21,1016,74,NIL,NIL,,,,,,,,
"['01:00', '17/10']",17/10 01:00,90,8,9999,2,26,21,1016,74,NIL,NIL,,,,,,,,
"['02:00', '17/10']",17/10 02:00,90,11,9999,3,26,20,1015,70,NIL,NIL,,,,,,,,
"['03:00', '17/10']",17/10 03:00,100,10,9999,NIL,26,20,1015,70,NIL,NIL,,,,,,,,
"['04:00', '17/10']",17/10 04:00,100,10,9999,NIL,26,19,1015,65,NIL,NIL,,,,,,,,
"['05:00', '17/10']",17/10 05:00,80,9,9999,NIL,25,19,1014,69,NIL,NIL,,,,,,,,
"['06:00', '17/10']",17/10 06:00,70,8,9999,NIL,25,19,1014,69,NIL,NIL,,,,,,,,
"['07:00', '17/10']",17/10 07:00,80,7,9999,5,25,20,1014,74,NIL,2300,,,,,,,,
"['08:00', '17/10']",17/10 08:00,50,6,9999,3,25,20,1014,74,NIL,NIL,,,,,,,,
"['09:00', '17/10']",17/10 09:00,310,2,9999,5,24,21,1015,83,NIL,2500,,,,,,,,
"['10:00', '17/10']",17/10 10:00,360,3,9999,3,26,21,1015,74,190,NIL,,,,,,,,
"['11:00', '17/10']",17/10 11:00,70,13,9999,3,28,20,1016,62,NIL,NIL,,,,,,,,
"['12:00', '17/10']",17/10 12:00,80,12,9999,3,28,20,1016,62,NIL,NIL,,,,,,,,
"['13:00', '17/10']",17/10 13:00,80,13,9999,3,29,20,1016,58,NIL,NIL,,,,,,,,
"['14:00', '17/10']",17/10 14:00,80,12,9999,3,29,21,1016,62,NIL,NIL,,,,,,,,
"['15:00', '17/10']",17/10 15:00,100,11,9999,3,29,20,1015,58,NIL,NIL,,,,,,,,
"['16:00', '17/10']",17/10 16:00,110,10,9000,3,27,20,1014,66,NIL,NIL,,,,,,,,
"['17:00', '17/10']",17/10 17:00,100,10,9999,3,28,20,1014,62,105,NIL,,,,,,,,
"['18:00', '17/10']",17/10 18:00,100,9,9999,2,28,20,1013,62,100,NIL,,,,,,,,
"['19:00', '17/10']",17/10 19:00,90,11,9999,NIL,28,20,1012,62,NIL,NIL,,,,,,,,
"['20:00', '17/10']",17/10 20:00,80,11,9999,NIL,27,20,1013,66,NIL,NIL,,,,,,,,
"['21:00', '17/10']",17/10 21:00,80,10,9999,NIL,26,20,1013,70,NIL,NIL,,,,,,,,
"['22:00', '17/10']",17/10 22:00,90,10,9999,2,26,20,1014,70,NIL,NIL,,,,,,,,
"['23:00', '17/10']",17/10 23:00,80,9,9999,2,26,20,1014,70,NIL,NIL,,,,,,,,
"['00:00', '18/10']",18/10 00:00,80,8,9999,3,26,20,1015,70,NIL,NIL,,,,,,,,
"['01:00', '18/10']",18/10 01:00,80,10,9999,3,26,20,1015,70,,,,,,,,,,
"['02:00', '18/10']",18/10 02:00,80,9,9999,3,26,21,1015,74,,,,,,,,,,
"['03:00', '18/10']",18/10 03:00,60,8,9999,3,26,20,1014,70,,,,,,,,,,
"['04:00', '18/10']",18/10 04:00,80,8,9999,3,25,20,1014,74,,,,,,,,,,
"['05:00', '18/10']",18/10 05:00,80,9,9999,3,25,20,1013,74,,,,,,,,,,
"['06:00', '18/10']",18/10 06:00,90,7,9999,3,25,20,1013,74,,,,,,,,,,
"['07:00', '18/10']",18/10 07:00,80,9,9999,3,25,20,1013,74,,,,,,,,,,
"['08:00', '18/10']",18/10 08:00,60,5,9999,2,25,20,1014,74,,,,,,,,,,
"['09:00', '18/10']",18/10 09:00,40,3,9999,2,26,20,1014,70,,,,,,,,,,
"['10:00', '18/10']",18/10 10:00,70,9,9999,2,27,20,1015,66,,,,,,,,,,
"['11:00', '18/10']",18/10 11:00,70,10,9999,2,27,20,1015,66,,,,,,,,,,
"['12:00', '18/10']",18/10 12:00,70,11,9999,3,28,20,1015,62,,,,,,,,,,
"['13:00', '18/10']",18/10 13:00,80,12,9999,2,28,21,1015,66,,,,,,,,,,
"['14:00', '18/10']",18/10 14:00,80,12,9999,2,29,20,1015,58,,,,,,,,,,
"['15:00', '18/10']",18/10 15:00,100,11,9999,2,29,20,1015,58,,,,,,,,,,
"['16:00', '18/10']",18/10 16:00,100,10,9999,2,29,21,1014,62,,,,,,,,,,
"['17:00', '18/10']",18/10 17:00,100,13,9999,2,28,21,1013,66,,,,,,,,,,
"['18:00', '18/10']",18/10 18:00,90,13,9999,2,28,21,1012,66,,,,,,,,,,
"['19:00', '18/10']",18/10 19:00,80,13,9999,NIL,28,20,1012,62,,,,,,,,,,
"['20:00', '18/10']",18/10 20:00,90,13,9999,2,27,20,1012,66,,,,,,,,,,
"['21:00', '18/10']",18/10 21:00,80,12,9999,2,27,21,1013,70,,,,,,,,,,
"['22:00', '18/10']",18/10 22:00,80,12,9999,2,26,20,1013,70,,,,,,,,,,
"['23:00', '18/10']",18/10 23:00,80,13,9999,2,26,21,1014,74,,,,,,,,,,
"['00:00', '19/10']",19/10 00:00,80,12,9999,2,26,20,1014,70,,,,,,,,,,
"['01:00', '19/10']",19/10 01:00,80,10,9999,2,26,20,1014,70,,NIL,,,,,,,,
"['02:00', '19/10']",19/10 02:00,70,10,9999,2,26,21,1014,74,,NIL,,,,,,,,
"['03:00', '19/10']",19/10 03:00,70,10,9999,2,25,20,1014,74,,NIL,,,,,,,,
"['04:00', '19/10']",19/10 04:00,70,9,9999,2,25,21,1013,79,,NIL,,,,,,,,
"['05:00', '19/10']",19/10 05:00,80,10,9999,3,25,21,1013,79,,NIL,,,,,,,,
"['06:00', '19/10']",19/10 06:00,70,7,9999,3,25,20,1013,74,,NIL,,,,,,,,
"['07:00', '19/10']",19/10 07:00,60,7,9999,3,25,20,1013,74,,NIL,,,,,,,,
"['08:00', '19/10']",19/10 08:00,60,5,9999,3,25,20,1014,74,,NIL,,,,,,,,
"['09:00', '19/10']",19/10 09:00,50,6,9999,3,26,21,1014,74,,NIL,,,,,,,,
"['10:00', '19/10']",19/10 10:00,50,8,9999,3,27,21,1015,70,,NIL,,,,,,,,
"['11:00', '19/10']",19/10 11:00,60,9,9999,3,28,20,1016,62,,NIL,,,,,,,,
"['12:00', '19/10']",19/10 12:00,80,12,9999,3,28,21,1016,66,,NIL,,,,,,,,
"['13:00', '19/10']",19/10 13:00,70,11,9999,5,29,22,1016,66,,2300,,,,,,,,
"['14:00', '19/10']",19/10 14:00,80,15,9999,3,29,21,1015,62,,NIL,,,,,,,,
"['15:00', '19/10']",19/10 15:00,80,14,9999,3,29,21,1014,62,,NIL,,,,,,,,
"['16:00', '19/10']",19/10 16:00,80,16,9999,2,29,21,1013,62,,NIL,,,,,,,,
"['17:00', '19/10']",19/10 17:00,80,16,9999,2,28,21,1012,66,,NIL,,,,,,,,
"['18:00', '19/10']",19/10 18:00,80,15,9999,2,28,21,1012,66,,NIL,,,,,,,,
"['19:00', '19/10']",19/10 19:00,80,13,9999,2,28,21,1012,66,,NIL,,,,,,,,
"['20:00', '19/10']",19/10 20:00,80,12,9999,2,27,21,1012,70,,NIL,,,,,,,,
"['21:00', '19/10']",19/10 21:00,80,11,9999,2,26,21,1013,74,,NIL,,,,,,,,
"['22:00', '19/10']",19/10 22:00,80,14,9999,2,26,21,1013,74,,NIL,,,,,,,,
"['23:00', '19/10']",19/10 23:00,70,15,9999,3,26,21,1013,74,,NIL,,,,,,,,
"['00:00', '20/10']",20/10 00:00,70,13,9999,3,26,21,1014,74,,NIL,,,,,,,,
"['01:00', '20/10']",20/10 01:00,70,11,9999,3,26,21,1014,74,,NIL,,,,,,,,
"['02:00', '20/10']",20/10 02:00,80,12,9999,3,26,21,1014,74,,NIL,,,,,,,,
"['03:00', '20/10']",20/10 03:00,70,12,9999,3,26,21,1013,74,,NIL,,,,,,,,
"['04:00', '20/10']",20/10 04:00,70,11,9999,3,26,21,1013,74,,NIL,,,,,,,,
"['05:00', '20/10']",20/10 05:00,60,10,9999,3,26,21,1012,74,,NIL,,,,,,,,
"['06:00', '20/10']",20/10 06:00,50,7,9999,3,26,21,1012,74,,NIL,,,,,,,,
"['07:00', '20/10']",20/10 07:00,10,3,9999,3,25,21,1013,79,,NIL,,,,,,,,
"['08:00', '20/10']",20/10 08:00,340,2,9999,3,25,21,1013,79,,NIL,,,,,,,,
"['09:00', '20/10']",20/10 09:00,0,0,9999,3,25,21,1014,79,,NIL,,,,,,,,
"['10:00', '20/10']",20/10 10:00,40,6,9999,3,27,21,1014,70,,NIL,,,,,,,,
"['11:00', '20/10']",20/10 11:00,30,8,9999,3,27,21,1015,70,,NIL,,,,,,,,
"['12:00', '20/10']",20/10 12:00,50,8,9999,5,28,21,1015,66,,2000,,,,,,,,
"['13:00', '20/10']",20/10 13:00,70,12,9999,5,27,21,1014,70,,2300,,,,,,,,
"['14:00', '20/10']",20/10 14:00,70,14,9999,5,28,22,1014,70,,2300,,,,,,,,
"['15:00', '20/10']",20/10 15:00,70,12,9999,5,28,21,1013,66,,2300,,,,,,,,
"['16:00', '20/10']",20/10 16:00,80,12,9999,5,28,22,1012,70,,2300,,,,,,,,
"['17:00', '20/10']",20/10 17:00,70,14,9999,3,29,22,1011,66,,NIL,,,,,,,,
"['18:00', '20/10']",20/10 18:00,70,14,9999,3,28,22,1011,70,,NIL,,,,,,,,
"['19:00', '20/10']",20/10 19:00,70,14,9999,2,28,21,1011,66,,NIL,,,,,,,,
"['20:00', '20/10']",20/10 20:00,70,13,9999,NIL,27,21,1011,70,,NIL,,,,,,,,
"['21:00', '20/10']",20/10 21:00,60,11,9999,2,27,22,1011,74,,NIL,,,,,,,,
"['22:00', '20/10']",20/10 22:00,60,11,9999,2,26,22,1011,79,,NIL,,,,,,,,
"['23:00', '20/10']",20/10 23:00,70,10,9999,2,26,22,1012,79,,NIL,,,,,,,,
"['00:00', '21/10']",21/10 00:00,70,10,9999,2,26,22,1012,79,,NIL,,,,,,,,
"['01:00', '21/10']",21/10 01:00,60,12,9999,3,26,22,1013,79,NIL,NIL,NIL,,,,NIL,,,
"['02:00', '21/10']",21/10 02:00,60,10,9999,3,26,22,1012,79,NIL,NIL,NIL,,,,NIL,,,
"['03:00', '21/10']",21/10 03:00,50,9,9999,3,26,22,1012,79,NIL,NIL,NIL,,,,NIL,,,
"['04:00', '21/10']",21/10 04:00,50,11,9999,3,26,22,1011,79,NIL,NIL,NIL,,,,NIL,,,
"['05:00', '21/10']",21/10 05:00,20,4,9999,3,26,22,1011,79,NIL,NIL,NIL,,,,NIL,,,
"['06:00', '21/10']",21/10 06:00,130,3,9999,3,25,22,1011,83,NIL,NIL,NIL,,,,NIL,,,
"['07:00', '21/10']",21/10 07:00,30,4,9999,5,25,22,1011,83,NIL,1600,NIL,,,,NIL,,,
"['08:00', '21/10']",21/10 08:00,360,2,9999,3,24,22,1011,89,NIL,NIL,NIL,,,,NIL,,,
"['09:00', '21/10']",21/10 09:00,360,3,9999,3,25,22,1012,83,NIL,NIL,NIL,,,,NIL,,,
"['10:00', '21/10']",21/10 10:00,30,7,9999,3,27,22,1013,74,NIL,NIL,NIL,,,,NIL,,,
"['11:00', '21/10']",21/10 11:00,30,10,9999,5,28,22,1013,70,205,7000,NIL,,,,NIL,,,
"['12:00', '21/10']",21/10 12:00,30,7,9999,5,28,21,1014,66,200,2000,NIL,,,,NIL,,,
"['13:00', '21/10']",21/10 13:00,70,12,9999,5,28,22,1014,70,NIL,2000,NIL,,,,NIL,,,
"['14:00', '21/10']",21/10 14:00,50,9,3000,8,26,23,1014,84,NIL,1000,1,,,,1,,,
"['15:00', '21/10']",21/10 15:00,180,9,4000,5,24,22,1014,89,NIL,1200,1,,,,1,,,
"['16:00', '21/10']",21/10 16:00,180,5,9999,5,25,22,1012,83,NIL,1700,NIL,,,,1,,,
"['17:00', '21/10']",21/10 17:00,190,5,9999,5,26,21,1012,74,190,7000,NIL,,,,NIL,,,
"['18:00', '21/10']",21/10 18:00,190,9,9999,5,26,20,1011,70,195,10000,NIL,,,,NIL,,,
"['19:00', '21/10']",21/10 19:00,200,8,9999,5,26,21,1011,74,NIL,10000,NIL,,,,NIL,,,
"['20:00', '21/10']",21/10 20:00,190,8,9999,5,26,21,1011,74,NIL,10000,NIL,,,,NIL,,,
"['21:00', '21/10']",21/10 21:00,190,8,9999,5,25,21,1012,79,NIL,10000,NIL,,,,NIL,,,
"['22:00', '21/10']",21/10 22:00,180,9,9999,5,26,21,1012,74,NIL,10000,NIL,,,,NIL,,,
"['23:00', '21/10']",21/10 23:00,190,8,9999,5,26,21,1013,74,NIL,10000,NIL,,,,NIL,,,
