validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,trovoada,teto,cobertura,tt,po,qnh,ur,chuva,vnt_rajada,chuvisco,nevoeiro,nevoa_umida,pancada,vis_setor,vis_setor_dir,fumaca,vnt_vrb
"['22:00', '13/12']",13/12 22:00,340,8,9999,,,2,30,20,1010,55,,NIL,,,,,,,,
"['23:00', '13/12']",13/12 23:00,350,7,9999,,,NIL,29,20,1011,58,,NIL,,,,,,,,
"['00:00', '14/12']",14/12 00:00,330,6,9999,,,NIL,29,20,1011,58,,NIL,,,,,,,,
"['01:00', '14/12']",14/12 01:00,330,6,9999,,NIL,NIL,28,20,1012,62,,,,,,,,,,
"['02:00', '14/12']",14/12 02:00,310,7,9999,,NIL,NIL,27,21,1012,70,,,,,,,,,,
"['03:00', '14/12']",14/12 03:00,320,7,9999,,NIL,2,27,20,1012,66,,,,,,,,,,
"['04:00', '14/12']",14/12 04:00,320,6,9999,,NIL,NIL,26,21,1012,74,,,,,,,,,,
"['05:00', '14/12']",14/12 05:00,290,4,9999,,NIL,NIL,26,21,1011,74,,,,,,,,,,
"['06:00', '14/12']",14/12 06:00,320,7,9999,,NIL,NIL,26,21,1011,74,,,,,,,,,,
"['07:00', '14/12']",14/12 07:00,320,7,9999,,10000,5,25,21,1011,79,,,,,,,,,,
"['08:00', '14/12']",14/12 08:00,310,6,9999,,10000,5,26,22,1011,79,,,,,,,,,,
"['09:00', '14/12']",14/12 09:00,310,6,9999,,NIL,NIL,25,22,1012,83,,,,,,,,,,
"['10:00', '14/12']",14/12 10:00,340,5,9999,,NIL,NIL,25,22,1012,83,,,,,,,,,,
"['11:00', '14/12']",14/12 11:00,330,8,9999,,NIL,NIL,27,21,1013,70,,,,,,,,,,
"['12:00', '14/12']",14/12 12:00,310,8,9999,,NIL,NIL,29,21,1013,62,,,,,,,,,,
"['13:00', '14/12']",14/12 13:00,340,7,9999,,NIL,NIL,31,21,1013,55,,,,,,,,,,
"['14:00', '14/12']",14/12 14:00,330,7,9999,,NIL,NIL,31,21,1013,55,,,,,,,,,,
"['15:00', '14/12']",14/12 15:00,310,10,9999,,10000,5,32,22,1012,56,,,,,,,,,,
"['16:00', '14/12']",14/12 16:00,320,7,9999,,10000,5,31,21,1012,55,,,,,,,,,,
"['17:00', '14/12']",14/12 17:00,270,11,9999,,10000,5,33,21,1010,49,,,,,,,,,,
"['18:00', '14/12']",14/12 18:00,280,9,9999,,10000,5,32,20,1009,49,,,,,,,,,,
"['19:00', '14/12']",14/12 19:00,270,6,9999,,10000,5,32,21,1008,52,,,,,,,,,,
"['20:00', '14/12']",14/12 20:00,130,10,9999,,10000,5,30,22,1008,62,,,,,,,,,,
"['21:00', '14/12']",14/12 21:00,90,5,9999,,NIL,3,29,21,1009,62,,,,,,,,,,
"['22:00', '14/12']",14/12 22:00,90,5,9999,,NIL,3,28,22,1009,70,,,,,,,,,,
"['23:00', '14/12']",14/12 23:00,60,4,9999,,NIL,3,28,22,1010,70,,,,,,,,,,
"['00:00', '15/12']",15/12 00:00,40,4,9999,,NIL,3,27,21,1010,70,,,,,,,,,,
"['01:00', '15/12']",15/12 01:00,70,2,9999,NIL,NIL,3,27,21,1010,70,,,,,,,,,,
"['02:00', '15/12']",15/12 02:00,110,2,9999,NIL,NIL,3,26,22,1011,79,,,,,,,,,,
"['03:00', '15/12']",15/12 03:00,80,2,9999,NIL,NIL,3,26,22,1011,79,,,,,,,,,,
"['04:00', '15/12']",15/12 04:00,290,4,9999,NIL,NIL,3,25,22,1010,83,,,,,,,,,,
"['05:00', '15/12']",15/12 05:00,260,3,9999,NIL,NIL,3,25,22,1010,83,,,,,,,,,,
"['06:00', '15/12']",15/12 06:00,270,2,9999,NIL,NIL,3,25,22,1010,83,,,,,,,,,,
"['07:00', '15/12']",15/12 07:00,0,0,9999,NIL,NIL,3,24,22,1010,89,,,,,,,,,,
"['08:00', '15/12']",15/12 08:00,230,2,9999,NIL,NIL,3,24,22,1011,89,,,,,,,,,,
"['09:00', '15/12']",15/12 09:00,290,2,9999,NIL,NIL,3,24,22,1011,89,,,,,,,,,,
"['10:00', '15/12']",15/12 10:00,300,2,9999,NIL,NIL,NIL,25,22,1011,83,,,,,,,,,,
"['11:00', '15/12']",15/12 11:00,30,2,9999,NIL,NIL,NIL,26,23,1011,84,,,,,,,,,,
"['12:00', '15/12']",15/12 12:00,330,3,9999,NIL,NIL,NIL,28,22,1012,70,,,,,,,,,,
"['13:00', '15/12']",15/12 13:00,310,2,9999,NIL,NIL,NIL,30,22,1012,62,,,,,,,,,,
"['14:00', '15/12']",15/12 14:00,350,3,9999,NIL,NIL,3,32,22,1012,56,,,,,,,,,,
"['15:00', '15/12']",15/12 15:00,130,4,9999,NIL,NIL,3,32,21,1011,52,,,,,,,,,,
"['16:00', '15/12']",15/12 16:00,320,8,9999,NIL,2000,5,34,19,1011,41,,,,,,,,,,
"['17:00', '15/12']",15/12 17:00,330,7,9999,NIL,2000,5,35,19,1010,39,,,,,,,,,,
"['18:00', '15/12']",15/12 18:00,290,5,9999,NIL,2000,5,36,19,1009,37,,,,,,,,,,
"['18:15', '15/12']",15/12 18:15,20,12,9999,1,2000,5,30,19,1009,52,,,,,,,,,,
"['19:00', '15/12']",15/12 19:00,110,5,9999,1,2000,5,31,21,1008,55,,,,,,,,,,
"['20:00', '15/12']",15/12 20:00,140,7,9999,1,10000,5,28,21,1008,66,,,,,,,,,,
"['21:00', '15/12']",15/12 21:00,110,2,9999,NIL,10000,5,29,21,1007,62,,,,,,,,,,
"['22:00', '15/12']",15/12 22:00,90,3,9999,NIL,NIL,NIL,28,21,1008,66,,,,,,,,,,
"['23:00', '15/12']",15/12 23:00,60,3,9999,NIL,NIL,NIL,27,20,1009,66,,,,,,,,,,
"['00:00', '16/12']",16/12 00:00,60,2,9999,NIL,NIL,NIL,27,21,1009,70,,,,,,,,,,
"['01:00', '16/12']",16/12 01:00,0,0,9999,,NIL,NIL,27,21,1010,70,,,,,,,,,,
"['02:00', '16/12']",16/12 02:00,170,2,9999,,NIL,NIL,26,22,1010,79,,,,,,,,,,
"['03:00', '16/12']",16/12 03:00,170,3,9999,,NIL,NIL,26,22,1010,79,,,,,,,,,,
"['04:00', '16/12']",16/12 04:00,140,3,9999,,NIL,NIL,25,22,1010,83,,,,,,,,,,
"['05:00', '16/12']",16/12 05:00,130,3,9999,,NIL,NIL,25,22,1010,83,,,,,,,,,,
"['06:00', '16/12']",16/12 06:00,40,2,9999,,NIL,NIL,25,22,1009,83,,,,,,,,,,
"['07:00', '16/12']",16/12 07:00,0,0,9999,,NIL,NIL,25,22,1009,83,,,,,,,,,,
"['08:00', '16/12']",16/12 08:00,40,2,9999,,NIL,NIL,25,22,1009,83,,,,,,,,,,
"['10:00', '16/12']",16/12 10:00,310,4,9999,,NIL,NIL,26,22,1010,79,,,,,,,,,,
"['11:00', '16/12']",16/12 11:00,340,6,9999,,NIL,NIL,27,22,1012,74,,,,,,,,,,
"['13:00', '16/12']",16/12 13:00,340,8,9999,,NIL,NIL,32,22,1012,56,,,,,,,,,,
"['14:00', '16/12']",16/12 14:00,330,8,9999,,NIL,2,33,22,1012,53,,,,,,,,,,
"['15:00', '16/12']",16/12 15:00,320,8,9999,,NIL,3,34,21,1012,47,,,,,,,,,,
"['16:00', '16/12']",16/12 16:00,360,4,9999,,NIL,3,35,19,1011,39,,,,,,,,,,
"['17:00', '16/12']",16/12 17:00,290,6,9999,,NIL,3,36,17,1010,33,,,,,,,,,,
"['18:00', '16/12']",16/12 18:00,290,2,9999,,NIL,3,37,18,1009,33,,,,,,,,,,
"['19:00', '16/12']",16/12 19:00,280,7,9999,,NIL,3,37,17,1008,31,,,,,,,,,,
"['20:00', '16/12']",16/12 20:00,50,10,9999,,10000,5,32,20,1008,49,,,,,,,,,,
"['21:00', '16/12']",16/12 21:00,90,7,9999,,NIL,3,31,20,1007,52,,,,,,,,,,
"['22:00', '16/12']",16/12 22:00,100,3,9999,,NIL,3,30,21,1008,59,,,,,,,,,,
"['23:00', '16/12']",16/12 23:00,100,5,9999,,NIL,3,29,20,1009,58,,,,,,,,,,
"['00:00', '17/12']",17/12 00:00,110,2,9999,,NIL,2,28,20,1010,62,,,,,,,,,,
"['01:00', '17/12']",17/12 01:00,90,2,9999,NIL,NIL,NIL,28,20,1011,62,NIL,,,,,,,,,
"['02:00', '17/12']",17/12 02:00,80,3,9999,NIL,NIL,NIL,28,20,1012,62,NIL,,,,,,,,,
"['03:00', '17/12']",17/12 03:00,50,2,9999,NIL,NIL,NIL,29,20,1012,58,NIL,,,,,,,,,
"['04:00', '17/12']",17/12 04:00,360,2,9999,NIL,NIL,NIL,28,20,1011,62,NIL,,,,,,,,,
"['05:00', '17/12']",17/12 05:00,70,2,9999,NIL,NIL,NIL,27,21,1011,70,NIL,,,,,,,,,
"['05:43', '17/12']",17/12 05:43,60,10,9999,1,NIL,3,28,21,1012,66,NIL,,,,,,,,,
"['06:00', '17/12']",17/12 06:00,70,9,3000,1,10000,5,25,22,1012,83,1,,,,,,,,,
"['06:17', '17/12']",17/12 06:17,150,6,5000,1,8000,5,24,22,1012,89,1,,,,,,,,,
"['07:00', '17/12']",17/12 07:00,290,5,9999,1,10000,5,26,23,1011,84,NIL,,,,,,,,,
"['08:00', '17/12']",17/12 08:00,300,10,9999,NIL,NIL,2,26,20,1010,70,NIL,,,,,,,,,
"['09:00', '17/12']",17/12 09:00,40,4,9999,NIL,NIL,NIL,24,21,1010,83,NIL,,,,,,,,,
"['10:00', '17/12']",17/12 10:00,350,3,9999,NIL,NIL,NIL,25,22,1011,83,NIL,,,,,,,,,
"['11:00', '17/12']",17/12 11:00,310,4,9999,NIL,NIL,NIL,26,21,1012,74,NIL,,,,,,,,,
"['12:00', '17/12']",17/12 12:00,320,4,9999,NIL,NIL,NIL,27,20,1013,66,NIL,,,,,,,,,
"['13:00', '17/12']",17/12 13:00,320,8,9999,NIL,NIL,NIL,29,20,1013,58,NIL,,,,,,,,,
"['14:00', '17/12']",17/12 14:00,300,7,9999,NIL,NIL,NIL,32,19,1013,46,NIL,,,,,,,,,
"['15:00', '17/12']",17/12 15:00,300,4,9999,NIL,NIL,NIL,34,20,1012,44,NIL,,,,,,,,,
"['16:00', '17/12']",17/12 16:00,320,2,9999,NIL,NIL,2,35,22,1011,47,NIL,,,,,,,,,
"['17:00', '17/12']",17/12 17:00,150,4,9999,NIL,NIL,2,36,19,1010,37,NIL,,,,,,,,,
"['18:00', '17/12']",17/12 18:00,110,3,9999,NIL,NIL,2,36,19,1009,37,NIL,,,,,,,,,
"['19:00', '17/12']",17/12 19:00,170,5,9999,NIL,NIL,NIL,37,19,1007,35,NIL,,,,,,,,,
"['20:00', '17/12']",17/12 20:00,140,4,9999,NIL,NIL,2,37,19,1006,35,NIL,,,,,,,,,
"['21:00', '17/12']",17/12 21:00,140,5,9999,NIL,NIL,3,36,18,1007,35,NIL,,,,,,,,,
"['22:00', '17/12']",17/12 22:00,210,7,9999,NIL,8000,5,30,20,1007,55,NIL,,,,,,,,,
"['23:00', '17/12']",17/12 23:00,200,8,9999,NIL,NIL,3,30,19,1008,52,NIL,,,,,,,,,
"['00:00', '18/12']",18/12 00:00,150,3,9999,NIL,NIL,NIL,28,21,1009,66,NIL,,,,,,,,,
"['01:00', '18/12']",18/12 01:00,310,7,9999,,NIL,NIL,29,19,1009,55,NIL,,,,,,,,,
"['02:00', '18/12']",18/12 02:00,310,6,9999,,NIL,NIL,28,20,1010,62,NIL,,,,,,,,,
"['03:00', '18/12']",18/12 03:00,300,5,9999,,NIL,NIL,28,21,1010,66,NIL,,,,,,,,,
"['04:00', '18/12']",18/12 04:00,320,4,9999,,NIL,NIL,27,21,1010,70,NIL,,,,,,,,,
"['05:00', '18/12']",18/12 05:00,320,3,9999,,NIL,NIL,27,21,1009,70,NIL,,,,,,,,,
"['06:00', '18/12']",18/12 06:00,320,6,9999,,NIL,NIL,27,21,1009,70,NIL,,,,,,,,,
"['07:00', '18/12']",18/12 07:00,340,3,9999,,NIL,NIL,27,21,1008,70,NIL,,,,,,,,,
"['08:00', '18/12']",18/12 08:00,300,6,9999,,NIL,NIL,27,22,1009,74,NIL,,,,,,,,,
"['09:00', '18/12']",18/12 09:00,320,5,9999,,NIL,NIL,27,22,1009,74,NIL,,,,,,,,,
"['10:00', '18/12']",18/12 10:00,340,6,9999,,NIL,NIL,28,22,1010,70,NIL,,,,,,,,,
"['11:00', '18/12']",18/12 11:00,340,8,9999,,NIL,NIL,29,22,1010,66,NIL,,,,,,,,,
"['12:00', '18/12']",18/12 12:00,320,10,9999,,NIL,NIL,31,23,1011,63,NIL,,,,,,,,,
"['13:00', '18/12']",18/12 13:00,320,9,9999,,NIL,NIL,32,23,1011,59,NIL,,,,,,,,,
"['14:00', '18/12']",18/12 14:00,350,8,9999,,NIL,NIL,33,23,1011,56,NIL,,,,,,,,,
"['15:00', '18/12']",18/12 15:00,350,6,9999,,NIL,2,35,22,1010,47,NIL,,,,,,,,,
"['16:00', '18/12']",18/12 16:00,330,7,9999,,2000,5,35,21,1009,44,NIL,,,,,,,,,
"['17:00', '18/12']",18/12 17:00,320,6,9999,,NIL,3,37,19,1007,35,NIL,,,,,,,,,
"['18:00', '18/12']",18/12 18:00,NIL,NIL,9999,,NIL,3,36,19,1006,37,NIL,,,,,,,,,
"['19:00', '18/12']",18/12 19:00,320,5,9999,,2000,5,33,23,1006,56,1,,,,,,,,,
"['20:00', '18/12']",18/12 20:00,290,10,9999,,NIL,3,35,21,1005,44,NIL,,,,,,,,,
"['21:00', '18/12']",18/12 21:00,290,19,9999,,NIL,3,31,20,1006,52,NIL,,,,,,,,,
"['22:00', '18/12']",18/12 22:00,310,9,9999,,NIL,3,29,20,1006,58,NIL,,,,,,,,,
"['23:00', '18/12']",18/12 23:00,340,3,9999,,NIL,3,28,21,1007,66,NIL,,,,,,,,,
"['00:00', '19/12']",19/12 00:00,320,7,9999,,NIL,2,27,21,1008,70,NIL,,,,,,,,,
"['01:00', '19/12']",19/12 01:00,320,5,9999,,,NIL,27,22,1008,74,,,,,,,,,,
"['02:00', '19/12']",19/12 02:00,330,4,9999,,,NIL,26,21,1009,74,,,,,,,,,,
"['03:00', '19/12']",19/12 03:00,320,4,9999,,,NIL,26,21,1009,74,,,,,,,,,,
"['04:00', '19/12']",19/12 04:00,320,5,9999,,,NIL,26,21,1008,74,,,,,,,,,,
"['05:00', '19/12']",19/12 05:00,310,5,9999,,,NIL,26,21,1008,74,,,,,,,,,,
"['06:00', '19/12']",19/12 06:00,320,6,9999,,,NIL,26,21,1008,74,,,,,,,,,,
"['07:00', '19/12']",19/12 07:00,330,4,9999,,,NIL,26,21,1008,74,,,,,,,,,,
"['08:00', '19/12']",19/12 08:00,330,5,9999,,,NIL,26,20,1008,70,,,,,,,,,,
"['09:00', '19/12']",19/12 09:00,320,6,9999,,,NIL,27,20,1008,66,,,,,,,,,,
"['10:00', '19/12']",19/12 10:00,320,4,9999,,,NIL,26,21,1009,74,,,,,,,,,,
"['11:00', '19/12']",19/12 11:00,330,6,9999,,,NIL,28,21,1010,66,,,,,,,,,,
"['12:00', '19/12']",19/12 12:00,320,6,9999,,,NIL,29,21,1011,62,,,,,,,,,,
"['13:00', '19/12']",19/12 13:00,320,10,9999,,,NIL,32,21,1011,52,,,,,,,,,,
"['14:00', '19/12']",19/12 14:00,310,11,9999,,,NIL,33,20,1010,46,,,,,,,,,,
"['15:00', '19/12']",19/12 15:00,330,11,9999,,,3,34,21,1009,47,,,,,,,,,,
"['16:00', '19/12']",19/12 16:00,310,10,9999,,,3,35,20,1010,42,,,,,,,,,,
"['17:00', '19/12']",19/12 17:00,330,11,9999,,,3,35,20,1011,42,,,,,,,,,,
"['18:00', '19/12']",19/12 18:00,300,12,9999,,,3,36,18,1009,35,,,,,,,,,,
"['19:00', '19/12']",19/12 19:00,320,10,9999,,,3,37,17,1006,31,,,,,,,,,,
"['20:00', '19/12']",19/12 20:00,320,10,9999,,,3,36,17,1005,33,,,,,,,,,,
"['21:00', '19/12']",19/12 21:00,320,10,9999,,,3,35,17,1005,34,,,,,,,,,,
"['22:00', '19/12']",19/12 22:00,310,7,9999,,,3,35,17,1005,34,,,,,,,,,,
"['23:00', '19/12']",19/12 23:00,320,9,9999,,,3,34,18,1006,39,,,,,,,,,,
"['00:00', '20/12']",20/12 00:00,310,8,9999,,,3,31,18,1007,46,,,,,,,,,,
"['01:00', '20/12']",20/12 01:00,310,6,9999,,NIL,NIL,31,20,1007,52,,,,,,,,,,
"['02:00', '20/12']",20/12 02:00,300,7,9999,,NIL,NIL,30,20,1007,55,,,,,,,,,,
"['03:00', '20/12']",20/12 03:00,310,6,9999,,NIL,NIL,29,21,1008,62,,,,,,,,,,
"['04:00', '20/12']",20/12 04:00,320,4,9999,,NIL,NIL,28,21,1008,66,,,,,,,,,,
"['05:00', '20/12']",20/12 05:00,310,7,9999,,NIL,NIL,28,21,1008,66,,,,,,,,,,
"['06:00', '20/12']",20/12 06:00,310,6,9999,,NIL,NIL,28,21,1008,66,,,,,,,,,,
"['07:00', '20/12']",20/12 07:00,300,7,9999,,NIL,NIL,28,21,1008,66,,,,,,,,,,
"['08:00', '20/12']",20/12 08:00,310,7,9999,,NIL,NIL,27,21,1008,70,,,,,,,,,,
"['09:00', '20/12']",20/12 09:00,320,5,9999,,NIL,NIL,27,21,1009,70,,,,,,,,,,
"['10:00', '20/12']",20/12 10:00,310,4,9999,,NIL,NIL,27,22,1010,74,,,,,,,,,,
"['11:00', '20/12']",20/12 11:00,320,6,9999,,NIL,NIL,29,21,1010,62,,,,,,,,,,
"['12:00', '20/12']",20/12 12:00,330,5,9999,,NIL,NIL,31,21,1011,55,,,,,,,,,,
"['13:00', '20/12']",20/12 13:00,310,8,9999,,NIL,NIL,33,21,1010,49,,,,,,,,,,
"['14:00', '20/12']",20/12 14:00,310,10,9999,,NIL,NIL,34,21,1010,47,,,,,,,,,,
"['15:00', '20/12']",20/12 15:00,300,9,9999,,NIL,2,35,19,1010,39,,,,,,,,,,
"['16:00', '20/12']",20/12 16:00,350,11,9999,,NIL,NIL,37,18,1009,33,,,,,,,,,,
"['17:00', '20/12']",20/12 17:00,300,11,9999,,NIL,3,37,17,1008,31,,,,,,,,,,
"['18:00', '20/12']",20/12 18:00,270,11,9999,,NIL,3,37,17,1007,31,,,,,,,,,,
"['19:00', '20/12']",20/12 19:00,270,9,9999,,2500,5,38,16,1005,27,,,,,,,,,,
"['20:00', '20/12']",20/12 20:00,270,8,9999,,NIL,3,38,16,1005,27,,,,,,,,,,
"['21:00', '20/12']",20/12 21:00,290,9,9999,,NIL,3,38,16,1005,27,,,,,,,,,,
"['22:00', '20/12']",20/12 22:00,270,8,9999,,NIL,3,37,16,1005,29,,,,,,,,,,
"['23:00', '20/12']",20/12 23:00,310,6,9999,,NIL,3,34,18,1006,39,,,,,,,,,,
"['00:00', '21/12']",21/12 00:00,320,5,9999,,NIL,3,30,19,1006,52,,,,,,,,,,
"['01:00', '21/12']",21/12 01:00,220,3,9999,NIL,NIL,3,30,20,1008,55,NIL,,,,,,,,,
"['02:00', '21/12']",21/12 02:00,0,0,9999,NIL,NIL,3,30,20,1009,55,NIL,,,,,,,,,
"['03:00', '21/12']",21/12 03:00,100,2,9999,NIL,NIL,3,30,20,1010,55,NIL,,,,,,,,,
"['04:00', '21/12']",21/12 04:00,100,12,9999,1,2000,5,27,22,1011,74,NIL,,,,,,,,,
"['05:00', '21/12']",21/12 05:00,140,7,9999,1,2000,5,26,22,1011,79,NIL,,,,,,,,,
"['06:00', '21/12']",21/12 06:00,20,5,9999,1,10000,5,25,23,1009,89,NIL,,,,,,,,,
"['07:00', '21/12']",21/12 07:00,140,3,9999,1,2000,5,24,23,1009,94,1,,,,,,,,,
"['08:00', '21/12']",21/12 08:00,320,4,9999,1,10000,5,26,22,1009,79,NIL,,,,,,,,,
"['09:00', '21/12']",21/12 09:00,310,8,9999,NIL,10000,5,26,23,1009,84,NIL,,,,,,,,,
"['10:00', '21/12']",21/12 10:00,310,11,9999,NIL,10000,5,26,23,1010,84,NIL,,,,,,,,,
"['11:00', '21/12']",21/12 11:00,300,10,9999,NIL,10000,5,26,22,1011,79,NIL,,,,,,,,,
"['12:00', '21/12']",21/12 12:00,310,9,9999,NIL,10000,5,28,22,1011,70,NIL,,,,,,,,,
"['13:00', '21/12']",21/12 13:00,310,5,9999,NIL,10000,5,30,23,1012,66,NIL,,,,,,,,,
"['14:00', '21/12']",21/12 14:00,300,8,9999,NIL,10000,5,31,22,1012,59,NIL,,,,,,,,,
"['15:00', '21/12']",21/12 15:00,280,5,9999,NIL,NIL,3,32,22,1012,56,NIL,,,,,,,,,
"['16:00', '21/12']",21/12 16:00,290,4,9999,NIL,NIL,3,33,21,1011,49,NIL,,,,,,,,,
"['17:00', '21/12']",21/12 17:00,330,4,9999,NIL,NIL,3,33,21,1009,49,NIL,,,,,,,,,
"['18:00', '21/12']",21/12 18:00,360,10,9999,NIL,10000,5,31,21,1009,55,NIL,,,,,,,,,
"['19:00', '21/12']",21/12 19:00,360,9,9999,NIL,2000,5,30,20,1008,55,NIL,,,,,,,,,
"['20:00', '21/12']",21/12 20:00,310,5,9999,NIL,2000,5,31,20,1009,52,NIL,,,,,,,,,
"['21:00', '21/12']",21/12 21:00,0,0,9999,NIL,10000,5,29,22,1009,66,NIL,,,,,,,,,
"['22:00', '21/12']",21/12 22:00,160,7,9999,NIL,10000,5,28,23,1010,74,NIL,,,,,,,,,
"['23:00', '21/12']",21/12 23:00,110,6,9999,NIL,10000,5,26,23,1011,84,1,,,,,,,,,
"['00:00', '22/12']",22/12 00:00,160,6,9999,NIL,10000,5,26,23,1011,84,NIL,,,,,,,,,
"['01:00', '22/12']",22/12 01:00,360,2,9999,,10000,5,26,24,1011,89,NIL,,,,,,,,,
"['02:00', '22/12']",22/12 02:00,130,5,9999,,10000,5,26,24,1012,89,1,,,,,,,,,
"['03:00', '22/12']",22/12 03:00,120,4,9999,,10000,5,26,24,1013,89,NIL,,,,,,,,,
"['04:00', '22/12']",22/12 04:00,130,7,9999,,10000,5,26,23,1013,84,NIL,,,,,,,,,
"['04:35', '22/12']",22/12 04:35,140,7,9999,,1000,5,26,23,1012,84,NIL,,,,,,,,,
"['05:00', '22/12']",22/12 05:00,180,6,9999,,1000,5,26,23,1012,84,NIL,,,,,,,,,
"['06:00', '22/12']",22/12 06:00,150,5,9999,,700,5,26,23,1011,84,NIL,,,,,,,,,
"['07:00', '22/12']",22/12 07:00,130,2,9999,,10000,5,25,23,1012,89,NIL,,,,,,,,,
"['08:00', '22/12']",22/12 08:00,150,2,9999,,10000,5,25,23,1012,89,NIL,,,,,,,,,
"['09:00', '22/12']",22/12 09:00,140,4,9999,,10000,5,25,23,1012,89,NIL,,,,,,,,,
"['10:00', '22/12']",22/12 10:00,210,4,9999,,2500,5,25,22,1012,83,NIL,,,,,,,,,
"['11:00', '22/12']",22/12 11:00,210,3,8000,,10000,5,25,22,1012,83,NIL,,,,,,,,,
"['12:00', '22/12']",22/12 12:00,180,5,8000,,600,5,25,22,1013,83,NIL,,,,,,,,,
"['13:00', '22/12']",22/12 13:00,150,6,9999,,700,5,26,23,1013,84,NIL,,,,,,,,,
"['13:47', '22/12']",22/12 13:47,180,3,9999,,1000,5,27,22,1014,74,NIL,,,,,,,,,
"['14:00', '22/12']",22/12 14:00,160,3,9999,,1000,5,27,22,1014,74,NIL,,,,,,,,,
"['15:06', '22/12']",22/12 15:06,60,3,3000,,1000,5,25,23,1013,89,1,,,,,,,,,
"['15:30', '22/12']",22/12 15:30,360,2,5000,,1200,5,26,23,1013,84,1,,,,,,,,,
"['16:00', '22/12']",22/12 16:00,350,7,5000,,1200,5,25,23,1012,89,1,,,,,,,,,
"['16:25', '22/12']",22/12 16:25,100,2,2000,,1200,5,24,21,1012,83,1,,,,,,,,,
"['17:00', '22/12']",22/12 17:00,270,6,5000,,10000,5,23,21,1011,89,1,,,,,,,,,
"['18:00', '22/12']",22/12 18:00,340,3,9999,,10000,5,24,22,1010,89,NIL,,,,,,,,,
"['19:00', '22/12']",22/12 19:00,90,2,9999,,10000,5,26,23,1009,84,NIL,,,,,,,,,
"['20:00', '22/12']",22/12 20:00,50,3,9999,,NIL,3,28,23,1008,74,NIL,,,,,,,,,
"['21:00', '22/12']",22/12 21:00,30,3,9999,,NIL,3,28,23,1008,74,NIL,,,,,,,,,
"['22:00', '22/12']",22/12 22:00,360,1,9999,,NIL,2,27,23,1008,79,NIL,,,,,,,,,
"['23:00', '22/12']",22/12 23:00,320,4,9999,,NIL,2,26,23,1009,84,NIL,,,,,,,,,
"['00:00', '23/12']",23/12 00:00,330,3,9999,,NIL,2,26,23,1009,84,NIL,,,,,,,,,
"['01:00', '23/12']",23/12 01:00,340,3,9999,,NIL,3,25,23,1010,89,NIL,,,,,,,,,
"['02:00', '23/12']",23/12 02:00,330,3,9999,,NIL,3,25,24,1011,94,NIL,,,,,,,,,
"['03:00', '23/12']",23/12 03:00,290,3,9999,,NIL,3,26,22,1011,79,NIL,,,,,,,,,
"['04:00', '23/12']",23/12 04:00,310,4,9999,,NIL,2,25,23,1010,89,NIL,,,,,,,,,
"['05:00', '23/12']",23/12 05:00,320,4,9999,,NIL,3,26,23,1009,84,NIL,,,,,,,,,
"['06:00', '23/12']",23/12 06:00,320,5,9999,,NIL,3,26,24,1009,89,NIL,,,,,,,,,
"['07:00', '23/12']",23/12 07:00,310,6,9999,,NIL,3,26,23,1008,84,NIL,,,,,,,,,
"['08:00', '23/12']",23/12 08:00,330,4,9999,,10000,5,26,23,1008,84,NIL,,,,,,,,,
"['09:00', '23/12']",23/12 09:00,320,2,9999,,10000,5,26,24,1009,89,NIL,,,,,,,,,
"['10:00', '23/12']",23/12 10:00,80,2,8000,,8000,5,25,24,1010,94,1,,,,,,,,,
"['11:00', '23/12']",23/12 11:00,0,0,9999,,8000,5,26,24,1010,89,NIL,,,,,,,,,
"['12:00', '23/12']",23/12 12:00,300,4,9999,,10000,5,27,22,1011,74,NIL,,,,,,,,,
"['13:00', '23/12']",23/12 13:00,280,5,9999,,10000,5,27,23,1012,79,NIL,,,,,,,,,
"['14:00', '23/12']",23/12 14:00,280,6,9999,,10000,5,28,22,1011,70,NIL,,,,,,,,,
"['15:00', '23/12']",23/12 15:00,270,4,9999,,10000,5,30,23,1011,66,NIL,,,,,,,,,
"['16:00', '23/12']",23/12 16:00,310,3,9999,,NIL,3,31,22,1010,59,NIL,,,,,,,,,
"['17:00', '23/12']",23/12 17:00,340,11,9999,,NIL,3,27,23,1009,79,NIL,,,,,,,,,
"['18:00', '23/12']",23/12 18:00,330,11,9999,,NIL,3,29,23,1009,70,NIL,,,,,,,,,
"['19:00', '23/12']",23/12 19:00,320,12,9999,,NIL,3,29,22,1007,66,NIL,,,,,,,,,
"['20:00', '23/12']",23/12 20:00,320,10,9999,,NIL,3,29,22,1007,66,NIL,,,,,,,,,
"['21:00', '23/12']",23/12 21:00,300,8,9999,,NIL,3,28,22,1007,70,NIL,,,,,,,,,
"['22:00', '23/12']",23/12 22:00,300,6,9999,,NIL,2,28,22,1008,70,NIL,,,,,,,,,
"['23:00', '23/12']",23/12 23:00,330,3,9999,,NIL,2,27,23,1008,79,NIL,,,,,,,,,
"['00:00', '24/12']",24/12 00:00,320,6,9999,,NIL,3,27,23,1009,79,NIL,,,,,,,,,
"['01:00', '24/12']",24/12 01:00,300,7,9999,,NIL,2,27,23,1009,79,NIL,,,,,NIL,,,,
"['02:00', '24/12']",24/12 02:00,320,6,9999,,NIL,2,26,22,1010,79,NIL,,,,,NIL,,,,
