validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,teto,cobertura,tt,po,qnh,ur,vnt_vrb,chuva,trovoada,pancada,vnt_rajada,vis_setor,vis_setor_dir,nevoeiro,nevoa_umida,chuvisco
"['06:00', '05/08']",05/08 06:00,310,1,9999,NIL,NIL,24,23,1014,94,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['07:00', '05/08']",05/08 07:00,330,2,9999,NIL,NIL,25,23,1013,89,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['08:00', '05/08']",05/08 08:00,320,2,9999,NIL,NIL,24,23,1013,94,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['09:00', '05/08']",05/08 09:00,330,3,9999,NIL,NIL,24,23,1014,94,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['10:00', '05/08']",05/08 10:00,310,2,9999,NIL,2,24,23,1014,94,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['11:00', '05/08']",05/08 11:00,330,2,9999,NIL,2,25,23,1014,89,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['12:00', '05/08']",05/08 12:00,310,4,9999,NIL,2,26,24,1015,89,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['13:00', '05/08']",05/08 13:00,300,5,9999,NIL,NIL,28,23,1015,74,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['14:00', '05/08']",05/08 14:00,280,4,9999,NIL,2,30,23,1015,66,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['15:00', '05/08']",05/08 15:00,360,3,9999,NIL,3,32,24,1015,63,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['16:00', '05/08']",05/08 16:00,240,5,9999,NIL,3,30,24,1014,70,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['17:00', '05/08']",05/08 17:00,200,8,9999,NIL,2,33,22,1013,53,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['18:00', '05/08']",05/08 18:00,170,4,9999,NIL,3,33,23,1012,56,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['18:41', '05/08']",05/08 18:41,80,14,9999,10000,5,28,22,1012,70,95,1,1,,24,NIL,NIL,,,
"['19:00', '05/08']",05/08 19:00,90,15,9999,10000,5,25,23,1012,89,110,1,1,,NIL,2500,270,,,
"['20:00', '05/08']",05/08 20:00,300,4,9999,10000,5,25,23,1011,89,NIL,NIL,1,,NIL,NIL,NIL,,,
"['21:00', '05/08']",05/08 21:00,330,3,9999,10000,5,25,23,1011,89,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['22:00', '05/08']",05/08 22:00,330,4,9999,10000,5,25,23,1011,89,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['23:00', '05/08']",05/08 23:00,310,3,9999,10000,5,24,23,1012,94,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['00:00', '06/08']",06/08 00:00,280,3,9999,10000,5,25,23,1013,89,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['01:00', '06/08']",06/08 01:00,350,3,9999,,NIL,25,23,1013,89,,,,,,,,,,
"['02:00', '06/08']",06/08 02:00,340,2,9999,,NIL,25,23,1014,89,,,,,,,,,,
"['03:00', '06/08']",06/08 03:00,320,2,9999,,NIL,25,23,1014,89,,,,,,,,,,
"['04:00', '06/08']",06/08 04:00,0,0,9999,,NIL,24,23,1013,94,,,,,,,,,,
"['05:00', '06/08']",06/08 05:00,0,0,9999,,NIL,24,23,1013,94,,,,,,,,,,
"['06:00', '06/08']",06/08 06:00,0,0,9999,,NIL,24,23,1012,94,,,,,,,,,,
"['07:00', '06/08']",06/08 07:00,0,0,9999,,NIL,24,23,1012,94,,,,,,,,,,
"['08:00', '06/08']",06/08 08:00,0,0,9999,,NIL,24,23,1012,94,,,,,,,,,,
"['09:00', '06/08']",06/08 09:00,0,0,9999,,NIL,24,23,1012,94,,,,,,,,,,
"['10:00', '06/08']",06/08 10:00,300,2,9999,,NIL,24,23,1013,94,,,,,,,,,,
"['11:00', '06/08']",06/08 11:00,0,0,9999,,NIL,24,23,1013,94,,,,,,,,,,
"['12:00', '06/08']",06/08 12:00,330,2,9999,,NIL,25,24,1014,94,,,,,,,,,,
"['13:00', '06/08']",06/08 13:00,340,3,9999,,2,28,24,1014,79,,,,,,,,,,
"['14:00', '06/08']",06/08 14:00,360,4,9999,,2,30,23,1014,66,,,,,,,,,,
"['15:00', '06/08']",06/08 15:00,50,8,9999,,2,32,23,1014,59,,,,,,,,,,
"['16:00', '06/08']",06/08 16:00,30,5,9999,,3,31,22,1014,59,,,,,,,,,,
"['17:00', '06/08']",06/08 17:00,80,8,9999,,3,32,21,1012,52,,,,,,,,,,
"['18:00', '06/08']",06/08 18:00,70,13,9999,,3,33,20,1012,46,,,,,,,,,,
"['19:00', '06/08']",06/08 19:00,70,12,9999,,2,33,20,1011,46,,,,,,,,,,
"['20:00', '06/08']",06/08 20:00,90,9,9999,,2,33,20,1010,46,,,,,,,,,,
"['21:00', '06/08']",06/08 21:00,60,10,9999,,2,32,21,1010,52,,,,,,,,,,
"['22:00', '06/08']",06/08 22:00,70,7,9999,,2,31,21,1011,55,,,,,,,,,,
"['23:00', '06/08']",06/08 23:00,70,5,9999,,NIL,30,22,1011,62,,,,,,,,,,
"['00:00', '07/08']",07/08 00:00,70,5,9999,,2,29,23,1012,70,,,,,,,,,,
"['01:00', '07/08']",07/08 01:00,80,4,9999,,NIL,29,23,1013,70,NIL,,,,,,,,,
"['02:00', '07/08']",07/08 02:00,80,4,9999,,NIL,29,23,1013,70,NIL,,,,,,,,,
"['03:00', '07/08']",07/08 03:00,0,0,9999,,NIL,26,24,1014,89,NIL,,,,,,,,,
"['04:00', '07/08']",07/08 04:00,0,0,9999,,NIL,26,24,1014,89,NIL,,,,,,,,,
"['05:00', '07/08']",07/08 05:00,0,0,9999,,NIL,25,23,1014,89,NIL,,,,,,,,,
"['06:00', '07/08']",07/08 06:00,240,1,9999,,NIL,24,23,1013,94,NIL,,,,,,,,,
"['07:00', '07/08']",07/08 07:00,0,0,9999,,NIL,24,23,1013,94,NIL,,,,,,,,,
"['08:00', '07/08']",07/08 08:00,300,2,9999,,NIL,23,22,1013,94,NIL,,,,,,,,,
"['09:00', '07/08']",07/08 09:00,0,0,9999,,NIL,23,22,1013,94,NIL,,,,,,,,,
"['10:00', '07/08']",07/08 10:00,330,1,9999,,NIL,23,22,1014,94,NIL,,,,,,,,,
"['11:00', '07/08']",07/08 11:00,0,0,9999,,NIL,24,23,1014,94,NIL,,,,,,,,,
"['12:00', '07/08']",07/08 12:00,0,0,9999,,NIL,28,24,1015,79,NIL,,,,,,,,,
"['13:00', '07/08']",07/08 13:00,70,3,9999,,NIL,30,22,1015,62,NIL,,,,,,,,,
"['14:00', '07/08']",07/08 14:00,70,9,9999,,NIL,32,21,1015,52,NIL,,,,,,,,,
"['15:00', '07/08']",07/08 15:00,70,7,9999,,2,32,20,1015,49,NIL,,,,,,,,,
"['16:00', '07/08']",07/08 16:00,80,10,9999,,2,33,19,1014,44,NIL,,,,,,,,,
"['17:00', '07/08']",07/08 17:00,70,8,9999,,3,33,20,1013,46,80,,,,,,,,,
"['18:00', '07/08']",07/08 18:00,80,9,9999,,2,34,19,1013,41,85,,,,,,,,,
"['19:00', '07/08']",07/08 19:00,70,8,9999,,2,33,19,1012,44,NIL,,,,,,,,,
"['20:00', '07/08']",07/08 20:00,90,9,9999,,2,33,19,1011,44,NIL,,,,,,,,,
"['21:00', '07/08']",07/08 21:00,70,8,9999,,NIL,32,21,1012,52,NIL,,,,,,,,,
"['22:00', '07/08']",07/08 22:00,90,8,9999,,NIL,31,21,1012,55,NIL,,,,,,,,,
"['23:00', '07/08']",07/08 23:00,60,5,9999,,NIL,30,21,1013,59,NIL,,,,,,,,,
"['00:00', '08/08']",08/08 00:00,80,3,9999,,NIL,28,22,1013,70,NIL,,,,,,,,,
"['01:00', '08/08']",08/08 01:00,20,2,9999,,NIL,26,22,1014,79,,,,,,,,,,
"['02:00', '08/08']",08/08 02:00,0,0,9999,,NIL,25,22,1015,83,,,,,,,,,,
"['03:00', '08/08']",08/08 03:00,330,1,9999,,NIL,24,22,1015,89,,,,,,,,,,
"['04:00', '08/08']",08/08 04:00,0,0,9999,,NIL,24,22,1015,89,,,,,,,,,,
"['05:00', '08/08']",08/08 05:00,0,0,9999,,NIL,23,22,1014,94,,,,,,,,,,
"['06:00', '08/08']",08/08 06:00,320,2,9999,,NIL,23,22,1014,94,,,,,,,,,,
"['07:00', '08/08']",08/08 07:00,0,0,9999,,NIL,23,22,1013,94,,,,,,,,,,
"['08:00', '08/08']",08/08 08:00,310,3,9999,,NIL,22,21,1014,94,,,,,,,,,,
"['09:00', '08/08']",08/08 09:00,310,1,9999,,NIL,23,21,1014,89,,,,,,,,,,
"['10:00', '08/08']",08/08 10:00,0,0,9999,,NIL,22,21,1015,94,,,,,,,,,,
"['11:00', '08/08']",08/08 11:00,310,2,9999,,NIL,23,22,1015,94,,,,,,,,,,
"['12:00', '08/08']",08/08 12:00,310,2,9999,,NIL,26,23,1016,84,,,,,,,,,,
"['13:00', '08/08']",08/08 13:00,330,3,9999,,NIL,30,23,1016,66,,,,,,,,,,
"['14:00', '08/08']",08/08 14:00,40,2,9999,,2,32,22,1016,56,,,,,,,,,,
"['15:00', '08/08']",08/08 15:00,100,6,9999,,2,33,19,1016,44,,,,,,,,,,
"['16:00', '08/08']",08/08 16:00,210,6,9999,,3,33,22,1015,53,,,,,,,,,,
"['17:00', '08/08']",08/08 17:00,90,8,9999,,3,34,18,1014,39,,,,,,,,,,
"['18:00', '08/08']",08/08 18:00,80,7,9999,,3,35,19,1013,39,,,,,,,,,,
"['19:00', '08/08']",08/08 19:00,70,5,9999,,3,34,19,1012,41,,,,,,,,,,
"['20:00', '08/08']",08/08 20:00,80,8,9999,,2,34,18,1012,39,,,,,,,,,,
"['21:00', '08/08']",08/08 21:00,90,6,9999,,2,33,19,1012,44,,,,,,,,,,
"['22:00', '08/08']",08/08 22:00,70,7,9999,,2,32,20,1012,49,,,,,,,,,,
"['23:00', '08/08']",08/08 23:00,90,3,9999,,NIL,30,22,1013,62,,,,,,,,,,
"['00:00', '09/08']",09/08 00:00,0,0,9999,,NIL,27,22,1013,74,,,,,,,,,,
"['01:00', '09/08']",09/08 01:00,0,0,9999,,NIL,27,23,1014,79,NIL,,,,,,,,,
"['02:00', '09/08']",09/08 02:00,310,1,9999,,NIL,25,22,1015,83,NIL,,,,,,,,,
"['03:00', '09/08']",09/08 03:00,0,0,9999,,NIL,25,22,1015,83,NIL,,,,,,,,,
"['04:00', '09/08']",09/08 04:00,300,1,9999,,NIL,24,22,1015,89,NIL,,,,,,,,,
"['05:00', '09/08']",09/08 05:00,0,0,9999,,NIL,24,22,1014,89,NIL,,,,,,,,,
"['06:00', '09/08']",09/08 06:00,200,1,9999,,NIL,24,22,1014,89,NIL,,,,,,,,,
"['07:00', '09/08']",09/08 07:00,300,1,9999,,NIL,23,22,1014,94,NIL,,,,,,,,,
"['08:00', '09/08']",09/08 08:00,0,0,9999,,NIL,23,22,1014,94,NIL,,,,,,,,,
"['09:00', '09/08']",09/08 09:00,290,1,9999,,NIL,23,22,1014,94,NIL,,,,,,,,,
"['10:00', '09/08']",09/08 10:00,310,2,9999,,NIL,23,22,1015,94,NIL,,,,,,,,,
"['11:00', '09/08']",09/08 11:00,0,0,9999,,NIL,24,23,1015,94,NIL,,,,,,,,,
"['12:00', '09/08']",09/08 12:00,0,0,9999,,NIL,27,24,1016,84,NIL,,,,,,,,,
"['13:00', '09/08']",09/08 13:00,150,2,9999,,NIL,31,21,1016,55,NIL,,,,,,,,,
"['14:00', '09/08']",09/08 14:00,100,5,9999,,NIL,32,21,1016,52,NIL,,,,,,,,,
"['15:00', '09/08']",09/08 15:00,60,8,9999,,2,33,21,1015,49,NIL,,,,,,,,,
"['16:00', '09/08']",09/08 16:00,80,8,9999,,3,34,20,1014,44,NIL,,,,,,,,,
"['17:00', '09/08']",09/08 17:00,100,8,9999,,3,33,20,1013,46,NIL,,,,,,,,,
"['18:00', '09/08']",09/08 18:00,110,6,9999,,3,34,20,1012,44,110,,,,,,,,,
"['19:00', '09/08']",09/08 19:00,80,7,9999,,3,34,20,1011,44,NIL,,,,,,,,,
"['20:00', '09/08']",09/08 20:00,90,7,9999,,2,34,20,1011,44,85,,,,,,,,,
"['21:00', '09/08']",09/08 21:00,80,6,9999,,2,34,20,1011,44,90,,,,,,,,,
"['22:00', '09/08']",09/08 22:00,70,6,9999,,NIL,32,20,1011,49,NIL,,,,,,,,,
"['23:00', '09/08']",09/08 23:00,90,5,9999,,NIL,32,19,1011,46,NIL,,,,,,,,,
"['00:00', '10/08']",10/08 00:00,80,4,9999,,NIL,31,20,1012,52,NIL,,,,,,,,,
"['01:00', '10/08']",10/08 01:00,70,4,9999,,NIL,29,21,1012,62,NIL,,,,,,,,,
"['02:00', '10/08']",10/08 02:00,90,4,9999,,NIL,29,21,1013,62,NIL,,,,,,,,,
"['03:00', '10/08']",10/08 03:00,90,3,9999,,NIL,26,22,1013,79,NIL,,,,,,,,,
"['04:00', '10/08']",10/08 04:00,0,0,9999,,NIL,25,22,1013,83,NIL,,,,,,,,,
"['05:00', '10/08']",10/08 05:00,0,0,9999,,NIL,25,22,1012,83,NIL,,,,,,,,,
"['06:00', '10/08']",10/08 06:00,0,0,9999,,NIL,24,22,1012,89,NIL,,,,,,,,,
"['07:00', '10/08']",10/08 07:00,0,0,9999,,NIL,24,22,1012,89,NIL,,,,,,,,,
"['08:00', '10/08']",10/08 08:00,0,0,9999,,NIL,24,22,1011,89,NIL,,,,,,,,,
"['09:00', '10/08']",10/08 09:00,0,0,9999,,NIL,24,22,1012,89,NIL,,,,,,,,,
"['10:00', '10/08']",10/08 10:00,0,0,9999,,NIL,23,22,1012,94,NIL,,,,,,,,,
"['11:00', '10/08']",10/08 11:00,0,0,9999,,NIL,25,23,1013,89,NIL,,,,,,,,,
"['12:00', '10/08']",10/08 12:00,30,4,9999,,3,28,25,1013,84,NIL,,,,,,,,,
"['13:00', '10/08']",10/08 13:00,50,4,9999,,2,31,23,1014,63,NIL,,,,,,,,,
"['14:00', '10/08']",10/08 14:00,40,4,9999,,2,32,23,1013,59,NIL,,,,,,,,,
"['15:00', '10/08']",10/08 15:00,220,4,9999,,3,31,21,1013,55,NIL,,,,,,,,,
"['16:00', '10/08']",10/08 16:00,190,4,9999,,3,33,22,1012,53,NIL,,,,,,,,,
"['17:00', '10/08']",10/08 17:00,80,7,9999,,3,33,20,1011,46,60,,,,,,,,,
"['18:00', '10/08']",10/08 18:00,70,6,9999,,2,34,20,1010,44,NIL,,,,,,,,,
"['19:00', '10/08']",10/08 19:00,80,8,9999,,3,34,20,1009,44,NIL,,,,,,,,,
"['20:00', '10/08']",10/08 20:00,80,8,9999,,3,33,20,1008,46,NIL,,,,,,,,,
"['21:00', '10/08']",10/08 21:00,90,8,9999,,2,33,19,1008,44,NIL,,,,,,,,,
"['22:00', '10/08']",10/08 22:00,80,5,9999,,NIL,32,20,1008,49,NIL,,,,,,,,,
"['23:00', '10/08']",10/08 23:00,90,3,9999,,NIL,30,21,1009,59,NIL,,,,,,,,,
"['00:00', '11/08']",11/08 00:00,40,1,9999,,NIL,27,22,1009,74,NIL,,,,,,,,,
"['01:00', '11/08']",11/08 01:00,0,0,9999,NIL,NIL,25,22,1010,83,,,,,,,,,,
"['02:00', '11/08']",11/08 02:00,0,0,9999,NIL,NIL,26,22,1011,79,,,,,,,,,,
"['03:00', '11/08']",11/08 03:00,0,0,9999,NIL,NIL,25,22,1011,83,,,,,,,,,,
"['04:00', '11/08']",11/08 04:00,0,0,9999,NIL,NIL,24,22,1011,89,,,,,,,,,,
"['05:00', '11/08']",11/08 05:00,0,0,9999,NIL,NIL,24,22,1010,89,,,,,,,,,,
"['06:00', '11/08']",11/08 06:00,0,0,9999,NIL,NIL,23,22,1010,94,,,,,,,,,,
"['07:00', '11/08']",11/08 07:00,0,0,9999,NIL,NIL,23,22,1009,94,,,,,,,,,,
"['08:00', '11/08']",11/08 08:00,0,0,9999,NIL,NIL,23,22,1009,94,,,,,,,,,,
"['09:00', '11/08']",11/08 09:00,0,0,9999,NIL,NIL,23,21,1010,89,,,,,,,,,,
"['10:00', '11/08']",11/08 10:00,300,2,9999,NIL,NIL,22,21,1010,94,,,,,,,,,,
"['11:00', '11/08']",11/08 11:00,310,2,9999,NIL,NIL,23,22,1011,94,,,,,,,,,,
"['12:00', '11/08']",11/08 12:00,330,1,9999,NIL,NIL,27,23,1011,79,,,,,,,,,,
"['13:00', '11/08']",11/08 13:00,350,4,9999,NIL,NIL,31,22,1012,59,,,,,,,,,,
"['14:00', '11/08']",11/08 14:00,90,6,9999,NIL,3,33,21,1012,49,,,,,,,,,,
"['15:00', '11/08']",11/08 15:00,180,4,9999,NIL,3,31,23,1012,63,,,,,,,,,,
"['16:00', '11/08']",11/08 16:00,70,6,9999,NIL,3,34,21,1011,47,,,,,,,,,,
"['17:00', '11/08']",11/08 17:00,50,6,9999,NIL,3,34,19,1010,41,,,,,,,,,,
"['18:00', '11/08']",11/08 18:00,40,8,9999,NIL,3,34,19,1009,41,,,,,,,,,,
"['19:00', '11/08']",11/08 19:00,90,7,9999,NIL,3,34,22,1008,50,,,,,,,,,,
"['20:00', '11/08']",11/08 20:00,130,6,9999,NIL,3,33,22,1008,53,,,,,,,,,,
"['21:00', '11/08']",11/08 21:00,100,7,9999,8000,5,32,21,1008,52,,,,,,,,,,
"['22:00', '11/08']",11/08 22:00,320,4,9999,8000,5,29,23,1008,70,,,,,,,,,,
"['23:00', '11/08']",11/08 23:00,320,2,9999,NIL,3,27,23,1009,79,,,,,,,,,,
"['00:00', '12/08']",12/08 00:00,310,2,9999,NIL,NIL,26,23,1009,84,,,,,,,,,,
"['01:00', '12/08']",12/08 01:00,300,2,9999,NIL,NIL,26,23,1010,84,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['02:00', '12/08']",12/08 02:00,310,2,9999,NIL,NIL,25,23,1011,89,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['03:00', '12/08']",12/08 03:00,0,0,9999,NIL,NIL,25,23,1011,89,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['04:00', '12/08']",12/08 04:00,0,0,9999,NIL,NIL,25,23,1011,89,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['05:00', '12/08']",12/08 05:00,290,2,9999,NIL,NIL,25,23,1010,89,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['06:00', '12/08']",12/08 06:00,0,0,9999,NIL,NIL,25,24,1010,94,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['07:00', '12/08']",12/08 07:00,300,2,9999,NIL,NIL,25,23,1009,89,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['08:00', '12/08']",12/08 08:00,300,2,9999,NIL,NIL,24,23,1009,94,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['09:00', '12/08']",12/08 09:00,350,2,9999,NIL,NIL,24,23,1009,94,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['10:00', '12/08']",12/08 10:00,290,3,9999,NIL,NIL,24,23,1010,94,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['11:00', '12/08']",12/08 11:00,330,1,9999,NIL,NIL,24,23,1010,94,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['12:00', '12/08']",12/08 12:00,320,4,9999,NIL,3,26,23,1012,84,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['12:34', '12/08']",12/08 12:34,10,7,2500,1200,5,26,23,1013,84,190,1,1,,17,1000,90,,,
"['12:45', '12/08']",12/08 12:45,20,15,1000,1200,5,24,23,1013,94,190,1,1,,NIL,NIL,NIL,,,
"['13:00', '12/08']",12/08 13:00,10,14,4000,1200,5,23,22,1014,94,190,1,1,,NIL,1800,270,,,
"['13:26', '12/08']",12/08 13:26,20,9,9999,10000,5,24,23,1013,94,NIL,1,1,,NIL,NIL,NIL,,,
"['14:00', '12/08']",12/08 14:00,40,8,9999,8000,5,24,23,1013,94,NIL,1,NIL,,NIL,NIL,NIL,,,
"['15:00', '12/08']",12/08 15:00,50,5,9999,10000,5,26,23,1012,84,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['16:00', '12/08']",12/08 16:00,320,3,9999,10000,5,28,23,1011,74,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['17:00', '12/08']",12/08 17:00,270,3,9999,NIL,2,28,24,1010,79,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['18:00', '12/08']",12/08 18:00,300,4,9999,NIL,2,28,23,1009,74,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['19:00', '12/08']",12/08 19:00,280,2,9999,10000,5,28,24,1008,79,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['20:00', '12/08']",12/08 20:00,200,5,9999,10000,5,28,24,1008,79,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['21:00', '12/08']",12/08 21:00,200,4,9999,NIL,NIL,27,24,1008,84,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['22:00', '12/08']",12/08 22:00,0,0,9999,NIL,NIL,27,24,1008,84,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['23:00', '12/08']",12/08 23:00,260,2,9999,NIL,NIL,25,25,1009,100,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['00:00', '13/08']",13/08 00:00,320,2,9999,NIL,NIL,25,24,1009,94,NIL,NIL,NIL,,NIL,NIL,NIL,,,
"['01:00', '13/08']",13/08 01:00,0,0,9999,NIL,NIL,25,24,1010,94,NIL,,,,,NIL,NIL,NIL,,
"['02:00', '13/08']",13/08 02:00,0,0,9999,NIL,NIL,25,24,1010,94,NIL,,,,,NIL,NIL,NIL,,
"['03:00', '13/08']",13/08 03:00,340,1,9999,NIL,NIL,25,24,1010,94,NIL,,,,,NIL,NIL,NIL,,
"['04:00', '13/08']",13/08 04:00,250,2,9999,NIL,2,25,24,1010,94,NIL,,,,,NIL,NIL,NIL,,
"['05:00', '13/08']",13/08 05:00,310,1,9999,NIL,2,24,24,1009,100,NIL,,,,,NIL,NIL,NIL,,
"['06:00', '13/08']",13/08 06:00,240,2,9999,NIL,2,24,24,1009,100,NIL,,,,,NIL,NIL,NIL,,
"['07:00', '13/08']",13/08 07:00,0,0,9999,NIL,2,24,23,1009,94,NIL,,,,,NIL,NIL,NIL,,
"['07:43', '13/08']",13/08 07:43,310,3,900,NIL,NIL,24,24,1009,100,NIL,,,,,NIL,NIL,1,,
"['08:00', '13/08']",13/08 08:00,310,3,9999,NIL,3,24,24,1009,100,NIL,,,,,2000,270,1,,
"['09:00', '13/08']",13/08 09:00,310,2,9999,NIL,2,24,24,1009,100,NIL,,,,,NIL,NIL,NIL,,
"['10:00', '13/08']",13/08 10:00,270,2,9999,NIL,3,24,24,1010,100,NIL,,,,,NIL,NIL,NIL,,
"['11:00', '13/08']",13/08 11:00,0,0,9999,NIL,NIL,24,24,1011,100,NIL,,,,,NIL,NIL,NIL,,
"['12:00', '13/08']",13/08 12:00,0,0,9999,NIL,NIL,26,25,1012,94,NIL,,,,,NIL,NIL,NIL,,
"['13:00', '13/08']",13/08 13:00,280,3,9999,NIL,3,27,25,1012,89,NIL,,,,,NIL,NIL,NIL,,
"['14:00', '13/08']",13/08 14:00,300,3,9999,NIL,3,29,25,1012,79,NIL,,,,,NIL,NIL,NIL,,
"['15:00', '13/08']",13/08 15:00,20,5,9999,2500,5,31,25,1011,71,NIL,,,,,NIL,NIL,NIL,,
"['16:00', '13/08']",13/08 16:00,40,11,9999,2500,5,33,24,1010,59,NIL,,,,,NIL,NIL,NIL,,
"['17:00', '13/08']",13/08 17:00,40,9,9999,3000,5,34,24,1009,56,220,,,,,NIL,NIL,NIL,,
"['18:00', '13/08']",13/08 18:00,40,8,9999,3000,5,33,24,1008,59,200,,,,,NIL,NIL,NIL,,
"['19:00', '13/08']",13/08 19:00,60,9,9999,NIL,3,33,23,1007,56,NIL,,,,,NIL,NIL,NIL,,
"['20:00', '13/08']",13/08 20:00,70,9,9999,NIL,3,33,23,1007,56,NIL,,,,,NIL,NIL,NIL,,
"['21:00', '13/08']",13/08 21:00,70,8,9999,NIL,2,32,24,1007,63,NIL,,,,,NIL,NIL,NIL,,
"['22:00', '13/08']",13/08 22:00,70,5,9999,NIL,2,31,24,1007,66,NIL,,,,,NIL,NIL,NIL,,
"['23:00', '13/08']",13/08 23:00,70,3,9999,NIL,2,29,25,1008,79,NIL,,,,,NIL,NIL,NIL,,
"['00:00', '14/08']",14/08 00:00,60,4,9999,NIL,NIL,29,25,1008,79,NIL,,,,,NIL,NIL,NIL,,
"['01:00', '14/08']",14/08 01:00,50,3,9999,,NIL,27,25,1008,89,NIL,,,,,,,,,
"['02:00', '14/08']",14/08 02:00,0,0,9999,,NIL,26,25,1009,94,NIL,,,,,,,,,
"['03:00', '14/08']",14/08 03:00,10,2,9999,,NIL,26,24,1009,89,NIL,,,,,,,,,
"['04:00', '14/08']",14/08 04:00,50,2,9999,,NIL,27,24,1009,84,NIL,,,,,,,,,
"['05:00', '14/08']",14/08 05:00,0,0,9999,,NIL,26,24,1009,89,NIL,,,,,,,,,
"['06:00', '14/08']",14/08 06:00,0,0,9999,,NIL,25,24,1008,94,NIL,,,,,,,,,
"['07:00', '14/08']",14/08 07:00,0,0,9999,,NIL,25,23,1008,89,NIL,,,,,,,,,
"['08:00', '14/08']",14/08 08:00,330,3,9999,,NIL,24,23,1008,94,NIL,,,,,,,,,
"['09:00', '14/08']",14/08 09:00,360,4,9999,,NIL,25,23,1008,89,NIL,,,,,,,,,
"['10:00', '14/08']",14/08 10:00,10,3,9999,,NIL,25,23,1009,89,NIL,,,,,,,,,
"['11:00', '14/08']",14/08 11:00,20,4,9999,,NIL,25,23,1009,89,NIL,,,,,,,,,
"['12:00', '14/08']",14/08 12:00,20,6,9999,,NIL,28,23,1010,74,NIL,,,,,,,,,
"['13:00', '14/08']",14/08 13:00,40,10,9999,,NIL,30,22,1010,62,NIL,,,,,,,,,
"['14:00', '14/08']",14/08 14:00,50,12,9999,,NIL,31,23,1010,63,NIL,,,,,,,,,
"['15:00', '14/08']",14/08 15:00,40,9,9999,,2,33,23,1010,56,NIL,,,,,,,,,
"['16:00', '14/08']",14/08 16:00,80,7,9999,,2,33,22,1009,53,NIL,,,,,,,,,
"['17:00', '14/08']",14/08 17:00,70,6,9999,,2,34,21,1008,47,NIL,,,,,,,,,
"['18:00', '14/08']",14/08 18:00,60,7,9999,,2,35,20,1007,42,60,,,,,,,,,
"['19:00', '14/08']",14/08 19:00,10,7,9999,,2,36,19,1006,37,195,,,,,,,,,
"['20:00', '14/08']",14/08 20:00,30,6,9999,,2,35,19,1006,39,205,,,,,,,,,
"['21:00', '14/08']",14/08 21:00,30,5,9999,,2,34,20,1006,44,NIL,,,,,,,,,
"['22:00', '14/08']",14/08 22:00,70,6,9999,,2,32,20,1007,49,NIL,,,,,,,,,
"['23:00', '14/08']",14/08 23:00,80,5,9999,,NIL,31,23,1007,63,NIL,,,,,,,,,
"['00:00', '15/08']",15/08 00:00,80,5,9999,,NIL,30,23,1007,66,NIL,,,,,,,,,
"['01:00', '15/08']",15/08 01:00,30,2,9999,,NIL,27,23,1008,79,,,,,,,,,,
"['02:00', '15/08']",15/08 02:00,40,4,9999,,NIL,28,23,1009,74,,,,,,,,,,
"['03:00', '15/08']",15/08 03:00,60,4,9999,,NIL,27,23,1009,79,,,,,,,,,,
"['04:00', '15/08']",15/08 04:00,0,0,9999,,NIL,25,23,1009,89,,,,,,,,,,
