validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,teto,cobertura,tt,po,qnh,ur,vnt_vrb,chuva,trovoada,pancada,vnt_rajada,vis_setor,vis_setor_dir,nevoeiro,nevoa_umida,chuvisco
"['05:00', '15/08']",15/08 05:00,0,0,9999,,NIL,25,22,1009,83,,,,,,,,,,
"['06:00', '15/08']",15/08 06:00,0,0,9999,,NIL,25,22,1009,83,,,,,,,,,,
"['07:00', '15/08']",15/08 07:00,0,0,9999,,NIL,24,22,1008,89,,,,,,,,,,
"['08:00', '15/08']",15/08 08:00,30,3,9999,,NIL,24,22,1008,89,,,,,,,,,,
"['09:00', '15/08']",15/08 09:00,60,3,9999,,NIL,24,23,1009,94,,,,,,,,,,
"['10:00', '15/08']",15/08 10:00,0,0,9999,,NIL,23,21,1008,89,,,,,,,,,,
"['11:00', '15/08']",15/08 11:00,0,0,9999,,NIL,24,22,1009,89,,,,,,,,,,
"['12:00', '15/08']",15/08 12:00,360,3,9999,,NIL,29,23,1010,70,,,,,,,,,,
"['13:00', '15/08']",15/08 13:00,360,5,9999,,NIL,31,22,1011,59,,,,,,,,,,
"['14:00', '15/08']",15/08 14:00,30,7,9999,,2,33,20,1011,46,,,,,,,,,,
"['15:00', '15/08']",15/08 15:00,30,8,9999,,2,34,21,1010,47,,,,,,,,,,
"['16:00', '15/08']",15/08 16:00,360,6,9999,,2,34,21,1009,47,,,,,,,,,,
"['17:00', '15/08']",15/08 17:00,30,6,9999,,3,35,21,1008,44,,,,,,,,,,
"['18:00', '15/08']",15/08 18:00,30,6,9999,,3,35,22,1007,47,,,,,,,,,,
"['19:00', '15/08']",15/08 19:00,30,5,9999,,3,35,21,1006,44,,,,,,,,,,
"['20:00', '15/08']",15/08 20:00,20,5,9999,,3,35,21,1006,44,,,,,,,,,,
"['21:00', '15/08']",15/08 21:00,80,9,9999,,3,33,22,1006,53,,,,,,,,,,
"['22:00', '15/08']",15/08 22:00,70,7,9999,,2,32,22,1007,56,,,,,,,,,,
"['23:00', '15/08']",15/08 23:00,80,4,9999,,2,31,23,1007,63,,,,,,,,,,
"['00:00', '16/08']",16/08 00:00,0,0,9999,,NIL,29,24,1008,74,,,,,,,,,,
"['01:00', '16/08']",16/08 01:00,0,0,9999,,NIL,28,24,1009,79,,,,,,,,,,
"['02:00', '16/08']",16/08 02:00,0,0,9999,,NIL,27,24,1009,84,,,,,,,,,,
"['03:00', '16/08']",16/08 03:00,0,0,9999,,NIL,27,24,1009,84,,,,,,,,,,
"['04:00', '16/08']",16/08 04:00,0,0,9999,,NIL,26,24,1009,89,,,,,,,,,,
"['05:00', '16/08']",16/08 05:00,0,0,9999,,NIL,26,24,1009,89,,,,,,,,,,
"['06:00', '16/08']",16/08 06:00,360,3,9999,,NIL,25,24,1009,94,,,,,,,,,,
"['07:00', '16/08']",16/08 07:00,0,0,9999,,NIL,25,23,1008,89,,,,,,,,,,
"['08:00', '16/08']",16/08 08:00,360,2,9999,,NIL,24,23,1008,94,,,,,,,,,,
"['09:00', '16/08']",16/08 09:00,310,3,9999,,NIL,24,23,1009,94,,,,,,,,,,
"['10:00', '16/08']",16/08 10:00,0,0,9999,,NIL,24,23,1009,94,,,,,,,,,,
"['11:00', '16/08']",16/08 11:00,330,2,9999,,NIL,24,23,1010,94,,,,,,,,,,
"['12:00', '16/08']",16/08 12:00,360,3,9999,,NIL,28,23,1011,74,,,,,,,,,,
"['13:00', '16/08']",16/08 13:00,350,3,9999,,NIL,31,23,1011,63,,,,,,,,,,
"['14:00', '16/08']",16/08 14:00,50,5,9999,,NIL,34,23,1011,53,,,,,,,,,,
"['15:00', '16/08']",16/08 15:00,80,7,9999,,2,33,21,1011,49,,,,,,,,,,
"['16:00', '16/08']",16/08 16:00,70,6,9999,,3,35,21,1010,44,,,,,,,,,,
"['17:00', '16/08']",16/08 17:00,40,8,9999,,3,35,20,1009,42,,,,,,,,,,
"['18:00', '16/08']",16/08 18:00,80,7,9999,,3,35,21,1008,44,,,,,,,,,,
"['19:00', '16/08']",16/08 19:00,90,10,9999,,3,36,19,1007,37,,,,,,,,,,
"['20:00', '16/08']",16/08 20:00,80,11,9999,,3,35,18,1006,37,,,,,,,,,,
"['21:00', '16/08']",16/08 21:00,80,10,9999,,2,35,19,1006,39,,,,,,,,,,
"['22:00', '16/08']",16/08 22:00,70,9,9999,,2,33,20,1007,46,,,,,,,,,,
"['23:00', '16/08']",16/08 23:00,90,3,9999,,NIL,31,22,1007,59,,,,,,,,,,
"['00:00', '17/08']",17/08 00:00,60,2,9999,,NIL,29,22,1008,66,,,,,,,,,,
"['01:00', '17/08']",17/08 01:00,350,1,9999,NIL,NIL,27,23,1009,79,,,,,,,,,,
"['02:00', '17/08']",17/08 02:00,0,0,9999,NIL,NIL,26,23,1009,84,,,,,,,,,,
"['03:00', '17/08']",17/08 03:00,0,0,9999,NIL,NIL,26,23,1009,84,,,,,,,,,,
"['04:00', '17/08']",17/08 04:00,210,1,9999,NIL,NIL,26,23,1009,84,,,,,,,,,,
"['05:00', '17/08']",17/08 05:00,290,2,9999,NIL,NIL,25,23,1009,89,,,,,,,,,,
"['06:00', '17/08']",17/08 06:00,320,2,9999,NIL,NIL,24,23,1009,94,,,,,,,,,,
"['07:00', '17/08']",17/08 07:00,310,3,9999,NIL,NIL,24,23,1008,94,,,,,,,,,,
"['08:00', '17/08']",17/08 08:00,300,2,9999,NIL,NIL,25,23,1008,89,,,,,,,,,,
"['09:00', '17/08']",17/08 09:00,300,3,9999,NIL,NIL,24,23,1009,94,,,,,,,,,,
"['10:00', '17/08']",17/08 10:00,0,0,9999,NIL,NIL,25,23,1009,89,,,,,,,,,,
"['11:00', '17/08']",17/08 11:00,320,2,9999,NIL,NIL,25,23,1010,89,,,,,,,,,,
"['12:00', '17/08']",17/08 12:00,310,5,9999,NIL,NIL,27,23,1011,79,,,,,,,,,,
"['13:00', '17/08']",17/08 13:00,310,5,9999,NIL,NIL,29,24,1012,74,,,,,,,,,,
"['14:00', '17/08']",17/08 14:00,270,3,9999,NIL,NIL,31,24,1012,66,,,,,,,,,,
"['15:00', '17/08']",17/08 15:00,0,0,9999,NIL,2,32,24,1011,63,,,,,,,,,,
"['16:00', '17/08']",17/08 16:00,310,4,9999,NIL,3,33,24,1010,59,,,,,,,,,,
"['17:00', '17/08']",17/08 17:00,190,6,9999,NIL,3,31,25,1009,71,,,,,,,,,,
"['18:00', '17/08']",17/08 18:00,210,6,9999,NIL,3,32,25,1008,67,,,,,,,,,,
"['19:00', '17/08']",17/08 19:00,240,7,9999,NIL,3,32,25,1007,67,,,,,,,,,,
"['20:00', '17/08']",17/08 20:00,290,3,9999,10000,5,33,24,1007,59,,,,,,,,,,
"['21:00', '17/08']",17/08 21:00,160,4,9999,NIL,2,32,22,1007,56,,,,,,,,,,
"['22:00', '17/08']",17/08 22:00,200,5,9999,NIL,2,29,22,1007,66,,,,,,,,,,
"['23:00', '17/08']",17/08 23:00,210,2,9999,NIL,NIL,27,23,1008,79,,,,,,,,,,
"['00:00', '18/08']",18/08 00:00,0,0,9999,NIL,NIL,26,23,1008,84,,,,,,,,,,
"['01:00', '18/08']",18/08 01:00,210,3,9999,NIL,NIL,27,23,1008,79,,NIL,NIL,,NIL,NIL,NIL,,,
"['02:00', '18/08']",18/08 02:00,300,3,9999,NIL,NIL,25,23,1009,89,,NIL,NIL,,NIL,NIL,NIL,,,
"['03:00', '18/08']",18/08 03:00,240,1,9999,NIL,NIL,25,23,1009,89,,NIL,NIL,,NIL,NIL,NIL,,,
"['04:00', '18/08']",18/08 04:00,280,1,9999,NIL,NIL,24,23,1009,94,,NIL,NIL,,NIL,NIL,NIL,,,
"['05:00', '18/08']",18/08 05:00,300,1,9999,NIL,NIL,24,23,1008,94,,NIL,NIL,,NIL,NIL,NIL,,,
"['06:00', '18/08']",18/08 06:00,310,3,9999,NIL,NIL,24,23,1008,94,,NIL,NIL,,NIL,NIL,NIL,,,
"['07:00', '18/08']",18/08 07:00,310,2,9999,NIL,NIL,24,23,1008,94,,NIL,NIL,,NIL,NIL,NIL,,,
"['08:00', '18/08']",18/08 08:00,310,3,9999,NIL,NIL,23,23,1008,100,,NIL,NIL,,NIL,NIL,NIL,,,
"['09:00', '18/08']",18/08 09:00,290,2,9999,NIL,NIL,24,23,1008,94,,NIL,NIL,,NIL,NIL,NIL,,,
"['10:00', '18/08']",18/08 10:00,300,2,9999,NIL,NIL,24,23,1009,94,,NIL,NIL,,NIL,NIL,NIL,,,
"['11:00', '18/08']",18/08 11:00,310,2,9999,NIL,NIL,24,23,1010,94,,NIL,NIL,,NIL,NIL,NIL,,,
"['12:00', '18/08']",18/08 12:00,310,5,9999,NIL,NIL,26,23,1011,84,,NIL,NIL,,NIL,NIL,NIL,,,
"['13:00', '18/08']",18/08 13:00,310,5,9999,NIL,NIL,28,23,1011,74,,NIL,NIL,,NIL,NIL,NIL,,,
"['14:00', '18/08']",18/08 14:00,260,4,9999,NIL,NIL,30,23,1012,66,,NIL,NIL,,NIL,NIL,NIL,,,
"['15:00', '18/08']",18/08 15:00,300,4,9999,NIL,2,33,23,1011,56,,NIL,NIL,,NIL,NIL,NIL,,,
"['16:00', '18/08']",18/08 16:00,340,4,9999,2500,5,34,23,1010,53,,NIL,NIL,,NIL,NIL,NIL,,,
"['17:00', '18/08']",18/08 17:00,230,6,9999,NIL,3,32,25,1009,67,,NIL,NIL,,NIL,NIL,NIL,,,
"['18:00', '18/08']",18/08 18:00,210,6,9999,NIL,3,32,25,1008,67,,NIL,NIL,,NIL,NIL,NIL,,,
"['19:00', '18/08']",18/08 19:00,170,8,9999,NIL,3,30,24,1008,70,,NIL,NIL,,NIL,NIL,NIL,,,
"['20:00', '18/08']",18/08 20:00,190,3,9999,NIL,3,31,25,1007,71,,NIL,NIL,,NIL,NIL,NIL,,,
"['20:28', '18/08']",18/08 20:28,70,15,9999,8000,5,28,23,1008,74,,1,NIL,,29,3000,90,,,
"['20:38', '18/08']",18/08 20:38,70,21,4000,10000,5,25,22,1008,83,,1,1,,35,NIL,NIL,,,
"['21:00', '18/08']",18/08 21:00,10,6,9999,8000,5,25,23,1007,89,,1,1,,NIL,NIL,NIL,,,
"['22:00', '18/08']",18/08 22:00,0,0,9999,10000,5,25,24,1007,94,,NIL,NIL,,NIL,NIL,NIL,,,
"['23:00', '18/08']",18/08 23:00,200,2,9999,10000,5,25,24,1008,94,,NIL,NIL,,NIL,NIL,NIL,,,
"['00:00', '19/08']",19/08 00:00,0,0,9999,10000,5,24,24,1008,100,,NIL,NIL,,NIL,NIL,NIL,,,
"['01:00', '19/08']",19/08 01:00,0,0,9999,,NIL,24,24,1009,100,NIL,,,,,,,,,
"['02:00', '19/08']",19/08 02:00,290,1,9999,,NIL,24,23,1010,94,NIL,,,,,,,,,
"['03:00', '19/08']",19/08 03:00,310,3,9999,,NIL,25,23,1010,89,NIL,,,,,,,,,
"['04:00', '19/08']",19/08 04:00,20,1,9999,,NIL,25,23,1010,89,NIL,,,,,,,,,
"['05:00', '19/08']",19/08 05:00,310,3,9999,,NIL,24,23,1009,94,NIL,,,,,,,,,
"['06:00', '19/08']",19/08 06:00,300,3,9999,,NIL,24,23,1009,94,NIL,,,,,,,,,
"['07:00', '19/08']",19/08 07:00,270,2,9999,,NIL,24,23,1009,94,NIL,,,,,,,,,
"['08:00', '19/08']",19/08 08:00,320,2,9999,,NIL,23,23,1009,100,NIL,,,,,,,,,
"['09:00', '19/08']",19/08 09:00,310,1,9999,,NIL,23,22,1009,94,NIL,,,,,,,,,
"['10:00', '19/08']",19/08 10:00,300,2,9999,,NIL,23,22,1010,94,NIL,,,,,,,,,
"['11:00', '19/08']",19/08 11:00,90,1,9999,,NIL,25,22,1010,83,NIL,,,,,,,,,
"['12:00', '19/08']",19/08 12:00,340,2,9999,,NIL,27,23,1011,79,NIL,,,,,,,,,
"['13:00', '19/08']",19/08 13:00,20,5,9999,,NIL,30,23,1012,66,NIL,,,,,,,,,
"['14:00', '19/08']",19/08 14:00,20,7,9999,,NIL,32,22,1012,56,205,,,,,,,,,
"['15:00', '19/08']",19/08 15:00,20,6,9999,,3,33,23,1012,56,205,,,,,,,,,
"['16:00', '19/08']",19/08 16:00,360,6,9999,,3,34,23,1011,53,180,,,,,,,,,
"['17:00', '19/08']",19/08 17:00,10,5,9999,,3,35,21,1009,44,NIL,,,,,,,,,
"['18:00', '19/08']",19/08 18:00,30,7,9999,,3,36,19,1008,37,205,,,,,,,,,
"['19:00', '19/08']",19/08 19:00,50,7,9999,,3,34,21,1008,47,NIL,,,,,,,,,
"['20:00', '19/08']",19/08 20:00,70,10,9999,,2,34,22,1007,50,NIL,,,,,,,,,
"['21:00', '19/08']",19/08 21:00,80,8,9999,,2,34,22,1007,50,NIL,,,,,,,,,
"['22:00', '19/08']",19/08 22:00,80,8,9999,,2,32,23,1008,59,NIL,,,,,,,,,
"['23:00', '19/08']",19/08 23:00,80,5,9999,,NIL,31,23,1009,63,NIL,,,,,,,,,
"['00:00', '20/08']",20/08 00:00,90,5,9999,,NIL,30,23,1009,66,NIL,,,,,,,,,
"['01:00', '20/08']",20/08 01:00,70,4,9999,,NIL,29,23,1010,70,,,,,,,,,,
"['02:00', '20/08']",20/08 02:00,60,5,9999,,NIL,29,23,1011,70,,,,,,,,,,
"['03:00', '20/08']",20/08 03:00,50,3,9999,,NIL,28,22,1010,70,,,,,,,,,,
"['04:00', '20/08']",20/08 04:00,80,4,9999,,NIL,28,22,1010,70,,,,,,,,,,
"['05:00', '20/08']",20/08 05:00,20,5,9999,,NIL,28,22,1010,70,,,,,,,,,,
"['06:00', '20/08']",20/08 06:00,40,7,9999,,NIL,28,21,1010,66,,,,,,,,,,
"['07:00', '20/08']",20/08 07:00,20,4,9999,,NIL,27,21,1010,70,,,,,,,,,,
"['08:00', '20/08']",20/08 08:00,20,6,9999,,NIL,27,21,1010,70,,,,,,,,,,
"['09:00', '20/08']",20/08 09:00,360,3,9999,,NIL,26,21,1010,74,,,,,,,,,,
"['10:00', '20/08']",20/08 10:00,30,3,9999,,NIL,26,21,1011,74,,,,,,,,,,
"['11:00', '20/08']",20/08 11:00,360,3,9999,,NIL,26,22,1011,79,,,,,,,,,,
"['12:00', '20/08']",20/08 12:00,10,3,9999,,NIL,29,23,1012,70,,,,,,,,,,
"['13:00', '20/08']",20/08 13:00,20,5,9999,,NIL,31,23,1013,63,,,,,,,,,,
"['14:00', '20/08']",20/08 14:00,30,7,9999,,NIL,33,22,1013,53,,,,,,,,,,
"['15:00', '20/08']",20/08 15:00,30,7,9999,,NIL,34,22,1013,50,,,,,,,,,,
"['16:00', '20/08']",20/08 16:00,70,8,9999,,2,34,22,1012,50,,,,,,,,,,
"['17:00', '20/08']",20/08 17:00,20,6,9999,,2,35,22,1011,47,,,,,,,,,,
"['18:00', '20/08']",20/08 18:00,60,7,9999,,3,36,21,1010,42,,,,,,,,,,
"['19:00', '20/08']",20/08 19:00,80,8,9999,,3,35,21,1009,44,,,,,,,,,,
"['20:00', '20/08']",20/08 20:00,60,8,9999,,3,35,23,1008,50,,,,,,,,,,
"['21:00', '20/08']",20/08 21:00,70,6,9999,,2,34,22,1008,50,,,,,,,,,,
"['22:00', '20/08']",20/08 22:00,90,5,9999,,2,33,23,1008,56,,,,,,,,,,
"['23:00', '20/08']",20/08 23:00,80,5,9999,,NIL,31,23,1009,63,,,,,,,,,,
"['00:00', '21/08']",21/08 00:00,70,6,9999,,NIL,31,24,1010,66,,,,,,,,,,
"['01:00', '21/08']",21/08 01:00,70,5,9999,,NIL,30,24,1010,70,,,,,,,,,,
"['02:00', '21/08']",21/08 02:00,60,4,9999,,NIL,29,24,1011,74,,,,,,,,,,
"['03:00', '21/08']",21/08 03:00,60,6,9999,,NIL,29,25,1011,79,,,,,,,,,,
"['04:00', '21/08']",21/08 04:00,50,4,9999,,NIL,28,24,1011,79,,,,,,,,,,
"['05:00', '21/08']",21/08 05:00,0,0,9999,,NIL,26,24,1010,89,,,,,,,,,,
"['06:00', '21/08']",21/08 06:00,0,0,9999,,NIL,25,24,1010,94,,,,,,,,,,
"['07:00', '21/08']",21/08 07:00,0,0,9999,,NIL,25,23,1009,89,,,,,,,,,,
"['08:00', '21/08']",21/08 08:00,340,2,9999,,NIL,24,23,1009,94,,,,,,,,,,
"['09:00', '21/08']",21/08 09:00,350,2,9999,,NIL,24,23,1010,94,,,,,,,,,,
"['10:00', '21/08']",21/08 10:00,20,3,9999,,NIL,26,23,1010,84,,,,,,,,,,
"['11:00', '21/08']",21/08 11:00,60,2,9999,,NIL,27,23,1011,79,,,,,,,,,,
"['12:00', '21/08']",21/08 12:00,30,7,9999,,NIL,29,23,1012,70,,,,,,,,,,
"['13:00', '21/08']",21/08 13:00,20,6,9999,,NIL,31,23,1012,63,,,,,,,,,,
"['14:00', '21/08']",21/08 14:00,40,9,9999,,NIL,33,22,1012,53,,,,,,,,,,
"['15:00', '21/08']",21/08 15:00,20,7,9999,,2,34,22,1012,50,,,,,,,,,,
"['16:00', '21/08']",21/08 16:00,50,7,9999,,3,35,21,1011,44,,,,,,,,,,
"['17:00', '21/08']",21/08 17:00,20,6,9999,,3,34,21,1010,47,,,,,,,,,,
"['18:00', '21/08']",21/08 18:00,40,7,9999,,3,36,20,1009,39,,,,,,,,,,
"['19:00', '21/08']",21/08 19:00,60,8,9999,,2,36,20,1008,39,,,,,,,,,,
"['20:00', '21/08']",21/08 20:00,60,7,9999,,2,36,19,1008,37,,,,,,,,,,
"['21:00', '21/08']",21/08 21:00,70,7,9999,,2,35,20,1008,42,,,,,,,,,,
"['22:00', '21/08']",21/08 22:00,80,6,9999,,2,33,21,1009,49,,,,,,,,,,
"['23:00', '21/08']",21/08 23:00,160,8,9999,,2,29,24,1010,74,,,,,,,,,,
"['00:00', '22/08']",22/08 00:00,140,8,9999,,NIL,28,24,1010,79,,,,,,,,,,
"['01:00', '22/08']",22/08 01:00,140,9,9999,NIL,NIL,28,24,1011,79,,,,,,,,,,
"['02:00', '22/08']",22/08 02:00,160,8,9999,NIL,3,27,24,1012,84,,,,,,,,,,
"['03:00', '22/08']",22/08 03:00,160,11,9999,1500,5,26,23,1013,84,,,,,,,,,,
"['04:00', '22/08']",22/08 04:00,160,8,9999,1300,5,26,23,1013,84,,,,,,,,,,
"['05:00', '22/08']",22/08 05:00,170,9,9999,1300,5,26,23,1013,84,,,,,,,,,,
"['06:00', '22/08']",22/08 06:00,170,9,9999,1300,5,25,22,1013,83,,,,,,,,,,
"['07:00', '22/08']",22/08 07:00,160,8,9999,1300,5,24,21,1013,83,,,,,,,,,,
"['08:00', '22/08']",22/08 08:00,180,9,9999,1300,5,24,21,1013,83,,,,,,,,,,
"['09:00', '22/08']",22/08 09:00,180,10,9999,1300,5,24,20,1013,78,,,,,,,,,,
"['10:00', '22/08']",22/08 10:00,180,10,6000,1300,5,23,19,1014,78,,,,,,,,,,
"['11:00', '22/08']",22/08 11:00,160,10,7000,1500,5,23,19,1015,78,,,,,,,,,,
"['12:00', '22/08']",22/08 12:00,180,8,9999,1700,5,23,19,1016,78,,,,,,,,,,
"['13:00', '22/08']",22/08 13:00,160,11,9999,1700,5,23,18,1016,73,,,,,,,,,,
"['14:00', '22/08']",22/08 14:00,170,7,9999,2000,5,24,19,1016,74,,,,,,,,,,
"['15:00', '22/08']",22/08 15:00,160,6,9999,2500,5,25,19,1016,69,,,,,,,,,,
"['16:00', '22/08']",22/08 16:00,170,6,9999,NIL,3,26,19,1015,65,,,,,,,,,,
"['17:00', '22/08']",22/08 17:00,200,7,9999,NIL,2,27,19,1014,62,,,,,,,,,,
"['18:00', '22/08']",22/08 18:00,210,4,9999,NIL,2,27,20,1013,66,,,,,,,,,,
"['19:00', '22/08']",22/08 19:00,210,6,9999,NIL,NIL,28,19,1012,58,,,,,,,,,,
"['20:00', '22/08']",22/08 20:00,220,5,9999,NIL,NIL,28,20,1012,62,,,,,,,,,,
"['21:00', '22/08']",22/08 21:00,230,5,9999,NIL,NIL,28,20,1012,62,,,,,,,,,,
"['22:00', '22/08']",22/08 22:00,240,4,9999,4000,5,27,21,1012,70,,,,,,,,,,
"['23:00', '22/08']",22/08 23:00,240,5,9999,10000,5,26,21,1013,74,,,,,,,,,,
"['00:00', '23/08']",23/08 00:00,220,3,9999,10000,5,26,21,1013,74,,,,,,,,,,
"['01:00', '23/08']",23/08 01:00,240,3,9999,10000,5,25,21,1014,79,NIL,,,,,,,,,
"['02:00', '23/08']",23/08 02:00,230,2,9999,NIL,NIL,24,21,1014,83,NIL,,,,,,,,,
"['03:00', '23/08']",23/08 03:00,240,2,9999,NIL,NIL,23,21,1014,89,NIL,,,,,,,,,
"['04:00', '23/08']",23/08 04:00,220,1,9999,NIL,NIL,23,21,1014,89,NIL,,,,,,,,,
"['05:00', '23/08']",23/08 05:00,250,4,9999,NIL,NIL,24,21,1014,83,NIL,,,,,,,,,
"['06:00', '23/08']",23/08 06:00,220,3,9999,NIL,2,23,21,1013,89,NIL,,,,,,,,,
"['07:00', '23/08']",23/08 07:00,240,5,9999,1100,5,23,21,1013,89,NIL,,,,,,,,,
"['08:00', '23/08']",23/08 08:00,230,5,9999,1300,5,23,21,1013,89,NIL,,,,,,,,,
"['09:00', '23/08']",23/08 09:00,210,6,9999,1400,5,23,21,1014,89,NIL,,,,,,,,,
"['10:00', '23/08']",23/08 10:00,220,6,9999,1300,5,23,21,1014,89,NIL,,,,,,,,,
"['11:00', '23/08']",23/08 11:00,260,4,9999,1000,5,22,20,1015,88,NIL,,,,,,,,,
"['12:00', '23/08']",23/08 12:00,240,5,9999,1000,5,23,21,1016,89,NIL,,,,,,,,,
"['13:00', '23/08']",23/08 13:00,230,8,9999,1300,5,24,21,1016,83,235,,,,,,,,,
"['14:00', '23/08']",23/08 14:00,210,9,9999,NIL,3,25,20,1016,74,215,,,,,,,,,
"['15:00', '23/08']",23/08 15:00,230,7,9999,NIL,3,26,21,1016,74,235,,,,,,,,,
"['16:00', '23/08']",23/08 16:00,230,6,9999,2000,5,27,21,1015,70,265,,,,,,,,,
"['17:00', '23/08']",23/08 17:00,230,5,9999,2500,5,28,20,1014,62,NIL,,,,,,,,,
"['18:00', '23/08']",23/08 18:00,VRB,6,9999,2500,5,29,21,1013,62,NIL,,,,,,,,,
"['19:00', '23/08']",23/08 19:00,210,5,9999,NIL,3,30,20,1012,55,NIL,,,,,,,,,
"['20:00', '23/08']",23/08 20:00,270,4,9999,NIL,3,29,21,1012,62,NIL,,,,,,,,,
"['21:00', '23/08']",23/08 21:00,190,5,9999,NIL,3,28,21,1011,66,NIL,,,,,,,,,
"['22:00', '23/08']",23/08 22:00,280,4,9999,NIL,2,27,21,1012,70,NIL,,,,,,,,,
"['23:00', '23/08']",23/08 23:00,300,3,9999,NIL,NIL,25,22,1012,83,NIL,,,,,,,,,
"['00:00', '24/08']",24/08 00:00,300,3,9999,NIL,NIL,25,22,1013,83,NIL,,,,,,,,,
"['01:00', '24/08']",24/08 01:00,300,3,9999,,NIL,24,21,1014,83,NIL,,,,,,,,,
"['02:00', '24/08']",24/08 02:00,320,4,9999,,NIL,24,21,1014,83,NIL,,,,,,,,,
"['03:00', '24/08']",24/08 03:00,320,3,9999,,NIL,23,21,1014,89,NIL,,,,,,,,,
"['04:00', '24/08']",24/08 04:00,310,3,9999,,NIL,23,21,1014,89,NIL,,,,,,,,,
"['05:00', '24/08']",24/08 05:00,300,3,9999,,NIL,23,21,1013,89,NIL,,,,,,,,,
"['06:00', '24/08']",24/08 06:00,310,2,9999,,NIL,23,21,1013,89,NIL,,,,,,,,,
"['07:00', '24/08']",24/08 07:00,250,4,9999,,NIL,23,21,1012,89,NIL,,,,,,,,,
"['08:00', '24/08']",24/08 08:00,260,5,9999,,NIL,23,21,1012,89,NIL,,,,,,,,,
"['09:00', '24/08']",24/08 09:00,280,4,9999,,NIL,22,21,1013,94,NIL,,,,,,,,,
"['10:00', '24/08']",24/08 10:00,270,3,9000,,NIL,22,21,1013,94,NIL,,,,,,,,,
"['11:00', '24/08']",24/08 11:00,250,3,9000,,2,23,22,1014,94,NIL,,,,,,,,,
"['12:00', '24/08']",24/08 12:00,270,5,9999,,2,24,22,1014,89,NIL,,,,,,,,,
"['13:00', '24/08']",24/08 13:00,260,6,9999,,2,26,22,1015,79,NIL,,,,,,,,,
"['14:00', '24/08']",24/08 14:00,260,7,9999,,3,28,22,1015,70,NIL,,,,,,,,,
"['15:00', '24/08']",24/08 15:00,230,7,9999,,3,28,22,1015,70,NIL,,,,,,,,,
"['16:00', '24/08']",24/08 16:00,220,6,9999,,3,29,22,1014,66,NIL,,,,,,,,,
"['17:00', '24/08']",24/08 17:00,220,6,9999,,3,30,22,1013,62,NIL,,,,,,,,,
"['18:00', '24/08']",24/08 18:00,240,7,9999,,3,31,21,1012,55,NIL,,,,,,,,,
"['19:00', '24/08']",24/08 19:00,230,7,9999,,3,30,21,1011,59,230,,,,,,,,,
"['20:00', '24/08']",24/08 20:00,220,7,9999,,3,30,21,1011,59,NIL,,,,,,,,,
"['21:00', '24/08']",24/08 21:00,240,6,9999,,2,29,22,1011,66,NIL,,,,,,,,,
"['22:00', '24/08']",24/08 22:00,220,4,9999,,NIL,28,23,1011,74,NIL,,,,,,,,,
"['23:00', '24/08']",24/08 23:00,0,0,9999,,2,27,23,1012,79,NIL,,,,,,,,,
"['00:00', '25/08']",25/08 00:00,0,0,9999,,NIL,26,23,1012,84,NIL,,,,,,,,,
"['01:00', '25/08']",25/08 01:00,0,0,9999,,NIL,25,23,1012,89,,,,,,,,,NIL,
"['02:00', '25/08']",25/08 02:00,0,0,9999,,NIL,25,23,1013,89,,,,,,,,,NIL,
"['03:00', '25/08']",25/08 03:00,0,0,9999,,NIL,25,23,1013,89,,,,,,,,,NIL,
"['04:00', '25/08']",25/08 04:00,0,0,9999,,NIL,24,23,1013,94,,,,,,,,,NIL,
"['05:00', '25/08']",25/08 05:00,200,1,9999,,NIL,25,23,1012,89,,,,,,,,,NIL,
"['06:00', '25/08']",25/08 06:00,0,0,9999,,NIL,24,23,1011,94,,,,,,,,,NIL,
"['07:00', '25/08']",25/08 07:00,0,0,9999,,NIL,24,23,1011,94,,,,,,,,,NIL,
"['08:00', '25/08']",25/08 08:00,0,0,9999,,NIL,24,23,1011,94,,,,,,,,,NIL,
"['09:00', '25/08']",25/08 09:00,300,2,9999,,NIL,23,22,1011,94,,,,,,,,,NIL,
"['10:00', '25/08']",25/08 10:00,280,1,8000,,NIL,23,23,1012,100,,,,,,,,,NIL,
"['11:00', '25/08']",25/08 11:00,0,0,7000,,NIL,24,23,1012,94,,,,,,,,,NIL,
"['12:00', '25/08']",25/08 12:00,310,3,5000,,NIL,26,23,1013,84,,,,,,,,,1,
"['13:00', '25/08']",25/08 13:00,320,3,8000,,2,28,24,1013,79,,,,,,,,,NIL,
"['14:00', '25/08']",25/08 14:00,260,4,9999,,3,29,22,1013,66,,,,,,,,,NIL,
"['15:00', '25/08']",25/08 15:00,310,3,9999,,3,30,23,1013,66,,,,,,,,,NIL,
"['16:00', '25/08']",25/08 16:00,200,6,9999,,3,30,23,1012,66,,,,,,,,,NIL,
"['17:00', '25/08']",25/08 17:00,210,6,8000,,3,30,23,1011,66,,,,,,,,,NIL,
"['18:00', '25/08']",25/08 18:00,220,7,7000,,3,30,23,1010,66,,,,,,,,,NIL,
"['19:00', '25/08']",25/08 19:00,220,9,7000,,3,30,23,1009,66,,,,,,,,,NIL,
"['20:00', '25/08']",25/08 20:00,230,7,8000,,3,29,23,1009,70,,,,,,,,,NIL,
"['21:00', '25/08']",25/08 21:00,230,6,9000,,NIL,30,23,1009,66,,,,,,,,,NIL,
