validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,vis_setor,vis_setor_dir,chuva,teto,cobertura,tt,po,qnh,ur,trovoada,nevoa_umida,fumaca,vnt_rajada,vnt_vrb,chuvisco,pancada,nevoeiro
"['09:00', '19/07']",19/07 09:00,70,4,9999,,,,NIL,NIL,25,23,1011,89,,,,,,,,
"['10:00', '19/07']",19/07 10:00,90,5,9999,,,,NIL,NIL,25,23,1012,89,,,,,,,,
"['11:00', '19/07']",19/07 11:00,90,10,9999,,,,NIL,NIL,26,24,1012,89,,,,,,,,
"['12:00', '19/07']",19/07 12:00,80,10,9999,,,,NIL,2,28,23,1013,74,,,,,,,,
"['13:00', '19/07']",19/07 13:00,110,9,9999,,,,NIL,2,29,22,1013,66,,,,,,,,
"['14:00', '19/07']",19/07 14:00,130,8,9999,,,,NIL,2,30,22,1012,62,,,,,,,,
"['15:00', '19/07']",19/07 15:00,140,7,9999,,,,NIL,3,32,21,1012,52,,,,,,,,
"['16:00', '19/07']",19/07 16:00,130,10,9999,,,,4000,5,32,20,1011,49,,,,,,,,
"['17:00', '19/07']",19/07 17:00,160,10,9999,,,,NIL,3,32,21,1010,52,,,,,,,,
"['18:00', '19/07']",19/07 18:00,120,8,9999,,,,NIL,3,32,22,1010,56,,,,,,,,
"['19:00', '19/07']",19/07 19:00,150,9,9999,,,,NIL,3,32,21,1009,52,,,,,,,,
"['20:00', '19/07']",19/07 20:00,180,4,9999,,,,NIL,3,32,22,1009,56,,,,,,,,
"['21:00', '19/07']",19/07 21:00,130,5,9999,,,,NIL,3,31,22,1010,59,,,,,,,,
"['22:00', '19/07']",19/07 22:00,100,3,9999,,,,NIL,3,30,21,1010,59,,,,,,,,
"['23:00', '19/07']",19/07 23:00,30,7,9999,,,,NIL,3,28,24,1011,79,,,,,,,,
"['00:00', '20/07']",20/07 00:00,50,10,9999,,,,10000,5,28,24,1012,79,,,,,,,,
"['01:00', '20/07']",20/07 01:00,80,15,9999,,,NIL,9000,5,26,23,1013,84,NIL,,,NIL,,,,
"['02:00', '20/07']",20/07 02:00,140,9,5000,,,1,9000,5,24,23,1013,94,NIL,,,NIL,,,,
"['03:00', '20/07']",20/07 03:00,0,0,9999,,,NIL,9000,5,24,24,1013,100,NIL,,,NIL,,,,
"['04:00', '20/07']",20/07 04:00,80,4,9999,,,NIL,3000,5,24,24,1013,100,NIL,,,NIL,,,,
"['05:00', '20/07']",20/07 05:00,70,3,8000,,,1,3000,5,24,23,1012,94,NIL,,,NIL,,,,
"['06:00', '20/07']",20/07 06:00,80,3,8000,,,1,3000,5,24,23,1012,94,NIL,,,NIL,,,,
"['07:00', '20/07']",20/07 07:00,120,2,9999,,,NIL,3000,5,24,23,1012,94,NIL,,,NIL,,,,
"['08:00', '20/07']",20/07 08:00,110,2,9999,,,NIL,2500,5,24,23,1011,94,NIL,,,NIL,,,,
"['09:00', '20/07']",20/07 09:00,110,3,9999,,,NIL,NIL,3,25,23,1011,89,NIL,,,NIL,,,,
"['10:00', '20/07']",20/07 10:00,80,4,9999,,,NIL,NIL,2,25,23,1011,89,NIL,,,NIL,,,,
"['11:00', '20/07']",20/07 11:00,100,5,9999,,,NIL,NIL,NIL,26,24,1012,89,NIL,,,NIL,,,,
"['12:00', '20/07']",20/07 12:00,100,13,9999,,,NIL,NIL,2,27,24,1012,84,NIL,,,NIL,,,,
"['13:00', '20/07']",20/07 13:00,110,10,9999,,,NIL,NIL,2,29,23,1012,70,NIL,,,NIL,,,,
"['14:00', '20/07']",20/07 14:00,110,8,9999,,,NIL,NIL,3,30,23,1012,66,NIL,,,NIL,,,,
"['15:00', '20/07']",20/07 15:00,100,6,9999,,,NIL,NIL,3,31,23,1010,63,NIL,,,NIL,,,,
"['16:00', '20/07']",20/07 16:00,140,6,9999,,,NIL,3400,5,31,23,1009,63,NIL,,,NIL,,,,
"['17:00', '20/07']",20/07 17:00,150,6,9999,,,NIL,3500,5,32,22,1011,56,NIL,,,NIL,,,,
"['18:00', '20/07']",20/07 18:00,130,9,9999,,,NIL,NIL,3,31,22,1010,59,NIL,,,NIL,,,,
"['19:00', '20/07']",20/07 19:00,130,6,9999,,,NIL,NIL,3,31,22,1009,59,NIL,,,NIL,,,,
"['20:00', '20/07']",20/07 20:00,150,4,9999,,,NIL,10000,5,31,23,1009,63,NIL,,,NIL,,,,
"['20:31', '20/07']",20/07 20:31,140,15,6000,,,1,3500,5,25,22,1010,83,1,,,NIL,,,,
"['20:42', '20/07']",20/07 20:42,190,15,7000,,,1,3300,5,24,22,1010,89,1,,,27,,,,
"['21:00', '20/07']",20/07 21:00,210,8,9999,,,NIL,5000,5,24,22,1010,89,1,,,NIL,,,,
"['22:00', '20/07']",20/07 22:00,350,5,9999,,,1,7100,5,25,23,1010,89,NIL,,,NIL,,,,
"['22:22', '20/07']",20/07 22:22,80,12,4000,,,1,2000,5,24,23,1011,94,1,,,NIL,,,,
"['23:00', '20/07']",20/07 23:00,20,5,8000,,,1,8000,5,23,22,1011,94,1,,,NIL,,,,
"['00:00', '21/07']",21/07 00:00,80,4,9999,,,NIL,7000,5,23,22,1012,94,NIL,,,NIL,,,,
"['01:00', '21/07']",21/07 01:00,100,5,9999,,,NIL,NIL,3,24,23,1013,94,NIL,,,NIL,NIL,,,
"['02:00', '21/07']",21/07 02:00,120,7,9999,,,NIL,NIL,3,24,23,1013,94,NIL,,,NIL,NIL,,,
"['03:00', '21/07']",21/07 03:00,140,4,9999,,,NIL,NIL,3,24,23,1013,94,NIL,,,NIL,NIL,,,
"['04:00', '21/07']",21/07 04:00,150,4,9999,,,NIL,NIL,2,24,23,1012,94,NIL,,,NIL,NIL,,,
"['05:00', '21/07']",21/07 05:00,160,3,9999,,,NIL,NIL,NIL,24,23,1011,94,NIL,,,NIL,NIL,,,
"['06:00', '21/07']",21/07 06:00,130,2,9999,,,NIL,NIL,NIL,24,23,1011,94,NIL,,,NIL,NIL,,,
"['07:00', '21/07']",21/07 07:00,90,2,9999,,,NIL,NIL,NIL,23,23,1010,100,NIL,,,NIL,NIL,,,
"['08:00', '21/07']",21/07 08:00,90,1,9999,,,NIL,NIL,NIL,23,23,1010,100,NIL,,,NIL,NIL,,,
"['09:00', '21/07']",21/07 09:00,80,1,9000,,,NIL,NIL,NIL,23,23,1011,100,NIL,,,NIL,NIL,,,
"['10:00', '21/07']",21/07 10:00,110,2,9999,,,NIL,NIL,NIL,24,23,1011,94,NIL,,,NIL,NIL,,,
"['11:00', '21/07']",21/07 11:00,70,7,9999,,,NIL,NIL,NIL,26,23,1011,84,NIL,,,NIL,NIL,,,
"['12:00', '21/07']",21/07 12:00,80,9,9999,,,NIL,8000,5,27,23,1012,79,NIL,,,NIL,NIL,,,
"['13:00', '21/07']",21/07 13:00,100,8,9999,,,NIL,NIL,3,29,23,1012,70,NIL,,,NIL,NIL,,,
"['14:00', '21/07']",21/07 14:00,120,9,9999,,,NIL,10000,5,30,23,1012,66,NIL,,,NIL,NIL,,,
"['15:00', '21/07']",21/07 15:00,120,8,9999,,,NIL,NIL,3,31,23,1012,63,NIL,,,NIL,120,,,
"['16:00', '21/07']",21/07 16:00,140,8,9999,,,NIL,3000,5,31,24,1011,66,NIL,,,NIL,NIL,,,
"['17:00', '21/07']",21/07 17:00,150,7,9999,,,NIL,3500,5,32,23,1010,59,NIL,,,NIL,NIL,,,
"['18:00', '21/07']",21/07 18:00,150,7,9999,,,NIL,4000,5,32,22,1009,56,NIL,,,NIL,NIL,,,
"['19:00', '21/07']",21/07 19:00,140,6,9999,,,1,4000,5,31,23,1009,63,NIL,,,NIL,NIL,,,
"['19:05', '21/07']",21/07 19:05,140,10,2000,,,1,3000,5,29,22,1009,66,1,,,27,NIL,,,
"['20:00', '21/07']",21/07 20:00,50,6,9999,,,NIL,10000,5,24,22,1009,89,1,,,NIL,NIL,,,
"['21:00', '21/07']",21/07 21:00,180,3,9999,,,NIL,10000,5,24,23,1010,94,NIL,,,NIL,NIL,,,
"['22:00', '21/07']",21/07 22:00,120,4,9999,,,NIL,10000,5,25,23,1010,89,NIL,,,NIL,NIL,,,
"['23:00', '21/07']",21/07 23:00,80,2,9999,,,NIL,NIL,3,24,23,1011,94,NIL,,,NIL,NIL,,,
"['00:00', '22/07']",22/07 00:00,90,3,9999,,,NIL,10000,5,24,23,1012,94,NIL,,,NIL,NIL,,,
"['01:00', '22/07']",22/07 01:00,120,2,9999,,,,NIL,3,24,23,1012,94,,,,,,,,
"['02:00', '22/07']",22/07 02:00,80,4,9999,,,,NIL,3,24,23,1012,94,,,,,,,,
"['03:00', '22/07']",22/07 03:00,70,4,9999,,,,10000,5,24,23,1012,94,,,,,,,,
"['04:00', '22/07']",22/07 04:00,80,5,9999,,,,NIL,NIL,24,23,1012,94,,,,,,,,
"['05:00', '22/07']",22/07 05:00,90,4,9999,,,,10000,5,24,23,1011,94,,,,,,,,
"['06:00', '22/07']",22/07 06:00,90,6,9000,,,,NIL,NIL,24,23,1010,94,,,,,,,,
"['07:00', '22/07']",22/07 07:00,80,6,9000,,,,NIL,NIL,25,23,1010,89,,,,,,,,
"['08:00', '22/07']",22/07 08:00,90,8,7000,,,,NIL,NIL,24,23,1009,94,,,,,,,,
"['09:00', '22/07']",22/07 09:00,90,7,7000,,,,NIL,NIL,24,23,1010,94,,,,,,,,
"['10:00', '22/07']",22/07 10:00,100,3,9999,,,,NIL,NIL,24,23,1010,94,,,,,,,,
"['11:00', '22/07']",22/07 11:00,90,3,9999,,,,NIL,NIL,25,23,1011,89,,,,,,,,
"['12:00', '22/07']",22/07 12:00,100,3,9999,,,,NIL,NIL,26,24,1011,89,,,,,,,,
"['13:00', '22/07']",22/07 13:00,90,6,9999,,,,NIL,NIL,28,24,1012,79,,,,,,,,
"['14:00', '22/07']",22/07 14:00,90,7,9999,,,,NIL,NIL,30,23,1012,66,,,,,,,,
"['15:00', '22/07']",22/07 15:00,100,6,9999,,,,NIL,3,31,23,1011,63,,,,,,,,
"['16:00', '22/07']",22/07 16:00,100,5,9999,,,,NIL,3,32,22,1011,56,,,,,,,,
"['17:00', '22/07']",22/07 17:00,140,7,9999,,,,4000,5,31,22,1010,59,,,,,,,,
"['18:00', '22/07']",22/07 18:00,130,5,9999,,,,NIL,3,32,22,1009,56,,,,,,,,
"['19:00', '22/07']",22/07 19:00,160,5,9999,,,,NIL,3,30,22,1009,62,,,,,,,,
"['20:00', '22/07']",22/07 20:00,300,5,9999,,,,NIL,3,28,24,1009,79,,,,,,,,
"['21:00', '22/07']",22/07 21:00,20,5,9999,,,,NIL,3,28,24,1010,79,,,,,,,,
"['22:00', '22/07']",22/07 22:00,40,6,9999,,,,NIL,3,26,23,1010,84,,,,,,,,
"['23:00', '22/07']",22/07 23:00,60,6,9999,,,,10000,5,26,23,1011,84,,,,,,,,
"['00:00', '23/07']",23/07 00:00,70,8,9999,,,,NIL,NIL,26,23,1012,84,,,,,,,,
"['01:00', '23/07']",23/07 01:00,70,8,9999,,,,,NIL,26,23,1012,84,,,,,,,,
"['02:00', '23/07']",23/07 02:00,80,8,9999,,,,,NIL,25,23,1013,89,,,,,,,,
"['03:00', '23/07']",23/07 03:00,80,8,9999,,,,,NIL,26,23,1012,84,,,,,,,,
"['04:00', '23/07']",23/07 04:00,90,7,9999,,,,,NIL,25,23,1012,89,,,,,,,,
"['05:00', '23/07']",23/07 05:00,90,6,9999,,,,,NIL,25,23,1012,89,,,,,,,,
"['06:00', '23/07']",23/07 06:00,100,7,9999,,,,,NIL,25,23,1011,89,,,,,,,,
"['07:00', '23/07']",23/07 07:00,100,5,9999,,,,,NIL,25,23,1011,89,,,,,,,,
"['08:00', '23/07']",23/07 08:00,110,7,9999,,,,,NIL,25,23,1011,89,,,,,,,,
"['09:00', '23/07']",23/07 09:00,90,6,9999,,,,,NIL,25,23,1011,89,,,,,,,,
"['10:00', '23/07']",23/07 10:00,90,7,9999,,,,,NIL,25,23,1011,89,,,,,,,,
"['11:00', '23/07']",23/07 11:00,100,9,9999,,,,,2,26,23,1012,84,,,,,,,,
"['12:00', '23/07']",23/07 12:00,90,9,9999,,,,,2,28,22,1012,70,,,,,,,,
"['13:00', '23/07']",23/07 13:00,110,9,9999,,,,,NIL,30,22,1013,62,,,,,,,,
"['14:00', '23/07']",23/07 14:00,140,7,9999,,,,,2,31,22,1012,59,,,,,,,,
"['15:00', '23/07']",23/07 15:00,140,11,9999,,,,,3,32,21,1012,52,,,,,,,,
"['16:00', '23/07']",23/07 16:00,130,10,9999,,,,,3,31,22,1011,59,,,,,,,,
"['17:00', '23/07']",23/07 17:00,150,10,9999,,,,,3,32,21,1011,52,,,,,,,,
"['18:00', '23/07']",23/07 18:00,120,10,9999,,,,,3,31,21,1010,55,,,,,,,,
"['19:00', '23/07']",23/07 19:00,140,7,9999,,,,,3,32,22,1009,56,,,,,,,,
"['20:00', '23/07']",23/07 20:00,140,7,9999,,,,,3,31,21,1010,55,,,,,,,,
"['21:00', '23/07']",23/07 21:00,130,6,9999,,,,,3,30,22,1010,62,,,,,,,,
"['22:00', '23/07']",23/07 22:00,120,3,9999,,,,,3,29,22,1010,66,,,,,,,,
"['23:00', '23/07']",23/07 23:00,100,3,9999,,,,,3,28,23,1011,74,,,,,,,,
"['00:00', '24/07']",24/07 00:00,70,9,9999,,,,,3,27,24,1012,84,,,,,,,,
"['01:00', '24/07']",24/07 01:00,70,10,9999,,,NIL,10000,5,27,23,1013,79,,,,,,,,
"['02:00', '24/07']",24/07 02:00,80,8,9999,,,NIL,NIL,3,26,23,1013,84,,,,,,,,
"['03:00', '24/07']",24/07 03:00,80,8,9999,,,NIL,NIL,NIL,26,23,1013,84,,,,,,,,
"['04:00', '24/07']",24/07 04:00,90,8,9999,,,NIL,NIL,NIL,26,23,1013,84,,,,,,,,
"['05:00', '24/07']",24/07 05:00,100,7,9999,,,NIL,NIL,NIL,26,23,1012,84,,,,,,,,
"['06:00', '24/07']",24/07 06:00,90,6,9999,,,NIL,NIL,NIL,25,23,1011,89,,,,,,,,
"['07:00', '24/07']",24/07 07:00,90,6,9999,,,NIL,NIL,NIL,25,23,1011,89,,,,,,,,
"['08:00', '24/07']",24/07 08:00,90,6,9999,,,NIL,NIL,NIL,25,23,1011,89,,,,,,,,
"['09:00', '24/07']",24/07 09:00,100,5,9999,,,NIL,NIL,2,25,23,1011,89,,,,,,,,
"['10:00', '24/07']",24/07 10:00,110,6,9999,,,NIL,NIL,2,25,23,1011,89,,,,,,,,
"['11:00', '24/07']",24/07 11:00,100,9,9999,,,NIL,NIL,NIL,27,24,1012,84,,,,,,,,
"['12:00', '24/07']",24/07 12:00,110,10,9999,,,NIL,NIL,3,29,24,1012,74,,,,,,,,
"['13:00', '24/07']",24/07 13:00,110,10,9999,,,NIL,NIL,3,30,24,1013,70,,,,,,,,
"['14:00', '24/07']",24/07 14:00,120,9,9999,,,NIL,NIL,3,30,23,1013,66,,,,,,,,
"['15:00', '24/07']",24/07 15:00,140,7,9999,,,NIL,NIL,3,31,22,1012,59,,,,,,,,
"['16:00', '24/07']",24/07 16:00,150,9,9999,,,NIL,4000,5,32,22,1011,56,,,,,,,,
"['17:00', '24/07']",24/07 17:00,140,9,9999,,,NIL,NIL,3,32,22,1010,56,,,,,,,,
"['18:00', '24/07']",24/07 18:00,140,8,9999,,,NIL,4000,5,32,23,1010,59,,,,,,,,
"['19:00', '24/07']",24/07 19:00,150,7,9999,,,NIL,4000,5,32,22,1009,56,,,,,,,,
"['20:00', '24/07']",24/07 20:00,160,6,9999,,,NIL,4000,5,32,22,1009,56,,,,,,,,
"['21:00', '24/07']",24/07 21:00,30,6,9999,,,NIL,4000,5,28,23,1010,74,,,,,,,,
"['21:18', '24/07']",24/07 21:18,70,9,4000,,,1,3000,5,25,24,1010,94,,,,,,,,
"['22:00', '24/07']",24/07 22:00,90,5,9999,,,NIL,3000,5,25,24,1010,94,,,,,,,,
"['23:00', '24/07']",24/07 23:00,50,4,9999,,,NIL,NIL,3,26,24,1011,89,,,,,,,,
"['00:00', '25/07']",25/07 00:00,70,7,9999,,,NIL,NIL,NIL,25,24,1012,94,,,,,,,,
"['01:00', '25/07']",25/07 01:00,70,3,9999,,,,,NIL,25,24,1012,94,,,,,,,,
"['02:00', '25/07']",25/07 02:00,80,6,9999,,,,,NIL,26,23,1013,84,,,,,,,,
"['03:00', '25/07']",25/07 03:00,90,7,9999,,,,,NIL,25,23,1013,89,,,,,,,,
"['04:00', '25/07']",25/07 04:00,90,8,9999,,,,,2,25,23,1013,89,,,,,,,,
"['05:00', '25/07']",25/07 05:00,90,9,9999,,,,,2,25,23,1012,89,,,,,,,,
"['06:00', '25/07']",25/07 06:00,100,8,9999,,,,,NIL,25,23,1012,89,,,,,,,,
"['07:00', '25/07']",25/07 07:00,120,8,9999,,,,,NIL,25,23,1012,89,,,,,,,,
"['08:00', '25/07']",25/07 08:00,120,6,8000,,,,,NIL,24,23,1012,94,,,,,,,,
"['09:00', '25/07']",25/07 09:00,110,6,7000,,,,,3,24,23,1013,94,,,,,,,,
"['10:00', '25/07']",25/07 10:00,110,7,9000,,,,,3,24,23,1013,94,,,,,,,,
"['11:00', '25/07']",25/07 11:00,100,9,9999,,,,,NIL,26,24,1013,89,,,,,,,,
"['12:00', '25/07']",25/07 12:00,100,10,9999,,,,,NIL,28,24,1014,79,,,,,,,,
"['13:00', '25/07']",25/07 13:00,10,6,9999,,,,,2,30,23,1014,66,,,,,,,,
"['14:00', '25/07']",25/07 14:00,110,6,9999,,,,,2,31,23,1014,63,,,,,,,,
"['15:00', '25/07']",25/07 15:00,160,4,9999,,,,,3,32,22,1013,56,,,,,,,,
"['16:00', '25/07']",25/07 16:00,150,8,9999,,,,,3,32,21,1012,52,,,,,,,,
"['17:00', '25/07']",25/07 17:00,150,9,9999,,,,,3,33,20,1012,46,,,,,,,,
"['18:00', '25/07']",25/07 18:00,170,8,9999,,,,,3,32,20,1011,49,,,,,,,,
"['19:00', '25/07']",25/07 19:00,170,8,9999,,,,,3,32,21,1011,52,,,,,,,,
"['20:00', '25/07']",25/07 20:00,150,9,9999,,,,,3,32,20,1011,49,,,,,,,,
"['21:00', '25/07']",25/07 21:00,140,6,9999,,,,,2,31,21,1011,55,,,,,,,,
"['22:00', '25/07']",25/07 22:00,120,4,9999,,,,,2,30,21,1011,59,,,,,,,,
"['23:00', '25/07']",25/07 23:00,100,4,9999,,,,,NIL,29,22,1012,66,,,,,,,,
"['00:00', '26/07']",26/07 00:00,60,8,9999,,,,,3,28,24,1013,79,,,,,,,,
"['01:00', '26/07']",26/07 01:00,70,7,9999,,,,NIL,3,27,24,1013,84,,,,,,,,
"['02:00', '26/07']",26/07 02:00,70,8,9999,,,,NIL,3,27,23,1014,79,,,,,,,,
"['03:00', '26/07']",26/07 03:00,80,8,9999,,,,NIL,3,26,23,1014,84,,,,,,,,
"['04:00', '26/07']",26/07 04:00,80,6,9999,,,,4000,5,27,23,1013,79,,,,,,,,
"['05:00', '26/07']",26/07 05:00,100,6,9999,,,,NIL,3,26,23,1012,84,,,,,,,,
"['06:00', '26/07']",26/07 06:00,120,6,9999,,,,NIL,2,26,23,1012,84,,,,,,,,
"['07:00', '26/07']",26/07 07:00,90,4,9999,,,,NIL,NIL,25,23,1012,89,,,,,,,,
"['08:00', '26/07']",26/07 08:00,90,5,9999,,,,NIL,NIL,25,23,1012,89,,,,,,,,
"['09:00', '26/07']",26/07 09:00,80,5,9999,,,,NIL,NIL,25,23,1012,89,,,,,,,,
"['10:00', '26/07']",26/07 10:00,80,4,9999,,,,NIL,NIL,25,23,1013,89,,,,,,,,
"['11:00', '26/07']",26/07 11:00,90,5,9999,,,,NIL,NIL,27,24,1014,84,,,,,,,,
"['12:00', '26/07']",26/07 12:00,90,6,9999,,,,NIL,2,29,23,1014,70,,,,,,,,
"['13:00', '26/07']",26/07 13:00,90,3,9999,,,,NIL,3,30,22,1014,62,,,,,,,,
"['14:00', '26/07']",26/07 14:00,90,3,9999,,,,NIL,3,32,22,1014,56,,,,,,,,
"['15:00', '26/07']",26/07 15:00,130,4,9999,,,,NIL,3,32,21,1013,52,,,,,,,,
"['16:00', '26/07']",26/07 16:00,160,7,9999,,,,NIL,3,32,21,1013,52,,,,,,,,
"['17:00', '26/07']",26/07 17:00,140,7,9999,,,,NIL,3,33,21,1012,49,,,,,,,,
"['18:00', '26/07']",26/07 18:00,150,8,9999,,,,NIL,3,32,20,1011,49,,,,,,,,
"['19:00', '26/07']",26/07 19:00,140,8,9999,,,,NIL,3,32,20,1010,49,,,,,,,,
"['20:00', '26/07']",26/07 20:00,150,8,9999,,,,NIL,2,32,20,1010,49,,,,,,,,
"['21:00', '26/07']",26/07 21:00,140,6,9999,,,,NIL,2,31,21,1010,55,,,,,,,,
"['22:00', '26/07']",26/07 22:00,120,2,9999,,,,NIL,NIL,30,21,1011,59,,,,,,,,
"['23:00', '26/07']",26/07 23:00,100,3,9999,,,,NIL,NIL,29,22,1012,66,,,,,,,,
"['00:00', '27/07']",27/07 00:00,80,2,9999,,,,NIL,NIL,28,23,1013,74,,,,,,,,
"['01:00', '27/07']",27/07 01:00,50,3,9999,,,,,NIL,27,23,1013,79,,,,,NIL,,,
"['02:00', '27/07']",27/07 02:00,70,6,9999,,,,,NIL,26,24,1014,89,,,,,NIL,,,
"['03:00', '27/07']",27/07 03:00,70,6,9999,,,,,NIL,26,24,1013,89,,,,,NIL,,,
"['04:00', '27/07']",27/07 04:00,80,7,9999,,,,,NIL,26,24,1013,89,,,,,NIL,,,
"['05:00', '27/07']",27/07 05:00,90,5,9999,,,,,NIL,26,24,1012,89,,,,,NIL,,,
"['06:00', '27/07']",27/07 06:00,90,6,9999,,,,,NIL,25,24,1012,94,,,,,NIL,,,
"['07:00', '27/07']",27/07 07:00,90,5,9999,,,,,NIL,25,24,1012,94,,,,,NIL,,,
"['08:00', '27/07']",27/07 08:00,100,3,9999,,,,,NIL,25,23,1012,89,,,,,NIL,,,
"['09:00', '27/07']",27/07 09:00,90,6,9999,,,,,NIL,25,24,1012,94,,,,,NIL,,,
"['10:00', '27/07']",27/07 10:00,100,4,9999,,,,,NIL,25,24,1013,94,,,,,NIL,,,
"['11:00', '27/07']",27/07 11:00,120,5,9999,,,,,NIL,27,23,1013,79,,,,,115,,,
