validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,vis_setor,vis_setor_dir,chuva,teto,cobertura,tt,po,qnh,ur,trovoada,nevoa_umida,fumaca,vnt_rajada,vnt_vrb,chuvisco,pancada,nevoeiro
"['00:00', '31/01']",31/01 00:00,120,8,2000,,,1,1400,8,23,23,1014,100,1,,,NIL,,,,
"['01:00', '31/01']",31/01 01:00,100,8,5000,,,1,2500,5,23,23,1014,100,,,,,,,,
"['02:00', '31/01']",31/01 02:00,80,4,5000,,,1,2500,5,23,22,1013,94,,,,,,,,
"['03:00', '31/01']",31/01 03:00,60,7,9999,,,1,2500,5,23,23,1013,100,,,,,,,,
"['04:00', '31/01']",31/01 04:00,60,4,9999,,,1,3000,5,23,22,1013,94,,,,,,,,
"['05:00', '31/01']",31/01 05:00,60,5,9999,,,1,3000,5,23,22,1011,94,,,,,,,,
"['06:00', '31/01']",31/01 06:00,110,4,9999,,,NIL,10000,5,23,23,1011,100,,,,,,,,
"['07:00', '31/01']",31/01 07:00,100,4,9999,,,NIL,10000,5,23,23,1011,100,,,,,,,,
"['08:00', '31/01']",31/01 08:00,80,5,9999,,,NIL,10000,5,23,23,1012,100,,,,,,,,
"['09:00', '31/01']",31/01 09:00,90,5,9999,,,NIL,2000,5,23,23,1012,100,,,,,,,,
"['10:00', '31/01']",31/01 10:00,110,3,9999,,,NIL,10000,5,24,23,1012,94,,,,,,,,
"['11:00', '31/01']",31/01 11:00,60,4,9000,,,NIL,NIL,NIL,24,23,1013,94,,,,,,,,
"['12:00', '31/01']",31/01 12:00,80,4,9999,,,NIL,10000,8,25,23,1014,89,,,,,,,,
"['13:00', '31/01']",31/01 13:00,70,8,9999,,,NIL,NIL,3,26,24,1015,89,,,,,,,,
"['14:00', '31/01']",31/01 14:00,90,9,9999,,,NIL,10000,5,29,24,1015,74,,,,,,,,
"['15:00', '31/01']",31/01 15:00,60,9,9999,,,NIL,2300,5,29,24,1015,74,,,,,,,,
"['16:00', '31/01']",31/01 16:00,70,10,9999,,,NIL,10000,5,29,24,1014,74,,,,,,,,
"['17:00', '31/01']",31/01 17:00,40,10,9999,,,NIL,10000,8,28,24,1013,79,,,,,,,,
"['18:00', '31/01']",31/01 18:00,90,8,9999,,,NIL,10000,5,29,24,1012,74,,,,,,,,
"['19:00', '31/01']",31/01 19:00,10,6,9999,,,NIL,2000,5,28,24,1011,79,,,,,,,,
"['20:00', '31/01']",31/01 20:00,40,13,9999,,,1,1500,5,25,23,1012,89,,,,,,,,
"['21:00', '31/01']",31/01 21:00,60,11,9999,,,NIL,2500,5,25,23,1012,89,,,,,,,,
"['22:00', '31/01']",31/01 22:00,50,5,9999,,,NIL,2000,5,25,23,1012,89,,,,,,,,
"['23:00', '31/01']",31/01 23:00,90,2,9999,,,NIL,10000,5,25,23,1013,89,,,,,,,,
"['00:00', '01/02']",01/02 00:00,80,5,9999,,,NIL,10000,5,25,23,1014,89,,,,,,,,
"['01:00', '01/02']",01/02 01:00,80,3,9999,,,,NIL,3,25,23,1014,89,,,,,,,,
"['02:00', '01/02']",01/02 02:00,80,5,9999,,,,NIL,NIL,25,23,1015,89,,,,,,,,
"['03:00', '01/02']",01/02 03:00,50,4,9000,,,,NIL,NIL,25,23,1015,89,,,,,,,,
"['04:00', '01/02']",01/02 04:00,140,5,9000,,,,NIL,NIL,25,24,1014,94,,,,,,,,
"['05:00', '01/02']",01/02 05:00,90,4,7000,,,,10000,5,25,24,1013,94,,,,,,,,
"['06:00', '01/02']",01/02 06:00,90,5,8000,,,,NIL,3,25,24,1013,94,,,,,,,,
"['07:00', '01/02']",01/02 07:00,130,4,9000,,,,NIL,NIL,25,24,1013,94,,,,,,,,
"['08:00', '01/02']",01/02 08:00,110,5,9000,,,,NIL,3,24,24,1013,100,,,,,,,,
"['09:00', '01/02']",01/02 09:00,110,4,8000,,,,NIL,3,24,23,1013,94,,,,,,,,
"['10:00', '01/02']",01/02 10:00,110,4,9000,,,,10000,5,24,23,1014,94,,,,,,,,
"['11:00', '01/02']",01/02 11:00,120,3,9999,,,,10000,5,25,24,1015,94,,,,,,,,
"['12:00', '01/02']",01/02 12:00,70,5,9999,,,,10000,5,26,24,1014,89,,,,,,,,
"['13:00', '01/02']",01/02 13:00,50,8,9999,,,,NIL,3,28,24,1015,79,,,,,,,,
"['14:00', '01/02']",01/02 14:00,50,9,9999,,,,NIL,3,29,23,1014,70,,,,,,,,
"['15:00', '01/02']",01/02 15:00,60,9,9999,,,,NIL,3,31,24,1013,66,,,,,,,,
"['16:00', '01/02']",01/02 16:00,350,12,9999,,,,2700,5,29,25,1013,79,,,,,,,,
"['17:00', '01/02']",01/02 17:00,360,13,9999,,,,NIL,3,30,24,1012,70,,,,,,,,
"['18:00', '01/02']",01/02 18:00,360,14,9999,,,,NIL,3,29,24,1011,74,,,,,,,,
"['19:00', '01/02']",01/02 19:00,360,13,9999,,,,NIL,3,29,24,1011,74,,,,,,,,
"['20:00', '01/02']",01/02 20:00,10,11,9999,,,,NIL,3,29,24,1010,74,,,,,,,,
"['21:00', '01/02']",01/02 21:00,20,10,9999,,,,10000,5,28,24,1011,79,,,,,,,,
"['22:00', '01/02']",01/02 22:00,20,3,9999,,,,2000,5,27,24,1011,84,,,,,,,,
"['23:00', '01/02']",01/02 23:00,30,7,9999,,,,NIL,3,27,24,1011,84,,,,,,,,
"['00:00', '02/02']",02/02 00:00,20,5,9999,,,,NIL,3,27,24,1012,84,,,,,,,,
"['01:00', '02/02']",02/02 01:00,40,5,9000,,,NIL,NIL,NIL,27,24,1013,84,,,,,,,,
"['02:00', '02/02']",02/02 02:00,70,4,9000,,,NIL,5000,5,26,24,1013,89,,,,,,,,
"['03:00', '02/02']",02/02 03:00,60,4,9000,,,NIL,NIL,NIL,26,24,1012,89,,,,,,,,
"['04:00', '02/02']",02/02 04:00,40,6,9999,,,NIL,NIL,NIL,26,24,1012,89,,,,,,,,
"['05:00', '02/02']",02/02 05:00,50,5,9999,,,NIL,NIL,NIL,26,24,1011,89,,,,,,,,
"['06:00', '02/02']",02/02 06:00,80,4,9999,,,NIL,NIL,NIL,25,24,1011,94,,,,,,,,
"['07:00', '02/02']",02/02 07:00,80,3,9999,,,NIL,NIL,NIL,25,24,1011,94,,,,,,,,
"['08:00', '02/02']",02/02 08:00,60,5,9999,,,NIL,NIL,NIL,25,24,1011,94,,,,,,,,
"['09:00', '02/02']",02/02 09:00,90,3,9000,,,NIL,NIL,2,24,24,1012,100,,,,,,,,
"['10:00', '02/02']",02/02 10:00,80,2,7000,,,NIL,NIL,2,25,24,1012,94,,,,,,,,
"['11:00', '02/02']",02/02 11:00,70,6,9999,,,NIL,NIL,2,27,25,1013,89,,,,,,,,
"['12:00', '02/02']",02/02 12:00,80,7,9999,,,NIL,1700,5,28,25,1014,84,,,,,,,,
"['13:00', '02/02']",02/02 13:00,60,7,9999,,,NIL,2000,5,29,24,1014,74,,,,,,,,
"['14:00', '02/02']",02/02 14:00,70,7,9999,,,NIL,2500,5,30,24,1014,70,,,,,,,,
"['15:00', '02/02']",02/02 15:00,340,7,9999,,,NIL,2500,5,28,25,1013,84,,,,,,,,
"['16:00', '02/02']",02/02 16:00,350,3,9999,,,NIL,NIL,3,28,25,1012,84,,,,,,,,
"['17:00', '02/02']",02/02 17:00,350,11,9999,,,NIL,2300,5,29,25,1011,79,,,,,,,,
"['18:00', '02/02']",02/02 18:00,10,11,9999,,,NIL,2300,5,28,25,1011,84,,,,,,,,
"['19:00', '02/02']",02/02 19:00,10,9,9999,,,NIL,2300,5,28,25,1011,84,,,,,,,,
"['20:00', '02/02']",02/02 20:00,40,6,9999,,,NIL,NIL,3,28,25,1011,84,,,,,,,,
"['21:00', '02/02']",02/02 21:00,20,8,9999,,,NIL,1700,5,28,25,1011,84,,,,,,,,
"['22:00', '02/02']",02/02 22:00,40,7,9999,,,NIL,1700,5,27,25,1011,89,,,,,,,,
"['23:00', '02/02']",02/02 23:00,50,6,9999,,,NIL,7000,5,26,25,1012,94,,,,,,,,
"['00:00', '03/02']",03/02 00:00,80,7,9999,,,NIL,7000,5,26,24,1013,89,,,,,,,,
"['00:20', '03/02']",03/02 00:20,150,8,4000,,,1,1000,5,24,23,1013,94,,,,,,,,
"['01:00', '03/02']",03/02 01:00,60,6,5000,,,1,1500,8,23,23,1013,100,,,,,,,,
"['02:00', '03/02']",03/02 02:00,170,2,9999,,,NIL,10000,5,24,23,IL,94,,,,,,,,
"['03:00', '03/02']",03/02 03:00,110,2,9999,,,NIL,NIL,3,24,23,1013,94,,,,,,,,
"['04:00', '03/02']",03/02 04:00,100,3,9999,,,NIL,NIL,3,24,24,1013,100,,,,,,,,
"['05:00', '03/02']",03/02 05:00,90,3,9999,,,NIL,NIL,NIL,24,23,1012,94,,,,,,,,
"['06:00', '03/02']",03/02 06:00,160,2,9999,,,NIL,NIL,NIL,24,23,1012,94,,,,,,,,
"['07:00', '03/02']",03/02 07:00,100,2,9999,,,NIL,NIL,NIL,24,23,1011,94,,,,,,,,
"['08:00', '03/02']",03/02 08:00,130,2,9999,,,NIL,NIL,NIL,24,23,1011,94,,,,,,,,
"['09:00', '03/02']",03/02 09:00,60,4,9999,,,NIL,NIL,3,25,24,1012,94,,,,,,,,
"['10:00', '03/02']",03/02 10:00,50,3,9999,,,NIL,NIL,3,25,24,1013,94,,,,,,,,
"['11:00', '03/02']",03/02 11:00,50,6,9999,,,NIL,NIL,3,26,25,1013,94,,,,,,,,
"['12:00', '03/02']",03/02 12:00,60,8,9999,,,NIL,NIL,3,28,25,1014,84,,,,,,,,
"['13:00', '03/02']",03/02 13:00,60,10,9999,,,NIL,NIL,3,28,24,1014,79,,,,,,,,
"['14:00', '03/02']",03/02 14:00,70,8,9999,,,NIL,2500,5,29,24,1014,74,,,,,,,,
"['15:00', '03/02']",03/02 15:00,40,4,9999,,,NIL,3000,5,30,25,1014,75,,,,,,,,
"['16:00', '03/02']",03/02 16:00,360,10,9999,,,NIL,2000,5,29,25,1013,79,,,,,,,,
"['16:15', '03/02']",03/02 16:15,360,12,3000,,,1,2000,5,27,25,1013,89,,,,,,,,
"['16:22', '03/02']",03/02 16:22,80,14,1200,,,1,2000,5,25,23,1013,89,,,,,,,,
"['17:00', '03/02']",03/02 17:00,230,5,9999,,,1,2000,5,25,24,1012,94,,,,,,,,
"['17:43', '03/02']",03/02 17:43,100,15,2500,,,1,1700,5,26,23,1012,84,,,,,,,,
"['18:00', '03/02']",03/02 18:00,30,6,5000,,,1,1800,5,24,23,1011,94,,,,,,,,
"['19:00', '03/02']",03/02 19:00,20,8,9999,,,NIL,8000,5,26,23,1011,84,,,,,,,,
"['19:38', '03/02']",03/02 19:38,20,6,4000,,,1,1500,5,27,25,1011,89,,,,,,,,
"['20:00', '03/02']",03/02 20:00,10,6,9999,,,NIL,8000,5,27,25,1010,89,,,,,,,,
"['21:00', '03/02']",03/02 21:00,30,7,9999,,,NIL,10000,5,27,25,1011,89,,,,,,,,
"['22:00', '03/02']",03/02 22:00,30,7,9999,,,NIL,10000,5,27,25,1011,89,,,,,,,,
"['23:00', '03/02']",03/02 23:00,40,6,9999,,,NIL,NIL,NIL,26,24,1012,89,,,,,,,,
"['00:00', '04/02']",04/02 00:00,40,5,9999,,,NIL,NIL,NIL,26,24,1013,89,,,,,,,,
"['01:00', '04/02']",04/02 01:00,40,5,9999,NIL,NIL,NIL,NIL,NIL,26,24,1014,89,,,,,,,,
"['02:00', '04/02']",04/02 02:00,40,5,9999,NIL,NIL,NIL,NIL,NIL,26,24,1013,89,,,,,,,,
"['03:00', '04/02']",04/02 03:00,80,3,9999,NIL,NIL,NIL,NIL,NIL,25,24,1013,94,,,,,,,,
"['04:00', '04/02']",04/02 04:00,60,3,9999,NIL,NIL,NIL,NIL,NIL,25,24,1013,94,,,,,,,,
"['05:00', '04/02']",04/02 05:00,60,4,9999,NIL,NIL,NIL,NIL,NIL,25,24,1013,94,,,,,,,,
"['06:00', '04/02']",04/02 06:00,50,2,9999,NIL,NIL,NIL,NIL,NIL,25,24,1012,94,,,,,,,,
"['07:00', '04/02']",04/02 07:00,70,3,9999,NIL,NIL,NIL,NIL,NIL,25,24,1012,94,,,,,,,,
"['08:00', '04/02']",04/02 08:00,80,3,9999,NIL,NIL,NIL,NIL,3,25,24,1012,94,,,,,,,,
"['09:00', '04/02']",04/02 09:00,120,3,9999,NIL,NIL,NIL,7000,5,24,23,1012,94,,,,,,,,
"['10:00', '04/02']",04/02 10:00,110,3,9999,NIL,NIL,NIL,7000,5,24,24,1012,100,,,,,,,,
"['11:00', '04/02']",04/02 11:00,0,0,9999,NIL,NIL,NIL,10000,5,25,24,1014,94,,,,,,,,
"['11:32', '04/02']",04/02 11:32,70,3,4000,NIL,NIL,1,2000,5,25,24,1014,94,,,,,,,,
"['12:00', '04/02']",04/02 12:00,40,7,9999,NIL,NIL,1,10000,5,25,24,1014,94,,,,,,,,
"['13:00', '04/02']",04/02 13:00,70,6,9999,NIL,NIL,NIL,10000,5,25,24,1015,94,,,,,,,,
"['14:00', '04/02']",04/02 14:00,60,8,9999,NIL,NIL,NIL,10000,5,27,24,1015,84,,,,,,,,
"['15:00', '04/02']",04/02 15:00,30,7,9999,NIL,NIL,NIL,10000,5,27,23,1014,79,,,,,,,,
"['16:00', '04/02']",04/02 16:00,40,7,9999,NIL,NIL,NIL,10000,5,27,24,1013,84,,,,,,,,
"['17:00', '04/02']",04/02 17:00,360,9,9999,NIL,NIL,NIL,10000,5,27,24,1012,84,,,,,,,,
"['18:00', '04/02']",04/02 18:00,10,10,9999,NIL,NIL,NIL,10000,8,27,24,1012,84,,,,,,,,
"['19:00', '04/02']",04/02 19:00,10,6,8000,4000,270,NIL,10000,8,24,23,1011,94,,,,,,,,
"['20:00', '04/02']",04/02 20:00,50,6,9999,NIL,NIL,NIL,NIL,3,25,23,1011,89,,,,,,,,
"['21:00', '04/02']",04/02 21:00,20,5,9999,NIL,NIL,NIL,NIL,3,25,23,1011,89,,,,,,,,
"['22:00', '04/02']",04/02 22:00,40,6,9999,NIL,NIL,NIL,NIL,3,25,24,1011,94,,,,,,,,
"['23:00', '04/02']",04/02 23:00,30,5,9999,NIL,NIL,NIL,NIL,3,26,24,1012,89,,,,,,,,
"['00:00', '05/02']",05/02 00:00,100,5,2000,NIL,NIL,1,500,8,25,24,1014,94,,,,,,,,
"['00:18', '05/02']",05/02 00:18,360,4,9999,NIL,NIL,1,10000,5,25,24,1014,94,,,,,,,,
"['01:00', '05/02']",05/02 01:00,80,3,9999,,,NIL,2000,5,25,24,1014,94,,,,NIL,,,,
"['01:10', '05/02']",05/02 01:10,60,8,4000,,,1,1500,5,24,23,1014,94,,,,20,,,,
"['01:30', '05/02']",05/02 01:30,70,13,9999,,,NIL,1500,5,24,23,1014,94,,,,NIL,,,,
"['02:00', '05/02']",05/02 02:00,80,9,9000,,,1,1700,5,24,23,1014,94,,,,NIL,,,,
"['03:00', '05/02']",05/02 03:00,50,6,9999,,,NIL,1700,5,23,23,1014,100,,,,NIL,,,,
"['04:00', '05/02']",05/02 04:00,80,5,9999,,,NIL,10000,5,23,23,1013,100,,,,NIL,,,,
"['05:00', '05/02']",05/02 05:00,40,4,9999,,,NIL,10000,5,23,23,1013,100,,,,NIL,,,,
"['06:00', '05/02']",05/02 06:00,10,3,9999,,,NIL,10000,5,23,23,1012,100,,,,NIL,,,,
"['07:00', '05/02']",05/02 07:00,80,4,9999,,,NIL,NIL,3,23,23,1012,100,,,,NIL,,,,
"['08:00', '05/02']",05/02 08:00,0,0,9999,,,NIL,NIL,NIL,23,23,1011,100,,,,NIL,,,,
"['09:00', '05/02']",05/02 09:00,140,4,9999,,,NIL,NIL,3,23,23,1012,100,,,,NIL,,,,
"['10:00', '05/02']",05/02 10:00,130,3,9999,,,NIL,10000,5,23,23,1013,100,,,,NIL,,,,
"['11:00', '05/02']",05/02 11:00,160,3,9000,,,NIL,10000,5,24,23,1014,94,,,,NIL,,,,
"['12:00', '05/02']",05/02 12:00,130,3,9000,,,NIL,10000,5,25,24,1014,94,,,,NIL,,,,
"['13:00', '05/02']",05/02 13:00,90,2,8000,,,NIL,2000,5,27,24,1015,84,,,,NIL,,,,
"['14:00', '05/02']",05/02 14:00,140,5,9000,,,NIL,1400,5,27,24,1014,84,,,,NIL,,,,
"['15:00', '05/02']",05/02 15:00,280,4,9999,,,NIL,2000,5,28,24,1014,79,,,,NIL,,,,
"['16:00', '05/02']",05/02 16:00,330,5,9999,,,NIL,10000,5,29,24,1013,74,,,,NIL,,,,
"['17:00', '05/02']",05/02 17:00,350,6,9999,,,NIL,10000,5,29,23,1012,70,,,,NIL,,,,
"['17:30', '05/02']",05/02 17:30,40,15,2000,,,1,1700,5,25,22,1012,83,,,,NIL,,,,
"['18:00', '05/02']",05/02 18:00,350,6,9000,,,1,2000,5,24,23,1011,94,,,,NIL,,,,
"['19:00', '05/02']",05/02 19:00,90,4,9999,,,NIL,NIL,3,27,23,1010,79,,,,NIL,,,,
"['20:00', '05/02']",05/02 20:00,40,8,9999,,,NIL,1900,5,28,24,1010,79,,,,NIL,,,,
"['21:00', '05/02']",05/02 21:00,50,8,9999,,,NIL,1900,5,27,23,1011,79,,,,NIL,,,,
"['22:00', '05/02']",05/02 22:00,60,7,9999,,,NIL,10000,5,27,24,1011,84,,,,NIL,,,,
"['22:28', '05/02']",05/02 22:28,120,11,4000,,,1,1000,5,24,22,1012,89,,,,NIL,,,,
"['23:00', '05/02']",05/02 23:00,110,11,4000,,,1,1000,8,23,22,1012,94,,,,NIL,,,,
"['23:12', '05/02']",05/02 23:12,90,9,9999,,,NIL,2500,5,23,22,1012,94,,,,NIL,,,,
"['00:00', '06/02']",06/02 00:00,80,12,9000,,,1,1500,5,23,22,1013,94,,,,NIL,,,,
"['01:00', '06/02']",06/02 01:00,120,5,9999,,,1,7000,5,23,22,1014,94,,,,,,,,
"['02:00', '06/02']",06/02 02:00,130,4,9999,,,NIL,7000,5,23,22,1013,94,,,,,,,,
"['03:00', '06/02']",06/02 03:00,120,6,9999,,,NIL,1500,5,23,22,1013,94,,,,,,,,
"['04:00', '06/02']",06/02 04:00,120,7,9999,,,NIL,10000,5,23,22,1013,94,,,,,,,,
"['05:00', '06/02']",06/02 05:00,120,5,9999,,,NIL,7000,5,23,22,1012,94,,,,,,,,
"['06:00', '06/02']",06/02 06:00,140,6,9999,,,NIL,10000,5,23,23,1012,100,,,,,,,,
"['07:00', '06/02']",06/02 07:00,140,5,9999,,,NIL,10000,5,23,22,1011,94,,,,,,,,
"['08:00', '06/02']",06/02 08:00,140,9,9999,,,NIL,2000,5,23,22,1012,94,,,,,,,,
"['09:00', '06/02']",06/02 09:00,90,7,7000,,,1,800,8,23,22,1012,94,,,,,,,,
"['10:00', '06/02']",06/02 10:00,100,3,5000,,,1,1200,5,23,22,1012,94,,,,,,,,
"['11:00', '06/02']",06/02 11:00,160,3,9999,,,NIL,7000,5,23,23,1013,100,,,,,,,,
"['12:00', '06/02']",06/02 12:00,150,5,9999,,,NIL,7000,5,25,23,1014,89,,,,,,,,
"['13:00', '06/02']",06/02 13:00,160,5,9999,,,NIL,NIL,3,27,23,1014,79,,,,,,,,
"['14:00', '06/02']",06/02 14:00,110,2,9999,,,NIL,1500,5,28,23,1014,74,,,,,,,,
"['15:00', '06/02']",06/02 15:00,250,3,9999,,,NIL,2000,5,28,24,1013,79,,,,,,,,
"['16:00', '06/02']",06/02 16:00,320,5,9999,,,NIL,2000,5,27,24,1012,84,,,,,,,,
"['17:00', '06/02']",06/02 17:00,70,4,9999,,,NIL,2000,5,28,24,1011,79,,,,,,,,
"['18:00', '06/02']",06/02 18:00,10,7,5000,,,1,1900,5,26,24,1011,89,,,,,,,,
"['19:00', '06/02']",06/02 19:00,350,8,9999,,,NIL,3000,5,27,24,1010,84,,,,,,,,
"['20:00', '06/02']",06/02 20:00,10,11,9999,,,NIL,2000,5,27,24,1010,84,,,,,,,,
"['20:23', '06/02']",06/02 20:23,40,10,1000,,,1,1700,5,25,24,1010,94,,,,,,,,
"['21:00', '06/02']",06/02 21:00,40,5,4500,,,1,600,5,25,24,1010,94,,,,,,,,
"['22:00', '06/02']",06/02 22:00,20,4,9000,,,NIL,1800,5,25,24,1011,94,,,,,,,,
"['23:00', '06/02']",06/02 23:00,40,7,9999,,,1,900,5,25,24,1012,94,,,,,,,,
"['23:35', '06/02']",06/02 23:35,70,4,6000,,,1,1700,5,24,24,1012,100,,,,,,,,
"['00:00', '07/02']",07/02 00:00,80,3,9000,,,1,1100,5,24,24,1012,100,,,,,,,,
"['01:00', '07/02']",07/02 01:00,70,5,9000,,,NIL,10000,5,24,23,1012,94,,,,NIL,,,,
"['02:00', '07/02']",07/02 02:00,80,4,9000,,,NIL,7000,5,24,23,1013,94,,,,NIL,,,,
"['03:00', '07/02']",07/02 03:00,60,3,9000,,,NIL,NIL,NIL,24,23,1012,94,,,,NIL,,,,
"['04:00', '07/02']",07/02 04:00,40,2,9000,,,NIL,NIL,NIL,24,23,1012,94,,,,NIL,,,,
"['05:00', '07/02']",07/02 05:00,40,2,9000,,,NIL,5000,5,24,23,1011,94,,,,NIL,,,,
"['06:00', '07/02']",07/02 06:00,20,4,9000,,,NIL,10000,5,25,24,1010,94,,,,NIL,,,,
"['07:00', '07/02']",07/02 07:00,100,3,9000,,,NIL,5000,5,24,23,1010,94,,,,NIL,,,,
"['08:00', '07/02']",07/02 08:00,90,3,9000,,,NIL,5000,5,24,24,1010,100,,,,NIL,,,,
"['09:00', '07/02']",07/02 09:00,350,1,9000,,,NIL,10000,5,24,24,1010,100,,,,NIL,,,,
"['10:00', '07/02']",07/02 10:00,40,7,9999,,,NIL,600,5,24,23,1011,94,,,,NIL,,,,
"['11:00', '07/02']",07/02 11:00,30,3,9999,,,NIL,10000,5,24,22,1012,89,,,,NIL,,,,
"['12:00', '07/02']",07/02 12:00,40,5,9999,,,NIL,NIL,3,26,22,1012,79,,,,NIL,,,,
"['13:00', '07/02']",07/02 13:00,60,3,9999,,,NIL,10000,5,27,22,1012,74,,,,NIL,,,,
"['14:00', '07/02']",07/02 14:00,320,5,9999,,,NIL,2300,5,27,23,1012,79,,,,NIL,,,,
"['15:00', '07/02']",07/02 15:00,330,5,9999,,,NIL,1800,5,27,23,1012,79,,,,NIL,,,,
"['16:00', '07/02']",07/02 16:00,360,8,9999,,,NIL,1800,5,27,24,1011,84,,,,NIL,,,,
"['17:00', '07/02']",07/02 17:00,360,9,9999,,,NIL,NIL,3,28,23,1010,74,,,,NIL,,,,
"['18:00', '07/02']",07/02 18:00,360,12,9999,,,NIL,1700,5,28,23,1009,74,,,,NIL,,,,
"['18:10', '07/02']",07/02 18:10,40,15,4000,,,1,1300,5,26,23,1009,84,,,,25,,,,
"['18:20', '07/02']",07/02 18:20,40,15,4000,,,1,1300,5,26,23,1009,84,,,,25,,,,
"['18:35', '07/02']",07/02 18:35,50,15,2000,,,1,1000,5,24,23,1009,94,,,,NIL,,,,
"['19:00', '07/02']",07/02 19:00,40,10,4000,,,1,700,5,24,23,1009,94,,,,NIL,,,,
"['19:20', '07/02']",07/02 19:20,60,12,8000,,,1,1700,5,24,24,1009,100,,,,NIL,,,,
"['20:00', '07/02']",07/02 20:00,60,12,9999,,,NIL,7000,5,24,23,1009,94,,,,NIL,,,,
"['21:00', '07/02']",07/02 21:00,70,9,9999,,,NIL,7000,5,24,23,1010,94,,,,NIL,,,,
"['22:00', '07/02']",07/02 22:00,70,9,9999,,,NIL,800,5,24,23,1010,94,,,,NIL,,,,
"['23:00', '07/02']",07/02 23:00,80,3,9999,,,NIL,900,5,24,23,1010,94,,,,NIL,,,,
"['00:00', '08/02']",08/02 00:00,100,3,9999,,,NIL,NIL,3,24,23,1011,94,,,,NIL,,,,
"['01:00', '08/02']",08/02 01:00,40,2,9999,NIL,NIL,NIL,NIL,3,24,23,1011,94,,NIL,,,,,,
"['02:00', '08/02']",08/02 02:00,50,2,9999,NIL,NIL,NIL,NIL,3,24,23,1012,94,,NIL,,,,,,
"['03:00', '08/02']",08/02 03:00,70,2,9999,NIL,NIL,NIL,NIL,3,24,23,1012,94,,NIL,,,,,,
"['04:00', '08/02']",08/02 04:00,90,2,9999,NIL,NIL,NIL,10000,5,24,23,1011,94,,NIL,,,,,,
"['05:00', '08/02']",08/02 05:00,80,3,9999,NIL,NIL,NIL,10000,5,24,23,1010,94,,NIL,,,,,,
"['06:00', '08/02']",08/02 06:00,90,3,9999,NIL,NIL,NIL,NIL,3,24,24,1009,100,,NIL,,,,,,
"['07:00', '08/02']",08/02 07:00,70,4,9999,NIL,NIL,NIL,NIL,3,24,23,1009,94,,NIL,,,,,,
"['08:00', '08/02']",08/02 08:00,90,4,9999,NIL,NIL,NIL,NIL,3,24,23,1009,94,,NIL,,,,,,
"['08:26', '08/02']",08/02 08:26,110,6,2000,NIL,NIL,1,600,5,23,23,1010,100,,NIL,,,,,,
"['09:00', '08/02']",08/02 09:00,130,7,5000,NIL,NIL,1,1700,5,23,23,1011,100,,NIL,,,,,,
"['09:26', '08/02']",08/02 09:26,120,6,4500,NIL,NIL,1,1700,5,23,22,1011,94,,NIL,,,,,,
"['10:00', '08/02']",08/02 10:00,110,5,4000,NIL,NIL,1,1500,8,23,22,1011,94,,1,,,,,,
"['11:00', '08/02']",08/02 11:00,110,4,5000,NIL,NIL,1,1200,8,23,23,1012,100,,NIL,,,,,,
"['12:00', '08/02']",08/02 12:00,110,4,5000,NIL,NIL,1,1200,5,24,23,1013,94,,NIL,,,,,,
"['13:00', '08/02']",08/02 13:00,80,5,5000,2000,315,1,700,8,24,23,1013,94,,NIL,,,,,,
"['14:00', '08/02']",08/02 14:00,110,3,5000,NIL,NIL,1,700,5,25,24,1013,94,,NIL,,,,,,
"['15:00', '08/02']",08/02 15:00,210,3,7000,NIL,NIL,1,1200,5,25,24,1013,94,,NIL,,,,,,
"['16:00', '08/02']",08/02 16:00,280,4,9999,NIL,NIL,1,1000,5,25,24,1012,94,,NIL,,,,,,
"['17:00', '08/02']",08/02 17:00,280,4,9999,NIL,NIL,NIL,2000,5,26,24,1012,89,,NIL,,,,,,
"['18:00', '08/02']",08/02 18:00,310,3,9999,NIL,NIL,1,2500,5,26,24,1010,89,,NIL,,,,,,
"['19:00', '08/02']",08/02 19:00,260,2,9999,NIL,NIL,1,2700,5,26,24,1010,89,,NIL,,,,,,
"['20:00', '08/02']",08/02 20:00,40,4,9999,NIL,NIL,1,2300,5,26,24,1010,89,,NIL,,,,,,
"['21:00', '08/02']",08/02 21:00,40,6,9000,NIL,NIL,NIL,2500,5,25,24,1011,94,,NIL,,,,,,
"['22:00', '08/02']",08/02 22:00,70,11,8000,NIL,NIL,NIL,3000,5,24,23,1011,94,,NIL,,,,,,
"['23:00', '08/02']",08/02 23:00,70,8,5000,NIL,NIL,NIL,1700,5,23,23,1012,100,,1,,,,,,
"['00:00', '09/02']",09/02 00:00,40,6,9999,NIL,NIL,NIL,8000,5,24,23,1013,94,,NIL,,,,,,
"['01:00', '09/02']",09/02 01:00,40,4,9999,,,NIL,10000,5,24,23,1013,94,NIL,,,,,,NIL,
"['02:00', '09/02']",09/02 02:00,100,3,9999,,,NIL,1500,5,24,23,1014,94,NIL,,,,,,NIL,
"['03:00', '09/02']",09/02 03:00,50,2,9999,,,NIL,1700,5,24,23,1014,94,NIL,,,,,,NIL,
"['04:00', '09/02']",09/02 04:00,70,3,9999,,,NIL,1500,5,24,23,1013,94,NIL,,,,,,NIL,
"['05:00', '09/02']",09/02 05:00,60,3,9999,,,NIL,1700,5,24,23,1013,94,NIL,,,,,,NIL,
