validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vis_setor,vis_setor_dir,nevoeiro,nevoa_umida,chuvisco,pancada,vnt_vrb,fumaca
"['11:00', '28/07']",28/07 11:00,130,2,,9999,,,,,14,09,1018,72,,,,,,,NIL,
"['12:00', '28/07']",28/07 12:00,150,2,,9999,,,,,17,10,1018,63,,,,,,,NIL,
"['13:00', '28/07']",28/07 13:00,170,3,,9999,,,,,21,09,1019,46,,,,,,,NIL,
"['14:00', '28/07']",28/07 14:00,170,8,,9999,,,,,26,09,1018,34,,,,,,,NIL,
"['15:00', '28/07']",28/07 15:00,320,12,,9999,,,,,27,09,1017,32,,,,,,,NIL,
"['16:00', '28/07']",28/07 16:00,270,16,,9999,,,,,28,09,1017,30,,,,,,,NIL,
"['17:00', '28/07']",28/07 17:00,250,14,,9999,,,,,28,09,1016,30,,,,,,,NIL,
"['18:00', '28/07']",28/07 18:00,280,11,,9999,,,,,29,09,1015,29,,,,,,,270,
"['19:00', '28/07']",28/07 19:00,290,14,,9999,,,,,28,09,1015,30,,,,,,,NIL,
"['20:00', '28/07']",28/07 20:00,270,8,,9999,,,,,28,09,1015,30,,,,,,,NIL,
"['21:00', '28/07']",28/07 21:00,310,6,,9999,,,,,25,09,1015,36,,,,,,,NIL,
"['22:00', '28/07']",28/07 22:00,330,6,,9999,,,,,25,09,1015,36,,,,,,,NIL,
"['23:00', '28/07']",28/07 23:00,290,4,,9999,,,,,24,09,1016,38,,,,,,,NIL,
"['00:00', '29/07']",29/07 00:00,230,9,,9999,,,,,23,10,1017,44,,,,,,,NIL,
"['01:00', '29/07']",29/07 01:00,210,10,,9999,,,NIL,NIL,22,12,1018,53,,,,,,,NIL,
"['02:00', '29/07']",29/07 02:00,210,9,,9999,,,NIL,NIL,21,13,1018,60,,,,,,,NIL,
"['03:00', '29/07']",29/07 03:00,220,10,,9999,,,NIL,NIL,21,13,1018,60,,,,,,,NIL,
"['04:00', '29/07']",29/07 04:00,210,13,,9999,,,NIL,NIL,19,13,1019,68,,,,,,,NIL,
"['05:00', '29/07']",29/07 05:00,220,16,,9999,,,NIL,NIL,18,12,1019,68,,,,,,,NIL,
"['06:00', '29/07']",29/07 06:00,210,9,,9999,,,NIL,NIL,17,11,1019,68,,,,,,,NIL,
"['07:00', '29/07']",29/07 07:00,220,7,,9999,,,NIL,NIL,16,11,1019,72,,,,,,,NIL,
"['08:00', '29/07']",29/07 08:00,210,6,,9999,,,10000,5,16,10,1019,68,,,,,,,NIL,
"['09:00', '29/07']",29/07 09:00,210,6,,9999,,,10000,5,15,09,1020,67,,,,,,,NIL,
"['10:00', '29/07']",29/07 10:00,200,12,,9999,,,8000,5,15,04,1021,48,,,,,,,NIL,
"['11:00', '29/07']",29/07 11:00,210,9,,9999,,,NIL,NIL,14,05,1022,55,,,,,,,NIL,
"['12:00', '29/07']",29/07 12:00,220,7,,9999,,,NIL,NIL,15,05,1022,51,,,,,,,200,
"['13:00', '29/07']",29/07 13:00,200,9,,9999,,,NIL,NIL,16,04,1023,45,,,,,,,NIL,
"['14:00', '29/07']",29/07 14:00,210,11,,9999,,,NIL,NIL,17,02,1023,36,,,,,,,NIL,
"['15:00', '29/07']",29/07 15:00,210,8,,9999,,,NIL,NIL,19,04,1022,37,,,,,,,200,
"['16:00', '29/07']",29/07 16:00,240,7,,9999,,,NIL,NIL,21,03,1021,30,,,,,,,NIL,
"['17:00', '29/07']",29/07 17:00,220,3,,9999,,,NIL,NIL,23,-01,1020,20,,,,,,,NIL,
"['18:00', '29/07']",29/07 18:00,240,6,,9999,,,NIL,NIL,23,00,1020,22,,,,,,,NIL,
"['19:00', '29/07']",29/07 19:00,210,6,,9999,,,NIL,NIL,23,-02,1019,19,,,,,,,NIL,
"['20:00', '29/07']",29/07 20:00,250,8,,9999,,,NIL,NIL,22,03,1020,29,,,,,,,NIL,
"['21:00', '29/07']",29/07 21:00,230,6,,9999,,,NIL,NIL,19,-01,1021,26,,,,,,,NIL,
"['22:00', '29/07']",29/07 22:00,220,5,,9999,,,NIL,NIL,18,-01,1021,28,,,,,,,NIL,
"['23:00', '29/07']",29/07 23:00,210,2,,9999,,,NIL,NIL,17,-01,1021,29,,,,,,,NIL,
"['00:00', '30/07']",30/07 00:00,160,4,,9999,,,NIL,NIL,16,-01,1022,31,,,,,,,NIL,
"['01:00', '30/07']",30/07 01:00,180,4,,9999,,,,,16,-01,1022,31,,,,,,,,
"['02:00', '30/07']",30/07 02:00,160,4,,9999,,,,,14,-01,1022,36,,,,,,,,
"['03:00', '30/07']",30/07 03:00,170,2,,9999,,,,,12,-00,1022,44,,,,,,,,
"['04:00', '30/07']",30/07 04:00,140,3,,9999,,,,,12,00,1022,44,,,,,,,,
"['05:00', '30/07']",30/07 05:00,140,4,,9999,,,,,11,00,1022,47,,,,,,,,
"['06:00', '30/07']",30/07 06:00,110,9,,9999,,,,,11,03,1022,58,,,,,,,,
"['07:00', '30/07']",30/07 07:00,140,7,,9999,,,,,08,03,1022,71,,,,,,,,
"['08:00', '30/07']",30/07 08:00,150,3,,9999,,,,,09,02,1022,61,,,,,,,,
"['09:00', '30/07']",30/07 09:00,140,6,,9999,,,,,08,03,1023,71,,,,,,,,
"['10:00', '30/07']",30/07 10:00,130,7,,9000,,,,,08,03,1024,71,,,,,,,,
"['11:00', '30/07']",30/07 11:00,140,5,,9999,,,,,09,04,1025,71,,,,,,,,
"['12:00', '30/07']",30/07 12:00,140,8,,9999,,,,,13,05,1026,58,,,,,,,,
"['13:00', '30/07']",30/07 13:00,150,7,,9999,,,,,16,07,1026,55,,,,,,,,
"['14:00', '30/07']",30/07 14:00,120,5,,9999,,,,,18,08,1025,52,,,,,,,,
"['15:00', '30/07']",30/07 15:00,80,3,,9999,,,,,21,08,1024,43,,,,,,,,
"['16:00', '30/07']",30/07 16:00,360,2,,9999,,,,,22,06,1024,35,,,,,,,,
"['17:00', '30/07']",30/07 17:00,220,3,,9999,,,,,23,06,1022,33,,,,,,,,
"['18:00', '30/07']",30/07 18:00,210,6,,9999,,,,,24,05,1022,29,,,,,,,,
"['19:00', '30/07']",30/07 19:00,90,10,,9999,,,,,22,08,1022,41,,,,,,,,
"['20:00', '30/07']",30/07 20:00,90,14,,9999,,,,,20,09,1023,49,,,,,,,,
"['21:00', '30/07']",30/07 21:00,80,11,,9999,,,,,18,10,1023,60,,,,,,,,
"['22:00', '30/07']",30/07 22:00,100,11,,9999,,,,,17,10,1024,63,,,,,,,,
"['23:00', '30/07']",30/07 23:00,100,12,,9999,,,,,16,10,1025,68,,,,,,,,
"['00:00', '31/07']",31/07 00:00,110,10,,9999,,,,,15,10,1026,72,,,,,,,,
"['01:00', '31/07']",31/07 01:00,100,11,,9999,,,,NIL,14,10,1027,77,,,,,,,,
"['02:00', '31/07']",31/07 02:00,100,12,,9999,,,,NIL,14,10,1026,77,,,,,,,,
"['03:00', '31/07']",31/07 03:00,110,9,,9999,,,,NIL,14,10,1026,77,,,,,,,,
"['04:00', '31/07']",31/07 04:00,120,10,,9999,,,,NIL,13,10,1026,82,,,,,,,,
"['05:00', '31/07']",31/07 05:00,100,11,,9999,,,,NIL,13,10,1026,82,,,,,,,,
"['06:00', '31/07']",31/07 06:00,100,13,,9999,,,,NIL,13,10,1026,82,,,,,,,,
"['07:00', '31/07']",31/07 07:00,110,9,,9999,,,,NIL,13,10,1026,82,,,,,,,,
"['08:00', '31/07']",31/07 08:00,110,10,,9999,,,,2,12,09,1026,82,,,,,,,,
"['09:00', '31/07']",31/07 09:00,120,9,,9999,,,,NIL,12,09,1027,82,,,,,,,,
"['10:00', '31/07']",31/07 10:00,110,12,,9999,,,,NIL,12,09,1028,82,,,,,,,,
"['11:00', '31/07']",31/07 11:00,100,16,,9999,,,,2,14,09,1028,72,,,,,,,,
"['12:00', '31/07']",31/07 12:00,90,14,,9999,,,,2,15,09,1029,67,,,,,,,,
"['13:00', '31/07']",31/07 13:00,80,13,,9999,,,,2,17,10,1029,63,,,,,,,,
"['14:00', '31/07']",31/07 14:00,90,7,,9999,,,,2,18,10,1029,60,,,,,,,,
"['15:00', '31/07']",31/07 15:00,100,11,,9999,,,,2,18,09,1028,56,,,,,,,,
"['16:00', '31/07']",31/07 16:00,100,11,,9999,,,,2,20,09,1027,49,,,,,,,,
"['17:00', '31/07']",31/07 17:00,90,11,,9999,,,,2,20,09,1026,49,,,,,,,,
"['18:00', '31/07']",31/07 18:00,120,11,,9999,,,,NIL,20,09,1026,49,,,,,,,,
"['19:00', '31/07']",31/07 19:00,100,12,,9999,,,,NIL,20,08,1026,46,,,,,,,,
"['20:00', '31/07']",31/07 20:00,90,13,,9999,,,,NIL,19,08,1027,49,,,,,,,,
"['21:00', '31/07']",31/07 21:00,70,10,,9999,,,,NIL,17,08,1027,55,,,,,,,,
"['22:00', '31/07']",31/07 22:00,80,9,,9999,,,,NIL,16,08,1027,59,,,,,,,,
"['23:00', '31/07']",31/07 23:00,110,7,,9999,,,,NIL,16,08,1028,59,,,,,,,,
"['00:00', '01/08']",01/08 00:00,110,8,,9999,,,,NIL,15,08,1029,63,,,,,,,,
"['01:00', '01/08']",01/08 01:00,110,7,,9999,,,,,14,08,1029,67,,,,,,,,
"['02:00', '01/08']",01/08 02:00,90,5,,9999,,,,,14,08,1029,67,,,,,,,,
"['03:00', '01/08']",01/08 03:00,110,8,,9999,,,,,13,08,1029,72,,,,,,,,
"['04:00', '01/08']",01/08 04:00,100,11,,9999,,,,,13,08,1029,72,,,,,,,,
"['05:00', '01/08']",01/08 05:00,100,11,,9999,,,,,13,07,1029,67,,,,,,,,
"['06:00', '01/08']",01/08 06:00,100,12,,9999,,,,,13,07,1028,67,,,,,,,,
"['07:00', '01/08']",01/08 07:00,100,11,,9999,,,,,12,07,1028,71,,,,,,,,
"['08:00', '01/08']",01/08 08:00,100,9,,9999,,,,,12,07,1028,71,,,,,,,,
"['09:00', '01/08']",01/08 09:00,100,9,,9999,,,,,12,07,1029,71,,,,,,,,
"['10:00', '01/08']",01/08 10:00,110,8,,9999,,,,,12,07,1029,71,,,,,,,,
"['11:00', '01/08']",01/08 11:00,90,9,,9999,,,,,13,08,1030,72,,,,,,,,
"['12:00', '01/08']",01/08 12:00,100,6,,9999,,,,,15,08,1031,63,,,,,,,,
"['13:00', '01/08']",01/08 13:00,80,4,,9999,,,,,17,08,1031,55,,,,,,,,
"['14:00', '01/08']",01/08 14:00,90,4,,9999,,,,,19,08,1030,49,,,,,,,,
"['15:00', '01/08']",01/08 15:00,100,7,,9999,,,,,20,09,1029,49,,,,,,,,
"['16:00', '01/08']",01/08 16:00,110,10,,9999,,,,,20,09,1028,49,,,,,,,,
"['17:00', '01/08']",01/08 17:00,100,9,,9999,,,,,20,09,1028,49,,,,,,,,
"['18:00', '01/08']",01/08 18:00,100,9,,9999,,,,,20,08,1027,46,,,,,,,,
"['19:00', '01/08']",01/08 19:00,90,10,,9999,,,,,20,09,1027,49,,,,,,,,
"['20:00', '01/08']",01/08 20:00,100,11,,9999,,,,,18,09,1027,56,,,,,,,,
"['21:00', '01/08']",01/08 21:00,90,9,,9999,,,,,16,08,1028,59,,,,,,,,
"['22:00', '01/08']",01/08 22:00,70,8,,9999,,,,,15,08,1028,63,,,,,,,,
"['23:00', '01/08']",01/08 23:00,90,10,,9999,,,,,14,08,1029,67,,,,,,,,
"['00:00', '02/08']",02/08 00:00,100,9,,9999,,,,,14,08,1029,67,,,,,,,,
"['01:00', '02/08']",02/08 01:00,120,6,,9999,,,,,13,08,1029,72,,,,,,,NIL,
"['02:00', '02/08']",02/08 02:00,90,5,,9999,,,,,13,07,1029,67,,,,,,,NIL,
"['03:00', '02/08']",02/08 03:00,110,7,,9999,,,,,13,07,1029,67,,,,,,,NIL,
"['04:00', '02/08']",02/08 04:00,110,6,,9999,,,,,12,07,1028,71,,,,,,,NIL,
"['05:00', '02/08']",02/08 05:00,130,4,,9999,,,,,11,07,1027,76,,,,,,,NIL,
"['06:00', '02/08']",02/08 06:00,120,5,,9999,,,,,11,07,1027,76,,,,,,,NIL,
"['07:00', '02/08']",02/08 07:00,120,6,,9999,,,,,11,07,1027,76,,,,,,,NIL,
