validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,nevoa_umida,vnt_rajada,nevoeiro,vis_setor,vis_setor_dir,nevoa_seca,chuvisco
"['16:00', '07/03']",07/03 16:00,30,2,NIL,9999,NIL,NIL,1000,5,26,23,1011,84,NIL,,,,,,
"['17:00', '07/03']",07/03 17:00,VRB,2,NIL,9999,NIL,NIL,1000,5,26,22,1011,79,NIL,,,,,,
"['18:00', '07/03']",07/03 18:00,160,6,NIL,9999,NIL,NIL,10000,5,25,23,1010,89,NIL,,,,,,
"['19:00', '07/03']",07/03 19:00,160,6,NIL,8000,1,NIL,4000,5,25,23,1010,89,NIL,,,,,,
"['20:00', '07/03']",07/03 20:00,170,8,NIL,9999,NIL,NIL,4000,5,25,23,1010,89,NIL,,,,,,
"['21:00', '07/03']",07/03 21:00,170,5,NIL,9999,NIL,NIL,5000,5,25,22,1011,83,NIL,,,,,,
"['22:00', '07/03']",07/03 22:00,110,3,NIL,9999,1,NIL,10000,5,25,22,1011,83,NIL,,,,,,
"['23:00', '07/03']",07/03 23:00,130,3,NIL,9999,1,NIL,10000,5,25,22,1012,83,NIL,,,,,,
"['00:00', '08/03']",08/03 00:00,150,6,NIL,9999,NIL,NIL,4000,5,24,22,1012,89,NIL,,,,,,
"['01:00', '08/03']",08/03 01:00,160,5,NIL,9999,,,5000,5,24,23,1012,94,,,,,,,
"['02:00', '08/03']",08/03 02:00,170,4,NIL,9999,,,5000,5,24,22,1012,89,,,,,,,
"['08:50', '08/03']",08/03 08:50,160,3,NIL,9999,,,NIL,3,23,23,1011,100,,,,,,,
"['09:00', '08/03']",08/03 09:00,160,2,NIL,9999,,,NIL,3,23,23,1011,100,,,,,,,
"['10:00', '08/03']",08/03 10:00,VRB,2,NIL,9999,,,NIL,3,24,23,1012,94,,,,,,,
"['11:00', '08/03']",08/03 11:00,10,3,NIL,9999,,,7000,5,25,23,1012,89,,,,,,,
"['12:00', '08/03']",08/03 12:00,20,4,NIL,9999,,,10000,8,25,23,1013,89,,,,,,,
"['13:00', '08/03']",08/03 13:00,10,3,195,9999,,,10000,5,26,24,1012,89,,,,,,,
"['13:45', '08/03']",08/03 13:45,140,6,NIL,9999,,,10000,5,27,24,1012,84,,,,,,,
"['14:00', '08/03']",08/03 14:00,140,7,NIL,9999,,,10000,5,27,24,1012,84,,,,,,,
"['15:00', '08/03']",08/03 15:00,160,12,NIL,9999,,,NIL,3,26,23,1012,84,,,,,,,
"['16:00', '08/03']",08/03 16:00,150,11,NIL,9999,,,NIL,3,27,24,1011,84,,,,,,,
"['17:00', '08/03']",08/03 17:00,170,12,NIL,9999,,,NIL,3,26,22,1011,79,,,,,,,
"['18:00', '08/03']",08/03 18:00,170,12,NIL,9999,,,10000,5,26,22,1010,79,,,,,,,
"['19:00', '08/03']",08/03 19:00,160,12,NIL,9999,,,10000,5,26,22,1010,79,,,,,,,
"['20:00', '08/03']",08/03 20:00,160,10,NIL,9999,,,10000,5,25,23,1011,89,,,,,,,
"['21:00', '08/03']",08/03 21:00,150,7,NIL,9999,,,2500,5,25,23,1011,89,,,,,,,
"['22:00', '08/03']",08/03 22:00,150,5,150,9999,,,2500,5,25,23,1011,89,,,,,,,
"['23:00', '08/03']",08/03 23:00,180,4,NIL,9999,,,10000,5,25,23,1012,89,,,,,,,
"['00:00', '09/03']",09/03 00:00,170,3,NIL,9999,,,NIL,3,24,23,1012,94,,,,,,,
"['01:00', '09/03']",09/03 01:00,150,2,NIL,9999,,,NIL,3,24,23,1012,94,,,,,,,
"['02:00', '09/03']",09/03 02:00,0,0,NIL,9999,,,NIL,3,24,23,1012,94,,,,,,,
"['08:50', '09/03']",09/03 08:50,360,4,NIL,9999,,,10000,5,23,22,1010,94,,,,,,,
"['09:00', '09/03']",09/03 09:00,360,3,NIL,9999,,,10000,5,23,22,1010,94,,,,,,,
"['10:00', '09/03']",09/03 10:00,40,3,NIL,9999,,,NIL,3,24,23,1010,94,,,,,,,
"['11:00', '09/03']",09/03 11:00,VRB,2,NIL,9999,,,NIL,2,25,23,1011,89,,,,,,,
"['12:00', '09/03']",09/03 12:00,VRB,2,NIL,9999,,,NIL,2,26,23,1011,84,,,,,,,
"['13:00', '09/03']",09/03 13:00,120,3,105,9999,,,NIL,2,26,23,1011,84,,,,,,,
"['14:00', '09/03']",09/03 14:00,160,10,NIL,9999,,,NIL,2,26,23,1011,84,,,,,,,
"['15:00', '09/03']",09/03 15:00,150,10,NIL,9999,,,NIL,2,27,24,1011,84,,,,,,,
"['16:00', '09/03']",09/03 16:00,160,13,NIL,9999,,,NIL,2,27,23,1010,79,,,,,,,
"['17:00', '09/03']",09/03 17:00,160,12,NIL,9999,,,NIL,2,27,24,1008,84,,,,,,,
"['18:00', '09/03']",09/03 18:00,170,13,NIL,9999,,,NIL,2,27,23,1008,79,,,,,,,
"['19:00', '09/03']",09/03 19:00,170,12,NIL,9999,,,NIL,2,27,22,1007,74,,,,,,,
"['20:00', '09/03']",09/03 20:00,170,9,NIL,9999,,,NIL,2,27,21,1007,70,,,,,,,
"['21:00', '09/03']",09/03 21:00,130,8,NIL,9999,,,NIL,3,26,21,1008,74,,,,,,,
"['22:00', '09/03']",09/03 22:00,150,4,145,9999,,,NIL,3,26,22,1008,79,,,,,,,
"['23:00', '09/03']",09/03 23:00,110,7,NIL,9999,,,NIL,3,26,21,1009,74,,,,,,,
"['00:00', '10/03']",10/03 00:00,170,4,NIL,9999,,,NIL,3,25,22,1009,83,,,,,,,
"['01:00', '10/03']",10/03 01:00,80,7,80,9999,,,NIL,3,26,20,1009,70,,,,,,,
"['02:00', '10/03']",10/03 02:00,60,3,NIL,9999,,,NIL,3,25,21,1009,79,,,,,,,
"['08:50', '10/03']",10/03 08:50,330,1,NIL,9999,,,NIL,3,24,21,1008,83,,,,,,,
"['09:00', '10/03']",10/03 09:00,360,1,NIL,9999,,,NIL,3,24,21,1008,83,,,,,,,
"['10:00', '10/03']",10/03 10:00,30,4,NIL,9999,,,NIL,3,25,22,1008,83,,,,,,,
"['11:00', '10/03']",10/03 11:00,40,4,NIL,9999,,,NIL,2,26,23,1009,84,,,,,,,
"['12:00', '10/03']",10/03 12:00,100,3,NIL,9999,,,NIL,3,27,22,1009,74,,,,,,,
"['14:00', '10/03']",10/03 14:00,180,10,NIL,9999,,,NIL,3,28,22,1009,70,,,,,,,
"['15:00', '10/03']",10/03 15:00,170,13,NIL,9999,,,NIL,2,29,22,1009,66,,,,,,,
"['16:00', '10/03']",10/03 16:00,190,19,NIL,9999,,,NIL,3,28,22,1008,70,,,,,,,
"['17:00', '10/03']",10/03 17:00,190,20,NIL,9999,,,NIL,3,28,21,1008,66,,,,,,,
"['18:00', '10/03']",10/03 18:00,190,21,NIL,9999,,,NIL,3,26,20,1008,70,,,,,,,
"['19:00', '10/03']",10/03 19:00,180,18,NIL,9999,,,4000,5,26,21,1008,74,,,,,,,
"['20:00', '10/03']",10/03 20:00,180,15,NIL,9999,,,4500,5,25,21,1009,79,,,,,,,
"['21:00', '10/03']",10/03 21:00,180,12,NIL,9999,,,5000,5,25,21,1009,79,,,,,,,
"['22:00', '10/03']",10/03 22:00,190,9,NIL,9999,,,5000,5,25,20,1009,74,,,,,,,
"['23:00', '10/03']",10/03 23:00,190,6,190,9999,,,4000,5,25,21,1010,79,,,,,,,
"['00:00', '11/03']",11/03 00:00,170,5,NIL,9999,,,4000,5,25,21,1011,79,,,,,,,
"['01:00', '11/03']",11/03 01:00,130,5,,9999,,,4000,5,25,22,1011,83,,,,,,,
"['02:00', '11/03']",11/03 02:00,70,3,,9999,,,10000,5,25,22,1011,83,,,,,,,
"['08:50', '11/03']",11/03 08:50,100,2,,9999,,,10000,5,24,22,1010,89,,,,,,,
"['09:00', '11/03']",11/03 09:00,60,1,,9999,,,10000,5,24,22,1010,89,,,,,,,
"['10:00', '11/03']",11/03 10:00,80,2,,9999,,,NIL,3,24,22,1010,89,,,,,,,
"['12:00', '11/03']",11/03 12:00,10,6,,9999,,,NIL,2,25,23,1011,89,,,,,,,
"['13:00', '11/03']",11/03 13:00,330,6,,9999,,,NIL,2,26,23,1011,84,,,,,,,
"['14:00', '11/03']",11/03 14:00,320,5,,9999,,,NIL,2,28,22,1011,70,,,,,,,
"['15:00', '11/03']",11/03 15:00,150,9,,9999,,,NIL,NIL,27,23,1010,79,,,,,,,
"['16:00', '11/03']",11/03 16:00,160,14,,9999,,,NIL,NIL,27,23,1010,79,,,,,,,
"['17:00', '11/03']",11/03 17:00,170,15,,9999,,,NIL,2,27,23,1010,79,,,,,,,
"['18:00', '11/03']",11/03 18:00,170,15,,9999,,,NIL,2,27,23,1009,79,,,,,,,
"['19:00', '11/03']",11/03 19:00,170,15,,9999,,,NIL,3,26,24,1009,89,,,,,,,
"['20:00', '11/03']",11/03 20:00,190,12,,9999,,,NIL,3,26,23,1009,84,,,,,,,
"['21:00', '11/03']",11/03 21:00,190,11,,9999,,,10000,5,27,23,1009,79,,,,,,,
"['22:00', '11/03']",11/03 22:00,190,6,,9999,,,NIL,3,27,23,1010,79,,,,,,,
"['23:00', '11/03']",11/03 23:00,180,2,,9999,,,NIL,3,27,23,1010,79,,,,,,,
"['00:00', '12/03']",12/03 00:00,150,6,,9999,,,NIL,3,26,24,1011,89,,,,,,,
"['01:00', '12/03']",12/03 01:00,180,3,170,9999,,,10000,5,26,24,1012,89,,,,,,,
"['02:00', '12/03']",12/03 02:00,350,4,NIL,9999,,,10000,5,26,25,1012,94,,,,,,,
"['08:50', '12/03']",12/03 08:50,160,3,NIL,9999,,,NIL,3,24,24,1011,100,,,,,,,
"['09:00', '12/03']",12/03 09:00,150,3,NIL,9999,,,NIL,3,24,24,1011,100,,,,,,,
"['10:00', '12/03']",12/03 10:00,140,4,NIL,9999,,,NIL,3,25,25,1011,100,,,,,,,
"['11:00', '12/03']",12/03 11:00,150,4,NIL,9999,,,NIL,NIL,26,25,1012,94,,,,,,,
"['12:00', '12/03']",12/03 12:00,150,8,NIL,9999,,,NIL,3,26,25,1013,94,,,,,,,
"['13:00', '12/03']",12/03 13:00,140,10,NIL,9999,,,NIL,3,27,25,1013,89,,,,,,,
"['14:00', '12/03']",12/03 14:00,140,8,NIL,9999,,,10000,5,28,24,1013,79,,,,,,,
"['15:00', '12/03']",12/03 15:00,170,10,NIL,9999,,,10000,5,29,24,1012,74,,,,,,,
"['16:00', '12/03']",12/03 16:00,180,14,NIL,9999,,,NIL,3,30,24,1012,70,,,,,,,
"['17:00', '12/03']",12/03 17:00,190,17,NIL,9999,,,NIL,3,30,25,1011,75,,,,,,,
"['18:00', '12/03']",12/03 18:00,190,18,NIL,9999,,,NIL,2,29,24,1011,74,,,,,,,
"['19:00', '12/03']",12/03 19:00,160,13,NIL,9999,,,NIL,3,28,23,1011,74,,,,,,,
"['20:00', '12/03']",12/03 20:00,170,10,NIL,9999,,,NIL,3,27,24,1011,84,,,,,,,
"['21:00', '12/03']",12/03 21:00,170,9,NIL,9999,,,NIL,3,27,24,1012,84,,,,,,,
"['22:00', '12/03']",12/03 22:00,160,9,NIL,9999,,,1300,5,26,24,1012,89,,,,,,,
"['23:00', '12/03']",12/03 23:00,170,9,NIL,9999,,,1500,5,26,24,1013,89,,,,,,,
"['23:15', '12/03']",12/03 23:15,170,7,NIL,9999,,,5000,5,26,24,1013,89,,,,,,,
"['00:00', '13/03']",13/03 00:00,160,5,NIL,9999,,,5000,5,26,24,1013,89,,,,,,,
"['01:00', '13/03']",13/03 01:00,160,4,,9999,,,NIL,2,26,24,1014,89,,,,,,,
"['02:00', '13/03']",13/03 02:00,140,3,,9999,,,NIL,2,25,25,1014,100,,,,,,,
"['08:50', '13/03']",13/03 08:50,110,2,,8000,,,800,5,24,24,1013,100,,,,,,,
"['09:00', '13/03']",13/03 09:00,VRB,2,,7000,,,800,5,24,24,1013,100,,,,,,,
"['10:00', '13/03']",13/03 10:00,20,8,,8000,,,800,5,25,25,1013,100,,,,,,,
"['11:00', '13/03']",13/03 11:00,340,5,,7000,,,800,5,26,25,1014,94,,,,,,,
"['11:40', '13/03']",13/03 11:40,30,4,,8000,,,NIL,3,26,25,1014,94,,,,,,,
"['12:00', '13/03']",13/03 12:00,60,4,,8000,,,NIL,2,27,25,1014,89,,,,,,,
"['13:00', '13/03']",13/03 13:00,160,5,,8000,,,NIL,2,29,25,1014,79,,,,,,,
"['14:00', '13/03']",13/03 14:00,150,8,,9000,,,NIL,2,28,25,1014,84,,,,,,,
"['15:00', '13/03']",13/03 15:00,160,10,,9999,,,NIL,2,29,24,1014,74,,,,,,,
"['16:00', '13/03']",13/03 16:00,160,11,,9999,,,NIL,2,29,24,1013,74,,,,,,,
"['17:00', '13/03']",13/03 17:00,150,12,,9999,,,NIL,2,29,24,1013,74,,,,,,,
"['18:00', '13/03']",13/03 18:00,160,11,,9999,,,NIL,2,29,24,1012,74,,,,,,,
"['19:00', '13/03']",13/03 19:00,160,10,,9999,,,NIL,2,28,24,1012,79,,,,,,,
"['20:00', '13/03']",13/03 20:00,160,10,,9999,,,5000,5,27,25,1013,89,,,,,,,
"['22:00', '13/03']",13/03 22:00,160,6,,9999,,,4000,5,26,25,1013,94,,,,,,,
"['23:00', '13/03']",13/03 23:00,170,5,,9999,,,4000,5,27,25,1014,89,,,,,,,
"['00:00', '14/03']",14/03 00:00,160,6,,9999,,,4000,5,26,25,1014,94,,,,,,,
"['01:00', '14/03']",14/03 01:00,140,4,NIL,9999,,,4000,5,26,25,1014,94,,,,,,,
"['02:00', '14/03']",14/03 02:00,170,5,NIL,9999,,,4000,5,26,25,1015,94,,,,,,,
"['08:50', '14/03']",14/03 08:50,350,4,NIL,9999,,,NIL,3,25,24,1013,94,,,,,,,
"['09:00', '14/03']",14/03 09:00,360,4,NIL,9999,,,NIL,3,25,24,1013,94,,,,,,,
"['10:00', '14/03']",14/03 10:00,340,5,150,9999,,,NIL,3,25,24,1014,94,,,,,,,
"['11:00', '14/03']",14/03 11:00,30,6,NIL,9999,,,NIL,2,26,25,1014,94,,,,,,,
"['12:00', '14/03']",14/03 12:00,20,4,NIL,9999,,,NIL,2,27,24,1015,84,,,,,,,
"['13:00', '14/03']",14/03 13:00,30,4,NIL,9999,,,NIL,2,28,25,1015,84,,,,,,,
"['14:00', '14/03']",14/03 14:00,140,6,NIL,9999,,,NIL,2,29,25,1014,79,,,,,,,
"['15:00', '14/03']",14/03 15:00,140,10,NIL,9999,,,NIL,2,29,25,1014,79,,,,,,,
"['16:00', '14/03']",14/03 16:00,150,11,NIL,9999,,,NIL,2,28,25,1013,84,,,,,,,
"['17:00', '14/03']",14/03 17:00,150,14,NIL,9999,,,NIL,2,28,25,1013,84,,,,,,,
"['18:00', '14/03']",14/03 18:00,150,14,NIL,9999,,,NIL,2,28,24,1012,79,,,,,,,
"['19:00', '14/03']",14/03 19:00,160,13,NIL,9999,,,NIL,2,27,23,1012,79,,,,,,,
"['20:00', '14/03']",14/03 20:00,160,14,NIL,9999,,,NIL,2,27,24,1012,84,,,,,,,
"['21:00', '14/03']",14/03 21:00,170,11,NIL,9999,,,NIL,3,26,24,1012,89,,,,,,,
"['22:00', '14/03']",14/03 22:00,190,9,NIL,9999,,,NIL,3,26,24,1012,89,,,,,,,
"['23:00', '14/03']",14/03 23:00,190,6,NIL,9999,,,NIL,2,26,23,1013,84,,,,,,,
"['00:00', '15/03']",15/03 00:00,140,4,NIL,9999,,,NIL,2,26,24,1014,89,,,,,,,
"['01:00', '15/03']",15/03 01:00,140,5,NIL,9999,,,NIL,2,25,24,1014,94,NIL,,,,,,
"['02:00', '15/03']",15/03 02:00,140,6,NIL,9999,,,NIL,NIL,25,25,1014,100,NIL,,,,,,
"['08:50', '15/03']",15/03 08:50,40,3,NIL,9999,,,NIL,3,25,24,1012,94,NIL,,,,,,
"['09:00', '15/03']",15/03 09:00,40,5,NIL,5000,,,NIL,3,25,25,1012,100,1,,,,,,
"['10:00', '15/03']",15/03 10:00,80,4,NIL,9000,,,NIL,3,25,24,1013,94,NIL,,,,,,
"['11:00', '15/03']",15/03 11:00,360,4,NIL,9000,,,NIL,2,26,25,1013,94,NIL,,,,,,
"['12:00', '15/03']",15/03 12:00,340,6,NIL,9000,,,NIL,2,27,25,1013,89,NIL,,,,,,
"['13:00', '15/03']",15/03 13:00,320,5,NIL,9999,,,NIL,2,28,24,1013,79,NIL,,,,,,
"['14:00', '15/03']",15/03 14:00,50,3,40,9999,,,NIL,2,31,23,1013,63,NIL,,,,,,
"['15:00', '15/03']",15/03 15:00,150,11,NIL,9999,,,NIL,2,28,24,1012,79,NIL,,,,,,
"['16:00', '15/03']",15/03 16:00,150,12,NIL,9999,,,NIL,2,29,25,1012,79,NIL,,,,,,
"['17:00', '15/03']",15/03 17:00,160,13,NIL,9999,,,NIL,2,28,25,1011,84,NIL,,,,,,
"['18:00', '15/03']",15/03 18:00,160,14,NIL,9999,,,NIL,2,28,24,1010,79,NIL,,,,,,
"['19:00', '15/03']",15/03 19:00,160,12,NIL,9999,,,NIL,2,28,24,1010,79,NIL,,,,,,
"['20:00', '15/03']",15/03 20:00,180,11,NIL,9999,,,9000,5,28,23,1010,74,NIL,,,,,,
"['21:00', '15/03']",15/03 21:00,190,10,NIL,9999,,,10000,5,28,23,1011,74,NIL,,,,,,
"['22:00', '15/03']",15/03 22:00,180,12,NIL,9999,,,NIL,NIL,27,23,1011,79,NIL,,,,,,
"['23:00', '15/03']",15/03 23:00,170,9,NIL,9999,,,NIL,NIL,27,22,1012,74,NIL,,,,,,
"['00:00', '16/03']",16/03 00:00,180,8,NIL,9999,,,NIL,NIL,28,22,1013,70,NIL,,,,,,
"['01:00', '16/03']",16/03 01:00,180,8,NIL,9999,,NIL,10000,5,27,22,1013,74,,,,,,,
"['02:00', '16/03']",16/03 02:00,170,4,NIL,9999,,NIL,10000,5,27,22,1013,74,,,,,,,
"['08:50', '16/03']",16/03 08:50,30,7,NIL,9999,,NIL,7000,5,26,25,1012,94,,,,,,,
"['09:00', '16/03']",16/03 09:00,30,7,NIL,9999,,NIL,7000,5,26,25,1012,94,,,,,,,
"['10:00', '16/03']",16/03 10:00,30,7,NIL,9999,,NIL,9000,5,26,25,1012,94,,,,,,,
"['11:00', '16/03']",16/03 11:00,20,9,NIL,9000,,NIL,10000,5,26,25,1012,94,,,,,,,
"['12:00', '16/03']",16/03 12:00,20,8,NIL,9000,,NIL,NIL,3,27,25,1012,89,,,,,,,
"['13:00', '16/03']",16/03 13:00,40,5,NIL,9000,,NIL,NIL,2,28,26,1012,89,,,,,,,
"['14:00', '16/03']",16/03 14:00,110,5,NIL,9999,,NIL,NIL,2,29,25,1012,79,,,,,,,
"['15:00', '16/03']",16/03 15:00,160,13,NIL,9999,,NIL,NIL,2,28,25,1011,84,,,,,,,
"['16:00', '16/03']",16/03 16:00,160,15,NIL,9999,,NIL,NIL,2,29,25,1011,79,,,,,,,
"['17:00', '16/03']",16/03 17:00,160,15,NIL,9999,,NIL,NIL,2,29,25,1010,79,,,,,,,
"['18:00', '16/03']",16/03 18:00,140,13,NIL,9999,,NIL,NIL,3,27,25,1010,89,,,,,,,
"['18:20', '16/03']",16/03 18:20,170,13,NIL,9000,,1,NIL,3,27,25,1010,89,,,,,,,
"['19:00', '16/03']",16/03 19:00,290,13,275,6000,,1,NIL,3,26,22,1011,79,,,,,,,
"['20:00', '16/03']",16/03 20:00,20,12,NIL,8000,,1,10000,5,24,22,1011,89,,,,,,,
"['21:00', '16/03']",16/03 21:00,310,9,NIL,9999,,NIL,10000,5,24,22,1012,89,,,,,,,
"['22:00', '16/03']",16/03 22:00,320,8,NIL,9999,,NIL,NIL,3,24,22,1012,89,,,,,,,
"['23:00', '16/03']",16/03 23:00,20,5,NIL,9999,,NIL,NIL,3,24,22,1011,89,,,,,,,
"['00:00', '17/03']",17/03 00:00,30,8,NIL,9999,,NIL,NIL,NIL,24,22,1012,89,,,,,,,
"['01:00', '17/03']",17/03 01:00,40,7,NIL,9999,,,,NIL,24,21,1012,83,,,,,,,
"['02:00', '17/03']",17/03 02:00,360,7,NIL,9999,,,,3,24,21,1012,83,,,,,,,
"['08:50', '17/03']",17/03 08:50,40,4,NIL,9999,,,,2,23,20,1011,83,,,,,,,
"['09:00', '17/03']",17/03 09:00,300,4,NIL,9999,,,,2,23,21,1011,89,,,,,,,
"['10:00', '17/03']",17/03 10:00,360,6,NIL,9999,,,,2,23,21,1011,89,,,,,,,
"['11:00', '17/03']",17/03 11:00,340,6,NIL,9999,,,,2,24,22,1011,89,,,,,,,
"['12:00', '17/03']",17/03 12:00,340,6,NIL,9999,,,,2,25,22,1012,83,,,,,,,
"['13:00', '17/03']",17/03 13:00,320,4,315,9999,,,,NIL,27,22,1012,74,,,,,,,
"['14:00', '17/03']",17/03 14:00,30,3,215,9999,,,,NIL,28,22,1011,70,,,,,,,
"['15:00', '17/03']",17/03 15:00,150,7,NIL,9999,,,,NIL,30,23,1011,66,,,,,,,
"['16:00', '17/03']",17/03 16:00,150,9,NIL,9999,,,,2,29,24,1010,74,,,,,,,
"['17:00', '17/03']",17/03 17:00,150,9,NIL,9999,,,,2,30,24,1009,70,,,,,,,
"['18:00', '17/03']",17/03 18:00,150,10,NIL,9999,,,,2,30,24,1008,70,,,,,,,
"['19:00', '17/03']",17/03 19:00,160,9,NIL,9999,,,,2,30,24,1008,70,,,,,,,
"['21:00', '17/03']",17/03 21:00,180,9,NIL,9999,,,,NIL,29,24,1007,74,,,,,,,
"['22:00', '17/03']",17/03 22:00,180,9,NIL,9999,,,,NIL,28,24,1008,79,,,,,,,
"['23:00', '17/03']",17/03 23:00,140,4,NIL,9999,,,,NIL,28,24,1008,79,,,,,,,
"['00:00', '18/03']",18/03 00:00,130,2,NIL,9999,,,,NIL,29,23,1009,70,,,,,,,
"['01:00', '18/03']",18/03 01:00,320,3,NIL,9999,,,NIL,NIL,29,23,1009,70,,,,,,,
"['02:00', '18/03']",18/03 02:00,350,4,NIL,9999,,,NIL,NIL,27,24,1010,84,,,,,,,
"['08:50', '18/03']",18/03 08:50,330,3,NIL,9999,,,NIL,NIL,26,23,1009,84,,,,,,,
"['09:00', '18/03']",18/03 09:00,340,3,NIL,9999,,,NIL,NIL,25,23,1009,89,,,,,,,
"['10:00', '18/03']",18/03 10:00,330,5,NIL,9999,,,NIL,NIL,26,23,1009,84,,,,,,,
"['11:00', '18/03']",18/03 11:00,360,4,NIL,9999,,,NIL,NIL,28,23,1010,74,,,,,,,
"['12:00', '18/03']",18/03 12:00,20,4,NIL,9999,,,NIL,NIL,29,23,1010,70,,,,,,,
"['13:00', '18/03']",18/03 13:00,10,4,180,9999,,,NIL,NIL,30,23,1010,66,,,,,,,
"['14:00', '18/03']",18/03 14:00,340,4,155,9999,,,NIL,NIL,32,22,1010,56,,,,,,,
"['15:00', '18/03']",18/03 15:00,350,5,170,9999,,,NIL,NIL,33,23,1010,56,,,,,,,
"['16:00', '18/03']",18/03 16:00,40,4,NIL,9999,,,NIL,2,34,21,1009,47,,,,,,,
"['17:00', '18/03']",18/03 17:00,170,11,NIL,9999,,,NIL,2,32,24,1008,63,,,,,,,
"['18:00', '18/03']",18/03 18:00,180,13,NIL,9999,,,NIL,2,31,22,1008,59,,,,,,,
"['19:00', '18/03']",18/03 19:00,170,13,NIL,9999,,,7000,5,30,22,1008,62,,,,,,,
"['20:00', '18/03']",18/03 20:00,170,12,NIL,9999,,,10000,5,30,22,1009,62,,,,,,,
"['21:00', '18/03']",18/03 21:00,170,8,NIL,9999,,,8000,5,29,23,1009,70,,,,,,,
"['22:00', '18/03']",18/03 22:00,160,6,NIL,9999,,,8000,5,28,24,1010,79,,,,,,,
"['23:00', '18/03']",18/03 23:00,310,3,NIL,9999,,,NIL,NIL,29,24,1011,74,,,,,,,
"['00:00', '19/03']",19/03 00:00,320,3,NIL,9999,,,NIL,NIL,29,24,1012,74,,,,,,,
"['01:00', '19/03']",19/03 01:00,10,3,195,9999,,,,NIL,28,25,1012,84,,,,,,,
"['02:00', '19/03']",19/03 02:00,330,7,NIL,9999,,,,NIL,28,24,1012,79,,,,,,,
"['08:50', '19/03']",19/03 08:50,20,6,NIL,9999,,,,NIL,25,23,1012,89,,,,,,,
"['09:00', '19/03']",19/03 09:00,20,6,NIL,9999,,,,NIL,25,23,1012,89,,,,,,,
"['10:00', '19/03']",19/03 10:00,20,5,NIL,9999,,,,NIL,26,23,1013,84,,,,,,,
"['11:00', '19/03']",19/03 11:00,20,4,NIL,9999,,,,NIL,27,23,1013,79,,,,,,,
"['12:00', '19/03']",19/03 12:00,360,6,NIL,9999,,,,2,28,23,1014,74,,,,,,,
"['13:00', '19/03']",19/03 13:00,20,4,NIL,9999,,,,2,28,23,1014,74,,,,,,,
"['14:00', '19/03']",19/03 14:00,140,9,NIL,9999,,,,2,30,25,1014,75,,,,,,,
"['15:00', '19/03']",19/03 15:00,140,8,NIL,9999,,,,2,30,25,1013,75,,,,,,,
"['16:00', '19/03']",19/03 16:00,160,10,NIL,9999,,,,2,31,25,1013,71,,,,,,,
"['17:00', '19/03']",19/03 17:00,160,11,NIL,9999,,,,2,31,26,1012,75,,,,,,,
"['18:00', '19/03']",19/03 18:00,150,12,NIL,9999,,,,2,30,25,1011,75,,,,,,,
"['19:00', '19/03']",19/03 19:00,160,12,NIL,9999,,,,2,29,25,1011,79,,,,,,,
"['20:00', '19/03']",19/03 20:00,160,15,NIL,9999,,,,3,28,25,1012,84,,,,,,,
"['21:00', '19/03']",19/03 21:00,150,11,NIL,9999,,,,3,27,25,1013,89,,,,,,,
"['22:00', '19/03']",19/03 22:00,160,10,NIL,9999,,,,3,27,25,1013,89,,,,,,,
"['23:00', '19/03']",19/03 23:00,170,7,NIL,9999,,,,3,27,25,1014,89,,,,,,,
"['00:00', '20/03']",20/03 00:00,160,6,NIL,9999,,,,3,27,25,1014,89,,,,,,,
"['01:00', '20/03']",20/03 01:00,160,4,NIL,9999,,,,NIL,26,25,1014,94,,,,,,,
"['02:00', '20/03']",20/03 02:00,150,5,NIL,9999,,,,NIL,26,25,1014,94,,,,,,,
"['08:50', '20/03']",20/03 08:50,30,4,NIL,9999,,,,NIL,25,22,1016,83,,,,,,,
"['09:00', '20/03']",20/03 09:00,40,3,NIL,9999,,,,NIL,25,22,1016,83,,,,,,,
"['10:00', '20/03']",20/03 10:00,20,3,NIL,9999,,,,NIL,25,23,1016,89,,,,,,,
"['11:00', '20/03']",20/03 11:00,360,5,NIL,9999,,,,NIL,26,23,1017,84,,,,,,,
"['12:00', '20/03']",20/03 12:00,340,6,NIL,9999,,,,NIL,27,23,1017,79,,,,,,,
"['13:00', '20/03']",20/03 13:00,330,6,NIL,9999,,,,2,28,23,1018,74,,,,,,,
"['14:00', '20/03']",20/03 14:00,340,6,NIL,9999,,,,2,29,25,1017,79,,,,,,,
"['15:00', '20/03']",20/03 15:00,150,10,NIL,9999,,,,2,29,24,1017,74,,,,,,,
"['16:00', '20/03']",20/03 16:00,160,12,NIL,9999,,,,2,30,23,1017,66,,,,,,,
"['17:00', '20/03']",20/03 17:00,160,13,NIL,9999,,,,2,30,25,1016,75,,,,,,,
"['18:00', '20/03']",20/03 18:00,170,13,NIL,9999,,,,2,30,25,1015,75,,,,,,,
"['19:00', '20/03']",20/03 19:00,190,14,NIL,9999,,,,2,30,25,1015,75,,,,,,,
"['20:00', '20/03']",20/03 20:00,190,12,NIL,9999,,,,2,29,25,1015,79,,,,,,,
"['21:00', '20/03']",20/03 21:00,120,9,NIL,9999,,,,2,29,25,1015,79,,,,,,,
"['22:00', '20/03']",20/03 22:00,80,6,110,9999,,,,2,29,23,1016,70,,,,,,,
