validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,teto,cobertura,tt,po,qnh,ur,vnt_rajada,chuva,nevoa_umida,trovoada,vis_setor,vis_setor_dir,nevoa_seca,nevoeiro,chuvisco,pancada
"['07:00', '15/11']",15/11 07:00,110,5,NIL,9999,NIL,NIL,20,18,1012,88,,,,,,,,,,
"['08:00', '15/11']",15/11 08:00,100,5,NIL,9999,9000,5,20,18,1012,88,,,,,,,,,,
"['09:00', '15/11']",15/11 09:00,80,5,NIL,9999,10000,5,20,18,1013,88,,,,,,,,,,
"['10:00', '15/11']",15/11 10:00,110,3,110,9999,NIL,NIL,21,19,1013,88,,,,,,,,,,
"['11:00', '15/11']",15/11 11:00,VRB,2,NIL,9999,NIL,NIL,23,19,1014,78,,,,,,,,,,
"['12:00', '15/11']",15/11 12:00,330,5,325,9999,NIL,NIL,24,18,1014,69,,,,,,,,,,
"['13:00', '15/11']",15/11 13:00,VRB,5,NIL,9999,NIL,NIL,25,17,1014,61,,,,,,,,,,
"['14:00', '15/11']",15/11 14:00,VRB,5,NIL,9999,NIL,NIL,27,15,1014,48,,,,,,,,,,
"['15:00', '15/11']",15/11 15:00,VRB,3,NIL,9999,NIL,NIL,29,15,1013,43,,,,,,,,,,
"['16:00', '15/11']",15/11 16:00,120,5,NIL,9999,NIL,NIL,30,14,1012,38,,,,,,,,,,
"['17:00', '15/11']",15/11 17:00,90,5,110,9999,NIL,NIL,32,15,1011,36,,,,,,,,,,
"['18:00', '15/11']",15/11 18:00,100,6,110,9999,NIL,NIL,32,15,1010,36,,,,,,,,,,
"['19:00', '15/11']",15/11 19:00,100,5,95,9999,NIL,NIL,32,12,1010,30,,,,,,,,,,
"['20:00', '15/11']",15/11 20:00,120,11,110,9999,NIL,NIL,30,18,1010,49,,,,,,,,,,
"['21:00', '15/11']",15/11 21:00,100,14,NIL,9999,NIL,NIL,27,17,1010,54,,,,,,,,,,
"['22:00', '15/11']",15/11 22:00,110,9,NIL,9999,NIL,NIL,25,19,1010,69,,,,,,,,,,
"['23:00', '15/11']",15/11 23:00,120,9,120,9999,NIL,NIL,24,18,1011,69,,,,,,,,,,
"['00:00', '16/11']",16/11 00:00,100,9,NIL,9999,NIL,NIL,22,18,1011,78,,,,,,,,,,
"['01:00', '16/11']",16/11 01:00,100,10,NIL,9999,NIL,NIL,22,18,1011,78,NIL,NIL,,NIL,,,,,,
"['02:00', '16/11']",16/11 02:00,110,7,NIL,9999,NIL,NIL,21,19,1011,88,NIL,NIL,,NIL,,,,,,
"['03:00', '16/11']",16/11 03:00,100,6,NIL,9999,NIL,NIL,21,19,1011,88,NIL,NIL,,NIL,,,,,,
"['04:00', '16/11']",16/11 04:00,80,6,NIL,9999,NIL,NIL,21,19,1011,88,NIL,NIL,,NIL,,,,,,
"['05:00', '16/11']",16/11 05:00,110,4,NIL,9999,NIL,NIL,20,19,1010,94,NIL,NIL,,NIL,,,,,,
"['06:00', '16/11']",16/11 06:00,80,5,NIL,9999,NIL,NIL,20,19,1010,94,NIL,NIL,,NIL,,,,,,
"['07:00', '16/11']",16/11 07:00,90,4,NIL,9999,NIL,NIL,20,19,1010,94,NIL,NIL,,NIL,,,,,,
"['08:00', '16/11']",16/11 08:00,80,3,NIL,9999,NIL,NIL,20,19,1010,94,NIL,NIL,,NIL,,,,,,
"['09:00', '16/11']",16/11 09:00,80,3,NIL,9999,NIL,NIL,20,19,1011,94,NIL,NIL,,NIL,,,,,,
"['10:00', '16/11']",16/11 10:00,70,2,NIL,9999,NIL,NIL,22,19,1012,83,NIL,NIL,,NIL,,,,,,
"['11:00', '16/11']",16/11 11:00,340,4,190,9999,NIL,NIL,25,18,1012,65,NIL,NIL,,NIL,,,,,,
"['12:00', '16/11']",16/11 12:00,360,6,180,9999,NIL,NIL,26,18,1011,61,NIL,NIL,,NIL,,,,,,
"['13:00', '16/11']",16/11 13:00,350,9,170,9999,10000,5,29,18,1011,52,NIL,NIL,,NIL,,,,,,
"['14:00', '16/11']",16/11 14:00,310,10,310,9999,7000,5,29,20,1011,58,NIL,1,,NIL,,,,,,
"['15:00', '16/11']",16/11 15:00,320,10,NIL,9999,8000,5,28,21,1010,66,NIL,1,,NIL,,,,,,
"['16:00', '16/11']",16/11 16:00,320,4,135,9999,8000,5,27,20,1010,66,NIL,NIL,,NIL,,,,,,
"['17:00', '16/11']",16/11 17:00,330,8,NIL,9999,10000,5,29,20,1009,58,NIL,NIL,,NIL,,,,,,
"['18:00', '16/11']",16/11 18:00,100,4,80,9999,10000,5,30,18,1008,49,NIL,NIL,,NIL,,,,,,
"['19:00', '16/11']",16/11 19:00,80,4,80,9999,7000,5,30,17,1009,46,NIL,NIL,,NIL,,,,,,
"['20:00', '16/11']",16/11 20:00,160,7,NIL,9999,7000,5,30,20,1009,55,NIL,NIL,,NIL,,,,,,
"['20:19', '16/11']",16/11 20:19,170,18,NIL,4000,8000,5,25,19,1010,69,28,1,,NIL,,,,,,
"['21:00', '16/11']",16/11 21:00,180,11,NIL,4000,5000,5,22,20,1011,88,NIL,1,,1,,,,,,
"['22:00', '16/11']",16/11 22:00,10,7,NIL,4000,5000,8,22,21,1013,94,NIL,1,,1,,,,,,
"['22:06', '16/11']",16/11 22:06,40,9,NIL,3000,4900,8,21,21,1013,100,NIL,1,,1,,,,,,
"['23:00', '16/11']",16/11 23:00,110,10,NIL,5000,7000,5,21,20,1012,94,NIL,1,,1,,,,,,
"['00:00', '17/11']",17/11 00:00,340,6,NIL,9000,8000,5,21,20,1013,94,NIL,NIL,,NIL,,,,,,
"['00:16', '17/11']",17/11 00:16,40,4,NIL,8000,900,8,21,20,1013,94,NIL,NIL,,NIL,,,,,,
"['01:00', '17/11']",17/11 01:00,300,5,300,7000,800,8,21,20,1013,94,NIL,NIL,NIL,,,,,,NIL,
"['02:00', '17/11']",17/11 02:00,240,6,NIL,7000,800,8,21,20,1014,94,NIL,NIL,NIL,,,,,,NIL,
"['03:00', '17/11']",17/11 03:00,220,6,210,6000,900,8,21,20,1013,94,NIL,1,NIL,,,,,,NIL,
"['04:00', '17/11']",17/11 04:00,VRB,2,NIL,7000,1000,8,21,21,1012,100,NIL,1,NIL,,,,,,NIL,
"['05:00', '17/11']",17/11 05:00,VRB,2,NIL,7000,1300,8,21,21,1011,100,NIL,NIL,NIL,,,,,,NIL,
"['06:00', '17/11']",17/11 06:00,30,5,NIL,4000,NIL,3,20,20,1011,100,NIL,NIL,1,,,,,,NIL,
"['07:00', '17/11']",17/11 07:00,60,4,NIL,4000,NIL,3,20,20,1010,100,NIL,NIL,1,,,,,,NIL,
"['08:00', '17/11']",17/11 08:00,200,4,NIL,4000,8000,5,20,20,1011,100,NIL,NIL,1,,,,,,NIL,
"['09:00', '17/11']",17/11 09:00,180,4,165,8000,3000,5,21,20,1012,94,NIL,NIL,NIL,,,,,,NIL,
"['10:00', '17/11']",17/11 10:00,170,5,160,8000,1100,8,21,21,1012,100,NIL,NIL,NIL,,,,,,NIL,
"['10:15', '17/11']",17/11 10:15,180,10,NIL,8000,800,8,20,20,1013,100,NIL,NIL,NIL,,,,,,NIL,
"['11:00', '17/11']",17/11 11:00,180,10,NIL,5000,800,8,19,19,1013,100,NIL,NIL,1,,,,,,1,
"['12:00', '17/11']",17/11 12:00,180,11,NIL,5000,900,8,19,19,1013,100,NIL,NIL,1,,,,,,1,
"['13:00', '17/11']",17/11 13:00,180,10,NIL,8000,1000,8,19,18,1013,94,20,NIL,NIL,,,,,,NIL,
"['14:00', '17/11']",17/11 14:00,180,10,180,8000,1000,8,19,17,1014,88,NIL,NIL,NIL,,,,,,NIL,
"['15:00', '17/11']",17/11 15:00,180,13,NIL,8000,1000,8,18,16,1014,88,24,NIL,NIL,,,,,,NIL,
"['16:00', '17/11']",17/11 16:00,190,9,NIL,8000,1300,8,18,16,1014,88,NIL,NIL,NIL,,,,,,NIL,
"['17:00', '17/11']",17/11 17:00,190,9,190,7000,1300,8,18,16,1014,88,NIL,NIL,NIL,,,,,,NIL,
"['18:00', '17/11']",17/11 18:00,180,7,190,8000,1200,8,18,16,1014,88,NIL,NIL,NIL,,,,,,NIL,
"['19:00', '17/11']",17/11 19:00,170,9,175,9999,1800,8,18,15,1014,83,NIL,NIL,NIL,,,,,,NIL,
"['20:00', '17/11']",17/11 20:00,160,8,155,9000,1800,8,17,14,1014,83,NIL,NIL,NIL,,,,,,NIL,
"['20:35', '17/11']",17/11 20:35,130,8,140,7000,1400,8,17,14,1014,83,NIL,NIL,NIL,,,,,,NIL,
"['21:00', '17/11']",17/11 21:00,140,8,145,7000,1400,8,17,14,1014,83,NIL,NIL,NIL,,,,,,NIL,
"['22:00', '17/11']",17/11 22:00,140,6,155,7000,1400,8,17,14,1014,83,NIL,NIL,NIL,,,,,,NIL,
"['22:18', '17/11']",17/11 22:18,150,6,NIL,5000,1100,8,16,15,1014,94,NIL,NIL,1,,,,,,NIL,
"['23:00', '17/11']",17/11 23:00,140,4,135,4000,800,8,16,15,1014,94,NIL,NIL,1,,,,,,NIL,
"['00:00', '18/11']",18/11 00:00,110,6,NIL,8000,1100,8,16,15,1014,94,NIL,NIL,NIL,,,,,,NIL,
"['01:00', '18/11']",18/11 01:00,110,4,NIL,9999,1300,8,16,14,1015,88,,NIL,NIL,,,,,,NIL,
"['02:00', '18/11']",18/11 02:00,120,5,NIL,9999,1300,8,17,14,1015,83,,NIL,NIL,,,,,,NIL,
"['03:00', '18/11']",18/11 03:00,60,3,75,9000,1400,8,16,15,1015,94,,NIL,NIL,,,,,,NIL,
"['03:18', '18/11']",18/11 03:18,60,4,NIL,3000,1400,8,16,15,1014,94,,NIL,1,,,,,,1,
"['04:00', '18/11']",18/11 04:00,90,4,90,4000,1400,8,16,15,1014,94,,NIL,1,,,,,,NIL,
"['05:00', '18/11']",18/11 05:00,60,4,NIL,4000,1400,8,16,16,1013,100,,NIL,NIL,,,,,,1,
"['06:00', '18/11']",18/11 06:00,90,4,NIL,4000,1300,8,16,16,1012,100,,NIL,NIL,,,,,,1,
"['07:00', '18/11']",18/11 07:00,60,3,NIL,4000,1300,8,16,16,1013,100,,NIL,NIL,,,,,,1,
"['08:00', '18/11']",18/11 08:00,70,3,NIL,4000,1100,8,16,16,1012,100,,NIL,NIL,,,,,,1,
"['09:00', '18/11']",18/11 09:00,130,3,NIL,4000,1100,8,16,16,1013,100,,1,NIL,,,,,,NIL,
"['10:00', '18/11']",18/11 10:00,150,5,NIL,4000,900,8,16,16,1013,100,,NIL,1,,,,,,1,
"['11:00', '18/11']",18/11 11:00,130,7,130,4000,900,8,17,16,1013,94,,1,1,,,,,,1,
"['12:00', '18/11']",18/11 12:00,130,9,NIL,5000,1100,8,17,17,1013,100,,NIL,1,,,,,,NIL,
"['13:00', '18/11']",18/11 13:00,130,9,NIL,7000,1300,8,18,16,1013,88,,NIL,NIL,,,,,,NIL,
"['14:00', '18/11']",18/11 14:00,130,10,135,8000,1400,8,18,16,1013,88,,NIL,NIL,,,,,,NIL,
"['14:09', '18/11']",18/11 14:09,120,9,130,9000,1500,8,19,16,1013,83,,NIL,NIL,,,,,,NIL,
"['15:00', '18/11']",18/11 15:00,120,11,NIL,9000,2000,8,19,15,1013,78,,NIL,NIL,,,,,,NIL,
"['16:00', '18/11']",18/11 16:00,110,8,110,9000,1700,8,19,16,1013,83,,NIL,NIL,,,,,,NIL,
"['17:00', '18/11']",18/11 17:00,120,9,NIL,4000,1300,8,19,16,1012,83,,1,1,,,,,,NIL,
"['17:44', '18/11']",18/11 17:44,120,11,NIL,7000,1500,8,19,16,1012,83,,NIL,NIL,,,,,,NIL,
"['18:00', '18/11']",18/11 18:00,110,10,110,9000,1600,8,19,16,1012,83,,NIL,NIL,,,,,,NIL,
"['19:00', '18/11']",18/11 19:00,100,10,NIL,9999,2000,8,19,16,1011,83,,NIL,NIL,,,,,,NIL,
"['20:00', '18/11']",18/11 20:00,120,9,NIL,9999,2000,8,19,16,1011,83,,NIL,NIL,,,,,,NIL,
"['21:00', '18/11']",18/11 21:00,120,11,NIL,9999,2300,8,19,15,1012,78,,NIL,NIL,,,,,,NIL,
"['22:00', '18/11']",18/11 22:00,120,10,NIL,9999,2500,8,19,15,1012,78,,NIL,NIL,,,,,,NIL,
"['23:00', '18/11']",18/11 23:00,130,5,NIL,9999,4000,8,18,15,1013,83,,NIL,NIL,,,,,,NIL,
"['00:00', '19/11']",19/11 00:00,120,6,NIL,9999,3000,8,18,15,1013,83,,NIL,NIL,,,,,,NIL,
"['01:00', '19/11']",19/11 01:00,110,5,NIL,9999,3000,8,18,15,1014,83,,,,,,,,,,
"['02:00', '19/11']",19/11 02:00,130,5,NIL,9999,3000,8,18,15,1014,83,,,,,,,,,,
"['03:00', '19/11']",19/11 03:00,110,5,NIL,9999,3000,8,18,15,1014,83,,,,,,,,,,
"['04:00', '19/11']",19/11 04:00,120,5,NIL,9999,4300,8,18,15,1013,83,,,,,,,,,,
"['05:00', '19/11']",19/11 05:00,120,4,NIL,9999,3000,8,18,15,1013,83,,,,,,,,,,
"['06:00', '19/11']",19/11 06:00,100,4,NIL,9999,3000,8,17,15,1013,88,,,,,,,,,,
"['07:00', '19/11']",19/11 07:00,130,4,NIL,9999,4000,8,17,15,1013,88,,,,,,,,,,
"['08:00', '19/11']",19/11 08:00,120,4,NIL,9999,3500,5,17,15,1013,88,,,,,,,,,,
"['09:00', '19/11']",19/11 09:00,90,3,NIL,9999,4000,8,18,15,1014,83,,,,,,,,,,
"['10:00', '19/11']",19/11 10:00,140,7,140,9999,4000,8,19,15,1015,78,,,,,,,,,,
"['11:00', '19/11']",19/11 11:00,140,8,NIL,9999,4000,8,19,15,1016,78,,,,,,,,,,
"['12:00', '19/11']",19/11 12:00,130,8,NIL,9999,4500,5,20,15,1016,73,,,,,,,,,,
"['13:00', '19/11']",19/11 13:00,90,7,90,9999,3000,5,22,15,1016,65,,,,,,,,,,
"['14:00', '19/11']",19/11 14:00,100,4,105,9999,3500,5,22,15,1016,65,,,,,,,,,,
"['15:00', '19/11']",19/11 15:00,150,5,150,9999,4000,5,22,14,1016,60,,,,,,,,,,
"['16:00', '19/11']",19/11 16:00,VRB,3,NIL,9999,4000,5,23,14,1015,57,,,,,,,,,,
"['17:00', '19/11']",19/11 17:00,170,6,NIL,9999,4200,5,23,14,1015,57,,,,,,,,,,
"['18:00', '19/11']",19/11 18:00,180,7,180,9999,4200,5,24,14,1015,54,,,,,,,,,,
"['19:00', '19/11']",19/11 19:00,160,8,NIL,9999,NIL,3,21,11,1015,53,,,,,,,,,,
"['20:00', '19/11']",19/11 20:00,180,9,NIL,9999,NIL,3,24,03,1015,25,,,,,,,,,,
"['21:00', '19/11']",19/11 21:00,130,10,130,9999,NIL,NIL,23,13,1015,53,,,,,,,,,,
"['22:00', '19/11']",19/11 22:00,130,9,NIL,9999,NIL,NIL,22,13,1016,57,,,,,,,,,,
"['23:00', '19/11']",19/11 23:00,110,8,NIL,9999,NIL,NIL,20,14,1016,68,,,,,,,,,,
"['00:00', '20/11']",20/11 00:00,100,9,NIL,9999,NIL,NIL,18,14,1017,77,,,,,,,,,,
"['01:00', '20/11']",20/11 01:00,100,7,NIL,9999,,NIL,18,13,1017,73,,,,,,,,,,
"['02:00', '20/11']",20/11 02:00,100,6,NIL,9999,,NIL,17,13,1017,77,,,,,,,,,,
"['03:00', '20/11']",20/11 03:00,80,4,NIL,9999,,NIL,15,13,1017,88,,,,,,,,,,
"['04:00', '20/11']",20/11 04:00,100,3,NIL,9999,,NIL,15,13,1017,88,,,,,,,,,,
"['05:00', '20/11']",20/11 05:00,VRB,1,NIL,9999,,NIL,14,13,1016,94,,,,,,,,,,
"['06:00', '20/11']",20/11 06:00,VRB,1,NIL,9999,,NIL,14,13,1016,94,,,,,,,,,,
"['07:00', '20/11']",20/11 07:00,20,2,NIL,9999,,NIL,13,13,1016,100,,,,,,,,,,
"['08:00', '20/11']",20/11 08:00,VRB,1,NIL,9999,,NIL,12,12,1016,100,,,,,,,,,,
"['09:00', '20/11']",20/11 09:00,80,3,NIL,9999,,NIL,13,13,1016,100,,,,,,,,,,
"['10:00', '20/11']",20/11 10:00,80,3,NIL,9999,,2,15,14,1017,94,,,,,,,,,,
"['11:00', '20/11']",20/11 11:00,VRB,2,NIL,9999,,NIL,18,15,1018,83,,,,,,,,,,
"['12:00', '20/11']",20/11 12:00,VRB,2,NIL,9999,,NIL,20,14,1018,68,,,,,,,,,,
"['13:00', '20/11']",20/11 13:00,VRB,2,NIL,9999,,NIL,22,12,1018,53,,,,,,,,,,
"['14:00', '20/11']",20/11 14:00,VRB,4,NIL,9999,,NIL,24,13,1017,50,,,,,,,,,,
"['15:00', '20/11']",20/11 15:00,260,4,NIL,9999,,NIL,25,12,1017,44,,,,,,,,,,
"['16:00', '20/11']",20/11 16:00,VRB,2,NIL,9999,,NIL,27,12,1016,39,,,,,,,,,,
"['17:00', '20/11']",20/11 17:00,100,8,95,9999,,NIL,28,06,1016,25,,,,,,,,,,
"['18:00', '20/11']",20/11 18:00,80,7,NIL,9999,,NIL,29,10,1015,31,,,,,,,,,,
"['19:00', '20/11']",20/11 19:00,70,9,70,9999,,NIL,29,07,1014,25,,,,,,,,,,
"['20:00', '20/11']",20/11 20:00,90,8,NIL,9999,,NIL,29,11,1014,33,,,,,,,,,,
"['21:00', '20/11']",20/11 21:00,90,11,NIL,9999,,NIL,28,11,1014,35,,,,,,,,,,
"['22:00', '20/11']",20/11 22:00,90,10,NIL,9999,,NIL,25,10,1014,39,,,,,,,,,,
"['23:00', '20/11']",20/11 23:00,100,8,NIL,9999,,NIL,23,11,1015,47,,,,,,,,,,
"['00:00', '21/11']",21/11 00:00,100,8,NIL,9999,,NIL,21,13,1015,60,,,,,,,,,,
"['01:00', '21/11']",21/11 01:00,90,9,NIL,9999,,NIL,20,14,1015,68,,,,,,,,,,
"['02:00', '21/11']",21/11 02:00,90,6,NIL,9999,,NIL,18,15,1015,83,,,,,,,,,,
"['03:00', '21/11']",21/11 03:00,80,3,NIL,9999,,NIL,18,14,1015,77,,,,,,,,,,
"['04:00', '21/11']",21/11 04:00,VRB,2,NIL,9999,,NIL,17,14,1014,83,,,,,,,,,,
"['05:00', '21/11']",21/11 05:00,0,0,NIL,9999,,NIL,15,14,1014,94,,,,,,,,,,
"['06:00', '21/11']",21/11 06:00,270,4,NIL,9999,,NIL,16,13,1014,82,,,,,,,,,,
"['07:00', '21/11']",21/11 07:00,VRB,2,NIL,9999,,NIL,15,13,1013,88,,,,,,,,,,
"['08:00', '21/11']",21/11 08:00,270,4,NIL,9999,,NIL,15,13,1014,88,,,,,,,,,,
"['09:00', '21/11']",21/11 09:00,310,1,NIL,9999,,NIL,15,13,1014,88,,,,,,,,,,
"['10:00', '21/11']",21/11 10:00,270,5,NIL,9999,,NIL,18,14,1015,77,,,,,,,,,,
"['11:00', '21/11']",21/11 11:00,290,5,285,9999,,NIL,21,13,1015,60,,,,,,,,,,
"['12:00', '21/11']",21/11 12:00,300,4,310,9999,,NIL,23,16,1015,65,,,,,,,,,,
"['13:00', '21/11']",21/11 13:00,280,6,290,9999,,NIL,26,17,1015,58,,,,,,,,,,
"['14:00', '21/11']",21/11 14:00,290,6,295,9999,,NIL,28,17,1015,51,,,,,,,,,,
"['15:00', '21/11']",21/11 15:00,270,8,280,9999,,NIL,30,17,1014,46,,,,,,,,,,
"['16:00', '21/11']",21/11 16:00,300,6,305,9999,,2,31,13,1013,33,,,,,,,,,,
"['17:00', '21/11']",21/11 17:00,VRB,7,NIL,9999,,2,32,12,1013,30,,,,,,,,,,
"['18:00', '21/11']",21/11 18:00,290,5,285,9999,,NIL,33,09,1011,23,,,,,,,,,,
"['19:00', '21/11']",21/11 19:00,10,7,185,9999,,NIL,33,09,1011,23,,,,,,,,,,
"['20:00', '21/11']",21/11 20:00,80,7,75,9999,,NIL,33,10,1010,24,,,,,,,,,,
"['21:00', '21/11']",21/11 21:00,80,9,NIL,9999,,NIL,32,11,1010,28,,,,,,,,,,
"['22:00', '21/11']",21/11 22:00,70,8,NIL,9999,,NIL,30,11,1010,31,,,,,,,,,,
"['23:00', '21/11']",21/11 23:00,100,9,NIL,9999,,NIL,27,14,1010,45,,,,,,,,,,
"['00:00', '22/11']",22/11 00:00,100,6,NIL,9999,,NIL,26,15,1011,51,,,,,,,,,,
"['01:00', '22/11']",22/11 01:00,100,6,NIL,9999,,,24,15,1011,57,,,,,,,,,,
"['02:00', '22/11']",22/11 02:00,110,5,NIL,9999,,,24,14,1011,54,,,,,,,,,,
"['03:00', '22/11']",22/11 03:00,110,7,NIL,9999,,,22,14,1011,60,,,,,,,,,,
"['04:00', '22/11']",22/11 04:00,30,3,NIL,9999,,,23,14,1010,57,,,,,,,,,,
"['05:00', '22/11']",22/11 05:00,VRB,2,NIL,9999,,,20,15,1010,73,,,,,,,,,,
"['06:00', '22/11']",22/11 06:00,0,0,NIL,9999,,,19,15,1009,78,,,,,,,,,,
"['07:00', '22/11']",22/11 07:00,80,2,NIL,9999,,,18,15,1009,83,,,,,,,,,,
"['08:00', '22/11']",22/11 08:00,VRB,1,NIL,9999,,,17,15,1010,88,,,,,,,,,,
"['09:00', '22/11']",22/11 09:00,270,3,NIL,9999,,,19,15,1010,78,,,,,,,,,,
"['10:00', '22/11']",22/11 10:00,300,4,NIL,9999,,,21,15,1010,69,,,,,,,,,,
"['11:00', '22/11']",22/11 11:00,VRB,3,NIL,9999,,,24,14,1011,54,,,,,,,,,,
"['12:00', '22/11']",22/11 12:00,310,5,310,9999,,,27,15,1011,48,,,,,,,,,,
"['13:00', '22/11']",22/11 13:00,330,8,160,9999,,,30,15,1011,40,,,,,,,,,,
"['14:00', '22/11']",22/11 14:00,VRB,4,NIL,9999,,,31,16,1010,40,,,,,,,,,,
"['15:00', '22/11']",22/11 15:00,350,7,175,9999,,,34,12,1009,26,,,,,,,,,,
"['16:00', '22/11']",22/11 16:00,VRB,5,NIL,9999,,,35,10,1008,22,,,,,,,,,,
"['17:00', '22/11']",22/11 17:00,280,8,280,9999,,,36,08,1007,18,,,,,,,,,,
"['18:00', '22/11']",22/11 18:00,270,7,270,9999,,,36,11,1007,22,,,,,,,,,,
"['19:00', '22/11']",22/11 19:00,300,6,305,9999,,,36,12,1006,24,,,,,,,,,,
"['20:00', '22/11']",22/11 20:00,270,5,125,9999,,,36,11,1005,22,,,,,,,,,,
"['21:00', '22/11']",22/11 21:00,230,3,235,9999,,,36,11,1005,22,,,,,,,,,,
"['22:00', '22/11']",22/11 22:00,100,11,NIL,9999,,,30,12,1005,33,,,,,,,,,,
"['23:00', '22/11']",22/11 23:00,100,11,NIL,9999,,,28,14,1006,42,,,,,,,,,,
"['00:00', '23/11']",23/11 00:00,110,5,NIL,9999,,,27,14,1006,45,,,,,,,,,,
"['01:00', '23/11']",23/11 01:00,100,6,NIL,9999,NIL,NIL,26,15,1006,51,NIL,,,,,,,,,
"['02:00', '23/11']",23/11 02:00,60,3,220,9999,NIL,NIL,26,15,1006,51,NIL,,,,,,,,,
"['03:00', '23/11']",23/11 03:00,VRB,1,NIL,9999,NIL,NIL,24,16,1006,61,NIL,,,,,,,,,
"['04:00', '23/11']",23/11 04:00,280,4,295,9999,NIL,NIL,24,17,1006,65,NIL,,,,,,,,,
"['05:00', '23/11']",23/11 05:00,280,5,NIL,9999,NIL,NIL,24,18,1006,69,NIL,,,,,,,,,
"['06:00', '23/11']",23/11 06:00,280,3,NIL,9999,NIL,NIL,23,18,1006,73,NIL,,,,,,,,,
"['07:00', '23/11']",23/11 07:00,290,5,NIL,9999,NIL,NIL,24,18,1007,69,NIL,,,,,,,,,
"['08:00', '23/11']",23/11 08:00,210,15,220,9999,NIL,NIL,25,16,1009,57,NIL,,,,,,,,,
"['09:00', '23/11']",23/11 09:00,200,15,195,9999,NIL,NIL,22,18,1011,78,28,,,,,,,,,
"['10:00', '23/11']",23/11 10:00,200,12,210,9999,NIL,3,23,18,1012,73,24,,,,,,,,,
"['11:00', '23/11']",23/11 11:00,180,9,190,9999,2500,5,23,18,1014,73,NIL,,,,,,,,,
"['12:00', '23/11']",23/11 12:00,190,9,190,9999,2300,5,23,18,1015,73,NIL,,,,,,,,,
"['13:00', '23/11']",23/11 13:00,190,11,190,9999,2500,5,24,18,1015,69,NIL,,,,,,,,,
"['14:00', '23/11']",23/11 14:00,190,10,190,9999,2900,5,24,17,1015,65,NIL,,,,,,,,,
"['15:00', '23/11']",23/11 15:00,180,10,NIL,9999,3000,5,25,16,1015,57,NIL,,,,,,,,,
"['16:00', '23/11']",23/11 16:00,180,10,175,9999,NIL,3,26,16,1015,54,NIL,,,,,,,,,
"['17:00', '23/11']",23/11 17:00,130,13,130,9999,NIL,3,25,15,1015,54,NIL,,,,,,,,,
"['18:00', '23/11']",23/11 18:00,170,11,170,9999,NIL,3,25,15,1015,54,NIL,,,,,,,,,
"['19:00', '23/11']",23/11 19:00,170,9,170,9999,NIL,2,25,14,1015,50,NIL,,,,,,,,,
"['20:00', '23/11']",23/11 20:00,170,11,165,9999,NIL,NIL,24,13,1015,50,NIL,,,,,,,,,
"['21:00', '23/11']",23/11 21:00,160,11,NIL,9999,NIL,NIL,23,14,1015,57,NIL,,,,,,,,,
"['22:00', '23/11']",23/11 22:00,160,9,155,9999,NIL,NIL,22,14,1016,60,NIL,,,,,,,,,
"['23:00', '23/11']",23/11 23:00,130,12,130,9999,NIL,NIL,21,14,1016,64,NIL,,,,,,,,,
"['00:00', '24/11']",24/11 00:00,140,9,NIL,9999,NIL,NIL,20,14,1017,68,NIL,,,,,,,,,
"['01:00', '24/11']",24/11 01:00,120,9,NIL,9999,,,19,13,1018,68,,,,,,,,,,
"['02:00', '24/11']",24/11 02:00,130,7,NIL,9999,,,18,13,1018,73,,,,,,,,,,
"['03:00', '24/11']",24/11 03:00,130,7,NIL,9999,,,18,13,1018,73,,,,,,,,,,
"['04:00', '24/11']",24/11 04:00,140,6,NIL,9999,,,18,13,1017,73,,,,,,,,,,
"['05:00', '24/11']",24/11 05:00,120,8,NIL,9999,,,18,13,1017,73,,,,,,,,,,
"['06:00', '24/11']",24/11 06:00,50,4,NIL,9999,,,16,13,1017,82,,,,,,,,,,
"['07:00', '24/11']",24/11 07:00,110,4,NIL,9999,,,15,14,1016,94,,,,,,,,,,
"['08:00', '24/11']",24/11 08:00,80,5,NIL,9999,,,15,13,1016,88,,,,,,,,,,
"['09:00', '24/11']",24/11 09:00,110,5,NIL,9999,,,16,14,1017,88,,,,,,,,,,
"['10:00', '24/11']",24/11 10:00,100,7,NIL,9999,,,19,14,1017,73,,,,,,,,,,
"['11:00', '24/11']",24/11 11:00,50,7,50,9999,,,19,15,1017,78,,,,,,,,,,
"['12:00', '24/11']",24/11 12:00,100,7,NIL,9999,,,21,14,1017,64,,,,,,,,,,
"['13:00', '24/11']",24/11 13:00,100,6,110,9999,,,24,14,1017,54,,,,,,,,,,
"['14:00', '24/11']",24/11 14:00,150,9,145,9999,,,26,09,1016,34,,,,,,,,,,
"['15:00', '24/11']",24/11 15:00,110,10,110,9999,,,27,05,1015,24,,,,,,,,,,
"['16:00', '24/11']",24/11 16:00,120,9,NIL,9999,,,28,08,1014,28,,,,,,,,,,
"['17:00', '24/11']",24/11 17:00,90,11,NIL,9999,,,30,05,1014,21,,,,,,,,,,
"['18:00', '24/11']",24/11 18:00,100,11,NIL,9999,,,30,04,1013,19,,,,,,,,,,
"['19:00', '24/11']",24/11 19:00,110,13,NIL,9999,,,29,06,1012,23,,,,,,,,,,
"['20:00', '24/11']",24/11 20:00,110,14,NIL,9999,,,28,11,1012,35,,,,,,,,,,
