validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,vis_setor,vis_setor_dir,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vnt_rajada,vnt_vrb,nevoa_umida,chuvisco,pancada,nevoeiro
"['18:35', '08/04']",08/04 18:35,90,9,5000,,,1,1,1500,5,24,23,1009,94,NIL,,,,,
"['19:00', '08/04']",08/04 19:00,100,7,8000,,,NIL,NIL,8000,5,24,23,1009,94,NIL,,,,,
"['20:00', '08/04']",08/04 20:00,70,5,9999,,,NIL,NIL,10000,5,24,23,1009,94,NIL,,,,,
"['21:00', '08/04']",08/04 21:00,100,6,9000,,,NIL,NIL,10000,5,25,23,1009,89,NIL,,,,,
"['22:00', '08/04']",08/04 22:00,60,4,9999,,,NIL,NIL,10000,5,25,23,1010,89,NIL,,,,,
"['23:00', '08/04']",08/04 23:00,70,4,9999,,,NIL,NIL,NIL,3,24,23,1010,94,NIL,,,,,
"['00:00', '09/04']",09/04 00:00,50,3,9999,,,NIL,NIL,NIL,3,24,23,1011,94,NIL,,,,,
"['01:00', '09/04']",09/04 01:00,140,4,9999,,,NIL,NIL,NIL,3,25,23,1012,89,,,,,,
"['02:00', '09/04']",09/04 02:00,110,4,9999,,,NIL,NIL,NIL,3,24,23,1013,94,,,,,,
"['03:00', '09/04']",09/04 03:00,60,4,9999,,,NIL,NIL,NIL,3,25,23,1012,89,,,,,,
"['04:00', '09/04']",09/04 04:00,70,4,9999,,,NIL,NIL,NIL,NIL,24,23,1011,94,,,,,,
"['05:00', '09/04']",09/04 05:00,60,5,9999,,,NIL,NIL,NIL,NIL,24,23,1010,94,,,,,,
"['06:00', '09/04']",09/04 06:00,90,3,9999,,,NIL,NIL,NIL,NIL,24,23,1010,94,,,,,,
"['07:00', '09/04']",09/04 07:00,50,2,9999,,,NIL,NIL,NIL,NIL,24,23,1010,94,,,,,,
"['08:00', '09/04']",09/04 08:00,90,2,9999,,,NIL,NIL,NIL,NIL,23,23,1010,100,,,,,,
"['09:00', '09/04']",09/04 09:00,140,2,9000,,,NIL,NIL,NIL,3,24,23,1010,94,,,,,,
"['10:00', '09/04']",09/04 10:00,0,0,9999,,,NIL,NIL,NIL,3,24,24,1011,100,,,,,,
"['11:00', '09/04']",09/04 11:00,240,5,9999,,,NIL,NIL,NIL,3,26,24,1011,89,,,,,,
"['12:00', '09/04']",09/04 12:00,290,3,9999,,,NIL,NIL,NIL,3,27,24,1012,84,,,,,,
"['13:00', '09/04']",09/04 13:00,350,4,9999,,,NIL,NIL,NIL,3,28,24,1012,79,,,,,,
"['14:00', '09/04']",09/04 14:00,100,10,9999,,,NIL,NIL,NIL,3,30,24,1012,70,,,,,,
"['15:00', '09/04']",09/04 15:00,110,8,9999,,,NIL,NIL,NIL,3,30,24,1012,70,,,,,,
"['16:00', '09/04']",09/04 16:00,70,7,9999,,,NIL,NIL,NIL,3,30,24,1010,70,,,,,,
"['17:00', '09/04']",09/04 17:00,100,6,9999,,,NIL,NIL,NIL,3,29,25,1009,79,,,,,,
"['18:00', '09/04']",09/04 18:00,330,7,9999,,,NIL,NIL,NIL,2,29,23,1008,70,,,,,,
"['19:00', '09/04']",09/04 19:00,310,5,9999,,,NIL,NIL,NIL,3,29,25,1007,79,,,,,,
"['19:05', '09/04']",09/04 19:05,320,7,9999,,,NIL,1,NIL,3,29,24,1008,74,,,,,,
"['20:00', '09/04']",09/04 20:00,320,8,7000,,,NIL,1,1700,5,27,25,1008,89,,,,,,
"['20:03', '09/04']",09/04 20:03,110,16,2000,,,1,1,1400,5,25,23,1010,89,,,,,,
"['20:25', '09/04']",09/04 20:25,220,5,5000,,,1,1,6000,5,24,23,1009,94,,,,,,
"['21:00', '09/04']",09/04 21:00,120,9,7000,,,1,1,NIL,2,25,23,1009,89,,,,,,
"['22:00', '09/04']",09/04 22:00,50,4,9999,,,NIL,NIL,NIL,NIL,25,23,1009,89,,,,,,
"['23:00', '09/04']",09/04 23:00,60,5,9999,,,NIL,NIL,NIL,NIL,25,24,1010,94,,,,,,
"['00:00', '10/04']",10/04 00:00,90,2,9999,,,NIL,NIL,NIL,2,25,24,1011,94,,,,,,
"['01:00', '10/04']",10/04 01:00,60,3,9999,,,,NIL,NIL,NIL,25,24,1011,94,NIL,,,,,
"['02:00', '10/04']",10/04 02:00,200,4,9999,,,,NIL,NIL,2,25,24,1011,94,NIL,,,,,
"['03:00', '10/04']",10/04 03:00,0,0,9999,,,,NIL,NIL,NIL,25,24,1011,94,NIL,,,,,
"['04:00', '10/04']",10/04 04:00,130,1,9999,,,,NIL,NIL,2,25,24,1010,94,NIL,,,,,
"['05:00', '10/04']",10/04 05:00,120,2,9999,,,,NIL,NIL,NIL,25,24,1010,94,NIL,,,,,
"['06:00', '10/04']",10/04 06:00,100,2,9000,,,,NIL,NIL,2,24,24,1009,100,NIL,,,,,
"['07:00', '10/04']",10/04 07:00,120,2,8000,,,,NIL,NIL,NIL,25,24,1009,94,NIL,,,,,
"['08:00', '10/04']",10/04 08:00,0,0,7000,,,,NIL,NIL,NIL,24,24,1009,100,NIL,,,,,
"['09:00', '10/04']",10/04 09:00,170,2,8000,,,,NIL,NIL,NIL,25,24,1009,94,NIL,,,,,
"['10:00', '10/04']",10/04 10:00,160,2,9000,,,,NIL,NIL,3,25,24,1010,94,NIL,,,,,
"['11:00', '10/04']",10/04 11:00,170,5,9999,,,,NIL,10000,5,26,25,1010,94,NIL,,,,,
"['12:00', '10/04']",10/04 12:00,140,5,9999,,,,NIL,10000,5,27,25,1011,89,NIL,,,,,
"['13:00', '10/04']",10/04 13:00,140,10,9999,,,,NIL,1500,5,29,25,1011,79,NIL,,,,,
"['14:00', '10/04']",10/04 14:00,120,8,9999,,,,NIL,2000,5,30,24,1011,70,NIL,,,,,
"['15:00', '10/04']",10/04 15:00,140,11,9999,,,,NIL,3000,5,31,23,1010,63,NIL,,,,,
"['16:00', '10/04']",10/04 16:00,120,12,9999,,,,NIL,3500,5,32,23,1009,59,NIL,,,,,
"['17:00', '10/04']",10/04 17:00,150,9,9999,,,,NIL,2500,5,32,24,1008,63,NIL,,,,,
"['18:00', '10/04']",10/04 18:00,120,9,9999,,,,NIL,9000,5,32,23,1007,59,NIL,,,,,
"['18:43', '10/04']",10/04 18:43,10,13,9999,,,,1,9000,5,28,22,1007,70,32,,,,,
"['19:00', '10/04']",10/04 19:00,60,21,9999,,,,1,2400,5,26,22,1007,79,NIL,,,,,
"['20:00', '10/04']",10/04 20:00,90,7,9999,,,,1,10000,5,25,21,1007,79,NIL,,,,,
"['21:00', '10/04']",10/04 21:00,60,9,9999,,,,NIL,10000,5,25,22,1008,83,NIL,,,,,
"['22:00', '10/04']",10/04 22:00,70,8,9999,,,,NIL,10000,5,25,22,1008,83,NIL,,,,,
"['23:00', '10/04']",10/04 23:00,60,6,9999,,,,NIL,9000,5,25,22,1009,83,NIL,,,,,
"['00:00', '11/04']",11/04 00:00,70,7,9999,,,,NIL,9000,5,25,23,1010,89,NIL,,,,,
"['01:00', '11/04']",11/04 01:00,60,7,9999,,,NIL,NIL,10000,5,25,23,1011,89,NIL,,,,,
"['02:00', '11/04']",11/04 02:00,120,6,9999,,,NIL,NIL,NIL,NIL,25,23,1012,89,NIL,,,,,
"['03:00', '11/04']",11/04 03:00,110,6,9999,,,NIL,NIL,9000,5,23,22,1011,94,NIL,,,,,
"['04:00', '11/04']",11/04 04:00,100,4,9999,,,NIL,NIL,NIL,NIL,23,23,1010,100,NIL,,,,,
"['05:00', '11/04']",11/04 05:00,80,4,9999,,,NIL,NIL,NIL,NIL,23,23,1010,100,NIL,,,,,
"['06:00', '11/04']",11/04 06:00,80,5,9999,,,NIL,NIL,NIL,NIL,23,22,1009,94,NIL,,,,,
"['07:00', '11/04']",11/04 07:00,90,4,9999,,,NIL,NIL,NIL,NIL,24,23,1009,94,NIL,,,,,
"['08:00', '11/04']",11/04 08:00,100,2,9999,,,NIL,NIL,NIL,NIL,23,23,1009,100,NIL,,,,,
"['09:00', '11/04']",11/04 09:00,160,3,9999,,,NIL,NIL,NIL,NIL,24,23,1010,94,NIL,,,,,
"['10:00', '11/04']",11/04 10:00,140,3,9999,,,NIL,NIL,NIL,2,24,23,1010,94,NIL,,,,,
"['11:00', '11/04']",11/04 11:00,130,4,9999,,,NIL,NIL,NIL,NIL,26,24,1011,89,NIL,,,,,
"['12:00', '11/04']",11/04 12:00,100,6,9999,,,NIL,NIL,NIL,NIL,28,25,1012,84,NIL,,,,,
"['13:00', '11/04']",11/04 13:00,110,9,9999,,,NIL,NIL,1900,5,30,24,1012,70,NIL,,,,,
"['14:00', '11/04']",11/04 14:00,140,6,9999,,,NIL,NIL,NIL,3,30,24,1012,70,NIL,,,,,
"['15:00', '11/04']",11/04 15:00,40,5,9999,,,NIL,NIL,3300,5,31,23,1011,63,NIL,,,,,
"['16:00', '11/04']",11/04 16:00,60,7,9999,,,NIL,NIL,3700,5,32,24,1010,63,NIL,,,,,
"['17:00', '11/04']",11/04 17:00,310,8,9000,,,NIL,NIL,2300,5,27,25,1009,89,NIL,,,,,
"['17:26', '11/04']",11/04 17:26,340,15,3000,,,1,1,1500,5,26,22,1009,79,NIL,,,,,
"['17:34', '11/04']",11/04 17:34,360,17,1500,,,1,1,1200,5,25,21,1009,79,30,,,,,
"['18:00', '11/04']",11/04 18:00,140,5,2000,,,1,1,1500,5,24,20,1010,78,NIL,,,,,
"['19:00', '11/04']",11/04 19:00,10,6,9999,,,1,1,2000,5,24,20,1009,78,NIL,,,,,
"['20:00', '11/04']",11/04 20:00,70,7,5000,,,1,1,2000,5,24,21,1009,83,NIL,,,,,
"['21:00', '11/04']",11/04 21:00,70,3,9999,,,1,1,10000,5,24,21,1009,83,NIL,,,,,
"['22:00', '11/04']",11/04 22:00,90,2,9999,,,NIL,NIL,10000,5,24,21,1011,83,NIL,,,,,
"['23:00', '11/04']",11/04 23:00,0,0,9999,,,NIL,NIL,10000,5,24,22,1011,89,NIL,,,,,
"['00:00', '12/04']",12/04 00:00,160,3,9999,,,NIL,NIL,NIL,NIL,24,22,1012,89,NIL,,,,,
"['01:00', '12/04']",12/04 01:00,150,3,9999,NIL,NIL,NIL,NIL,NIL,NIL,23,23,1012,100,NIL,NIL,,,,
"['02:00', '12/04']",12/04 02:00,120,1,9999,NIL,NIL,NIL,NIL,NIL,NIL,23,22,1013,94,NIL,NIL,,,,
"['03:00', '12/04']",12/04 03:00,90,3,9999,NIL,NIL,NIL,NIL,NIL,NIL,23,22,1012,94,NIL,NIL,,,,
"['04:00', '12/04']",12/04 04:00,120,4,9999,NIL,NIL,NIL,NIL,NIL,NIL,23,22,1011,94,NIL,NIL,,,,
"['05:00', '12/04']",12/04 05:00,120,3,9999,NIL,NIL,NIL,NIL,NIL,NIL,23,22,1011,94,NIL,NIL,,,,
"['06:00', '12/04']",12/04 06:00,170,2,9999,NIL,NIL,NIL,NIL,NIL,NIL,23,22,1011,94,NIL,NIL,,,,
"['07:00', '12/04']",12/04 07:00,150,3,9999,NIL,NIL,NIL,NIL,NIL,NIL,23,22,1010,94,NIL,NIL,,,,
"['08:00', '12/04']",12/04 08:00,100,2,9999,NIL,NIL,NIL,NIL,NIL,NIL,22,22,1010,100,NIL,NIL,,,,
"['09:00', '12/04']",12/04 09:00,160,2,9999,NIL,NIL,NIL,NIL,NIL,NIL,22,22,1010,100,NIL,NIL,,,,
"['10:00', '12/04']",12/04 10:00,150,5,9999,NIL,NIL,NIL,NIL,NIL,NIL,23,22,1011,94,NIL,NIL,,,,
"['11:00', '12/04']",12/04 11:00,140,4,9999,NIL,NIL,NIL,NIL,NIL,NIL,24,23,1012,94,NIL,NIL,,,,
"['12:00', '12/04']",12/04 12:00,90,6,9999,NIL,NIL,NIL,NIL,NIL,NIL,27,24,1012,84,NIL,90,,,,
"['13:00', '12/04']",12/04 13:00,280,9,9999,NIL,NIL,NIL,NIL,NIL,3,29,24,1012,74,NIL,NIL,,,,
"['14:00', '12/04']",12/04 14:00,150,7,9999,NIL,NIL,NIL,NIL,2300,5,29,24,1012,74,NIL,135,,,,
"['15:00', '12/04']",12/04 15:00,130,9,9999,NIL,NIL,NIL,NIL,NIL,3,31,23,1012,63,NIL,NIL,,,,
"['16:00', '12/04']",12/04 16:00,150,9,9999,NIL,NIL,NIL,NIL,NIL,3,32,23,1011,59,NIL,NIL,,,,
"['17:00', '12/04']",12/04 17:00,110,4,9999,NIL,NIL,NIL,NIL,NIL,3,32,24,1009,63,NIL,NIL,,,,
"['18:00', '12/04']",12/04 18:00,100,4,9999,NIL,NIL,NIL,NIL,2500,5,31,24,1008,66,NIL,NIL,,,,
"['19:00', '12/04']",12/04 19:00,350,5,7000,3000,90,1,NIL,4500,5,29,24,1008,74,NIL,NIL,,,,
"['19:04', '12/04']",12/04 19:04,40,15,5000,800,270,1,NIL,3000,5,25,24,1009,94,27,NIL,,,,
"['19:14', '12/04']",12/04 19:14,20,11,7000,3000,270,1,1,3000,5,25,23,1009,89,22,NIL,,,,
"['20:00', '12/04']",12/04 20:00,20,6,9999,NIL,NIL,1,1,NIL,3,26,24,1009,89,NIL,NIL,,,,
"['21:00', '12/04']",12/04 21:00,50,4,9999,NIL,NIL,NIL,NIL,NIL,3,26,24,1009,89,NIL,NIL,,,,
"['22:00', '12/04']",12/04 22:00,80,1,9999,NIL,NIL,NIL,NIL,4200,5,26,24,1010,89,NIL,NIL,,,,
"['22:21', '12/04']",12/04 22:21,100,9,3000,NIL,NIL,1,NIL,4500,5,25,24,1010,94,NIL,NIL,,,,
"['23:00', '12/04']",12/04 23:00,80,6,4000,NIL,NIL,1,NIL,3200,5,25,24,1011,94,NIL,NIL,,,,
"['23:25', '12/04']",12/04 23:25,70,4,6000,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1011,94,NIL,NIL,,,,
"['00:00', '13/04']",13/04 00:00,60,3,8000,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1011,94,NIL,NIL,,,,
"['01:00', '13/04']",13/04 01:00,0,0,9999,,,NIL,NIL,NIL,NIL,25,23,1012,89,NIL,,,,,
"['02:00', '13/04']",13/04 02:00,120,2,9999,,,NIL,NIL,NIL,NIL,25,24,1013,94,NIL,,,,,
"['03:00', '13/04']",13/04 03:00,120,2,9999,,,NIL,NIL,NIL,NIL,25,24,1013,94,NIL,,,,,
"['04:00', '13/04']",13/04 04:00,120,2,9999,,,NIL,NIL,NIL,NIL,25,24,1012,94,NIL,,,,,
"['05:00', '13/04']",13/04 05:00,140,3,9999,,,NIL,NIL,NIL,NIL,25,24,1011,94,NIL,,,,,
"['06:00', '13/04']",13/04 06:00,110,2,9999,,,NIL,NIL,NIL,NIL,25,24,1011,94,NIL,,,,,
"['07:00', '13/04']",13/04 07:00,100,2,9999,,,NIL,NIL,NIL,NIL,25,24,1010,94,NIL,,,,,
"['08:00', '13/04']",13/04 08:00,140,2,9999,,,NIL,NIL,NIL,NIL,24,24,1011,100,NIL,,,,,
"['09:00', '13/04']",13/04 09:00,120,4,9999,,,NIL,NIL,NIL,NIL,24,23,1011,94,NIL,,,,,
"['10:00', '13/04']",13/04 10:00,140,4,9999,,,NIL,NIL,NIL,NIL,25,24,1012,94,NIL,,,,,
"['11:00', '13/04']",13/04 11:00,120,5,9999,,,NIL,NIL,10000,5,25,24,1013,94,NIL,,,,,
"['12:00', '13/04']",13/04 12:00,110,7,9999,,,NIL,NIL,NIL,3,28,25,1013,84,NIL,,,,,
"['13:00', '13/04']",13/04 13:00,90,9,9999,,,NIL,NIL,NIL,3,29,24,1014,74,NIL,,,,,
"['14:00', '13/04']",13/04 14:00,110,9,9999,,,NIL,NIL,NIL,3,31,24,1013,66,NIL,,,,,
"['15:00', '13/04']",13/04 15:00,110,7,9999,,,NIL,NIL,NIL,3,32,24,1012,63,NIL,,,,,
"['16:00', '13/04']",13/04 16:00,120,8,9999,,,NIL,NIL,3300,5,32,23,1011,59,NIL,,,,,
"['17:00', '13/04']",13/04 17:00,340,12,9999,,,NIL,NIL,3500,5,30,24,1010,70,NIL,,,,,
"['17:30', '13/04']",13/04 17:30,260,7,2000,,,1,NIL,1000,5,26,24,1010,89,NIL,,,,,
"['17:40', '13/04']",13/04 17:40,240,11,3000,,,1,NIL,1200,8,25,23,1010,89,22,,,,,
"['18:00', '13/04']",13/04 18:00,40,3,8000,,,1,NIL,1000,5,25,24,1011,94,NIL,,,,,
"['18:20', '13/04']",13/04 18:20,80,6,8000,,,1,NIL,3600,5,26,25,1010,94,NIL,,,,,
"['18:25', '13/04']",13/04 18:25,250,6,7000,,,1,1,1200,5,26,24,1010,89,NIL,,,,,
"['19:00', '13/04']",13/04 19:00,70,6,9999,,,NIL,1,7000,5,26,24,1009,89,NIL,,,,,
"['20:00', '13/04']",13/04 20:00,50,3,9999,,,NIL,NIL,10000,5,26,24,1009,89,NIL,,,,,
"['21:00', '13/04']",13/04 21:00,40,5,9999,,,NIL,NIL,10000,5,26,24,1009,89,NIL,,,,,
"['22:00', '13/04']",13/04 22:00,40,5,9999,,,NIL,NIL,10000,5,26,24,1010,89,NIL,,,,,
"['23:00', '13/04']",13/04 23:00,60,4,9999,,,NIL,NIL,10000,5,25,23,1011,89,NIL,,,,,
"['00:00', '14/04']",14/04 00:00,140,2,9999,,,NIL,NIL,NIL,3,25,24,1012,94,NIL,,,,,
"['01:00', '14/04']",14/04 01:00,60,3,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1013,94,,,,,,
"['02:00', '14/04']",14/04 02:00,70,5,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1013,94,,,,,,
"['03:00', '14/04']",14/04 03:00,60,4,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1013,94,,,,,,
"['04:00', '14/04']",14/04 04:00,100,4,9999,NIL,NIL,NIL,NIL,NIL,NIL,24,24,1012,100,,,,,,
"['05:00', '14/04']",14/04 05:00,80,2,9999,NIL,NIL,NIL,NIL,NIL,NIL,24,24,1011,100,,,,,,
"['06:00', '14/04']",14/04 06:00,50,2,9999,NIL,NIL,NIL,NIL,NIL,NIL,24,23,1010,94,,,,,,
"['07:00', '14/04']",14/04 07:00,60,2,9999,NIL,NIL,NIL,NIL,NIL,NIL,24,23,1010,94,,,,,,
"['08:00', '14/04']",14/04 08:00,70,2,9999,NIL,NIL,NIL,NIL,NIL,NIL,24,24,1010,100,,,,,,
"['09:00', '14/04']",14/04 09:00,140,2,9999,NIL,NIL,NIL,NIL,NIL,NIL,24,23,1011,94,,,,,,
"['10:00', '14/04']",14/04 10:00,120,2,9999,NIL,NIL,NIL,NIL,NIL,NIL,24,24,1011,100,,,,,,
"['11:00', '14/04']",14/04 11:00,130,4,9999,NIL,NIL,NIL,NIL,NIL,2,26,25,1012,94,,,,,,
"['12:00', '14/04']",14/04 12:00,90,6,9999,NIL,NIL,NIL,NIL,NIL,3,28,24,1012,79,,,,,,
"['13:00', '14/04']",14/04 13:00,90,6,9999,NIL,NIL,NIL,NIL,1900,5,29,25,1012,79,,,,,,
"['14:00', '14/04']",14/04 14:00,110,7,9999,NIL,NIL,NIL,NIL,2400,5,30,24,1013,70,,,,,,
"['15:00', '14/04']",14/04 15:00,70,10,9999,NIL,NIL,NIL,NIL,3000,5,32,24,1012,63,,,,,,
"['16:00', '14/04']",14/04 16:00,80,9,9999,NIL,NIL,NIL,NIL,3700,5,32,23,1011,59,,,,,,
"['17:00', '14/04']",14/04 17:00,340,10,9999,NIL,NIL,NIL,NIL,4000,5,29,25,1010,79,,,,,,
"['17:32', '14/04']",14/04 17:32,330,7,2000,NIL,NIL,1,1,1300,5,25,25,1009,100,,,,,,
"['18:00', '14/04']",14/04 18:00,150,2,9999,4000,225,1,1,1700,5,24,24,1009,100,,,,,,
"['19:00', '14/04']",14/04 19:00,30,2,9999,NIL,NIL,NIL,1,10000,5,25,24,1008,94,,,,,,
"['20:00', '14/04']",14/04 20:00,310,2,9999,NIL,NIL,NIL,NIL,10000,5,26,25,1008,94,,,,,,
"['21:00', '14/04']",14/04 21:00,40,5,9999,NIL,NIL,NIL,NIL,10000,5,27,25,1007,89,,,,,,
"['22:00', '14/04']",14/04 22:00,20,3,9999,NIL,NIL,NIL,NIL,NIL,3,27,25,1008,89,,,,,,
"['23:00', '14/04']",14/04 23:00,40,4,9999,NIL,NIL,NIL,NIL,NIL,NIL,27,25,1009,89,,,,,,
"['00:00', '15/04']",15/04 00:00,60,3,9999,NIL,NIL,NIL,NIL,NIL,NIL,26,24,1010,89,,,,,,
"['01:00', '15/04']",15/04 01:00,50,4,9999,,,NIL,NIL,NIL,NIL,26,24,1011,89,,,,,,
"['02:00', '15/04']",15/04 02:00,60,5,9999,,,NIL,NIL,NIL,NIL,25,24,1011,94,,,,,,
"['03:00', '15/04']",15/04 03:00,80,3,9999,,,NIL,NIL,NIL,NIL,25,24,1011,94,,,,,,
"['04:00', '15/04']",15/04 04:00,80,2,9999,,,NIL,NIL,NIL,NIL,25,24,1010,94,,,,,,
"['05:00', '15/04']",15/04 05:00,110,4,9999,,,NIL,NIL,NIL,NIL,25,24,1010,94,,,,,,
"['06:00', '15/04']",15/04 06:00,240,2,9999,,,NIL,NIL,NIL,NIL,24,24,1010,100,,,,,,
"['07:00', '15/04']",15/04 07:00,100,3,9999,,,NIL,NIL,NIL,NIL,24,23,1010,94,,,,,,
"['08:00', '15/04']",15/04 08:00,100,3,9999,,,NIL,NIL,NIL,NIL,24,23,1009,94,,,,,,
"['09:00', '15/04']",15/04 09:00,160,3,9999,,,NIL,NIL,NIL,NIL,24,24,1009,100,,,,,,
"['10:00', '15/04']",15/04 10:00,110,2,9999,,,NIL,NIL,NIL,NIL,24,24,1010,100,,,,,,
"['11:00', '15/04']",15/04 11:00,90,3,9999,,,NIL,NIL,NIL,NIL,27,25,1011,89,,,,,,
"['12:00', '15/04']",15/04 12:00,80,9,9999,,,NIL,NIL,NIL,3,28,25,1011,84,,,,,,
"['13:00', '15/04']",15/04 13:00,90,8,9999,,,NIL,NIL,2300,5,30,25,1012,75,,,,,,
"['14:00', '15/04']",15/04 14:00,110,8,9999,,,NIL,NIL,2700,5,30,24,1012,70,,,,,,
"['15:00', '15/04']",15/04 15:00,130,9,9999,,,NIL,NIL,3000,5,31,23,1011,63,,,,,,
"['16:00', '15/04']",15/04 16:00,150,8,9999,,,NIL,NIL,5100,5,30,24,1010,70,,,,,,
"['17:00', '15/04']",15/04 17:00,120,9,9999,,,NIL,NIL,3500,5,30,24,1009,70,,,,,,
"['17:16', '15/04']",15/04 17:16,140,10,5000,,,1,1,3500,5,29,24,1008,74,,,,,,
"['17:47', '15/04']",15/04 17:47,40,10,9999,,,NIL,1,3100,5,27,23,1008,79,,,,,,
"['18:00', '15/04']",15/04 18:00,50,8,9999,,,NIL,1,3100,5,27,23,1008,79,,,,,,
"['19:00', '15/04']",15/04 19:00,70,10,9999,,,1,NIL,4000,5,26,24,1007,89,,,,,,
"['20:00', '15/04']",15/04 20:00,60,7,9999,,,NIL,NIL,NIL,3,27,24,1008,84,,,,,,
"['21:00', '15/04']",15/04 21:00,70,8,9999,,,NIL,NIL,10000,5,27,23,1008,79,,,,,,
"['22:00', '15/04']",15/04 22:00,60,4,9999,,,NIL,NIL,NIL,3,26,24,1009,89,,,,,,
"['23:00', '15/04']",15/04 23:00,110,4,9999,,,NIL,NIL,NIL,3,26,24,1010,89,,,,,,
"['00:00', '16/04']",16/04 00:00,70,4,9999,,,NIL,NIL,NIL,2,25,24,1010,94,,,,,,
"['01:00', '16/04']",16/04 01:00,190,2,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1012,94,,,NIL,,NIL,
"['02:00', '16/04']",16/04 02:00,110,2,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1012,94,,,NIL,,NIL,
"['03:00', '16/04']",16/04 03:00,0,0,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1011,94,,,NIL,,NIL,
"['04:00', '16/04']",16/04 04:00,100,2,9999,NIL,NIL,NIL,NIL,NIL,3,25,24,1011,94,,,NIL,,NIL,
"['05:00', '16/04']",16/04 05:00,150,2,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1010,94,,,NIL,,NIL,
"['06:00', '16/04']",16/04 06:00,0,0,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1010,94,,,NIL,,NIL,
"['07:00', '16/04']",16/04 07:00,140,1,9999,NIL,NIL,NIL,NIL,NIL,2,25,24,1009,94,,,NIL,,NIL,
"['08:00', '16/04']",16/04 08:00,140,3,9999,NIL,NIL,NIL,NIL,NIL,2,24,24,1009,100,,,NIL,,NIL,
"['09:00', '16/04']",16/04 09:00,250,1,9999,NIL,NIL,NIL,NIL,NIL,3,24,24,1009,100,,,NIL,,NIL,
"['09:29', '16/04']",16/04 09:29,100,3,5000,NIL,NIL,NIL,NIL,1000,5,24,24,1010,100,,,1,,NIL,
"['10:00', '16/04']",16/04 10:00,100,3,5000,NIL,NIL,NIL,NIL,800,5,24,24,1010,100,,,1,,NIL,
"['11:00', '16/04']",16/04 11:00,110,3,9999,NIL,NIL,NIL,NIL,1000,5,26,24,1011,89,,,NIL,,NIL,
"['12:00', '16/04']",16/04 12:00,110,4,9999,NIL,NIL,NIL,NIL,1200,5,27,24,1012,84,,,NIL,,NIL,
"['13:00', '16/04']",16/04 13:00,70,7,9999,NIL,NIL,NIL,NIL,1500,5,28,24,1012,79,,,NIL,,NIL,
"['14:00', '16/04']",16/04 14:00,80,8,9999,NIL,NIL,NIL,NIL,2000,5,29,24,1012,74,,,NIL,,NIL,
"['15:00', '16/04']",16/04 15:00,100,8,9999,NIL,NIL,NIL,NIL,2500,5,31,23,1011,63,,,NIL,,NIL,
"['16:00', '16/04']",16/04 16:00,40,5,9999,NIL,NIL,NIL,NIL,3500,5,30,24,1010,70,,,NIL,,NIL,
"['17:00', '16/04']",16/04 17:00,360,8,9999,NIL,NIL,NIL,NIL,3500,5,29,25,1009,79,,,NIL,,NIL,
"['18:00', '16/04']",16/04 18:00,360,13,9999,NIL,NIL,NIL,NIL,4300,5,29,25,1007,79,,,NIL,,NIL,
"['19:00', '16/04']",16/04 19:00,10,11,8000,3000,270,1,1,3100,5,29,25,1007,79,,,NIL,,1,
"['20:00', '16/04']",16/04 20:00,160,12,7000,3000,270,1,1,1500,5,27,23,1009,79,,,NIL,,1,
"['20:37', '16/04']",16/04 20:37,20,8,2000,NIL,NIL,1,1,900,5,24,23,1010,94,,,NIL,,1,
"['21:00', '16/04']",16/04 21:00,70,10,4000,NIL,NIL,1,1,1000,5,24,23,1010,94,,,NIL,,NIL,
"['21:33', '16/04']",16/04 21:33,90,2,5000,NIL,NIL,1,1,2400,5,24,23,1010,94,,,NIL,,NIL,
"['22:00', '16/04']",16/04 22:00,50,4,5000,NIL,NIL,1,1,2500,5,24,23,1010,94,,,NIL,,NIL,
"['23:00', '16/04']",16/04 23:00,110,5,5000,NIL,NIL,1,NIL,9000,5,24,24,1011,100,,,NIL,,NIL,
"['00:00', '17/04']",17/04 00:00,120,3,7000,NIL,NIL,NIL,NIL,NIL,2,24,23,1011,94,,,NIL,,NIL,
"['01:00', '17/04']",17/04 01:00,120,2,9999,NIL,NIL,NIL,NIL,NIL,3,24,23,1011,94,,,NIL,,,
"['02:00', '17/04']",17/04 02:00,130,3,9999,NIL,NIL,NIL,NIL,NIL,3,24,24,1012,100,,,NIL,,,
"['03:00', '17/04']",17/04 03:00,110,2,9999,NIL,NIL,NIL,NIL,NIL,NIL,24,24,1012,100,,,NIL,,,
"['04:00', '17/04']",17/04 04:00,110,2,7000,NIL,NIL,NIL,NIL,NIL,NIL,24,23,1011,94,,,NIL,,,
