validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,vis_setor,vis_setor_dir,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vnt_rajada,vnt_vrb,nevoa_umida,chuvisco,pancada,nevoeiro
"['05:00', '17/04']",17/04 05:00,120,2,9000,NIL,NIL,NIL,NIL,NIL,NIL,24,23,1010,94,,,NIL,,,
"['06:00', '17/04']",17/04 06:00,130,2,8000,NIL,NIL,NIL,NIL,NIL,NIL,24,23,1010,94,,,NIL,,,
"['07:00', '17/04']",17/04 07:00,0,0,9999,NIL,NIL,NIL,NIL,NIL,NIL,24,23,1009,94,,,NIL,,,
"['08:00', '17/04']",17/04 08:00,100,2,9999,NIL,NIL,NIL,NIL,NIL,NIL,23,23,1009,100,,,NIL,,,
"['09:00', '17/04']",17/04 09:00,70,2,9999,NIL,NIL,NIL,NIL,NIL,NIL,24,23,1010,94,,,NIL,,,
"['10:00', '17/04']",17/04 10:00,110,2,9999,NIL,NIL,NIL,NIL,NIL,3,24,23,1011,94,,,NIL,,,
"['11:00', '17/04']",17/04 11:00,100,3,9999,NIL,NIL,NIL,NIL,NIL,2,26,24,1011,89,,,NIL,,,
"['12:00', '17/04']",17/04 12:00,80,9,9999,NIL,NIL,NIL,NIL,NIL,2,28,24,1012,79,,,NIL,,,
"['13:00', '17/04']",17/04 13:00,60,10,9999,NIL,NIL,NIL,NIL,2000,5,29,24,1012,74,,,NIL,,,
"['14:00', '17/04']",17/04 14:00,80,10,9999,NIL,NIL,NIL,NIL,2600,5,30,24,1012,70,,,NIL,,,
"['15:00', '17/04']",17/04 15:00,100,7,9999,NIL,NIL,NIL,NIL,3000,5,31,23,1011,63,,,NIL,,,
"['16:00', '17/04']",17/04 16:00,340,8,9999,NIL,NIL,NIL,NIL,6200,5,29,26,1010,84,,,NIL,,,
"['16:10', '17/04']",17/04 16:10,360,11,7000,NIL,NIL,NIL,1,3100,5,26,24,1010,89,,,NIL,,,
"['16:27', '17/04']",17/04 16:27,10,4,600,NIL,NIL,1,1,1500,5,27,23,1010,79,,,NIL,,,
"['17:00', '17/04']",17/04 17:00,50,8,1200,800,270,1,1,1200,8,24,23,1010,94,,,NIL,,,
"['17:30', '17/04']",17/04 17:30,60,6,8000,3000,225,1,1,7000,5,23,22,1009,94,,,NIL,,,
"['18:00', '17/04']",17/04 18:00,130,3,9999,NIL,NIL,1,1,8000,5,24,23,1009,94,,,NIL,,,
"['19:00', '17/04']",17/04 19:00,90,6,9999,NIL,NIL,NIL,NIL,10000,5,25,24,1009,94,,,NIL,,,
"['20:00', '17/04']",17/04 20:00,70,5,9999,NIL,NIL,NIL,NIL,10000,5,26,24,1009,89,,,NIL,,,
"['21:00', '17/04']",17/04 21:00,90,3,9999,NIL,NIL,NIL,NIL,10000,5,26,24,1009,89,,,NIL,,,
"['22:00', '17/04']",17/04 22:00,60,6,9999,NIL,NIL,NIL,NIL,NIL,3,26,24,1010,89,,,NIL,,,
"['23:00', '17/04']",17/04 23:00,110,5,9999,NIL,NIL,NIL,NIL,NIL,3,25,24,1010,94,,,NIL,,,
"['23:30', '17/04']",17/04 23:30,120,5,4000,NIL,NIL,NIL,NIL,1000,5,25,24,1011,94,,,1,,,
"['00:00', '18/04']",18/04 00:00,130,8,3000,NIL,NIL,1,NIL,1200,5,24,24,1012,100,,,1,,,
"['00:15', '18/04']",18/04 00:15,110,5,9999,NIL,NIL,NIL,NIL,1500,5,24,23,1012,94,,,NIL,,,
"['01:00', '18/04']",18/04 01:00,100,4,9999,,,NIL,,10000,5,24,23,1012,94,,,NIL,,,
"['02:00', '18/04']",18/04 02:00,50,3,9999,,,NIL,,NIL,NIL,24,23,1012,94,,,NIL,,,
"['03:00', '18/04']",18/04 03:00,60,3,9999,,,NIL,,NIL,NIL,24,23,1012,94,,,NIL,,,
"['04:00', '18/04']",18/04 04:00,70,3,9999,,,NIL,,NIL,NIL,24,23,1011,94,,,NIL,,,
"['05:00', '18/04']",18/04 05:00,60,5,9999,,,NIL,,NIL,NIL,24,23,1010,94,,,NIL,,,
"['06:00', '18/04']",18/04 06:00,90,3,9999,,,NIL,,NIL,NIL,24,23,1010,94,,,NIL,,,
"['07:00', '18/04']",18/04 07:00,50,3,9999,,,NIL,,NIL,NIL,24,23,1010,94,,,NIL,,,
"['08:00', '18/04']",18/04 08:00,30,1,9999,,,NIL,,NIL,NIL,24,23,1010,94,,,NIL,,,
"['09:00', '18/04']",18/04 09:00,100,1,9999,,,NIL,,10000,5,23,23,1011,100,,,NIL,,,
"['10:00', '18/04']",18/04 10:00,130,2,9999,,,NIL,,10000,5,24,23,1011,94,,,NIL,,,
"['11:00', '18/04']",18/04 11:00,10,2,9999,,,NIL,,NIL,3,26,24,1012,89,,,NIL,,,
"['12:00', '18/04']",18/04 12:00,40,3,9999,,,NIL,,2300,5,28,24,1013,79,,,NIL,,,
"['13:00', '18/04']",18/04 13:00,70,6,9999,,,NIL,,2000,5,28,24,1013,79,,,NIL,,,
"['14:00', '18/04']",18/04 14:00,120,7,9999,,,NIL,,2000,5,29,25,1013,79,,,NIL,,,
"['15:00', '18/04']",18/04 15:00,330,10,9999,,,1,,1700,5,27,25,1012,89,,,NIL,,,
"['16:00', '18/04']",18/04 16:00,250,4,9999,,,NIL,,1500,5,26,24,1011,89,,,NIL,,,
"['17:00', '18/04']",18/04 17:00,350,8,3000,,,1,,1300,5,26,24,1010,89,,,NIL,,,
"['18:00', '18/04']",18/04 18:00,30,6,2000,,,1,,1700,5,23,23,1011,100,,,1,,,
"['19:00', '18/04']",18/04 19:00,50,8,6000,,,1,,2000,5,23,22,1010,94,,,NIL,,,
"['20:00', '18/04']",18/04 20:00,80,2,8000,,,NIL,,NIL,3,24,23,1010,94,,,NIL,,,
"['21:00', '18/04']",18/04 21:00,130,3,9999,,,NIL,,10000,5,24,23,1010,94,,,NIL,,,
"['22:00', '18/04']",18/04 22:00,130,4,9999,,,NIL,,NIL,3,23,23,1011,100,,,NIL,,,
"['23:00', '18/04']",18/04 23:00,60,2,9999,,,NIL,,NIL,3,23,23,1012,100,,,NIL,,,
"['00:00', '19/04']",19/04 00:00,10,3,9999,,,NIL,,NIL,NIL,24,23,1011,94,,,NIL,,,
"['01:00', '19/04']",19/04 01:00,180,3,9999,NIL,NIL,,NIL,NIL,NIL,23,23,1012,100,,NIL,,,,
"['02:00', '19/04']",19/04 02:00,150,3,9999,NIL,NIL,,NIL,NIL,NIL,23,23,1013,100,,NIL,,,,
"['03:00', '19/04']",19/04 03:00,360,2,9999,NIL,NIL,,NIL,NIL,NIL,23,23,1012,100,,NIL,,,,
"['04:00', '19/04']",19/04 04:00,330,2,9999,NIL,NIL,,NIL,NIL,NIL,23,23,1012,100,,NIL,,,,
"['05:00', '19/04']",19/04 05:00,80,2,9999,NIL,NIL,,NIL,NIL,NIL,23,23,1011,100,,NIL,,,,
"['06:00', '19/04']",19/04 06:00,140,2,9999,NIL,NIL,,NIL,NIL,NIL,23,23,1011,100,,NIL,,,,
"['07:00', '19/04']",19/04 07:00,160,2,9999,NIL,NIL,,NIL,NIL,NIL,23,23,1011,100,,NIL,,,,
"['08:00', '19/04']",19/04 08:00,90,2,9999,NIL,NIL,,NIL,NIL,NIL,23,23,1011,100,,NIL,,,,
"['09:00', '19/04']",19/04 09:00,140,2,9999,NIL,NIL,,NIL,NIL,3,23,22,1011,94,,NIL,,,,
"['10:00', '19/04']",19/04 10:00,140,2,9999,NIL,NIL,,NIL,10000,5,24,23,1012,94,,NIL,,,,
"['11:00', '19/04']",19/04 11:00,130,3,9999,NIL,NIL,,NIL,10000,5,25,23,1013,89,,NIL,,,,
"['12:00', '19/04']",19/04 12:00,140,2,9999,NIL,NIL,,NIL,10000,5,27,24,1014,84,,NIL,,,,
"['13:00', '19/04']",19/04 13:00,0,0,9999,NIL,NIL,,NIL,10000,5,28,23,1014,74,,NIL,,,,
"['14:00', '19/04']",19/04 14:00,280,4,9999,NIL,NIL,,NIL,10000,5,28,24,1014,79,,280,,,,
"['15:00', '19/04']",19/04 15:00,290,4,9999,NIL,NIL,,NIL,2300,5,28,24,1013,79,,295,,,,
"['16:00', '19/04']",19/04 16:00,300,5,9999,4000,45,,NIL,3000,5,29,24,1012,74,,290,,,,
"['16:40', '19/04']",19/04 16:40,300,2,9999,NIL,NIL,,1,7000,5,27,23,1011,79,,NIL,,,,
"['17:00', '19/04']",19/04 17:00,340,2,9999,NIL,NIL,,1,1700,5,28,23,1011,74,,NIL,,,,
"['18:00', '19/04']",19/04 18:00,10,7,9999,NIL,NIL,,1,NIL,3,27,22,1010,74,,NIL,,,,
"['19:00', '19/04']",19/04 19:00,80,2,9999,NIL,NIL,,NIL,2500,5,27,23,1010,79,,NIL,,,,
"['20:00', '19/04']",19/04 20:00,90,1,9999,NIL,NIL,,NIL,10000,5,27,23,1010,79,,NIL,,,,
"['21:00', '19/04']",19/04 21:00,130,5,9999,NIL,NIL,,NIL,3000,5,27,23,1011,79,,NIL,,,,
"['22:00', '19/04']",19/04 22:00,130,8,9999,NIL,NIL,,NIL,10000,5,25,22,1011,83,,NIL,,,,
"['23:00', '19/04']",19/04 23:00,90,6,9999,NIL,NIL,,NIL,10000,5,24,23,1012,94,,NIL,,,,
"['00:00', '20/04']",20/04 00:00,100,1,9999,NIL,NIL,,NIL,NIL,3,24,23,1013,94,,NIL,,,,
"['01:00', '20/04']",20/04 01:00,180,2,9999,,,,,NIL,3,24,23,1014,94,,NIL,,,,
"['02:00', '20/04']",20/04 02:00,180,3,9999,,,,,NIL,3,24,23,1014,94,,NIL,,,,
"['03:00', '20/04']",20/04 03:00,230,2,9999,,,,,NIL,3,23,23,1013,100,,NIL,,,,
"['04:00', '20/04']",20/04 04:00,110,2,9999,,,,,NIL,NIL,24,23,1013,94,,NIL,,,,
"['05:00', '20/04']",20/04 05:00,250,1,9999,,,,,NIL,NIL,23,23,1012,100,,NIL,,,,
"['06:00', '20/04']",20/04 06:00,0,0,9999,,,,,NIL,NIL,23,23,1011,100,,NIL,,,,
"['07:00', '20/04']",20/04 07:00,100,2,9999,,,,,NIL,NIL,23,23,1011,100,,NIL,,,,
"['08:00', '20/04']",20/04 08:00,90,2,9999,,,,,NIL,NIL,23,22,1011,94,,NIL,,,,
"['09:00', '20/04']",20/04 09:00,80,2,9999,,,,,1000,5,23,23,1012,100,,NIL,,,,
"['10:00', '20/04']",20/04 10:00,80,2,9999,,,,,2200,5,24,23,1013,94,,NIL,,,,
"['11:00', '20/04']",20/04 11:00,130,3,9999,,,,,4000,5,24,23,1014,94,,NIL,,,,
"['12:00', '20/04']",20/04 12:00,130,2,9999,,,,,3000,5,26,24,1014,89,,NIL,,,,
"['12:33', '20/04']",20/04 12:33,290,3,9999,,,,,1300,5,26,23,1014,84,,NIL,,,,
"['13:00', '20/04']",20/04 13:00,250,5,9999,,,,,1300,5,26,24,1015,89,,NIL,,,,
"['14:00', '20/04']",20/04 14:00,240,5,9999,,,,,3800,5,27,24,1014,84,,NIL,,,,
"['15:00', '20/04']",20/04 15:00,290,7,9999,,,,,3800,5,27,24,1014,84,,NIL,,,,
"['16:00', '20/04']",20/04 16:00,310,5,9999,,,,,3900,5,28,24,1012,79,,NIL,,,,
"['17:00', '20/04']",20/04 17:00,290,6,9999,,,,,NIL,3,28,24,1011,79,,NIL,,,,
"['18:00', '20/04']",20/04 18:00,300,6,9999,,,,,NIL,3,28,24,1010,79,,300,,,,
"['19:00', '20/04']",20/04 19:00,290,6,9999,,,,,NIL,3,28,23,1010,74,,280,,,,
"['20:00', '20/04']",20/04 20:00,330,4,9999,,,,,NIL,3,29,23,1010,70,,NIL,,,,
"['21:00', '20/04']",20/04 21:00,340,4,9999,,,,,NIL,3,28,23,1010,74,,155,,,,
"['22:00', '20/04']",20/04 22:00,40,5,9999,,,,,NIL,3,27,23,1011,79,,NIL,,,,
"['23:00', '20/04']",20/04 23:00,90,3,9999,,,,,NIL,NIL,26,23,1012,84,,NIL,,,,
"['00:00', '21/04']",21/04 00:00,90,5,9999,,,,,NIL,NIL,26,24,1013,89,,NIL,,,,
"['01:00', '21/04']",21/04 01:00,110,4,9999,,,NIL,,NIL,NIL,26,24,1013,89,,,,,,
"['02:00', '21/04']",21/04 02:00,40,4,9999,,,NIL,,7000,5,26,24,1013,89,,,,,,
"['03:00', '21/04']",21/04 03:00,50,4,9999,,,NIL,,1500,5,26,24,1013,89,,,,,,
"['04:00', '21/04']",21/04 04:00,50,3,9999,,,1,,10000,5,24,23,1012,94,,,,,,
"['05:00', '21/04']",21/04 05:00,140,4,9999,,,1,,10000,5,24,24,1012,100,,,,,,
"['06:00', '21/04']",21/04 06:00,140,4,9999,,,NIL,,NIL,NIL,24,23,1012,94,,,,,,
"['07:00', '21/04']",21/04 07:00,110,4,9999,,,NIL,,NIL,NIL,24,23,1011,94,,,,,,
"['08:00', '21/04']",21/04 08:00,160,2,9999,,,NIL,,NIL,NIL,24,23,1012,94,,,,,,
"['09:00', '21/04']",21/04 09:00,140,2,9999,,,NIL,,7000,5,24,23,1012,94,,,,,,
"['10:00', '21/04']",21/04 10:00,100,2,9999,,,NIL,,1000,5,24,23,1013,94,,,,,,
"['11:00', '21/04']",21/04 11:00,70,5,9999,,,NIL,,9000,5,24,23,1014,94,,,,,,
"['12:00', '21/04']",21/04 12:00,80,5,9999,,,NIL,,9000,5,25,23,1015,89,,,,,,
"['13:00', '21/04']",21/04 13:00,50,4,9999,,,NIL,,2000,5,26,23,1015,84,,,,,,
"['14:00', '21/04']",21/04 14:00,300,4,9999,,,NIL,,2000,5,27,23,1014,79,,,,,,
"['15:00', '21/04']",21/04 15:00,330,5,9999,,,NIL,,2500,5,27,23,1013,79,,,,,,
"['16:00', '21/04']",21/04 16:00,320,6,9999,,,NIL,,10000,5,28,23,1011,74,,,,,,
"['17:00', '21/04']",21/04 17:00,290,4,9999,,,NIL,,4000,5,28,23,1010,74,,,,,,
"['18:00', '21/04']",21/04 18:00,300,4,9999,,,NIL,,10000,5,28,23,1009,74,,,,,,
"['19:00', '21/04']",21/04 19:00,360,7,9999,,,NIL,,2300,5,27,23,1009,79,,,,,,
"['20:00', '21/04']",21/04 20:00,350,7,9999,,,NIL,,2300,5,27,23,1009,79,,,,,,
"['21:00', '21/04']",21/04 21:00,40,5,9999,,,NIL,,NIL,3,27,22,1010,74,,,,,,
"['22:00', '21/04']",21/04 22:00,40,7,9999,,,NIL,,10000,5,27,22,1011,74,,,,,,
"['23:00', '21/04']",21/04 23:00,50,5,9999,,,NIL,,7000,5,26,23,1012,84,,,,,,
"['00:00', '22/04']",22/04 00:00,40,5,9999,,,NIL,,NIL,NIL,26,23,1012,84,,,,,,
"['01:00', '22/04']",22/04 01:00,60,5,9999,,,NIL,,NIL,NIL,25,23,1013,89,,,NIL,,,
"['02:00', '22/04']",22/04 02:00,50,6,9999,,,NIL,,NIL,NIL,26,23,1013,84,,,NIL,,,
"['03:00', '22/04']",22/04 03:00,60,4,9999,,,NIL,,NIL,NIL,25,23,1013,89,,,NIL,,,
"['04:00', '22/04']",22/04 04:00,70,5,9999,,,NIL,,NIL,NIL,25,23,1013,89,,,NIL,,,
"['05:00', '22/04']",22/04 05:00,50,4,9999,,,NIL,,NIL,NIL,25,23,1012,89,,,NIL,,,
"['06:00', '22/04']",22/04 06:00,80,5,9999,,,NIL,,NIL,NIL,24,23,1011,94,,,NIL,,,
"['07:00', '22/04']",22/04 07:00,80,2,9999,,,NIL,,NIL,NIL,24,23,1010,94,,,NIL,,,
"['08:00', '22/04']",22/04 08:00,140,3,9999,,,NIL,,NIL,NIL,24,23,1011,94,,,NIL,,,
"['09:00', '22/04']",22/04 09:00,110,1,9999,,,NIL,,10000,5,23,23,1011,100,,,NIL,,,
"['10:00', '22/04']",22/04 10:00,120,4,9999,,,NIL,,10000,5,24,23,1012,94,,,NIL,,,
"['11:00', '22/04']",22/04 11:00,90,5,9999,,,NIL,,10000,5,26,24,1013,89,,,NIL,,,
"['12:00', '22/04']",22/04 12:00,70,5,9999,,,NIL,,4000,5,27,24,1014,84,,,NIL,,,
"['13:00', '22/04']",22/04 13:00,20,6,9999,,,NIL,,4000,5,28,23,1014,74,,,NIL,,,
"['14:00', '22/04']",22/04 14:00,360,8,9999,,,NIL,,2500,5,27,24,1014,84,,,NIL,,,
"['15:00', '22/04']",22/04 15:00,360,15,9999,,,NIL,,7000,5,27,23,1013,79,,,NIL,,,
"['15:17', '22/04']",22/04 15:17,20,12,2000,,,1,,2000,5,26,24,1013,89,,,NIL,,,
"['16:00', '22/04']",22/04 16:00,20,11,3000,,,1,,700,5,24,23,1013,94,,,1,,,
"['16:20', '22/04']",22/04 16:20,40,7,5000,,,1,,3300,5,24,23,1012,94,,,1,,,
"['17:00', '22/04']",22/04 17:00,40,4,5000,,,1,,3000,5,24,23,1011,94,,,1,,,
"['18:00', '22/04']",22/04 18:00,90,5,9999,,,NIL,,3000,5,25,24,1011,94,,,NIL,,,
"['19:00', '22/04']",22/04 19:00,90,6,8000,,,1,,3000,5,24,23,1011,94,,,NIL,,,
"['20:00', '22/04']",22/04 20:00,80,4,7000,,,1,,2500,8,24,22,1010,89,,,NIL,,,
"['21:00', '22/04']",22/04 21:00,220,3,9999,,,1,,2500,5,23,23,1009,100,,,NIL,,,
"['22:00', '22/04']",22/04 22:00,130,2,9000,,,1,,9000,5,24,23,1010,94,,,NIL,,,
"['23:00', '22/04']",22/04 23:00,150,4,9999,,,NIL,,10000,5,24,23,1011,94,,,NIL,,,
"['00:00', '23/04']",23/04 00:00,140,6,9999,,,NIL,,3000,5,24,23,1012,94,,,NIL,,,
"['01:00', '23/04']",23/04 01:00,170,2,9999,,,NIL,NIL,700,5,24,22,1012,89,,NIL,NIL,,,
"['02:00', '23/04']",23/04 02:00,160,2,9999,,,NIL,NIL,700,5,24,22,1012,89,,NIL,NIL,,,
"['03:00', '23/04']",23/04 03:00,170,2,9999,,,NIL,NIL,10000,5,24,22,1012,89,,NIL,NIL,,,
"['04:00', '23/04']",23/04 04:00,110,2,9999,,,NIL,NIL,400,5,24,22,1012,89,,NIL,NIL,,,
"['05:00', '23/04']",23/04 05:00,110,2,9999,,,NIL,NIL,7000,5,23,22,1010,94,,NIL,NIL,,,
"['06:00', '23/04']",23/04 06:00,0,0,9999,,,NIL,NIL,7000,5,23,22,1010,94,,NIL,NIL,,,
"['07:00', '23/04']",23/04 07:00,0,0,9999,,,NIL,NIL,10000,5,23,21,1010,89,,NIL,NIL,,,
"['08:00', '23/04']",23/04 08:00,0,0,9999,,,NIL,NIL,NIL,NIL,23,21,1010,89,,NIL,NIL,,,
"['09:00', '23/04']",23/04 09:00,140,2,4000,,,NIL,NIL,NIL,3,23,21,1011,89,,NIL,1,,,
"['10:00', '23/04']",23/04 10:00,160,3,9999,,,NIL,NIL,NIL,3,23,22,1012,94,,NIL,NIL,,,
"['11:00', '23/04']",23/04 11:00,170,4,9999,,,NIL,NIL,NIL,NIL,25,23,1013,89,,NIL,NIL,,,
"['12:00', '23/04']",23/04 12:00,140,5,9999,,,NIL,NIL,NIL,3,27,23,1013,79,,NIL,NIL,,,
"['13:00', '23/04']",23/04 13:00,160,5,9999,,,NIL,NIL,7000,5,27,23,1013,79,,NIL,NIL,,,
"['14:00', '23/04']",23/04 14:00,110,5,9999,,,NIL,NIL,1900,5,29,24,1013,74,,NIL,NIL,,,
"['15:00', '23/04']",23/04 15:00,110,6,9999,,,NIL,NIL,NIL,3,30,23,1012,66,,130,NIL,,,
"['16:00', '23/04']",23/04 16:00,140,6,9999,,,NIL,NIL,NIL,3,31,22,1011,59,,110,NIL,,,
"['17:00', '23/04']",23/04 17:00,240,10,9999,,,NIL,NIL,NIL,3,30,24,1010,70,,NIL,NIL,,,
"['18:00', '23/04']",23/04 18:00,250,8,9999,,,NIL,NIL,NIL,3,31,24,1008,66,,NIL,NIL,,,
"['19:00', '23/04']",23/04 19:00,260,7,9999,,,NIL,NIL,NIL,3,31,23,1007,63,,NIL,NIL,,,
"['20:00', '23/04']",23/04 20:00,20,8,9999,,,NIL,NIL,NIL,3,29,24,1008,74,,NIL,NIL,,,
"['21:00', '23/04']",23/04 21:00,50,10,9999,,,NIL,1,NIL,3,27,24,1009,84,,NIL,NIL,,,
"['22:00', '23/04']",23/04 22:00,70,10,9999,,,1,1,7000,5,26,24,1010,89,,NIL,NIL,,,
"['23:00', '23/04']",23/04 23:00,80,5,9999,,,NIL,NIL,7000,5,25,24,1010,94,,NIL,NIL,,,
"['00:00', '24/04']",24/04 00:00,80,6,9999,,,NIL,NIL,7000,5,25,24,1011,94,,NIL,NIL,,,
"['01:00', '24/04']",24/04 01:00,70,3,9999,,,NIL,NIL,NIL,3,25,24,1012,94,,NIL,,,,
"['02:00', '24/04']",24/04 02:00,160,4,9999,,,NIL,NIL,NIL,3,25,24,1012,94,,NIL,,,,
"['03:00', '24/04']",24/04 03:00,160,4,9999,,,NIL,NIL,3500,5,25,24,1012,94,,NIL,,,,
"['04:00', '24/04']",24/04 04:00,130,3,9999,,,NIL,NIL,8000,5,25,24,1011,94,,NIL,,,,
"['05:00', '24/04']",24/04 05:00,150,2,9999,,,NIL,NIL,NIL,3,25,24,1010,94,,NIL,,,,
"['06:00', '24/04']",24/04 06:00,100,2,9999,,,NIL,NIL,10000,5,24,24,1010,100,,NIL,,,,
"['07:00', '24/04']",24/04 07:00,130,3,9999,,,NIL,NIL,NIL,3,24,24,1010,100,,NIL,,,,
"['08:00', '24/04']",24/04 08:00,120,2,9999,,,NIL,NIL,NIL,3,24,24,1010,100,,NIL,,,,
"['09:00', '24/04']",24/04 09:00,150,1,9999,,,NIL,NIL,8000,5,24,24,1011,100,,NIL,,,,
"['10:00', '24/04']",24/04 10:00,90,1,9999,,,NIL,NIL,NIL,3,25,24,1012,94,,NIL,,,,
"['11:00', '24/04']",24/04 11:00,100,2,9999,,,NIL,NIL,NIL,3,27,25,1012,89,,NIL,,,,
"['12:00', '24/04']",24/04 12:00,70,6,9999,,,NIL,NIL,1600,5,28,24,1013,79,,NIL,,,,
"['13:00', '24/04']",24/04 13:00,70,5,9999,,,NIL,NIL,2200,5,29,24,1013,74,,NIL,,,,
"['14:00', '24/04']",24/04 14:00,100,7,9999,,,NIL,NIL,NIL,3,30,23,1013,66,,105,,,,
"['15:00', '24/04']",24/04 15:00,100,7,1300,,,1,NIL,3000,5,30,23,1012,66,,NIL,,,,
"['15:26', '24/04']",24/04 15:26,70,6,8000,,,1,NIL,2500,5,25,24,1012,94,,100,,,,
"['16:00', '24/04']",24/04 16:00,80,3,9999,,,1,1,2500,5,28,24,1011,79,,NIL,,,,
"['16:26', '24/04']",24/04 16:26,110,10,1000,,,1,1,1500,5,27,24,1012,84,,NIL,,,,
"['16:42', '24/04']",24/04 16:42,20,7,5000,,,1,1,2000,5,24,23,1012,94,,NIL,,,,
"['17:00', '24/04']",24/04 17:00,350,4,7000,,,1,1,1500,5,24,23,1011,94,,NIL,,,,
"['18:00', '24/04']",24/04 18:00,350,5,9999,,,1,1,7000,5,25,24,1009,94,,165,,,,
"['19:00', '24/04']",24/04 19:00,50,4,9999,,,NIL,NIL,7000,5,25,24,1009,94,,NIL,,,,
"['20:00', '24/04']",24/04 20:00,0,0,9999,,,NIL,NIL,10000,5,25,23,1010,89,,NIL,,,,
"['21:00', '24/04']",24/04 21:00,90,3,9999,,,1,NIL,4000,8,25,24,1010,94,,NIL,,,,
"['22:00', '24/04']",24/04 22:00,110,3,7000,,,1,NIL,4000,8,25,24,1010,94,,NIL,,,,
"['23:00', '24/04']",24/04 23:00,100,3,9999,,,1,NIL,4000,8,25,24,1011,94,,NIL,,,,
"['00:00', '25/04']",25/04 00:00,60,5,9999,,,NIL,NIL,10000,5,25,24,1012,94,,NIL,,,,
"['01:00', '25/04']",25/04 01:00,70,4,9999,,,NIL,NIL,NIL,NIL,24,23,1012,94,,,,,,
"['02:00', '25/04']",25/04 02:00,110,2,9999,,,NIL,NIL,NIL,NIL,24,23,1012,94,,,,,,
"['03:00', '25/04']",25/04 03:00,90,1,9999,,,NIL,NIL,NIL,NIL,24,23,1012,94,,,,,,
"['04:00', '25/04']",25/04 04:00,60,3,9999,,,NIL,NIL,NIL,NIL,24,23,1011,94,,,,,,
"['05:00', '25/04']",25/04 05:00,40,3,9999,,,NIL,NIL,NIL,NIL,24,22,1010,89,,,,,,
"['06:00', '25/04']",25/04 06:00,130,3,9999,,,NIL,NIL,NIL,NIL,24,23,1010,94,,,,,,
"['07:00', '25/04']",25/04 07:00,110,2,9999,,,NIL,NIL,NIL,NIL,23,22,1009,94,,,,,,
"['08:00', '25/04']",25/04 08:00,120,3,9999,,,NIL,NIL,NIL,NIL,23,22,1009,94,,,,,,
"['09:00', '25/04']",25/04 09:00,120,3,9999,,,NIL,NIL,NIL,NIL,23,23,1010,100,,,,,,
"['10:00', '25/04']",25/04 10:00,110,3,9999,,,NIL,NIL,NIL,3,24,23,1011,94,,,,,,
"['11:00', '25/04']",25/04 11:00,100,4,9999,,,NIL,NIL,10000,5,25,24,1012,94,,,,,,
"['12:00', '25/04']",25/04 12:00,80,8,9999,,,NIL,NIL,NIL,3,27,24,1012,84,,,,,,
"['13:00', '25/04']",25/04 13:00,70,7,9999,,,NIL,NIL,2000,5,29,24,1012,74,,,,,,
"['14:00', '25/04']",25/04 14:00,80,8,9999,,,NIL,NIL,2000,5,30,24,1012,70,,,,,,
"['15:00', '25/04']",25/04 15:00,100,7,9999,,,NIL,NIL,3000,5,30,23,1011,66,,,,,,
"['16:00', '25/04']",25/04 16:00,80,9,9999,,,NIL,NIL,3000,5,31,23,1010,63,,,,,,
"['17:00', '25/04']",25/04 17:00,330,8,9999,,,NIL,NIL,2500,5,29,25,1008,79,,,,,,
"['18:00', '25/04']",25/04 18:00,350,8,9999,,,NIL,NIL,NIL,3,30,25,1007,75,,,,,,
"['19:00', '25/04']",25/04 19:00,360,8,9999,,,NIL,NIL,3000,5,28,25,1007,84,,,,,,
"['20:00', '25/04']",25/04 20:00,350,7,9999,,,NIL,NIL,NIL,3,29,25,1007,79,,,,,,
"['21:00', '25/04']",25/04 21:00,10,8,9999,,,NIL,NIL,4000,5,28,25,1008,84,,,,,,
"['22:00', '25/04']",25/04 22:00,30,4,9999,,,NIL,NIL,3000,5,28,25,1009,84,,,,,,
"['22:22', '25/04']",25/04 22:22,150,12,1000,,,1,1,1700,5,25,23,1010,89,,,,,,
"['22:41', '25/04']",25/04 22:41,40,8,5000,,,1,1,2000,5,23,22,1010,94,,,,,,
"['23:00', '25/04']",25/04 23:00,50,5,8000,,,1,1,2000,5,23,22,1010,94,,,,,,
"['23:14', '25/04']",25/04 23:14,120,8,1000,,,1,1,1500,5,24,23,1011,94,,,,,,
"['00:00', '26/04']",26/04 00:00,100,6,1500,,,1,1,1700,5,24,24,1011,100,,,,,,
"['00:05', '26/04']",26/04 00:05,160,4,9999,,,1,NIL,2200,8,24,24,1011,100,,,,,,
"['00:20', '26/04']",26/04 00:20,0,0,4000,,,1,1,2000,5,24,24,1012,100,,,,,,
"['00:40', '26/04']",26/04 00:40,110,2,9999,,,1,1,4500,8,24,24,1012,100,,,,,,
"['01:00', '26/04']",26/04 01:00,130,2,9999,,,1,1,3500,8,25,24,1012,94,,,,,,
"['02:00', '26/04']",26/04 02:00,130,2,9999,,,NIL,1,8000,5,25,24,1012,94,,,,,,
"['03:00', '26/04']",26/04 03:00,150,2,9999,,,NIL,NIL,8000,5,25,25,1011,100,,,,,,
"['04:00', '26/04']",26/04 04:00,90,2,9999,,,NIL,NIL,10000,5,25,24,1011,94,,,,,,
"['05:00', '26/04']",26/04 05:00,130,2,9999,,,NIL,NIL,10000,5,25,24,1010,94,,,,,,
