validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,vis_setor,vis_setor_dir,chuvisco,chuva,nevoa_umida,teto,cobertura,tt,po,qnh,ur,vnt_rajada,trovoada,pancada,nevoeiro,nevoa_seca
"['10:00', '02/06']",02/06 10:00,100,2,NIL,700,,,,,NIL,NIL,2,07,07,1018,100,,,,1,
"['10:40', '02/06']",02/06 10:40,120,2,NIL,2000,,,,,1,NIL,3,08,08,1019,100,,,,NIL,
"['11:00', '02/06']",02/06 11:00,70,2,NIL,4000,,,,,1,NIL,2,09,09,1019,100,,,,NIL,
"['11:11', '02/06']",02/06 11:11,VRB,2,NIL,9999,,,,,NIL,NIL,NIL,10,10,1019,100,,,,NIL,
"['12:00', '02/06']",02/06 12:00,VRB,2,NIL,9999,,,,,NIL,NIL,NIL,13,11,1019,88,,,,NIL,
"['13:00', '02/06']",02/06 13:00,310,5,NIL,9999,,,,,NIL,NIL,NIL,16,11,1019,72,,,,NIL,
"['14:00', '02/06']",02/06 14:00,290,9,285,9999,,,,,NIL,NIL,NIL,21,13,1019,60,,,,NIL,
"['15:00', '02/06']",02/06 15:00,290,13,300,9999,,,,,NIL,NIL,NIL,23,14,1018,57,,,,NIL,
"['16:00', '02/06']",02/06 16:00,290,16,NIL,9999,,,,,NIL,NIL,3,23,14,1017,57,,,,NIL,
"['17:00', '02/06']",02/06 17:00,280,13,280,9999,,,,,NIL,3000,5,23,14,1017,57,,,,NIL,
"['18:00', '02/06']",02/06 18:00,290,11,NIL,9999,,,,,NIL,3500,5,23,14,1017,57,,,,NIL,
"['19:00', '02/06']",02/06 19:00,290,9,NIL,9999,,,,,NIL,NIL,2,22,14,1017,60,,,,NIL,
"['20:00', '02/06']",02/06 20:00,290,9,NIL,9999,,,,,NIL,NIL,2,21,14,1018,64,,,,NIL,
"['21:00', '02/06']",02/06 21:00,290,6,NIL,9999,,,,,NIL,NIL,2,20,14,1019,68,,,,NIL,
"['22:00', '02/06']",02/06 22:00,260,6,NIL,9999,,,,,NIL,NIL,NIL,19,13,1019,68,,,,NIL,
"['23:00', '02/06']",02/06 23:00,280,7,NIL,9999,,,,,NIL,NIL,NIL,18,14,1020,77,,,,NIL,
"['00:00', '03/06']",03/06 00:00,280,6,NIL,9999,,,,,NIL,NIL,NIL,18,14,1020,77,,,,NIL,
"['01:00', '03/06']",03/06 01:00,320,6,NIL,9999,,,,,NIL,NIL,NIL,17,14,1020,83,,,,NIL,
"['02:00', '03/06']",03/06 02:00,280,4,NIL,9999,,,,,NIL,NIL,NIL,17,14,1020,83,,,,NIL,
"['03:00', '03/06']",03/06 03:00,340,3,NIL,9999,,,,,NIL,NIL,2,16,14,1020,88,,,,NIL,
"['04:00', '03/06']",03/06 04:00,VRB,2,NIL,9999,,,,,NIL,NIL,2,16,15,1020,94,,,,NIL,
"['05:00', '03/06']",03/06 05:00,240,4,NIL,9999,,,,,NIL,NIL,NIL,15,14,1020,94,,,,NIL,
"['06:00', '03/06']",03/06 06:00,VRB,1,NIL,9000,,,,,NIL,NIL,NIL,15,15,1020,100,,,,NIL,
"['07:00', '03/06']",03/06 07:00,0,0,NIL,7000,,,,,NIL,NIL,2,13,13,1020,100,,,,NIL,
"['08:00', '03/06']",03/06 08:00,80,1,NIL,5000,,,,,1,NIL,NIL,12,12,1020,100,,,,NIL,
"['08:42', '03/06']",03/06 08:42,40,3,NIL,9999,,,,,NIL,NIL,NIL,15,15,1022,100,,,,NIL,
"['09:00', '03/06']",03/06 09:00,VRB,1,NIL,5000,,,,,1,NIL,NIL,13,13,1020,100,,,,NIL,
"['09:41', '03/06']",03/06 09:41,30,3,NIL,600,,,,,NIL,NIL,3,12,12,1021,100,,,,1,
"['10:00', '03/06']",03/06 10:00,VRB,2,NIL,600,,,,,NIL,NIL,3,12,12,1021,100,,,,1,
"['10:19', '03/06']",03/06 10:19,70,3,NIL,400,,,,,NIL,NIL,3,11,11,1021,100,,,,1,
"['11:00', '03/06']",03/06 11:00,70,3,NIL,2000,,,,,1,NIL,3,12,12,1022,100,,,,NIL,
"['11:42', '03/06']",03/06 11:42,40,3,NIL,9999,,,,,NIL,NIL,NIL,15,15,1022,100,,,,NIL,
"['12:00', '03/06']",03/06 12:00,40,3,NIL,9999,,,,,NIL,NIL,NIL,16,15,1022,94,,,,NIL,
"['13:00', '03/06']",03/06 13:00,VRB,2,NIL,9999,,,,,NIL,NIL,NIL,19,14,1023,73,,,,NIL,
"['14:00', '03/06']",03/06 14:00,290,4,280,9999,,,,,NIL,NIL,NIL,21,15,1023,69,,,,NIL,
"['15:00', '03/06']",03/06 15:00,300,5,285,9999,,,,,NIL,NIL,2,23,15,1022,61,,,,NIL,
"['16:00', '03/06']",03/06 16:00,290,7,285,9999,,,,,NIL,NIL,3,24,14,1021,54,,,,NIL,
"['17:00', '03/06']",03/06 17:00,300,6,295,9999,,,,,NIL,NIL,3,24,14,1020,54,,,,NIL,
"['18:00', '03/06']",03/06 18:00,290,7,NIL,9999,,,,,NIL,4500,5,25,13,1020,47,,,,NIL,
"['19:00', '03/06']",03/06 19:00,300,4,NIL,9999,,,,,NIL,4500,5,24,14,1021,54,,,,NIL,
"['20:00', '03/06']",03/06 20:00,120,6,NIL,9999,,,,,NIL,NIL,3,19,16,1021,83,,,,NIL,
"['21:00', '03/06']",03/06 21:00,120,8,NIL,9999,,,,,NIL,300,5,16,16,1022,100,,,,NIL,
"['22:00', '03/06']",03/06 22:00,120,6,NIL,4000,,,,,1,100,8,15,15,1023,100,,,,NIL,
"['23:00', '03/06']",03/06 23:00,120,6,NIL,8000,,,,,NIL,200,8,15,15,1023,100,,,,NIL,
"['00:00', '04/06']",04/06 00:00,90,5,NIL,9999,,,,,NIL,300,8,15,15,1024,100,,,,NIL,
"['01:00', '04/06']",04/06 01:00,60,6,,9000,NIL,NIL,,,NIL,400,5,15,15,1024,100,,,,NIL,
"['02:00', '04/06']",04/06 02:00,80,5,,9999,NIL,NIL,,,NIL,900,5,15,15,1024,100,,,,NIL,
"['03:00', '04/06']",04/06 03:00,80,4,,9999,NIL,NIL,,,NIL,500,5,15,15,1024,100,,,,NIL,
"['04:00', '04/06']",04/06 04:00,80,3,,9999,NIL,NIL,,,NIL,600,5,15,15,1024,100,,,,NIL,
"['05:00', '04/06']",04/06 05:00,50,4,,9999,NIL,NIL,,,NIL,600,5,15,15,1024,100,,,,NIL,
"['06:00', '04/06']",04/06 06:00,100,2,,9999,NIL,NIL,,,NIL,500,5,15,15,1024,100,,,,NIL,
"['07:00', '04/06']",04/06 07:00,50,6,,5000,NIL,NIL,,,1,400,5,15,15,1023,100,,,,NIL,
"['08:00', '04/06']",04/06 08:00,40,5,,5000,NIL,NIL,,,1,400,5,15,15,1024,100,,,,NIL,
"['09:00', '04/06']",04/06 09:00,50,4,,6000,NIL,NIL,,,NIL,400,5,15,15,1024,100,,,,NIL,
"['10:00', '04/06']",04/06 10:00,60,4,,8000,NIL,NIL,,,NIL,300,8,15,15,1025,100,,,,NIL,
"['11:00', '04/06']",04/06 11:00,50,5,,8000,NIL,NIL,,,NIL,300,8,15,15,1026,100,,,,NIL,
"['12:00', '04/06']",04/06 12:00,20,5,,8000,NIL,NIL,,,NIL,300,8,15,15,1026,100,,,,NIL,
"['13:00', '04/06']",04/06 13:00,20,6,,8000,NIL,NIL,,,NIL,400,8,16,16,1026,100,,,,NIL,
"['14:00', '04/06']",04/06 14:00,350,5,,8000,NIL,NIL,,,NIL,800,8,16,15,1026,94,,,,NIL,
"['15:00', '04/06']",04/06 15:00,20,5,,9999,NIL,NIL,,,NIL,800,8,17,15,1025,88,,,,NIL,
"['15:24', '04/06']",04/06 15:24,10,5,,9999,NIL,NIL,,,NIL,NIL,3,18,14,1025,77,,,,NIL,
"['16:00', '04/06']",04/06 16:00,10,5,,9999,NIL,NIL,,,NIL,NIL,2,20,15,1024,73,,,,NIL,
"['17:00', '04/06']",04/06 17:00,20,5,,9999,NIL,NIL,,,NIL,NIL,NIL,22,14,1023,60,,,,NIL,
"['18:00', '04/06']",04/06 18:00,10,6,,9999,NIL,NIL,,,NIL,NIL,NIL,23,14,1022,57,,,,NIL,
"['19:00', '04/06']",04/06 19:00,360,6,,9999,NIL,NIL,,,NIL,NIL,NIL,24,13,1022,50,,,,NIL,
"['20:00', '04/06']",04/06 20:00,340,6,,9999,NIL,NIL,,,NIL,NIL,NIL,22,13,1022,57,,,,NIL,
"['21:00', '04/06']",04/06 21:00,10,3,,9999,NIL,NIL,,,NIL,NIL,NIL,21,13,1022,60,,,,NIL,
"['22:00', '04/06']",04/06 22:00,100,5,,9999,NIL,NIL,,,NIL,NIL,NIL,17,17,1023,100,,,,NIL,
"['23:00', '04/06']",04/06 23:00,110,5,,4000,NIL,NIL,,,1,500,5,15,15,1023,100,,,,NIL,
"['23:20', '04/06']",04/06 23:20,100,3,,1200,800,315,,,1,100,8,15,15,1023,100,,,,1,
"['00:00', '05/06']",05/06 00:00,100,3,,800,NIL,NIL,,,NIL,100,8,15,15,1024,100,,,,1,
"['01:00', '05/06']",05/06 01:00,60,5,NIL,650,,,,,NIL,NIL,NIL,16,16,1023,100,,,,1,
"['02:00', '05/06']",05/06 02:00,70,5,NIL,650,,,,,NIL,NIL,NIL,16,16,1023,100,,,,1,
"['03:00', '05/06']",05/06 03:00,70,4,NIL,1100,,,,,1,100,8,16,16,1023,100,,,,NIL,
"['04:00', '05/06']",05/06 04:00,50,4,NIL,1500,,,,,1,100,8,16,16,1023,100,,,,NIL,
"['05:00', '05/06']",05/06 05:00,50,5,NIL,2000,,,,,1,100,8,16,16,1022,100,,,,NIL,
"['06:00', '05/06']",05/06 06:00,40,4,NIL,2000,,,,,1,200,8,16,16,1022,100,,,,NIL,
"['07:00', '05/06']",05/06 07:00,50,4,NIL,2000,,,,,1,200,8,15,15,1021,100,,,,NIL,
"['08:00', '05/06']",05/06 08:00,360,5,NIL,2000,,,,,1,200,8,15,15,1021,100,,,,NIL,
"['09:00', '05/06']",05/06 09:00,40,3,NIL,2000,,,,,1,200,8,15,15,1022,100,,,,NIL,
"['10:00', '05/06']",05/06 10:00,350,4,NIL,900,,,,,NIL,100,8,15,15,1023,100,,,,1,
"['11:00', '05/06']",05/06 11:00,VRB,2,NIL,900,,,,,NIL,200,8,15,15,1023,100,,,,1,
"['12:00', '05/06']",05/06 12:00,30,3,200,1200,,,,,1,200,8,16,16,1024,100,,,,1,
"['13:00', '05/06']",05/06 13:00,340,5,NIL,3000,,,,,1,200,5,16,16,1024,100,,,,NIL,
"['13:12', '05/06']",05/06 13:12,360,5,NIL,5000,,,,,1,NIL,3,17,14,1024,83,,,,NIL,
"['14:00', '05/06']",05/06 14:00,10,6,190,9000,,,,,NIL,NIL,NIL,19,14,1023,73,,,,NIL,
"['15:00', '05/06']",05/06 15:00,10,8,195,9999,,,,,NIL,NIL,NIL,23,13,1022,53,,,,NIL,
"['16:00', '05/06']",05/06 16:00,350,11,NIL,9999,,,,,NIL,NIL,NIL,24,13,1021,50,,,,NIL,
"['17:00', '05/06']",05/06 17:00,360,10,NIL,9999,,,,,NIL,NIL,NIL,25,13,1021,47,,,,NIL,
"['18:00', '05/06']",05/06 18:00,340,10,NIL,9999,,,,,NIL,NIL,NIL,25,12,1020,44,,,,NIL,
"['19:00', '05/06']",05/06 19:00,350,9,NIL,9999,,,,,NIL,NIL,NIL,24,13,1020,50,,,,NIL,
"['20:00', '05/06']",05/06 20:00,320,7,NIL,9999,,,,,NIL,NIL,NIL,23,13,1020,53,,,,NIL,
"['21:00', '05/06']",05/06 21:00,30,3,NIL,9999,,,,,NIL,NIL,NIL,21,13,1020,60,,,,NIL,
"['22:00', '05/06']",05/06 22:00,50,2,NIL,9999,,,,,NIL,NIL,NIL,20,14,1021,68,,,,NIL,
"['23:00', '05/06']",05/06 23:00,10,4,NIL,9999,,,,,NIL,NIL,NIL,20,14,1021,68,,,,NIL,
"['00:00', '06/06']",06/06 00:00,20,1,NIL,9999,,,,,NIL,NIL,NIL,18,14,1021,77,,,,NIL,
"['01:00', '06/06']",06/06 01:00,60,2,NIL,9999,,,,,,NIL,NIL,17,14,1021,83,,,,,
"['02:00', '06/06']",06/06 02:00,50,2,NIL,9999,,,,,,NIL,NIL,15,14,1021,94,,,,,
"['03:00', '06/06']",06/06 03:00,50,2,NIL,9999,,,,,,NIL,NIL,15,14,1021,94,,,,,
"['04:00', '06/06']",06/06 04:00,70,3,NIL,9999,,,,,,NIL,NIL,14,14,1021,100,,,,,
"['05:00', '06/06']",06/06 05:00,90,4,NIL,9999,,,,,,NIL,NIL,14,14,1020,100,,,,,
"['06:00', '06/06']",06/06 06:00,70,3,NIL,9999,,,,,,NIL,NIL,13,13,1019,100,,,,,
"['07:00', '06/06']",06/06 07:00,150,2,NIL,9999,,,,,,NIL,NIL,14,14,1019,100,,,,,
"['08:00', '06/06']",06/06 08:00,120,2,NIL,9999,,,,,,NIL,NIL,13,13,1019,100,,,,,
"['09:00', '06/06']",06/06 09:00,40,3,NIL,9999,,,,,,NIL,NIL,13,13,1019,100,,,,,
"['10:00', '06/06']",06/06 10:00,140,2,NIL,9999,,,,,,NIL,NIL,13,13,1020,100,,,,,
"['11:00', '06/06']",06/06 11:00,100,2,NIL,9999,,,,,,NIL,NIL,14,14,1020,100,,,,,
"['12:00', '06/06']",06/06 12:00,170,8,NIL,9999,,,,,,8000,5,15,15,1022,100,,,,,
"['13:00', '06/06']",06/06 13:00,180,3,NIL,9999,,,,,,NIL,NIL,16,14,1022,88,,,,,
"['14:00', '06/06']",06/06 14:00,110,4,NIL,9999,,,,,,NIL,NIL,18,15,1022,83,,,,,
"['15:00', '06/06']",06/06 15:00,360,4,NIL,9999,,,,,,NIL,NIL,20,14,1021,68,,,,,
"['16:00', '06/06']",06/06 16:00,360,6,NIL,9999,,,,,,NIL,NIL,22,13,1020,57,,,,,
"['17:00', '06/06']",06/06 17:00,350,6,NIL,9999,,,,,,NIL,NIL,22,13,1019,57,,,,,
"['18:00', '06/06']",06/06 18:00,120,4,115,9999,,,,,,NIL,2,22,14,1018,60,,,,,
"['19:00', '06/06']",06/06 19:00,110,7,110,9000,,,,,,4000,5,18,15,1019,83,,,,,
"['19:18', '06/06']",06/06 19:18,90,8,NIL,8000,,,,,,1000,5,18,15,1019,83,,,,,
"['20:00', '06/06']",06/06 20:00,80,9,NIL,8000,,,,,,1000,5,17,14,1019,83,,,,,
"['21:00', '06/06']",06/06 21:00,90,9,95,9999,,,,,,900,5,16,13,1019,82,,,,,
"['22:00', '06/06']",06/06 22:00,90,9,NIL,9000,,,,,,900,5,15,13,1020,88,,,,,
"['23:00', '06/06']",06/06 23:00,100,7,NIL,9999,,,,,,900,5,15,14,1020,94,,,,,
"['00:00', '07/06']",07/06 00:00,140,9,NIL,9999,,,,,,700,8,14,14,1020,100,,,,,
"['01:00', '07/06']",07/06 01:00,100,8,,9999,,,NIL,NIL,,600,8,14,14,1021,100,,,,,
"['02:00', '07/06']",07/06 02:00,130,11,,9999,,,NIL,NIL,,400,8,13,13,1021,100,,,,,
"['03:00', '07/06']",07/06 03:00,130,6,,9999,,,1,NIL,,400,8,13,13,1022,100,,,,,
"['04:00', '07/06']",07/06 04:00,120,6,,8000,,,NIL,1,,700,8,13,13,1022,100,,,,,
"['05:00', '07/06']",07/06 05:00,150,4,,9999,,,NIL,NIL,,1000,8,13,13,1021,100,,,,,
"['06:00', '07/06']",07/06 06:00,120,7,,9999,,,NIL,NIL,,1100,8,13,13,1021,100,,,,,
"['07:00', '07/06']",07/06 07:00,120,6,,9999,,,NIL,NIL,,800,5,13,13,1021,100,,,,,
"['08:00', '07/06']",07/06 08:00,120,6,,9999,,,NIL,NIL,,900,8,13,13,1020,100,,,,,
"['09:00', '07/06']",07/06 09:00,100,5,,9999,,,NIL,NIL,,400,8,13,13,1020,100,,,,,
"['10:00', '07/06']",07/06 10:00,120,5,,9999,,,NIL,NIL,,400,8,13,13,1021,100,,,,,
"['11:00', '07/06']",07/06 11:00,120,7,,9999,,,NIL,1,,500,8,13,13,1022,100,,,,,
"['12:00', '07/06']",07/06 12:00,110,7,,9999,,,NIL,1,,400,8,13,13,1022,100,,,,,
"['13:00', '07/06']",07/06 13:00,110,7,,9999,,,NIL,1,,500,8,14,14,1022,100,,,,,
"['14:00', '07/06']",07/06 14:00,110,6,,9999,,,NIL,1,,500,8,14,14,1022,100,,,,,
"['15:00', '07/06']",07/06 15:00,120,6,,6000,,,NIL,1,,700,8,15,15,1022,100,,,,,
"['16:00', '07/06']",07/06 16:00,130,5,,8000,,,NIL,1,,700,8,15,15,1021,100,,,,,
"['17:00', '07/06']",07/06 17:00,140,6,,7000,,,NIL,1,,400,8,15,15,1020,100,,,,,
"['18:00', '07/06']",07/06 18:00,170,5,,6000,,,NIL,1,,400,8,14,14,1021,100,,,,,
"['19:00', '07/06']",07/06 19:00,130,6,,8000,,,NIL,1,,1000,8,14,14,1021,100,,,,,
"['20:00', '07/06']",07/06 20:00,110,5,,9999,,,NIL,NIL,,600,8,14,14,1021,100,,,,,
"['21:00', '07/06']",07/06 21:00,120,5,,9999,,,NIL,NIL,,700,8,14,14,1022,100,,,,,
"['22:00', '07/06']",07/06 22:00,130,8,,9999,,,NIL,NIL,,500,8,14,14,1022,100,,,,,
"['23:00', '07/06']",07/06 23:00,120,5,,9999,,,NIL,NIL,,500,8,14,14,1022,100,,,,,
"['00:00', '08/06']",08/06 00:00,130,5,,9999,,,NIL,NIL,,600,8,14,14,1023,100,,,,,
"['01:00', '08/06']",08/06 01:00,120,7,120,9999,,,NIL,,NIL,600,8,14,14,1022,100,,,,,
"['02:00', '08/06']",08/06 02:00,140,9,NIL,9999,,,NIL,,NIL,600,8,14,14,1023,100,,,,,
"['03:00', '08/06']",08/06 03:00,140,8,NIL,5000,,,NIL,,1,500,8,13,13,1023,100,,,,,
"['04:00', '08/06']",08/06 04:00,100,8,NIL,9999,,,NIL,,NIL,900,5,13,13,1022,100,,,,,
"['05:00', '08/06']",08/06 05:00,100,5,NIL,9999,,,NIL,,NIL,900,5,13,13,1022,100,,,,,
"['06:00', '08/06']",08/06 06:00,130,3,NIL,9999,,,NIL,,NIL,900,5,12,12,1021,100,,,,,
"['07:00', '08/06']",08/06 07:00,110,5,NIL,9999,,,NIL,,NIL,900,5,13,13,1021,100,,,,,
"['08:00', '08/06']",08/06 08:00,70,3,NIL,9999,,,NIL,,NIL,700,5,13,13,1021,100,,,,,
"['09:00', '08/06']",08/06 09:00,80,2,NIL,5000,,,NIL,,1,500,5,13,13,1021,100,,,,,
"['10:00', '08/06']",08/06 10:00,130,5,120,4000,,,1,,1,400,8,13,13,1021,100,,,,,
"['11:00', '08/06']",08/06 11:00,110,6,NIL,9999,,,NIL,,NIL,500,8,14,14,1022,100,,,,,
"['12:00', '08/06']",08/06 12:00,100,4,NIL,9999,,,NIL,,NIL,500,8,14,14,1023,100,,,,,
"['13:00', '08/06']",08/06 13:00,100,5,NIL,9999,,,NIL,,NIL,600,8,15,15,1023,100,,,,,
"['14:00', '08/06']",08/06 14:00,90,8,NIL,9999,,,NIL,,NIL,600,8,15,14,1023,94,,,,,
"['15:00', '08/06']",08/06 15:00,120,8,NIL,9999,,,NIL,,NIL,700,8,15,15,1022,100,,,,,
"['16:00', '08/06']",08/06 16:00,130,8,NIL,9999,,,NIL,,NIL,400,5,15,14,1021,94,,,,,
"['17:00', '08/06']",08/06 17:00,80,10,NIL,9999,,,NIL,,NIL,1000,8,16,13,1020,82,,,,,
"['18:00', '08/06']",08/06 18:00,110,6,NIL,9999,,,NIL,,NIL,1100,8,16,14,1020,88,,,,,
"['18:40', '08/06']",08/06 18:40,120,8,NIL,9999,,,NIL,,NIL,600,8,15,15,1020,100,,,,,
"['19:00', '08/06']",08/06 19:00,120,6,NIL,8000,,,1,,NIL,600,8,15,15,1020,100,,,,,
"['20:00', '08/06']",08/06 20:00,130,6,NIL,8000,,,1,,NIL,700,8,15,15,1021,100,,,,,
"['21:00', '08/06']",08/06 21:00,130,6,NIL,8000,,,1,,NIL,800,8,14,14,1021,100,,,,,
"['22:00', '08/06']",08/06 22:00,90,2,NIL,9999,,,NIL,,NIL,1300,8,14,14,1022,100,,,,,
"['23:00', '08/06']",08/06 23:00,0,0,NIL,9999,,,NIL,,NIL,1000,8,13,13,1022,100,,,,,
"['00:00', '09/06']",09/06 00:00,100,4,NIL,9999,,,NIL,,NIL,NIL,3,13,13,1022,100,,,,,
"['01:00', '09/06']",09/06 01:00,150,2,,6000,NIL,NIL,,,NIL,NIL,3,12,12,1022,100,,,,,
"['02:00', '09/06']",09/06 02:00,260,3,,6000,NIL,NIL,,,NIL,900,5,12,12,1022,100,,,,,
"['03:00', '09/06']",09/06 03:00,230,2,,4500,NIL,NIL,,,1,900,5,13,13,1022,100,,,,,
"['03:40', '09/06']",09/06 03:40,190,2,,3000,1200,180,,,1,600,5,13,13,1022,100,,,,,
"['04:00', '09/06']",09/06 04:00,160,2,,2100,NIL,NIL,,,1,700,5,13,13,1022,100,,,,,
"['05:00', '09/06']",09/06 05:00,270,2,,3500,NIL,NIL,,,1,700,5,13,13,1021,100,,,,,
"['06:00', '09/06']",09/06 06:00,330,3,,5000,NIL,NIL,,,1,700,5,14,14,1021,100,,,,,
"['07:00', '09/06']",09/06 07:00,10,2,,8000,NIL,NIL,,,NIL,700,5,14,14,1021,100,,,,,
"['08:00', '09/06']",09/06 08:00,50,5,,9999,NIL,NIL,,,NIL,500,5,13,13,1020,100,,,,,
"['09:00', '09/06']",09/06 09:00,30,3,,9999,NIL,NIL,,,NIL,400,5,13,13,1021,100,,,,,
"['10:00', '09/06']",09/06 10:00,360,5,,9999,NIL,NIL,,,NIL,400,8,13,13,1021,100,,,,,
"['11:00', '09/06']",09/06 11:00,10,3,,4500,NIL,NIL,,,1,400,8,14,14,1022,100,,,,,
"['12:00', '09/06']",09/06 12:00,360,4,,9000,NIL,NIL,,,NIL,400,8,14,14,1023,100,,,,,
"['13:00', '09/06']",09/06 13:00,100,3,,9999,NIL,NIL,,,NIL,500,8,14,14,1023,100,,,,,
"['14:00', '09/06']",09/06 14:00,120,3,,9999,NIL,NIL,,,NIL,600,8,15,14,1023,94,,,,,
"['15:00', '09/06']",09/06 15:00,80,3,,9999,NIL,NIL,,,NIL,1000,8,16,13,1022,82,,,,,
"['16:00', '09/06']",09/06 16:00,130,2,,9999,NIL,NIL,,,NIL,1200,8,16,13,1022,82,,,,,
"['17:00', '09/06']",09/06 17:00,350,4,,9999,NIL,NIL,,,NIL,1400,8,17,13,1021,77,,,,,
"['18:00', '09/06']",09/06 18:00,70,2,,9999,NIL,NIL,,,NIL,2300,5,19,12,1020,64,,,,,
"['19:00', '09/06']",09/06 19:00,50,5,,9999,NIL,NIL,,,NIL,2300,5,19,12,1020,64,,,,,
"['20:00', '09/06']",09/06 20:00,100,3,,9999,NIL,NIL,,,NIL,NIL,2,18,13,1020,73,,,,,
"['21:00', '09/06']",09/06 21:00,130,4,,9999,NIL,NIL,,,NIL,NIL,2,16,12,1021,77,,,,,
"['22:00', '09/06']",09/06 22:00,120,5,,9999,NIL,NIL,,,NIL,NIL,NIL,15,14,1021,94,,,,,
"['23:00', '09/06']",09/06 23:00,100,3,,9999,NIL,NIL,,,NIL,NIL,NIL,14,14,1021,100,,,,,
"['23:15', '09/06']",09/06 23:15,110,6,,5000,NIL,NIL,,,1,400,5,14,14,1021,100,,,,,
"['23:40', '09/06']",09/06 23:40,110,7,,4000,NIL,NIL,,,1,100,8,14,14,1021,100,,,,,
"['00:00', '10/06']",10/06 00:00,120,5,,4000,NIL,NIL,,,1,200,8,14,14,1022,100,,,,,
"['01:00', '10/06']",10/06 01:00,100,4,NIL,6000,,,,,,300,8,15,15,1022,100,,,,,
"['02:00', '10/06']",10/06 02:00,90,2,NIL,9999,,,,,,900,8,15,15,1022,100,,,,,
"['03:00', '10/06']",10/06 03:00,100,4,NIL,9999,,,,,,900,8,15,15,1022,100,,,,,
"['04:00', '10/06']",10/06 04:00,90,2,NIL,9999,,,,,,900,8,15,15,1021,100,,,,,
"['05:00', '10/06']",10/06 05:00,100,3,NIL,9999,,,,,,900,8,15,14,1021,94,,,,,
"['06:00', '10/06']",10/06 06:00,100,3,NIL,9999,,,,,,900,8,15,15,1020,100,,,,,
"['07:00', '10/06']",10/06 07:00,120,4,NIL,9999,,,,,,900,8,14,14,1020,100,,,,,
"['08:00', '10/06']",10/06 08:00,90,2,NIL,9999,,,,,,900,8,14,14,1019,100,,,,,
"['09:00', '10/06']",10/06 09:00,60,2,NIL,9999,,,,,,900,8,14,14,1019,100,,,,,
"['09:45', '10/06']",10/06 09:45,10,3,NIL,9999,,,,,,6000,5,14,14,1020,100,,,,,
"['10:00', '10/06']",10/06 10:00,30,3,NIL,9999,,,,,,6000,5,14,14,1020,100,,,,,
"['11:00', '10/06']",10/06 11:00,30,3,NIL,8000,,,,,,7000,5,14,14,1020,100,,,,,
"['12:00', '10/06']",10/06 12:00,30,4,210,8000,,,,,,8000,5,15,14,1021,94,,,,,
"['13:00', '10/06']",10/06 13:00,40,4,40,9000,,,,,,10000,5,16,15,1021,94,,,,,
"['14:00', '10/06']",10/06 14:00,40,8,NIL,7000,,,,,,7000,8,16,15,1021,94,,,,,
"['14:06', '10/06']",10/06 14:06,20,7,NIL,7000,,,,,,1000,8,16,15,1021,94,,,,,
"['15:00', '10/06']",10/06 15:00,40,6,NIL,8000,,,,,,900,8,17,16,1020,94,,,,,
"['16:00', '10/06']",10/06 16:00,40,7,NIL,9999,,,,,,900,8,18,15,1019,83,,,,,
"['17:00', '10/06']",10/06 17:00,10,8,190,9999,,,,,,1400,5,19,14,1018,73,,,,,
"['18:00', '10/06']",10/06 18:00,350,9,NIL,9999,,,,,,2000,8,19,14,1018,73,,,,,
"['19:00', '10/06']",10/06 19:00,360,5,NIL,9999,,,,,,2000,8,18,15,1018,83,,,,,
"['20:00', '10/06']",10/06 20:00,360,6,NIL,9999,,,,,,2000,8,18,14,1018,77,,,,,
"['21:00', '10/06']",10/06 21:00,330,5,NIL,9999,,,,,,1500,8,17,14,1018,83,,,,,
"['22:00', '10/06']",10/06 22:00,310,7,NIL,9999,,,,,,4500,8,17,15,1018,88,,,,,
"['23:00', '10/06']",10/06 23:00,320,6,NIL,9999,,,,,,NIL,NIL,16,15,1018,94,,,,,
"['23:47', '10/06']",10/06 23:47,310,5,NIL,9999,,,,,,1000,5,16,16,1018,100,,,,,
"['00:00', '11/06']",11/06 00:00,310,5,NIL,9000,,,,,,900,5,16,16,1019,100,,,,,
"['01:00', '11/06']",11/06 01:00,310,6,NIL,9999,,,,,,NIL,3,15,15,1018,100,,,,,
"['02:00', '11/06']",11/06 02:00,280,5,NIL,9999,,,,,,NIL,3,16,16,1019,100,,,,,
"['03:00', '11/06']",11/06 03:00,270,5,NIL,9999,,,,,,600,5,16,16,1019,100,,,,,
"['04:00', '11/06']",11/06 04:00,290,5,NIL,9999,,,,,,600,8,15,15,1019,100,,,,,
"['05:00', '11/06']",11/06 05:00,260,5,NIL,9999,,,,,,600,8,16,16,1018,100,,,,,
"['06:00', '11/06']",11/06 06:00,230,9,NIL,9999,,,,,,600,8,15,15,1018,100,,,,,
"['07:00', '11/06']",11/06 07:00,240,7,NIL,9999,,,,,,600,5,15,15,1018,100,,,,,
"['08:00', '11/06']",11/06 08:00,260,6,NIL,9999,,,,,,900,5,13,13,1018,100,,,,,
"['09:00', '11/06']",11/06 09:00,260,5,NIL,9999,,,,,,NIL,3,13,12,1018,94,,,,,
"['10:00', '11/06']",11/06 10:00,230,3,NIL,9999,,,,,,NIL,3,12,12,1020,100,,,,,
