validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,vis_setor,vis_setor_dir,chuvisco,chuva,nevoa_umida,teto,cobertura,tt,po,qnh,ur,vnt_rajada,trovoada,pancada,nevoeiro,nevoa_seca
"['10:35', '11/06']",11/06 10:35,230,3,NIL,9999,,,,,,400,5,12,12,1020,100,,,,,
"['11:00', '11/06']",11/06 11:00,230,3,NIL,9999,,,,,,500,5,12,12,1020,100,,,,,
"['12:00', '11/06']",11/06 12:00,210,7,NIL,9999,,,,,,700,5,13,12,1021,94,,,,,
"['13:00', '11/06']",11/06 13:00,230,8,NIL,9999,,,,,,1000,5,14,11,1022,82,,,,,
"['14:00', '11/06']",11/06 14:00,240,7,NIL,9999,,,,,,1300,5,16,11,1022,72,,,,,
"['14:10', '11/06']",11/06 14:10,230,7,NIL,9999,,,,,,2000,5,15,10,1022,72,,,,,
"['15:00', '11/06']",11/06 15:00,260,5,NIL,9999,,,,,,2500,5,16,09,1021,63,,,,,
"['16:00', '11/06']",11/06 16:00,250,6,NIL,9999,,,,,,2500,5,18,10,1020,60,,,,,
"['17:00', '11/06']",11/06 17:00,260,7,NIL,9999,,,,,,NIL,3,18,10,1025,60,,,,,
"['18:00', '11/06']",11/06 18:00,260,8,270,9999,,,,,,NIL,3,18,10,1019,60,,,,,
"['19:00', '11/06']",11/06 19:00,230,8,NIL,9999,,,,,,NIL,3,17,10,1019,63,,,,,
"['20:00', '11/06']",11/06 20:00,230,9,NIL,9999,,,,,,NIL,3,17,09,1019,59,,,,,
"['21:00', '11/06']",11/06 21:00,230,6,NIL,9999,,,,,,NIL,2,15,10,1020,72,,,,,
"['22:00', '11/06']",11/06 22:00,220,5,210,9999,,,,,,NIL,NIL,14,09,1020,72,,,,,
"['23:00', '11/06']",11/06 23:00,210,3,200,9999,,,,,,NIL,NIL,14,09,1021,72,,,,,
"['00:00', '12/06']",12/06 00:00,190,2,NIL,9999,,,,,,NIL,2,13,09,1021,77,,,,,
"['01:00', '12/06']",12/06 01:00,0,0,NIL,9999,,,,,,,2,10,09,1022,93,,,,,
"['02:00', '12/06']",12/06 02:00,210,5,NIL,9999,,,,,,,NIL,12,09,1022,82,,,,,
"['03:00', '12/06']",12/06 03:00,0,0,NIL,9999,,,,,,,NIL,10,09,1022,93,,,,,
"['04:00', '12/06']",12/06 04:00,260,3,NIL,9999,,,,,,,NIL,10,10,1021,100,,,,,
"['05:00', '12/06']",12/06 05:00,300,2,NIL,9999,,,,,,,NIL,10,10,1021,100,,,,,
"['06:00', '12/06']",12/06 06:00,180,2,NIL,9999,,,,,,,NIL,08,08,1021,100,,,,,
"['07:00', '12/06']",12/06 07:00,0,0,NIL,9000,,,,,,,2,07,07,1020,100,,,,,
"['08:00', '12/06']",12/06 08:00,250,2,NIL,9999,,,,,,,NIL,08,07,1020,93,,,,,
"['09:00', '12/06']",12/06 09:00,270,4,NIL,9999,,,,,,,NIL,07,05,1021,87,,,,,
"['10:00', '12/06']",12/06 10:00,20,2,NIL,9999,,,,,,,NIL,05,05,1022,100,,,,,
"['11:00', '12/06']",12/06 11:00,50,2,NIL,9999,,,,,,,NIL,06,06,1022,100,,,,,
"['12:00', '12/06']",12/06 12:00,320,3,NIL,9999,,,,,,,NIL,09,06,1023,81,,,,,
"['13:00', '12/06']",12/06 13:00,230,7,NIL,9999,,,,,,,NIL,11,04,1023,62,,,,,
"['14:00', '12/06']",12/06 14:00,260,4,NIL,9999,,,,,,,NIL,13,05,1023,58,,,,,
"['15:00', '12/06']",12/06 15:00,260,6,NIL,9999,,,,,,,NIL,15,01,1023,39,,,,,
"['16:00', '12/06']",12/06 16:00,240,6,NIL,9999,,,,,,,NIL,16,02,1021,39,,,,,
"['17:00', '12/06']",12/06 17:00,240,7,NIL,9999,,,,,,,NIL,16,03,1021,42,,,,,
"['18:00', '12/06']",12/06 18:00,210,7,210,9999,,,,,,,NIL,17,04,1021,42,,,,,
"['19:00', '12/06']",12/06 19:00,220,5,220,9999,,,,,,,NIL,17,04,1021,42,,,,,
"['20:00', '12/06']",12/06 20:00,220,4,NIL,9999,,,,,,,NIL,16,04,1021,45,,,,,
"['21:00', '12/06']",12/06 21:00,200,5,NIL,9999,,,,,,,NIL,15,05,1021,51,,,,,
"['22:00', '12/06']",12/06 22:00,130,6,NIL,9999,,,,,,,NIL,11,08,1022,82,,,,,
"['23:00', '12/06']",12/06 23:00,130,5,NIL,9999,,,,,,,2,09,09,1022,100,,,,,
"['00:00', '13/06']",13/06 00:00,100,3,100,9999,,,,,,,2,09,09,1023,100,,,,,
"['01:00', '13/06']",13/06 01:00,130,4,NIL,8000,NIL,NIL,,,NIL,NIL,2,08,08,1023,100,,,,NIL,
"['02:00', '13/06']",13/06 02:00,100,3,NIL,5000,NIL,NIL,,,1,NIL,2,08,08,1023,100,,,,NIL,
"['03:00', '13/06']",13/06 03:00,90,2,NIL,5000,NIL,NIL,,,1,NIL,2,08,08,1024,100,,,,NIL,
"['04:00', '13/06']",13/06 04:00,110,2,NIL,5000,NIL,NIL,,,1,NIL,2,07,07,1023,100,,,,NIL,
"['05:00', '13/06']",13/06 05:00,80,2,NIL,5000,1500,90,,,NIL,NIL,3,06,06,1023,100,,,,1,
"['05:06', '13/06']",13/06 05:06,80,3,NIL,3000,1200,90,,,NIL,100,5,06,06,1023,100,,,,1,
"['05:15', '13/06']",13/06 05:15,80,3,NIL,900,NIL,NIL,,,NIL,NIL,NIL,06,06,1023,100,,,,1,
"['06:00', '13/06']",13/06 06:00,80,3,NIL,700,NIL,NIL,,,NIL,NIL,NIL,05,05,1023,100,,,,1,
"['06:10', '13/06']",13/06 06:10,140,3,NIL,1500,NIL,NIL,,,NIL,100,8,04,04,1023,100,,,,1,
"['07:00', '13/06']",13/06 07:00,50,2,NIL,600,NIL,NIL,,,NIL,NIL,NIL,05,05,1023,100,,,,1,
"['08:00', '13/06']",13/06 08:00,130,2,NIL,600,NIL,NIL,,,NIL,NIL,NIL,04,04,1023,100,,,,1,
"['09:00', '13/06']",13/06 09:00,130,3,NIL,900,NIL,NIL,,,NIL,NIL,NIL,04,04,1023,100,,,,1,
"['09:10', '13/06']",13/06 09:10,140,2,NIL,1500,NIL,NIL,,,NIL,100,8,04,04,1023,100,,,,1,
"['09:40', '13/06']",13/06 09:40,110,2,NIL,3000,NIL,NIL,,,1,200,5,04,04,1023,100,,,,NIL,
"['10:00', '13/06']",13/06 10:00,90,2,NIL,3500,NIL,NIL,,,1,NIL,3,04,04,1024,100,,,,NIL,
"['11:00', '13/06']",13/06 11:00,VRB,2,NIL,1600,NIL,NIL,,,1,200,5,05,05,1024,100,,,,NIL,
"['12:00', '13/06']",13/06 12:00,VRB,2,NIL,900,NIL,NIL,,,NIL,100,8,07,07,1025,100,,,,1,
"['12:42', '13/06']",13/06 12:42,220,2,NIL,2500,NIL,NIL,,,1,200,5,10,10,1025,100,,,,NIL,
"['13:00', '13/06']",13/06 13:00,330,2,NIL,8000,NIL,NIL,,,NIL,NIL,3,10,10,1025,100,,,,NIL,
"['14:00', '13/06']",13/06 14:00,70,3,250,9999,NIL,NIL,,,NIL,NIL,NIL,13,06,1025,62,,,,NIL,
"['15:00', '13/06']",13/06 15:00,50,5,225,9999,NIL,NIL,,,NIL,NIL,NIL,16,07,1025,55,,,,NIL,
"['16:00', '13/06']",13/06 16:00,70,4,265,9999,NIL,NIL,,,NIL,NIL,NIL,17,07,1024,52,,,,NIL,
"['17:00', '13/06']",13/06 17:00,70,5,75,9999,NIL,NIL,,,NIL,NIL,NIL,17,07,1024,52,,,,NIL,
"['18:00', '13/06']",13/06 18:00,110,6,NIL,9999,NIL,NIL,,,NIL,NIL,NIL,17,07,1023,52,,,,NIL,
"['19:00', '13/06']",13/06 19:00,130,7,NIL,9999,NIL,NIL,,,NIL,NIL,NIL,17,06,1023,48,,,,NIL,
"['20:00', '13/06']",13/06 20:00,130,7,NIL,9999,NIL,NIL,,,NIL,NIL,NIL,15,10,1023,72,,,,NIL,
"['21:00', '13/06']",13/06 21:00,110,6,NIL,9999,NIL,NIL,,,NIL,NIL,NIL,11,07,1024,76,,,,NIL,
"['22:00', '13/06']",13/06 22:00,100,3,NIL,9999,NIL,NIL,,,NIL,NIL,NIL,10,07,1024,82,,,,NIL,
"['23:00', '13/06']",13/06 23:00,110,4,NIL,9999,NIL,NIL,,,NIL,NIL,NIL,09,08,1025,93,,,,NIL,
"['00:00', '14/06']",14/06 00:00,110,4,NIL,9999,NIL,NIL,,,NIL,NIL,NIL,09,09,1025,100,,,,NIL,
"['01:00', '14/06']",14/06 01:00,130,4,NIL,9999,,,,,NIL,NIL,NIL,08,08,1025,100,,,,NIL,
"['02:00', '14/06']",14/06 02:00,120,4,NIL,6000,,,,,NIL,NIL,NIL,08,08,1025,100,,,,NIL,
"['03:00', '14/06']",14/06 03:00,80,3,70,6000,,,,,NIL,NIL,2,09,09,1025,100,,,,NIL,
"['04:00', '14/06']",14/06 04:00,60,2,NIL,6000,,,,,NIL,NIL,2,07,07,1025,100,,,,NIL,
"['05:00', '14/06']",14/06 05:00,100,2,NIL,6000,,,,,NIL,NIL,2,08,08,1025,100,,,,NIL,
"['06:00', '14/06']",14/06 06:00,0,0,NIL,5000,,,,,1,NIL,3,08,08,1024,100,,,,NIL,
"['06:35', '14/06']",14/06 06:35,350,2,NIL,400,,,,,NIL,NIL,NIL,07,07,1024,100,,,,1,
"['07:00', '14/06']",14/06 07:00,0,0,NIL,400,,,,,NIL,NIL,NIL,07,07,1024,100,,,,1,
"['08:00', '14/06']",14/06 08:00,0,0,NIL,400,,,,,NIL,NIL,NIL,06,06,1023,100,,,,1,
"['09:00', '14/06']",14/06 09:00,0,0,NIL,400,,,,,NIL,NIL,NIL,07,07,1023,100,,,,1,
"['10:00', '14/06']",14/06 10:00,VRB,1,NIL,400,,,,,NIL,NIL,NIL,07,07,1024,100,,,,1,
"['10:22', '14/06']",14/06 10:22,280,1,NIL,100,,,,,NIL,NIL,NIL,07,07,1024,100,,,,1,
"['11:00', '14/06']",14/06 11:00,VRB,2,NIL,100,,,,,NIL,NIL,NIL,07,07,1024,100,,,,1,
"['12:00', '14/06']",14/06 12:00,320,3,NIL,300,,,,,NIL,NIL,NIL,08,08,1025,100,,,,1,
"['12:15', '14/06']",14/06 12:15,320,4,NIL,1500,,,,,1,NIL,NIL,09,09,1025,100,,,,NIL,
"['12:34', '14/06']",14/06 12:34,330,3,NIL,4500,,,,,1,100,5,09,09,1025,100,,,,NIL,
"['13:00', '14/06']",14/06 13:00,350,3,NIL,9000,,,,,NIL,300,5,10,10,1025,100,,,,NIL,
"['14:00', '14/06']",14/06 14:00,40,3,NIL,9999,,,,,NIL,900,5,11,08,1025,82,,,,NIL,
"['15:00', '14/06']",14/06 15:00,50,5,NIL,9999,,,,,NIL,NIL,2,13,07,1024,67,,,,NIL,
"['16:00', '14/06']",14/06 16:00,20,5,NIL,9999,,,,,NIL,NIL,NIL,16,07,1023,55,,,,NIL,
"['17:00', '14/06']",14/06 17:00,220,2,NIL,9999,,,,,NIL,NIL,NIL,17,06,1022,48,,,,NIL,
"['18:00', '14/06']",14/06 18:00,20,3,NIL,9999,,,,,NIL,NIL,NIL,19,07,1022,46,,,,NIL,
"['19:00', '14/06']",14/06 19:00,100,3,NIL,9999,,,,,NIL,NIL,NIL,19,07,1021,46,,,,NIL,
"['20:00', '14/06']",14/06 20:00,110,4,NIL,9999,,,,,NIL,NIL,NIL,18,07,1021,49,,,,NIL,
"['21:00', '14/06']",14/06 21:00,110,5,NIL,9999,,,,,NIL,NIL,NIL,13,10,1021,82,,,,NIL,
"['22:00', '14/06']",14/06 22:00,110,5,NIL,9999,,,,,NIL,NIL,NIL,11,10,1022,94,,,,NIL,
"['23:00', '14/06']",14/06 23:00,130,4,NIL,9999,,,,,NIL,NIL,NIL,10,10,1023,100,,,,NIL,
"['00:00', '15/06']",15/06 00:00,100,3,NIL,9999,,,,,NIL,NIL,2,10,10,1023,100,,,,NIL,
"['00:30', '15/06']",15/06 00:30,110,3,NIL,2000,,,,,1,100,5,09,09,1022,100,,,,NIL,
"['01:00', '15/06']",15/06 01:00,130,4,NIL,600,,,,,NIL,NIL,NIL,08,08,1023,100,,,,1,
"['02:00', '15/06']",15/06 02:00,VRB,2,NIL,500,,,,,NIL,NIL,NIL,10,10,1023,100,,,,1,
"['03:00', '15/06']",15/06 03:00,70,4,NIL,500,,,,,NIL,NIL,NIL,11,11,1022,100,,,,1,
"['04:00', '15/06']",15/06 04:00,30,4,NIL,500,,,,,NIL,NIL,NIL,11,11,1022,100,,,,1,
"['05:00', '15/06']",15/06 05:00,350,4,NIL,500,,,,,NIL,NIL,NIL,10,10,1022,100,,,,1,
"['06:00', '15/06']",15/06 06:00,0,0,NIL,500,,,,,NIL,NIL,NIL,11,11,1022,100,,,,1,
"['07:00', '15/06']",15/06 07:00,270,3,NIL,500,,,,,NIL,NIL,NIL,10,10,1021,100,,,,1,
"['08:00', '15/06']",15/06 08:00,310,2,NIL,500,,,,,NIL,NIL,NIL,10,10,1021,100,,,,1,
"['09:00', '15/06']",15/06 09:00,360,3,NIL,500,,,,,NIL,NIL,NIL,10,10,1021,100,,,,1,
"['10:00', '15/06']",15/06 10:00,320,4,NIL,500,,,,,NIL,NIL,NIL,09,09,1021,100,,,,1,
"['11:00', '15/06']",15/06 11:00,VRB,1,NIL,500,,,,,NIL,NIL,NIL,10,10,1022,100,,,,1,
"['12:00', '15/06']",15/06 12:00,VRB,2,NIL,500,,,,,NIL,NIL,NIL,09,09,1022,100,,,,1,
"['13:00', '15/06']",15/06 13:00,270,3,250,550,,,,,NIL,NIL,NIL,09,09,1023,100,,,,1,
"['13:21', '15/06']",15/06 13:21,220,4,225,1100,,,,,1,200,8,09,09,1023,100,,,,1,
"['14:00', '15/06']",15/06 14:00,VRB,2,NIL,3000,,,,,1,300,8,11,11,1022,100,,,,NIL,
"['14:25', '15/06']",15/06 14:25,VRB,2,NIL,5000,,,,,1,NIL,3,12,12,1022,100,,,,NIL,
"['15:00', '15/06']",15/06 15:00,VRB,4,NIL,8000,,,,,NIL,NIL,NIL,13,08,1021,72,,,,NIL,
"['16:00', '15/06']",15/06 16:00,250,4,250,9999,,,,,NIL,NIL,NIL,17,10,1021,63,,,,NIL,
"['17:00', '15/06']",15/06 17:00,230,3,220,9000,,,,,NIL,NIL,NIL,18,08,1020,52,,,,NIL,
"['18:00', '15/06']",15/06 18:00,210,7,NIL,9999,,,,,NIL,NIL,NIL,19,09,1019,52,,,,NIL,
"['19:00', '15/06']",15/06 19:00,210,6,NIL,9999,,,,,NIL,NIL,NIL,18,08,1019,52,,,,NIL,
"['20:00', '15/06']",15/06 20:00,210,6,NIL,9999,,,,,NIL,NIL,NIL,17,07,1020,52,,,,NIL,
"['21:00', '15/06']",15/06 21:00,140,6,NIL,9999,,,,,NIL,NIL,NIL,14,09,1020,72,,,,NIL,
"['22:00', '15/06']",15/06 22:00,120,7,NIL,9999,,,,,NIL,NIL,NIL,13,11,1021,88,,,,NIL,
"['23:00', '15/06']",15/06 23:00,120,9,NIL,9999,,,,,NIL,NIL,NIL,12,11,1020,94,,,,NIL,
"['00:00', '16/06']",16/06 00:00,120,7,NIL,9999,,,,,NIL,NIL,NIL,11,09,1021,87,,,,NIL,
"['01:00', '16/06']",16/06 01:00,110,6,NIL,9999,,,,,NIL,NIL,3,11,09,1021,87,,,,,
"['02:00', '16/06']",16/06 02:00,110,5,NIL,9999,,,,,NIL,NIL,3,10,09,1022,93,,,,,
"['03:00', '16/06']",16/06 03:00,80,5,NIL,9999,,,,,NIL,NIL,3,09,08,1021,93,,,,,
"['04:00', '16/06']",16/06 04:00,120,4,NIL,9999,,,,,NIL,NIL,3,08,08,1021,100,,,,,
"['05:00', '16/06']",16/06 05:00,60,3,NIL,9999,,,,,NIL,NIL,3,09,08,1021,93,,,,,
"['06:00', '16/06']",16/06 06:00,120,4,NIL,9999,,,,,NIL,500,5,10,09,1020,93,,,,,
"['07:00', '16/06']",16/06 07:00,140,4,NIL,9999,,,,,NIL,500,5,09,08,1020,93,,,,,
"['08:00', '16/06']",16/06 08:00,100,5,NIL,9999,,,,,NIL,900,5,10,10,1020,100,,,,,
"['09:00', '16/06']",16/06 09:00,120,4,NIL,9999,,,,,NIL,600,5,09,09,1020,100,,,,,
"['10:00', '16/06']",16/06 10:00,110,3,NIL,5000,,,,,1,700,5,09,09,1021,100,,,,,
"['11:00', '16/06']",16/06 11:00,140,4,NIL,9999,,,,,NIL,2000,5,10,10,1021,100,,,,,
"['12:00', '16/06']",16/06 12:00,110,3,110,9999,,,,,NIL,2000,5,11,11,1021,100,,,,,
"['12:35', '16/06']",16/06 12:35,110,3,NIL,9999,,,,,NIL,900,8,12,11,1022,94,,,,,
"['13:00', '16/06']",16/06 13:00,30,3,210,9999,,,,,NIL,900,5,12,11,1022,94,,,,,
"['14:00', '16/06']",16/06 14:00,50,5,210,9999,,,,,NIL,900,5,14,10,1022,77,,,,,
"['15:00', '16/06']",16/06 15:00,50,6,45,9999,,,,,NIL,900,5,14,09,1021,72,,,,,
"['16:00', '16/06']",16/06 16:00,120,9,120,9999,,,,,NIL,3000,5,14,10,1021,77,,,,,
"['17:00', '16/06']",16/06 17:00,100,9,95,9999,,,,,NIL,2000,5,15,11,1020,77,,,,,
"['18:00', '16/06']",16/06 18:00,70,9,NIL,9999,,,,,NIL,5000,5,14,10,1020,77,,,,,
"['19:00', '16/06']",16/06 19:00,80,10,NIL,9999,,,,,NIL,2500,5,12,10,1020,88,,,,,
"['20:00', '16/06']",16/06 20:00,80,10,NIL,9999,,,,,NIL,1100,5,11,10,1021,94,,,,,
"['21:00', '16/06']",16/06 21:00,80,10,NIL,9999,,,,,NIL,800,5,11,09,1021,87,,,,,
"['22:00', '16/06']",16/06 22:00,90,9,NIL,9999,,,,,NIL,700,8,11,09,1022,87,,,,,
"['23:00', '16/06']",16/06 23:00,130,6,NIL,9999,,,,,NIL,600,8,10,09,1022,93,,,,,
"['00:00', '17/06']",17/06 00:00,110,7,NIL,9999,,,,,NIL,500,8,10,09,1022,93,,,,,
"['01:00', '17/06']",17/06 01:00,120,6,NIL,9999,,,,,,400,8,09,09,1023,100,,,,,
"['02:00', '17/06']",17/06 02:00,110,7,NIL,9999,,,,,,400,8,09,08,1023,93,,,,,
"['03:00', '17/06']",17/06 03:00,120,6,NIL,9999,,,,,,500,8,09,08,1023,93,,,,,
"['04:00', '17/06']",17/06 04:00,110,4,NIL,9999,,,,,,500,8,09,08,1023,93,,,,,
"['05:00', '17/06']",17/06 05:00,100,3,NIL,9999,,,,,,500,8,09,09,1023,100,,,,,
"['06:00', '17/06']",17/06 06:00,110,5,NIL,9999,,,,,,500,8,09,09,1022,100,,,,,
"['07:00', '17/06']",17/06 07:00,120,4,NIL,9999,,,,,,600,8,09,09,1022,100,,,,,
"['08:00', '17/06']",17/06 08:00,140,2,NIL,9999,,,,,,400,8,09,09,1022,100,,,,,
"['09:00', '17/06']",17/06 09:00,120,4,NIL,9999,,,,,,500,8,09,09,1022,100,,,,,
"['10:00', '17/06']",17/06 10:00,120,4,NIL,9999,,,,,,500,8,09,09,1023,100,,,,,
"['11:00', '17/06']",17/06 11:00,110,2,NIL,9000,,,,,,300,8,10,09,1023,93,,,,,
"['12:00', '17/06']",17/06 12:00,70,3,70,9999,,,,,,500,8,11,10,1024,94,,,,,
"['13:00', '17/06']",17/06 13:00,60,4,NIL,9999,,,,,,900,8,11,09,1024,87,,,,,
"['14:00', '17/06']",17/06 14:00,70,5,70,9999,,,,,,1000,8,12,09,1024,82,,,,,
"['15:00', '17/06']",17/06 15:00,50,4,50,9999,,,,,,1100,8,12,09,1024,82,,,,,
"['16:00', '17/06']",17/06 16:00,60,5,55,9999,,,,,,1300,8,13,10,1023,82,,,,,
"['17:00', '17/06']",17/06 17:00,60,6,55,9999,,,,,,1300,8,13,10,1022,82,,,,,
"['18:00', '17/06']",17/06 18:00,40,5,NIL,9999,,,,,,1300,5,14,10,1022,77,,,,,
"['19:00', '17/06']",17/06 19:00,90,7,NIL,9999,,,,,,1300,5,13,10,1022,82,,,,,
"['20:00', '17/06']",17/06 20:00,80,7,NIL,9999,,,,,,2000,5,11,10,1022,94,,,,,
"['21:00', '17/06']",17/06 21:00,100,6,NIL,9999,,,,,,10000,5,10,09,1022,93,,,,,
"['21:35', '17/06']",17/06 21:35,100,5,NIL,9999,,,,,,1000,5,10,09,1023,93,,,,,
"['22:00', '17/06']",17/06 22:00,90,3,NIL,9999,,,,,,900,5,10,09,1023,93,,,,,
"['23:00', '17/06']",17/06 23:00,110,4,NIL,9999,,,,,,600,5,10,09,1024,93,,,,,
"['00:00', '18/06']",18/06 00:00,100,5,NIL,9999,,,,,,400,5,10,09,1024,93,,,,,
"['01:00', '18/06']",18/06 01:00,80,5,90,9999,,,,NIL,,500,8,10,09,1024,93,,,,,
"['02:00', '18/06']",18/06 02:00,60,3,60,9999,,,,NIL,,500,8,10,09,1024,93,,,,,
"['03:00', '18/06']",18/06 03:00,100,3,NIL,9999,,,,NIL,,500,8,10,09,1024,93,,,,,
"['04:00', '18/06']",18/06 04:00,80,2,NIL,9999,,,,NIL,,500,5,10,09,1024,93,,,,,
"['05:00', '18/06']",18/06 05:00,130,1,NIL,9999,,,,NIL,,500,5,10,09,1024,93,,,,,
"['06:00', '18/06']",18/06 06:00,VRB,2,NIL,9999,,,,NIL,,500,5,10,09,1024,93,,,,,
"['07:00', '18/06']",18/06 07:00,50,2,NIL,9999,,,,NIL,,500,8,10,10,1024,100,,,,,
"['08:00', '18/06']",18/06 08:00,80,2,NIL,9999,,,,NIL,,500,8,10,10,1024,100,,,,,
"['09:00', '18/06']",18/06 09:00,90,5,NIL,9999,,,,NIL,,500,8,11,10,1024,94,,,,,
"['10:00', '18/06']",18/06 10:00,VRB,2,NIL,8000,,,,NIL,,600,5,10,10,1024,100,,,,,
"['11:00', '18/06']",18/06 11:00,120,5,NIL,9999,,,,NIL,,500,8,11,10,1025,94,,,,,
"['12:00', '18/06']",18/06 12:00,70,7,NIL,9999,,,,NIL,,500,5,12,11,1025,94,,,,,
"['13:00', '18/06']",18/06 13:00,90,6,NIL,9999,,,,NIL,,900,8,13,11,1026,88,,,,,
"['14:00', '18/06']",18/06 14:00,110,6,110,9999,,,,NIL,,1000,8,13,11,1026,88,,,,,
"['15:00', '18/06']",18/06 15:00,70,5,NIL,9999,,,,NIL,,1100,8,14,11,1025,82,,,,,
"['16:00', '18/06']",18/06 16:00,90,7,NIL,9999,,,,NIL,,1100,5,15,10,1024,72,,,,,
"['17:00', '18/06']",18/06 17:00,70,9,70,9999,,,,NIL,,1300,5,15,10,1024,72,,,,,
"['18:00', '18/06']",18/06 18:00,70,10,NIL,9999,,,,NIL,,1700,5,15,11,1023,77,,,,,
"['19:00', '18/06']",18/06 19:00,70,9,NIL,9999,,,,NIL,,1700,5,14,10,1024,77,,,,,
"['19:30', '18/06']",18/06 19:30,100,7,NIL,9999,,,,NIL,,900,5,13,11,1023,88,,,,,
"['20:00', '18/06']",18/06 20:00,110,5,NIL,9999,,,,NIL,,900,8,13,11,1024,88,,,,,
"['21:00', '18/06']",18/06 21:00,100,5,NIL,9999,,,,1,,900,5,12,11,1025,94,,,,,
"['22:00', '18/06']",18/06 22:00,120,6,NIL,9999,,,,1,,500,5,11,11,1025,100,,,,,
"['23:00', '18/06']",18/06 23:00,110,7,NIL,9999,,,,NIL,,900,8,11,10,1025,94,,,,,
"['00:00', '19/06']",19/06 00:00,110,6,NIL,9999,,,,NIL,,700,8,11,11,1025,100,,,,,
"['01:00', '19/06']",19/06 01:00,100,8,,9999,,,1,NIL,NIL,500,8,11,11,1025,100,,,,,
"['02:00', '19/06']",19/06 02:00,140,8,,9000,,,NIL,1,NIL,400,8,11,11,1025,100,,,,,
"['03:00', '19/06']",19/06 03:00,110,5,,9999,,,NIL,1,NIL,400,8,11,11,1024,100,,,,,
"['04:00', '19/06']",19/06 04:00,60,3,,9999,,,1,NIL,NIL,500,8,11,11,1024,100,,,,,
"['05:00', '19/06']",19/06 05:00,360,3,,9999,,,NIL,1,NIL,400,8,11,11,1024,100,,,,,
"['06:00', '19/06']",19/06 06:00,120,3,,9999,,,NIL,1,NIL,700,5,11,11,1024,100,,,,,
"['07:00', '19/06']",19/06 07:00,170,5,,6000,,,NIL,1,NIL,700,8,12,11,1024,94,,,,,
"['08:00', '19/06']",19/06 08:00,100,6,,9999,,,NIL,1,NIL,1000,8,11,11,1023,100,,,,,
"['09:00', '19/06']",19/06 09:00,90,5,,9999,,,NIL,NIL,NIL,400,5,11,11,1022,100,,,,,
"['10:00', '19/06']",19/06 10:00,80,5,,9999,,,NIL,NIL,NIL,1000,5,12,11,1022,94,,,,,
"['11:00', '19/06']",19/06 11:00,110,4,,8000,,,1,1,NIL,1000,8,12,12,1023,100,,,,,
"['12:00', '19/06']",19/06 12:00,80,7,,9000,,,1,1,NIL,900,8,12,12,1022,100,,,,,
"['13:00', '19/06']",19/06 13:00,90,3,,4500,,,NIL,1,NIL,1000,8,12,12,1023,100,,,,,
"['14:00', '19/06']",19/06 14:00,60,4,,9000,,,NIL,1,NIL,300,8,12,12,1023,100,,,,,
"['15:00', '19/06']",19/06 15:00,320,5,,6000,,,1,NIL,NIL,200,8,13,12,1023,94,,,,,
"['16:00', '19/06']",19/06 16:00,50,6,,4500,,,NIL,1,NIL,800,8,13,12,1021,94,,,,,
"['17:00', '19/06']",19/06 17:00,60,4,,8000,,,NIL,1,NIL,600,8,13,13,1020,100,,,,,
"['18:00', '19/06']",19/06 18:00,40,5,,4000,,,NIL,1,NIL,200,8,13,13,1020,100,,,,,
"['19:00', '19/06']",19/06 19:00,30,4,,5000,,,NIL,NIL,1,300,8,13,13,1020,100,,,,,
"['20:00', '19/06']",19/06 20:00,40,5,,5000,,,NIL,1,NIL,300,8,13,13,1019,100,,,,,
"['21:00', '19/06']",19/06 21:00,10,5,,8000,,,NIL,1,NIL,500,8,13,13,1020,100,,,,,
"['22:00', '19/06']",19/06 22:00,30,3,,8000,,,NIL,1,NIL,500,8,13,13,1020,100,,,,,
"['23:00', '19/06']",19/06 23:00,30,3,,8000,,,NIL,NIL,NIL,400,5,13,12,1020,94,,,,,
"['00:00', '20/06']",20/06 00:00,350,2,,8000,,,NIL,1,NIL,400,8,12,12,1020,100,,,,,
"['01:00', '20/06']",20/06 01:00,20,2,NIL,5000,,,,1,NIL,900,5,13,12,1020,94,,1,,NIL,
"['02:00', '20/06']",20/06 02:00,30,1,NIL,3000,,,,1,NIL,900,8,12,12,1020,100,,1,,NIL,
"['02:10', '20/06']",20/06 02:10,0,0,NIL,1500,,,,NIL,NIL,300,8,12,12,1020,100,,NIL,,1,
"['02:40', '20/06']",20/06 02:40,60,3,NIL,900,,,,NIL,NIL,100,8,12,12,1019,100,,NIL,,1,
"['03:00', '20/06']",20/06 03:00,60,3,NIL,900,,,,NIL,NIL,100,8,12,12,1019,100,,NIL,,1,
"['04:00', '20/06']",20/06 04:00,200,1,NIL,900,,,,NIL,NIL,700,5,12,12,1019,100,,NIL,,1,
"['05:00', '20/06']",20/06 05:00,0,0,NIL,900,,,,NIL,NIL,700,5,12,12,1019,100,,NIL,,1,
"['06:00', '20/06']",20/06 06:00,280,4,NIL,1500,,,,NIL,NIL,700,5,13,12,1018,94,,NIL,,NIL,
"['07:00', '20/06']",20/06 07:00,280,4,NIL,3000,,,,NIL,1,1000,5,13,12,1018,94,,NIL,,NIL,
"['08:00', '20/06']",20/06 08:00,270,4,NIL,5000,,,,NIL,1,1300,5,13,12,1018,94,,NIL,,NIL,
