vnt_vel_max_mean,tt_mean,po_mean,qnh_mean,ur_mean,vnt_dir_mode,vnt_rajada_mode,chuva_mode,trovoada_mode,teto_mode,week,year,Aeroporto_
8.714285714285714,20.602040816326532,15.693877551020408,1015.5918367346939,77.38775510204081,70,,1,,700,47,2020,SBGR
11.285714285714286,23.161290322580644,15.817204301075268,1012.8494623655914,67.73118279569893,300,21,1,,2100,48,2020,SBGR
10.714285714285714,22.311827956989248,17.096774193548388,1014.9354838709677,73.82795698924731,130,,1,1,1700,49,2020,SBGR
10.714285714285714,20.210526315789473,14.631578947368421,1014.8105263157895,74.50526315789473,70,24,1,,1100,50,2020,SBGR
10.0,22.40625,19.135416666666668,1015.03125,83.01041666666667,120,20,1,1,2000,51,2020,SBGR
11.0,21.7319587628866,16.144329896907216,1013.2061855670103,73.83505154639175,60,,1,1,2300,52,2020,SBGR
13.666666666666666,21.404761904761905,17.928571428571427,1015.9761904761905,81.76190476190476,70,17,1,1,1700,53,2020,SBGR
11.6,21.42168674698795,16.373493975903614,1016.7349397590361,74.57831325301204,150,,1,,100,1,2020,SBSP
11.428571428571429,24.115702479338843,18.644628099173552,1015.4214876033058,72.80165289256199,320,,1,1,1500,2,2020,SBSP
12.714285714285714,23.603603603603602,18.00900900900901,1016.0900900900901,72.05405405405405,330,,1,1,4000,3,2020,SBSP
12.285714285714286,24.129032258064516,17.258064516129032,1018.5268817204301,67.59139784946237,30,,1,1,11000,4,2020,SBSP
13.714285714285714,25.19607843137255,16.705882352941178,1016.156862745098,61.666666666666664,330,29,1,1,5000,5,2020,SBSP
12.428571428571429,21.96039603960396,15.891089108910892,1014.8613861386139,68.03846153846153,140,,1,,3300,6,2020,SBSP
11.428571428571429,22.04854368932039,16.475728155339805,1015.5436893203884,72.41747572815534,320,24,1,1,700,7,2020,SBSP
11.857142857142858,23.142857142857142,16.663265306122447,1015.6122448979592,68.88775510204081,150,,1,,1400,8,2020,SBSP
13.666666666666666,22.0,17.04,1016.49,74.71,80,21,1,1,1000,9,2020,SBSP
